"","AGRN","AMBP","CA9","CDC42EP5","CKAP4","COL1A1","CPXM2","CTSL","CYP4B1","EIF6","ERRFI1","GPD1L","GPI","HSP90AA1","HTATIP2","IER3","MAOB","MARVELD1","MUC13","PCNA","PFDN2","PFN1","PKM","PRR15","PSMB8","PSMD2","PSMD8","PYGB","SEMA3C","SERPINB5","SERPINH1","TIMM23","TM4SF1","TNNC2","TSKU","TXN","class"
"GSM748091",0.00189941165307142,-0.00460510918862802,-0.00121575282071814,-0.146090882761994,-0.00445584037881204,0.00128979298406675,0.0133046388755107,-0.0143658890049507,0.00358760981468678,0.0118377612368728,-0.00534537373766579,0.0434907502651629,-0.0351083528115393,-0.00280744847141446,-0.00743227257463244,-0.0591419392198378,0.00813710463666036,-0.0681221776700883,0.000557256389531075,0.000553777429557258,0.0448072780809599,-0.0189088302224828,-0.0012598352173653,-0.0622607453327834,-0.00459918834526148,-0.00826721313175417,0.0926916372021998,-0.00550276612941034,-0.0153888347978319,-0.00235567961259757,-0.0297877210279547,0.0540680197199863,-0.0175648132487831,0.0623199628578848,-0.0104456480601336,-0.000678930144124101,1
"GSM748092",0.00197779319065747,-0.00559740350724596,-0.00137253378651477,-0.152291123663504,-0.00481238597490071,0.00128888473176723,0.0123845741821515,-0.0138136538433295,0.00334173730905962,0.0120674519020249,-0.00566873019167171,0.0373254810590158,-0.0307655149918032,-0.00282140903946832,-0.00765936423107395,-0.0578445374475014,0.00846309529620621,-0.0654305624110552,0.00101701928288286,0.000568794742980214,0.0457216556173511,-0.0187572304322914,-0.0013280511038624,-0.0453755340600437,-0.00457182184417192,-0.00758429971141988,0.0750444640122011,-0.00539770747427348,-0.0098913388368615,-0.00244792004734418,-0.0310094298577868,0.056759879220854,-0.0167929904340566,0.0727364984995033,-0.00728312247882071,-0.00065067633629086,1
"GSM748094",0.00199029513611661,-0.00476151777469966,-0.00149217266267174,-0.220886807245978,-0.00442142541813789,0.00134112539173527,0.0123907664482638,-0.0134904566154176,0.00365984130340896,0.0110203639427857,-0.00741377605862237,0.0458324886594655,-0.0323264537607789,-0.00271811555550469,-0.00668016391041972,-0.0706788088483992,0.0080665005946323,-0.0710795010959408,0.000508927580107379,0.000453156782568072,0.0399248004025977,-0.0180791669581189,-0.00132969568688983,-0.0342291049382603,-0.00423349493299307,-0.00739863487710503,0.0743884617539616,-0.00554833157293398,-0.011920239287535,-0.00245089746279538,-0.031651929880538,0.054269373591318,-0.0175844771401976,0.0858248793373137,-0.00828337639406569,-0.000664256258684277,1
"GSM748100",0.00191369795331338,-0.00452289782357322,-0.00120974753550258,-0.160235212313128,-0.00558774936990991,0.00133575208214709,0.0134888451018929,-0.0133270112818879,0.00279092796757972,0.010423717133751,-0.00627262840747282,0.0395492559543163,-0.0324593393974556,-0.00271898000748332,-0.006818152965099,-0.0599104978699053,0.00833496614244472,-0.0637359254489318,0.000500920255696777,0.000540160425328116,0.0454984233511895,-0.0183310678976358,-0.00120402038703561,-0.0399086173018677,-0.00447759246571713,-0.00838746043906236,0.0722998960978008,-0.00575999085059641,-0.0115594334345566,-0.00262204978450162,-0.0306592123805188,0.0543826955319442,-0.0173198677456326,0.0988435273148153,-0.00882698784251305,-0.000708890216069455,0
"GSM748101",0.0019139824153129,-0.0041584822286746,-0.0012760228656203,-0.191410227165945,-0.00471753276079051,0.00130045886285529,0.0120420939418569,-0.0137328604866575,0.00394668499935032,0.0109196678470786,-0.00594183375355145,0.0416883028935843,-0.0298360338272303,-0.00276926517725905,-0.00646979024736316,-0.0582897896859723,0.0079629676456578,-0.0716027451399967,0.000539681725438819,0.000490723340855496,0.0407913369178307,-0.0185438106446325,-0.00126661558845628,-0.0409878720229128,-0.0046434545085933,-0.00743410356659829,0.0753915852453522,-0.00640310627662387,-0.0128059908744482,-0.00240595548266187,-0.0297454708560046,0.0538024542183165,-0.0175759896071737,0.0679674960587114,-0.0081262079394531,-0.000662964851006952,1
"GSM748102",0.00184324956133407,-0.00438421238188131,-0.00120519019168142,-0.182392586814507,-0.0049213294783977,0.00135200881426732,0.0126348727835921,-0.0138680071216373,0.00296155562670519,0.0112469502930218,-0.00648427959004987,0.0419848186558662,-0.0324277829141637,-0.00279547160645222,-0.0063601017456056,-0.0638713452602438,0.00830948973718396,-0.0745683646761368,0.00054877847626948,0.000520831165971187,0.0408314451404515,-0.0187795975851417,-0.00126509427543966,-0.0308615671102154,-0.00438307708874212,-0.00761620259071015,0.0776621746431308,-0.00545866273703516,-0.014649230277913,-0.00227277029167064,-0.0319891729909568,0.0555962788743757,-0.0156470449163907,0.0735032449495135,-0.00754269099623203,-0.00064298300367097,1
"GSM748103",0.00187067455334439,-0.00414316379009402,-0.00108764638290961,-0.19918100691591,-0.00469733721590215,0.00136911214345591,0.0112881935523837,-0.013315754072388,0.00492226986230859,0.0110574602016349,-0.00652568322327263,0.0454508269426892,-0.0300408728697111,-0.0027957005552521,-0.00593766496106705,-0.064784049566119,0.00770553731429841,-0.0741033312481104,0.000539795052357081,0.000468140275713243,0.0399407124759772,-0.0187612723304761,-0.00124527106878437,-0.0449947821671521,-0.00430096278860855,-0.00722830001796261,0.0722677730119817,-0.0056524974118788,-0.0131954203536368,-0.00240413207716201,-0.0327034657082765,0.0540161298539969,-0.0182174550621213,0.0696154782542979,-0.00822995962182277,-0.000619140905600908,1
"GSM748104",0.0019381460933739,-0.00488713888919886,-0.00115431924861815,-0.178812788370709,-0.0043393655552263,0.00127791374732512,0.0125080471523379,-0.0126235752261665,0.0047313912528249,0.0110783045902029,-0.00621022737565027,0.0495221312801596,-0.030033752018567,-0.00273844537652907,-0.00680673798387229,-0.0621486906361646,0.00750259699295614,-0.0715119247949016,0.000519677373005701,0.000452667395363741,0.04288157958262,-0.0185153887743938,-0.00120688250033568,-0.031618597193472,-0.00435823594006929,-0.00764394141140746,0.0789095991898892,-0.00627502306973305,-0.0152887472734181,-0.00256113650353047,-0.0316132817397886,0.0550332401554374,-0.0178055021711527,0.111758995279823,-0.00726955084528582,-0.00065115578718707,1
"GSM748108",0.00189869954775624,-0.00448645128500625,-0.0011949822255322,-0.204566476039723,-0.0047607896125038,0.00134376088891652,0.0120441763057184,-0.0135758824387465,0.00395389966277291,0.011080760685596,-0.00700962164680694,0.0414221711743243,-0.0310532744744116,-0.00273811009205457,-0.00654057251104216,-0.056428514727375,0.00835769331407635,-0.0761761801217352,0.00053039498313535,0.000494994415557233,0.0401352596328914,-0.0191247267957716,-0.00131245162589105,-0.0346200251392681,-0.00463774067177858,-0.00747285769652235,0.0743852956367148,-0.00572289330615398,-0.0127124949718574,-0.00246915221885079,-0.0324279205803159,0.0538739169521512,-0.0171872154004825,0.0990629434294756,-0.00809722827989048,-0.000653849587242208,1
"GSM748111",0.00205134509692259,-0.00419698609398738,-0.0011106824284663,-0.179358643743445,-0.00505114197126932,0.00137609313743448,0.0123982676775821,-0.0142408205182618,0.00328425116775162,0.0123939347517623,-0.00671778649234605,0.0414159305248697,-0.0324001728131677,-0.00290470429870114,-0.00604666604496867,-0.0644199129876741,0.00831328344798728,-0.0763709846751541,0.000508345805004332,0.000515119959527336,0.0448557213101199,-0.0199146605961107,-0.00144991421584896,-0.0375852080858039,-0.00478745942431697,-0.008194145193629,0.0753737268554185,-0.00603041262873134,-0.0149037156209786,-0.002355093610576,-0.0351039241167976,0.0543209030708545,-0.0191217730883448,0.0637960548286242,-0.00897633682656647,-0.00066363684090512,0
"GSM748113",0.0018515724522946,-0.00451847952486945,-0.00148166264231341,-0.206791816143383,-0.00541238941886993,0.0013336468755511,0.0126909767747255,-0.0126038934619222,0.00263375134139546,0.0110634142131475,-0.00727286659526299,0.0398057217005011,-0.0367664337649519,-0.0028602666254419,-0.00657378531188971,-0.0729982564250381,0.00826202454243242,-0.0580807135300566,0.000533216656434714,0.000526157542453411,0.048237054247382,-0.0193971591202412,-0.00131029405903218,-0.0550921044398636,-0.00436063842405388,-0.00786671347651571,0.0885994841652223,-0.00575563775567381,-0.0115840341861826,-0.00238828456170554,-0.0318061351696391,0.051932738997991,-0.0169625867216373,0.0719566010619202,-0.00785693605788594,-0.000673977254784587,1
"GSM748116",0.00202021826385169,-0.00471485050877217,-0.00115909155465035,-0.198314637197725,-0.00472953881959209,0.00131278570034439,0.0125067525484134,-0.0132549730960733,0.00249415638496161,0.0118623247929714,-0.00738425937527113,0.0415447107995711,-0.0337123802201545,-0.00282315636134531,-0.00651617174059853,-0.0622263367563566,0.00790356952680988,-0.0726239824698629,0.000506208758375353,0.000496421425388093,0.0424142335217278,-0.0188614010830121,-0.00135132693326353,-0.0295050008614888,-0.0040927708384658,-0.00776054097198541,0.080708164683372,-0.00557244706384621,-0.0135302272819476,-0.00246522998529614,-0.0334148503032688,0.0557715125133888,-0.0176425641531678,0.099963207469948,-0.00814242954173006,-0.000631775554408506,0
"GSM748121",0.00195088853043227,-0.00742298492590899,-0.00118238479740316,-0.205043717120547,-0.00459920705362882,0.00126085714395014,0.0121906328411725,-0.0128903003231779,0.00445426244763266,0.0114724920963967,-0.00640659558131417,0.0423882896051871,-0.0309826006887645,-0.00273839446177684,-0.00751578197919291,-0.0594264821650191,0.0080774774585521,-0.0682547587716857,0.000553379270565904,0.000481031592896966,0.0427471232927696,-0.0190331077958315,-0.00126708388402455,-0.0339584802921981,-0.00447788936801794,-0.00708887380178609,0.0773257318296988,-0.00567469543669174,-0.0116622580343063,-0.00241859812673246,-0.0299374046306661,0.0553990522551271,-0.0164688978945374,0.0842022166732959,-0.00831687113930681,-0.000662981547197594,1
"GSM748122",0.00186427594402258,-0.00455676387154361,-0.00122888809552696,-0.19114700822662,-0.005708734311178,0.00134978897715652,0.0122639232977953,-0.0140272872582193,0.00362648603608356,0.0127947067385295,-0.00662753683760365,0.042311566668437,-0.0307631599617367,-0.00287124486456797,-0.00784622432690084,-0.0589804791264965,0.00801138872753065,-0.077211140963143,0.000936904248482182,0.000499099077389366,0.0412482858388103,-0.0190316243032339,-0.00132274723352255,-0.0676203817671314,-0.00415277162120785,-0.00771477386330772,0.0761259932227356,-0.00718821140770161,-0.0111074263461086,-0.00264021879548616,-0.0297867667222991,0.055270756055656,-0.0195836620123472,0.066743504774598,-0.00926567218789164,-0.000687318609258067,1
"GSM748123",0.00200449161894397,-0.00421522265235826,-0.00109900935113589,-0.184473891446132,-0.00473114400372715,0.00136072916389236,0.0123826587287471,-0.0138785067524005,0.00387161303764878,0.0117117806278567,-0.00722852323830441,0.0422750975994168,-0.0327781770314772,-0.00279102699466936,-0.00622358066902506,-0.0629489377828399,0.00913089177935093,-0.0722748406523006,0.000530360043393053,0.000530758751112644,0.0418089151377636,-0.0198348268695472,-0.00131170069732772,-0.0341293512092059,-0.00437416215530357,-0.00791538213850608,0.0785581769715597,-0.00573010943211316,-0.0122380465748294,-0.00250223339903735,-0.03350398011352,0.0566098385817033,-0.0175934445876933,0.0711843617132966,-0.00806421620556569,-0.000646001744457667,0
"GSM748124",0.00196967861831488,-0.00487230820000205,-0.00121709170804821,-0.224090948424458,-0.0048818479284851,0.00133170899659664,0.0133860189455805,-0.0139124157618752,0.0037930570537684,0.0111466936472617,-0.0057268107833623,0.0405635579782498,-0.0296934304358653,-0.00272937378402844,-0.0069102813599695,-0.0649204234405174,0.00805958992817908,-0.0738278498776289,0.000680500191808063,0.000491186708866205,0.0418382651700902,-0.0187190789484947,-0.00118694179750091,-0.0328498389886487,-0.00483016984301715,-0.00736833344464016,0.0759552881734726,-0.0055705829015083,-0.0117416124127942,-0.0026441743600915,-0.031872498331174,0.0559638577699308,-0.0161638133214606,0.0724548204774079,-0.00728144686800517,-0.000607101714136106,1
"GSM748125",0.00182337233478438,-0.00397790158086223,-0.00138593185818956,-0.213897720002685,-0.00491123941007875,0.00135253253398672,0.0117051550983925,-0.0142259353755943,0.00393343852589759,0.0113115122841953,-0.00638918738369206,0.041793402372573,-0.032924161319449,-0.00273467081942894,-0.00618174578578339,-0.064501797293365,0.00783098915737608,-0.0728668543912805,0.000548028216897776,0.00046381212926635,0.0403399894091167,-0.0186303391975204,-0.00123896899579733,-0.0292082796344413,-0.00443886204209493,-0.00749285812373008,0.0773733284502777,-0.0056084749605985,-0.0128783969799274,-0.00242712484744786,-0.0314516953741316,0.0534294140541271,-0.0179040746160731,0.0870815109027064,-0.0082051875280421,-0.000639710819780672,1
