"","AGRN","APOL1","C4BPA","CCT7","CD79A","CMAS","COL6A1","CYP24A1","CYP4B1","EIF6","ERRFI1","FUCA1","FXYD5","GAA","GAPDH","GFRA3","GOLM1","HMGA1","HSP90AA1","IER3","IGFBP1","ITGB4","KLF4","KLK12","KRT7","LAMB3","MARVELD1","MRPL15","MRPL51","NME4","NPC2","PFN1","PLAUR","PLP2","PMEPA1","PRR15","PSMB7","PSMD8","PYGB","RHOV","SERPINE1","SPRR1B","TCN1","TNNC2","TOMM22","TPX2","class"
"GSM748091",0.000632502933182275,-0.011574580544905,-0.00292494953115998,0.0052915788946632,0.010399310146007,-0.00303113172008345,0.000991370006982806,-0.0031891137123052,0.00244130871011438,0.0268663359599436,-0.00224341204524504,0.0346222891899851,-0.0262557868399803,-0.00567764879306122,-0.00796204987255912,-0.0194795567496227,-0.00596996020082881,0.00190609375588805,-0.00353615001619995,-0.0805624810679189,-0.00675366220581085,0.00767286057310355,-0.0180844950456381,0.00684208717293021,-0.00538883956649198,-5.26288248910859e-05,-0.0223527368282222,0.0668027814878733,0.109872680375769,-0.00228643969544765,0.00912625113598349,-0.0140376565263009,0.014150448792663,-0.00219778342303912,-0.0109559082091498,-0.0065275785515954,-0.0346847110119243,0.032831472801734,-0.0019109723498661,0.00261293023706332,-0.00310456957140005,0.0131992708146006,-0.0155376041900144,0.0330341271955421,-0.0452853316949043,0.0017201374583405,1
"GSM748092",0.000658603937854089,-0.0121590395464733,-0.00307851779386508,0.00521089582629148,0.0124217355318182,-0.00256327927166469,0.00107798975760358,-0.00136146947653486,0.00227399656621625,0.0273876293407914,-0.00237912224988666,0.0358313598870737,-0.0217951073742193,-0.00477361117447581,-0.00777092540807351,-0.01846222731167,-0.00581950775887159,0.00177617684775334,-0.00355373419038959,-0.0787951750394031,-0.00661114566561405,0.00568925165324448,-0.0142129687323505,0.0100685273984347,-0.00529410950719826,-5.49109147643068e-05,-0.0214695447520768,0.0656596459546497,0.102767997898216,-0.0019966733495614,0.00878120452568895,-0.0139251109188188,0.0141072573877212,-0.00244384923827631,-0.0141958604832918,-0.0047572890641508,-0.034756031471971,0.0265808259893246,-0.00187448811986991,0.00252823144668366,-0.0036766487103293,0.011948829366751,-0.00830582332837669,0.038555651078777,-0.0435265402180926,0.001694401615622,1
"GSM748094",0.000662767078140503,-0.012488462986852,-0.00321579417211633,0.00493806219933607,0.00862658335253145,-0.00252997309623833,0.00118539795630384,-0.00151432906866418,0.00249046103482932,0.0250112157327094,-0.00311150451341978,0.0367401110873871,-0.0234999191305144,-0.00600327363004307,-0.00784283509298417,-0.0129883620067679,-0.00620125478948653,0.00158703393480633,-0.00342362984165072,-0.0962778744637828,-0.00602373676647185,0.00846049478434128,-0.0170996213375898,0.00652470815353931,-0.00565013558422523,-5.8684067190007e-05,-0.0233231149710666,0.0604508762995636,0.102465604396424,-0.00220531000847219,0.0105681968465862,-0.0134217258843418,0.0163798099613502,-0.00287504801900168,-0.0122318450077266,-0.00358866843050219,-0.0321608737118308,0.0263484693177914,-0.00192679608299146,0.00363636170454596,-0.00373103848856666,0.0163486881022374,-0.0083674649878133,0.0454934478545211,-0.0407482485389356,0.00111150646316177,1
"GSM748100",0.000637260262533577,-0.0115543968618004,-0.00302001103053903,0.0049292438183268,0.0118800017020472,-0.00204708960233369,0.00124387373191288,-0.00163760639937713,0.00189917998570005,0.0236570987421567,-0.00263257366374829,0.0340625229306748,-0.0242701778419781,-0.00581914397320094,-0.00736033502558366,-0.0148695570775134,-0.00620341174283145,0.00180877472172154,-0.00342471867085253,-0.0816094029732947,-0.00632108594111365,0.00530327500758452,-0.0141931537174247,0.00653947286177224,-0.00530795097247681,-6.18082096940101e-05,-0.020913488335073,0.0636845443517245,0.0903263649357912,-0.00191501518472756,0.00947150224819509,-0.0136087336910641,0.0134403570499667,-0.00252649022808251,-0.0112678270596703,-0.00418412328556451,-0.0343690988597187,0.0256086972239477,-0.00200030002949643,0.00274335947247715,-0.00387631884660259,0.0138794563734784,-0.00921236365726071,0.0523942811265737,-0.0346453117648409,0.00138187225500133,0
"GSM748101",0.000637354988207594,-0.0129141913934139,-0.00266795018175267,0.00500209001996966,0.0123903640848692,-0.00259202492804058,0.00119327556830468,-0.00200334470348775,0.00268565339116536,0.0247826813770158,-0.00249374170408929,0.0366671096343348,-0.0244257050480755,-0.00553869395595146,-0.00759224351605133,-0.0129028173085977,-0.00577958291919502,0.00153962188205962,-0.00348805586322759,-0.0794016926055404,-0.00699460130735806,0.00743426768856134,-0.0178672228180433,0.00927863210958044,-0.00541286258580992,-5.45571533600449e-05,-0.0234948055542767,0.0626960659037115,0.102173197828375,-0.00213436411096784,0.00988618947144009,-0.013766670992085,0.0146565105990496,-0.00241960055155106,-0.0131310425876143,-0.00429727515888609,-0.0330448406406486,0.0267037766855158,-0.00222363785051383,0.00269600266172027,-0.0039728751326689,0.0293131207654272,-0.0164463771042392,0.0360277318374863,-0.0429070796425219,0.00118331871601611,1
"GSM748102",0.000613800990556997,-0.0122567301088754,-0.00273532144582147,0.00514626631063058,0.0144545697384719,-0.00240445680903615,0.00124066296877554,-0.00268605810229642,0.00201528926511615,0.0255254637300773,-0.00272140202930071,0.0355886675658687,-0.0246446378307365,-0.00509805312009848,-0.00761505108743369,-0.0135418161489182,-0.00590774629749181,0.00177677649138338,-0.0035210644352315,-0.0870048245152049,-0.00612530454647753,0.00678473878543347,-0.0155655591565618,0.00641000883250141,-0.00540229133463105,-4.43078105619595e-05,-0.0244679058762454,0.0624869386448308,0.0975892053433238,-0.00248661638307814,0.00923991325639244,-0.0139417159866886,0.0139678513884018,-0.00250998443352829,-0.0123434086288069,-0.00323560700181965,-0.0332599070938396,0.0275080217750102,-0.001895656350352,0.00286535998810396,-0.00376749772057217,0.0124037426946242,-0.00868742843929715,0.0389620826393049,-0.0430531373647949,0.00152667608382557,1
"GSM748103",0.000622933496331076,-0.0118532144137565,-0.00337321559168368,0.00486458484344592,0.0109634714802351,-0.00235678627181,0.00123290127331038,-0.00162991361630992,0.00334952263738207,0.0250954073744527,-0.00273877881417066,0.0382918428155241,-0.0252072445580455,-0.00575530131796225,-0.00749554776226607,-0.0145552071543052,-0.00567842016951883,0.00146922894824899,-0.00352135280999979,-0.088248100003507,-0.00647948025143295,0.00667321905343324,-0.0212041699291648,0.00696189223476548,-0.00535425868164877,-4.72675074255714e-05,-0.0243153157772714,0.0617689614346493,0.0970481482762947,-0.00225633970295518,0.0102772780270217,-0.0139281115686614,0.0155701755384872,-0.00234904298527618,-0.0145178308307952,-0.00471737004493195,-0.0318489531802199,0.0255973191940605,-0.00196297026036751,0.00262701006923877,-0.00498998108542684,0.0167464742683237,-0.0131310071613816,0.0369012826383611,-0.0416340557715597,0.00104281350733659,1
"GSM748104",0.000645401478406462,-0.0116267588406094,-0.00319219122868434,0.00506118463917943,0.0101739161166978,-0.00225828729810654,0.00124403444938491,-0.00136998244387308,0.00321963292362351,0.0251427146595839,-0.00260638443296729,0.0413155559085339,-0.0265990815572168,-0.00533485445051181,-0.00715786572845392,-0.0163133593643307,-0.00566101155950229,0.00166201055598752,-0.00344923647261,-0.0846582438590807,-0.00615223346180493,0.00800796371824073,-0.0197502547398969,0.00685026408824111,-0.00540793173404058,-5.05936803505501e-05,-0.0234650049321887,0.0666403663996954,0.101702217415337,-0.00252765442566029,0.0109133557517092,-0.0137455709849692,0.0125457028383697,-0.00248103034292921,-0.0120739879081237,-0.00331497600564326,-0.0321877671717481,0.0279498608266797,-0.00217915777247774,0.00232070404754369,-0.00417180111582698,0.0124583345741467,-0.0149075265933656,0.0592404214639636,-0.0431646388171427,0.00102804846783746,1
"GSM748108",0.000632265802542448,-0.0134600068982701,-0.0030935076277613,0.00484637948210221,0.0136182661136506,-0.00280585660117181,0.00125452053389574,-0.00291059361632718,0.00269056284942975,0.0251482888794605,-0.0029418840303436,0.0381444614470094,-0.0254117334709216,-0.00554477146385147,-0.00774030804366985,-0.0127821295823919,-0.00592034716533828,0.00162786906923838,-0.00344881416167108,-0.0768662848966926,-0.00623705377517886,0.00704923468935018,-0.0155562168122892,0.00722886135500212,-0.00545136565606994,-5.57054386135164e-05,-0.0249954737954312,0.0611139604396029,0.102825110290929,-0.00215821971714016,0.0105332519871616,-0.0141979351847571,0.0160523900539155,-0.00242076335313247,-0.0145598966512166,-0.00362965352160325,-0.0323141110530556,0.0263473478758209,-0.00198741698485848,0.00240875709500972,-0.00328857697208966,0.0238014936984644,-0.0094157509846388,0.0525105876760011,-0.0400748579977357,0.00135350152104729,1
"GSM748111",0.000683096678213245,-0.0139782385146874,-0.00210233359169069,0.00516430867295533,0.0102422305057276,-0.00241706132042581,0.0013614072977884,-0.00126626259363525,0.00223487820476245,0.0281285969740028,-0.00281940307150433,0.0368515713899057,-0.0265589414958233,-0.00611309687462205,-0.00792714164214565,-0.0130537664044898,-0.00575084510401538,0.00189624762978357,-0.00365864957362266,-0.08775207727253,-0.00645628215888708,0.00888748251750033,-0.0204488372495656,0.00711959226550527,-0.00562076251973614,-5.19119142266935e-05,-0.0250593944606894,0.0642017914788429,0.0982826642172557,-0.00238296936737969,0.00986792769655384,-0.0147843712168755,0.0156238349792892,-0.00228185386700492,-0.0162518914334787,-0.00394053101752638,-0.0336306978393285,0.0266974512255165,-0.00209421071526146,0.00268885180159865,-0.00574844563864544,0.0120693425225788,-0.0084878551112641,0.033816563636092,-0.0446635835248589,0.00147582723522501,0
"GSM748113",0.000616572508219625,-0.0111205889903427,-0.00193760615827724,0.00505666357306085,0.0097004821151243,-0.0028795328670026,0.000945442008166262,-0.00125298659895179,0.00179222391010922,0.0251089202735902,-0.00305236590068595,0.0354352303895899,-0.0255290713797373,-0.00472358987883423,-0.00774061116863683,-0.01378954996991,-0.0062307754238673,0.00175951849719831,-0.00360267765441718,-0.0994373997337679,-0.00651624234790991,0.00809397116902363,-0.0172702767489595,0.00979454642320413,-0.00544869986232883,-5.52511689545497e-05,-0.0190578596976176,0.0674137295701518,0.100600996360708,-0.00236072665928537,0.00834055495846471,-0.0144001852104101,0.015886936656775,-0.00243830648833974,-0.0139147103063806,-0.00577599958660551,-0.0347985245081733,0.0313820280061805,-0.00199878830905661,0.00277379242156142,-0.00349745364368062,0.0124622236889677,-0.00927746252019071,0.038142248535336,-0.0406290666347763,0.00169334017049107,1
"GSM748116",0.000672731461601993,-0.0127874312904941,-0.00222638943492376,0.00515361508201991,0.0137724529499987,-0.0025936559580919,0.00112131903152399,-0.00220665926481901,0.00169723186787685,0.0269220840644467,-0.003099116589541,0.0347811929816825,-0.0255567599936657,-0.00512892315082166,-0.00785554921875586,-0.0162313294661582,-0.00581838587196421,0.00180038613568822,-0.00355593504726962,-0.0847640125262986,-0.00660688594628509,0.00695812594284128,-0.0135728217339922,0.00719539232526769,-0.00548875546132317,-6.04517506004304e-05,-0.0238299012610553,0.0705080149033206,0.104665991990525,-0.00233163963663652,0.00930488171021077,-0.0140024457828867,0.0161264582579506,-0.0024914082118324,-0.0159214462990534,-0.00309338106633373,-0.0336483265973719,0.0285869145659789,-0.00193517078677733,0.00248411111169761,-0.0037397101173395,0.0133313707045685,-0.00846252042134696,0.0529877933009523,-0.0443123516583284,0.00155868475899027,0
"GSM748121",0.000649644702250159,-0.0122636617824039,-0.00286943834728198,0.00508731574982832,0.0131204574649639,-0.00251420158580491,0.00109682496274424,-0.00300212377608568,0.00303105138859433,0.0260373410809741,-0.00268879865122585,0.035752137329352,-0.0235950895379166,-0.00537452748360295,-0.00747122538181636,-0.0190416187520387,-0.00563957187635044,0.00167700613707965,-0.0034491723424207,-0.0809500822513865,-0.00648655167046028,0.00699903299579531,-0.0144444957689719,0.0157050016427806,-0.00558307637056713,-5.59592853749809e-05,-0.0223962402888243,0.0677228799210321,0.104096641671418,-0.00230601272897029,0.0100840232426474,-0.0141299184942844,0.0139236753106785,-0.00260489768868413,-0.0134639822104602,-0.00356029543840698,-0.0325869482854612,0.027388853386017,-0.00197067907637777,0.00272621500114188,-0.00318799008085423,0.0122975673824479,-0.0103445853369326,0.0446333182526974,-0.04387615998319,0.00112902210473814,1
"GSM748122",0.000620802763291828,-0.012182085156549,-0.00246582701331527,0.0050583644186737,0.0122771730709457,-0.00286669471717307,0.00123231629047155,-0.00323337302946566,0.0024677633311057,0.0290381671726551,-0.00278152598891577,0.0333315294263909,-0.0239447634957349,-0.00531271150745748,-0.00791473658547519,-0.0118498807971665,-0.00605185005993418,0.00172556051187379,-0.00361650540614932,-0.0803425419539057,-0.0105553815335763,0.00841078567459145,-0.0182758197683456,0.00726652411556114,-0.0056337266209495,-6.35169204121671e-05,-0.0253350725591046,0.0664109860786152,0.104605969008035,-0.00253611779286173,0.00838394719350921,-0.0141288171697022,0.0123807291844669,-0.00216682738034131,-0.0160197069473539,-0.00708949678187361,-0.0335466311339749,0.0269639047430475,-0.00249628512680073,0.00296766519961804,-0.00387994739313872,0.0232300602957459,-0.0134074333793086,0.0353789271541805,-0.0411300086840136,0.00101227891849503,1
"GSM748123",0.000667494498346997,-0.0121673332355251,-0.00318185455625329,0.00522318018223832,0.0134058926301725,-0.00257413932518261,0.00126376717712129,-0.00218762447877084,0.00263456817190962,0.0265804172546632,-0.00303375533648414,0.0359925335500447,-0.0264565686958909,-0.00576695629636748,-0.00771762289350715,-0.0128104169463141,-0.00604616694497833,0.00170457593384887,-0.00351546617966671,-0.0857483314763305,-0.00610990968712093,0.00685250820121532,-0.0165756438987246,0.00650107503496694,-0.00535386476278864,-5.23002263927219e-05,-0.0237153383473226,0.0622116135212668,0.105889657825672,-0.00233521193991118,0.0098505751189305,-0.014725103751912,0.0161138606238865,-0.00230735625358402,-0.0145741158505553,-0.00357820998997539,-0.0337515185228953,0.0278253867171348,-0.0019899229640073,0.00365522736903446,-0.00425843255242841,0.0145040589380565,-0.00854503554525086,0.0377329053377798,-0.040390601335333,0.00154677980006621,0
"GSM748124",0.000655901790165404,-0.0130827684085341,-0.00326703591622934,0.00490279482370012,0.0130426205176401,-0.00236856230421842,0.00105677445797091,-0.0029742621604343,0.0025811121336042,0.0252979267259671,-0.0024034982253354,0.0375421409922106,-0.0215481336138634,-0.00538043766955158,-0.0075890173774847,-0.0208341754856559,-0.00618032239227571,0.00167005813998802,-0.0034378102568505,-0.0884338669536495,-0.00631867661939592,0.00636514981365133,-0.0144734071617659,0.0143931502151841,-0.00589798024646954,-5.55748702768588e-05,-0.0242249228569912,0.0659006360630489,0.0992903449134463,-0.00250309007000908,0.00970746682429336,-0.0138967877798829,0.0173961186171011,-0.00244733391852074,-0.0145049640971236,-0.00344406259930778,-0.031861676911744,0.0269034408398177,-0.00193452341005813,0.0029038992987424,-0.00381635401977038,0.0122560385895456,-0.00991589044437349,0.038406341175764,-0.0412885584433941,0.0013926084582363,1
"GSM748125",0.000607181886122275,-0.0132472957045213,-0.00344047039953989,0.00502924022756374,0.0128289264678692,-0.00257717409905244,0.00116124713273659,-0.00164873195806528,0.00267663938666407,0.0256719900968794,-0.00268149256522549,0.0377739003587735,-0.023856432119128,-0.00582403353020161,-0.00764449431613265,-0.0200741931156826,-0.00572869213571017,0.00159843100847758,-0.00344448219117378,-0.0878636191481262,-0.00650589972946709,0.00651651180203012,-0.0201282545252491,0.00662673111446477,-0.00534252348501176,-4.85365330561489e-05,-0.0239095941353598,0.0636935682968994,0.101821998725171,-0.00223051689396802,0.00976482570496874,-0.0138309086043998,0.0169124459393756,-0.00239416466201781,-0.0128865055507087,-0.00306227204078118,-0.0327350917448414,0.0274057121577591,-0.00194768236966098,0.00284416321346295,-0.00449993841331704,0.0131663973931978,-0.00824768619845613,0.0461595542683484,-0.0391338270309242,0.00142025903744689,1
"GSM748126",0.000657215585104515,-0.0120324301147943,-0.00393088904948952,0.00515528358709447,0.0118521427804466,-0.0026921830473105,0.00116035759779828,-0.0028921507228906,0.00265476177246547,0.0255373456058475,-0.00234731420393766,0.0369969298671045,-0.0228988800708615,-0.00531727561573924,-0.00762305530283605,-0.0199452580971702,-0.00582910068840001,0.00163533706247413,-0.00354265996316062,-0.0849029409926274,-0.00643195305253397,0.0070457321285462,-0.0136471139045,0.0156300095262454,-0.00575510279784304,-6.20764995823126e-05,-0.0224964869285782,0.066292538509755,0.0964711617967788,-0.00245613420291393,0.0100513691128154,-0.0137825279093639,0.0137985082084157,-0.00246056148793682,-0.0134432730018359,-0.00365184909056412,-0.0311976651372984,0.0271085215845008,-0.00232260007490461,0.00309416989944163,-0.00267857486270152,0.0122471102452117,-0.0120169553599622,0.042275438599918,-0.0397712111923702,0.00126239088308408,1
"GSM748127",0.000625694589581819,-0.0128617586312266,-0.00231390133023946,0.00504215136768219,0.0141720862981998,-0.00255759255809856,0.00133307167870735,-0.00196039757908492,0.00228023073111886,0.0262082456877317,-0.00267047421029752,0.0364129254169138,-0.0246587988285609,-0.00568509306628929,-0.00782002645617117,-0.0125835386216461,-0.00629478994240109,0.00167845234184433,-0.00342499209652122,-0.07943992419105,-0.00614622737030442,0.00813977502685701,-0.0171030907827109,0.00692423244015945,-0.00576915622662133,-5.89599431794086e-05,-0.0265823613265747,0.0641422098400255,0.103167310815131,-0.00225070514554724,0.00945476132260911,-0.0140009340002651,0.0155005989869834,-0.00241903270739603,-0.014913102632356,-0.00435939418064619,-0.0329812907039875,0.0275198041364323,-0.00203029234969252,0.00339821131948181,-0.00387000300226836,0.0135404453322224,-0.009515899638824,0.0348073517418127,-0.0406777120483229,0.00141665692101618,0
"GSM748128",0.00062408194108663,-0.0144891522581172,-0.00319939781159017,0.00502627551199934,0.0131407526340151,-0.00247054313300698,0.00124221075022731,-0.00178962620143512,0.00264321830733156,0.0246171042492618,-0.00239191047476183,0.037265516819,-0.0236094951972283,-0.00554011037916868,-0.00767511178463444,-0.020029304691958,-0.00613824489679469,0.00168819253889586,-0.00356778360995245,-0.0869370133285628,-0.00621746354067954,0.00580368139797229,-0.0155795160412079,0.0108326732826498,-0.00541332765015133,-5.88711715837652e-05,-0.023258721856188,0.0673368066339243,0.101759349537162,-0.00224627796508027,0.00967613985565031,-0.0140811135085568,0.0143492386456371,-0.00248778209075326,-0.0145599090068462,-0.0032614535927996,-0.0326130240610824,0.0263968427487983,-0.00192692779950509,0.00306320605627542,-0.00356287013181792,0.0126161213331752,-0.0089232833410725,0.0391566976598495,-0.0389622278079458,0.0014202763646052,1
"GSM748130",0.000632388450067253,-0.0140188511553151,-0.00302034088766424,0.0050001959502375,0.0103939215340738,-0.00235478053125728,0.0010258786546848,-0.0025113299233428,0.00212553525190311,0.0257361752465072,-0.00209436745754298,0.0378497509537545,-0.022757199100748,-0.00544251306612684,-0.00753183422843722,-0.0137271722633163,-0.00637955403975247,0.00158076041409031,-0.00351922893091379,-0.076438011841596,-0.00736710765121281,0.00749357218358989,-0.0188241238157751,0.00703450034955565,-0.00560567070854895,-5.92858881759202e-05,-0.0226373833569676,0.0712460861699414,0.100553539272651,-0.00242137929891636,0.00976588319672803,-0.0143941465406877,0.0135481139194051,-0.00231955454775852,-0.0100285790458997,-0.00425781656690092,-0.0329488821313287,0.0265968334914448,-0.00251812471097828,0.00400783213386773,-0.00338365704502247,0.0175034616307698,-0.0230002126990781,0.0370932663458081,-0.0410625003289207,0.00116277716141333,0
"GSM748131",0.000649979661432641,-0.0135588634800712,-0.00237981067417589,0.00489514222427291,0.0111987536192288,-0.00258324638102654,0.00117508794664487,-0.00126982125780334,0.00313600784860909,0.0243874012031173,-0.00282562364496424,0.0374495636190116,-0.0245774435758128,-0.0058110210873858,-0.00768652408181136,-0.0132745831619325,-0.00563599159446368,0.00180239835084473,-0.00353654120662311,-0.0883100455578368,-0.00601368304662585,0.00769045113809547,-0.0174394379269152,0.00691443485240343,-0.00555141480822065,-6.0768449510624e-05,-0.0234748053299208,0.0633527108086109,0.0990187161113686,-0.00215083918323305,0.0103042530806673,-0.0140747222929592,0.0147946321691065,-0.00239331246038355,-0.0128415979941693,-0.00384440667328917,-0.0307152963678358,0.0272117343092893,-0.00224358329271895,0.00287140832942204,-0.00316772382300281,0.0166986151327825,-0.0110997551099625,0.041066818670991,-0.0410826972443304,0.00131152191193256,0
"GSM748135",0.000615071102005397,-0.0120525630179603,-0.00298895262822462,0.00511455469308901,0.0100408393413034,-0.00247362099193016,0.00116035316189135,-0.00221066610581059,0.00365979714631562,0.0266033678910171,-0.00249186264914482,0.0374202311824233,-0.0214787406397144,-0.00549356408530509,-0.00795986965784273,-0.0144770922224724,-0.00633449719640877,0.00165246130677574,-0.00359512458252526,-0.0788816210818903,-0.00663196571083592,0.00860949110182158,-0.0165935667962803,0.00691957931143948,-0.00550504877932992,-6.39895690247618e-05,-0.0229969070747742,0.0644769439675158,0.105991377855185,-0.00248317572873777,0.0106900066951419,-0.014550503734792,0.0137504710640287,-0.00252501589269657,-0.0115902373532459,-0.00332529361563329,-0.0337292272889892,0.0279709205279071,-0.00218129298398916,0.00271941796881731,-0.0036583687391209,0.012768246699577,-0.0100415534786177,0.035450109199279,-0.0417485427464016,0.00106308411172997,1
"GSM748138",0.000666608684205442,-0.0120105990034167,-0.00291145362732094,0.00498811519573952,0.0120331885452661,-0.00277510751851419,0.00120174520414234,-0.00281584900993749,0.00196712188069909,0.0266852842597992,-0.00290795368264214,0.0358339560163379,-0.0273630243740862,-0.00626028585512138,-0.00785715671286915,-0.0140695880131034,-0.00570956577130845,0.00153408540532066,-0.00354618472744392,-0.0856650750615387,-0.00610723673370614,0.00677509017262614,-0.0159893104896621,0.00699668831608524,-0.00539056202390391,-6.05428109562169e-05,-0.0236407673195178,0.0651299732634206,0.106859177425728,-0.00212439955214597,0.0104030911262017,-0.0147132977150928,0.0157513428885105,-0.00248885100824498,-0.0134178591777135,-0.00371104880790806,-0.0344661443018028,0.0301105512838453,-0.00204165558719072,0.0026466385915414,-0.00319920453048831,0.0290018754442073,-0.0162149860843325,0.0524220401188741,-0.0405511331857589,0.0015519433735393,0
"GSM748139",0.000623665391375257,-0.0120414548087212,-0.00233898147274619,0.00488178297518615,0.0141779370755836,-0.00237921032359698,0.00114094521279513,-0.00227812017380361,0.00241047158377653,0.0257481558461989,-0.00281869369924721,0.0368154744285363,-0.0244000654463011,-0.00517215537709475,-0.00754198174383255,-0.0126193517336726,-0.00538449768373908,0.00172400389882961,-0.00337332968023159,-0.0913538738035982,-0.00610748389795106,0.00679871594096505,-0.0145214869532279,0.00754506501469999,-0.00544262187973459,-4.82241026562717e-05,-0.0228003640846247,0.0706206230109091,0.101179272278026,-0.00244759815049457,0.00968006929552352,-0.0137349017437768,0.0181839911432085,-0.00243343799393158,-0.0151063426505145,-0.00352618964296376,-0.0325944593876823,0.0276349798906818,-0.001879743869525,0.00302439739334389,-0.00403986075088418,0.0170355248578084,-0.00849583511311289,0.0386271929987636,-0.0443145587659554,0.00150594556596652,1
"GSM748140",0.000638921446102948,-0.0108680415751079,-0.00252085429089903,0.00508862984569152,0.0105206868379416,-0.00274992333475976,0.00116557328621032,-0.00302790060406746,0.00251217974025889,0.026676336328274,-0.0029234278050924,0.0344126547169785,-0.0214866077196391,-0.00560679542652954,-0.00790827796041431,-0.0127551603587456,-0.00579113937260303,0.00176274326969647,-0.00354770452074372,-0.0920825926032487,-0.00682398681117783,0.00793249449254742,-0.0133907717842552,0.0133447285709842,-0.00555676038715335,-5.71758898972878e-05,-0.0206558812415733,0.0682111836800404,0.10830573411673,-0.00248997908988426,0.00947212629834646,-0.0143510669002029,0.0154971101215844,-0.00217183491782775,-0.0112667878562638,-0.00450712801459534,-0.0330161982466456,0.0276260856081808,-0.00202611136550736,0.00331233161794582,-0.00314521460836661,0.0125881298956088,-0.0100417304196741,0.0361397202078265,-0.0445711367419679,0.00166340255736462,0
"GSM748142",0.000638201418432851,-0.0128035186773996,-0.00385760998411521,0.00476102557379997,0.011540080214814,-0.0025259659420097,0.00120882481323535,-0.00225198571496774,0.00351855807379281,0.0263588174555107,-0.00284521823824444,0.0403686616212326,-0.0239843753197668,-0.00538843660370102,-0.00739521566024816,-0.0162453939995126,-0.005788219858659,0.00154046598808695,-0.0035741609245668,-0.0875954461172028,-0.00682946450778372,0.00886795558509058,-0.0176173366294389,0.00667837695131413,-0.00545776634849081,-5.98698245651532e-05,-0.0245355296527934,0.0606486967953236,0.0980904973172278,-0.00211331841620831,0.0109400961126023,-0.0138958515336032,0.0120474503327264,-0.00236648229698155,-0.0156958848117697,-0.00446961811514967,-0.0340674405317731,0.025743660371593,-0.00235860692833251,0.00227059850615999,-0.00345381591789527,0.011677717108644,-0.00925982829384822,0.0397739055213012,-0.0408784074270707,0.00100005911455908,1
"GSM748143",0.000653096247994326,-0.0123531773943245,-0.003021685243465,0.00496100334804362,0.0119555670840151,-0.00253503308576907,0.00145987854743891,-0.00180679686445034,0.002345538944311,0.0251621424564659,-0.00293272582034379,0.0333635050935087,-0.0259506966975615,-0.00576590528035055,-0.00754749482915035,-0.0136372393638711,-0.0058548488269685,0.00176665986906582,-0.00353196858852439,-0.0865663873422265,-0.00721208075116454,0.00758647116341286,-0.0144298208231304,0.00725649729791297,-0.00548906756425419,-5.56954505455544e-05,-0.0246271228252016,0.0711891830677382,0.0955108761460332,-0.00233431546432216,0.00964429607226878,-0.0142000150660851,0.0169649843302101,-0.00269634713218795,-0.0147213390493616,-0.00408569983664405,-0.0314955245578734,0.0272733365634129,-0.00215164542736609,0.0028519368736685,-0.00362548277065427,0.0135275090776122,-0.0166729278179101,0.0430847092340529,-0.0410058235584672,0.00152740706586735,1
"GSM748146",0.000645194551782243,-0.0131127404972423,-0.00294787726218934,0.00493809663046809,0.0129360602584639,-0.00252538586716662,0.00117755018728803,-0.0024408879263627,0.00219420635556544,0.026138806438971,-0.00287207297292318,0.036854265643283,-0.0253956612664953,-0.00576670677745789,-0.00764803555497567,-0.0127355959195712,-0.0056735071391796,0.00165616554988769,-0.00346426382458257,-0.0833529575199056,-0.00666092500133839,0.00960160498119974,-0.0162259601400481,0.00698775144410704,-0.00556953553309507,-5.87708329684277e-05,-0.0238163733269935,0.0662085307053568,0.0991153684777062,-0.00230644744318701,0.0101139675937938,-0.0139217816616967,0.0167648985633864,-0.00253689622838791,-0.013646901879519,-0.00354350077695663,-0.0326921939617952,0.0273446927785738,-0.0020995408408347,0.00325101333821758,-0.00363095506558104,0.0429368315987445,-0.0257101964260399,0.040269436123183,-0.044430454116932,0.00146128681999396,0
"GSM748147",0.000662225415940877,-0.0118540261516578,-0.00270897057720615,0.00501983320504122,0.0105009953993927,-0.00256741393455915,0.00116469694229237,-0.0023252562087663,0.00270239420565249,0.0262269593906137,-0.00214719301244028,0.0349902571481181,-0.0215781798421555,-0.00567379510929826,-0.00750650368270001,-0.0145895055033907,-0.00562875453742458,0.00171223901080552,-0.00348808844795375,-0.0735150933603714,-0.00749193020442721,0.00662121644364079,-0.0147081457834667,0.00692669837394734,-0.00552934440384663,-5.85485435035106e-05,-0.0247189642981119,0.0697781327947482,0.103666743590642,-0.00228907479551269,0.0099211748101719,-0.0143636241962287,0.0128720522559482,-0.00245455656142244,-0.0119610602241665,-0.00319675467916657,-0.0325478369560967,0.027266592580594,-0.0020539639237296,0.0024604125783752,-0.00298228528490162,0.0124093117606759,-0.00936506482745115,0.0422571823822241,-0.0435735314995678,0.00109640548903496,1
