"","ABCA3","AMBP","BAIAP2L2","C4BPA","CCL20","CCT7","CDR2L","CHMP2A","COL5A2","CPXM2","CYP4B1","EIF5A","EIF6","EPHX1","F2RL1","GFRA3","GGTLC1","GOLM1","GPI","IER3","IGFBP1","INMT","ITGB4","KLK12","KRT7","LAD1","LDHA","MARVELD1","METTL7A","NPC2","PFKP","PLAUR","PMEPA1","PSMB7","PSMC4","PTTG1IP","RANGAP1","RHOV","S100A11","SEC61G","SEMA3C","SERPINH1","SLC6A14","SPRR1B","TIMM23","TK1","TMED10","TOP2A","TSKU","TXN","UBA1","class"
"GSM748078",-0.00525886127018886,-0.0188896346698468,-0.0036978237329159,-0.00139310585700978,-0.0078413472198293,0.0239232110785342,0.00600401900138151,-0.0248651615550917,0.00538207661053096,0.0088187080904523,0.00526285437792783,-0.0067295157419452,0.0166972877641678,0.00631716562590026,-0.00334448341064184,-0.00229511491096155,0.00878199283195249,-0.00473154987276738,-0.0111903753839809,-0.0938679450855905,-0.000538465997744183,-0.00490001487953144,0.000871970812321467,0.00806112701897241,-0.0062857067259556,-0.0222292907758096,-0.0122136355860797,-0.0661779202388893,-0.0310423147008772,0.014839091851002,-0.016095066603726,0.0133236683914585,-0.00886753318027812,-0.0335823126285637,0.0155255938401612,0.0120906484245553,-0.0100855780137229,0.012490137999018,0.00878619851106218,-0.00451606363483742,-0.00341695386746987,-0.0163494942392998,-0.00803601378443348,0.0207097042616967,0.00496455002120764,0.00022684159700885,-0.0103426376872736,0.00564444891502666,-0.000546246105628786,-0.0198749772669226,-0.000209227700716717,1
"GSM748079",-0.0056060259239149,-0.0152802779509992,-0.00386865503558281,-0.00110339740425471,-0.00495272484032709,0.024627471016712,0.00508699229682835,-0.0244587654337579,0.00741386833854448,0.00818875045484611,0.00516716543853635,-0.00846278581803767,0.0179074313781612,0.00693574825724034,-0.00322199119950841,-0.00249653396577757,0.00827441039219684,-0.00436215482959808,-0.0120754465054084,-0.0820043850477705,-0.000502509613954702,-0.00394203047251332,0.000743356243350197,0.00741807035266906,-0.00645422536961324,-0.0166869692114362,-0.012566594659348,-0.067709335841068,-0.028500253157356,0.0146003446775401,-0.0156344589936166,0.0174247807355339,-0.010295703904083,-0.0343107795559347,0.0171889628924837,0.0123081025775992,-0.0107080780194989,0.0118010488759751,0.00871905884991627,-0.00481054915784363,-0.0038865857242951,-0.0190050174172233,-0.00739373177938912,0.0201246135064446,0.005355182390574,0.000307645879974015,-0.0110029110434916,0.00767065145130863,-0.000532578434499059,-0.0205435417572123,-0.000200271444628085,0
"GSM748080",-0.00499060067800185,-0.0205122934919006,-0.00385603812832406,-0.00102541189044398,-0.00534408974768826,0.0247313878595137,0.00579344516953429,-0.0240754765132174,0.0072132854298759,0.00856184688417298,0.00640054786707847,-0.00741557800192628,0.0183333559520829,0.0068888417650853,-0.00366125323306611,-0.00220161236258494,0.0066651072087239,-0.00432185175457667,-0.0129246652206633,-0.0846082007001708,-0.000535368753099791,-0.00401340883250951,0.000875749875712814,0.00823805657200148,-0.00668261995779677,-0.0213615526295696,-0.012973829894911,-0.0680458863915239,-0.027278729465553,0.0140427021927053,-0.018126374573287,0.0157922189027665,-0.0121320688585959,-0.0337792697899418,0.0164641418245231,0.0123422995257509,-0.0102155176075219,0.0120615923516003,0.0089164710735981,-0.00474151413151333,-0.00388414501867043,-0.0184799795963265,-0.00880672631601796,0.019609640466232,0.00527411776372417,0.000319957448688101,-0.0114484287585479,0.0078045023816112,-0.000577430852243755,-0.0206242584564427,-0.000216287144857474,1
"GSM748081",-0.00499687846230314,-0.0228252894276127,-0.00443185250205609,-0.0011399394376708,-0.00479790015729664,0.0253608174064422,0.0054459773528565,-0.0225727567913861,0.00605004079407869,0.0095417002482969,0.00406005332490864,-0.00984426893150715,0.0178218794684155,0.00687650206350906,-0.00345805313973208,-0.00259574204346173,0.0075445014933583,-0.00450763359513837,-0.0122187169820882,-0.0878925018381363,-0.000765554053210166,-0.0033025427535152,0.000917461399557616,0.0107781860524239,-0.00712946045538201,-0.0218913540920907,-0.0127894783681092,-0.067973175426046,-0.0227913759501143,0.0135645955501309,-0.0185010102441976,0.0149061595517952,-0.00880060873686778,-0.0312683582454794,0.0165255660454279,0.0122116405196871,-0.00992610883507417,0.0148551683000103,0.00938692520142624,-0.00490708450248323,-0.00306751129141643,-0.0171689993735336,-0.00872327874680769,0.018613487434802,0.00514969650954177,0.000328186679044724,-0.0122770881185093,0.00872986892194464,-0.000665453127554231,-0.021024238465033,-0.000213914529207506,1
"GSM748083",-0.00639439271666263,-0.0193289284340889,-0.00398075842350739,-0.00112335987960253,-0.00595576770296014,0.0250576739099261,0.00530207505969159,-0.024618272183045,0.00721849282877751,0.00886014481672013,0.00535849604977599,-0.00812492028459357,0.0184937409782977,0.00741143516547861,-0.00370747858280949,-0.00219928850516348,0.00734820654746923,-0.00475954119140844,-0.0122386991205301,-0.0870681861221451,-0.000585398788891908,-0.0043113214277381,0.00079305190132674,0.00745766366616403,-0.00642476628387333,-0.0208587712114629,-0.0130642952631706,-0.0706996572113898,-0.0261822899574121,0.0141621900318069,-0.0197582095698618,0.0151304044662209,-0.0116859644441718,-0.035789494845361,0.0170359525151214,0.0122388641463899,-0.0096758175558342,0.0136749842421842,0.00885803144379158,-0.00479537544282435,-0.00379294406070301,-0.0183243716800581,-0.0109371162730144,0.0214703171546106,0.00539316136055039,0.00024077082508837,-0.0116317692390246,0.00702613221147407,-0.000582159282519596,-0.0216679774469896,-0.00019032974692936,0
"GSM748085",-0.00527505155682927,-0.0197588442594644,-0.00387220315037688,-0.00120191468823174,-0.00588114257209754,0.0250898193794023,0.00559327378159154,-0.0233182125113905,0.00659522742521043,0.00870913540526387,0.00698791619543485,-0.00786381692404388,0.0178974023155788,0.00859824983610562,-0.00355092362596566,-0.0027230246294665,0.00749127599534117,-0.00482944079469266,-0.0115358015802891,-0.0802372774473854,-0.000620226534369959,-0.00383711135067208,0.000832836223489829,0.0114394554672607,-0.00673431544648686,-0.021826269673552,-0.012497049272134,-0.0709555562585841,-0.0257879889136236,0.0133695165379986,-0.0161026975135598,0.0158206153904475,-0.00999544902606134,-0.0318626180701629,0.0156802970908058,0.0115342524620513,-0.00998435083551711,0.0128260912038489,0.00847537200806735,-0.00474543558274513,-0.00311108226361179,-0.0174989971755352,-0.0100444301833042,0.0253407214311723,0.00536971466927226,0.000260402098869987,-0.0118486235090089,0.00540230961555035,-0.000615831757921348,-0.0215174409503708,-0.000203522989994011,1
"GSM748086",-0.00559951545782944,-0.0164763652281094,-0.00388781329797279,-0.00138166740047985,-0.00535564403690986,0.0242512698955136,0.00538112805205199,-0.0246125546833135,0.00574951191615339,0.00940640096874233,0.00727155595026579,-0.00757051104320766,0.0162643325132885,0.00891154216459102,-0.00327181983069696,-0.00266051659492408,0.00963801614373332,-0.00449660913748937,-0.011466789662986,-0.0896543659720918,-0.000543431734907979,-0.00373445752073324,0.00084009952935877,0.00779173946611326,-0.00664654753883355,-0.0247781703744464,-0.0129594972889526,-0.0584295666318499,-0.0283885879701455,0.0157881950814828,-0.0138031645982489,0.01347844214717,-0.0107270957390634,-0.0329906124896381,0.016280931647393,0.0121770021914629,-0.0105165803205489,0.0113176497771518,0.0092666568850605,-0.00450022094193879,-0.00373618204291637,-0.0172828297730051,-0.0127916379439143,0.0195389497916442,0.00496856772114551,0.000249902491227869,-0.0112019104958206,0.00656805362928419,-0.000443825549281026,-0.0207265044747573,-0.00021668962704259,1
"GSM748087",-0.0058940069650337,-0.0167525755666328,-0.00373000807092222,-0.00147372960692866,-0.00438986874644155,0.0239359783251863,0.00461128880015199,-0.0244716481162385,0.00585570879289034,0.00884772090369931,0.00561265764308232,-0.00801369017303124,0.0174133637299754,0.00728897913571109,-0.0030911787752065,-0.00294545352679693,0.0109865588519849,-0.00514727626087379,-0.0109988242798752,-0.0835160315573664,-0.0005346607198986,-0.00437272026617117,0.000839992339684073,0.00815921870983326,-0.00657183178400588,-0.0210066734997695,-0.0121868323613731,-0.0636197769274408,-0.0275410569863796,0.0157263459168617,-0.0140979482130245,0.0123705528929501,-0.00931120530776487,-0.0330838603748919,0.015758950005078,0.0120853364408204,-0.00987473782701111,0.0104702386535384,0.00929371648215621,-0.00485074985535574,-0.00361227313444194,-0.0181499963478068,-0.00858356545150939,0.0185539753847308,0.00501524869106694,0.000228132601598071,-0.0109154571793782,0.00542125458650635,-0.000484159489080932,-0.0209256848886589,-0.000220326494118713,1
"GSM748089",-0.00500471159700743,-0.015986725768335,-0.00405475498498876,-0.00108064953823204,-0.0050899904729356,0.0250465100787884,0.00478280260969673,-0.0236420942216659,0.00686780370019574,0.00865953414920605,0.00531219645686359,-0.00832254987498712,0.016815102032671,0.00716504813369519,-0.00303384770538778,-0.00213573583932565,0.00697743097604399,-0.00442500170934317,-0.011484695600184,-0.0788781316900551,-0.000558149735381727,-0.00374651874787813,0.000689801276045123,0.00773167169702448,-0.00628045777498074,-0.0176005511875877,-0.012353721505164,-0.0655895097139329,-0.0283584292931167,0.0144845091021201,-0.0184662880915341,0.0163038699670377,-0.00883318742287985,-0.0355595210628642,0.0167156863246947,0.0114787727510398,-0.0103372520218525,0.0132471158099726,0.00858441161724287,-0.00476463099057207,-0.00389062844680556,-0.0171459365798135,-0.00915928003068737,0.0371798635408885,0.0052744375214895,0.000339673390160984,-0.0110667412668127,0.00833468109621652,-0.000521012794608009,-0.0213191781565584,-0.00019527016993794,0
"GSM748090",-0.00556053910213517,-0.0357548144669952,-0.00485364559281678,-0.00116477360161929,-0.00705107297684324,0.0248183291106262,0.00522377430885255,-0.0226075985372928,0.00620771948584693,0.00911094253046369,0.00456303353661589,-0.00889864351874342,0.0175236716390812,0.00903790395810062,-0.00385436140832011,-0.00279295417610203,0.00848881955482311,-0.00436684112805507,-0.0111708558803711,-0.0759270999005817,-0.000589520241815216,-0.00365693506845101,0.000760610287710947,0.00782227413305401,-0.00663146417035228,-0.020688583655002,-0.0126611464476097,-0.0704329761228723,-0.027246531363553,0.0143908476041976,-0.018384723924979,0.0123681564635707,-0.00691809488723832,-0.0326601061670476,0.0159921132653677,0.0113657855846638,-0.0103553262600757,0.0119696936373854,0.0085129541495268,-0.00455324756344965,-0.00291677789443396,-0.0164998006123911,-0.0086996834064299,0.0186631004471233,0.00531695530506331,0.000253829803351935,-0.012533710277904,0.00613336881326061,-0.000635863083891561,-0.021939068252166,-0.000203647406311621,1
"GSM748091",-0.00449528065281305,-0.01644382005006,-0.00354312883458864,-0.00105029687699587,-0.00873568915610044,0.0262721427070304,0.00559546564654583,-0.0243549901457497,0.00648900330394734,0.00941610165318188,0.00495284764984848,-0.00911649588284916,0.0181144359896021,0.00758541026245199,-0.00358802035577371,-0.00344574155707735,0.00639407339345537,-0.00469491835552825,-0.0132375104161627,-0.0789746121331295,-0.000572245837977305,-0.00303670540483884,0.000846832614978456,0.00784737570634255,-0.00639947201833604,-0.0196819333795291,-0.0126245092233677,-0.061095672508959,-0.0258199912035343,0.0133824817717142,-0.0177660755104907,0.0145182990113944,-0.00790862473840482,-0.0355249708522485,0.021611360379388,0.0117672047261323,-0.0110645105422385,0.012427813100209,0.00917940860776369,-0.00468601613444473,-0.00436936163170911,-0.0166461941540586,-0.00961636843266579,0.0199188218181186,0.00526874988287896,0.00033381727147738,-0.0110567873111397,0.00854700877660611,-0.000705237546269013,-0.0215256312905716,-0.000208187896759252,1
"GSM748092",-0.00482047278582371,-0.0199870822277178,-0.00374273246187972,-0.00110544048375098,-0.0077590453185549,0.0258715596053704,0.00480257597925959,-0.0232487256370841,0.00650431050491618,0.00876494360513294,0.00461341021808748,-0.00848644486423112,0.018465914345015,0.00625416027518804,-0.00347099756621669,-0.00326578600846563,0.00571925231979463,-0.00457659898527836,-0.0116000550452697,-0.0772421393210656,-0.000560170241880662,-0.00313682244193961,0.000627907129145028,0.0115478676766527,-0.0062869761170821,-0.0175102311687806,-0.0130380482265312,-0.05868168561056,-0.02510614318474,0.0128765149838344,-0.0191192405093854,0.0144739848174876,-0.0102474145691859,-0.0355980190971498,0.0185217229086587,0.010775092238743,-0.0101872304545243,0.0120249624149051,0.0080874959852319,-0.00477378670670487,-0.00280845411415463,-0.0173289185008466,-0.00506554921145203,0.0180317993648664,0.00553106269742949,0.000293227513442363,-0.0117320933828902,0.00978804289695635,-0.00049171974745572,-0.0206298380263652,-0.00019094630579923,1
"GSM748094",-0.00560548758685553,-0.0170023203023445,-0.00381217486365014,-0.00115473396722022,-0.00531135679290128,0.0245169688253145,0.00468363119733307,-0.0249222260259121,0.00654638634359214,0.00876932606208822,0.00505256628638977,-0.00793081049544095,0.016863634367105,0.00748572208941355,-0.00351132577102475,-0.00229751319808403,0.00737534028201038,-0.00487681390814395,-0.0121886028283066,-0.0943802585519825,-0.00051039838662919,-0.0034143550423461,0.000933761646516839,0.00748336508450706,-0.00670977195088258,-0.0201531069414621,-0.0132867409603527,-0.0637479609370239,-0.0274600294386668,0.0154969110045301,-0.0165377280633357,0.0168056138892219,-0.00882967164179511,-0.0329399919406233,0.0162048703849955,0.0122309947081673,-0.00988962917995911,0.0172955339518158,0.00902284584980071,-0.00465899574451524,-0.00338452110689272,-0.0176879651064149,-0.00825959038486755,0.024671560258332,0.00528837115237413,0.000265725789078154,-0.0111006665276296,0.00631839932155616,-0.000559251853915022,-0.0210603924875645,-0.000229465778439212,1
"GSM748100",-0.00554966729579047,-0.0161502615615079,-0.00378365732024236,-0.00108443175517298,-0.00979611490135951,0.0244731864743503,0.00528102023333568,-0.0244201029298869,0.00658964371848829,0.00954647005844212,0.00385299453929898,-0.00834640013884821,0.0159506306145884,0.00637744058868676,-0.00259148309717865,-0.00263027806104028,0.00670382410342871,-0.004878510187434,-0.0122387070017809,-0.0800008994360369,-0.000535593136148695,-0.00285561797724379,0.000585307943476178,0.00750029912959739,-0.0063034134351076,-0.019635525698122,-0.012658811821624,-0.0571618430511973,-0.0238614613526235,0.0138887484355384,-0.0204849534713319,0.0137897479670394,-0.00813378627595232,-0.0352017127889518,0.017313517359065,0.0126830513070215,-0.00876448110661298,0.0130481703288613,0.00891763198541208,-0.00487678402643832,-0.00328207727204681,-0.0171332073849382,-0.00917921748209727,0.0209452796536195,0.00529941400107645,0.000271594448410231,-0.010435267022952,0.00795366070298269,-0.000595953760950349,-0.0224755220381192,-0.000212338698227394,0
"GSM748101",-0.00544494550903657,-0.014849014572458,-0.00386985001615827,-0.000958013023480822,-0.00721412118936505,0.0248348603420794,0.00536732129762269,-0.0240417362509146,0.00641360359381401,0.00852255981801973,0.00544856618568234,-0.00739374019949291,0.0167095467027578,0.00581632736872538,-0.00322150540804252,-0.00228238118428816,0.00789425466088519,-0.00454520114403094,-0.0112495966610866,-0.0778367025582286,-0.000592660894855299,-0.0049668939014377,0.00082049977152234,0.0106419153051551,-0.00642800035695593,-0.0199265918841292,-0.012518705929152,-0.0642172346427578,-0.0282505852677912,0.0144968342884641,-0.0182321983002007,0.0150375162271182,-0.00947876581904231,-0.0338453735472282,0.0167962308895851,0.0117965768647772,-0.00972674493229175,0.0128229283439203,0.00881105605960773,-0.00476695963069791,-0.00363601311716689,-0.016622583601084,-0.0112071028213857,0.0442359913407992,0.0052428714021603,0.000270649777458537,-0.0107579887212667,0.00699337886238116,-0.000548640631457231,-0.0210194481197993,-0.000220995478565251,1
"GSM748102",-0.00495093753335306,-0.0156550467135351,-0.00383358034875579,-0.000982204835167456,-0.00764822682513487,0.0255506807349369,0.00521255583899672,-0.0242398224171661,0.00724047167341456,0.00894208761459208,0.00408855326618146,-0.00834377844015628,0.0172103624228023,0.00637841908807712,-0.00279929231213176,-0.00239541377980957,0.00614647955249296,-0.00464599186574941,-0.0122268087142561,-0.0852899783958553,-0.000519004345531137,-0.00398185348048006,0.000748813044740418,0.0073518133163554,-0.00641544655473501,-0.0162814008318378,-0.0127827276822509,-0.0668769634735603,-0.0285336825088591,0.0135491527554339,-0.0155093929049485,0.0143309548675718,-0.00891020488438336,-0.0340656501261013,0.0173112505389903,0.0115539288694473,-0.0100060788853869,0.0136284382536732,0.00878297214358803,-0.00483842898966099,-0.00415936525092871,-0.0178764257908655,-0.00521747035039477,0.0187183022518722,0.00541767368815976,0.000268922543675991,-0.0113377731252434,0.00829056515850239,-0.000509244506403563,-0.0203859192037813,-0.000208857816989267,1
"GSM748103",-0.00709797046145199,-0.0147943158373902,-0.0035317488072168,-0.00121126117344462,-0.00475235368648935,0.0241521613419321,0.00495606392369856,-0.0235954379294624,0.00694482564028163,0.00798900135242923,0.00679540250437839,-0.00906269872988505,0.0169203999829111,0.00690065084618102,-0.00317998486582882,-0.00257467265852599,0.00728218382537389,-0.0044656443573233,-0.011326830673546,-0.0865087491953855,-0.000549014074608057,-0.0043480126547685,0.000736504917234166,0.00798478338735875,-0.00635840577351787,-0.0189899478883545,-0.0124301959084311,-0.0664598962129977,-0.030040565431312,0.015070315709062,-0.0155191704036507,0.0159749324872907,-0.0104798318737752,-0.032620514929848,0.0163284658242824,0.0118809471618022,-0.00973016383345143,0.0124947806450277,0.00882531431552006,-0.00468496397584812,-0.00374658407637057,-0.0182755921199772,-0.0107344285655072,0.0252718534014366,0.00526369338688058,0.000243763535633624,-0.01083272991973,0.00630395698318587,-0.000555645422493119,-0.0196300001792815,-0.000202759887708811,1
"GSM748104",-0.00610469422893912,-0.0174508853453654,-0.00371666727569064,-0.00114625857388081,-0.0057934485962514,0.0251282590232675,0.00521907268967905,-0.0239577542027443,0.00578105842236248,0.00885232921924649,0.00653188648083609,-0.00698924215332442,0.0169522965835353,0.00884014016427194,-0.00356255252004546,-0.00288567245239296,0.00967278681592056,-0.00445195381333951,-0.01132414577569,-0.0829896483327794,-0.00052128606458189,-0.00454485456462526,0.000883817031674202,0.00785675403271312,-0.00642214476457187,-0.0225139072157636,-0.0121323063067625,-0.0641357820196788,-0.0273284004325745,0.0160030424584347,-0.0150425492972098,0.0128718366310751,-0.00871572101906084,-0.0329675369122204,0.0165323161116161,0.0117192789163678,-0.00985059938175909,0.0110379051666478,0.00872812642562898,-0.00472909452030768,-0.00434094371737503,-0.0176663674671056,-0.00943462482109915,0.0188006860392949,0.00536280742525933,0.000262590302561865,-0.0109807339369281,0.00502986128448807,-0.000490803459114594,-0.0206450391237139,-0.000205092291203701,1
"GSM748108",-0.00557233768454528,-0.0160201190834267,-0.00378659162941621,-0.001110823064052,-0.0076608634942504,0.0240617736030784,0.00467831935807807,-0.0237752520783872,0.00666982998998911,0.00852403357089514,0.00545852633481302,-0.00855753817165423,0.0169560549616519,0.00711559989340629,-0.00317073460885399,-0.00226103271527719,0.00772259246998181,-0.00465590148721385,-0.0117085539876389,-0.0753512671824637,-0.000528472990700641,-0.00375295442169062,0.000778004733528564,0.00829097752600948,-0.00647372436074352,-0.019436096170346,-0.0127895079416027,-0.0683189397767086,-0.0275281178645045,0.0154456688310136,-0.0168377064161138,0.0164696824860508,-0.0105101974794078,-0.0330969415567991,0.016777179921939,0.0117936178790801,-0.0102809659943385,0.0114567096189403,0.00890362282653557,-0.00473832347168271,-0.00360946676620081,-0.0181216099575307,-0.0112566958580985,0.0359184775162241,0.00524983520946214,0.000298306418892413,-0.0109157849503641,0.00740011337711843,-0.000546684070803072,-0.0207304466538689,-0.000198962805340279,1
"GSM748111",-0.00463280709478888,-0.0149865033064925,-0.00376788142334049,-0.000754910258188474,-0.00607625486162222,0.0256402592004958,0.0053121689342708,-0.0239044465325883,0.00765367501231427,0.00877463491251591,0.00453404815961873,-0.00820687867495338,0.0189655065031041,0.00741812742087958,-0.00386036040813717,-0.00230908259127622,0.00774959450544719,-0.00452260104429059,-0.0122163983996085,-0.0860225029642757,-0.000547048472612599,-0.00352592594696594,0.00098088711363432,0.00816565383797402,-0.00667489021020886,-0.0237194567414582,-0.0126453455227201,-0.0684936510910852,-0.0252855637054469,0.014470055727816,-0.0187457653806845,0.0160299868405317,-0.0117315797269402,-0.0344454235202416,0.0179588759222419,0.0129335773236998,-0.0115214029423758,0.0127889168912467,0.00946537665607316,-0.00590535681244438,-0.00423162143591158,-0.0196170340077096,-0.00651314545935202,0.0182136639626454,0.00529339252990338,0.000328388561957185,-0.0115227834433494,0.00852214170942568,-0.000606037052139681,-0.0210407537090475,-0.000200875611907485,0
"GSM748113",-0.00429740737585563,-0.0161344848001248,-0.00419565903214551,-0.000695759593526892,-0.00585938496351203,0.0251058123969165,0.00482754728412353,-0.0239837609986419,0.00674381390267873,0.00898179413264222,0.00363600553441306,-0.00840523693879355,0.0169295109590719,0.00670251238854176,-0.00320980593417555,-0.00243923545055172,0.00614304825530106,-0.0049000296354786,-0.0138626853997189,-0.0974775102678467,-0.000552128970802622,-0.0027863248195359,0.000893309438549081,0.0112336314509684,-0.00647055861935479,-0.0191289995116982,-0.0125557369488796,-0.0520899415474367,-0.0222251115064721,0.0122303586691302,-0.0171898377246877,0.0162999280190842,-0.0100444636862577,-0.035641541554984,0.0197296043773032,0.0114850957232911,-0.0103140638642848,0.0131929177843971,0.00973027677814312,-0.00490564458266824,-0.00328906217907051,-0.0177741392443945,-0.00869649762418724,0.0188065550441997,0.00506067383141285,0.000330527771272808,-0.0114491001147665,0.010147436069464,-0.000530460750233736,-0.0213685988319776,-0.000208441706864819,1
"GSM748116",-0.00416716783921787,-0.0168356818814717,-0.00589250964398503,-0.000799456484826821,-0.00419982562180568,0.0255871666259167,0.00597652660039407,-0.0244246191872923,0.00682318404758582,0.00885141298827868,0.003443288770992,-0.00805115706650545,0.01815202375267,0.00686780513450214,-0.00375013062436484,-0.00287116217206734,0.00800916510777897,-0.00457571670679457,-0.0127111626886481,-0.0830933323226299,-0.000559809310791325,-0.00274120340069614,0.000767949310610546,0.00825259098631558,-0.00651812631584661,-0.0201998487011315,-0.0129143673708523,-0.0651331358014318,-0.0258337613897942,0.0136444206957969,-0.0167270035314587,0.0165456761417414,-0.0114930448182031,-0.0344634793464943,0.0185039113228363,0.011960829021545,-0.011257850279111,0.0118151139967011,0.0086793360606004,-0.00479394769533487,-0.00384164602003361,-0.0186731333107026,-0.00874277773146944,0.0201181717827812,0.00543474962731581,0.000320910111959335,-0.0112496461225545,0.00868432111144553,-0.000549735832340938,-0.0200305845311062,-0.000217633148802549,0
"GSM748121",-0.00571146851013215,-0.0265058271924104,-0.00390277449878006,-0.00103036380723029,-0.00577975572825933,0.025257997288864,0.00488020496264044,-0.0242712547806019,0.00625976267187235,0.00862768536020803,0.00614929840063775,-0.0087171447535535,0.0175554920869728,0.00837801717286508,-0.00320880809116219,-0.00336827464255285,0.00786250800104662,-0.00443509313779391,-0.0116819066260075,-0.0793545737817893,-0.000549613244359766,-0.0037695577529758,0.00077246411005126,0.0180124931537295,-0.00663013633433073,-0.0201756010922944,-0.0124866747157777,-0.0612145784488616,-0.0270905874896439,0.0147869322484657,-0.0174092153034428,0.0142856304036671,-0.0097191013975601,-0.0333763884498489,0.01699466539922,0.0115247478599623,-0.0101310017345277,0.0129666265193732,0.00867504109260376,-0.00481528090683597,-0.0033112723259183,-0.0167298414498714,-0.00820521793925841,0.01855807467912,0.00539845460574379,0.000255619640577459,-0.0116265656984938,0.00603713594060917,-0.000561513250413427,-0.0210199774762387,-0.000211244238419277,1
"GSM748122",-0.00462394107292418,-0.0162711896819544,-0.00430547948490164,-0.000885434221584668,-0.00616518254816088,0.0251142569197239,0.00578719677849718,-0.024645167022112,0.00709278084406378,0.00867955526785646,0.00500651792385424,-0.00840035572190725,0.0195787777421038,0.00746119242660486,-0.00325816050525686,-0.0020961270953971,0.00699201242154596,-0.00475931848378908,-0.0115991670874893,-0.0787590079710946,-0.000894370042027646,-0.00448462987500886,0.00092827538816552,0.00833417396954706,-0.006690285621769,-0.0214557050710489,-0.0126302956065585,-0.0692471489266344,-0.0274628613651581,0.0122939878401736,-0.0204589707800569,0.012702574378587,-0.0115639751855562,-0.034359320243893,0.0173657207876855,0.011979200809928,-0.0101503420685514,0.014115029908452,0.00882345924121036,-0.00495440887546748,-0.00315373861252702,-0.0166456608619276,-0.00879689191409233,0.0350561359301207,0.00538595256499145,0.000245216049835838,-0.0121992574864399,0.00494340863459495,-0.00062557151846433,-0.0217915894441906,-0.000211917409128209,1
"GSM748123",-0.00595218565718727,-0.0150516219979067,-0.0035629803874208,-0.00114254686034278,-0.00630456076507655,0.0259325501639397,0.00602241552222043,-0.0255136679219476,0.00727899849904881,0.00876358797991553,0.00534492615560971,-0.00895160121701885,0.0179216573355738,0.0066348486335024,-0.00326834320838937,-0.00226603647109463,0.00844657680621951,-0.00475484914734039,-0.0123589238779209,-0.0840582505607924,-0.000517699920772451,-0.00440767263821345,0.000756292569623651,0.00745625961860717,-0.00635793797842176,-0.0200033875800696,-0.0125018772829747,-0.0648200064377717,-0.0282429955922437,0.0144446103888399,-0.0173982966091529,0.0165327510238983,-0.0105204617413479,-0.034569171163997,0.0179457583659477,0.0119395290136233,-0.0102576879348244,0.0173852642281732,0.00900974700898259,-0.00490529744891356,-0.00347475633169201,-0.0187229414892122,-0.00960344339659892,0.0218878580252374,0.00551644173287324,0.000317562416911129,-0.011018509560554,0.00873813856998358,-0.000544455261813908,-0.0204816290521341,-0.000208865661808767,0
"GSM748124",-0.00514177266016832,-0.0173979282547989,-0.00373550059818929,-0.00117313395779796,-0.00811410988202583,0.0243418699476346,0.00489501934609348,-0.0236154728058631,0.00709079499099682,0.0094736968287812,0.00523647628501601,-0.00879560219976808,0.0170569472156686,0.00733721297956456,-0.00290128672210955,-0.00368536025747903,0.0067119613874593,-0.00486035217429912,-0.0111958284342288,-0.0866908547194481,-0.000535388991451596,-0.00300865025478566,0.000702504158660051,0.016507895103009,-0.00700409783706942,-0.0172706792190973,-0.0125276006615752,-0.0662128295429514,-0.0264439576012399,0.0142347603512038,-0.0180922434697213,0.0178483421565903,-0.0104705439018175,-0.0326335469021014,0.0166333233536826,0.0112576476184535,-0.0099437544908802,0.0138117417888505,0.00902246542966253,-0.00483579562728113,-0.00333380346496996,-0.0178112247962079,-0.0105900567078792,0.018495404199988,0.00545349303706387,0.000289205814198774,-0.0119845519982961,0.00691072581757423,-0.000491606618652868,-0.0192482949350075,-0.000214617705466403,1
"GSM748125",-0.00594436150790318,-0.0142042012671659,-0.00386740763212861,-0.00123541116779558,-0.00826887204941888,0.0249696583187583,0.00527716469491486,-0.0258153074617793,0.00702529179981151,0.00828409784767596,0.00543027886674353,-0.00904337676416494,0.0173091567837521,0.00706997475434707,-0.00248981536830874,-0.00355092686823295,0.00782094760693544,-0.00450517942437574,-0.0124139668627911,-0.0861318463738263,-0.000551252628430539,-0.0045573277373971,0.000719209566924143,0.00760037799077681,-0.00634446973746009,-0.017722510357866,-0.0124764128164666,-0.0653509565446912,-0.0287180290497377,0.0143188698243759,-0.0188080460313987,0.0173520960896456,-0.00930224447342597,-0.0335281207815562,0.0168654326178853,0.0122378716702844,-0.00944827952246117,0.0135276205778589,0.00895639376596406,-0.00480454859624603,-0.00365657142865301,-0.0175760685814389,-0.00883542130801853,0.0198692130304309,0.00520651987067161,0.00027143095429682,-0.0111453224892713,0.00793666101963604,-0.000553972935488651,-0.0202821738854344,-0.000214823913307524,1
