"","AGRN","AMBP","ANGPTL4","BEX4","C16orf89","C4BPA","CCL20","CCT7","CDC42EP5","COL5A1","EIF5A","FUCA1","GAPDH","GHITM","GJB2","GPI","GTF3C6","HSP90AA1","HSPD1","IGFBP1","KLF4","LAMC2","MAOB","MDFI","PCNA","PERP","PFDN2","PLAUR","PLP2","PRPF19","PSMB7","PTGES","PTTG1","PTTG1IP","S100A11","S100A16","SEMA4B","SLC6A14","SMS","TCN1","TK1","TM4SF1","TOMM22","TPI1","TSKU","class"
"GSM748113",0.000378219043508231,-0.00211226882394888,-0.0176936473426418,0.0727414550813742,0.00235036082877119,-0.00310455991896387,-0.0057455934272742,0.0396555766261394,-0.199842305429414,-0.00154253978699136,-0.00180429208933125,0.0240125530163937,-0.00960226193164162,0.00278319353195003,0.02449152076279,-0.0169920842730409,-0.189340819119929,-0.00573307790486217,-0.00141075490820912,-0.014542646481527,-0.000445908370395508,-0.00363895987752861,0.00497868173838663,0.00701357480863764,0.031477128901708,-0.00102830424517601,0.0111283081681674,0.0014077860730706,0.00144708026026997,-0.0313850601876247,-0.0396602562886618,-0.00881806744829354,-0.104559048047385,0.00180044398634553,0.0124957733460426,-0.0187127255455807,-0.00911294501954838,-0.00532781842375391,-0.00100494367387635,-0.0113380191969903,0.00318886007826486,-0.0131049605691052,-0.0230509842503154,0.0226300452039978,-0.00752479417353996,1
"GSM748116",0.00041266817211767,-0.00220406702839862,-0.0206220994340971,0.0635226220657816,0.00212588560803903,-0.00356726746255517,-0.00411826337382021,0.0404158937674712,-0.191650013221567,-0.001539229723361,-0.00172828429595041,0.0235693469821895,-0.0097448430843582,0.00302982165201081,0.0254501495060206,-0.0155806138122576,-0.185287995982073,-0.00565869461721923,-0.00138395322396143,-0.0147449406468762,-0.000350442260367242,-0.0042556581596585,0.00476267736425927,0.00668700230875204,0.0296981796053874,-0.000973832251981628,0.00978498104228699,0.00142901075480877,0.00147859494319438,-0.0293870011248603,-0.0383493632387466,-0.00702308210389087,-0.0980042049881488,0.00187502161082353,0.011146138869453,-0.0146989676189386,-0.00879959849186848,-0.00535617144802723,-0.00106350369656883,-0.0103420756250257,0.00309607099215272,-0.0136302977464074,-0.0251407035596595,0.0240555146788853,-0.00779821878689896,0
"GSM748121",0.000398506249678136,-0.00347004773471738,-0.0170400905663013,0.0719626328292659,0.00341378366608805,-0.00459760268868578,-0.00566751062275873,0.0398959583970439,-0.19815295357131,-0.00140961399444701,-0.00187124710878758,0.0242273038338326,-0.00926808768759842,0.00308874735141246,0.0208977020725686,-0.0143190107930271,-0.190032161342243,-0.00548879906648012,-0.00132437809753525,-0.0144763842090555,-0.00037294837037948,-0.0026697332765849,0.00486747398395929,0.00749779821086758,0.0287774900741872,-0.000975299858411348,0.00986177884878622,0.00123381597168835,0.00154594840449461,-0.0290070288336066,-0.0371396988502545,-0.00712274211706105,-0.0893968917552883,0.00180665999470414,0.0111406232044993,-0.0155145601189936,-0.00781886995092712,-0.00502684105680793,-0.000860256220550007,-0.0126421537009492,0.00246616271885088,-0.0127235463002367,-0.0248932293185179,0.0225414359412683,-0.0079652860899033,1
"GSM748122",0.000380813974365307,-0.00213016573627968,-0.0231798645270941,0.0615461903985954,0.00208203768832149,-0.00395091008558904,-0.00604545230382455,0.0396689150680894,-0.184723261840578,-0.0016947550583088,-0.00180324427341857,0.0225869878273412,-0.00981826527104365,0.00302877321205168,0.0238855837407871,-0.0142175934145989,-0.192196908344358,-0.00575508253184628,-0.00128963895524509,-0.0235570093812847,-0.000471870898712493,-0.0036815698924081,0.00482764902863995,0.006719667562078,0.0298583688840681,-0.00103784828380296,0.00951599643437697,0.00109709118232799,0.00128596349330942,-0.0279930704871744,-0.0382334598147157,-0.00733185053566024,-0.0768980164134013,0.00187790163696433,0.0113312241080207,-0.0174734069324012,-0.00921587712739838,-0.00538932393672138,-0.000974539228850751,-0.0163852709408569,0.00236579113718678,-0.0151299517392075,-0.023335194748949,0.0236216349510102,-0.00887397779232256,1
"GSM748123",0.000409455704473091,-0.00197050431358029,-0.0209794476580496,0.0621269608493176,0.00234457071796643,-0.00509817646951509,-0.00618212374152709,0.0409614400792552,-0.178274403918233,-0.0018088584445368,-0.0019215762006863,0.024390207445037,-0.00957374487603156,0.002687008063387,0.0229469181163469,-0.0151488596907773,-0.1933593001968,-0.0055942949698057,-0.00120748057738965,-0.0136358121551997,-0.000427973359464655,-0.00356995727281714,0.00550225963667438,0.00665440952006652,0.0317523940578341,-0.000977245803189308,0.00964533384322576,0.00142789444307592,0.00136936423043578,-0.0296651997192692,-0.0384669721969143,-0.00729959402655382,-0.102036233449691,0.00187168254669245,0.0115704577676892,-0.0161991728561139,-0.00841360917649274,-0.0058834492770484,-0.000980661087977635,-0.0104429176447944,0.00306377315813919,-0.0135923489371086,-0.0229156904737901,0.0247909934983413,-0.00772331181910302,0
"GSM748124",0.000402344484070526,-0.00227767430501573,-0.021113469262463,0.070894612760482,0.00276547518766764,-0.00523465964226656,-0.00795653071041856,0.0384489007434192,-0.216560077638452,-0.00162088378077775,-0.00188808900754486,0.0254402932057476,-0.00941420917222241,0.00294924173555443,0.0237308642061131,-0.0137232040384312,-0.188787858046838,-0.00547071814779016,-0.00125607961052236,-0.014101728481053,-0.000373694845507472,-0.00297578066693637,0.0048566949890101,0.00703886684479422,0.0293850151376597,-0.00105018165657769,0.0096521049077025,0.00154151892487059,0.00145243783778468,-0.0269485344284754,-0.0363130991892919,-0.00631971243776181,-0.0984268620254885,0.00176478842174017,0.0115867909620843,-0.0165860935306817,-0.00807748002796076,-0.00648788761580446,-0.000923800699641772,-0.0121182441824888,0.00279019482008781,-0.0124878439650903,-0.023425148279982,0.0223955052887187,-0.00697363305029222,1
"GSM748125",0.000372458630806953,-0.00185956303392457,-0.0218835752014372,0.0636291133151261,0.00251274903712966,-0.00551254776888713,-0.00810828733629338,0.0394405161296296,-0.206709406052091,-0.00170218021964739,-0.00194127700090354,0.0255973440846456,-0.00948302855669448,0.0026956085377686,0.0205675852506222,-0.01521632822307,-0.197043423053755,-0.00548133545050793,-0.00118620828946861,-0.0145195643069121,-0.000519699672722416,-0.003104501239179,0.00471894055882985,0.00630475618454678,0.0277473437157566,-0.0009585833929218,0.00930645207609506,0.00149865933058019,0.00142088307553204,-0.0283563317486139,-0.0373085395597256,-0.00677569962192198,-0.0946871153822123,0.00191845179050175,0.0115019407000623,-0.0146042415140064,-0.00831142108711925,-0.00541292856742296,-0.000926133050791556,-0.0100795259744068,0.00261870683612863,-0.0138323355818521,-0.0222026569956267,0.0230785487651021,-0.00785832375991449,1
"GSM748126",0.000403150394581638,-0.00242598478176665,-0.019237562310565,0.0651722243317538,0.00341097016415542,-0.00629832875830126,-0.00675756736260385,0.0404289785871115,-0.249058183486795,-0.00148954910799871,-0.00181250500455111,0.0250708329002042,-0.00945643336714871,0.00267251315925341,0.0188460272916216,-0.0147107686365827,-0.190862445657882,-0.0056375694712331,-0.00126820550882008,-0.0143545335539557,-0.00035236044043846,-0.00367325174550656,0.00473297471756654,0.00708292162569541,0.0290362396544893,-0.00100782088729936,0.00982404050829173,0.00122272456324511,0.00146028810381354,-0.0264449726546312,-0.0355563177588892,-0.00713091386193261,-0.0901776745826623,0.00178183793984045,0.011944801665219,-0.015969920223499,-0.00918958124882764,-0.006892349876858,-0.000956929798560389,-0.0146859629197215,0.00288484365902804,-0.012965437682543,-0.0225642782063468,0.0231255968574828,-0.0066411305646111,1
"GSM748127",0.000383814727457188,-0.00208595791722591,-0.0179263709566048,0.0687994243634756,0.00175221358512255,-0.00370748477218183,-0.00417747890599014,0.0395417684077178,-0.188303520286897,-0.00186621131542818,-0.00198478910836057,0.0246750844411753,-0.00970077694236468,0.00296513615671905,0.0282770505305179,-0.0150977928597396,-0.181534995984281,-0.00545032012198436,-0.00130232670407624,-0.0137168642707237,-0.000441591727249219,-0.00415550144718671,0.00503258808256651,0.00718819584181183,0.0283612271825661,-0.00105133736499174,0.00921402561089114,0.00137355160718297,0.00143564170319038,-0.0287619375008243,-0.0375891351871478,-0.00861391945754248,-0.0998093057796338,0.00189430456943529,0.0113070383105519,-0.0164649588392581,-0.00791462946838768,-0.00550884923438274,-0.000949360287910902,-0.0116294140285464,0.00266555944157613,-0.0110749249093129,-0.0230785833254207,0.0234991640134731,-0.00859785968363567,0
"GSM748128",0.000382825493647321,-0.00261158370573378,-0.0180478737311771,0.0711494011022329,0.00290014998446996,-0.00512628542609244,-0.00861426741290049,0.0394172661143695,-0.17487200430103,-0.00182577261464837,-0.00169404153488702,0.0252528398563039,-0.00952100965997339,0.00291936935883914,0.0256569978186597,-0.0138213600724526,-0.190018483783247,-0.00567754968543162,-0.00126250527864104,-0.0138758458412596,-0.000402253925079935,-0.00339657171477759,0.00512806882432972,0.00657643021224167,0.0292033565756549,-0.00105970786876621,0.00968616246111454,0.00127152633392541,0.00147644292159247,-0.0264843419801716,-0.037169417694909,-0.00621040483693314,-0.1032470633673,0.00181876322572548,0.0115943160475534,-0.0156467816444549,-0.00837186398760155,-0.00620457799785821,-0.00101206532994477,-0.0109051755909636,0.00269135248276151,-0.0131537133489355,-0.0221052998246683,0.0235719586869725,-0.00760034755424536,1
"GSM748130",0.00038792088768397,-0.0021295455572207,-0.0183311732663774,0.0649944956500482,0.00289567933582566,-0.00483938865563231,-0.00473754848887646,0.0392127438943562,-0.210851318989654,-0.00124613833846503,-0.00190480138845326,0.0256487439602293,-0.00934327322630449,0.00291257800345191,0.020724333855291,-0.0139932612419873,-0.193853463453241,-0.00560028277890366,-0.00117052546423226,-0.01644156807601,-0.000486027786168584,-0.0031136630400031,0.00490053460842771,0.00619050084447727,0.0280334761731494,-0.00107289682056363,0.00977169409854736,0.00120053642210368,0.00137660364467402,-0.0258386609133668,-0.0375521987849364,-0.00673307065581103,-0.0867333905208781,0.00192040686820186,0.0121734887729612,-0.0155987556209693,-0.00822184793883846,-0.00634087172213057,-0.00100021344186064,-0.0281086398947421,0.00255302776578763,-0.0144482521251518,-0.0232968937452858,0.0244026042921832,-0.00830378277420095,0
"GSM748131",0.000398711720956735,-0.00226301944982871,-0.0144360024203053,0.0607018688637091,0.00324886711360836,-0.00381308905435039,-0.00822702677478617,0.0383888872110593,-0.186139754149222,-0.00130672043826942,-0.00190591873372522,0.0253775584906739,-0.00953516666442009,0.00287951609951296,0.0214000010164776,-0.0142125319139432,-0.192566260063386,-0.00562783246135451,-0.00122849750522529,-0.0134210580162174,-0.000450276012344323,-0.00331077749291225,0.00472924919850874,0.00591379406769936,0.0286223225084348,-0.00105760314415986,0.00960817937737969,0.00131099390485631,0.00142037731295929,-0.0258405938987601,-0.0350065568338809,-0.00631413577267953,-0.093476703728944,0.0019138843790659,0.011518626320443,-0.0167265692456915,-0.00802095326721191,-0.00640877233472815,-0.000944002864891782,-0.0135650493057512,0.00270483003786415,-0.0138045643235826,-0.0233083525066499,0.0234186076466247,-0.00831871523055939,0
"GSM748135",0.000377298048143221,-0.0033090803026678,-0.0145297433831599,0.0620825216413762,0.00375038239048027,-0.00478909632364007,-0.00450411419764385,0.0401095727666935,-0.157713814473048,-0.00154514824986527,-0.00194398823948675,0.0253576814733403,-0.00987425304425836,0.00330176808348363,0.0136640581542204,-0.0154054765126669,-0.184476055875038,-0.00572105841443557,-0.00126845175482521,-0.0148009124984786,-0.00042843611811977,-0.00310064217848796,0.00501221603301379,0.0063577213027811,0.0285316332188029,-0.00102128825190131,0.010224759145504,0.00121846785697636,0.00149854034866517,-0.0277018592783848,-0.0384415666355521,-0.0064401200915169,-0.0820630892428096,0.00190455585494181,0.0113511281905497,-0.0157778542176412,-0.00755853406167638,-0.00531553724091784,-0.000884907921102692,-0.0122718174134786,0.00231734945403012,-0.015013756689025,-0.0236861213173233,0.02409451547434,-0.00894980118342389,1
"GSM748138",0.000408912326731011,-0.00202557669791209,-0.0214620302942818,0.0696534297903576,0.0023543328070676,-0.00466492233145002,-0.00852285551080205,0.0391180037007929,-0.165368013510696,-0.00152285402085318,-0.00200861128994902,0.0242827479649242,-0.0097468371878202,0.00279427714019696,0.0207381913964598,-0.0163140374745383,-0.185788596367846,-0.00564317856262868,-0.00128878629050785,-0.0136298467821369,-0.000412834576297255,-0.00375958016247167,0.00483118106458714,0.00680457485796,0.0304758939867683,-0.0010750341626365,0.0099142606031496,0.00139577072847132,0.0014770773001702,-0.0296323909518591,-0.0392814389578627,-0.00726155176861241,-0.105068648212438,0.0018397000094588,0.0117792381366806,-0.0158413932635897,-0.00987271366562355,-0.00657664477290287,-0.000939595524825893,-0.0198163908615082,0.00315523622516177,-0.0118542141027818,-0.0230067685482413,0.0241581255321573,-0.00778532009067255,0
"GSM748139",0.000382569972956228,-0.00206111786986562,-0.0199056090907286,0.0601453456997242,0.00231632480015451,-0.00374766982467854,-0.00690633084437538,0.0382841207542498,-0.222627522148402,-0.00170620022051109,-0.00163851414343607,0.0249478702923468,-0.00935586126343212,0.00296882585273186,0.026361727051981,-0.0150076238382069,-0.186776556934474,-0.00536810775503038,-0.00124049392525992,-0.0136303983917985,-0.000374936237395477,-0.00274860834253132,0.00501999279926905,0.00712811482894722,0.0300887015461896,-0.00101822595628126,0.0103785378444644,0.0016113345220226,0.00144419091793792,-0.0289677553636436,-0.0371482593350254,-0.0081074811539659,-0.0988034981999809,0.00180199726014653,0.0114882031590462,-0.0163994432851873,-0.00780855078390988,-0.00412145655523171,-0.000944722521675855,-0.0103827896256441,0.00300733071950274,-0.0122875532060786,-0.0251419557666966,0.0227550875399367,-0.007175029148154,1
"GSM748140",0.000391928370143735,-0.00232245951444289,-0.0202791507467184,0.0701210384084276,0.00239824013973595,-0.00403907840591897,-0.00621870016206283,0.0399062638540798,-0.180484240302531,-0.00161361157534101,-0.00183896711517629,0.0233196083880707,-0.00981025331847276,0.00292173306591991,0.0201164710198257,-0.0153713663862026,-0.186229005244264,-0.00564559706748058,-0.00134804496996513,-0.015229456255781,-0.00034574183792481,-0.00360318742796437,0.00472644429603814,0.00690008794416668,0.032386379516833,-0.000971822932054137,0.011060433431544,0.00137324244902205,0.00128893535459259,-0.0298905560285333,-0.0376289196926058,-0.00809760517915507,-0.0986151025421877,0.00181978857235985,0.0120569160459865,-0.0168363667357742,-0.00897732795895455,-0.00560427784794265,-0.000962956055087317,-0.0122720336537588,0.00301121280260026,-0.0130790333345152,-0.0252875258074068,0.0238124923947154,-0.00822582838839277,0
"GSM748142",0.000391486689444299,-0.00220456367760031,-0.0160175165377896,0.0843790031761382,0.00354675414854281,-0.00618091622413463,-0.00422443454560989,0.0373371120567847,-0.176288742245717,-0.00159733457953916,-0.00149833968565339,0.027355674472078,-0.00917379729631689,0.00289400630666484,0.0125142198650803,-0.0135616954340289,-0.190385798738839,-0.0056876981486068,-0.00120329568210985,-0.0152416811241974,-0.000454869252029531,-0.00290906340546952,0.00480416438625593,0.00696879949660429,0.0292853540586173,-0.00100892545859331,0.00930170171052827,0.00106755840731506,0.00140445421222338,-0.0294661514869617,-0.0388270319412974,-0.00717879663034359,-0.0875189486730931,0.00188962609006644,0.0113492032526804,-0.014998660332501,-0.00752431168386685,-0.00267477895041664,-0.000952565747921719,-0.0113164683476756,0.00217496094284198,-0.0133556933504874,-0.0231924482600059,0.021443598893064,-0.00764454691203948,1
"GSM748143",0.000400623503225092,-0.00213410495394726,-0.0221881940213389,0.0599524720888069,0.00319942445212191,-0.00484154267084228,-0.00416127986387923,0.0389053860452486,-0.179218875387762,-0.00172141505681485,-0.00180416375967058,0.0226086560200821,-0.00936270026982577,0.00275836468355627,0.0247242556189264,-0.0153711020867459,-0.184232419215865,-0.005620555880349,-0.00135722892224629,-0.0160955862536409,-0.000372569471924003,-0.00376768714716474,0.00489629080625761,0.00666577285746701,0.0276050256625094,-0.000958990819724095,0.00966168259329153,0.00150331490493768,0.00160022159990293,-0.0283235594467422,-0.0358957913752266,-0.00717266851699464,-0.101699453994104,0.00194717140017557,0.0117036350467667,-0.0153172795771158,-0.00797758133858595,-0.00256750166901488,-0.00103206600498627,-0.0203760430460475,0.00312585332030551,-0.0156776947924074,-0.023264738063374,0.0225251306050858,-0.00748589719827987,1
"GSM748146",0.000395776430182449,-0.0021123078216597,-0.0182809463781781,0.0612382072270763,0.00249412563863994,-0.00472328267286014,-0.00783340527465428,0.0387257460353991,-0.206147738840728,-0.00164756234709627,-0.00193373270632254,0.0249741570157696,-0.00948742147893181,0.00298777043055615,0.0257311894431794,-0.0146571163065396,-0.189703880476276,-0.00551281471573693,-0.00120580697040793,-0.0148655424955917,-0.000418944730841514,-0.00363105453812302,0.00486060680696687,0.00668042628743433,0.0290901727942888,-0.000994069781670253,0.00981718503841213,0.00148558474323064,0.00150559106166885,-0.0281766724558431,-0.0372596484905245,-0.00684601315829664,-0.0991695385710881,0.00185937587915992,0.0116713673112546,-0.0170859963465307,-0.00911840992297838,-0.00745909354186745,-0.000977210923371394,-0.0314205204281266,0.00300082115524383,-0.0154279818533249,-0.0252077092316743,0.0234058141310927,-0.00803684395081411,0
"GSM748147",0.000406223534239678,-0.00260778894376498,-0.0144554275238219,0.0709892351281922,0.00338757340128439,-0.00434049068213339,-0.00514489526567769,0.0393667439877666,-0.177343017160207,-0.00132439157810836,-0.00185107105081194,0.0237110185425313,-0.00931185057378506,0.00303406715959281,0.0154774176349091,-0.0141020923973337,-0.175256234992455,-0.00555072774458466,-0.001293378921059,-0.0167201412424763,-0.000379755658417015,-0.00290959118170253,0.00463563565011486,0.00655361220214348,0.0287980747878818,-0.000924367269983572,0.00987973523036479,0.001140628699494,0.00145672431449301,-0.0282137646934704,-0.0370951232434347,-0.00662908749433559,-0.0841019403146856,0.00190972342057375,0.0113343745437504,-0.015211291671985,-0.00740925854563132,-0.0065160832774465,-0.000924620707990539,-0.0114450782812235,0.00261518508172943,-0.0132307818060687,-0.0247215324279056,0.0229434922552679,-0.00845378243145242,1
"GSM748150",0.00038740440284584,-0.00227322970461665,-0.0190349582547055,0.0723157949516984,0.00326380116943251,-0.00571784668903074,-0.00586357071279136,0.0376093483263838,-0.183752493458729,-0.00149677936227638,-0.0018791578208295,0.0253980237604829,-0.00901833447267807,0.00281119657227842,0.0176505559404291,-0.0131239690500382,-0.18970051507221,-0.00545097803539896,-0.00117713290123427,-0.014282694138016,-0.000509349933015888,-0.00288272633200856,0.00528341851236413,0.00682772948654988,0.0271459688972319,-0.00107312140954275,0.00979065490082149,0.00140597413497522,0.0013934311878633,-0.0264795274912256,-0.0369316469383177,-0.00709789057039381,-0.0859393795652226,0.00185797697816859,0.0109204664150059,-0.0150410871379302,-0.00811287844322225,-0.00638294706946257,-0.000908313397307733,-0.0190426509144755,0.00224546530310961,-0.014891151993096,-0.023562035364818,0.0215601941198427,-0.00715910979918395,1
"GSM748152",0.000396749069296738,-0.00294300861688874,-0.0163392613976804,0.0705217333077506,0.00284402679773936,-0.00453250409614031,-0.00782056120761727,0.038921593537909,-0.167162418356879,-0.00138613478427461,-0.0017850400541262,0.0254931199467382,-0.0093443132954221,0.00287850120033822,0.0154602703400249,-0.0141154224172239,-0.186745420726586,-0.00583025986657375,-0.00125637816136553,-0.0153215139655167,-0.000510237387913894,-0.00305283307297819,0.00509479418051728,0.00670185012102489,0.0314608656151119,-0.00099448788905795,0.00982184345517401,0.00126597568887784,0.0014054697086861,-0.026837881017316,-0.0376296989707524,-0.00640577696860183,-0.0998855388427592,0.00185407976842071,0.0112805307486846,-0.0149333809499448,-0.00771496066042576,-0.00534068921418099,-0.00103058856232142,-0.010799287719614,0.00248149514488478,-0.0139467263374738,-0.0237282328050518,0.0224803463376334,-0.00786517486564132,1
"GSM748157",0.000404161701152446,-0.00343335052392552,-0.0160839647217553,0.0697184396796436,0.00336758906350688,-0.00361897057231064,-0.00554125691068892,0.0393907253593255,-0.153475046225202,-0.00129782528618783,-0.00196535607157574,0.0249038662212087,-0.00929091602563789,0.00324308161882541,0.0137144461792762,-0.0144412661445643,-0.178988183965075,-0.00574499166276519,-0.00127327169999501,-0.0228354312915541,-0.000544920022387899,-0.00377562883196171,0.00494258712234403,0.00664556167151634,0.0286089028026811,-0.000973120415776174,0.0105725377327671,0.00139476921354359,0.00126167302343515,-0.0269574212985511,-0.0392662103208526,-0.00765268795939795,-0.0801274733973925,0.00196183993544756,0.0119533930521938,-0.0174604562937217,-0.00791907400237631,-0.00373052931043918,-0.000958823453397066,-0.0102033121085805,0.0023807132426313,-0.0149091597346231,-0.0253541544389296,0.0230890219998279,-0.00830551228440763,1
"GSM748161",0.00038709721534047,-0.00261147952500825,-0.0191826539695978,0.0668820130677995,0.00253077607068827,-0.00547972494754862,-0.0074866393664422,0.0394056795885025,-0.191100694322147,-0.00183945342340859,-0.00196504191571862,0.0249964196380571,-0.00959588762751429,0.00281864785465119,0.0181267730839948,-0.0145271828415057,-0.1883379557075,-0.00563319909099146,-0.00127674844647537,-0.0156827519036165,-0.000404327252676244,-0.00293174493685597,0.00475756271501764,0.00672652549539405,0.0291665591832381,-0.00111860771000362,0.0103111987688552,0.00129658529719329,0.00140872750215902,-0.0292714095018158,-0.0381162320292351,-0.00655752330668511,-0.103301853001855,0.00179624296408337,0.0116588998090822,-0.0156355171482898,-0.00806489517772923,-0.00536150914926099,-0.00103159528607038,-0.0100401028127381,0.00318199605280024,-0.0129831209898872,-0.023212605210143,0.0235762126702674,-0.00736555540495147,1
"GSM748162",0.000409628406221068,-0.00191172002828374,-0.0188912064538965,0.0603280077569088,0.00339401653050979,-0.00389036697385397,-0.00435077842021703,0.0404123532364116,-0.144089612740653,-0.00157189659765387,-0.00182089324984729,0.0243954341513888,-0.00965019399326672,0.00291329877415133,0.0137538183174839,-0.0144339056845011,-0.18304780699455,-0.00578893814486738,-0.00127919183752946,-0.013670990663176,-0.000365493623024684,-0.00281533701075055,0.00481718638007701,0.00615360148833994,0.0279878981450359,-0.000948296200647223,0.00963029771722923,0.0012308275106265,0.00151642954302408,-0.0262609640864513,-0.036787905635512,-0.00668664171440712,-0.112615206092307,0.00189237726556603,0.0110122219737184,-0.0150174812419208,-0.00794881562708814,-0.00610953761194249,-0.000883797324556531,-0.0114819976573026,0.00316628776226318,-0.0106788467551295,-0.0236676902573404,0.0224254230197869,-0.0074144574860356,1
"GSM748164",0.000401309061192891,-0.00214631073975549,-0.0141471488068685,0.0748965826494303,0.00359730105647599,-0.0063900134674142,-0.00435506856133718,0.0386523788686038,-0.20627733694174,-0.00157935292878223,-0.00184922532754614,0.0249354080258062,-0.00927986594980635,0.00284668769209424,0.0204803866957619,-0.0135504415184661,-0.174989880159521,-0.00552518127923875,-0.00124102217404507,-0.0138822467673518,-0.000440328693937201,-0.00310886548956691,0.00503727799793046,0.00626058719624975,0.0282010902346801,-0.000986374925048387,0.00959980797819219,0.00113763494361579,0.00146887158620262,-0.0283134656625109,-0.0371345779624666,-0.00699122856610599,-0.091681318072832,0.00188284535437352,0.0113863230152405,-0.0151702896795338,-0.00747889452188295,-0.00637255860336421,-0.000904958186843483,-0.0126039000047384,0.00233953117212328,-0.014232153411228,-0.0247927119475015,0.021960003239675,-0.0070810341243652,1
"GSM748166",0.000410449058395768,-0.00226698276875149,-0.0190070695216626,0.0718267887848569,0.00283272026642782,-0.0053263258316793,-0.0067667412482769,0.0383612436403724,-0.1951050564848,-0.00164812809433995,-0.00185654534501492,0.0270400989698269,-0.00950939339462357,0.00286003938082851,0.0241597926582792,-0.0146171626371771,-0.187888431443582,-0.00545578385846664,-0.00121868397323398,-0.0137609097284873,-0.000565414541242643,-0.00346937502566763,0.00495973512126001,0.00666206490456893,0.0325322845813193,-0.00106106739266977,0.00928243980751679,0.00145163076407312,0.00140880688280915,-0.0266635021074274,-0.0362205574010569,-0.00651643984376215,-0.0852885736231934,0.00187067418149579,0.0114851644030412,-0.0147013488196927,-0.00786758252346641,-0.00596115725723257,-0.000982842175954725,-0.0237737259656108,0.00265560119955428,-0.014230932472907,-0.0222955831565067,0.0225113532160661,-0.00781166538158257,1
"GSM748167",0.000403004557979365,-0.00225709807890401,-0.0146986052652731,0.0749922386496658,0.00376360288057112,-0.00649548638831083,-0.00505647748222861,0.0373151241144556,-0.192917377324923,-0.00144857654628274,-0.00174278146288663,0.0250169942970972,-0.00886916516017603,0.0027258620282347,0.0200140118947215,-0.0135225367074847,-0.176858066197711,-0.00560902191666641,-0.0012056739900355,-0.0139912297076229,-0.000434824192934489,-0.00339804050684119,0.00482770567807228,0.0068034198167469,0.0291477397843459,-0.00100371254577888,0.00982143625804147,0.00114399706061723,0.00142743778837985,-0.0280247077688892,-0.0372212133861684,-0.00612023775565255,-0.0834414760306339,0.00182964549101925,0.0116317973993282,-0.0154990580474519,-0.00743605967951644,-0.00636646865740628,-0.000974187061410489,-0.01025035767114,0.00235267231998668,-0.0147827765777287,-0.0231781071828179,0.0223056439122694,-0.00698335350237772,1
"GSM748169",0.000394236730221794,-0.00200399693013091,-0.016599364416978,0.0701448749016019,0.00320142703399252,-0.00542215250614146,-0.00595766950610764,0.0388663574190258,-0.194734208085959,-0.00188941009921147,-0.00154375987477635,0.0266867772711205,-0.0093796236262752,0.00273762332653218,0.0175806660364724,-0.0137798256141304,-0.179550502826522,-0.00552656439372587,-0.00115859270271517,-0.013559177517863,-0.000413124758243961,-0.00335249887533175,0.0048079593596059,0.00785219168098552,0.0278049309277263,-0.00100333621128588,0.00934216471902499,0.00132506689401291,0.00146788542594829,-0.0260883913043569,-0.0370271481925558,-0.00738896029281032,-0.0812003045188682,0.00184972536110946,0.0114533049380144,-0.0160182168627885,-0.00855422386977586,-0.00642045908990791,-0.000939288378230738,-0.0124627607661726,0.00221058578263744,-0.0140517618747372,-0.0216490513204582,0.0218999714257839,-0.00761049413280092,1
"GSM748170",0.000365800600172609,-0.0019037432424498,-0.0197551264801945,0.0617291829837606,0.00173124302446039,-0.00368366399805081,-0.00755082288725367,0.0399136550701847,-0.221281870470766,-0.00185074849310615,-0.00190293268604453,0.0238484370658381,-0.00956714511006689,0.00289375152453334,0.0309225872319613,-0.014127635555118,-0.191745343102926,-0.00555825110974468,-0.00129044960123834,-0.0137635591142764,-0.000519850886949381,-0.00394273990065483,0.00504398356087805,0.00692426103758716,0.027937391634004,-0.00104891913000974,0.0093079431020046,0.00144406576492617,0.00157943642617603,-0.0299451901170257,-0.0383622968954622,-0.00645575841164083,-0.103740921897005,0.00186788655297913,0.01175587138142,-0.0162182121696393,-0.00793648595993203,-0.00415321050541419,-0.00100129450778311,-0.0171452374234337,0.00290821496322633,-0.0140702989690718,-0.0224248754443102,0.0232067081922451,-0.00883488728202422,0
"GSM748171",0.000405429700982069,-0.0022229876765524,-0.0197169072492856,0.0673755996990698,0.00325949738984468,-0.00537824664910464,-0.00618588789187358,0.0387353835418764,-0.168008729189921,-0.00159070261958931,-0.00166954001669502,0.0239010009576797,-0.00941858241859446,0.00288478447896141,0.0223069070533611,-0.0141489964119006,-0.178347321702216,-0.00554708441944016,-0.00119724719690956,-0.0155402653751056,-0.00052371706332802,-0.00331717720679695,0.00463764212044465,0.00651206565393831,0.028944046036699,-0.00108245067429099,0.00951840088009809,0.00129770846629954,0.00138845666638342,-0.0279775229675735,-0.0377120490777138,-0.00721178915373769,-0.0838748039617226,0.00189949119366645,0.0111189916532847,-0.0165898639452073,-0.00826863626212544,-0.00561052385943726,-0.000995929835977039,-0.013037776891003,0.00261662551168339,-0.014245363066011,-0.0245960491227767,0.0230823525304675,-0.00721365311408728,0
