"","AGRN","AMBP","ANGPTL4","BEX4","C16orf89","C4BPA","CCL20","CCT7","CDC42EP5","COL5A1","EIF5A","FUCA1","GAPDH","GHITM","GJB2","GPI","GTF3C6","HSP90AA1","HSPD1","IGFBP1","KLF4","LAMC2","MAOB","MDFI","PCNA","PERP","PFDN2","PLAUR","PLP2","PRPF19","PSMB7","PTGES","PTTG1","PTTG1IP","S100A11","S100A16","SEMA4B","SLC6A14","SMS","TCN1","TK1","TM4SF1","TOMM22","TPI1","TSKU","class"
"GSM748091",0.000387991114127226,-0.00215276588429391,-0.0179683544752325,0.0732439423206546,0.00206276789100763,-0.00468654635548085,-0.00856603867309598,0.0414978392963485,-0.141181306677688,-0.00150704264069547,-0.00195697295907599,0.0234616664145542,-0.00987695761012763,0.0029674540977063,0.0253285607712256,-0.0162257806529501,-0.183047816741339,-0.00562720994516329,-0.00142282190054586,-0.0150725090736166,-0.000466931007096452,-0.00370350476239337,0.00490340521863845,0.00706666020778709,0.033129475730311,-0.0010512249351756,0.0103370574020646,0.00125391100678395,0.00130433521094963,-0.0322793153270736,-0.0395305418109894,-0.00818451632580458,-0.11458013026088,0.00184466838550567,0.0117883398415741,-0.0149380207406705,-0.00839463661985942,-0.00589136766537674,-0.00109617998946753,-0.0189885600936924,0.00322059646107895,-0.0135702289283142,-0.0256927257781514,0.0239516148680232,-0.0100040716995336,1
"GSM748092",0.000404002040482153,-0.00261663704756068,-0.0186771199368213,0.0658532070914826,0.00203688198561771,-0.00493260351791424,-0.00760836163894765,0.0408651031939722,-0.147173180336345,-0.00149882237557247,-0.00182172441378861,0.0242809887075154,-0.00963986687794209,0.00295609273563091,0.0193464613967154,-0.014218681822292,-0.207422659867872,-0.00565519231000193,-0.00144208898740292,-0.0147544472902765,-0.000366970478704492,-0.00259328097635877,0.00509984662779066,0.00894075630432073,0.0340278794824792,-0.00103274796895317,0.0105480046741519,0.00125008369509593,0.00145036975814859,-0.0313439457928818,-0.0396118265138341,-0.00597910007680587,-0.105716605523192,0.00168914134378708,0.0103860886049505,-0.0127944100530258,-0.00815138641846765,-0.00310335580845151,-0.00110674798681973,-0.0101505755629837,0.00282899530004531,-0.0129739338160584,-0.0246948718280221,0.0216986719145304,-0.00697523782681185,1
"GSM748094",0.000406555801663729,-0.00222588273219345,-0.0219828271201519,0.0778469477667328,0.00307446280006283,-0.00515255675243446,-0.00520820817700811,0.0387254760181487,-0.213463615834641,-0.00154150261964388,-0.00170245035840278,0.0248968006025228,-0.00972907115585903,0.0028215224866155,0.0326826523127045,-0.0149400899217845,-0.190049789042368,-0.00544815231402372,-0.00122940325228468,-0.0134434954403859,-0.000441502148220312,-0.00333998243300432,0.00486085934469484,0.00619790330945339,0.0271098925828693,-0.000993740593005602,0.00921066780226931,0.00145146096074464,0.00170627657167844,-0.0275952364399857,-0.0366540970315827,-0.00673298095681186,-0.0996572804293695,0.00191737373374138,0.0115872795035648,-0.0160392940482427,-0.0090388675382042,-0.00506015176762273,-0.000978319572425394,-0.0102259080492649,0.00256366464244048,-0.0135854208637101,-0.0231186023479792,0.023369890724822,-0.00793320729201342,1
"GSM748100",0.000390909363859279,-0.00211433426090738,-0.0211868339958893,0.0494479823315963,0.00199319658292033,-0.00483886013686933,-0.00960587053770536,0.0386563201451548,-0.154850297448059,-0.00144079625337607,-0.00179166201435823,0.0230823428760673,-0.00913052771681036,0.00242174793566519,0.0249292423828682,-0.0150015047424745,-0.195473323013606,-0.00544988500932367,-0.00122412571447624,-0.0141071054931607,-0.000366458866693672,-0.0033246085692163,0.00502263622073957,0.00730465875068599,0.0323148448207603,-0.00104131614203738,0.0104965048989338,0.00119098778328485,0.00149941533367801,-0.0290645381337012,-0.0391708352136207,-0.00637959054990481,-0.092350105369598,0.00198823971557594,0.0114521622163347,-0.0126803949184383,-0.00833495676762927,-0.00562355170209483,-0.00103041918630317,-0.0112584616503016,0.00262028419179009,-0.0133809888546718,-0.0196560886573517,0.022059899986617,-0.00845383826441909,0
"GSM748101",0.000390967470656687,-0.00194397967684243,-0.0197453774903266,0.0704528402782432,0.00271552063832819,-0.00427476510883208,-0.00707402014841011,0.039227597646502,-0.184977634961567,-0.00147031371119683,-0.00158716131974149,0.0248473314374456,-0.00941821121119189,0.00288393383706272,0.0274288673881446,-0.0137891100455024,-0.195064110741502,-0.00555067589127123,-0.00119612222947464,-0.0156102257499311,-0.000461321166191915,-0.00357558304605486,0.00479847056822324,0.00662822556393124,0.0293572943631289,-0.000996320398590274,0.00941057813118427,0.00129875456464129,0.00143597870597145,-0.0280594249033259,-0.0376615637401031,-0.00642177628107654,-0.091881723273246,0.00184927286522996,0.0113152957485701,-0.0157639686644321,-0.00790029353984193,-0.00686591447143225,-0.00103210162230158,-0.0200991746313164,0.00261117021182601,-0.0135788635627846,-0.0243434196004943,0.0228414593990891,-0.00778268293203138,1
"GSM748102",0.000376518934039431,-0.00204950251093284,-0.0213768869181967,0.0679013505772848,0.00234076055190181,-0.00438271177550861,-0.00749969528379613,0.0403582629279409,-0.176263044263668,-0.00164601145778832,-0.00179109923305356,0.024116529152278,-0.00944650410301488,0.00296352198237763,0.0263802648355267,-0.0149869205043925,-0.185723162572089,-0.0056032036866999,-0.0013614082161074,-0.0136701696860131,-0.000401893566541457,-0.00183941841060227,0.00500728418287282,0.00700058674573202,0.0311584809197211,-0.00102927005329462,0.00941983111456739,0.00123773053799684,0.00148961951449215,-0.027894128140407,-0.0379066773123939,-0.0064379047139142,-0.103560085508345,0.00181123451234932,0.0112792299451759,-0.0133439085351305,-0.00771722618994368,-0.00319642870722004,-0.000984936567563237,-0.0106169364956061,0.00259450623580432,-0.0120885988686357,-0.0244262857486639,0.0226167336386615,-0.00722383341840899,1
"GSM748103",0.000382121012550326,-0.00193681871482694,-0.0162954323081463,0.0747663172681681,0.00326629978490975,-0.00540478769600749,-0.00466006112846514,0.0381492488528078,-0.192487267446929,-0.00169241581569341,-0.00194542470907084,0.025948325877777,-0.00929825970667948,0.0027282444829963,0.0222982817230619,-0.0138837790660142,-0.190415702201065,-0.00560366258843105,-0.001218551823049,-0.0144606025450924,-0.000547479174546114,-0.00324575056600992,0.00464334349457883,0.00674684760651479,0.0280062730527363,-0.000902922536485413,0.00921433872411404,0.00137971698080631,0.00139410437152771,-0.0260058411965113,-0.0362985978142961,-0.00662354563027579,-0.0877787216720503,0.00186249904963143,0.0113336064234104,-0.0156019674307535,-0.00784053532933343,-0.00657633552623716,-0.000973128178865193,-0.0160474494989931,0.00235177759595024,-0.0140744471451405,-0.023621166897433,0.022351075716522,-0.0078820486452354,1
"GSM748104",0.000395903363493365,-0.00228460725718596,-0.0198972847930178,0.0700404161173528,0.00373165853471458,-0.00511473856537126,-0.00568093756992566,0.0396910319182124,-0.172803549650568,-0.00142025015781985,-0.0015003306176249,0.0279973338891259,-0.00887936367022546,0.00306835306094022,0.0173815976407922,-0.0138804880722913,-0.182715619400704,-0.00548890111928822,-0.00124168993003934,-0.0137302683862806,-0.000509939940973684,-0.00271765048228301,0.00452105200698279,0.00695362227644445,0.0270806152222489,-0.000965089596039418,0.00989279796991518,0.00111170996110237,0.00147243591056034,-0.0279766699008805,-0.0366847477999094,-0.00755663246897317,-0.0828128799292554,0.00183715536706333,0.0112087962179302,-0.0154914699881993,-0.0071807202799841,-0.00578002434028789,-0.000988405861279895,-0.0182185400725012,0.00253341415020732,-0.0137561804514419,-0.0244895463262465,0.0218526648526931,-0.00696223991666006,1
"GSM748108",0.000387845653013429,-0.00209729647491496,-0.0219348337886751,0.0733347330219008,0.00311840380886522,-0.00495662121485814,-0.00751208654387972,0.0380064780136287,-0.197691750804121,-0.00157778501552861,-0.00183698550554866,0.0258484534376608,-0.00960188590379737,0.00288968058636889,0.0222493275298117,-0.014351673599795,-0.180609265008306,-0.00548822907983724,-0.00125596208103481,-0.0139195664151123,-0.000401652352716641,-0.00328621822900793,0.00503633157516347,0.00659600896117638,0.0296128094096462,-0.00102950369402106,0.0092592208328821,0.00142244736324055,0.00143666880265253,-0.0285848307578492,-0.036828743293511,-0.00713713001054388,-0.100859360220089,0.00184880900422851,0.0114341714357967,-0.0146435777262893,-0.00820256623923907,-0.00689629712731353,-0.000911915065111862,-0.0115070220101218,0.00287799547563896,-0.0132785042642541,-0.0227365528438878,0.0240106655592951,-0.00775492835036986,1
"GSM748111",0.000419026422380536,-0.00196197920828969,-0.0223636043947583,0.0599389650217549,0.00232423999256084,-0.00336849703804481,-0.00595825162756569,0.0404997554894587,-0.173331060836228,-0.0019341581147223,-0.00176171193972851,0.024972331264918,-0.00983365379797408,0.00290527276277667,0.018743600908819,-0.0149741601380782,-0.197377034766311,-0.00582214814762903,-0.00132048788864658,-0.0144088301215194,-0.000527976929784065,-0.00319852314801631,0.00500957026645925,0.00711736532000341,0.0308168106652587,-0.00109981817075724,0.0103482332748696,0.00138447189454971,0.00135422913548981,-0.0285204990967644,-0.0383292715517589,-0.00830070506789976,-0.0927754469708181,0.00202751305478171,0.0121555844737013,-0.0171689108489325,-0.00893077800149719,-0.0039902105277891,-0.00105363495724481,-0.010373037237644,0.00316822145186631,-0.014773105449447,-0.0253399756792084,0.0236114497109933,-0.00859687371192045,0
