"","APOL1","C16orf89","CCL20","CCT2","CCT6A","COL6A1","CXCL17","CYP24A1","FKBP4","GHITM","GJB2","GOLM1","GPD1L","GPI","HMGA1","ICMT","IER3","IFI35","IGFBP1","LAMB3","LAMC2","MARVELD1","MDFI","MRPS12","MT2A","MUC13","PFDN2","PFKP","PLAUR","PMEPA1","RHOC","RHOV","RTCB","S100A10","SELENBP1","SLC7A8","SPRR1B","STIP1","TCN1","TK1","TM4SF1","TNNC2","TOMM22","TPI1","XRCC6","class"
"GSM748113",-0.0130582283705048,0.010762601255489,-0.0223713392564762,0.0033335814310317,-0.00197229305831536,4.55705791743428e-05,-0.00733493275777008,-0.00240576166939649,-0.00387908376189908,0.0108678637292533,0.0191094949792697,-0.00675647862101319,0.00427465167371641,-0.0200169226008555,-0.000559875283672816,0.0315884316113974,-0.0782427548171289,0.0114556770744385,-0.015248101827765,0.00298936731341866,-0.00490116006913094,-0.0418015351868445,0.0034502433849245,0.0311890251320327,-0.0194609446622025,0.00349203499359267,0.0415384087682904,-0.00342915603518226,0.0220796358843801,-0.0056114463479301,0.00894673033256509,0.00450256203564716,0.0154421565947655,-0.00603191653642767,-0.00612063178751989,0.00135177172756111,0.021445626872967,-0.00769289664842181,-0.00754940386036868,0.0174402182939932,-0.0117949400660605,0.0705403854162239,-0.027699406068758,0.00131428587768206,-0.0361778388312901,1
"GSM748116",-0.0150154994675569,0.00973470066128913,-0.0160350829291032,0.00335574711354102,-0.0019784673565333,5.40479027422008e-05,-0.00588378081758104,-0.00423683404208894,-0.00491026458753895,0.0118309016099661,0.0198574645044444,-0.00630929492373382,0.00446139800930214,-0.0183541898534833,-0.000572879284897589,0.0322040831889439,-0.066696935631544,0.0112961045893831,-0.0154602091657468,0.00327074504853499,-0.00573176471903146,-0.0522685375938389,0.00328958998944908,0.0273383792689516,-0.0182770009203398,0.00331516031425073,0.0365241990230959,-0.0033368264453153,0.0224125225732777,-0.0064207115866164,0.00863485380561681,0.00403233648520921,0.0171852554572986,-0.00576763058420246,-0.00565414020806198,0.00119159801780698,0.0229412991590316,-0.00840825512827812,-0.00688625625792906,0.0169327448152646,-0.0122677625891104,0.0979957790989067,-0.0302105345780951,0.00139707291513705,-0.0384229098146137,0
"GSM748121",-0.0144004689277099,0.0156321497196735,-0.0220673120168145,0.00326944562281373,-0.00195451226006346,5.28672815184897e-05,-0.007650150934605,-0.00576414329836631,-0.00388563704983576,0.0120609957316635,0.0163054200146178,-0.00611539402756695,0.00455198814055187,-0.0168680031336464,-0.000533620014915193,0.0298485769094628,-0.0636959278398224,0.0112579122468146,-0.0151786252108874,0.00302767998845135,-0.00359575004144167,-0.0491239436820573,0.0036884512369762,0.0272968288045239,-0.0166605625975842,0.00362407991990686,0.0368108606279568,-0.00347291909799997,0.019351098809915,-0.00542967924879026,0.00830155332443768,0.00442533192813448,0.0153589590066875,-0.00569255384062242,-0.00712882442592206,0.00154157404496337,0.0211622779458385,-0.00806822819663882,-0.00841775995393049,0.0134877088080548,-0.0114516533832871,0.0825449886372966,-0.0299131551073315,0.00130913971462372,-0.0370276065411645,1
"GSM748122",-0.0143046784789275,0.00953391545842761,-0.0235388852621733,0.00308806216792554,-0.0020501930019894,5.93980028364583e-05,-0.00562601702524711,-0.00620814692164809,-0.00424692095450583,0.0118268076429195,0.0186367129665942,-0.00656245696015532,0.00454374902778162,-0.0167485319856838,-0.000549069920332334,0.0295565487863419,-0.0632178820877755,0.0113719044165803,-0.024699746243555,0.00343658621748511,-0.00495854968333418,-0.055569982350802,0.00330565926614175,0.0275878193270225,-0.0177540022028963,0.00613578436056602,0.0355201656671806,-0.00408130688885395,0.0172067150692371,-0.00646033758988279,0.00832032120642889,0.0048172662663739,0.0157893138094579,-0.00615546217401257,-0.00646077536285734,0.00136400734445364,0.0399754664795588,-0.00738580960238926,-0.0109101092126328,0.0129387658466917,-0.0136175056021954,0.065429890814024,-0.0280409299674848,0.001371874467948,-0.0386775573031709,1
"GSM748123",-0.0142873561991633,0.0107360876014773,-0.0240710362293824,0.00290572167958962,-0.00204482956427807,6.09139447004704e-05,-0.0076664713071918,-0.00420028683663746,-0.00396082573250032,0.0104922769965747,0.0179043196533662,-0.00655629434923006,0.00453983269213272,-0.0178455772140096,-0.000542392669372392,0.0335521126607728,-0.0674714513215701,0.0117343921386094,-0.0142972774942218,0.00282970641564905,-0.00480822339979137,-0.05201725514421,0.0032735563608607,0.0266306919518256,-0.0182256363226897,0.00347332703954763,0.0360029407733877,-0.00347074095606401,0.0223950144041984,-0.00587736771827783,0.008513763739089,0.00593335242231591,0.0160515099296563,-0.00603299119596474,-0.00665352053243058,0.00137868228260597,0.0249593205749018,-0.00707976500303066,-0.00695340177251164,0.0167561044918279,-0.012233607283652,0.0697833449156783,-0.0275368291820684,0.00143978734266168,-0.0374774966552294,0
"GSM748124",-0.0153622958051432,0.0126634627170742,-0.0309799588293859,0.0029504175425681,-0.00197578795940653,5.09368355651886e-05,-0.00759233554746126,-0.0057106483870579,-0.00388206700247987,0.0115162517154081,0.0185159931387124,-0.00670176876451474,0.00435603409751607,-0.0161661341045047,-0.00053140917606989,0.0290449061904455,-0.0695845767096751,0.0123134134384946,-0.0147857951508158,0.00300688118996699,-0.00400795223639168,-0.053134978495602,0.0034626854965183,0.0253373004152904,-0.0166930103688808,0.00445659462108576,0.0360282149875613,-0.00360917461105983,0.0241770942482657,-0.00584948058691086,0.00817827717067023,0.0047137581876079,0.0153153710111008,-0.00535025980801711,-0.0069711792438477,0.00160902693662346,0.0210908130917886,-0.00757771621619291,-0.00806891555065073,0.0152598751750746,-0.0112395127284701,0.0710287991138096,-0.0281490233727964,0.00130066449532841,-0.0374490285448681,1
"GSM748125",-0.0155554901589718,0.0115061975211183,-0.0315708462642239,0.00277472686750518,-0.00194631731839242,5.59724488083517e-05,-0.00757350092419405,-0.00316560141276904,-0.00389463387792264,0.0105258602822906,0.0160478465542903,-0.00621203354449715,0.0044881044676543,-0.0179250561270843,-0.000508617565389507,0.0305016154881978,-0.069135874718754,0.0117814832369683,-0.0152238999502469,0.00262607159577151,-0.00418132049270225,-0.0524433360519153,0.00310154862717146,0.0240623289065904,-0.0190333772965612,0.00358903587835978,0.0347380037178646,-0.00375196820304645,0.0235048868339529,-0.00519679769955015,0.00873499709827527,0.00461679151207492,0.0159061627975752,-0.00607486328541568,-0.0066606282887489,0.0013042060655728,0.0226574047138705,-0.00691940919160277,-0.00671143794870909,0.0143219889707128,-0.0124496039725759,0.0853676139652293,-0.0266800065996662,0.00134033363371329,-0.0382084153546785,1
"GSM748126",-0.0141289477047996,0.0156192663363811,-0.0263116132268729,0.00294734523377925,-0.00192937699760207,5.59295729661694e-05,-0.00828617778257205,-0.00555299263142019,-0.00354960115870902,0.0104356770364627,0.0147046019476088,-0.00632091377102837,0.00482758898094373,-0.0173294995755616,-0.000520360998313607,0.030679969472319,-0.0668062521055989,0.0112852177613948,-0.0150508636511807,0.00335865217504201,-0.00494734632555749,-0.0493438247970157,0.00348435771368656,0.0247016617227828,-0.0171604937035934,0.00580142023732469,0.0366699954946402,-0.0038254351317964,0.0191771417971585,-0.00542132775525972,0.00832227336899153,0.00502261517941044,0.0149142330692106,-0.00583140376802167,-0.00719280630607373,0.00155148454084591,0.0210754487438234,-0.00731529777364554,-0.00977862739805626,0.0157775198417823,-0.0116693644051368,0.0781843191471894,-0.0271145517214725,0.00134306604731787,-0.0373717879419219,1
"GSM748127",-0.0151027775236293,0.00802360892858498,-0.0162656475829017,0.00328975903494465,-0.00192866213002436,6.42544417900714e-05,-0.0051150585549273,-0.00376400622040621,-0.00423859466857919,0.0115783165345769,0.0220631524018084,-0.00682589417469392,0.00372570589980447,-0.0177854197437472,-0.000534080194392797,0.0304985949414476,-0.062507653335799,0.0120503910114759,-0.0143822614008606,0.0031900307319567,-0.00559686790885956,-0.0583057872170785,0.0035361460923193,0.0247674003247746,-0.0190797744104539,0.00351464561327723,0.0343930053376409,-0.00351977669710028,0.0215427044883717,-0.00601407240683031,0.00841216278504229,0.00551615079674641,0.0154475892839784,-0.00601140235686087,-0.00527024538142203,0.00146635336402731,0.0233010853870095,-0.00763179416080058,-0.00774342869204521,0.0145782309024979,-0.00996783430614972,0.0643728175833908,-0.0277325707258574,0.00136476171929105,-0.0347272278497668,0
"GSM748128",-0.0170137264533215,0.0132801557453975,-0.0335409564180441,0.00309440681008066,-0.00192264527505042,5.98749186681989e-05,-0.00773923875306443,-0.00343612144101303,-0.00395289458829481,0.0113996055261712,0.0200188577813312,-0.00665614110514601,0.00467124497668141,-0.0162817633412859,-0.000537179505707759,0.0299391496158333,-0.0684067708589755,0.0120334796080162,-0.0145489550751755,0.00318522774024815,-0.00457469777647381,-0.0510157119161714,0.00323519538256867,0.0247025366531981,-0.0166741279567105,0.00766719356559994,0.0361553409220608,-0.00406787473303227,0.019942545964557,-0.00587163846200932,0.00827630287463486,0.00497235308206163,0.0152138757957389,-0.00562045598672408,-0.00709691628745005,0.00140410841867033,0.0217104617480803,-0.0080760282479813,-0.00726119556458973,0.0147192958152562,-0.0118388193370526,0.0724165105786416,-0.0265630165491417,0.00136898941793187,-0.0355839710632825,1
"GSM748130",-0.0164614805957844,0.0132596840764848,-0.0184463634314171,0.00285077487102376,-0.0019321225524393,4.9447648880396e-05,-0.00856359766233343,-0.00482180836877328,-0.00422244411474486,0.011373086520562,0.0161701495628677,-0.00691780999136584,0.00458222099776723,-0.0164842654210945,-0.00050299481742693,0.028304251648,-0.0601455854159852,0.0114339620181996,-0.017239139007442,0.00320766600261216,-0.00419366013201449,-0.0496528672132402,0.00304534209312528,0.0235347660096447,-0.01449835438038,0.00693391185457392,0.0364746031193882,-0.00309459090643395,0.0188291442663365,-0.00404426912403901,0.00858556847267629,0.00650571855014349,0.0157714208498488,-0.00606932698626073,-0.0080634003237677,0.0015060683683171,0.0301208449220089,-0.0069363304661093,-0.0187160976572883,0.0139627830802126,-0.0130039512119748,0.0686003947028946,-0.0279949052493302,0.00141723084999469,-0.0380441314975182,0
"GSM748131",-0.0159213451662519,0.0148769758446491,-0.0320331762733463,0.00289973785167997,-0.00190650670821896,5.6639580055532e-05,-0.00741450180843448,-0.00243808458251965,-0.00391701386080865,0.0112439858085513,0.0166973384765088,-0.00611151167001439,0.00483763610732467,-0.016742569464239,-0.000573519567755286,0.0306525106607604,-0.0694871473004224,0.0142991260275821,-0.0140721057565127,0.00328788005921878,-0.00445914519317517,-0.0514896696991466,0.00290921953762533,0.0244598480970891,-0.0177608173195395,0.0036888522498083,0.0358642550570543,-0.00348252575997255,0.0205615530793914,-0.00517868763196062,0.00870844939494746,0.0046610171808094,0.0161197027125146,-0.00600804404286051,-0.00683817445004295,0.00144173032316746,0.0287358242293432,-0.00695732557349925,-0.00903226867194883,0.0147930060117811,-0.0124246088323677,0.0759490939341487,-0.028008674764793,0.00136008324453097,-0.0376413318977111,0
"GSM748135",-0.0141525885432059,0.0171734781018495,-0.0175374516211122,0.00314297923674459,-0.00200240168258593,5.5929359154168e-05,-0.00704422801375893,-0.0042445272644115,-0.00408787685158195,0.0128928028845183,0.0106613735105921,-0.00686895161049466,0.00491869228509352,-0.0181478755653655,-0.000525809898766381,0.0319723272439771,-0.0620683500816855,0.0103492563302552,-0.0155188961794074,0.00346215889476884,-0.00417612288822189,-0.0504414470211961,0.00312760417713075,0.0258820948134641,-0.0157560565949492,0.00332826377261568,0.0381657497730139,-0.00339910960491054,0.0191103798606123,-0.004674045929486,0.00816427078528431,0.00441429863686804,0.0163567967240613,-0.00602571957855536,-0.00887546417174881,0.00182994120095803,0.0219722467976179,-0.00771546130789526,-0.00817117206677936,0.0126738330782272,-0.0135129258405359,0.0655615350953335,-0.028462623783773,0.00139933796561408,-0.0398845975017724,1
"GSM748138",-0.0141033127642225,0.0107807894494363,-0.0331850303157521,0.00305641891976631,-0.00202774939995074,5.79244676032257e-05,-0.00674832159737275,-0.00540649167403927,-0.00417083110529556,0.0109111432003621,0.0161809619013891,-0.00619129344982404,0.00437681560832382,-0.0192181736029519,-0.000488142922538101,0.0308462557851709,-0.0674059406458389,0.0127842744520425,-0.0142910227443716,0.00327567187372778,-0.00506361839348368,-0.0518536909511599,0.00334742838445042,0.0297300122361614,-0.0191280187787068,0.00367019112142152,0.0370067582013057,-0.00355016277049052,0.0218911879100379,-0.00541107901077144,0.00867387091187137,0.00429615942120314,0.0155652640900345,-0.00605444588811871,-0.00728640449317747,0.00136175106826541,0.0499078988562315,-0.0079487287237433,-0.0131947155027006,0.0172563258297236,-0.0106692228591808,0.0969494735179109,-0.0276462739042888,0.00140303224902864,-0.0352672461728319,0
"GSM748139",-0.0141395448516211,0.010606745950279,-0.0268908464012718,0.0031177345092045,-0.0018935488625429,5.49938903752671e-05,-0.00742125643141236,-0.00437404054999509,-0.00379069937417926,0.0115927241253568,0.0205687223600289,-0.00583879870645342,0.00396856088284862,-0.0176791993239321,-0.000548574609159951,0.0332880715057305,-0.0718821969273856,0.0118858528973238,-0.014291601112298,0.00260916753305603,-0.00370198350833254,-0.05001034936129,0.00350658996397511,0.0284218824645072,-0.0181669049427851,0.00398539609869112,0.0387397563839687,-0.00361244602589531,0.0252720780626778,-0.00609200115779196,0.00847905840768183,0.00490935687116588,0.0159444854542939,-0.00577865009563472,-0.00574042151280775,0.00138244721551141,0.0293155955793933,-0.00813671375656247,-0.00691336561698896,0.016447414732257,-0.0110592437771923,0.0714372431178341,-0.0302120393030485,0.00132154796552834,-0.0365874038911285,1
"GSM748140",-0.0127616773671918,0.0109818467117583,-0.024213452069095,0.00339040189788063,-0.00212055641401829,5.6180970661297e-05,-0.00764419182260988,-0.00581363537176044,-0.0043478404547862,0.0114088353717262,0.0156958649353465,-0.00627974958179675,0.00450146559461513,-0.0181076933399027,-0.000560901399863161,0.0313520826355836,-0.0724555925162118,0.0106646590565947,-0.0159682283458257,0.00309350443816269,-0.00485297968042649,-0.0453066377985165,0.00339441489316385,0.0300739483822819,-0.0176838629996978,0.0039721733703425,0.0412850541242333,-0.00362908902184935,0.0215378556695388,-0.00454360703003239,0.00860181543698883,0.00537674646325595,0.0156725962918915,-0.00604694780468692,-0.00652852963693625,0.00140373055752086,0.0216622926619952,-0.00838015845112449,-0.00817131605006053,0.0164686462617046,-0.0117716046140799,0.0668369037009663,-0.0303869647476756,0.00138295890196707,-0.0368604242783633,0
"GSM748142",-0.0150343899033315,0.0162410384757709,-0.0164484764859967,0.00297973732517539,-0.00205829996257501,5.82657068161122e-05,-0.00793196610136811,-0.00432386181754069,-0.00387673902519048,0.0113005674278054,0.00976421284727066,-0.00627658374252239,0.0050038224456653,-0.0159758746176905,-0.000490173211274457,0.0292728103968371,-0.0689248615912658,0.0111970903305175,-0.0159810462355186,0.00323925991072522,-0.00391809359853136,-0.0538162638608008,0.00342821671117166,0.026510360605265,-0.0199719591209886,0.0032106968835895,0.0347202721252694,-0.00300175216868586,0.0167435247227675,-0.00632974841482323,0.00865713557651547,0.00368575187983176,0.0157744213843975,-0.00587117523715015,-0.00797684072295176,0.00151520641346542,0.0200956081426899,-0.00831015286233648,-0.00753505425818653,0.0118950950161203,-0.0120206086679159,0.0735579765933782,-0.0278693974672155,0.00124538059636106,-0.0368414595297935,1
"GSM748143",-0.0145055816428906,0.0146505716074465,-0.0162025741560607,0.00303755725247312,-0.00202853046989633,7.03665696640912e-05,-0.00643569698127081,-0.00346908948947795,-0.00449579222708375,0.0107709115993349,0.0192910862168215,-0.00634883433242471,0.0048951497289599,-0.0181073819912958,-0.00056214765398691,0.0324596917833981,-0.0681151421734365,0.0117493979224912,-0.0168763738075355,0.00301340519155289,-0.00507453734587556,-0.054017164448802,0.00327914641739627,0.0299667561271437,-0.0206401211121281,0.00551936344208173,0.0360639654190769,-0.00342081781526973,0.0235779045946855,-0.00593673906436278,0.00904545779720786,0.004629410115777,0.0152258055968229,-0.00602746929050149,-0.00601902525315165,0.00126217519855246,0.0232788240236742,-0.00791273960890422,-0.0135673591090499,0.0170956275669502,-0.0141104942266194,0.0796809866125335,-0.0279562651079366,0.00130819274907937,-0.0376838720456976,1
"GSM748146",-0.015397490198123,0.0114209186101045,-0.0305005512748053,0.00301500034713518,-0.00205535458285655,5.67582607691096e-05,-0.00805453165193424,-0.0046865581941966,-0.00414661127265044,0.0116666992506361,0.0200767457536623,-0.00615219247755207,0.00430045481675474,-0.0172662963498376,-0.000526988581551698,0.0313627819476186,-0.0655866408008838,0.0124292950244249,-0.0155866613401957,0.00317979891434928,-0.00489051270418833,-0.0522388654050066,0.00328635499521723,0.0259571587566711,-0.0190599872848889,0.0035922029240527,0.0366444062221421,-0.00371065946429418,0.0232998257571752,-0.00550344606723664,0.00877001499525857,0.00527721148859475,0.0168104658792515,-0.00621419842648494,-0.00553493472117002,0.00129461308088885,0.0738878784842583,-0.00719537662324494,-0.020921308571947,0.0164118132261112,-0.0138857435198419,0.0744744123302461,-0.0302910524986269,0.00135934023510973,-0.0399217897690129,0
"GSM748147",-0.0139194588283685,0.0155121295825825,-0.0200324298759368,0.0030865297125568,-0.00203121138081945,5.61387306301239e-05,-0.00725431173002985,-0.00446454276786035,-0.00380435267204662,0.0118474795436717,0.012076246201735,-0.0061036640077513,0.00529724456543141,-0.0166124701061775,-0.000544831045207451,0.032810508106862,-0.0578456741684141,0.0113075059575371,-0.0175312255966441,0.00316777193151589,-0.00391880443786065,-0.0542186096594597,0.00322397033820164,0.0271401886623352,-0.0150175303465472,0.00367597175166171,0.0368778860469817,-0.00305785836353672,0.0178895549869803,-0.00482358929754319,0.00821399435543784,0.00399386781119865,0.0160443627970853,-0.00566312908233353,-0.00807046683327396,0.00158746274943588,0.0213545733419443,-0.00737546465224923,-0.00762068899842985,0.0143027281176204,-0.0119081837451389,0.0781505560450696,-0.0297068341172094,0.00133248995236117,-0.0393805692401814,1
"GSM748150",-0.0139413457744472,0.014945360786227,-0.0228307017074171,0.00276792460344114,-0.00186097397614217,5.66088101352343e-05,-0.00779851339335757,-0.00443052182385188,-0.00378277549967665,0.0109772105004355,0.0137718361138848,-0.00634064827974226,0.00468776679856404,-0.0154602265660506,-0.000467994503881814,0.0299750293627168,-0.0656214478561788,0.0112579014135532,-0.0149755393468399,0.00240295396963543,-0.0038826213160306,-0.054085954310495,0.00335881902421721,0.024282657943657,-0.0168346483030765,0.00313254894186986,0.0365453777190431,-0.00312319686383358,0.0220512175513988,-0.00577831158086327,0.0084898402157214,0.00398511913513387,0.0160408018327071,-0.00591879929297588,-0.00808633590216531,0.00151535810014393,0.0212022448527029,-0.00692481901885251,-0.0126795218660025,0.0122806909355295,-0.0134025771651106,0.0671979785401786,-0.0283135148716091,0.00125215210117155,-0.0371459682134767,1
"GSM748152",-0.0147355644200717,0.0130231605331838,-0.0304505409521545,0.00287480222442823,-0.00198807129460858,5.27786393062548e-05,-0.00808723448380311,-0.0030532063787205,-0.0039323616067057,0.0112400228121576,0.0120628670347706,-0.00636456288858672,0.00440861959294035,-0.0166281730636325,-0.000569521615223914,0.0303521477109882,-0.0662281612362383,0.0117274212312619,-0.0160647517216681,0.00324821875842264,-0.00411173084028745,-0.0488690590810779,0.0032968941912966,0.0252784473808141,-0.0168395970848625,0.00671450667787615,0.03666179459931,-0.0029923419115114,0.0198554899665485,-0.00447419685252801,0.00838667212752995,0.00444085869403587,0.0161348698912905,-0.00532477354575222,-0.00636733780959264,0.00149850824040812,0.0204209237881895,-0.00722319663276834,-0.00719069027695138,0.0135715634929406,-0.0125525598036564,0.0766146402496349,-0.0285132274016526,0.0013055918117094,-0.0371739785748632,1
"GSM748157",-0.0151918053490483,0.0154206187574269,-0.0215757240440743,0.00323371627820108,-0.00194216344124845,5.5632109826655e-05,-0.0072066208011535,-0.00405976145897425,-0.00409718804025188,0.0126636429309127,0.0107006887381415,-0.00629815654966452,0.0051173502271988,-0.0170120217172373,-0.000552328708764033,0.0322260637043786,-0.0593974652483711,0.0117059945184295,-0.0239431648191992,0.00326268154952527,-0.00508523366287783,-0.0503668142776985,0.00326920376867141,0.0229747427532427,-0.0150851645549305,0.00410707860928301,0.039463895807459,-0.0030091941599723,0.0218754802074543,-0.00550357977560906,0.00860572088909977,0.00470003046318551,0.016425520592436,-0.00590802326166667,-0.00827350596845104,0.00174060519368961,0.023497277934272,-0.00851876142093572,-0.00679386076904082,0.0130203764442002,-0.0134187847859514,0.0649797088322163,-0.0304670295943786,0.00134094188811003,-0.0406978617717829,1
"GSM748161",-0.0173733559815889,0.0115887456012409,-0.0291503656284685,0.00304154054262728,-0.00196950907531652,5.48703597742479e-05,-0.00781063577342782,-0.00394782319530777,-0.00410956293875754,0.0110063064007046,0.014143404266069,-0.00604739759550543,0.00460187631744033,-0.0171132328367894,-0.000593741177953805,0.0300198727357172,-0.0635090760625904,0.0111226450038436,-0.016443513102631,0.00328121165753743,-0.00394864238710814,-0.0517436986926047,0.00330903294357495,0.0237617665944289,-0.0175884523063566,0.00659860510022539,0.0384884011908464,-0.00388617716096105,0.0203355693046645,-0.00491164121004118,0.00843872163352658,0.00416327289298344,0.0166719267426659,-0.00569458396641919,-0.00690564491557829,0.00141478477794321,0.0222866332172751,-0.00728093597150087,-0.00668518809291698,0.0174026782014397,-0.0116852800234398,0.070384935341578,-0.0278936192332317,0.00136923647665924,-0.0362221263461716,1
"GSM748162",-0.0164454652843089,0.0155416334910214,-0.016940415520248,0.00297054656369233,-0.00186138367831987,6.31599372306521e-05,-0.00537595527281185,-0.00303951404300928,-0.00419344116027388,0.0113759009988408,0.0107314088263177,-0.0065087844602277,0.00483360572810053,-0.0170033509881481,-0.000492088336780227,0.0308841702162408,-0.0564235647384856,0.0131430136603214,-0.014334162491217,0.00278884390657845,-0.00379185750946181,-0.050220104712535,0.0030271899007135,0.0251432766377461,-0.0178442839879217,0.00326112746290201,0.0359468157327709,-0.00353376409353743,0.0193042279583257,-0.00464641382532935,0.00949284016980845,0.0041268758441027,0.0161782936331057,-0.00599099430122473,-0.00694058409321907,0.00134477618356936,0.0216180947801779,-0.00759325031024588,-0.0076452717121695,0.0173167678732132,-0.00961134959446868,0.0653302500756443,-0.0284404759479496,0.0013024020283771,-0.0377193888101788,1
"GSM748164",-0.0141231391060923,0.0164724991979389,-0.0169571198352456,0.00290472196218887,-0.001907913460534,5.87240565605789e-05,-0.00747828129168671,-0.00307625094905835,-0.00396766271826469,0.0111157968579162,0.0159798099320469,-0.00635510862764215,0.00514620232394846,-0.0159626173413518,-0.000469560421938055,0.0283131912707944,-0.0731375228532775,0.0107800726681851,-0.01455566650648,0.00304343955659785,-0.00418719851566837,-0.0533963652656609,0.00307982022705474,0.0261740946858084,-0.0173326818353458,0.00300268184655066,0.0358330073061691,-0.00288803182837342,0.0178426010917954,-0.0063716494662208,0.00881209460036035,0.00385559297527965,0.0160725926235661,-0.00606199872141862,-0.00853427321414925,0.00139079547309503,0.0244862105511709,-0.0072324713039557,-0.00839228878504026,0.0127951472770901,-0.0128094545276358,0.0736967698535858,-0.0297923675762434,0.00127537182853962,-0.0371631716557063,1
"GSM748166",-0.0155549101385824,0.0129713864878546,-0.0263473331418459,0.00354894255217106,-0.00196317091249244,6.19700764293618e-05,-0.00637626190274839,-0.0043442669725155,-0.00416090593284569,0.0111679327701529,0.0188506643166487,-0.00642753753516207,0.00427084120951392,-0.0172192303457855,-0.000515218436494195,0.0308549641114061,-0.0732527313126771,0.0115224013857724,-0.0144284434782344,0.00287015989027026,-0.00467275345508633,-0.0547526429667444,0.00327732233476975,0.0244830257617602,-0.0183423139346439,0.00645315366331837,0.0346483736130378,-0.00341561604395649,0.0227672934989261,-0.00529791776285349,0.00843616796993046,0.00402970324673963,0.0157847223521264,-0.00596624436410649,-0.00653296900232455,0.00155347006561533,0.0232740454372818,-0.00761139543054378,-0.0158297014197834,0.0145237682072328,-0.0128083556388414,0.0797999342214901,-0.0267916720902445,0.0013073925992053,-0.0364780993621217,1
"GSM748167",-0.0144522085029068,0.0172340164079292,-0.0196881618286268,0.00254996758410927,-0.00195937464478272,5.4595264459475e-05,-0.00647757150679936,-0.00196334774750551,-0.00389013104459623,0.0106439946512971,0.0156159212619535,-0.00625975167262298,0.00515279478589863,-0.0159297450678491,-0.000485661410413793,0.0288309309378446,-0.0714213178113953,0.0116172273202244,-0.0146699361459747,0.00296715074892112,-0.00457667602994575,-0.0548431076522327,0.00334686017588154,0.0235695128972065,-0.0176374184433356,0.0032551320914472,0.0366602746628843,-0.00307343662721419,0.0179423841693048,-0.00564887178054196,0.00827089340212691,0.00399246215081388,0.015799398516574,-0.0063650134090175,-0.00882994994629806,0.00145568607389166,0.0225615285063368,-0.00689684575296818,-0.00682518598956032,0.012867017626289,-0.0133050353585443,0.0715830403804055,-0.0278521643930795,0.0012954456132205,-0.0375585879816485,1
"GSM748169",-0.0156702391468596,0.014659741684607,-0.0231970896280992,0.00264423624053965,-0.00201697628819205,6.46259632935918e-05,-0.00666440975854473,-0.0054959208709752,-0.0043650651465376,0.0106899203785988,0.0137173045565471,-0.00657071328692419,0.00476002819236905,-0.0162328351448302,-0.000515371990150996,0.0312599009131608,-0.0645446169781611,0.0112514099228492,-0.0142169253550752,0.00308953241941433,-0.00451533794616652,-0.0568328220555074,0.00386279082260791,0.0246729852468329,-0.0176915574823645,0.00331195938398205,0.0348713075712269,-0.00348988384110537,0.0207822730327468,-0.00630138736628674,0.0084723333694947,0.00396338280869021,0.0152473351771783,-0.00604412770183817,-0.00707729415012769,0.00148908491863485,0.0299328038771555,-0.00678478562729262,-0.00829831142497717,0.0120899310915431,-0.0126470955987314,0.0688747581509566,-0.026014761756672,0.00127188535891495,-0.037101310947374,1
"GSM748170",-0.0139098958440359,0.00792758206337002,-0.0294002738993762,0.00322923483908617,-0.00220752744728439,5.98115419480306e-05,-0.00458854614520214,-0.00247010653265446,-0.00385877457281238,0.0112995725499954,0.0241273308904923,-0.00601329299448237,0.00409035345415293,-0.0166425603178393,-0.00055794758358965,0.028559559846465,-0.0746078516524279,0.0119900008445507,-0.0144312213841915,0.003005302633503,-0.00531030844373657,-0.0559655396161143,0.00340630655439835,0.0229914649760502,-0.0173617969487321,0.0081029806931803,0.034743569239845,-0.00342271761856165,0.0226486444869594,-0.00726576881234682,0.00904165531671576,0.00410726776642814,0.0160117526698211,-0.00614124717755891,-0.00598111541240492,0.0013811156235019,0.0260371672245641,-0.00708156134874305,-0.0114161318077294,0.0159053400148315,-0.0126637796563081,0.0732757095584355,-0.026947037238324,0.00134777675296769,-0.0364094176611183,0
"GSM748171",-0.013410319527643,0.0149256532319535,-0.0240856925195428,0.00310204341651863,-0.00191949400285443,5.36429723264793e-05,-0.00681174805029406,-0.00338783988486224,-0.0040484185627589,0.0112645578705594,0.0174049513898246,-0.00604653699067966,0.00506534488688628,-0.0166677237180458,-0.000541265801132288,0.0300294538488376,-0.0759976090236949,0.0114424513503179,-0.0162941146352627,0.00281460537469738,-0.00446776469523103,-0.0578481400979717,0.00320353201580224,0.0254573819258535,-0.0160893057392306,0.00327827789664954,0.0355291406926486,-0.00333959267058727,0.0203531850243942,-0.00553951741242772,0.00896076868857512,0.00456640045216764,0.0160008482419106,-0.00577423784844462,-0.00777971222030644,0.00126736299404857,0.0335509881954398,-0.00760731222574173,-0.00868118508898729,0.0143106059837599,-0.0128213436962935,0.0703254464417203,-0.0295560460646964,0.0013405545451192,-0.0369882617848494,0
