exp(coef)	exp(-coef)	lower95%	upper95%	p-value
AC002094.3	NA	NA	NA	NA	NA
AC002310.4	NA	NA	NA	NA	NA
AC002456.2	2.33235682226529	0.428750862841284	0.743746262196259	7.31417234999425	0.0936584389415573
AC002985.1	NA	NA	NA	NA	NA
AC002996.1	NA	NA	NA	NA	NA
AC003002.1	NA	NA	NA	NA	NA
AC003002.2	1.03799853656586	0.963392495049583	0.706933795060044	1.52410447688578	0.848966590529579
AC003002.3	0.740513327441741	1.35041458801925	0.486294862431132	1.12762858603405	0.16034503929511
AC003005.1	NA	NA	NA	NA	NA
AC003006.1	NA	NA	NA	NA	NA
AC003688.1	NA	NA	NA	NA	NA
AC004076.1	0.676616357959395	1.47794239414474	0.460953471092085	0.993179842584977	0.0477473707310557
AC004080.3	NA	NA	NA	NA	NA
AC004223.3	0.781716125909643	1.27923675469321	0.249442024717512	2.4497880908368	0.684404269035177
AC004233.4	1.12704137155669	0.887278874793015	0.794183930950898	1.59940563350296	0.499786737216251
AC004593.2	1.14372483404147	0.874336177930491	0.804004491422459	1.62698904043291	0.44972438663633
AC004687.2	1.11768429722034	0.894707031750363	0.751306732642707	1.66272726434758	0.582675177207353
AC004691.2	NA	NA	NA	NA	NA
AC004706.3	0.961397819188654	1.04015214101892	0.630238183583288	1.46656580133811	0.855038178908656
AC004805.1	1.03217465746593	0.968828281886985	0.606889696849911	1.75548296345255	0.906561094730283
AC004832.3	NA	NA	NA	NA	NA
AC004922.1	1.36997340672437	0.729941176297005	0.891979355464708	2.1041149928343	0.149045608332742
AC004997.1	0.881477377479655	1.13445906332756	0.619595845103208	1.25404709077574	0.488149945134548
AC005020.2	NA	NA	NA	NA	NA
AC005041.1	1.09584169540958	0.912540565109854	0.712812629559325	1.68469099956961	0.676329051553714
AC005154.5	NA	NA	NA	NA	NA
AC005192.1	NA	NA	NA	NA	NA
AC005258.1	NA	NA	NA	NA	NA
AC005324.2	0.697386839573249	1.43392439210916	0.461011172102677	1.05496012556859	0.0867615715340439
AC005324.3	NA	NA	NA	NA	NA
AC005520.1	1.05318414038475	0.949501574942708	0.74028343832995	1.49834073832621	0.772386873913338
AC005551.1	0.953403441018999	1.04887391525585	0.661112577002964	1.37492184079686	0.798818859851394
AC005670.2	NA	NA	NA	NA	NA
AC005697.1	1.79694723500929	0.556499367659412	0.948994424382817	3.40256937495449	0.0493762299448996
AC005702.1	NA	NA	NA	NA	NA
AC005726.1	1.08980565569504	0.917594797544187	0.758286451397459	1.56626346810774	0.639764948278293
AC005832.4	0.581881237675308	1.71856374677955	0.272133753891499	1.24418882228606	0.196891345314718
AC005833.1	0.917154983674431	1.09032826272574	0.632843262376866	1.32919683922923	0.649139500847749
AC005837.2	NA	NA	NA	NA	NA
AC005943.1	NA	NA	NA	NA	NA
AC006030.1	1.15343277638153	0.866977270350447	0.792291515363632	1.67918896496147	0.453916268736231
AC006059.2	NA	NA	NA	NA	NA
AC006064.6	NA	NA	NA	NA	NA
AC006254.1	1.19728525999779	0.835222844054597	0.791684968094886	1.81068487034373	0.39278911407261
AC006486.1	NA	NA	NA	NA	NA
AC006486.3	NA	NA	NA	NA	NA
AC006538.2	NA	NA	NA	NA	NA
AC006978.2	1.25640247596831	0.795923296178879	0.85960212271879	1.83636957133911	0.232609932025439
AC007040.2	0.691087049697721	1.44699571557215	0.457173435172667	1.04468298793327	0.0792757045217502
AC007192.1	0.892478704764763	1.12047491403571	0.583781605270774	1.36441133339435	0.604323203025338
AC007326.4	0.332943792878836	3.00350996591162	0.0820177632701611	1.35155562401047	0.190779178807753
AC007375.2	NA	NA	NA	NA	NA
AC007731.4	NA	NA	NA	NA	NA
AC007846.2	0.503538547444577	1.9859452768312	0.185983343793103	1.36329987186733	0.222954480564713
AC007906.2	1.09994350240357	0.909137603717665	0.730103304850823	1.65712947803605	0.648755204151811
AC007998.2	NA	NA	NA	NA	NA
AC008012.1	0.647121875310946	1.54530396537668	0.367585219365289	1.139237105967	0.155733468465617
AC008073.3	1.24396575587473	0.803880649670152	0.870877937395005	1.77688598521369	0.221099609518922
AC008162.2	NA	NA	NA	NA	NA
AC008397.1	0.876773530457808	1.14054538060455	0.609609608819279	1.26102314102359	0.48038705969511
AC008397.2	1.60180561258864	0.624295477641586	1.04687912944217	2.45088582660698	0.0294447824394253
AC008403.1	NA	NA	NA	NA	NA
AC008481.3	NA	NA	NA	NA	NA
AC008537.1	NA	NA	NA	NA	NA
AC008575.1	1.57509797932856	0.634881139537924	0.646076600312527	3.839999224991	0.282582117547382
AC008581.2	1.10655301344782	0.903707267385391	0.765359818273756	1.5998482574277	0.588017403411745
AC008676.3	0.78014936819533	1.28180581920259	0.515819350211862	1.17993447986313	0.239886269563245
AC008687.1	NA	NA	NA	NA	NA
AC008687.4	0.703379068127866	1.42170850017136	0.470018484650597	1.05260139683274	0.0863958997434493
AC008687.8	3310584.79309182	3.02061437026683e-07	0	Inf	0.154322724372705
AC008695.1	NA	NA	NA	NA	NA
AC008750.7	1.08603450251837	0.920781059608268	0.733200270773052	1.60866135444377	0.67778960202157
AC008758.1	NA	NA	NA	NA	NA
AC008758.5	0.70025482180382	1.42805157331734	0.482885253243797	1.01547274878558	0.0699132877413251
AC008758.6	1.14084322253886	0.876544629659611	0.777146150583029	1.67474709542912	0.499227374842149
AC008763.2	1.17575799825577	0.850515158292348	0.751347763652021	1.83990282175467	0.469700296904066
AC008763.3	NA	NA	NA	NA	NA
AC008763.4	0.996644698132635	1.00336659781932	0.61877197873416	1.6052773694567	0.988978539428354
AC008764.1	1.57695533587641	0.634133369062249	0.775575100064538	3.2063795384124	0.177093339774394
AC008764.4	1.04283953911599	0.958920296451067	0.640271432019842	1.69852073660839	0.865420703374074
AC008770.1	0.498515335126997	2.00595634584691	0.069631878279275	3.56901961426409	0.533821516694153
AC008770.2	1.22654845838988	0.815295957660507	0.834896834129256	1.80192457233069	0.292965438144996
AC008770.4	NA	NA	NA	NA	NA
AC008878.1	1.3306942832498	0.751487409683475	0.624625998003156	2.83489204921751	0.438914460738654
AC008878.2	NA	NA	NA	NA	NA
AC008878.3	NA	NA	NA	NA	NA
AC008982.1	NA	NA	NA	NA	NA
AC009070.1	NA	NA	NA	NA	NA
AC009133.6	NA	NA	NA	NA	NA
AC009163.3	NA	NA	NA	NA	NA
AC009163.5	NA	NA	NA	NA	NA
AC009412.1	NA	NA	NA	NA	NA
AC009690.1	0.725057157937261	1.37920161059431	0.473683339941487	1.1098297912293	0.137552554318708
AC009690.3	NA	NA	NA	NA	NA
AC009779.3	0.672069525659344	1.48794129449469	0.450867483875364	1.00179645566287	0.0505480350961686
AC009879.2	NA	NA	NA	NA	NA
AC009879.3	1.44875043461168	0.690250008634537	0.946181596353972	2.21826109266484	0.087189730534103
AC010132.3	1.04313006035052	0.95865322840373	0.734653691577766	1.48113367601814	0.812702914367087
AC010197.2	0.68669710293538	1.45624613199235	0.493736351536972	0.955070271232669	0.0294998512609193
AC010255.2	1.41151252918576	0.708459882093188	0.915034750265776	2.17736825783904	0.117850575817783
AC010319.2	NA	NA	NA	NA	NA
AC010323.1	1.02112447159119	0.97931254006843	0.723156798736781	1.4418659802463	0.905327358545407
AC010325.1	0.816333638320024	1.22498933408888	0.533881839231415	1.2482174145728	0.349329253472196
AC010326.2	NA	NA	NA	NA	NA
AC010327.2	NA	NA	NA	NA	NA
AC010422.3	1.00475511588206	0.995267388235308	0.710517786199327	1.42084105774652	0.978584659320746
AC010422.5	NA	NA	NA	NA	NA
AC010422.6	NA	NA	NA	NA	NA
AC010422.8	1.06454548393753	0.939368035549981	0.707552981375903	1.60165686132516	0.764030706498186
AC010463.1	NA	NA	NA	NA	NA
AC010522.1	NA	NA	NA	NA	NA
AC010531.1	NA	NA	NA	NA	NA
AC010542.3	1.44420967625045	0.692420232632887	0.972190220768597	2.14540482347834	0.0650032666506199
AC010547.4	1.183386341197	0.845032568982073	0.829210458217202	1.68883932740367	0.347101535792641
AC010615.4	NA	NA	NA	NA	NA
AC010616.1	NA	NA	NA	NA	NA
AC010619.1	NA	NA	NA	NA	NA
AC010646.1	NA	NA	NA	NA	NA
AC010973.3	NA	NA	NA	NA	NA
AC010980.1	0.524844902593673	1.90532478272764	0.33780278188407	0.815452644416343	0.0036679334913267
AC011005.1	0.747955619011766	1.33697772244996	0.491550075282642	1.13810908825433	0.174450158436645
AC011330.3	0.4408397457451	2.26839800551517	0.109037611999564	1.78231784303366	0.310226806329971
AC011448.1	0.875223104816345	1.14256581492994	0.587226398564746	1.30446363630211	0.512804087967279
AC011452.1	NA	NA	NA	NA	NA
AC011455.2	0.692825275794474	1.4433653547834	0.414186366393886	1.15891516893438	0.183312615123458
AC011462.1	1.71648740839632	0.582585106717608	0.24024109928137	12.2640507057137	0.554637397981741
AC011473.4	NA	NA	NA	NA	NA
AC011479.1	NA	NA	NA	NA	NA
AC011498.4	1.64298712802501	0.608647495128017	1.06825361776369	2.52693429534728	0.022868839549674
AC011499.1	NA	NA	NA	NA	NA
AC011511.1	0.907611037240159	1.10179356460976	0.646689199963851	1.27380787396203	0.577776043509271
AC011511.4	1.01209366245288	0.988050846575235	0.620582184814013	1.65060101086253	0.961519940650666
AC011530.1	NA	NA	NA	NA	NA
AC012184.2	NA	NA	NA	NA	NA
AC012213.5	0.944642953088063	1.05860102669583	0.578827329968031	1.5416519964049	0.82105516514508
AC012254.2	NA	NA	NA	NA	NA
AC012309.1	1.04579160989234	0.956213446867248	0.73966754589707	1.47861035324294	0.799254176464477
AC012488.2	NA	NA	NA	NA	NA
AC012531.3	NA	NA	NA	NA	NA
AC012651.1	1.34547745804606	0.743230586302227	0.885604459500881	2.04415139364853	0.162995780187763
AC013271.1	0.649094370513322	1.54060803086179	0.266412280417769	1.58147177439191	0.373091990357099
AC013394.1	0.792442404687781	1.26192136372863	0.521024969219034	1.20524927181246	0.276567864127183
AC013470.2	1.14968709999998	0.869801879137389	0.753360410791195	1.75451272587872	0.517147244411382
AC013477.1	1.15099347080267	0.868814659133235	0.772070038300399	1.7158883315129	0.488679651148399
AC013489.1	1.00998864465808	0.990110141622965	0.681676233750012	1.49642456614141	0.960437569187531
AC013717.1	NA	NA	NA	NA	NA
AC015688.4	NA	NA	NA	NA	NA
AC015802.6	1.04790824298034	0.954282024880264	0.690699444801867	1.58985459445555	0.825809556639434
AC015813.2	NA	NA	NA	NA	NA
AC017083.3	1.06494199772943	0.939018277175756	0.687003963355405	1.65079318172908	0.776773414153729
AC018362.3	NA	NA	NA	NA	NA
AC018512.1	NA	NA	NA	NA	NA
AC018523.2	NA	NA	NA	NA	NA
AC018630.4	NA	NA	NA	NA	NA
AC018709.1	NA	NA	NA	NA	NA
AC018755.2	2.18270017322578	0.458148128756556	0.540923074301921	8.80750012808784	0.209852583893403
AC018809.3	NA	NA	NA	NA	NA
AC019117.3	NA	NA	NA	NA	NA
AC019257.8	NA	NA	NA	NA	NA
AC020636.2	0.778508162248794	1.28450804820261	0.288525626394272	2.10059316485043	0.63443305673508
AC020765.6	1.37385750082798	0.727877526888583	0.944943624910018	1.99745718456066	0.0860018665767298
AC020907.6	NA	NA	NA	NA	NA
AC020909.1	NA	NA	NA	NA	NA
AC020915.4	0.970315940074244	1.03059215941921	0.644092282918454	1.46176727858943	0.885796436725252
AC020922.1	0.429294589720347	2.32940275499727	0.136311494994385	1.35200516119901	0.202710611753654
AC021072.1	1.25291628683682	0.798137920710292	0.865375386630905	1.81400955709237	0.222072061672567
AC021087.5	0.934605916716298	1.06996968681031	0.621792628543776	1.40479024591655	0.744852088964457
AC021660.3	1.36610956684042	0.732005707501802	0.50646701406863	3.68485073414874	0.516920656053964
AC022335.1	0.905886508527401	1.10389103997761	0.562544253427551	1.4587836624975	0.688120351238092
AC022384.1	NA	NA	NA	NA	NA
AC022400.5	0.627069694607356	1.59471906966602	0.257042915063535	1.52976946202843	0.339101831650083
AC022414.1	NA	NA	NA	NA	NA
AC022415.2	1.1777293981255	0.849091481958099	0.777540119342546	1.78389063239833	0.440238849518305
AC022506.1	NA	NA	NA	NA	NA
AC022826.2	NA	NA	NA	NA	NA
AC023055.1	1.03316206947532	0.967902354862715	0.714681262129	1.49356631881285	0.862002241162498
AC024592.3	1.08718544958115	0.91980627627537	0.508178572305878	2.32589933183866	0.827304201917681
AC024598.1	0.477361764818888	2.09484729129783	0.243782524183384	0.93474401118099	0.0523132469521343
AC025165.3	NA	NA	NA	NA	NA
AC025165.6	0.955362919983545	1.04672264234122	0.678778297551425	1.34464863147799	0.79420242085931
AC025263.2	NA	NA	NA	NA	NA
AC025283.2	1.21258214214434	0.8246863987553	0.813834784299401	1.80670018020073	0.339505321480872
AC025287.4	1.21959617266966	0.819943537385029	0.796347228812352	1.86779682351473	0.360308983536898
AC026316.4	0.565174079639537	1.76936635281963	0.288393446678849	1.10759014802476	0.125647276530646
AC026464.1	NA	NA	NA	NA	NA
AC026464.3	NA	NA	NA	NA	NA
AC026464.4	NA	NA	NA	NA	NA
AC026464.6	NA	NA	NA	NA	NA
AC026786.1	NA	NA	NA	NA	NA
AC026954.2	NA	NA	NA	NA	NA
AC027644.4	1.47889805000738	0.676179132155196	1.03480789497335	2.11357050225437	0.0262369057162977
AC027796.3	1.19786751239032	0.834816863848755	0.824358221585731	1.74061050119697	0.340225900067528
AC034102.2	NA	NA	NA	NA	NA
AC034228.3	1211923.37721196	8.2513467336566e-07	0	Inf	0.263910645611783
AC036214.3	NA	NA	NA	NA	NA
AC037459.1	0.904925496848155	1.10506334884252	0.424733263290387	1.92801041411727	0.798753077180891
AC040162.1	1.02953765025709	0.971309791099224	0.674700207402048	1.57099073287416	0.892577434194333
AC046185.1	NA	NA	NA	NA	NA
AC048338.1	NA	NA	NA	NA	NA
AC048338.2	0.832073865862834	1.20181637836087	0.593234325010146	1.16707157536793	0.293056124922971
AC053503.6	NA	NA	NA	NA	NA
AC055811.2	1.33283344349742	0.750281293494522	0.885014527861747	2.00724952210354	0.167807227877803
AC055839.2	1.08782244874678	0.919267662799239	0.725336443081825	1.63146039508172	0.683820397098753
AC058822.1	NA	NA	NA	NA	NA
AC063943.2	NA	NA	NA	NA	NA
AC067968.1	NA	NA	NA	NA	NA
AC068234.1	NA	NA	NA	NA	NA
AC068533.4	NA	NA	NA	NA	NA
AC068547.1	NA	NA	NA	NA	NA
AC068580.4	1.10467365797998	0.905244723431365	0.727784471377651	1.67673801602953	0.640087345280965
AC068631.2	NA	NA	NA	NA	NA
AC068775.1	1210410.13768457	8.26166246354254e-07	0	Inf	0.348980519685982
AC068831.6	0.787208407599401	1.27031163583416	0.524389352062004	1.1817499240944	0.248909073856787
AC068870.4	NA	NA	NA	NA	NA
AC068896.1	1.73525445383991	0.576284358635195	1.12716171172365	2.67140729520229	0.0116853533528487
AC068946.1	0.985141380623939	1.01508272788891	0.657002882063169	1.47716785772688	0.942263594052715
AC068946.2	1.06645268140114	0.937688110724393	0.736197321556498	1.54485935817196	0.733076942469115
AC069257.3	NA	NA	NA	NA	NA
AC069288.1	1.27838995031092	0.782233933986093	0.599781677174453	2.72479291590733	0.508800972957545
AC069368.1	1.16986870737652	0.854796776505412	0.724904197591074	1.88796367443694	0.512151696080311
AC069444.2	1.01816830292241	0.982155894197198	0.63894930482539	1.62245531100341	0.939487081231375
AC069503.2	0.848628945957829	1.17837130675683	0.580496986027967	1.24061124390196	0.397771314034432
AC069544.2	0.804240297428508	1.24340946754026	0.527343632320728	1.226529375469	0.311514566510353
AC072022.2	1.20172650361359	0.832136095020787	0.797218656498967	1.81148117610469	0.378772821067657
AC073082.1	1.30505524426125	0.766251087375284	0.871209797410067	1.95494724191231	0.183380425149079
AC073111.3	1.15487114658061	0.86589746653628	0.759419822121876	1.75624513128704	0.500155329071887
AC073283.3	1.24950187214571	0.800318928920651	0.513073476096669	3.04294609102238	0.611353950852725
AC073508.2	NA	NA	NA	NA	NA
AC073585.1	0.930706471877942	1.07445261230669	0.517497737383342	1.67385183397204	0.812383957020518
AC073610.2	0.866755176640611	1.15372832715672	0.593790989175116	1.26520029762819	0.465446433916739
AC073612.1	NA	NA	NA	NA	NA
AC073896.1	NA	NA	NA	NA	NA
AC074143.1	1.74073362548225	0.574470433247913	0.553888655567955	5.47069076866628	0.298523869298382
AC078815.1	NA	NA	NA	NA	NA
AC078927.1	NA	NA	NA	NA	NA
AC079447.1	0.989593159737104	1.01051628152489	0.639871705472872	1.5304546418016	0.962492997412809
AC079594.1	1.37936651869348	0.724970474814184	0.439876237600206	4.32542572263667	0.560980563189621
AC079741.2	NA	NA	NA	NA	NA
AC083800.1	NA	NA	NA	NA	NA
AC083977.1	NA	NA	NA	NA	NA
AC084337.2	NA	NA	NA	NA	NA
