,SERPINE1,ROMO1,OST4,PSMC3,PPP1R14B,STIP1,FDCSP,EMC7,RPS4X,ZMAT2,TCEAL8,RNASE7,SPINK7,POMP,S100A10,SMIM14,EIF3D,LMO4,TUBB6,LAMTOR1,RPL12,GSTO1,GSTP1,SPINK5,TOMM34,HSP90AB1,CCL26,ARSI,RNF181,EPHX3,INPP1,SBDS,TMED10,class
TCGA-CR-7377,0.015158980987325283,0.011098785514727117,-0.08457424958511578,-0.06129288255844018,0.046934057109521136,-0.044160574375367675,-5.143391532307965e-05,-0.008602086492814425,-0.024146526948881416,-0.07683681053320937,-0.09334980424845218,-0.015472010562841695,0.039313084502209085,-0.065185494221867,-0.0760452666571239,0.016738291891947883,0.0233929306474284,0.04628356157586078,-0.023727865318119958,-0.003966050020541226,-0.08877244135408287,0.06738459566594623,0.039089336628789176,-0.013801380442583404,-0.039370106359680884,0.0604480291186432,-0.0004989884601219928,-0.018790900106101,-0.04507605203060436,0.01193545504043329,0.004049102129149699,-0.03373824258900657,0.03149104633440588,0
TCGA-CR-7371,0.002680927260631356,0.012497310495542863,-0.09246450312810983,-0.0671291252819618,0.04365771856979588,-0.06546691506091326,-0.0001489089567808968,-0.010236285045052198,-0.04102776574426741,-0.04991395895363665,-0.10677547227833906,-0.06401356010464473,0.004704094805736493,-0.04199159868112374,-0.05116890943898879,0.010826042261936631,0.018104605296069765,0.057592359275247584,-0.017490830085202705,-0.004575737843132817,-0.07374463263667053,0.05793274735801847,0.016307390739220905,-0.005337216439722755,-0.02883653708732084,0.05353857324248382,-0.00421865322636471,-0.004267742074332263,-0.04501021798989948,0.011373647832546203,0.0020774065323862063,-0.03772304128485772,0.029509475418093747,0
TCGA-WA-A7GZ,0.005157767936106977,0.03652174048313426,-0.11420418686802618,-0.10736963447749946,0.0700151597686807,-0.07970155802026858,-0.00012635599718774972,-0.012733890716721543,-0.029423273372497786,-0.04001975487607792,-0.1203194428265391,-0.14859252504336465,0.039388856529536304,-0.10818997180774931,-0.05215062451784725,0.006589612628345711,0.049690089126592785,0.023670479180868113,-0.007234447516938981,-0.00366746018964769,-0.1450112165659416,0.055778477554316246,0.01672241258220913,-0.005756882834713883,-0.06743081476066623,0.08139459226239219,-0.0017317725777567176,-0.0011873718924840947,-0.07383193730628765,0.02200005881768069,0.006303676890105013,-0.051485911340066956,0.022801426547181237,0
TCGA-CV-7097,0.008174370952881144,0.02415028772888842,-0.08198612048771944,-0.06298143364994899,0.040401312781280486,-0.08672057250194984,-1.5749685364743485e-05,-0.010377280426835245,-0.025131480766735284,-0.11461348900658815,-0.04703814867246782,-0.08621720711278254,0.002873619271954985,-0.07426853123004498,-0.07581074508964813,0.003725089372797506,0.041604020093356016,0.019472708714022006,-0.029202856595977933,-0.0019711998401977086,-0.10228510169511934,0.052954477900082154,0.014421976559033144,-0.003998641743235831,-0.0703589800405409,0.1128272309041698,-0.0032637644461312593,-0.016451007577465166,-0.0504286753194628,7.608435881840072e-05,0.0042457599813477,-0.05103217320477128,0.02748381525128319,0
TCGA-HL-7533,0.01034499883852868,0.02563980341194732,-0.10225279625846366,-0.06623113554121274,0.1009510966189249,-0.06911244897299676,-4.3539749050477756e-05,-0.010927619005025908,-0.02150025094218807,-0.07915038141114346,-0.06889865283419244,-0.024446182159563092,0.0006609366162812168,-0.09834397684777935,-0.13346303821111793,0.014090640417390643,0.025218827174792287,0.08295735855076607,-0.038612206309941034,-0.001710094483892448,-0.11501583878547417,0.0541647966592483,0.031056164464042035,-0.00014111799968505317,-0.02765601844868374,0.0779310216639568,-0.0006538277761598479,-0.006800084925986893,-0.05115652719996989,0.056492352948896436,0.0025959088149551716,-0.04044750621974015,0.018216820870441495,1
TCGA-CR-5250,0.0005469618748359767,0.007932442336847496,-0.08106936125667734,-0.05544268988970267,0.02336253509718613,-0.0313153922312663,-0.0031802098753621567,-0.006487757775850099,-0.0272616204694393,-0.06751234218522154,-0.08765471656939203,-0.011414462425258886,0.041816815417450776,-0.04813579709694948,-0.03221567700145954,0.01910193782038292,0.02589773163557314,0.22217675568725165,-0.00575856633266693,-0.0024700859906682977,-0.07843466031103465,0.030755270810646034,0.012547009289982076,-0.02855195869750069,-0.02731531793328452,0.05027076353390436,-0.0005060771541237259,-0.001743182504675044,-0.039503822051015734,0.06601971724465117,0.017549665080650333,-0.02405364779053607,0.01266392701182078,1
TCGA-CV-A45O,0.00036340217470090785,0.00762800782619901,-0.029041686895165373,-0.021897574301062338,0.013906184159254105,-0.014099094357481863,-4.6286165704464456e-05,-0.003093884632656792,-0.0059155810310968174,-0.028788994126403587,-0.004301586304981929,-0.090001833446581,0.10596350783051363,-0.022529229571239474,-0.027412941223759996,0.008063949905763923,0.009607214650063475,0.008279105436143824,-0.009487433147701202,-0.0009684551381142271,-0.028283900491818892,0.014727457930215189,0.010401982617298394,-0.04508931114678686,-0.009162725295044336,0.009727841216371484,-0.00023304660672364197,-0.0015102293702429635,-0.019413926975003847,0.009844174576736265,0.004054009487753531,-0.023743310897020718,0.006416323089056652,1
TCGA-CQ-6220,0.00150783935023081,0.04303027339964042,-0.06491339576592894,-0.06327106766101562,0.0427235396917391,-0.052676455923963715,-9.527489310636493e-07,-0.0069390852907769,-0.016086697212270924,-0.09287213617627586,-0.05282996867383293,-0.10358544327498431,0.026058465056893576,-0.039045294874926806,-0.05862644362768434,0.007174396983921875,0.02638848359886365,0.01516752875718941,-0.02250614284513213,-0.0026219699839512313,-0.0515637183391692,0.03194379500279169,0.022071385387032568,-0.0072562455946447516,-0.03114551809295283,0.0554161018565716,-0.0009793980555727769,-0.012049115432527839,-0.05001428460908788,0.006542876893361009,0.004666632391749834,-0.027028423651970685,0.028054165949670962,1
TCGA-CN-6020,0.005998987905074209,0.01247635451937881,-0.0807203465019765,-0.053270227629298755,0.059069889616916275,-0.06652105802046286,-0.0001766233706665811,-0.008018097913337623,-0.016628305526266957,-0.07428579816145683,-0.06474160907978113,-0.08997658047342458,0.07342950953514843,-0.05850134474677589,-0.09892847539973536,0.00952452659336142,0.02618491241409129,0.03480733143620091,-0.024864345221705084,-0.009525334525025343,-0.05056176855254609,0.03671564342297733,0.03198505941994819,-0.0008162991197418373,-0.035323509489406844,0.07700367709900116,-0.0017718955124331934,-0.013401621798472938,-0.038317770043854095,0.0037177773405138344,0.007107225404055526,-0.05961908610253321,0.013998363047675785,0
TCGA-CV-7427,0.002424004175563048,0.009705753453603848,-0.0755086690056682,-0.04983920407388228,0.032551901771993186,-0.043091165067288245,-5.353045633968087e-07,-0.007333472062356361,-0.03282028653088564,-0.07724713379279434,-0.06558162367175123,-0.10836228619256698,0.02385768279324175,-0.06982063894959126,-0.06488951842043376,0.026835104316995054,0.022642855405576746,0.02949259253357089,-0.02871775469076803,-0.0024496248457378986,-0.10223027021213879,0.04126150681241524,0.017398859976024843,-0.009953977360359809,-0.02110829931764648,0.04688462217362662,-0.001551590022379333,-0.0053195510074410595,-0.03135031408320666,0.00021241634205633982,0.01051063937821729,-0.04902757033977368,0.018666849642109126,1
TCGA-CN-6021,0.0004368607550018848,0.016297915259865896,-0.08707593625464158,-0.06181905791779136,0.02442948983751141,-0.045474882685750326,-7.786721629052708e-06,-0.00675459665686681,-0.022972089120157805,-0.04702053747267191,-0.08862048318035856,-0.07970798652495795,0.012243969355670696,-0.039278844744900725,-0.02502102038142754,0.0135653767195597,0.0166440957998774,0.05409489417010964,-0.004791838742976647,-0.002607701478834264,-0.036548594241894945,0.037469484502309004,0.023041537063909122,-0.00608556985591253,-0.027195078322456444,0.08218171944528643,-0.0055781535406970815,-0.0013285864069403155,-0.048831510313728184,0.003327717438374791,0.002890560047364732,-0.036920993882232106,0.01901971973265715,0
TCGA-CN-4738,0.011264120861897405,0.009704859635310693,-0.06553544293358023,-0.060014874211087046,0.08755327947486989,-0.16478251194159774,-0.0005713492262792958,-0.007001295574288472,-0.01474126765486889,-0.07873670372923765,-0.05519724209244776,-0.07796256741317983,0.009754602585486745,-0.05122449658301695,-0.11139284516503628,0.010491716925819156,0.02863747286192607,0.03626638555858047,-0.021554353609387653,-0.004230941831739333,-0.07709836262034585,0.0424977095243115,0.021679244015340614,-0.006817689287968395,-0.033957983553131,0.06551724620838259,-0.0005313277307965658,-0.008836404669201391,-0.042517438220331494,0.00743196401332387,0.00627463818976268,-0.0392268371946502,0.0247182215408234,0
TCGA-CR-6474,0.012179654634066095,0.01824171002761023,-0.13741080275151354,-0.060598341028612016,0.07509770435463828,-0.0738273284505771,-0.0003610838961622483,-0.009021820221682377,-0.028968750506216723,-0.05944418240613528,-0.11963542300260793,-0.030870989053080798,9.845714961904748e-05,-0.06332482241324823,-0.0847548936655634,0.00571667012261861,0.03820875591195623,0.03273180099734425,-0.027085866357269506,-0.002402881417298437,-0.06271236864106298,0.04621166174359804,0.023141460332493997,-0.00035003675663525913,-0.036112741368607024,0.08449354861727186,-0.005174746621265124,-0.012332982137732797,-0.0443387667356429,0.0003963719179973017,0.0027865827654937995,-0.025726230373071268,0.04035201794791269,0
TCGA-DQ-7590,0.0012934578466770213,0.01858947034861418,-0.106748320333776,-0.07408473370852987,0.018908445189774064,-0.029119428389817275,-0.0049938247511788075,-0.008953347472782747,-0.02749540396445977,-0.1253086259213697,-0.10758591124073083,-0.005244556434493722,0.00816817805996775,-0.08590892785467925,-0.04699348331020785,0.01944298060419394,0.02883765613946886,0.132259442705512,-0.0114826804993469,-0.002311137758521126,-0.07598220208728579,0.05784700966899326,0.006332101147238845,-0.03867088493236397,-0.021170948435262404,0.06286525003344624,-0.0011866844409567877,-0.002158472653033746,-0.0771317936489414,0.00045968105909060576,0.01673318406895468,-0.02740013511346909,0.01553399466020933,1
TCGA-CR-7365,0.010081212474528336,0.018773824434387756,-0.08900601201335272,-0.05687569455904863,0.04858708385102478,-0.04595792397660244,-1.3910244030920655e-06,-0.00762869140449498,-0.019546025133068114,-0.05639867657779324,-0.06845835398783884,-0.10366013516741879,0.011514791428888647,-0.036802063598934544,-0.10068627005617606,0.008129088792489199,0.03206544147625363,0.013025882812941902,-0.03904737277413084,-0.002927766938799302,-0.08025833257315244,0.0404298744640168,0.023708213636649076,-0.0015762482388844046,-0.03783634873490017,0.05783642539092275,-0.00048040959545078395,-0.008234365327949382,-0.03648189168590967,0.00013440436162853102,0.0027665478797978134,-0.031254225283021124,0.03000635096949796,1
