,TNFRSF12A,RSL1D1,BTG1,GSTP1,EMD,TGFB1,CAMK2N1,CIAO2B,SBDS,HBEGF,ZMAT2,NQO1,RPN2,ADGRG1,SURF4,BRMS1,PDAP1,SERPINE1,TCEAL8,BCAM,DAD1,PSMB7,TOMM7,AREG,PPP1R14B,BEX3,JCHAIN,MRPL41,MT1X,HSP90AB1,CDKN2A,TRIB3,EEF1A2,SMS,IL1A,PSMC3,SPINK6,FAU,TCEAL9,COX8A,CXCL13,CTNNAL1,F3,HSP90AA1,class
TCGA-D6-6826,-0.0992624325589284,-0.0037688334055877726,0.099265062071749,0.01653160147162343,-0.002115846071268352,-0.03727476283671968,-0.045932534494891056,-0.010975803781389452,-0.058270407052271656,-0.0111778327334569,-0.05336809952902881,-0.003143787854669329,0.010604784023601536,-0.024495557144438792,0.011109170130349814,0.013822594742505431,-0.037398490005261756,0.07173685451019635,-0.0037277396643662078,-0.004901107276721777,-0.06305921382145346,-0.06791930929289887,-0.007564795320144758,0.0012127718121361106,0.002557218943515885,-0.07243035979528184,0.013781935772573617,0.01127930559758164,-0.036555596253224576,0.06104059479251289,0.0011844890295810136,-0.013624288136855872,-0.0033114477511714045,-0.013674997530525822,-0.019389066920701702,-0.04047305466789328,0.0024101185937830346,-0.008321705697337837,-0.0067377001277358975,-0.01016478582911231,0.0012245245795583074,0.039759845971705565,-0.04763449320659745,-0.003819595228099911,0
TCGA-UF-A7JF,-0.05869205609217431,-0.0015218513239414495,0.12776734778013216,0.059270518898592785,-0.0026196682205701398,-0.02457642130342565,-0.0077913720215959425,-0.02405160297534074,-0.015218890952411744,-0.024734507526663223,-0.05502039342705089,-0.03798425426007663,0.010691643149224717,-0.02617281627297041,0.005456309729308241,0.019009222406355015,-0.032121722440745744,0.004994132321552668,-0.0038209307210083725,-0.01208694572492468,-0.040333357522127654,-0.12266140822361078,-0.007895783969920613,5.166805337963203e-05,0.003198229313057079,-0.12512828348288654,0.00582616110974445,0.05267744288378974,-0.03986893473591606,0.07052570064678078,0.0002863132504905693,-0.005529278232114052,-0.009317025173199189,-0.005510474526655292,-0.006413804671185349,-0.04290490196174631,0.0026303936816686056,-0.01510881279031619,-0.005321778105848792,-0.03076058558194545,0.0005501451062698009,0.004546017310783623,-0.0022468033002648667,-0.002455468686119711,1
TCGA-P3-A5QE,-0.035341879269884295,-0.002161189909110676,0.2327835768850091,0.01940451388495123,-0.006059293544757297,-0.016057624985907012,-0.005913316636439028,-0.00872947738794447,-0.026511609667830876,-0.007644278815025397,-0.07732377267343934,-0.000490480456335398,0.008693978717347525,-0.007479753538645724,0.005114092152608268,0.013737630939178722,-0.018901669029452013,0.003137355332733962,-0.011667572886886062,-0.006064192175818885,-0.0742322292416281,-0.06991144311419875,-0.0056711567197610824,0.0001430608283166142,0.0013524012977508225,-0.07149376184060409,0.0009183658076454248,0.01746911287323802,-0.004129162951795392,0.055468566840431416,0.1416457638041478,-0.008458781657187605,-6.668490750906917e-05,-0.005926485148951912,-0.007460019279491226,-0.06365175745230005,0.000523722884379481,-0.01287535167911423,-0.009649512616387284,-0.015392150848635846,0.0189069823679543,0.01716517860257553,-0.0025223199391768954,-0.0023343171255351793,1
TCGA-CN-6022,-0.2298294664787991,-0.0032160340872753536,0.06472344407828487,0.02050173971058805,-0.001627829229411775,-0.04820816055901813,-0.030700658326219387,-0.015969418234779598,-0.0255145267663706,-0.06591254875802881,-0.06380817788145987,-0.016448403987983206,0.019510685452510872,-0.09033004197597078,0.010197544163268155,0.014069642617297293,-0.03319233199821089,0.05272706062423286,-0.009806089322353183,-0.025818311738079365,-0.08319213411006722,-0.08010121523505387,-0.0074496685579203935,0.002846541633446857,0.0036695157809451522,-0.08695129096406265,0.0009203751720611242,0.022138682244929403,-0.012133552349170412,0.15506936609972313,0.0004339285152379832,-0.021160277122155995,-0.027071250592907752,-0.008116712726369383,-0.012301559780766755,-0.07783816547908394,0.00025019206357312213,-0.01032507272164988,-0.005984949418742571,-0.015936700296659743,0.0008543178154148239,0.02911952260618812,-0.0024889173642804355,-0.0032258610503412967,0
TCGA-CQ-5329,-0.09694337252136848,-0.004039960497051741,0.0604308607580455,0.04179136614594189,-0.0027278369705425005,-0.032234595810181746,-0.01491883185102473,-0.0209258004507944,-0.03534781164564904,-0.0030047344626866557,-0.06658840948492076,-0.006955854554920716,0.014447894041630318,-0.018172982828844744,0.0076770093472189535,0.033392481185111796,-0.02396531250235171,0.0444443056556845,-0.00792892457040455,-0.02286953464377426,-0.0857053182494836,-0.06904022133406967,-0.005943720706744656,0.0003727534936113838,0.004713383689160712,-0.0808296952259034,0.0021549732417300814,0.014545746505946928,-0.12498866840185009,0.07506629110632604,0.12631243396187183,-0.004089166976545636,-0.001112813676477902,-0.0095668557971765,-0.00587745720850289,-0.055612198028849015,0.0034508542867021834,-0.014104717490359072,-0.00852915478205082,-0.014998262433243328,0.02063939263604712,0.0480011423275477,-0.005602410158036898,-0.0032429101358924873,1
TCGA-HD-A634,-0.0037879126195265274,-0.004072254658670805,0.03282626300692942,0.016332627815514214,-0.006481337132180439,-0.01555842365444965,-0.0023953749793495225,-0.031012700503305308,-0.028017668634589973,-0.0022483898284108603,-0.0815765458919735,-0.005141654340621271,0.04018933344822916,-0.00926035783635688,0.004296931244576029,0.01594625146442508,-0.03569590958412112,0.0019118352781391636,-0.01365183722692387,-0.0009137055785170743,-0.11922101502445438,-0.15101205480226784,-0.01668818750063805,6.650854762439142e-06,0.0026577774994321355,-0.22635026249698725,3.293344682761699e-05,0.03176143403556606,-0.0013993906729779808,0.08680957798471751,0.09837020879648242,-0.015510326157224297,-0.0005085652439597552,-0.021566045293696923,-0.00018890037710752236,-0.08159359489874904,0.0,-0.023466787963916404,-0.01232843592158498,-0.036412880667810205,0.0006340814631274298,0.03160594634780709,-0.00016018172782365493,-0.0027359351411697084,0
TCGA-CV-6953,-0.023332280977084875,-0.0017864261962914601,0.09777321123148987,0.028615023062559922,-0.0020877253427127418,-0.03914335810152547,-0.006302499282856853,-0.0077728750596430755,-0.028470806622787618,-0.015113505743061511,-0.04131220940177388,-0.0026713068947613553,0.004722721837552289,-0.008044525571379734,0.003415709640492005,0.011264725548636962,-0.01881268761956693,0.0038308405488576822,-0.0010758950344756993,-0.0017741984555723238,-0.03872472056459329,-0.033989264698781836,-0.01047554742166641,0.0004178049017882049,0.0019896629804514133,-0.04733063170179766,0.001465736085157871,0.012836442757077777,-0.003909008371116038,0.036625177395659146,0.010633237862493075,-0.0014734892488114468,-0.0012167025245905833,-0.004329850843809841,-0.008805264078608677,-0.02914180518846461,0.03888758524270988,-0.009894826721339206,-0.0057941728209059944,-0.010437805356746075,0.002924304158007424,0.002486836964937854,-0.006576402128315386,-0.0009500039432286865,1
TCGA-CV-5430,-0.008492507399932571,-0.001909838101451738,0.11647540581670622,0.02784034623599828,-0.004793180508894654,-0.024894719694737905,-0.0059811043097963345,-0.010887098294611852,-0.01466185513709087,-0.007175682985927398,-0.05044375829222506,-0.0002446037647321454,0.013254100710837517,-0.016144178122047194,0.004509185684160944,0.024271984025534946,-0.03310079207582141,0.0023621219716441957,-0.021959866677939102,-0.005149501176904369,-0.07053599439933608,-0.048698852455967404,-0.004852081008464025,4.556648796141219e-06,0.0009678322738573106,-0.34641851050049083,0.01384935192573362,0.013870978502226678,-0.004073040394576257,0.12575800958397784,0.0006612505353926901,-0.004258898909576771,-0.0004664973151135551,-0.008570655329144333,-4.940385454123194e-05,-0.03732119676308806,0.00012935209517404083,-0.00807784244650335,-0.012758765086675426,-0.009331237875752395,0.004207350007189029,0.001962987860400182,-0.0003932729542459977,-0.002842620742328496,1
TCGA-T2-A6WZ,-0.09585411001243808,-0.002401908242529589,0.040287465283251306,0.05831884727789122,-0.005311872897684008,-0.019964456182434177,-0.004376796040340093,-0.01914954699267091,-0.02712829426804386,-0.01871723542299083,-0.04091860122118955,-0.009027744843127227,0.004316970375207708,-0.009263109885244881,0.005428238688191105,0.02206237718748048,-0.025330004797108025,0.006670515644931254,-0.0033226975153778007,-0.0016387541209447161,-0.1344900946179511,-0.15520750692970023,-0.013030159548467268,0.0007874546846925634,0.005727934428316796,-0.06488852553382113,0.005065341693826555,0.08656055555260125,-0.043732960756986294,0.039381140644969996,0.09529745164052278,-0.00937794628633128,-0.00018293793947504665,-0.005029997106518988,-0.002451310138103886,-0.07233781585251059,0.034658025189715315,-0.022927553511140803,-0.005877943314186799,-0.027928092508156154,0.0018434734860677282,0.01201868877755287,-0.0017283742494366993,-0.0014701437863605079,0
TCGA-BB-A5HZ,-0.05112524069906363,-0.002781823372610588,0.019880705050106907,0.02164529844920427,-0.0028976891845075388,-0.021634719818104668,-0.0028123463614293485,-0.014252089255070767,-0.026549223595320148,-0.030629430022061557,-0.045721719335601575,-0.0062253264806418325,0.005389241591678352,-0.02406715486754031,0.0035020714663568184,0.01190795805710962,-0.02887456802070033,0.0070979997161216574,-0.0032899618191639295,-0.005909871943578221,-0.05574696121449191,-0.05096972743085489,-0.006536095680523394,0.0008013486068770435,0.002391037632611562,-0.009268338369488455,0.0005067732082621618,0.01694225604939067,-0.014539716663936716,0.08085812948692014,0.014638742402298132,-0.007968250122431785,-0.004856933603152192,-0.008170394441458392,-0.019085828184422237,-0.02841146830858765,0.0029668204753577547,-0.008887671018859511,-0.0055959175546631025,-0.00939267927452837,0.005193391200360458,0.00395708553352195,-0.004734477953190643,-0.0016810454670220052,1
TCGA-CN-5358,-0.025770357673759903,-0.001577136303707294,0.053113141699999755,0.014623509246028933,-0.001193179950967212,-0.021029297692936818,-0.008799345251517623,-0.007632218169729802,-0.024596392763967072,-0.026387548318210448,-0.036269316642564414,-0.003954882885790242,0.008654733770762004,-0.01747473642504279,0.006330573630015529,0.009411381159173353,-0.01968000508346837,0.013649843149243375,-0.004819286666653775,-0.01041043131375043,-0.0487461642433409,-0.04228351055963792,-0.003916238299978298,0.0005659881275616045,0.0014383232610983507,-0.039975515400241725,0.03442041244093071,0.010281369230113207,-0.007438948611658628,0.0333815607316646,0.008110471037734532,-0.004328859667153196,-0.012334108811490916,-0.002667032515355962,-0.010951138098286144,-0.0310083605121343,0.000320823669738492,-0.006310062878661108,-0.004838235941657646,-0.010044279543116808,0.024006012033017228,0.01588938112147702,-0.005908636830576958,-0.001317435428729102,0
TCGA-CN-6023,-0.010908198809266233,-0.0022281835731868633,0.14534258096268976,0.027506183343092037,-0.00426521277775767,-0.011607678156793639,-0.002180924534442766,-0.011803647278510746,-0.01918431347965091,-0.007715617126788992,-0.055728384467947305,-0.028139018704476094,0.011973216770090805,-0.018982199870620064,0.007075991007129217,0.01119806332741619,-0.030181712059197018,0.0037296841360406436,-0.011443497484596174,-0.0012624254691632922,-0.05322577552625412,-0.07396316576013777,-0.009723189375809347,1.7587586429245123e-05,0.001258705490355032,-0.1706615955653279,0.007411628714262843,0.03266710798430898,-0.005011106055906391,0.14159666412008054,0.00863151450939873,-0.028048841879823636,-0.0007242144326082371,-0.007481265625342681,-0.001941983027075904,-0.04094536636947797,0.0,-0.009800864951156415,-0.007951776495403077,-0.01814372002891009,0.030708474559020267,0.01052234810797648,-0.005834556170671303,-0.0041068607973608175,1
TCGA-CV-6441,-0.005234503760831382,-0.0025208224379590994,0.13373744847582036,0.02813784284503198,-0.002921599891452901,-0.016873583104736467,-0.02523350527902027,-0.018016737044376747,-0.03392511751579853,-0.00189657745782956,-0.06505745449905073,-0.010205931803327498,0.01005067258318893,-0.01262562628438886,0.007858819385871203,0.013116050345207785,-0.04990183096371648,0.0008991086998100017,-0.010689943380259736,-0.017675205333789745,-0.08251533643892205,-0.04512012815672896,-0.015371848278154618,2.1346119744625862e-05,0.003301042359148334,-0.13749636648318228,8.26679120433896e-05,0.039606267169118727,-0.05267824603048683,0.036198375106461116,0.00011414117125450583,-0.0051947928469280044,-0.03775015534435034,-0.008564460849140925,-0.0006863653489184798,-0.056038666358200796,1.563242559187921e-05,-0.018894483057417585,-0.007840450950289778,-0.025495338478209693,0.00020943077965128248,0.012087460944195468,-0.009870204808049008,-0.0016111440867983382,0
TCGA-CN-A63W,-0.06483160042600089,-0.002968415227254915,0.16330136014752186,0.02977483456186627,-0.0022036870642657565,-0.03954663741003928,-0.027083421060640663,-0.013190611874573413,-0.027789496901626142,-0.02006170719096407,-0.039384498209348445,-0.004423234595116332,0.00783820262457964,-0.019739787328569493,0.007097591473079178,0.021366650919554267,-0.03972768668890798,0.02360357837283231,-0.004886949529372538,-0.006101544705883962,-0.08095765508105278,-0.12805580059878952,-0.004910812819502518,0.00045849781842937287,0.00430474540644787,-0.0667814690970104,0.0003463619445501736,0.023070045729547142,-0.033734474275585895,0.05154803340875683,0.00035820023815566677,-0.007909778166877419,-0.0105490993858236,-0.00912734242229604,-0.03744463945020737,-0.04688582113914241,0.004905241248750777,-0.011626080014437505,-0.008752966084986154,-0.013600447335976706,0.0015435088877182868,0.029223772946351916,-0.008401527105400321,-0.003055767648642446,0
TCGA-CQ-A4C6,-0.11355576362392605,-0.0022420073420956256,0.07138818337273971,0.06062757841783902,-0.0015894958747500417,-0.04182499956660708,-0.024825095073078736,-0.00951094794215328,-0.03456114706203251,-0.012828812640442066,-0.06482205211254646,-0.009976921392766415,0.00857983546437182,-0.03285553631960539,0.011224781892085492,0.03885976963802309,-0.02670962783983643,0.051269069137084594,-0.0018968100656241364,-0.0018303334382127672,-0.11554497013674665,-0.18386442057325478,-0.0031163577708310857,0.0013150287041086123,0.003072332248000008,-0.07056979813757265,0.0007807908447079237,0.024686987100407225,-0.02844618782173993,0.07163964737201199,0.02491624942697518,-0.004446388096259544,-0.0050341535717161046,-0.009506775575295313,-0.0137446253291888,-0.09834663981885411,0.014130262303818324,-0.006334959094337851,-0.006115739883827443,-0.011016307069872354,0.004807267316569281,0.0461509939491538,-0.013823732819635608,-0.005862302950803249,1
TCGA-CV-A45U,-0.05098869973478225,-0.0016387917769414085,0.17068261642180688,0.04636620047322811,-0.0034711827598572385,-0.023017131740281152,-0.030971879193223514,-0.016336680148187715,-0.01981588225617669,-0.019721784539010034,-0.07158911869611771,-0.01094059688993748,0.022861380570356634,-0.044056776634223443,0.005356546316856206,0.03512640344600047,-0.05542083483713098,0.01822913885733317,-0.012779252196247143,-0.0207264236744116,-0.07418223506837178,-0.05803387259404228,-0.008490980274497026,0.0005209254237754723,0.0020618217462534238,-0.13870996244244205,0.001706910139016432,0.02095449317239413,-0.03177921737332697,0.09698035364542922,0.000311693198425766,-0.011406243893843006,-0.0357453010760543,-0.01468806421309609,-0.00793916031882251,-0.052931424073909196,0.006704611083725313,-0.008242643533899911,-0.010925542774845984,-0.014228155088381106,0.007057798254538409,0.005490557269895075,-0.0019206555881304131,-0.003455611686793756,1
TCGA-CV-7424,-0.02759304021940169,-0.0017817391890131012,0.04811438118276162,0.0305404664343869,-0.002653135676570765,-0.018855250736320144,-0.007510888242704482,-0.011827539026723777,-0.027421248033453454,-0.003854188804612417,-0.035308434181991054,-0.022643832210652446,0.008438513087245157,-0.011267260820754106,0.004929486131492926,0.010603379327164672,-0.03253229059734428,0.004373332788957146,-0.01012070653720009,-0.019665763031624393,-0.05100615208594301,-0.047145582818035534,-0.0066341171352628575,1.6317314479276157e-05,0.0022629262912510577,-0.11557356874274806,0.008984889160363139,0.03041358305604842,-0.008301923254906937,0.050555014548008655,0.030293505855450677,-0.00795732568261432,-8.034863020580494e-05,-0.012920432789323786,-0.0007520074850880398,-0.03812953972541585,0.0,-0.010527167831828053,-0.006979557441857119,-0.01632977040807303,0.0021990588482943604,0.012925035095619037,-0.00808646965065821,-0.0016922020085010385,0
TCGA-CN-4722,-0.011591894404110072,-0.0013048330434809585,0.048457467165261066,0.028573241201351816,-0.0011017360657917745,-0.015489608167453981,-0.004866186551720892,-0.008096736552514775,-0.031483171131515816,-0.008124905277934392,-0.03001894605504681,-0.006593512816360372,0.005816120175465414,-0.015771734172538018,0.004683519750610759,0.0074208610105889385,-0.02148033895736631,0.001716920285315563,-0.002638763987220104,-0.002969088647497189,-0.04311730725063478,-0.03506719768545127,-0.007309960436568803,7.990739938934609e-05,0.0017214502805845148,-0.04876421227795811,0.009253230971384235,0.013508283381779498,-0.005471889111529589,0.033682821790066445,0.0019487684346998265,-0.003266548595973286,-0.0029322051869745042,-0.0020164590949064815,-0.0034032235329168126,-0.030237683218623405,0.04196337852177185,-0.006500967399338474,-0.0041176654567816415,-0.009318282212751864,0.000701958052513786,0.003784151574569605,-0.000801646734347103,-0.0009718451306986062,1
TCGA-CN-5359,-0.04439624809358424,-0.002225697465395165,0.03185851927468157,0.016184032141983263,-0.001900740556594841,-0.05077861383991539,-0.01999771450827978,-0.013154997390662795,-0.018410112152103534,-0.01690971636127898,-0.060262940988959665,-0.05554490138693738,0.013077683400023613,-0.05619265288525219,0.01075759702283061,0.01511621444124922,-0.015722022789344058,0.00921012515661862,-0.007235708948080887,-0.012111368859775056,-0.05867821077294996,-0.0930315565514857,-0.005442704920591679,0.00041932819538674493,0.00266650390956326,-0.0790189273835062,0.004453035516189583,0.02513166311327093,-0.011727807938717052,0.06275119806880682,0.0101283826819443,-0.013225324369795155,-0.0019261393440648507,-0.005101746527235505,-0.019149440535388258,-0.03331695030302539,0.0006447386626258936,-0.008929947461664901,-0.004964659930534638,-0.011838844669691345,0.00969322868247966,0.011132767497820042,-0.0033285458765763202,-0.00408657576455963,0
TCGA-CV-5435,-0.14057523890833626,-0.002863163266826889,0.13394476861418594,0.03072540779702549,-0.003711532893586306,-0.030304207920774366,-0.011730284954534806,-0.01643507621729588,-0.02714997047059578,-0.007876965012160479,-0.056044236407045894,-0.07728995408559758,0.025351123414884557,-0.07993062257174154,0.008248873397615956,0.016773595697077228,-0.03868379531202448,0.06810294696763791,-0.006708022381738995,-0.0645747770393938,-0.03434810596243953,-0.049732001827006184,-0.005118552694151608,6.988528934505333e-05,0.0023715979957569587,-0.08818109557109277,9.389734752575977e-05,0.012773754006388256,-0.02500994575612543,0.20142914184749533,0.06842145866622715,-0.014290699121514282,-0.007180063499047204,-0.008902567242593213,-0.0005025487457611106,-0.06236132462290891,2.1229039065260524e-05,-0.010357021629645087,-0.00955652313563706,-0.013750397865153068,0.0005615569321561235,0.018854169886605234,-0.0011696286296297832,-0.0034933322545376622,1
TCGA-HD-7753,-0.06882116640161917,-0.001499218909151442,0.08855364646613169,0.040425994858943055,-0.002228003262766211,-0.04869331616568733,-0.008043224981926556,-0.013479679714110196,-0.051934724279075584,-0.013956627313429575,-0.038126582009370295,-0.0042474775459129714,0.017512362364187493,-0.02611814796849735,0.006359685657443506,0.01893477927298142,-0.034179808174372425,0.04448666533947045,-0.010124563524912287,-0.009674203346813886,-0.10287347861723022,-0.04199170540012856,-0.00565046379410136,0.0007946077099718093,0.005470703885439514,-0.10905355170197169,0.0029530108314586236,0.0144361054517797,-0.02255994322069868,0.08514075862617398,0.00036231590538840134,-0.006088581332658048,-0.000488775123858233,-0.012864778815276692,-0.047932167159251714,-0.03069629233405527,0.0016067554964024305,-0.01004726441792224,-0.00925308047665209,-0.01801711321324906,0.004339536990372266,0.009848233295122303,-0.015334809574230094,-0.002591984037463403,1
TCGA-D6-6516,-0.030346987872448283,-0.001992851385988746,0.08628279039327881,0.03697392242726305,-0.003942434852501638,-0.038673532889594575,-0.006838835915848457,-0.008262496513432402,-0.03174350972142071,-0.010200762078265152,-0.045248955790877704,-0.004749321203097766,0.011245465830833013,-0.03303702821033373,0.006959609627309025,0.023906688204082562,-0.027686815140712424,0.01005073006483754,-0.0025265607083198383,-0.0014827263930153839,-0.048589002039261246,-0.07670198122729309,-0.003973991669696384,0.00010026273283153173,0.003376935988272594,-0.03820841889266682,0.004457392134564946,0.027861665386464802,-0.00852117457554521,0.048149873092349325,0.018851402192817494,-0.01038521188677042,-0.0034281463393122757,-0.0049472812459062255,-0.005371184086221521,-0.0363852553185051,0.008512463743833585,-0.007194336536601064,-0.0012437558630406691,-0.020634975443335885,0.0035477226963223207,0.0034253261540228117,-0.0003541765018700059,-0.0024368793052131753,1
TCGA-BB-7864,-0.028193015458822208,-0.004400923156667905,0.16474623240926448,0.038436744765559375,-0.0025699589443573465,-0.02277188824680002,-0.010397337899232499,-0.020036888752686964,-0.04543430684967052,-0.007647960224200358,-0.08362020937433379,-0.014267577549557247,0.015760247919173822,-0.01294592464090564,0.00572321372588261,0.015030812276674466,-0.033941263433515986,0.0037207565188212134,-0.0029498066705256586,-0.015655875059350493,-0.07458083935607454,-0.13020541414906076,-0.005452305678143367,5.7554679489244315e-05,0.002461297549665282,-0.030070403669766422,0.006750267445067642,0.0072847755476658825,-0.02531277873923168,0.1061440479162918,0.11734274879485007,-0.007373412358791495,-0.0011555870692676834,-0.008147418758078869,-0.0009298464639303937,-0.06256090004970766,0.06434868965128944,-0.011887710013826503,-0.004025052261234251,-0.016116668371804817,0.000406225339597189,0.03950898990119251,-0.0014000047200317938,-0.0051702475032302814,1
TCGA-CV-A6JE,-0.03146089587062312,-0.002450434037862776,0.07744489848113144,0.0405410967428837,-0.005200918886046342,-0.03300237880588106,-0.007096653630045913,-0.019873376114316395,-0.00937727765227351,-0.0054469707407168635,-0.027862513286789074,-0.004007538592458481,0.008990679581992381,-0.007351754598177862,0.004014218936653048,0.05469256381799844,-0.1630844847542342,0.004865848971830339,-0.00924675792500895,-0.004110095032689558,-0.07249659095687003,-0.14543992586403282,-0.011340106405216913,0.00012982527878913013,0.00798128856145023,-0.07069638838446032,0.0011150390896500348,0.09482380396723676,-0.05384399343950533,0.04801911710998847,0.19800173241089025,-0.004449169595696463,-0.00015742984846239046,-0.01615548155201884,-0.002585722886720023,-0.10464268218021897,0.0007574913780477329,-0.037137121556782456,-0.008575328112148515,-0.01794934098368765,0.002576184031881427,0.003449617781982836,-0.002901885410601798,-0.0014393974325936888,1
TCGA-DQ-5629,-0.01953662794008208,-0.0014170763933333537,0.09503196996577139,0.04639044858857678,-0.0035413904097102455,-0.029347407153078237,-0.003759900143358647,-0.014417610139121686,-0.05223585985827158,-0.011229302004314485,-0.048580406741875096,-0.041972435049995226,0.011348886825066929,-0.024684789172664628,0.006839460232936345,0.015167158280575754,-0.060631793805016015,0.02782813614066815,-0.008083885869649624,-0.0304729534803963,-0.07663960995544651,-0.055142559003286566,-0.012136335986654,8.489683138795388e-05,0.003708318396961674,-0.1040596956359742,0.0035294216369038704,0.023546637313661665,-0.01747988831498981,0.10670525157105348,0.05234950374458308,-0.005180703947606218,-0.001111959693809356,-0.006819963796250518,-0.01405281748624021,-0.039714172560542736,5.990720547815754e-05,-0.01203964735048154,-0.006333318963090846,-0.020586587708037,0.0020307463037897346,0.046365929106875425,-0.0017587378302022186,-0.00613802391089631,1
TCGA-CV-6941,-0.03385364468255712,-0.0033014703804215293,0.18411107220724018,0.020206696348450973,-0.0031176672452447006,-0.026241610492793103,-0.010559368683685936,-0.013245264846302889,-0.030692247521544723,-0.01235239601864702,-0.0419643754487831,-0.008341373360127175,0.010600254567315774,-0.015896436387775464,0.005720798103802324,0.01422222364313516,-0.046099260029145,0.022610962182250043,-0.005971668884220081,-0.005361612917453587,-0.059420493988034784,-0.051909242954003024,-0.004318124364524039,0.00017161516046026366,0.00256413195937581,-0.0739644127535821,0.0042085652419925675,0.01700200314116401,-0.019519329053077433,0.07709425279419299,0.015088447641928265,-0.004609508929179741,-0.006789162214940588,-0.012825651011119753,-0.004636681170778697,-0.039208645790123585,0.0002694871943177378,-0.009608784981759304,-0.007151402190426137,-0.011037916174952667,0.005735702563652043,0.013058948966888329,-0.0032313131275541565,-0.0032665621980237126,0
TCGA-BA-4076,-0.07906644489654786,-0.002028007726527389,0.1224572698885142,0.03319949892892793,-0.002307590397606681,-0.04906824709063479,-0.023577128216985228,-0.036673116276402164,-0.01205436712318463,-0.014467180638483346,-0.05547258986876369,-0.033105102277875144,0.007587488389348162,-0.031866117410017984,0.0065020561057591506,0.01358644327587929,-0.023273783122591696,0.02086661737278854,-0.01287402111149884,-0.0009706305964761561,-0.1227348889866303,-0.11562059527333425,-0.008145821641197488,0.0014233400426719217,0.0024641539912303805,-0.10000410085750427,0.0013759257632862262,0.023699660696893762,-0.037450606519263206,0.0529317014193009,0.00014226489734485884,-0.010898076040193678,-0.019302161830651268,-0.008664059926524185,-0.047875817342500196,-0.054901373631653684,0.0009256534970201692,-0.013503724326470427,-0.011200975704045036,-0.010187316138672237,0.00021203410243159982,0.011055406189334961,-0.004820631742196416,-0.0020820886634610957,0
TCGA-CV-6940,-0.04695550876626773,-0.00206290914636861,0.08678127282209926,0.05911338982875438,-0.0031806292263263855,-0.03358750314583675,-0.0140921871386551,-0.009888657514636537,-0.030111002503787364,-0.015344078212440633,-0.04030071367919878,-0.04451156711739021,0.011533635185350584,-0.028520027302674243,0.007406203876308652,0.02630502521517986,-0.03236986160349367,0.01833315024774017,-0.005545500961626234,-0.019041762554951606,-0.068845558662668,-0.07568418333403008,-0.005211947926337305,0.00029683893074770233,0.004044397031840272,-0.08188010761557997,0.0006935326672640902,0.017427644050458435,-0.01228132569189118,0.07939952722640416,0.002455407071049454,-0.0035274653366321224,-0.012119462124235945,-0.0066297541550113595,-0.0031198729672555284,-0.0551996953753042,4.713168990541277e-05,-0.014994863097083696,-0.005326661974210568,-0.019292760916442577,0.000939312143630664,0.02414826898432301,-0.0017671543752860502,-0.004533004755660178,1
TCGA-CV-7100,-0.09183361332858463,-0.002754049636428002,0.08507445939529483,0.041032338525578194,-0.003911666241933266,-0.04455303902805446,-0.011009181298820855,-0.019740130607271072,-0.03368463943826282,-0.006991964815138685,-0.13089205167616264,-0.023123609214821646,0.017287583919742965,-0.0420538010529268,0.00938686940071116,0.016484793913408943,-0.047835740740968906,0.021544539706186513,-0.012967854999426372,-0.030895257090720413,-0.08040681977633474,-0.14591279712896374,-0.006683599667670584,0.0005424780918046458,0.0036033048980853377,-0.17968804287038323,0.0001258279094303354,0.03468408640797458,-0.023262197793970735,0.13500646210361308,0.18042920521619113,-0.027415748421029198,-0.0002871609547188981,-0.012891392976389233,-0.0011543518805715897,-0.07374698981246769,2.2562263740856596e-05,-0.014757509820127251,-0.011549972390398034,-0.03159731855079339,0.00804557499623005,0.012359745595387715,-0.0813764864661428,-0.0058485781715337855,0
TCGA-UF-A7J9,-0.04394148308601852,-0.0020249789657659297,0.22589960422414382,0.023442207016441317,-0.003695774117958893,-0.047094651468571135,-0.02163830251596141,-0.0133280651344728,-0.030860075575842805,-0.0210801012237848,-0.05060570673940408,-0.007270709911789393,0.015006883358042972,-0.025947635606145093,0.008207736643699923,0.011098116962861612,-0.0467486287778504,0.014103194061366953,-0.011154174706841626,-0.011347914406857486,-0.08102399350325828,-0.08981870066711856,-0.009408736067700681,0.0002870182052808437,0.0024226846928552407,-0.1783127497240869,0.0015804388016247186,0.037058419270365746,-0.015785252043250653,0.06663847407225619,0.14701327982017248,-0.004583830448870792,-0.0016182228975321611,-0.01369119499058963,-0.0008014113396292718,-0.054600793701805185,0.00016142274149140125,-0.009066974601946968,-0.014141401546661884,-0.021823221421514088,0.004270970936505278,0.038590158335705824,-0.0018139819986048192,-0.0016876895483530637,1
