,PIR,IFITM2,RPL31,RGCC,EIF3D,GPX3,THYN1,FSTL3,ACOT7,MSMB,PPDPF,AGPAT2,ICAM1,A2M,KLK7,POLE4,RPL36AL,S100A11,RPS21,CYBA,UPP1,MT-ND3,FASN,H2AZ1,PYGB,KLF5,CD59,PFDN2,CCL21,AREG,SERPINA1,MFSD1,class
TCGA-43-8118,0.026033156386288985,-0.014327335748230901,-0.002675500571096191,-0.02333769985037259,0.1428721555262426,-7.536774771444458e-05,-0.0016076699485100567,-0.023518241777553996,-0.004936233212522605,0.0011427209611068545,-0.009633622012869186,0.02684955494710069,-0.0005243718152731193,0.033878245983641864,-0.005730118158624707,0.009297944987594325,0.0419198294640657,-0.0011107407270444947,0.025516670786717648,-0.11031946897344456,-0.06683738038124803,0.015025713766883114,-0.1670863872002382,-0.024874056267182754,-0.043559734395249496,-0.007497383237004519,-0.017735245376334276,0.001153062715502426,-0.006537798771495476,0.045617882271472926,-0.09760514523323419,0.033523697447584475,0
TCGA-43-6773,0.0071336801395311044,-0.01065204882846159,-0.001194798759553078,-0.017419821089309482,0.039454107440079676,-0.00011716588944484028,-0.000771595919694937,-0.026362489769648542,-0.0034717835903375414,9.924088823676683e-05,-0.01827548026541466,0.016460655471143344,-0.0005670794542532367,0.05739747430543331,-0.008684426469576305,0.007477748275234837,0.02499858281865561,-0.0006283758066499853,0.020489214157131633,-0.170921168821434,-0.02020006730725111,0.00694041121903716,-0.046519382388768,-0.009664232711876912,-0.04066032500263523,-0.0017668920077042157,-0.008588597371864213,0.0007375384549901369,-0.009991192124193356,0.010902802857527271,-0.01965223418877897,0.015276918048464205,0
TCGA-34-7107,0.038745579658687766,-0.003455234476615677,-0.003050617331179644,-0.008838580218186228,0.06348176318091538,-3.7410893186589546e-05,-0.0019553161629984775,-0.02205175062438241,-0.002470058133909454,0.0003999879903239559,-0.01172451890970307,0.022424905592994704,-0.00031760874733387874,0.030199926163596857,-0.004457611080242648,0.007724678638195229,0.02980072810626459,-0.0013178729320821357,0.04018114407200447,-0.08168093479629572,-0.00927538040286119,0.012290990860480236,-0.06947958615773416,-0.019644414366949938,-0.06680561085668743,-0.016567631855475252,-0.012244305492135728,0.0016840707114643464,-0.009363713308072895,0.0007860388612101301,-0.01587250380947576,0.02553725688071107,0
TCGA-85-7697,0.016401632118799202,-0.0060978062379305744,-0.0019145650839129617,-0.011061811939135358,0.0999254438277944,-6.576243028176544e-05,-0.0019197627281289365,-0.017716022684645956,-0.004292073090334309,0.243981043537619,-0.012437220542443523,0.08196442342082594,-0.00028528550608563274,0.015958061337708246,-0.015496912039177725,0.009740092437123248,0.06613658166628957,-0.0015538973898903171,0.04634419835886859,-0.0946842172051226,-0.042442737281780094,0.014346542510530665,-0.0843207055779403,-0.027678897983018248,-0.02686399336729009,-0.012484250233516353,-0.023208579376485468,0.001820043689671638,-0.005076860288118458,0.017686061814957136,-0.007447610357385489,0.02989499865837816,1
TCGA-60-2696,0.02433925507391827,-0.011117287613180222,-0.0028965884852381702,-0.0361000041869776,0.12553058400568898,-0.000218102771393824,-0.002743547634891324,-0.02342702923575461,-0.002187591563607934,0.0007903371233166895,-0.022254458414445406,0.009873853308755573,-0.0013531234003894262,0.03048247119486775,-0.0002326477006564468,0.006504598437678922,0.03254949746440403,-0.000987649911981731,0.07884967904270669,-0.14848797751388365,-0.04999378304915708,0.007285693676567743,-0.023713022849928527,-0.017597130760763694,-0.11011193035463937,-0.007920885550343378,-0.022087308129450332,0.0026881588101852964,-0.012864230581593663,0.017372366031353247,-0.04933900754493824,0.02757802512339857,0
TCGA-85-8072,0.08320539471499885,-0.007842054469794234,-0.0016339327176146594,-0.013516749204482823,0.05544130065789993,-0.00026782657899879794,-0.0014011190406381748,-0.02462518341690052,-0.005044689873079624,0.00369202660276277,-0.0294640904500159,0.03768774923022925,-0.0006713730415649427,0.03263421169947412,-0.00012315864820573464,0.020473543519935803,0.025157510431817916,-0.001346433741135497,0.03209069934474935,-0.07258846021850839,-0.03973406852734638,0.0157632332955107,-0.11455965700207953,-0.053443623771610084,-0.04097639952330325,-0.005791191861558353,-0.01929875966313042,0.002762352443836536,-0.0034376348906176102,0.001847348771536341,-0.08876828167612766,0.037173100924391515,1
TCGA-39-5021,0.024960543735157485,-0.004778557094116815,-0.002329085714431909,-0.03429912941774506,0.11028578702783569,-9.283718468147024e-05,-0.0028153955800631083,-0.009327841982157558,-0.004470662000112535,0.002241058918430913,-0.012862907897634375,0.021939707811298097,-0.00035660179351755327,0.01400152366988775,-0.00031726690792705366,0.014651407169136215,0.02133247007702744,-0.0008983281749129195,0.04108911258354315,-0.12346941011539915,-0.024219759737667903,0.01714909801165402,-0.07144699645631153,-0.02833431400518285,-0.053566928093623185,-0.007398344650321366,-0.012569231863276409,0.0019804297576918803,-0.00517313170774763,0.00876282630315011,-0.032174807117343704,0.04866377416995187,1
TCGA-98-A53A,0.020861758057926158,-0.0025482218128984224,-0.0019161748189623188,-0.016288904777805195,0.09539866984585132,-3.59275932381686e-05,-0.0036058730106292994,-0.0066097082365358184,-0.005491122605210564,0.0006276076390870259,-0.023619580903476194,0.02044632866217051,-0.0002186210889749186,0.012480518664954584,-0.00106433236367412,0.01567569592748441,0.018167137773033828,-0.0011185933379071861,0.04778869274156277,-0.07320774712662488,-0.018967899731241647,0.011700558356973912,-0.1150286125269093,-0.03979817878835993,-0.0386665948664959,-0.007931333658947744,-0.031231021819912504,0.001803803759864916,-0.004223498064947373,0.0015224442117257632,-0.007357907800344004,0.014089135337943946,0
TCGA-34-5240,0.10089197132265065,-0.003754545213934279,-0.004263038155058254,-0.06673482657323128,0.17309482533152828,-0.00023625540588625838,-0.002963128740248641,-0.0085383199882729,-0.00629801516901194,0.0007581256358067381,-0.028624710488360773,0.01575974449648853,-0.0002718715512553045,0.021303451225768637,-0.0,0.023614417752456644,0.03966423202813174,-0.0018850176237910686,0.1611296465960661,-0.08905248516540566,-0.036468376032044905,0.007160766222890307,-0.024972270797377974,-0.07202758870097477,-0.01828117648531641,-0.011590417082471506,-0.018969613468987914,0.0018971312628244283,-0.003134376889477359,0.010288381981180742,-0.00879622971299624,0.06733911680391583,1
TCGA-O2-A52S,0.03380808942253123,-0.0012092323515741812,-0.002872626357242107,-0.008610904988464656,0.11523991216839187,-3.501135939041037e-05,-0.0017200542652031751,-0.01773398983438908,-0.0035309705268701894,0.0017860900990441695,-0.008708996095247133,0.029000650746775422,-0.0006928268727266711,0.012108286150022598,-0.0001127080217736691,0.007062680628604653,0.022030083201678805,-0.0006643082423909593,0.03253664192149554,-0.11032671477701998,-0.02065690770890134,0.00795329343594816,-0.24653723448663506,-0.029415498977024893,-0.054144801162326436,-0.005590733806393386,-0.013807400591216459,0.0036035609147448493,-0.0026325416668288794,0.0007856639857517124,-0.013333052704221375,0.050658754115002806,0
TCGA-98-A53B,0.005603419423916831,-0.005293304614010411,-0.0012654772124674545,-0.0205919290700273,0.0419248769974079,-0.0001221646235305536,-0.0021298780724378673,-0.016552907887481847,-0.002595075115831968,0.001063839700090118,-0.021430825824838594,0.017724403256211364,-0.0012003480489119957,0.04374814055843655,-0.00017373615249931777,0.008538263981215833,0.026991535873443964,-0.0009152737198167914,0.038889327722465804,-0.15303962622570075,-0.026965176965875737,0.02351683607188501,-0.04623240603109199,-0.01437272426603734,-0.04746842101416842,-0.005459053770527446,-0.023818860798431814,0.0010815263188831735,-0.005306578799550786,0.00848605575220036,-0.04267104170922638,0.0277598931954041,0
TCGA-56-7822,0.0106601990670547,-0.0030535447102213345,-0.0011349690139783825,-0.025502579624045084,0.08554843719979817,-0.00026888236944927187,-0.0006765291264568165,-0.019905605565410565,-0.0033248522576491317,0.0008235567566189373,-0.016326050444858853,0.007800894933844839,-0.00035382270812779143,0.023422085764324262,-0.033591885085743095,0.008289653096315927,0.0282994737241365,-0.0009914055600825412,0.029588523289669797,-0.1147482141815774,-0.0621713085460544,0.013379148549869501,-0.05278676885017045,-0.014302355365487933,-0.0457387758762655,-0.009948844803353165,-0.07749425484378368,0.00081977682496731,-0.005780926078155366,0.01281084396578143,-0.029482341430694513,0.10790407393015446,0
TCGA-43-6771,0.006735056771226203,-0.015513951834436612,-0.0024468142792662263,-0.007580120718619115,0.06940135483814036,-0.00033181488353772615,-0.0007519369615906026,-0.02535736197884639,-0.00747408269062739,3.530969165213012e-05,-0.033244670815502045,0.020420061344561445,-0.0021229088119364675,0.010258861351142472,-0.20784289629485328,0.009142103168241478,0.04107633189555902,-0.0025572938020900684,0.051928574024795185,-0.01972509515099708,-0.25602453874556275,0.013271985291026675,-0.12139231625145333,-0.011978615145763642,-0.03521555214320146,-0.006441995571649931,-0.026759434676208275,0.0017396233961096224,-0.0002496634776638723,0.0711070142409393,-0.02658743889234359,0.019989447737340193,0
TCGA-39-5031,0.012784178785399333,-0.005211354244063621,-0.0016451126928087856,-0.03650215949928953,0.0597775989430354,-7.359262750650488e-05,-0.0023918050463853256,-0.017140592015286654,-0.00301497495484866,0.0068863242511923795,-0.01655618177580238,0.02590047965906832,-0.0006939916104250555,0.023839558567565842,-0.010651393107783682,0.027746842474149592,0.042132416099552705,-0.0011960769474921359,0.03684134862051688,-0.14565606066332018,-0.023517710769941587,0.006888559355424937,-0.03348362800217698,-0.022895265882005786,-0.015666539021330184,-0.009768981545083873,-0.013990948918872087,0.0011273823861383291,-0.016786336699349542,0.024118624781037285,-0.05854498500230331,0.03961401700307756,1
TCGA-85-8582,0.002670578165302744,-0.010691906636972127,-0.0010153706121481573,-0.014752603895645476,0.07923455511296167,-8.564123519987266e-05,-0.0013534492497676973,-0.05248080528589148,-0.007613295363500747,0.00028732155080441537,-0.024639806605957427,0.012886435905911018,-0.0007651671734694053,0.02544746390090737,-0.005554662282788467,0.007699151722658318,0.028779117941629004,-0.0008485114315975815,0.026042312568658268,-0.14857107495741945,-0.03253049270395858,0.008591898860603983,-0.13155639149110362,-0.017099962317382936,-0.027244251811462696,-0.003716275387867995,-0.021544683604771686,0.0013008821486890914,-0.02290209223035615,0.003853607249895924,-0.004788303301759794,0.02577476582583213,1
TCGA-18-3409,0.018435628109147176,-0.010524073863449758,-0.0033338859850040063,-0.04436302542970935,0.10420293561015041,-0.00015318607843366273,-0.002784843267745549,-0.04069518113025203,-0.0029663853586358612,0.003135333414041164,-0.01757108557611824,0.011861881305367427,-0.000605492786764843,0.07649778127301163,-0.0016542415637086057,0.02358240274588743,0.04284981005476452,-0.0008513672317165371,0.05017704777839802,-0.11568145533828433,-0.02901084200596813,0.0155799060657494,-0.02709663812762545,-0.02158161001243485,-0.1309280451826437,-0.0009734250474180213,-0.04287166905600541,0.0010089940092137897,-0.017352060035276163,0.004133414292058858,-0.08964487668104518,0.039073077291394025,1
TCGA-22-5481,0.017432497610869322,-0.00470305167617309,-0.0028882198782992593,-0.009767104640487778,0.15451881925933716,-6.378742258822581e-05,-0.002982755873027645,-0.006674417511472744,-0.004070960375406958,0.0,-0.012986860457427167,0.00988996811428805,-0.00023746134078761306,0.011988211876167082,-0.0,0.012919299587808686,0.03530103653168848,-9.375161984739812e-05,0.06999909261846456,-0.09109286676462952,-0.013006881677341105,0.013176900021768146,-0.047467948797556926,-0.06343571908354238,-0.03382672418350077,-0.000574148121711916,-0.0059182318954431505,0.003096639913172385,-0.004643578313620015,0.0006700898819215507,-0.010782212000648939,0.012283829370108927,1
TCGA-77-7335,0.020857996680228547,-0.011779340239426221,-0.002505727685053435,-0.020096225397795677,0.059023871693996297,-0.00012523022795315423,-0.0023297865802657082,-0.0060374441912691736,-0.003333100784480178,0.004515632537225233,-0.021519473022125316,0.012968874303972918,-0.00025509791230410496,0.045988072999983046,-1.406645498661989e-05,0.008147638356212242,0.055021293618617816,-0.002010029944001987,0.04189540745947095,-0.08967039628803317,-0.010655198096713074,0.034256635452130785,-0.009207966273275395,-0.018688807170912602,-0.020213471882121626,-0.005051841701074166,-0.022359305065058163,0.0010857428963861944,-0.0033022369242316604,0.0027960460941538895,-0.039235120623719,0.02837765443763381,1
TCGA-39-5035,0.014080696744090732,-0.005758425532013551,-0.0023504972059061034,-0.02037534346391943,0.055485262104489924,-6.566209980253673e-05,-0.002211500938961252,-0.005957727871719219,-0.004053648750063563,0.00024716784156491087,-0.013469840136313733,0.015375093502575888,-0.0007108953530553298,0.016157966082745685,-0.0059577830711510975,0.011134627832904734,0.0268375125443233,-0.0007901490271595776,0.06283875841290375,-0.09944966298193073,-0.01400357465800631,0.015174571552997639,-0.07224123974242862,-0.016616511068880804,-0.03570011626798032,-0.0026020464133100735,-0.013594732690263456,0.001996030087208505,-0.0043380543898277,0.004689392084438076,-0.01347503124467386,0.029411794087061724,1
TCGA-77-8143,0.009122415596045208,-0.002422198720695127,-0.0015051539136660937,-0.00739928225138342,0.16445098657542145,-3.0393394942827172e-05,-0.0019518562954875158,-0.009779567792940636,-0.005056789821355272,0.0018329565839250608,-0.018403881389581586,0.012651119135088559,-0.00027398507224598965,0.008567262050923164,-0.007761331896880689,0.009930927403191278,0.04424766850992137,-0.0012114311862419032,0.050940214504523344,-0.021306331273024375,-0.06203120498979058,0.05443652728491927,-0.3336689195814194,-0.05195342729477328,-0.028011437512894675,-0.008198544459847587,-0.010486539618017071,0.0019954100022815903,-0.0032828614679714908,0.001244174158942341,-0.027981414608440405,0.025552821094148862,0
TCGA-85-7696,0.0462782965047323,-0.008423217526532866,-0.005195446952632152,-0.012725455745274585,0.1325170833968773,-4.46797701090362e-05,-0.0022201346950759906,-0.02209422469101654,-0.0017288295377765133,0.000416118323000695,-0.008607102137634673,0.02485074682857479,-0.0004046224419227472,0.015165410245690333,-0.0018098985734351517,0.01090286471225919,0.059966245895476535,-0.0030188449254572028,0.061646089112138876,-0.06719996705324716,-0.017027230330503868,0.027562744095614437,-0.07135295393275938,-0.017983561969756142,-0.015896354486194128,-0.014076111868195502,-0.019354455737585,0.003936051711612256,-0.0005161335581000116,0.0014100565492921515,-0.010414689108581166,0.02705850405406062,1
TCGA-NC-A5HG,0.005185162490706826,-0.006879083404230331,-0.003099089501683876,-0.005310002169163278,0.15156852570099086,-6.301251328114325e-05,-0.0014829464985386862,-0.0038939838788106685,-0.0030728253611469387,0.004295414153912924,-0.02882165498323714,0.009504246491829148,-0.00020096062086431097,0.0034144464629875405,-0.00017660235806085474,0.007723785196151438,0.06769952919159561,-0.001546820125749429,0.11810594194026298,-0.060081652933146344,-0.01867894298210114,0.02464840870052443,-0.09012554170230426,-0.03794127665549664,-0.01858622704965731,-0.019269577088721485,-0.005575951152884361,0.004806629545053925,-9.06369060825939e-06,0.001023185076205136,-0.0014033702406518382,0.029249631166014138,1
TCGA-43-3394,0.08864546287890522,-0.004174476033218055,-0.004446561805994462,-0.04449620104511549,0.17175346334617841,-6.225594633039548e-05,-0.002968702718656577,-0.010831850746861717,-0.003671021496813623,0.004373164324528547,-0.0218349901795414,0.022099194546464872,-0.0003425116535796524,0.02095581592243698,-0.011476419354804554,0.011424273234530226,0.02393963068888058,-0.0029076521293237892,0.06611315909385791,-0.07007581732042614,-0.05653763627193339,0.011739108149449172,-0.04661504117466,-0.03255782903297335,-0.017579590128942123,-0.007818849694255081,-0.020949856236600246,0.0024945280062204415,-0.007018616652753547,0.027952588556912124,-0.07030369722061078,0.03346881812619678,1
TCGA-60-2703,0.005645249250619917,-0.006431915944330826,-0.003018437745075595,-0.024110218551769813,0.17165338471858238,-8.32321987371586e-05,-0.0018839410512316074,-0.02990697472414564,-0.0029300538799572153,0.0016676206739884851,-0.010210795948607156,0.007991835997336173,-0.0005098816286485394,0.03436377749258735,-0.011186668020268254,0.01729301747861429,0.0274072607040013,-0.0007711344918901694,0.05755549345989527,-0.0726971472721396,-0.026272533857508266,0.01319803413621313,-0.1024969524056478,-0.027403441044839504,-0.054865550148958234,-0.004326312847304541,-0.027676617397532532,0.0014571970601384117,-0.004185516596750061,0.06935270955818222,-0.02067664143084845,0.02264178961446868,1
TCGA-33-6738,0.037473241985195284,-0.004722108366733722,-0.001784530485094123,-0.017704471450734883,0.09541125587175107,-0.00010300614283501465,-0.001508561338954926,-0.004333800429419185,-0.0029156209351186156,0.0019013383753488588,-0.040159510408819696,0.013181837089114015,-0.0006601354469172338,0.013571587977304685,-0.0003403729343000594,0.02587278397000722,0.036334439240461563,-0.001066978317033566,0.056684267880404114,-0.034909547874089106,-0.015923244930873166,0.024899333870882147,-0.07135043974689739,-0.03565296822840398,-0.03342999785395062,-0.005582642872372045,-0.009324495379196072,0.0020808111201499513,-0.005117580251071741,0.002349906811091044,-0.1316739339582469,0.02098679491891669,1
TCGA-85-8276,0.009127499656010108,-0.005892963315743937,-0.0024600530274949176,-0.02122528926652928,0.09715425909955992,-5.604904764128269e-05,-0.001285965920641278,-0.021234417410205715,-0.00390540461252956,5.389891650520141e-05,-0.010714827844328683,0.011164791367075984,-0.0004915821479100947,0.03569313724914667,-0.00010966543433142216,0.008051338067349242,0.03398714020505751,-0.0007867774195649522,0.05668730580029156,-0.122622476568369,-0.011162567649802715,0.01370782460894727,-0.10534905681980586,-0.015998052117215642,-0.013107565731884614,-0.005216037876554541,-0.013523526670338586,0.0014647916840554677,-0.012470644663823372,0.034934756432578394,-0.015341208090151784,0.02072829570429695,1
TCGA-85-A4QQ,0.008898634289947869,-0.0008001971314704208,-0.0025417439323158113,-0.026472658843635016,0.1350890073105109,-0.00016727345008325177,-0.002178293485216095,-0.06872916654324467,-0.01009022595169225,0.0010602743064344366,-0.04674278185133146,0.04501254672502068,-0.00029783121799642075,0.0031410673203323427,-0.041461647743790235,0.020834877009360788,0.037293236592264835,-0.002415907149103759,0.0712313408160941,-0.050346503093929455,-0.0629731033711676,0.028036931348033492,-0.03146569454008719,-0.014270406977716529,-0.0813357569083854,-0.006480573984976465,-0.017758691942549726,0.0022548157640320697,-0.0007449553942582606,0.08914834552783883,-0.010693645878029434,0.031985362957341446,1
TCGA-33-AASD,0.24792769756315758,-0.004329272748007085,-0.0017076901981723485,-0.014784696214997105,0.1011804606554047,-0.00033447209429157205,-0.0014259882591466646,-0.03204238079706412,-0.005038568722775473,0.002989496519062902,-0.03472484191262586,0.0568537538239776,-0.00036763316940863347,0.0024066179215391664,-0.006498569917407857,0.01600903489953725,0.05080003425724868,-0.0020564509957774857,0.03610600013109788,-0.09236051551419676,-0.12018632096007333,0.024733635263149534,-0.07339543063778767,-0.029892302899684264,-0.06796617487130355,-0.011070483976169224,-0.03783498892607639,0.0025860355441812625,-0.0005589679782874407,0.013128925792248806,-0.006231701288163533,0.02700971714649567,1
TCGA-33-4566,0.017803633988307078,-0.00814174238060241,-0.005535797592242342,-0.008384932003451282,0.10123991259540978,-0.00014508417124369926,-0.002186045225171666,-0.10579505226503971,-0.0034333642774466277,3.897344099486507e-05,-0.01089668338197591,0.00965948763103662,-0.0006063406733264327,0.009643591164152107,-0.0002908978167609135,0.021283278553196255,0.0537803984438963,-0.0019673097725095767,0.16291974626089276,-0.1209928127971288,-0.03951062468234485,0.03385412117708461,-0.012417264664540831,-0.025907844259876186,-0.0034347109361431466,-0.004784221104018367,-0.02763911406992689,0.0026967266841500786,-0.005587662263507728,0.010692010387259025,-0.04101601437935202,0.017245338877006612,1
TCGA-85-8664,0.03658183680468269,-0.0023454061982182365,-0.002341090080541375,-0.00343162519968687,0.05557526473984141,-2.9485116815888837e-05,-0.002559451767277839,-0.0043312533622142215,-0.0067018212859757285,0.001454287188769905,-0.025633508084505454,0.010890027472057763,-0.0010809323428202032,0.001410266568184361,-0.0,0.01778492114101058,0.038840934347833936,-0.0018350812712670508,0.10310945881630042,-0.027722719636635938,-0.018371065143785264,0.01499436088106119,-0.16685603988602513,-0.02631763901566792,-0.06251851672947306,-0.0019780623375906144,-0.018477682712026586,0.0036946328194372184,-0.0012241374490028084,0.0055679876963315245,-0.008596722336693388,0.02088341427186199,0
TCGA-22-5479,0.058191489017120346,-0.0042220800422706805,-0.003130675828626542,-0.00915384595134879,0.10133127782045981,-3.849607560564812e-05,-0.0020686188676511414,-0.013701362892043345,-0.003419840805844433,0.03853258621657047,-0.01969024313804056,0.021087930507185177,-0.0002473324042755156,0.0140170456320676,-0.0031736832750846188,0.012294592147331616,0.04173571255756806,-0.0024571850917471712,0.050108847121462186,-0.057527553032328815,-0.04750921436247087,0.01207703364588944,-0.05496632854624549,-0.04811788936570611,-0.034143914709624135,-0.016801622073781823,-0.01676127669249537,0.003684615772374205,-0.014496846028256535,0.008084526648689213,-0.007454984554079214,0.01474978146184782,1
TCGA-39-5039,0.02600120534276973,-0.024837265605821706,-0.003982423422790226,-0.04056764555568668,0.11015028106807742,-0.0002994233872117572,-0.0019357663202952773,-0.049846931276996125,-0.00739931608213198,0.003892475492977369,-0.02554342806740498,0.081912553313671,-0.0022986257788240945,0.07245416283646827,-0.0008958876675961013,0.024083155739003183,0.16439946495428762,-0.0012159487496335322,0.06281825352789255,-0.262622774805431,-0.09163866284229978,0.005495855949701522,-0.05009706887038349,-0.019157407572066798,-0.0561567684607847,-0.007154400788193648,-0.03566954902579447,0.0017248326394011314,-0.0204058452051873,0.029183717049901536,-0.47102348027075747,0.02587819406986982,0
TCGA-33-4583,0.0421798414980678,-0.0016928583439094547,-0.004782673980470782,-0.007914887166894716,0.06910438199910413,-2.5924379268372067e-05,-0.0026267805162526513,-0.002422949308462665,-0.005889898939753886,0.0008611778069168197,-0.004706239960259549,0.02109058861943796,-0.0002195636768539302,0.004783494857149787,-0.023732270240466452,0.013064803006369084,0.05673981629589882,-0.004159751864922287,0.03895235059515217,-0.033451949008006875,-0.06953981501959507,0.011301251406554512,-0.016879405815464443,-0.039981665593483186,-0.02785056940945444,-0.013463317598255241,-0.025672704496923195,0.003195875534953314,-0.0022916596558776054,0.0027148480698606266,-0.010338017666245033,0.013018583996528532,1
TCGA-21-A5DI,0.021349497143989808,-0.002519066302154495,-0.0021896005349594503,-0.008567497748405591,0.06466527990697554,-0.00018557459136432424,-0.002134856462614612,-0.031797518147116635,-0.0037462626130845486,0.016154700298206558,-0.04603271728934347,0.007734017567929421,-0.001520754467875504,0.0032688572556801806,-0.010794659290390352,0.019823606977936416,0.04369439455404678,-0.0016326140569443224,0.07256230637085846,-0.10086736406883189,-0.08955745240346753,0.01768984111863824,-0.03179732762759765,-0.03258187277125422,-0.030112222513810728,-0.005176490854132109,-0.040047489633875374,0.0027839213268476583,-0.0010378471021961508,0.03520384203663059,-0.005612294019988841,0.03316652968722607,1
TCGA-56-A4BY,0.025541407919602608,-0.0059268759271250936,-0.0014297703236023638,-0.031014598187254886,0.07375418348777665,-0.00022646125058022916,-0.0013829149545489625,-0.01108001770021024,-0.006299494051578965,0.006967566048698395,-0.013502644887097228,0.018038171256716553,-0.00026745422158004926,0.04986111980103907,-0.0006045488961334128,0.015049605779082422,0.029678585897302427,-0.0006967269694711389,0.033155281864856424,-0.03604484605961427,-0.03178513303499848,0.010303832573076674,-0.14040620600218137,-0.04986064300084163,-0.05392342378749066,-0.013702293105335111,-0.020238047549980806,0.002201431173283539,-0.008432952256345317,0.02688779230482263,-0.013030685385680356,0.04142465383300749,0
TCGA-77-8007,0.004329139060844268,-0.034374587615190036,-0.0025309279738894973,-0.03065176973430442,0.132096939620617,-9.533749094136812e-05,-0.0025820613876878424,-0.06045429591155007,-0.004431301580133515,0.00019661301841952117,-0.054874951981366826,0.015040282113402862,-0.003237946904914146,0.0368096421856528,-8.907284975853348e-06,0.014821310064463975,0.04547867654325053,-0.0008718978687053572,0.049688492681816104,-0.1058711876113679,-0.06125992452236481,0.008844932222737687,-0.17680341624899892,-0.022011532252522566,-0.16480860982445325,-0.004815768634536904,-0.024484363215421936,0.0017989167352074138,-0.02570469926842423,0.06999457131808492,-0.030007475150041537,0.03495650942653824,0
TCGA-22-5471,0.08480290555714072,-0.0039876290011526296,-0.0032753164428071524,-0.010425823276539835,0.08772789942262622,-7.414367166940531e-05,-0.002436042248595125,-0.016730238836670693,-0.005328872579835926,0.01581640591258678,-0.020112754409310922,0.026314554478890206,-0.001353280055839741,0.008419565482327153,-0.0027298623677481635,0.018406076085742094,0.045671934144704274,-0.003125200872242613,0.07860548528428533,-0.14316799846597478,-0.05241021394072045,0.020211320473091408,-0.03448583037602176,-0.027686740796919553,-0.04052428121566496,-0.004677616528802909,-0.01197138634355399,0.004143496245070808,-0.0036045194880805144,0.005356670400421495,-0.01107854358970434,0.03460614803474743,1
TCGA-NC-A5HE,0.03193947004941551,-0.006563191177376413,-0.00245572828157006,-0.021498274245101433,0.04268441318147766,-0.0001598348511166473,-0.0014285615640234114,-0.008739607137119246,-0.007889142550333824,0.0037426060148299228,-0.013693240625608363,0.023250470956837157,-0.0007846375873195234,0.012622335015761295,-0.0035137034456232583,0.017431586085120493,0.036412246459776317,-0.0015834019885467275,0.06515698347734422,-0.20591317210583066,-0.028258701368633045,0.023672353092604834,-0.033306677206747216,-0.022155598869508523,-0.018920429854063267,-0.0023977240819967813,-0.028200154908236023,0.0035479691993732083,-0.010659427254967399,0.0012871348864770037,-0.029061885948660816,0.031264316262023015,1
TCGA-85-A511,0.012135403133292975,-0.006470288632226174,-0.0019446027651254365,-0.008945346007604868,0.06348936499712833,-4.880757375721569e-05,-0.0013667431428058732,-0.022324217975659373,-0.002944486824795816,0.014540609706896825,-0.016970345165919748,0.017509225377526284,-0.0009300041095620188,0.021926652342339946,-0.0025845236980431507,0.009296711186676706,0.02776194716895634,-0.0013824822545451074,0.03347546658962799,-0.1409673837167984,-0.05622866472904091,0.016344357467164727,-0.07060630059331571,-0.024728670490959784,-0.03963996938071296,-0.006929625903278483,-0.03369545434467487,0.002276646530626538,-0.006339675946241004,0.0046208648506393295,-0.010237960928914411,0.03515679753096097,0
TCGA-39-5027,0.051053592827862246,-0.0025129513769548066,-0.00357962375432276,-0.0076074567659919524,0.09378776610355438,-1.7990757672973954e-05,-0.002341675612514282,-0.005990013669533492,-0.004682529721880257,0.006825786325811081,-0.02240713560002824,0.02824332872320051,-0.00019211003045105666,0.0032177140897824822,-0.0004162171430053453,0.025939239040121645,0.05519268819682053,-0.0017267961483653602,0.07441102456907214,-0.0350983973622129,-0.02595918749630934,0.05292168363611797,-0.04449671986279494,-0.02901212481658206,-0.025659524064882245,-0.013013222562465331,-0.016910172169010165,0.002843735915000765,-0.0006122716881614154,0.003569001801865244,-0.0237777184274445,0.018088091057830966,1
TCGA-34-2600,0.006653629144146086,-0.0021859655348388483,-0.002516335813837227,-0.02323791827085965,0.07663193707348707,-6.528873340461403e-05,-0.0023053674627868965,-0.016237691110954,-0.0021589312939667912,5.3874327583438084e-05,-0.024851475030158,0.02621757029988948,-0.00044295346394351024,0.013773951310512214,-0.00010962133886124466,0.012521547698884373,0.02481013783238291,-0.002705746111450402,0.03200316256406027,-0.07330671196280047,-0.018117544422926936,0.015391637241855861,-0.06414568098994868,-0.017575550140120685,-0.03950057757737667,-0.021229649036391057,-0.010283457142823185,0.0020667248050995498,-0.002766218986067272,0.0031184389883930695,-0.009388362555043455,0.059400653995896543,1
TCGA-66-2787,0.0335793893917524,-0.0031325012655946446,-0.002846359209574429,-0.015247982138741704,0.08965388410390064,-0.00013067724480784427,-0.0037824171831892925,-0.007464146024319966,-0.0024520189299769356,0.0,-0.013459783105811474,0.017394612745738034,-0.00019342876842263156,0.02085969305591592,-0.0007451252550592567,0.017034578731232673,0.03562009654875229,-0.0014276921328209996,0.04645279432678313,-0.07548100334962062,-0.013269808257558283,0.011784064507620555,-0.06464917663959677,-0.034039698317126506,-0.028760032196619434,-0.009413420725006675,-0.01570263209014298,0.0016130731906800573,-0.004752718235155566,0.002927664867604327,-0.011660701062936412,0.04132184434974867,1
