,LSM1,RPL36AL,COLCA2,XAGE2,ADAM8,RPS21,RBM38,FASN,UPP1,MFSD1,LAMB3,SOD1,TRIB1,LMO4,COL5A1,KLK7,ELN,RPS27A,MT-ND3,SERPINA1,RPL32,PHPT1,DBI,EIF3D,AGPAT2,class
TCGA-22-4609,0.001029261075494061,0.07125506878597351,0.00015694333452719443,-2.4389637930214468e-05,-0.011906842949186269,0.007885447639874638,0.00038798993572225547,-0.12515472985876544,-0.02762243672707952,0.024984001901016777,-0.014433433849758674,0.01298195700777163,-0.05642042233997153,0.006860200422055788,0.04121203525426241,-0.00275164616556967,-0.006728510146924934,0.05008986162894176,0.01820346962081983,-0.1396598390619305,-0.035057486437621826,-0.08589511721484734,-0.0016726435195007466,0.059693074997099346,0.02226290013578892,0
TCGA-34-A5IX,0.0015487126617657024,0.05166339049407346,5.339934897093997e-05,-8.797603805996442e-07,-0.02140238850586399,0.012535670653913884,0.0009490287140632367,-0.025902067632182665,-0.07461544399943046,0.018854691718284654,-0.024679553607869272,0.01811996257945098,-0.11703550492285657,0.010671611405554273,0.006046231199459805,-2.4148288246761356e-05,-0.0005779156461242699,0.0945171690911705,0.05526621653577695,-0.10005319789970112,-0.0370962931465073,-0.05023586238667143,-0.0009618816759565512,0.10990077593819206,0.014113133690670203,1
TCGA-33-4589,0.0014056479605228465,0.19574441888530605,1.5083582339194081e-05,-0.0,-0.002462565928563847,0.04910684709590756,0.00017190622572507575,-0.002450245946420042,-0.21731902829500235,0.016735007338226353,-0.00924928100404952,0.019032447796499048,-0.008374340265007753,0.001958824096174116,0.0014107867277868876,-0.12096003452258877,-2.6029932234342883e-05,0.106066584554221,0.010933416656159071,-0.015574468526987486,-0.07377789712746402,-0.15507876498178985,-0.0008706971948483755,0.08712442511104815,0.019478484962904847,0
TCGA-NC-A5HO,0.0017574223057681493,0.22538694468543508,0.0002506207343526908,-1.5672091448664284e-06,-0.007603638316359642,0.016866711891568666,0.00048585653043705366,-0.038244013694379554,-0.019237468042534407,0.036572227811175036,-0.019636608059475334,0.08463654282949651,-0.014686717618638661,0.012254999695688499,0.0051890497778666585,-0.0002579857667134698,-0.0006262244723233779,0.1148838630648232,0.05677588812944091,-0.004496924580584848,-0.04875900980203016,-0.1752486020555371,-0.003003152526597517,0.040780703101253334,0.03168521687317723,1
TCGA-60-2714,0.0008577256152475973,0.050702384028750505,2.6014057106415708e-05,-1.3479216909484164e-06,-0.016096066124176304,0.012369517880965753,0.00045786449907645783,-0.07144278332365794,-0.06699173165676992,0.019641416396375528,-0.013628631775107144,0.019697093945091622,-0.05661962951483957,0.000932656223190019,0.01169719566347268,-3.696832544340107e-05,-0.003096993596755049,0.06277399721586618,0.02142082477857571,-0.18908238863221483,-0.072646365518531,-0.05625958110779137,-0.000504266385321561,0.20185759162858444,0.040086372917066404,1
TCGA-NC-A5HQ,0.0010274941629352917,0.1310169352513153,0.00014798302464231268,-5.86942014554362e-06,-0.006693347251720468,0.015334227758880999,0.0003473763610078665,-0.04131958476598482,-0.06849898791847663,0.03549105841363532,-0.013378190160359458,0.03175488908460142,-0.02674262076181018,0.011115987927778253,0.0030950056171280753,-0.002657570401704874,-0.003797840997077755,0.13261876463661265,0.04441675052906864,-0.010008621970544673,-0.052116742938311214,-0.07873459765667423,-0.001621062425603692,0.05394941481640106,0.012937572998270561,0
TCGA-NC-A5HL,0.0036730177955570696,0.07641372581083088,0.0013525024304072652,-1.0242116399265887e-06,-0.00933740495391864,0.009556879994091137,0.0006478804389701484,-0.03570571328200886,-0.026937364697929803,0.022511707690117205,-0.016448907463891653,0.06022472191922467,-0.009864872236524096,0.007067118012300974,0.0029429939641663354,-0.0001685718345565426,-0.0016465921325183016,0.08993340436417013,0.06676463767384445,-0.01921209600413655,-0.08413735211822845,-0.09311308443436814,-0.0010950031883003582,0.11933591929656638,0.024146839800018735,0
TCGA-60-2716,0.0011160675569457882,0.0878485300700277,0.0002127778072927065,-0.0,-0.00397640384042902,0.015976074655346166,0.0004152308665488724,-0.08277125123089561,-0.01236151597608782,0.020711322073931306,-0.013068226945808878,0.023446833691626572,-0.007374286516871676,0.13002243462974156,0.0023601059599516355,-0.00033593159286903927,-0.0039016481394926615,0.08823756720579619,0.026803377308952884,-0.005339663674434924,-0.15320980301164291,-0.1132297087705209,-0.0010729937598001106,0.22373402721354424,0.02045123741568352,1
TCGA-22-4591,0.003033781961404795,0.07370363385816874,0.0022227715428939643,-2.1570227808411453e-05,-0.005324933958474392,0.014259443875649324,0.0008923379781963975,-0.061912990257175254,-0.011515860324973242,0.01990820037396218,-0.00967389689656039,0.028467096119495026,-0.019434753171021245,0.02457704187833528,0.0035529121511696125,-0.00104578870702625,-0.009318886241634279,0.1844970968378846,0.01278999689506005,-0.030403332002132653,-0.034163740878633574,-0.050357754539915554,-0.0014525819132037215,0.14547710978033757,0.008585570450424592,0
TCGA-39-5016,0.002504004979867845,0.06279280053834427,0.0007263919114591825,-1.677723060134633e-06,-0.004151422022137536,0.012788749407036828,0.00045924313647061874,-0.04176752326447864,-0.053599429215694515,0.030473348137514254,-0.028888435396887655,0.03234493559846338,-0.009837639980796368,0.013808854084181026,0.0016648571959099092,-8.055645191197612e-05,-0.0015166698069992888,0.14857769594443315,0.02564126596450497,-0.01092531860365381,-0.08614961413949764,-0.0490515567527346,-0.002085071849605126,0.07910779500825096,0.032805704265338353,1
TCGA-60-2708,0.0014997360542773144,0.1989754157808461,0.0003845131397565087,-9.171784778951779e-07,-0.0038338692182053736,0.022625770968052353,0.0002619827555671281,-0.01710450015498973,-0.05310799638964493,0.022288649104205884,-0.04897639161939364,0.02198045879705771,-0.020075678446536658,0.004379193614664819,0.08971468387297933,-6.293472805623134e-05,-0.004739863107960361,0.09239528094394193,0.025248158006800893,-0.005071626478011954,-0.04389492630323174,-0.07085165534434205,-0.0010947975046837002,0.18872870244849657,0.016067056479839647,1
TCGA-85-8481,0.0008652004836114536,0.0707888276780309,0.00022974486725941748,-3.570382632641286e-06,-0.010989037893918922,0.01131155995382406,0.0011936431375045313,-0.05275426105264905,-0.0561962482863601,0.019405912323137698,-0.0639362143301721,0.025125813788902024,-0.056670026549118936,0.0026471071669650946,0.0427397705854011,-0.002286255506173109,-0.0019706022715313774,0.03564124408881136,0.021772389108414798,-0.01925821347606943,-0.027426621517196884,-0.09917353651586903,-0.0006896276917428718,0.09445345826034295,0.051172790553606705,0
TCGA-77-8153,0.0018010498615649503,0.07400108792832706,0.0013889898840281998,-0.0,-0.0030601593832152167,0.004408901679792035,0.00046895329753281526,-0.14015992423634765,-0.05164122832495007,0.0158443240642182,-0.022042673138261415,0.028452908129693,-0.014762610790338884,0.018725458662399316,0.008592550606158971,-0.00212644791522736,-0.001167482244449501,0.052722309691220756,0.022135307434653854,-0.0014530772195889537,-0.029515693285374758,-0.1160122378034894,-0.0014850190525372692,0.1487459721907927,0.037601777223476886,1
