"","ACTB","ANO1","ARF1","BCAP31","BSG","CALM3","CFL1","CHCHD2","CHD3","CHMP4B","CHPF","CLIC1","CSRP1","DDIT4","DHCR7","EHD2","EIF1","FABP4","FMOD","FOSL1","FSCN1","FST","GRHL3","IL12RB2","KIAA1217","KRT18","LMAN2","LYZ","MBNL1","MORF4L2","MYL2","OSR2","PLS3","PPIB","PSMB5","RALB","RPL22L1","SDF2L1","SFRP1","SLC25A39","SLC25A5","TBC1D2","TMEM14C","TPM2","VDAC1","VDAC2","YWHAB","ZNF385A","class"
"GSM1607704",76.1328590741328,24.3492796421405,43.2202101698959,87.084166037679,50.7162398403979,61.7287342607445,39.2235581866717,211.938155022588,14.1139600918414,103.015678765712,49.0766937243043,113.877248546409,18.2639549390544,106.280778097865,42.897374184677,41.5012667717112,64.8048750865644,106.556167430905,45.3684043184567,75.3605119160279,65.7145824081927,57.4582680405204,46.7721515887937,31.9098028909192,15.7639739996615,42.131331748904,62.0816891436448,92.2481557456612,13.3194617712889,76.7835866093441,100.23071069793,45.1417390304393,49.0684295652075,77.2672600689641,116.726911029188,70.1691928982543,59.8981634774952,198.215086022378,29.7492062333592,62.7778609080587,176.696990666897,44.8909834958988,145.339249105157,39.9819344933913,72.2549291201076,47.8933269847203,28.4051241965479,50.3969705450749,0
"GSM1607705",77.3980631234076,33.0992162568671,41.3717173597609,78.9068950124098,53.3300351765266,58.0934024746551,41.5957200707772,218.279494542008,13.9946596579305,104.016800284901,54.2243896984769,113.433268450541,17.597854367005,104.591207359252,44.0471542186006,42.2289792585397,64.5995846973343,123.736077172181,47.9882434977857,83.7821148039593,67.2567532857135,65.8479266415743,46.2526672558122,31.8200068163232,14.20646697793,41.562996581293,59.5840060715533,102.308310004702,13.5723124667597,77.0076716339116,99.932092949034,45.8981058649085,50.7415965574407,75.5496611124015,120.91454677014,71.5067521902062,61.7377391846474,192.226130995095,34.3197101082196,61.8744638142811,172.016344703802,47.370269740862,146.89904063401,43.6688288890774,73.6721089350098,47.3019533044668,27.8184166103454,52.3835635311502,1
"GSM1607706",77.8311353672626,26.7223737703107,42.0435059640093,80.9173720969049,48.7498108712122,62.9563793542876,40.5102129344263,209.26834714873,14.004221383819,103.077907412638,46.6636854221704,113.600601268644,17.7950709222165,92.4468856012529,35.1318001481129,39.9467130578959,67.3938707155784,105.810863322397,48.7050121761239,75.6097218032093,63.5897547290844,56.9435721171825,40.7705193769017,32.3030986408973,14.9105424627934,42.478915799477,62.3986068133209,112.495742581595,13.4563500914755,74.2701633443354,98.2363912458006,45.2147445373519,44.8831092796269,75.474018065794,116.094347740854,66.099383622858,60.0498201490267,186.105308666784,31.3586783884255,60.1469326807376,172.236079800756,42.5968141496735,154.499873566315,43.1518831109196,73.6941409235882,47.4507800800993,28.2282106923075,50.5145038502521,1
"GSM1607707",80.0468305049247,29.1749377243871,41.8372574614091,83.6423641255305,51.8314706239619,61.0574154844493,40.4060091248271,223.323239570279,13.8993256007586,112.644849218866,46.6777349937152,120.259615409442,18.4110350729532,104.525757830234,46.8959663649636,41.7160534860329,66.7198003299288,107.15590817711,46.4894434451893,75.9812396168708,65.5509838558544,60.9526321328649,48.3693626086177,33.746743053971,15.5231408573715,42.0595068010081,64.1825312368752,84.1249194700315,13.6958935138477,75.9613375049141,99.1838139722016,45.7100995832519,50.3276066855878,74.680337386595,126.105820627906,71.9917704347946,56.955358406411,179.057468322914,30.4624533234289,62.5044857724292,172.232201194154,48.038147837085,153.650362187281,45.9952484838209,69.9565990617012,49.078722232824,29.0749849769003,52.148323155213,1
"GSM1607708",79.3118247608774,28.4679499407671,40.8992552741329,81.3170137233507,52.1397898529953,61.5035989225114,40.7924679440839,215.145303083176,13.7381790661914,104.324398978159,50.0528037801206,120.240482034471,18.2819484617925,112.876062922971,36.7045006068311,43.4514128581774,64.7456411601486,105.603927780903,47.7989600752084,87.9738552828366,66.5014172661232,76.3066067327396,44.8065425926234,35.0529486424978,15.9261321929604,41.8973708125026,62.4170121934428,86.1909634609194,13.4653091974457,77.1488896012394,99.1408685042322,44.0336622333533,52.304069103821,77.9117952245005,115.505627279699,71.9152257963239,61.906551757183,196.100979360435,30.3220566381731,61.5788815656605,173.117665596661,50.8806738350372,159.274391478442,52.9998004418419,69.575777097988,48.3184291880241,28.8562104339042,52.6934877004465,1
"GSM1607709",80.0770535883728,28.8638580401276,40.5838069905572,82.8477890727066,52.4359817309044,60.3556301496114,42.7204809033438,210.06815603474,14.2054293043669,109.157967445657,56.1079302540152,116.451460182137,20.1573268679186,100.711058718886,37.1341848335207,48.0183265947628,65.5363583031885,125.558203142067,51.6752782383097,85.0195007251752,67.8136314246385,67.2894056855261,38.6753789409651,32.065847685135,15.3742556182783,41.306999602019,62.3405086411413,102.731424644838,13.1421931087041,75.0035777995011,128.278869643446,45.4961202238573,49.0090851243057,82.3716506318874,118.885092038966,71.7645393364993,56.4103998021491,181.411418955595,38.6240945169797,61.5713128335097,163.29903629545,47.5832775517833,149.649596050154,56.1420148585614,72.3274804332097,47.055567829454,28.5078670411762,48.545414854867,1
"GSM1607710",81.2433911287888,33.554286762488,42.2815027748123,82.520201765637,51.7818413428327,59.7681115879385,41.0815468295235,217.906439032489,13.8096940579881,107.24587394835,51.9537039939148,117.523261157587,17.722113457617,112.361477613599,40.5614295845742,42.8955091911463,63.0816738639093,112.22740684937,48.1400704994036,86.7878269959965,70.4358865635754,80.2056784180332,45.9003779352077,37.4634677915009,14.4100522684092,41.1227542205844,60.8881108311936,93.9973107358719,13.535618230764,77.2596842306385,98.4570015190383,45.7275476276869,53.9358537186321,75.6689549197342,121.036578825959,71.8490884363181,56.1635393030624,191.419195927771,32.2654781833732,60.2600500906745,170.701054092874,48.4035087404001,148.125061614788,50.7986235976418,74.6016623990323,48.0416786514081,29.097616993503,51.93407396732,1
"GSM1607711",79.0645719890375,38.4354834533815,42.1611127432973,85.9826998456951,51.3887834962094,63.8357939657189,40.2625824877039,216.22797967297,14.222980807312,101.869744250666,47.855886989216,106.785485370995,20.1473920779759,110.71848414333,41.1949859364974,40.1865842146596,65.9419835951681,106.566857318872,44.2902435842386,76.1703996376871,66.2735595036667,65.6266002483547,35.1321826459344,32.3377023555938,15.3784333100592,41.8309196730952,61.891005149803,102.005086130995,13.3200042469438,78.0422593945191,99.0372671707534,45.5990244941483,49.3989382539236,72.9286930498932,114.751606679797,65.0686983393555,57.0124542130011,191.351148885346,47.747070009979,60.7940150314563,175.040214148878,41.0827219866116,150.153102901042,49.6283844208416,73.7011862622135,47.1535601152475,29.0258760206251,47.2033150625013,1
"GSM1607712",74.7525468902214,30.8643971955363,42.7121336538441,85.5258508171641,47.2748702311746,58.0914605099685,38.9000809590662,209.534691268807,14.1864899454694,108.318290363036,49.8503534108942,112.137083895809,18.0293169011156,92.2989129946948,41.1974711941443,39.9697041720883,61.8624689966153,115.375236805595,44.3462355455071,75.8873229753017,59.6133452094251,51.5309557894046,51.0637150317896,32.0705914232298,15.3874851942893,41.3769064460996,64.8296357519541,137.384852101348,13.0870351162967,72.3980614062394,126.52471083414,45.1812195825227,51.0498171806508,76.1636610662842,113.126292318086,71.8379417609198,58.6618767224815,184.988677170613,36.6858703278509,63.2187238081891,163.382606699462,49.5705083731123,146.911337511772,45.1385230939679,74.0750303752816,47.5167127087398,29.4782210534111,54.2419481532104,1
"GSM1607713",66.4895716671115,28.3568023840624,43.2164099948035,84.2634525518949,53.7111420900067,59.5493230282506,40.248668186698,212.295121142974,14.5057569765078,108.167367491774,47.0691970105723,114.818934550631,18.3969747322287,92.6462226699199,40.8169922729377,40.5019032403076,61.7660703006223,99.4634671865857,42.1277166616546,74.4585552502326,57.5382436572548,49.3059815953469,43.1336607474167,34.1487657761654,15.8434072354071,41.3864290960451,64.9354294335787,102.141208444636,13.2669047675761,68.3495827374702,101.23810140507,45.4302684245858,41.7868488764955,75.3846134474797,120.169916957657,65.6916059134928,58.1006857116267,187.719137910725,32.5200657525213,62.1061248672568,169.874391932157,45.9342606872384,156.616886695386,45.2594444928452,68.2152870977576,47.6500611569899,27.8844462651457,53.150439911455,1
"GSM1607714",78.4741221740499,37.7904084635522,41.7879160932634,88.8089716225975,54.8025822602975,60.0673813092659,41.6807930099138,218.417924428949,14.3768923899717,101.767742122337,52.1926733795483,119.959668461316,19.6238415572134,108.787593610518,38.0476956563675,44.6629831204076,61.9780930962573,111.869595740644,44.7064296411394,90.2506035263295,70.4943572703087,79.2275860937446,41.67588145415,33.6553010332878,13.2834917087368,42.0273552376588,62.2253681586102,81.5541777305938,13.464687378057,72.2163199974834,99.4130674292866,45.3938748067432,49.1496052977899,78.4258081612573,125.524617829505,69.5992111837288,57.5978896996989,202.892499423354,38.3749482502088,65.2224463026147,169.808131813053,48.3416267892059,143.384202148083,48.5405476448006,74.0289869528878,47.0256192819939,28.647483735709,53.4070441148714,0
"GSM1607715",78.6052500364035,30.9075516993943,44.2509435638394,83.3879300886518,54.8703017353478,61.4066737191018,40.1329912015505,210.644278271794,14.3487963523203,110.121482129159,49.0577374472226,116.175102557132,17.5025666353384,105.988672107355,48.8039016586699,41.4311038170946,62.3091812536703,200.835527150521,43.6853472162284,76.742047851482,66.6134032970436,55.7509447206388,47.9968919582797,33.3246691384254,16.3258936378638,41.9680912710779,64.8345816444678,91.6347029852613,13.7033460337845,75.9704224347258,98.2364828643373,45.1463561974603,50.1605344899391,77.1676047130388,116.621215104526,73.359691381949,58.9345656776895,184.38648517343,31.0998985193086,61.4071468013914,170.28073060531,48.6380310710172,148.305806561895,44.9979138787897,72.8734893601826,47.5139633851199,28.388442523513,51.3674100612668,1
"GSM1607716",69.8618643909714,26.9276375775675,42.8063425412364,87.3862572941757,51.2637254883682,63.0060429736499,40.4585885272132,216.861428906305,14.3924321130185,110.657479887848,51.2935979560403,114.709996071305,18.2785112707229,101.89274687007,39.0601102904717,42.9229005974172,61.9088280348386,109.074273207195,50.8701757476452,75.0900382216461,60.8540652440235,61.504661256848,43.7075317656183,32.8584388525907,16.1069847933075,41.3641580199552,64.273134427637,94.9428728991837,13.1208046058266,67.4630984979547,99.6056142766236,45.2904604104746,43.1229367133382,76.0832356901345,122.123485587068,65.9948590639632,57.219765401684,200.429688696612,30.7696420433088,64.4134731616879,166.244450185635,47.8520860591444,152.062482282362,46.4905244195815,68.9867931859276,47.6060899318365,28.8582323611688,49.7442751128384,1
"GSM1607717",78.1870799039775,27.3022072531251,43.7831993620363,86.1618007915344,51.0169176628767,59.4470702240426,41.1695624971771,203.597086804678,14.3828648307212,106.374196460765,53.8535238520758,113.771973344047,18.403670625419,97.4503226964022,43.7637914924419,43.6713949197414,61.8024929696057,112.24676823147,46.1613816446297,85.2006998775324,66.3175108200997,56.1840484580078,51.1305633631257,32.4049931482551,14.7062871309333,40.8930438528679,62.6726761127727,85.070418636524,13.1555279534206,70.436432789834,98.7218225667554,45.049018917383,52.3553136395319,74.2703178926739,117.75456554314,73.5507241039508,57.274345161583,201.428544756942,31.5452797418936,64.4954210384356,164.238743350401,48.5280941290217,144.358079873827,41.7266610054273,72.7833358956914,47.1772393745555,28.5034309986193,53.2632370944094,1
