,ACTB,ANO1,ARF1,BCAP31,BSG,CALM3,CFL1,CHCHD2,CHD3,CHMP4B,CHPF,CLIC1,CSRP1,DDIT4,DHCR7,EHD2,EIF1,FABP4,FMOD,FOSL1,FSCN1,FST,GRHL3,IL12RB2,KIAA1217,KRT18,LMAN2,LYZ,MBNL1,MORF4L2,MYL2,OSR2,PLS3,PPIB,PSMB5,RALB,RPL22L1,SDF2L1,SFRP1,SLC25A39,SLC25A5,TBC1D2,TMEM14C,TPM2,VDAC1,VDAC2,YWHAB,ZNF385A,class
GSM1607713,-0.003311181,-0.008300206,0.005926353,-0.034265902,7.36E-06,-0.000340622,0.006650529,-0.001613443,0.010938197,0.008977892,0.005818129,0.000923144,-0.008356237,-0.022010426,-0.000489804,-0.004787122,0.0037492,0.000401832,0.011902344,-0.007319276,0.011148955,0.002154671,0.016794695,0.003982771,0.007328447,-0.001452664,-0.002129882,0.000150148,0.020742394,-0.025143693,0.021118369,0.003275522,0.00187623,-0.010855837,-0.024273482,-0.015570224,-0.011448508,0.034823214,0.011538802,-0.020383603,0.001003958,-0.005696721,-0.016664037,-0.015615595,-0.003799591,0.002916184,-0.013292599,-0.021798271,1
GSM1607715,-0.003914541,-0.009046826,0.00606822,-0.033909869,7.52E-06,-0.000351246,0.006631415,-0.001600897,0.010819839,0.009140083,0.006063929,0.000934048,-0.007949981,-0.025180259,-0.000585647,-0.004896949,0.003782167,0.000811376,0.012342421,-0.007543743,0.012907413,0.002436316,0.018688262,0.003886656,0.007551624,-0.00147308,-0.002126574,0.000134703,0.021424757,-0.027947163,0.020492229,0.003255052,0.002252208,-0.011112598,-0.023556669,-0.017387714,-0.01161282,0.034204984,0.011034897,-0.020154194,0.001006359,-0.00603204,-0.015779738,-0.01552536,-0.004059053,0.002907855,-0.013532856,-0.021067008,1
GSM1607716,-0.003479121,-0.007881881,0.005870119,-0.035535796,7.02E-06,-0.000360395,0.006685215,-0.001648147,0.010852743,0.009184571,0.006340299,0.000922268,-0.008302429,-0.024207169,-0.000468721,-0.005073272,0.003757866,0.00044066,0.014372351,-0.007381351,0.011791449,0.002687754,0.017018139,0.00383228,0.007450366,-0.001451882,-0.002108159,0.000139566,0.020513971,-0.024817583,0.020777831,0.003265442,0.00193622,-0.010956442,-0.024668089,-0.015642101,-0.011274926,0.03718111,0.010917715,-0.021140888,0.000982505,-0.005934568,-0.016179448,-0.016040347,-0.003842564,0.002913493,-0.013756806,-0.020401321,1
GSM1607717,-0.003893717,-0.00799152,0.006004078,-0.035037869,6.99E-06,-0.000340037,0.006802694,-0.001547338,0.010845529,0.008829058,0.006656726,0.000914727,-0.008359278,-0.02315176,-0.000525165,-0.005161741,0.003751411,0.000453477,0.013041975,-0.008375229,0.012850079,0.002455243,0.019908401,0.003779394,0.006802467,-0.001435346,-0.002055664,0.000125054,0.02056826,-0.02591138,0.020593471,0.003248034,0.002350754,-0.010695371,-0.023785598,-0.017432993,-0.011285681,0.037366405,0.011192928,-0.021167784,0.000970651,-0.006018406,-0.0153597,-0.014396699,-0.004054032,0.002887247,-0.013587671,-0.021844532,1
GSM1607718,-0.003935837,-0.007321024,0.005939656,-0.035556305,7.72E-06,-0.000331185,0.00696611,-0.001686766,0.010496196,0.008636287,0.006716785,0.000942912,-0.008426994,-0.023149757,-0.000529852,-0.004658019,0.00387197,0.000435267,0.012167953,-0.007921728,0.013766095,0.00292311,0.016899141,0.003717684,0.007107498,-0.001494315,-0.001998391,0.000123234,0.021196759,-0.028666687,0.02051008,0.003261149,0.002395518,-0.011386052,-0.023954805,-0.018665573,-0.012166578,0.035383144,0.010594653,-0.022122554,0.001022961,-0.006241802,-0.016899048,-0.014979775,-0.004143927,0.003000589,-0.014112544,-0.021007549,1
GSM1607719,-0.003938786,-0.008492738,0.005886538,-0.032531008,7.05E-06,-0.000361846,0.006872574,-0.001610574,0.010800824,0.008813031,0.006948651,0.000894822,-0.008729243,-0.026814967,-0.000460092,-0.005432158,0.004033306,0.000444376,0.014541206,-0.008171282,0.012504263,0.002952465,0.01510504,0.003726581,0.007742538,-0.001483979,-0.002085158,0.000145228,0.020841054,-0.027152062,0.024669345,0.003264273,0.00212699,-0.010730179,-0.023910406,-0.016161577,-0.011404247,0.035141508,0.011849924,-0.019453152,0.00100679,-0.005429087,-0.016786113,-0.018747628,-0.003993823,0.002897093,-0.013738583,-0.020805784,1
GSM1607720,-0.003902158,-0.007841796,0.005847535,-0.032470782,7.10E-06,-0.000350253,0.006566348,-0.00161392,0.010637027,0.008768737,0.006054505,0.000910811,-0.008244491,-0.022350703,-0.000476357,-0.004712313,0.003912706,0.000451356,0.01397462,-0.007701116,0.011920085,0.00261422,0.018444083,0.003800999,0.007078022,-0.001455092,-0.002058234,0.00017013,0.020862989,-0.02703483,0.024434428,0.00324003,0.002121165,-0.010830768,-0.022898497,-0.016740297,-0.011414033,0.036027502,0.013727799,-0.020727072,0.000988217,-0.005535913,-0.016227971,-0.016777989,-0.004040151,0.002958805,-0.013756599,-0.020923561,1
GSM1607721,-0.003862101,-0.006708313,0.005919762,-0.034673106,7.58E-06,-0.000357584,0.00664434,-0.001707026,0.010394842,0.009992409,0.005530928,0.000924232,-0.008721013,-0.025829104,-0.000490784,-0.004426074,0.004188439,0.000426771,0.012400043,-0.007841767,0.012819347,0.002608743,0.017380371,0.003827769,0.006903393,-0.001498161,-0.002033738,0.000127479,0.021377821,-0.029787456,0.020708537,0.003291978,0.002038032,-0.010621256,-0.023522455,-0.015693205,-0.011239302,0.034046629,0.009415669,-0.020483265,0.001052558,-0.005430283,-0.016401512,-0.012827711,-0.003808045,0.002951772,-0.013079521,-0.019933169,1
GSM1607722,-0.004058343,-0.009640137,0.005727418,-0.033317555,7.61E-06,-0.000346738,0.006496651,-0.001646818,0.010635457,0.00871666,0.006580866,0.000957811,-0.007875879,-0.025668339,-0.000489076,-0.005184274,0.003856666,0.000425228,0.013999298,-0.007733057,0.013250656,0.00305709,0.017376656,0.003872169,0.006842388,-0.001456115,-0.001984525,0.000118136,0.02100623,-0.027780304,0.020705501,0.003280383,0.002413684,-0.011207427,-0.024583479,-0.016788878,-0.011478037,0.037433762,0.014262596,-0.021471551,0.00100707,-0.006094996,-0.016199831,-0.017359715,-0.004040301,0.002920431,-0.013534667,-0.021036867,1
GSM1607723,-0.004071786,-0.009476075,0.005921915,-0.03424208,7.22E-06,-0.000340096,0.006964342,-0.001629444,0.01049052,0.0092544,0.0068122,0.000893578,-0.008879511,-0.025524945,-0.000562909,-0.005104468,0.003789772,0.00080518,0.01271856,-0.008372012,0.013333016,0.002406849,0.017758497,0.004219527,0.006885419,-0.001475586,-0.002018368,0.000123179,0.021236946,-0.028506991,0.021304616,0.003355964,0.002393229,-0.011238738,-0.025299184,-0.017960734,-0.011262238,0.03417872,0.011309003,-0.020867495,0.000981788,-0.006154774,-0.015668479,-0.016564941,-0.004111343,0.00290098,-0.013650216,-0.022825898,1
GSM1607724,-0.00397205,-0.009522488,0.005772849,-0.03513135,7.35E-06,-0.000336622,0.006827035,-0.001595649,0.010750915,0.008844205,0.006381272,0.000954848,-0.008633953,-0.025671596,-0.000550702,-0.004914899,0.003808193,0.000423277,0.012819791,-0.008473902,0.013193247,0.002588206,0.015931186,0.003828624,0.006854259,-0.00145084,-0.002124124,0.000152649,0.020466762,-0.026715335,0.020224901,0.003211685,0.002217891,-0.010571533,-0.023546473,-0.017072653,-0.011275652,0.034401904,0.012150072,-0.021267091,0.000992557,-0.006065719,-0.015975404,-0.016590364,-0.004187679,0.002892163,-0.013992659,-0.022151845,1
GSM1607725,-0.003784336,-0.009345979,0.005779933,-0.035462375,6.97E-06,-0.000326352,0.006796542,-0.001711003,0.010446039,0.008927887,0.006073143,0.00095758,-0.008673915,-0.021669946,-0.000512907,-0.004744067,0.003776874,0.000428298,0.013132219,-0.00855691,0.013970614,0.003241581,0.016421888,0.003812426,0.006804578,-0.001448683,-0.002077907,0.000133089,0.020846829,-0.029104588,0.020211726,0.003271522,0.002357917,-0.010997909,-0.025674538,-0.017854405,-0.011677124,0.033519117,0.010860465,-0.01960412,0.001038934,-0.006074363,-0.015260583,-0.015492147,-0.004221033,0.002890364,-0.013953431,-0.021275203,1
GSM1607726,-0.003916428,-0.009801283,0.005630331,-0.034425068,7.03E-06,-0.000365243,0.006763387,-0.001587991,0.010619485,0.008919009,0.006194768,0.000910994,-0.007945613,-0.021213123,-0.000436565,-0.004844394,0.003991755,0.000475807,0.013055449,-0.007580623,0.011880739,0.002768567,0.016828369,0.003736991,0.006616974,-0.001454616,-0.002033738,0.000163241,0.020735562,-0.026282075,0.021199966,0.003233209,0.002056299,-0.010698551,-0.022723941,-0.015765359,-0.012223602,0.03736578,0.012388654,-0.020442478,0.000968199,-0.005650604,-0.015793951,-0.015454289,-0.003940687,0.002916401,-0.014245379,-0.019934093,1
GSM1607727,-0.003868527,-0.009779523,0.006082811,-0.033655786,6.96E-06,-0.000348907,0.006758054,-0.001605689,0.010422665,0.008959685,0.006315029,0.000937811,-0.008724177,-0.021363494,-0.000569484,-0.005047129,0.003954458,0.000641684,0.014015202,-0.007631512,0.012532496,0.002613551,0.018714606,0.003580055,0.006765463,-0.001458693,-0.001987987,0.00015063,0.020458119,-0.026595066,0.026024325,0.003246201,0.00215654,-0.011041524,-0.024160108,-0.016654803,-0.011370636,0.03615669,0.012341881,-0.020509355,0.001011472,-0.005896745,-0.015918718,-0.016428068,-0.003966742,0.002848364,-0.013304035,-0.020334252,1
GSM1607728,-0.003618139,-0.008188146,0.005732099,-0.034181363,6.29E-06,-0.000338541,0.006602055,-0.001579537,0.010650605,0.008787372,0.006511633,0.000921813,-0.007922433,-0.024567482,-0.000525819,-0.005330606,0.003783718,0.000439703,0.014060034,-0.007171415,0.012686631,0.002535485,0.021089181,0.003758239,0.007448172,-0.001458415,-0.002043127,0.000122224,0.020897928,-0.026984159,0.020547578,0.003287108,0.00233734,-0.011399258,-0.024710815,-0.017625033,-0.012015741,0.033528685,0.011871959,-0.020951138,0.000997821,-0.006285842,-0.016256131,-0.016037319,-0.004013623,0.002952444,-0.013529779,-0.020063371,1
GSM1607729,-0.003824747,-0.009430206,0.005679849,-0.033319066,6.58E-06,-0.000350638,0.006955471,-0.00158103,0.010507871,0.00884683,0.006517893,0.000934937,-0.00818985,-0.02344327,-0.000470229,-0.00516765,0.003945351,0.000535524,0.014068927,-0.007781263,0.013094623,0.003037213,0.017546768,0.003966591,0.007264914,-0.001448142,-0.001961151,0.000172817,0.021371835,-0.027337612,0.021443631,0.003242072,0.002397101,-0.011773213,-0.024217572,-0.017147156,-0.011212914,0.036313268,0.012425188,-0.019992583,0.001002152,-0.005900353,-0.01587496,-0.016874984,-0.00400478,0.002853106,-0.013536417,-0.019449066,1
GSM1607730,-0.003831031,-0.010588719,0.005754175,-0.035580673,6.75E-06,-0.000349585,0.006590621,-0.001637286,0.010474216,0.008930449,0.00619543,0.000963454,-0.008144225,-0.026696309,-0.000451019,-0.004849119,0.003954058,0.000631685,0.012974365,-0.007696745,0.013547847,0.00279024,0.0175775,0.003911701,0.007138517,-0.001473814,-0.002031609,0.000150352,0.021650967,-0.02770413,0.020862585,0.00330399,0.002312776,-0.011035849,-0.024952481,-0.016964177,-0.011329778,0.03439229,0.010868204,-0.020230454,0.0010389,-0.005935957,-0.016630688,-0.015525136,-0.004056287,0.00289613,-0.013785209,-0.021735669,1
GSM1607731,-0.003878162,-0.007616725,0.005930961,-0.034058419,6.74E-06,-0.000337252,0.006783507,-0.001607993,0.01055494,0.008897968,0.006233289,0.000917573,-0.008304012,-0.023645812,-0.000536364,-0.004792815,0.003775608,0.000512354,0.013520618,-0.008185336,0.013163161,0.002322658,0.019188724,0.003775548,0.006754085,-0.00143989,-0.002046296,0.000142609,0.020671274,-0.027906566,0.02038796,0.003309219,0.002361376,-0.011506532,-0.024107266,-0.017956937,-0.011262517,0.033890489,0.012409692,-0.020666731,0.0009931,-0.006097288,-0.016006745,-0.014599166,-0.004230386,0.002918843,-0.013783357,-0.020701998,1
GSM1607732,-0.004098548,-0.011084292,0.006031187,-0.034528474,6.58E-06,-0.000346676,0.006820272,-0.001639147,0.010539211,0.008663893,0.006262567,0.000879705,-0.008314599,-0.023959218,-0.000589295,-0.00517504,0.003968016,0.00042599,0.013194348,-0.008782159,0.013572529,0.002981751,0.018249733,0.00425135,0.007058719,-0.001472887,-0.001952645,0.000132876,0.02108828,-0.030076316,0.020978122,0.003266852,0.002515745,-0.011019202,-0.024520719,-0.018045497,-0.011174063,0.034286964,0.011450107,-0.019927965,0.001038751,-0.006595909,-0.015210017,-0.014908077,-0.0042258,0.002962346,-0.013779116,-0.020937621,1
GSM1607733,-0.00354223,-0.009221771,0.005656991,-0.034897389,7.18E-06,-0.000344294,0.006922458,-0.001645281,0.010530307,0.008822137,0.006539019,0.000916636,-0.008462312,-0.021845463,-0.000485742,-0.005165498,0.003739535,0.000575475,0.013736119,-0.007913542,0.012118947,0.002832845,0.016645637,0.003910974,0.007088708,-0.001455309,-0.002059277,0.000142403,0.020582544,-0.026063758,0.021262646,0.003257866,0.002087047,-0.01095343,-0.024243154,-0.01641599,-0.011249851,0.039160786,0.012393731,-0.021140607,0.000993854,-0.005949242,-0.01556332,-0.015159759,-0.003873522,0.002868984,-0.013690256,-0.020398207,1
GSM1607735,-0.003844371,-0.009257822,0.005775209,-0.03511044,6.78E-06,-0.000338432,0.006916532,-0.001644995,0.010491118,0.008848864,0.006244743,0.000895977,-0.008024367,-0.022105168,-0.000543339,-0.004911738,0.003988622,0.000506805,0.012816283,-0.007623903,0.01317524,0.003121198,0.019522808,0.004014229,0.007078574,-0.001482696,-0.00197498,0.00011251,0.020988574,-0.027695213,0.023760425,0.003281481,0.002387612,-0.010622808,-0.025605488,-0.017386619,-0.01165218,0.033519473,0.010543326,-0.020896714,0.001015949,-0.005681978,-0.016374571,-0.015621046,-0.003943761,0.002896409,-0.014072895,-0.02074055,1
GSM1607736,-0.003836098,-0.008337372,0.005982345,-0.033051571,6.16E-06,-0.000326321,0.00665281,-0.001609589,0.010644572,0.008866748,0.005495168,0.000956476,-0.007906309,-0.0248254,-0.000455212,-0.00462443,0.004133304,0.000517927,0.013213006,-0.008013524,0.011986786,0.002255585,0.020076208,0.003731485,0.007285349,-0.001451376,-0.002013407,0.000160594,0.021147132,-0.028037321,0.020657945,0.003268217,0.002364144,-0.010689838,-0.023736976,-0.017793468,-0.011097722,0.032901512,0.011614405,-0.019976026,0.000992266,-0.006019104,-0.016424266,-0.014011804,-0.004131021,0.002905972,-0.014097269,-0.021718414,1
GSM1607737,-0.00381729,-0.010032473,0.005860578,-0.03390658,7.01E-06,-0.000352113,0.006595448,-0.001588766,0.01084883,0.008857982,0.006203436,0.000906032,-0.008819685,-0.024396984,-0.000612714,-0.00467123,0.003851021,0.000571758,0.012475477,-0.00731156,0.012974462,0.002798372,0.017340853,0.003767691,0.007486798,-0.001469401,-0.002041487,0.00012212,0.020997958,-0.027168319,0.020710931,0.003274035,0.002174302,-0.011028847,-0.023441357,-0.016391649,-0.012461682,0.034514704,0.016525206,-0.020077285,0.000969561,-0.005481441,-0.015379612,-0.01608583,-0.004042688,0.002945435,-0.013503959,-0.019381622,1
GSM1607738,-0.003895748,-0.007600805,0.005627105,-0.035012949,7.12E-06,-0.000366127,0.006947032,-0.001568267,0.010643217,0.00876868,0.006323426,0.000935045,-0.008071192,-0.023525564,-0.000469919,-0.005125845,0.003850699,0.000391398,0.01336589,-0.007618394,0.012467922,0.003347017,0.01741328,0.00392334,0.006512735,-0.001457618,-0.002089544,0.000144072,0.020529969,-0.026660519,0.020985343,0.003210961,0.002197949,-0.011265164,-0.022632842,-0.016626715,-0.011982634,0.036927579,0.012336787,-0.021427694,0.000970483,-0.005957164,-0.016018321,-0.015105413,-0.003994987,0.002898725,-0.0138846,-0.019382723,1
GSM1607739,-0.004030455,-0.01076208,0.005809866,-0.032118794,7.05E-06,-0.000358367,0.006812265,-0.001668866,0.010832123,0.009032509,0.006427255,0.000932249,-0.007849607,-0.021585911,-0.000467338,-0.004903217,0.003786652,0.000588987,0.013118874,-0.00781929,0.013411552,0.002619846,0.017410205,0.003958467,0.007306306,-0.001458987,-0.002010651,0.00015473,0.020961378,-0.027896052,0.02094537,0.003204856,0.002333925,-0.011259924,-0.023374017,-0.017187501,-0.012058456,0.035262915,0.010401703,-0.019981588,0.001019752,-0.005559119,-0.015964808,-0.015799891,-0.004020492,0.002930651,-0.013990927,-0.019908357,1
GSM1607740,-0.003885463,-0.010027267,0.005886335,-0.033700605,6.84E-06,-0.000343798,0.00682557,-0.001666651,0.01063288,0.008980324,0.006355431,0.000960858,-0.008281488,-0.024844813,-0.000517093,-0.005250715,0.003793395,0.00059492,0.013704048,-0.008481641,0.013029776,0.003298515,0.016827573,0.00377181,0.007200661,-0.001461988,-0.002001588,0.00018016,0.020757489,-0.028092457,0.023725746,0.003272396,0.00238326,-0.010546852,-0.024258034,-0.017076285,-0.012351004,0.035827332,0.013843944,-0.020195221,0.001020901,-0.005693954,-0.015844888,-0.018780056,-0.004010609,0.002909104,-0.013145659,-0.02137837,1
GSM1607743,-0.003975072,-0.011011855,0.005703458,-0.034397359,7.48E-06,-0.000364494,0.00719952,-0.00169344,0.010426721,0.008883022,0.006707219,0.00099874,-0.008100408,-0.022168178,-0.000597282,-0.00554275,0.00393001,0.000556675,0.012704926,-0.008416868,0.013250258,0.003373279,0.017881602,0.003805823,0.007055073,-0.001474016,-0.002018711,0.000128142,0.020476382,-0.02744924,0.020502334,0.003276499,0.002197819,-0.01116377,-0.023351327,-0.016189637,-0.011369578,0.037286658,0.011163549,-0.020878522,0.001016156,-0.005609312,-0.015732162,-0.016042805,-0.003933633,0.00293083,-0.013238245,-0.020727487,1
GSM1607744,-0.003869141,-0.010870213,0.00582552,-0.036007949,7.14E-06,-0.000360275,0.006704075,-0.001635993,0.010713178,0.009119213,0.006700042,0.00091659,-0.008624759,-0.020918515,-0.000472138,-0.005243757,0.003889036,0.000651123,0.013656198,-0.007751437,0.012954243,0.002847655,0.017918643,0.003671886,0.007024534,-0.001479955,-0.00202575,0.000150077,0.020993006,-0.028596474,0.024246378,0.003241648,0.002579004,-0.011405664,-0.023331964,-0.016640487,-0.011291009,0.036721274,0.012442505,-0.021144511,0.001039512,-0.00606002,-0.015248213,-0.016076551,-0.003947815,0.002877183,-0.014063547,-0.020808705,1
GSM1607745,-0.003994121,-0.010158304,0.0060158,-0.032933636,7.20E-06,-0.000338168,0.006683965,-0.001704615,0.010576036,0.009373785,0.005837341,0.00093059,-0.008529794,-0.026851882,-0.000652646,-0.005077484,0.003853365,0.00073233,0.012587472,-0.008070171,0.013481693,0.002619134,0.017651369,0.003711215,0.007133825,-0.001462099,-0.002105287,0.000133999,0.020567524,-0.025060929,0.020330463,0.003227715,0.002186045,-0.010522064,-0.024234239,-0.017340102,-0.01170956,0.037277627,0.01194314,-0.02055731,0.000962277,-0.005745029,-0.01586588,-0.014665512,-0.003909656,0.002904695,-0.013957188,-0.022031427,1
GSM1607746,-0.003772545,-0.007703615,0.005711604,-0.035171849,6.93E-06,-0.000351392,0.006789121,-0.001645481,0.010569313,0.008696492,0.005816873,0.000903619,-0.008798535,-0.024906948,-0.000479994,-0.005028777,0.003876116,0.000540104,0.012317948,-0.007973985,0.012851189,0.002641064,0.015853258,0.004203519,0.006341056,-0.001448951,-0.002090907,0.000126288,0.020822786,-0.027882128,0.020222979,0.003250714,0.002215009,-0.010927491,-0.024286752,-0.015904479,-0.011239475,0.03454073,0.010305997,-0.021662223,0.000980018,-0.005829561,-0.016305951,-0.016910218,-0.003964333,0.002830439,-0.013492212,-0.022275282,1
GSM1607747,-0.003981661,-0.007959349,0.005993197,-0.034525436,6.81E-06,-0.000339381,0.006677211,-0.001595866,0.010618247,0.008759993,0.006389133,0.000932927,-0.00841605,-0.02702044,-0.00049835,-0.004850502,0.003911002,0.000444088,0.013147249,-0.008248532,0.013684424,0.002892872,0.020664362,0.004250342,0.007088831,-0.001451763,-0.001939966,0.000144843,0.020976058,-0.028293468,0.020392497,0.003311954,0.002502333,-0.010923785,-0.024105931,-0.018456306,-0.01116366,0.031723554,0.010370773,-0.020245153,0.001020146,-0.006083233,-0.015331518,-0.015286209,-0.004129198,0.002914721,-0.013630557,-0.021163072,1
GSM1607748,-0.003909229,-0.008482512,0.005769024,-0.033626157,6.62E-06,-0.000359025,0.006498479,-0.001600628,0.010619252,0.008806676,0.006539936,0.000929032,-0.008206307,-0.023355694,-0.000476249,-0.004470867,0.003871328,0.000404126,0.013745116,-0.007165977,0.012065782,0.002603336,0.015553859,0.003757917,0.006760717,-0.001495709,-0.00197154,0.000153627,0.021105527,-0.027585549,0.020760678,0.003290457,0.002116881,-0.011080857,-0.023371897,-0.015883962,-0.013353367,0.036951728,0.010702487,-0.020243312,0.001035972,-0.005199026,-0.017056283,-0.014938009,-0.004017598,0.002897907,-0.013650926,-0.019577597,1
GSM1607749,-0.003993061,-0.010012564,0.005734747,-0.033260524,6.97E-06,-0.000353902,0.006920867,-0.001592294,0.010832335,0.009222042,0.006176158,0.000942669,-0.007710657,-0.025077052,-0.00048106,-0.004895877,0.004096805,0.000420204,0.013838706,-0.008603471,0.013140383,0.003282456,0.016333723,0.003758786,0.007084278,-0.00146893,-0.002005651,0.000177661,0.02057907,-0.028064671,0.025220887,0.003245983,0.002378359,-0.010476559,-0.024495458,-0.017458625,-0.011896199,0.034734665,0.013839733,-0.020047665,0.001005496,-0.006224859,-0.016027722,-0.016874719,-0.004108835,0.002910767,-0.013932805,-0.020218457,1
GSM1607750,-0.003777175,-0.009988635,0.005614061,-0.033412298,5.91E-06,-0.000371338,0.006657549,-0.00161892,0.010596566,0.00877138,0.005774661,0.000894657,-0.008195791,-0.024386324,-0.000529418,-0.005137338,0.003985226,0.000435062,0.012640007,-0.007296133,0.012604588,0.002331649,0.016092063,0.003900397,0.007058163,-0.001437352,-0.00209323,0.000125009,0.021763,-0.02905141,0.020664361,0.003311955,0.002213247,-0.011170811,-0.024446131,-0.017099843,-0.011307845,0.03356131,0.014498575,-0.019914993,0.001039234,-0.005569249,-0.016202899,-0.015789607,-0.004256434,0.002988276,-0.01396923,-0.019653255,1
GSM1607751,-0.003685769,-0.008268501,0.005807329,-0.033229673,6.27E-06,-0.000341936,0.006858489,-0.00158987,0.010889156,0.008562037,0.005831026,0.000902288,-0.007807052,-0.025095505,-0.00047528,-0.005041099,0.003902259,0.000452904,0.01350315,-0.008057319,0.01281905,0.002817372,0.019619653,0.004164372,0.007186275,-0.001437951,-0.001990751,0.00016435,0.020970619,-0.027419547,0.021210024,0.003321611,0.002271128,-0.011389573,-0.023550761,-0.017809649,-0.011537294,0.033791193,0.012464408,-0.020153408,0.000999495,-0.00608134,-0.015646544,-0.015248381,-0.00399938,0.00291302,-0.01383603,-0.020812083,1
GSM1607752,-0.003582486,-0.009581559,0.006093611,-0.033189513,6.69E-06,-0.000334101,0.006780922,-0.001726871,0.010284994,0.009551552,0.006169974,0.000947274,-0.007794723,-0.023906514,-0.000482874,-0.004794499,0.0037001,0.000414338,0.014217889,-0.007533286,0.013453919,0.002935567,0.016605346,0.003710008,0.007100889,-0.001453867,-0.002031485,0.00013552,0.020671325,-0.026463063,0.020417248,0.003212737,0.002141268,-0.011344977,-0.024481119,-0.016836792,-0.011393943,0.03373242,0.011923087,-0.021511034,0.000999538,-0.005820072,-0.016810126,-0.016658595,-0.003997503,0.002891183,-0.014084172,-0.018651555,1
GSM1607753,-0.00382922,-0.008866897,0.005736091,-0.033204097,6.54E-06,-0.000335836,0.007054402,-0.001630549,0.010286606,0.009189383,0.00655082,0.000924809,-0.008568862,-0.028003821,-0.000492184,-0.005136369,0.004024129,0.000552028,0.014601747,-0.009003975,0.013297315,0.00313691,0.018843826,0.003722415,0.006979783,-0.001440876,-0.001954931,0.000173724,0.020937657,-0.029262289,0.02170763,0.003279972,0.002362521,-0.011095065,-0.02276736,-0.017755183,-0.012182623,0.035348367,0.01051686,-0.019780335,0.000953329,-0.005874675,-0.015609758,-0.018110602,-0.004145302,0.002882942,-0.013619624,-0.020309246,1
GSM1607754,-0.003834773,-0.010715088,0.005853246,-0.034917808,7.01E-06,-0.000346017,0.006971077,-0.001619983,0.01064297,0.008886059,0.006079096,0.000947936,-0.008238774,-0.023144504,-0.000453406,-0.004888971,0.00396247,0.000567569,0.013279984,-0.007851557,0.012839183,0.00229308,0.018640958,0.003808619,0.007634341,-0.001471807,-0.001995711,0.00012902,0.020653104,-0.028442696,0.020319688,0.003286149,0.002429466,-0.01111849,-0.022956715,-0.016703651,-0.011129761,0.03367556,0.012909929,-0.020349978,0.001034967,-0.006011079,-0.016752011,-0.013568216,-0.004074932,0.002977458,-0.013659573,-0.021050302,1
GSM1607755,-0.003872244,-0.008212915,0.005873189,-0.03776999,6.97E-06,-0.000340014,0.00661325,-0.001664452,0.010588534,0.00914368,0.006197215,0.000960189,-0.008819424,-0.022743012,-0.000514363,-0.004848218,0.004140071,0.000414364,0.012774909,-0.008745899,0.01220474,0.003106681,0.018664473,0.003825614,0.007298769,-0.001463677,-0.002060009,0.000118833,0.020725592,-0.027489553,0.024314313,0.003261554,0.002476621,-0.010979209,-0.024612554,-0.016079187,-0.011840549,0.033883474,0.012319873,-0.020954231,0.001023618,-0.005502107,-0.017168979,-0.016761248,-0.004138896,0.002966268,-0.013946494,-0.019778597,1
GSM1607756,-0.003806816,-0.008860009,0.005713184,-0.033538772,6.19E-06,-0.00033562,0.006638539,-0.001602869,0.01068884,0.008724743,0.005821102,0.000894965,-0.008009865,-0.024746999,-0.00048277,-0.004908408,0.003961597,0.000511773,0.013942589,-0.008015453,0.013061932,0.002720379,0.018499188,0.003753335,0.006588414,-0.001440793,-0.001989452,0.000156909,0.020878381,-0.027643058,0.021224374,0.003249512,0.002336348,-0.010847559,-0.02248291,-0.016895044,-0.012030875,0.036312976,0.014352697,-0.020207459,0.001015786,-0.005987002,-0.016028247,-0.015864201,-0.004057117,0.002864607,-0.013670116,-0.019479411,1
GSM1607757,-0.003832413,-0.008301107,0.005890258,-0.033561273,6.92E-06,-0.000343815,0.006881974,-0.001597299,0.010260859,0.008895771,0.006642153,0.00091648,-0.00809003,-0.025550888,-0.000465388,-0.00528842,0.003820618,0.000426283,0.013750857,-0.00846858,0.013235919,0.003258823,0.018221162,0.004310582,0.007228569,-0.001472437,-0.002037185,0.000135164,0.020975944,-0.027711887,0.021596258,0.00318567,0.002298931,-0.011241742,-0.024067312,-0.017475839,-0.011731763,0.033551247,0.011080381,-0.020718411,0.000998577,-0.006259623,-0.015730052,-0.016927333,-0.004080156,0.002891925,-0.013784996,-0.020724065,1
GSM1607758,-0.003554532,-0.007648436,0.005650625,-0.033626035,6.34E-06,-0.000357095,0.006636843,-0.001597413,0.01077857,0.008708724,0.005707498,0.000878828,-0.007755429,-0.024647521,-0.000473302,-0.004531754,0.003765466,0.00041001,0.013041831,-0.007297799,0.012208773,0.00268318,0.015503514,0.003705202,0.006473664,-0.001446239,-0.002045199,0.000156988,0.020855208,-0.025960468,0.020012442,0.003260502,0.001998211,-0.010370183,-0.023700368,-0.016219164,-0.011744069,0.035792863,0.010392424,-0.020961764,0.001006792,-0.005551984,-0.015965934,-0.014549777,-0.003873854,0.002890047,-0.013948108,-0.019072474,1
