,ARSI,CCL26,EIF3D,GSTO1,GSTP1,HSP90AB1,INPP1,LMO4,POMP,PPP1R14B,PSMC3,RNASE7,RNF181,ROMO1,RPL12,RPS4X,S100A10,SBDS,SERPINE1,SPINK5,SPINK7,STIP1,TCEAL8,TMED10,TOMM34,TUBB6,ZMAT2,class
GSM1607694,-0.010219675,-0.090524391,0.006599973,0.027119169,0.001413542,0.00292083,0.00661863,0.032846964,-0.053342791,0.024444875,-0.024237337,-0.134398968,-0.068016725,0.025784423,-0.011383284,-0.002036595,-0.008178498,-0.029118305,0.000842739,-0.00136894,0.041400733,-0.013324517,-0.173797184,0.003826642,-0.039858338,-0.00428384,-0.050338688,1
GSM1607695,-0.009992743,-0.090357838,0.006350996,0.026468161,0.001373493,0.002852335,0.00754521,0.038298651,-0.050875598,0.024475873,-0.023116749,-0.147554892,-0.0633488,0.024368185,-0.011199272,-0.001985999,-0.008238931,-0.029335604,0.000749969,-0.002131518,0.0659358,-0.012859147,-0.160695096,0.003714296,-0.039097769,-0.004633119,-0.049777211,1
GSM1607696,-0.010178728,-0.090737392,0.006301981,0.027887311,0.001406811,0.002911003,0.007767872,0.032475297,-0.051004665,0.024530288,-0.023835016,-0.157202661,-0.063301445,0.025112828,-0.010839263,-0.00192002,-0.008548045,-0.03097007,0.000907252,-0.001524033,0.04420914,-0.013250416,-0.161769177,0.003767438,-0.039342725,-0.004623622,-0.049622181,1
GSM1607697,-0.010116345,-0.090838192,0.006794295,0.027893425,0.001372993,0.003107638,0.007686403,0.034986754,-0.052291258,0.026963033,-0.025820586,-0.12020952,-0.071293936,0.026223726,-0.011597738,-0.001969426,-0.008124768,-0.027062513,0.000760636,-0.00174362,0.05463967,-0.014908713,-0.16605318,0.003168012,-0.038086667,-0.00462236,-0.05488485,1
GSM1607698,-0.010366943,-0.087609685,0.006827274,0.028928063,0.001360353,0.00305948,0.006611493,0.031625315,-0.051877352,0.02626834,-0.025740262,-0.152437883,-0.067888753,0.026231756,-0.011964435,-0.001982396,-0.008501007,-0.027901156,0.001027229,-0.001821392,0.058777925,-0.013647053,-0.157370266,0.00382301,-0.042729234,-0.004893269,-0.052755442,1
GSM1607699,-0.010314367,-0.089694927,0.006450447,0.026842699,0.001450349,0.003087488,0.007617009,0.034466568,-0.050880511,0.026490408,-0.024301267,-0.125035546,-0.065953622,0.025629386,-0.010908212,-0.001813911,-0.00807944,-0.027791859,0.000862861,-0.00162095,0.047444426,-0.013998135,-0.151650948,0.003408482,-0.039705291,-0.004725778,-0.050787261,1
GSM1607701,-0.010199362,-0.090218343,0.00663345,0.026265333,0.001302201,0.002877742,0.006458803,0.036223111,-0.051051274,0.022836689,-0.024017271,-0.110570564,-0.067035791,0.026088335,-0.011557134,-0.002017224,-0.007317064,-0.028823035,0.000675613,-0.001389797,0.040520137,-0.013170507,-0.173687492,0.003880158,-0.038494423,-0.00377246,-0.051680886,1
GSM1607702,-0.009936678,-0.088722341,0.006769384,0.026759494,0.001309296,0.002876001,0.007529424,0.036287064,-0.052173417,0.024439055,-0.02462029,-0.121179972,-0.066691209,0.025379642,-0.011018157,-0.001905947,-0.008003702,-0.0271582,0.000795669,-0.001485006,0.044390108,-0.013524078,-0.14346392,0.00354485,-0.039117668,-0.004215407,-0.052107097,1
GSM1607703,-0.009978831,-0.093738068,0.006554751,0.027356842,0.001394303,0.003073714,0.006564264,0.034379118,-0.049669208,0.025106034,-0.02451854,-0.148965847,-0.065685035,0.024727149,-0.010638758,-0.001784224,-0.008281573,-0.027698884,0.000909214,-0.001596535,0.04727737,-0.014257411,-0.156154787,0.003415559,-0.038998761,-0.004671962,-0.051326695,1
GSM1607705,-0.010216002,-0.095665879,0.006637846,0.028631497,0.00139956,0.002936048,0.006677315,0.033576385,-0.050234166,0.025920998,-0.023476249,-0.13646627,-0.064449252,0.024801295,-0.011009258,-0.001949572,-0.008088771,-0.029483742,0.001014661,-0.00154825,0.056984904,-0.014032685,-0.159381137,0.003738242,-0.039222278,-0.004306656,-0.048254137,1
GSM1607706,-0.010189491,-0.088524899,0.006204693,0.027414496,0.001353479,0.003080568,0.008327107,0.033563184,-0.051908212,0.023020471,-0.024076443,-0.115748547,-0.065343496,0.024466054,-0.010930343,-0.002008132,-0.007427366,-0.027791135,0.000857643,-0.001496163,0.042547755,-0.013981722,-0.162294256,0.003703227,-0.039499625,-0.00400839,-0.050651479,1
GSM1607707,-0.010203278,-0.093794829,0.006773482,0.02664597,0.001464457,0.002954632,0.007972874,0.038299546,-0.050365492,0.026420755,-0.025885288,-0.131398941,-0.0693461,0.025240915,-0.010839309,-0.001933483,-0.008196376,-0.028831412,0.00071075,-0.001763575,0.048032312,-0.013874578,-0.146727447,0.003350206,-0.038372328,-0.004741276,-0.054309353,1
GSM1607708,-0.010049724,-0.087470777,0.006591621,0.026890741,0.001383833,0.003120553,0.007406949,0.037150415,-0.052904435,0.025942418,-0.02505495,-0.128810035,-0.065609753,0.026217782,-0.011194067,-0.001870898,-0.008434343,-0.027486996,0.000879346,-0.001595336,0.044295189,-0.013550027,-0.15283605,0.003133945,-0.037935861,-0.004744566,-0.051050452,1
GSM1607709,-0.010187948,-0.092029989,0.006548897,0.028266217,0.001334834,0.002901316,0.006762898,0.0321969,-0.051514658,0.026219723,-0.023933883,-0.139327958,-0.065457363,0.025214069,-0.011791547,-0.001895573,-0.008301419,-0.028330654,0.000958628,-0.001582556,0.042163998,-0.013376807,-0.165012934,0.003767614,-0.038999049,-0.004832092,-0.050691677,1
GSM1607710,-0.010355117,-0.090237296,0.006856488,0.028765466,0.001377682,0.003007476,0.006996204,0.032797409,-0.052636521,0.025728642,-0.024840294,-0.137415671,-0.067930562,0.025490392,-0.01123617,-0.001926725,-0.008436474,-0.029687757,0.00095632,-0.001717548,0.053547894,-0.014016005,-0.153378232,0.003648825,-0.038334494,-0.004900291,-0.050864397,1
GSM1607711,-0.010066652,-0.088551188,0.006568302,0.025716451,0.001292423,0.002935111,0.007273984,0.042229391,-0.052305591,0.02414903,-0.024870652,-0.115083154,-0.063791059,0.025305121,-0.01133286,-0.00209585,-0.007525881,-0.027035578,0.000803683,-0.001341801,0.03988669,-0.013436766,-0.172080548,0.003598348,-0.040226809,-0.004280377,-0.050713347,1
GSM1607712,-0.010149775,-0.088853745,0.006578442,0.025681911,0.001389878,0.002798142,0.006900796,0.036740188,-0.050390641,0.024961017,-0.023213525,-0.162193334,-0.066581363,0.026318238,-0.011143583,-0.00195267,-0.008342492,-0.028884992,0.000683171,-0.00220881,0.065589172,-0.013116281,-0.159168551,0.003754194,-0.037901005,-0.004773258,-0.053302585,1
GSM1607713,-0.009939369,-0.089148027,0.00643674,0.024564514,0.001451975,0.00279218,0.008067277,0.036276733,-0.052132616,0.026371154,-0.0262975,-0.142012508,-0.071164981,0.027461466,-0.011023532,-0.001756355,-0.007499261,-0.027055706,0.000676942,-0.001645448,0.052050654,-0.013751961,-0.175271575,0.00311212,-0.039469064,-0.004138973,-0.05476589,1
GSM1607715,-0.010238488,-0.088804925,0.006535126,0.025361499,0.001343624,0.003004075,0.007634111,0.036865236,-0.051354627,0.022797131,-0.024571731,-0.137315514,-0.066374015,0.024759816,-0.011279043,-0.001821611,-0.008248459,-0.027141013,0.000765606,-0.001523006,0.042585578,-0.012706126,-0.162170446,0.003561291,-0.038393773,-0.00454751,-0.053399108,1
GSM1607716,-0.009806137,-0.091581698,0.006729681,0.026103373,0.001406776,0.00299269,0.007820574,0.035245472,-0.052934514,0.024890903,-0.02579789,-0.14591043,-0.069961326,0.02611399,-0.0108299,-0.00185718,-0.007850215,-0.026513929,0.000746808,-0.001802678,0.051709609,-0.014518722,-0.165198839,0.003327871,-0.041784454,-0.004120826,-0.052881735,1
GSM1607717,-0.009933233,-0.087197653,0.006602157,0.02654746,0.001382619,0.002793602,0.006988491,0.032677838,-0.050853675,0.024516032,-0.024121072,-0.184193132,-0.06416859,0.026384416,-0.010925045,-0.001856523,-0.008503588,-0.02879499,0.000787005,-0.002056146,0.067391395,-0.013384993,-0.15851011,0.003609049,-0.03802367,-0.004895333,-0.052013179,1
GSM1607718,-0.009960354,-0.097658923,0.006646736,0.029016278,0.001435855,0.003122926,0.006357632,0.034220342,-0.053986602,0.026098388,-0.024726015,-0.12759622,-0.064161696,0.024435046,-0.011322104,-0.001899489,-0.008666982,-0.029430254,0.000784074,-0.001448867,0.045621504,-0.01470798,-0.150946816,0.003342735,-0.042114977,-0.004593345,-0.049199634,1
GSM1607719,-0.010071593,-0.090319643,0.006450203,0.027180035,0.001332447,0.003070653,0.007950276,0.036708687,-0.052023105,0.023680291,-0.024573933,-0.105741893,-0.064236187,0.024727528,-0.010704236,-0.001956885,-0.008032083,-0.027799923,0.000867116,-0.001353616,0.042664895,-0.013770075,-0.15599821,0.003410405,-0.040001911,-0.004252013,-0.05049303,1
GSM1607720,-0.010088454,-0.089894745,0.006561805,0.026691151,0.001337233,0.002931568,0.007464717,0.034310593,-0.050619018,0.023689161,-0.023754242,-0.146241523,-0.063698069,0.024782384,-0.01132831,-0.001967321,-0.008035311,-0.028273883,0.000743403,-0.001936686,0.054363063,-0.013275252,-0.153612151,0.003625559,-0.039299029,-0.004456825,-0.050169709,1
GSM1607721,-0.009905048,-0.090137909,0.006813444,0.026423013,0.001370996,0.00306607,0.008507011,0.04194142,-0.050410586,0.024151121,-0.025582521,-0.121079763,-0.068478831,0.027916378,-0.011542508,-0.002144067,-0.007388455,-0.027607967,0.00073091,-0.001528694,0.037501297,-0.013817458,-0.148315342,0.003218445,-0.03545627,-0.004009498,-0.052223709,1
GSM1607722,-0.010085153,-0.090735417,0.007007232,0.026556052,0.001365818,0.003065332,0.007322603,0.033474403,-0.052327547,0.025845486,-0.023745574,-0.113707471,-0.066799702,0.025317873,-0.011567861,-0.001968671,-0.008439186,-0.027508787,0.0009152,-0.001854642,0.048686754,-0.013574194,-0.159709321,0.003612206,-0.040925497,-0.004799711,-0.049968246,1
GSM1607723,-0.010727205,-0.091948034,0.006817962,0.027500654,0.001451945,0.003049407,0.006834739,0.031977139,-0.052669879,0.026807997,-0.024474901,-0.152147923,-0.067322763,0.025777551,-0.011308665,-0.001822544,-0.008491681,-0.02712265,0.001075902,-0.001729971,0.05442995,-0.014105185,-0.163835094,0.003991846,-0.039011666,-0.004833042,-0.05161958,1
GSM1607724,-0.01003891,-0.089154043,0.006421643,0.027559353,0.001383726,0.002978209,0.007349394,0.031797085,-0.052908122,0.026000405,-0.024225636,-0.144109298,-0.066279659,0.025695684,-0.010632188,-0.001892284,-0.008507301,-0.028033799,0.000940098,-0.001642523,0.044886964,-0.014273553,-0.151995871,0.003558526,-0.038657032,-0.004898845,-0.053734107,1
GSM1607725,-0.009995577,-0.104499482,0.006626825,0.028865066,0.001432642,0.002984534,0.006991056,0.034794459,-0.05330847,0.02666675,-0.026510493,-0.158721616,-0.069633721,0.026588482,-0.01107219,-0.001931263,-0.008468882,-0.026304002,0.000849994,-0.001407932,0.044097963,-0.014821899,-0.165430714,0.003440857,-0.04064955,-0.004951757,-0.053631924,1
GSM1607726,-0.010115373,-0.089365324,0.006696349,0.025390309,0.001305031,0.002852165,0.006652205,0.034341421,-0.049551905,0.023642693,-0.023707165,-0.140221923,-0.064797065,0.024646542,-0.01144498,-0.001966369,-0.007922865,-0.027766429,0.000832329,-0.001766747,0.052400963,-0.013219972,-0.158758061,0.003702007,-0.039735328,-0.004223229,-0.051152203,1
GSM1607727,-0.009973416,-0.091539009,0.006535144,0.026855482,0.001389095,0.002960993,0.007456485,0.037284187,-0.051504927,0.025718444,-0.024343459,-0.135437338,-0.066928553,0.025796362,-0.011198516,-0.001960368,-0.007929993,-0.026842433,0.000749895,-0.001478142,0.048715706,-0.01422549,-0.159710464,0.003569015,-0.039109044,-0.004262062,-0.049971623,1
GSM1607728,-0.010183695,-0.092577461,0.00651105,0.026489363,0.00142194,0.002824413,0.006846375,0.035748716,-0.050988152,0.025576533,-0.024357028,-0.147678418,-0.065226133,0.025321989,-0.01127882,-0.001958642,-0.008092997,-0.03057764,0.000692325,-0.002006967,0.063597084,-0.013163607,-0.163129066,0.003552621,-0.03833599,-0.004490738,-0.050096158,1
GSM1607729,-0.010008012,-0.089663561,0.006386624,0.028129808,0.001375038,0.002914432,0.007123401,0.034928578,-0.051657417,0.025053362,-0.02373653,-0.153309063,-0.062454508,0.02530363,-0.010690731,-0.0018524,-0.008494432,-0.029989181,0.000829241,-0.001608444,0.060270404,-0.012993207,-0.16554068,0.003746378,-0.037937631,-0.004681976,-0.049123763,1
GSM1607730,-0.010342209,-0.095598146,0.006851095,0.027543218,0.001421389,0.003030116,0.007365231,0.035177843,-0.053171011,0.02493846,-0.023520114,-0.112900276,-0.065690196,0.025183012,-0.010940797,-0.001989834,-0.008425308,-0.028018666,0.00084457,-0.00164539,0.041239473,-0.013539053,-0.159835996,0.003682081,-0.038527343,-0.004563844,-0.052019954,1
GSM1607731,-0.0105167,-0.088284085,0.006514867,0.026755909,0.001406535,0.002865609,0.007097308,0.036548128,-0.052109735,0.025243841,-0.024499036,-0.157704273,-0.063839383,0.024871465,-0.011050997,-0.001888995,-0.008051302,-0.028968777,0.0007416,-0.001854614,0.064336682,-0.013369781,-0.141064612,0.003829239,-0.039151442,-0.004908823,-0.047204528,1
GSM1607732,-0.010203127,-0.09121583,0.007049486,0.027800118,0.00144579,0.002848225,0.006665518,0.032888084,-0.052842413,0.026260678,-0.025181269,-0.15817992,-0.063786704,0.024276729,-0.011267502,-0.001863223,-0.008739865,-0.030015632,0.000961231,-0.001474324,0.053810048,-0.013939297,-0.160319643,0.003761049,-0.039651355,-0.005029279,-0.051987875,1
GSM1607733,-0.010005052,-0.087002074,0.00671416,0.026875115,0.001399714,0.002965977,0.007262829,0.034422368,-0.052419184,0.025670051,-0.025562643,-0.154198823,-0.067658839,0.027079823,-0.011268326,-0.001860361,-0.008085082,-0.027955205,0.000762472,-0.001653938,0.050648326,-0.014173751,-0.158026995,0.003323502,-0.040577084,-0.004452451,-0.053333758,1
GSM1607735,-0.009959667,-0.09333757,0.006542431,0.0252402,0.00141341,0.00292193,0.007503593,0.038674409,-0.050253187,0.02742836,-0.02399354,-0.120088657,-0.066319667,0.025341002,-0.01071618,-0.001888652,-0.008223347,-0.030104758,0.000824297,-0.001590592,0.051811221,-0.014991108,-0.158685115,0.003486871,-0.041631687,-0.00452868,-0.049861047,1
GSM1607736,-0.010035241,-0.087525191,0.006464317,0.027022341,0.001361301,0.002961882,0.00804639,0.037047377,-0.052905712,0.023322173,-0.024027119,-0.143801116,-0.066102071,0.024163922,-0.010422419,-0.002023246,-0.008362027,-0.029713593,0.000741607,-0.00210678,0.062215707,-0.012403391,-0.159283526,0.00354419,-0.035758787,-0.004459817,-0.051458226,1
GSM1607737,-0.009922259,-0.088887645,0.006428034,0.026367608,0.001393216,0.00317983,0.007302483,0.037467136,-0.050790302,0.02461186,-0.024492867,-0.155816836,-0.064611299,0.025522842,-0.011638849,-0.002083802,-0.00782957,-0.028259704,0.000749629,-0.001789831,0.06303625,-0.013929123,-0.157859453,0.003633659,-0.040034642,-0.004344799,-0.051630943,1
GSM1607738,-0.010119013,-0.08904067,0.006583714,0.026461231,0.001352293,0.003055643,0.007440537,0.035023313,-0.051471373,0.024779678,-0.024444807,-0.139707131,-0.066083656,0.025416331,-0.011171877,-0.001970078,-0.008203063,-0.0283017,0.000808552,-0.001781991,0.050972306,-0.014190338,-0.155787271,0.003235856,-0.040421031,-0.004584119,-0.052161033,1
GSM1607739,-0.010163028,-0.090397017,0.006489883,0.027474506,0.001352371,0.003087774,0.00710394,0.035691241,-0.049497416,0.02515653,-0.022976793,-0.14469007,-0.061975183,0.024889504,-0.01094351,-0.001998557,-0.00838794,-0.027735764,0.000910134,-0.001726757,0.046413541,-0.013622893,-0.155104624,0.003806644,-0.038350503,-0.004317257,-0.050986226,1
GSM1607740,-0.009902512,-0.089848462,0.00648252,0.029860548,0.001383523,0.00291258,0.007018104,0.031039717,-0.05121352,0.025030351,-0.023772089,-0.147123727,-0.068458433,0.0263675,-0.011116623,-0.001922208,-0.00821712,-0.02860923,0.00088554,-0.001433407,0.048933692,-0.013539807,-0.167485334,0.003335401,-0.0371949,-0.004608768,-0.053406662,1
GSM1607743,-0.010190254,-0.093062091,0.00670362,0.02649743,0.0014282,0.003076839,0.007643825,0.038307283,-0.049492888,0.027726064,-0.023771356,-0.128741669,-0.066978211,0.025577734,-0.010582252,-0.001892516,-0.008127894,-0.026783243,0.00076806,-0.00158698,0.058419729,-0.014912135,-0.156907384,0.003546582,-0.037983094,-0.004855021,-0.049259964,1
GSM1607744,-0.010233422,-0.090405588,0.00662653,0.026258876,0.001416609,0.002942907,0.007665142,0.032578213,-0.051501546,0.024565552,-0.024052516,-0.171167718,-0.064492093,0.025233042,-0.010787973,-0.001913004,-0.008285266,-0.02811566,0.000747467,-0.001915503,0.054594419,-0.01360681,-0.148435036,0.003563216,-0.040242769,-0.004560158,-0.051569907,1
GSM1607745,-0.00985872,-0.088494294,0.006803019,0.025668437,0.001392203,0.002869633,0.007401126,0.036419084,-0.050052691,0.025907236,-0.024185441,-0.155619456,-0.068242667,0.02426553,-0.011293699,-0.001793982,-0.007898248,-0.028591642,0.000723745,-0.001384943,0.047308149,-0.013633048,-0.151421211,0.003619346,-0.038713641,-0.004066989,-0.055112406,1
GSM1607746,-0.010186249,-0.089228039,0.006604998,0.025290219,0.001370452,0.003071935,0.006919335,0.031204015,-0.050736409,0.024921097,-0.023985772,-0.128829208,-0.06560654,0.025783964,-0.011462045,-0.001976321,-0.008614232,-0.028005977,0.000880501,-0.001701713,0.052320051,-0.014116109,-0.164726795,0.003424642,-0.040595065,-0.004964895,-0.052222075,1
GSM1607747,-0.010040057,-0.088109539,0.006635137,0.027260261,0.001406786,0.00287382,0.007753189,0.034039297,-0.051924882,0.025336622,-0.024311634,-0.148160454,-0.063974119,0.024691239,-0.01142255,-0.002074025,-0.008363551,-0.029063309,0.000869342,-0.001757508,0.047104375,-0.013419808,-0.159299811,0.003589462,-0.038782439,-0.00479768,-0.048822706,1
GSM1607748,-0.010137997,-0.090425848,0.00637018,0.029706641,0.001282744,0.003058568,0.007050191,0.037327405,-0.051959589,0.023385688,-0.023057987,-0.115225079,-0.068489644,0.025610633,-0.01104561,-0.002025847,-0.00744862,-0.027258652,0.00078562,-0.001368428,0.041068821,-0.012907021,-0.166426324,0.00364359,-0.039084766,-0.004103633,-0.052171672,1
GSM1607749,-0.01034184,-0.09394234,0.006506989,0.027773903,0.001367074,0.003133641,0.007096347,0.034122482,-0.051319687,0.02529835,-0.023450234,-0.125327803,-0.063088558,0.025183125,-0.010785608,-0.001952132,-0.008238868,-0.028788595,0.00099577,-0.001580293,0.043179824,-0.013999674,-0.151086113,0.003678923,-0.040846858,-0.004572255,-0.050594047,1
GSM1607750,-0.009992183,-0.0914482,0.006738447,0.027779764,0.00137486,0.003091819,0.007650219,0.038065132,-0.054632212,0.023039033,-0.024869866,-0.110306611,-0.063904491,0.024873142,-0.011315994,-0.0019222,-0.008623083,-0.027395679,0.000991434,-0.001388145,0.040857922,-0.012657828,-0.166984697,0.003684946,-0.03729651,-0.004866814,-0.050895672,1
GSM1607751,-0.010105852,-0.087865173,0.006370813,0.02816872,0.001409721,0.002823183,0.007685533,0.035936737,-0.05185502,0.025196019,-0.025604242,-0.155910339,-0.06310741,0.024263352,-0.01076147,-0.001853495,-0.008239428,-0.029257005,0.000806852,-0.001839781,0.070899261,-0.013621564,-0.153994735,0.003328892,-0.039649357,-0.004734487,-0.050481197,1
GSM1607752,-0.010316093,-0.088553868,0.006616716,0.028258955,0.001448572,0.003011336,0.006935198,0.032149425,-0.052122385,0.025589735,-0.024881307,-0.161291645,-0.06826623,0.026624619,-0.011234356,-0.001826782,-0.007794572,-0.031093201,0.000742609,-0.001769187,0.046757564,-0.014110132,-0.155007827,0.003220406,-0.041517295,-0.004282503,-0.052391013,1
GSM1607753,-0.010302936,-0.090634838,0.006341199,0.029488791,0.001385009,0.002808243,0.006145995,0.036096769,-0.051415578,0.02467494,-0.02416655,-0.163131051,-0.063343588,0.02485116,-0.010684511,-0.001870364,-0.008345077,-0.029710095,0.001036227,-0.001729503,0.050324343,-0.013035435,-0.164069377,0.003687323,-0.041333597,-0.004681901,-0.05067384,1
GSM1607754,-0.010154755,-0.08798206,0.006592999,0.026981355,0.001403668,0.003076242,0.007315514,0.036448998,-0.052347125,0.02494172,-0.024269841,-0.129154245,-0.062072817,0.025040674,-0.010905673,-0.002001554,-0.008090742,-0.029320843,0.000735359,-0.001574553,0.049153971,-0.013285481,-0.15030282,0.003612825,-0.038296978,-0.004500666,-0.048841666,1
GSM1607755,-0.010294464,-0.087804371,0.006967688,0.026534887,0.00134539,0.00310258,0.007363141,0.032513605,-0.05462901,0.026656181,-0.02438902,-0.114642095,-0.066730942,0.026052082,-0.010966219,-0.002023978,-0.008183313,-0.032445588,0.000844073,-0.001324688,0.039123088,-0.014002566,-0.15384192,0.003862864,-0.04031609,-0.00436017,-0.049441234,1
GSM1607756,-0.010039458,-0.090628112,0.006485465,0.027389793,0.001369672,0.002794371,0.006956184,0.034685678,-0.051714699,0.024642964,-0.022927052,-0.141604365,-0.06499016,0.025478075,-0.01109346,-0.001915226,-0.008420096,-0.029122798,0.000942696,-0.001841973,0.063302105,-0.012848991,-0.165413058,0.003475714,-0.038503038,-0.004756083,-0.052072537,1
GSM1607757,-0.010068961,-0.089168505,0.006495867,0.028669012,0.001384797,0.002960744,0.007979982,0.034273444,-0.050809936,0.025642955,-0.024764245,-0.150819387,-0.064910675,0.025194111,-0.010867366,-0.001835503,-0.00840474,-0.028992749,0.000853401,-0.001808676,0.063962107,-0.013324569,-0.155194754,0.003506831,-0.039349092,-0.00479835,-0.053298037,1
GSM1607758,-0.009953264,-0.092348642,0.006669227,0.026120775,0.001338848,0.002882728,0.007011987,0.036289464,-0.050015411,0.023892512,-0.024173175,-0.144113662,-0.066304833,0.025507441,-0.011728974,-0.002001241,-0.007557506,-0.028360576,0.000696878,-0.001865658,0.050338896,-0.013639017,-0.168310103,0.003302073,-0.039903488,-0.003976881,-0.052183671,1
GSM1607759,-0.010138575,-0.08914955,0.00684605,0.027135172,0.00147693,0.002972354,0.006979532,0.03362253,-0.04960249,0.026357792,-0.025689633,-0.149789693,-0.066563315,0.025012048,-0.011376577,-0.00183625,-0.008449656,-0.029025044,0.00101761,-0.001765553,0.057294085,-0.014024083,-0.150444584,0.003768095,-0.038743219,-0.004750841,-0.051226007,1
GSM1607760,-0.01007788,-0.094689891,0.006451792,0.027159889,0.001434597,0.003005692,0.007436569,0.03993695,-0.051922941,0.023799813,-0.024943489,-0.116867398,-0.067074463,0.023519918,-0.011238432,-0.001996544,-0.008311304,-0.029273078,0.000773308,-0.00145146,0.039565044,-0.013872065,-0.149624467,0.003776412,-0.036960198,-0.004777822,-0.049994213,1
GSM1607761,-0.010004079,-0.096225645,0.006419312,0.026638784,0.001330046,0.003029438,0.006691071,0.040206251,-0.052124048,0.023581006,-0.024597156,-0.110702747,-0.064415515,0.02460797,-0.010693383,-0.001919391,-0.00743582,-0.028179696,0.000750715,-0.001399138,0.040496195,-0.013746924,-0.168107291,0.003701516,-0.042825673,-0.004002358,-0.048127649,1
GSM1607762,-0.010077891,-0.090742419,0.00667966,0.027000157,0.001350733,0.002989954,0.007476533,0.03416948,-0.051511328,0.024502037,-0.024172518,-0.157569324,-0.064493672,0.024471729,-0.011237044,-0.001894323,-0.008226926,-0.028368846,0.000901775,-0.001894619,0.055453539,-0.013291666,-0.151836341,0.003389588,-0.037711588,-0.004686773,-0.05164523,1
GSM1607763,-0.00986601,-0.088015165,0.006818129,0.026888921,0.001444509,0.003098857,0.006782349,0.030409865,-0.050418927,0.024769659,-0.024987066,-0.136669433,-0.069134498,0.026244677,-0.011087855,-0.001833109,-0.008667931,-0.02806747,0.000916189,-0.001558037,0.049564991,-0.014327123,-0.161379013,0.003645647,-0.038488393,-0.004688625,-0.05159624,1
GSM1607764,-0.010146874,-0.09376329,0.006834877,0.025248308,0.001390242,0.003127038,0.007641383,0.030204206,-0.052896437,0.025994922,-0.024949679,-0.140141855,-0.070991738,0.026331576,-0.011744497,-0.00197654,-0.008189081,-0.027066813,0.000841931,-0.001388827,0.043494685,-0.014913391,-0.163698286,0.003232323,-0.039402949,-0.004732628,-0.053769034,1
GSM1607765,-0.01005762,-0.090398576,0.00650211,0.025822649,0.001390889,0.002769187,0.008011301,0.040046733,-0.053569723,0.024100734,-0.025811982,-0.126364974,-0.066630657,0.025860038,-0.011274799,-0.001934628,-0.00784973,-0.02641334,0.000673795,-0.001634269,0.049188996,-0.013892921,-0.147105797,0.003294549,-0.041050121,-0.003939375,-0.0534867,1
GSM1607768,-0.009950122,-0.095012988,0.006688127,0.025692247,0.001403608,0.002806824,0.007569847,0.035200083,-0.052219353,0.02539488,-0.025604088,-0.146223195,-0.068235879,0.026646851,-0.010828265,-0.001745555,-0.008200564,-0.026770325,0.00071283,-0.001670118,0.055030427,-0.01416207,-0.161996218,0.003127328,-0.04106397,-0.004255386,-0.054277647,1
GSM1607769,-0.010082737,-0.089321245,0.006770956,0.026196745,0.00144007,0.002998294,0.007040959,0.034275688,-0.050980155,0.026585205,-0.024541657,-0.15371076,-0.065908649,0.026028325,-0.010907473,-0.001857455,-0.008267453,-0.029495683,0.000943379,-0.001780912,0.06447638,-0.014412332,-0.15860502,0.003618161,-0.03908264,-0.004668841,-0.052859359,1
GSM1607770,-0.010015145,-0.100750217,0.006620776,0.026842847,0.001391654,0.003053859,0.006514199,0.033412287,-0.050088789,0.025552782,-0.024276874,-0.162341562,-0.067253226,0.025667817,-0.010822706,-0.001843888,-0.008341081,-0.028069349,0.000937103,-0.001698143,0.055078741,-0.01381428,-0.148024454,0.003446272,-0.039656328,-0.004500878,-0.051935765,1
GSM1607771,-0.009970354,-0.089293762,0.006729329,0.026331801,0.001318309,0.002884489,0.007937344,0.040139361,-0.051817547,0.023464078,-0.025158903,-0.112077308,-0.066177463,0.025418487,-0.011364701,-0.001977281,-0.007667598,-0.027614824,0.000693766,-0.001517831,0.039382312,-0.01321364,-0.158570709,0.003684305,-0.03992939,-0.004035537,-0.050272384,1
GSM1607772,-0.009967349,-0.088856215,0.006958856,0.026161661,0.00137791,0.002953846,0.008330509,0.038996896,-0.049721889,0.024741638,-0.026454762,-0.111093631,-0.06824532,0.025062257,-0.01087051,-0.001926293,-0.007473722,-0.026708516,0.000773234,-0.001934106,0.039484518,-0.014371928,-0.152855798,0.003272987,-0.040635858,-0.004220909,-0.054001901,1
GSM1607773,-0.010684866,-0.08831064,0.00659853,0.027064383,0.001424105,0.002983979,0.007285561,0.030880834,-0.05268099,0.0260165,-0.025230098,-0.168618967,-0.068614908,0.025980845,-0.011242309,-0.001903829,-0.008501217,-0.027366486,0.000896367,-0.001769806,0.05174413,-0.013896057,-0.157449187,0.003441831,-0.042027072,-0.005061289,-0.05412095,1
GSM1607776,-0.010084097,-0.090815113,0.006681895,0.026019016,0.001294359,0.00277193,0.007631177,0.033827631,-0.049754296,0.025921508,-0.024901305,-0.151986327,-0.064438788,0.025924148,-0.010734614,-0.001745869,-0.008276053,-0.027340208,0.000962322,-0.001333958,0.046073121,-0.012310645,-0.167244491,0.003318321,-0.039828555,-0.004759254,-0.051940859,1
GSM1607777,-0.010274622,-0.08932774,0.006582764,0.026001326,0.001424044,0.002986676,0.007144739,0.032079416,-0.050640607,0.02487511,-0.023683929,-0.119668934,-0.066268343,0.025292385,-0.011458513,-0.001882658,-0.008723872,-0.028827368,0.000966253,-0.00130015,0.051434479,-0.013772992,-0.158409192,0.003563258,-0.037777834,-0.004848245,-0.052276165,1
