,ARSI,CCL26,EIF3D,GSTO1,GSTP1,HSP90AB1,INPP1,LMO4,POMP,PPP1R14B,PSMC3,RNASE7,RNF181,ROMO1,RPL12,RPS4X,S100A10,SBDS,SERPINE1,SPINK5,SPINK7,STIP1,TCEAL8,TMED10,TOMM34,TUBB6,ZMAT2,class
GSM1607778,-0.009891398,-0.089339951,0.006665995,0.029770916,0.001465217,0.003007099,0.006733216,0.03174628,-0.051455602,0.027303693,-0.023347976,-0.167806015,-0.066300114,0.024320226,-0.011857197,-0.001983698,-0.007855261,-0.028762885,0.000704581,-0.001565274,0.044417045,-0.014433324,-0.163566835,0.003195279,-0.038635706,-0.003992956,-0.05362027,1
GSM1607780,-0.009947713,-0.100037433,0.0064898,0.029424256,0.001387917,0.002948272,0.006942193,0.033452274,-0.053716339,0.026101063,-0.0258885,-0.155938895,-0.071980727,0.026735413,-0.011834819,-0.00206818,-0.007706978,-0.029315171,0.000685641,-0.001990325,0.068003255,-0.013823846,-0.168233301,0.003293626,-0.038370313,-0.004392223,-0.05045,1
GSM1607781,-0.009919514,-0.093778995,0.007094687,0.026496956,0.001377439,0.003078515,0.006812663,0.038144293,-0.050942515,0.025609757,-0.024042754,-0.153261029,-0.066070833,0.02628222,-0.011062029,-0.001959806,-0.008164724,-0.029846442,0.000810217,-0.001544357,0.054149071,-0.014149121,-0.15188266,0.003635073,-0.041618765,-0.004475766,-0.049458545,1
GSM1607782,-0.010146748,-0.087246735,0.006454148,0.026778259,0.001357352,0.003091839,0.006592132,0.034012383,-0.052006665,0.025060013,-0.023795574,-0.142904078,-0.063902302,0.027277737,-0.011144056,-0.001966788,-0.008495857,-0.028287895,0.000939057,-0.001783711,0.060208568,-0.013779334,-0.152117545,0.003658536,-0.039056003,-0.004814063,-0.051053995,1
GSM1607783,-0.01015077,-0.089852695,0.006589519,0.026712537,0.001377056,0.002933469,0.007091579,0.038715227,-0.051691661,0.02409067,-0.024049797,-0.122902025,-0.065360195,0.02464115,-0.011228616,-0.001976211,-0.008513521,-0.029419498,0.000812204,-0.001793492,0.04212647,-0.013273796,-0.161100985,0.003662945,-0.038165899,-0.004568654,-0.051222593,1
GSM1607784,-0.010151738,-0.093434664,0.006825383,0.028066845,0.001380191,0.002970431,0.006878048,0.037893497,-0.049972744,0.02448984,-0.023707441,-0.115455899,-0.065384005,0.024977479,-0.011084073,-0.001934923,-0.008136492,-0.028184237,0.000901985,-0.001796715,0.047851063,-0.013255879,-0.15566324,0.003709175,-0.036924093,-0.004869976,-0.050449371,1
GSM1607785,-0.010700043,-0.08742771,0.006507216,0.027895901,0.001409433,0.003084767,0.007375494,0.032108267,-0.053351309,0.025373482,-0.025402734,-0.152451656,-0.066827188,0.024995118,-0.010800675,-0.001846865,-0.008685291,-0.02814442,0.000981051,-0.001829165,0.044746032,-0.013846737,-0.152187948,0.003752441,-0.038500871,-0.004987697,-0.053944097,1
GSM1607786,-0.010078654,-0.091610713,0.006509065,0.02678205,0.001365292,0.002970254,0.007735867,0.033498863,-0.052400605,0.024757599,-0.024777248,-0.141234939,-0.064505948,0.024950164,-0.010876888,-0.001842272,-0.0082358,-0.028744614,0.000825061,-0.001623614,0.045605511,-0.01325301,-0.167969434,0.003766876,-0.039911738,-0.004548123,-0.049294184,1
GSM1607787,-0.010018798,-0.097730903,0.006712592,0.025999727,0.001432476,0.003250528,0.007553282,0.038702204,-0.05196286,0.025955189,-0.025534783,-0.147791946,-0.07080027,0.024833725,-0.011400827,-0.001831195,-0.008115483,-0.027381669,0.000800754,-0.00145759,0.044111431,-0.014549187,-0.146472584,0.00333372,-0.041418931,-0.004273506,-0.050018869,1
GSM1607788,-0.009984697,-0.089711907,0.006653396,0.027533464,0.001410065,0.003017585,0.00776466,0.031883277,-0.051855436,0.024595392,-0.023919427,-0.141016603,-0.066778969,0.026388319,-0.010685229,-0.001935471,-0.00818616,-0.029376598,0.000790452,-0.001715643,0.055405513,-0.013983589,-0.161269797,0.003737708,-0.039141024,-0.004648466,-0.051938776,1
GSM1607789,-0.010327664,-0.088437414,0.006405975,0.026621117,0.001313728,0.002864035,0.007126137,0.034940585,-0.050158642,0.025336974,-0.022925127,-0.121127827,-0.064501213,0.024315245,-0.010688774,-0.001911091,-0.008335524,-0.02899782,0.000916488,-0.001722202,0.041815257,-0.012999648,-0.15645414,0.004002544,-0.036812433,-0.005003644,-0.049690036,1
GSM1607790,-0.01011756,-0.094025375,0.00690168,0.026438462,0.00146882,0.003091885,0.00657343,0.031337148,-0.051179813,0.027457879,-0.02423497,-0.152969928,-0.067116203,0.026378712,-0.011061867,-0.001832284,-0.008415238,-0.028415179,0.000958416,-0.001419613,0.052027695,-0.015161319,-0.160208101,0.003477454,-0.040020648,-0.004880676,-0.05016238,1
GSM1607791,-0.009904747,-0.088784696,0.006728642,0.027078078,0.001369435,0.003102171,0.007638204,0.035577365,-0.052225513,0.025498539,-0.025641564,-0.147625461,-0.066037257,0.024774428,-0.0109093,-0.001907057,-0.007988526,-0.027134538,0.000904132,-0.001612637,0.043922291,-0.014281,-0.153639794,0.003321028,-0.042201052,-0.004383357,-0.051079221,1
GSM1607793,-0.010291918,-0.088968042,0.006458031,0.026891699,0.001376103,0.002986022,0.007044535,0.032214058,-0.054491878,0.024509112,-0.024694365,-0.148690984,-0.066201203,0.025780619,-0.011291009,-0.001998073,-0.007970326,-0.029455586,0.000817627,-0.001369359,0.04016395,-0.013252521,-0.169061746,0.003493079,-0.038789712,-0.004430959,-0.052832709,1
GSM1607794,-0.009966629,-0.090476922,0.006858168,0.02730812,0.001357884,0.002886472,0.007898071,0.040115646,-0.050790743,0.024147407,-0.023395282,-0.133809031,-0.063059664,0.024369564,-0.011634735,-0.001994966,-0.008188297,-0.028733595,0.000697201,-0.001866264,0.060139139,-0.013402885,-0.161024081,0.003524599,-0.039111068,-0.004102345,-0.049171231,1
GSM1607796,-0.010178813,-0.094080126,0.006534962,0.026281142,0.001386455,0.002877494,0.006454287,0.037368,-0.050219899,0.02419088,-0.023906482,-0.106491746,-0.065672605,0.026558019,-0.01176971,-0.0021068,-0.008355977,-0.028237948,0.000755341,-0.001500983,0.040581998,-0.013419978,-0.164654291,0.003568942,-0.039917215,-0.004600357,-0.05004209,1
GSM1607797,-0.010124873,-0.088213462,0.006670949,0.0275809,0.001452672,0.002883629,0.0070923,0.032300044,-0.051291961,0.026952275,-0.023633007,-0.144431576,-0.065849901,0.026365964,-0.01139504,-0.001947065,-0.008475026,-0.028548501,0.00082783,-0.001476661,0.042524214,-0.01386186,-0.159358874,0.003692318,-0.040391948,-0.004580695,-0.050909843,1
GSM1607798,-0.010486132,-0.091423555,0.006478703,0.027140462,0.001403342,0.002965602,0.007354278,0.033434191,-0.051446517,0.025270942,-0.024434856,-0.154172601,-0.067037986,0.026074558,-0.01122262,-0.001913625,-0.008422893,-0.02953116,0.000906765,-0.001876082,0.056455885,-0.013620869,-0.15966996,0.003521182,-0.039116258,-0.004688454,-0.053159156,1
GSM1607800,-0.009999482,-0.094174379,0.006660051,0.027881949,0.001378242,0.00272853,0.007870493,0.035980663,-0.053082784,0.024968028,-0.02457654,-0.146137642,-0.071960004,0.027241607,-0.011853528,-0.002123191,-0.008286656,-0.029283004,0.000656579,-0.002057422,0.065460259,-0.012996752,-0.168491996,0.003443761,-0.037815895,-0.004690809,-0.054141454,1
GSM1607802,-0.010246452,-0.090208621,0.006670445,0.027810937,0.001398068,0.003097179,0.006853456,0.033038412,-0.054568818,0.026227672,-0.025670556,-0.137878457,-0.065788231,0.024700697,-0.010824699,-0.001876532,-0.008504617,-0.030322801,0.001024425,-0.001416559,0.042622279,-0.014425197,-0.157118972,0.003639845,-0.040324858,-0.004727175,-0.052779059,1
GSM1607804,-0.009872914,-0.092011585,0.00725221,0.025590642,0.001348783,0.002847875,0.007473934,0.032389433,-0.050772037,0.02465681,-0.025406535,-0.165041171,-0.066093522,0.025207101,-0.010782649,-0.001862604,-0.008689134,-0.029379555,0.000895969,-0.001570224,0.043174646,-0.012595574,-0.140952096,0.00388149,-0.038278374,-0.005011508,-0.051187177,1
GSM1607805,-0.00995604,-0.088491346,0.006494112,0.026107197,0.001406488,0.00306149,0.007099705,0.035417928,-0.050438665,0.025014939,-0.023375933,-0.12367287,-0.063981055,0.024548134,-0.010626139,-0.001909522,-0.007832419,-0.028241389,0.000770677,-0.001631425,0.049767411,-0.013773563,-0.160297932,0.003550966,-0.039453448,-0.004152684,-0.049315249,1
GSM1607807,-0.010095382,-0.088226211,0.006555411,0.025860858,0.001390496,0.003082751,0.006530717,0.036355285,-0.050746832,0.024719195,-0.02507307,-0.122613838,-0.066333034,0.025272184,-0.010747518,-0.001816314,-0.007783982,-0.027667438,0.00091514,-0.001573704,0.042746016,-0.013473531,-0.15440394,0.003242219,-0.042178054,-0.004241075,-0.05138091,1
GSM1607808,-0.010755445,-0.090248615,0.006706811,0.026627749,0.001384305,0.003099951,0.00793488,0.031439413,-0.052859664,0.025691538,-0.024411706,-0.150666742,-0.065479882,0.025028692,-0.011400261,-0.001864976,-0.008541852,-0.029354612,0.000832221,-0.001641374,0.042674752,-0.014218279,-0.156013116,0.003519574,-0.041320935,-0.004821708,-0.051095341,1
GSM1607809,-0.010035525,-0.088761132,0.006785708,0.027094533,0.001392912,0.002877585,0.007400756,0.030980827,-0.054898851,0.025826423,-0.0253698,-0.167062802,-0.070331185,0.027885553,-0.011272019,-0.001942628,-0.008300514,-0.02936869,0.000803646,-0.001700771,0.056515235,-0.013874631,-0.160184698,0.003494577,-0.040845265,-0.004752707,-0.051692764,1
GSM1607810,-0.010176979,-0.090156702,0.006579165,0.02664216,0.00138983,0.003009932,0.008013579,0.034899044,-0.050905239,0.024215808,-0.024922997,-0.114053353,-0.067300945,0.025190299,-0.010828324,-0.001841182,-0.008388626,-0.028786646,0.00087045,-0.001392269,0.041130748,-0.013928696,-0.160380101,0.003262561,-0.039573319,-0.004078324,-0.052130124,1
GSM1607811,-0.010091475,-0.088084334,0.006795784,0.027061977,0.001436522,0.003043731,0.006747323,0.033841658,-0.051608793,0.026877247,-0.023997152,-0.141724411,-0.066833027,0.025222259,-0.011286167,-0.00180348,-0.008558584,-0.030933167,0.000847343,-0.001511372,0.046898305,-0.013692251,-0.140995536,0.00351205,-0.039433573,-0.004660414,-0.052687072,1
GSM1607812,-0.009993663,-0.090223845,0.006730372,0.029400233,0.00139203,0.003074273,0.008015008,0.036837269,-0.051276566,0.024480007,-0.024755547,-0.137819831,-0.067412624,0.024815355,-0.010806514,-0.001889003,-0.008000919,-0.029481656,0.000738331,-0.001651115,0.053168297,-0.014030484,-0.165993417,0.003461172,-0.039010667,-0.004756665,-0.050559798,1
GSM1607813,-0.009955423,-0.092675819,0.00668815,0.027212839,0.001417769,0.00272611,0.007383228,0.034598768,-0.052132667,0.025346002,-0.025935433,-0.132997077,-0.069701783,0.026148809,-0.011764088,-0.001922165,-0.008252058,-0.02758215,0.00073014,-0.001967062,0.0657244,-0.01349025,-0.157180896,0.003008516,-0.039100041,-0.004402907,-0.05338673,1
GSM1607814,-0.010210721,-0.094659167,0.00667462,0.02483562,0.001401918,0.003074064,0.006454713,0.034589824,-0.053692501,0.027239703,-0.022767421,-0.127911403,-0.062793662,0.025364666,-0.011270087,-0.001931214,-0.008657189,-0.027771489,0.001038928,-0.001393456,0.039810891,-0.013984275,-0.15421828,0.003959891,-0.043110781,-0.004695141,-0.049467091,1
GSM1607815,-0.010285674,-0.091773631,0.006966886,0.026259005,0.001449993,0.002826565,0.007333946,0.032044199,-0.051894361,0.026183559,-0.025534921,-0.148427373,-0.06656262,0.025657684,-0.011423012,-0.001904526,-0.008417468,-0.029125199,0.000829299,-0.001912704,0.049867749,-0.014744858,-0.156719104,0.003503578,-0.041254792,-0.004614461,-0.051739945,1
GSM1607816,-0.010281046,-0.089075638,0.006326819,0.028336939,0.001277655,0.002924691,0.006675903,0.036191167,-0.052461067,0.025049205,-0.024395202,-0.115050354,-0.065999127,0.025269993,-0.010907419,-0.00190198,-0.007927359,-0.028247571,0.000872996,-0.001357842,0.040016568,-0.013401852,-0.166585223,0.003670994,-0.038242768,-0.0043916,-0.049918074,1
GSM1607818,-0.010079232,-0.088840872,0.006610387,0.026872745,0.001349225,0.003109364,0.007425982,0.036814084,-0.050362766,0.023519004,-0.024063031,-0.125908231,-0.066039701,0.026117225,-0.011231732,-0.002024585,-0.007988536,-0.027037359,0.000823052,-0.001826543,0.052733847,-0.013820587,-0.159240873,0.003611535,-0.039426506,-0.004320075,-0.051772108,1
GSM1607819,-0.010108746,-0.099110133,0.006436544,0.028603452,0.001389898,0.002955359,0.006266011,0.032544695,-0.051679593,0.025819356,-0.024282738,-0.127890357,-0.066372563,0.024911824,-0.011299352,-0.00200992,-0.008474029,-0.027938175,0.001069314,-0.001391462,0.040132588,-0.013190039,-0.167453285,0.003590441,-0.038201138,-0.005003387,-0.050331606,1
GSM1607820,-0.010091462,-0.090302972,0.006800851,0.029265375,0.001388597,0.003042843,0.007946705,0.03553046,-0.050179715,0.024805937,-0.024849016,-0.138550768,-0.066600816,0.024726976,-0.010948052,-0.001895943,-0.0079198,-0.029474922,0.000731329,-0.001667809,0.054108578,-0.014011508,-0.166455704,0.003456941,-0.03879448,-0.004814667,-0.050522232,1
GSM1607821,-0.009899097,-0.093745852,0.006479172,0.028114131,0.001387408,0.002841308,0.007221373,0.036199246,-0.051236834,0.024471402,-0.024234678,-0.128533709,-0.064167347,0.025018839,-0.01114882,-0.001973119,-0.008212174,-0.028137614,0.00071484,-0.001942623,0.058700782,-0.013261821,-0.164101415,0.003533729,-0.038964773,-0.00449781,-0.051598673,1
GSM1607822,-0.010435464,-0.090496085,0.006373698,0.028516255,0.001386623,0.003031344,0.006937164,0.036472419,-0.054327876,0.025989127,-0.025387904,-0.116633751,-0.066612073,0.024935316,-0.010679091,-0.001802655,-0.008564527,-0.030383237,0.000826297,-0.001307352,0.039070867,-0.014260114,-0.165402611,0.003632089,-0.036736191,-0.004601886,-0.053231531,1
GSM1607823,-0.010067577,-0.093713768,0.006592639,0.028487827,0.001293986,0.002912097,0.007518379,0.036374423,-0.053336963,0.024992656,-0.024435191,-0.157406169,-0.068538631,0.02404549,-0.010974242,-0.001927212,-0.008167547,-0.027479453,0.000871905,-0.001815857,0.050666223,-0.013384075,-0.15302503,0.003520753,-0.040341715,-0.004311023,-0.053271803,1
GSM1607826,-0.010208665,-0.09037589,0.006801625,0.028391707,0.001398712,0.002949354,0.008249929,0.033084208,-0.05140371,0.024391288,-0.025266028,-0.134695396,-0.067235967,0.025950805,-0.011166202,-0.001802872,-0.008331489,-0.028332078,0.000758447,-0.001736057,0.055104682,-0.013206914,-0.15944997,0.003165137,-0.04021277,-0.004529869,-0.05354887,1
GSM1607827,-0.009912367,-0.087694863,0.006648343,0.026561752,0.001298781,0.002968421,0.007162498,0.036329188,-0.051634226,0.023823136,-0.024362726,-0.131765668,-0.069172597,0.026754156,-0.010502528,-0.001876591,-0.007808473,-0.02658148,0.000766741,-0.001860932,0.052691581,-0.013839774,-0.160958742,0.003377471,-0.038463077,-0.004317025,-0.048909851,1
GSM1607828,-0.010174278,-0.089813617,0.006355503,0.0281215,0.001424389,0.002967405,0.007534206,0.033620856,-0.052796804,0.026267094,-0.023368221,-0.144960263,-0.063433547,0.024437394,-0.011211993,-0.001987527,-0.008504851,-0.028882671,0.000829792,-0.001770522,0.04783066,-0.013783998,-0.159015644,0.003625017,-0.038195794,-0.004792529,-0.05181529,1
GSM1607830,-0.009877679,-0.097489221,0.0064361,0.025790247,0.001415246,0.003008899,0.006144266,0.038602365,-0.05312983,0.025506724,-0.024072556,-0.124591175,-0.069211192,0.025819544,-0.011957184,-0.002064242,-0.008672953,-0.028395959,0.000929807,-0.001455964,0.041691423,-0.013494607,-0.162910925,0.003890459,-0.041714056,-0.004717271,-0.049719114,1
GSM1607831,-0.010053065,-0.089127301,0.006532257,0.02664458,0.001389708,0.002895958,0.007916532,0.037762656,-0.052694149,0.025140242,-0.023266467,-0.139680966,-0.064621453,0.025639488,-0.010873192,-0.002045354,-0.008269805,-0.028645741,0.00070855,-0.002077375,0.052118793,-0.013128308,-0.163331314,0.003875145,-0.037594525,-0.00454177,-0.051930065,1
GSM1607833,-0.00985167,-0.08890023,0.007040269,0.027899342,0.001422083,0.003002432,0.006879668,0.032275149,-0.051948499,0.025598234,-0.024108598,-0.163200414,-0.06681579,0.024370074,-0.011273434,-0.001907342,-0.008566413,-0.029157296,0.0008798,-0.001650395,0.057172829,-0.014491744,-0.160116105,0.003620108,-0.039552734,-0.004918956,-0.053747889,1
GSM1607834,-0.010012459,-0.088984815,0.006710834,0.025761093,0.001285443,0.002850825,0.006870891,0.036926528,-0.051571228,0.024246103,-0.023866778,-0.138415651,-0.065558802,0.025097511,-0.011588533,-0.002038308,-0.007841672,-0.026798437,0.000668087,-0.001895095,0.04563915,-0.013288072,-0.15586436,0.003618978,-0.03927518,-0.004283802,-0.050802509,1
GSM1607835,-0.01005133,-0.090890788,0.006767748,0.028097419,0.001400087,0.003076752,0.006529581,0.032128249,-0.050684692,0.027080158,-0.025905379,-0.152756967,-0.064726711,0.026264999,-0.010708588,-0.001816104,-0.008475325,-0.030520169,0.001033383,-0.001494905,0.041321796,-0.013908614,-0.153295881,0.003748078,-0.040302999,-0.004951891,-0.049645919,1
GSM1607836,-0.009927886,-0.088555731,0.006853639,0.028502489,0.001452022,0.002916845,0.007984917,0.033450283,-0.051079945,0.02587655,-0.025565425,-0.150224404,-0.070355711,0.025155176,-0.011867813,-0.002002343,-0.008145647,-0.028311607,0.000774054,-0.001421368,0.042674459,-0.013920708,-0.154131221,0.003420518,-0.04007985,-0.004606791,-0.0497677,1
GSM1607837,-0.010062368,-0.089609111,0.006707763,0.025228675,0.001361564,0.00313519,0.006978394,0.033770388,-0.051851253,0.022524537,-0.023057258,-0.107922863,-0.067385341,0.024748717,-0.011528605,-0.001998573,-0.007495751,-0.026365185,0.000879852,-0.001413889,0.040171643,-0.013241859,-0.170252761,0.004089519,-0.040377982,-0.00397001,-0.050919172,1
GSM1607838,-0.010304589,-0.08857233,0.006553566,0.02701427,0.001350679,0.002891219,0.007499091,0.034562164,-0.049641748,0.024183985,-0.02422584,-0.134034788,-0.065997317,0.024238155,-0.010915228,-0.00190899,-0.008347404,-0.0287795,0.00086827,-0.00146614,0.047617055,-0.013317222,-0.155462296,0.003584997,-0.036089258,-0.004459778,-0.052189284,1
GSM1607839,-0.009927514,-0.092210926,0.006513442,0.02905446,0.001422316,0.003090135,0.006662384,0.038816763,-0.051638242,0.024352247,-0.024073846,-0.118094883,-0.063060433,0.024839188,-0.011232836,-0.001957277,-0.00818918,-0.029596118,0.000764748,-0.00146406,0.053438425,-0.013401435,-0.166180507,0.003504147,-0.038733252,-0.004319842,-0.050714974,1
GSM1607840,-0.010195512,-0.09051688,0.006596468,0.028228445,0.001393228,0.002808313,0.007375401,0.038335562,-0.053379395,0.025292691,-0.024096662,-0.165671309,-0.068286637,0.02541859,-0.011029195,-0.001962437,-0.008545019,-0.028967639,0.000849426,-0.002032047,0.061518938,-0.012979251,-0.166874279,0.003745707,-0.037653422,-0.004661615,-0.053730047,1
GSM1607842,-0.010110075,-0.093652868,0.00637351,0.028139878,0.00140857,0.003028512,0.0070837,0.037151992,-0.050872908,0.024778643,-0.024787501,-0.152046694,-0.065166963,0.024878468,-0.011330324,-0.001938206,-0.008369394,-0.028071614,0.000806255,-0.001917513,0.061009738,-0.013792155,-0.160182185,0.003372633,-0.03951407,-0.004424603,-0.053412502,1
GSM1607844,-0.010031386,-0.089799698,0.006524942,0.024698948,0.001361838,0.002891199,0.007351909,0.038451259,-0.050236924,0.023280783,-0.023352266,-0.114033957,-0.063787753,0.024494019,-0.01145859,-0.001991173,-0.007682624,-0.028321141,0.000686732,-0.001688103,0.042830882,-0.013201653,-0.16309709,0.003732267,-0.040317998,-0.004059833,-0.052297236,1
GSM1607845,-0.010045294,-0.089355866,0.006767479,0.026218975,0.001372936,0.003137296,0.00747699,0.038673911,-0.050488243,0.024145389,-0.025573239,-0.11820425,-0.066332943,0.026072718,-0.010776719,-0.001854954,-0.007263997,-0.025326766,0.000767401,-0.001407388,0.04685821,-0.014122842,-0.16127548,0.003202099,-0.044474622,-0.003820804,-0.048480446,1
GSM1607846,-0.009927575,-0.090840688,0.006673291,0.026862556,0.001372816,0.002883936,0.007789344,0.036138999,-0.051417464,0.024685434,-0.023775846,-0.149142807,-0.066070551,0.025360221,-0.011708492,-0.002042353,-0.008453214,-0.029408862,0.000824321,-0.002001383,0.060055864,-0.012870603,-0.158306531,0.003723719,-0.037919592,-0.004728516,-0.051325817,1
GSM1607847,-0.010112758,-0.102598044,0.006530194,0.02744249,0.001413293,0.003018939,0.006861172,0.03354257,-0.051526372,0.025615027,-0.024566641,-0.140607213,-0.067532114,0.025192842,-0.01115255,-0.001843119,-0.008359124,-0.028373504,0.000793397,-0.001942287,0.062420725,-0.014622704,-0.156933577,0.003485923,-0.039139741,-0.004826845,-0.053897264,1
GSM1607848,-0.010340566,-0.091501136,0.006776623,0.026072649,0.001426922,0.002990177,0.007499947,0.031957293,-0.051492295,0.026633968,-0.025944398,-0.16754774,-0.068949677,0.026896915,-0.011358005,-0.001877557,-0.008222657,-0.027853741,0.000821314,-0.001526237,0.045378662,-0.014177356,-0.154831811,0.003635695,-0.03820666,-0.004683816,-0.051725802,1
GSM1607852,-0.01011781,-0.088372897,0.006734353,0.028165936,0.001379963,0.002967106,0.007547715,0.036113167,-0.05295808,0.024838687,-0.024461665,-0.158358064,-0.068339651,0.024983484,-0.011314404,-0.001982886,-0.008372539,-0.028426087,0.000771838,-0.002013841,0.064172618,-0.013347959,-0.16379893,0.003566502,-0.03877929,-0.004763166,-0.052737767,1
GSM1607853,-0.010075749,-0.090277348,0.006509142,0.025618633,0.00141466,0.003017512,0.007366913,0.032490914,-0.051406336,0.025050482,-0.023236819,-0.155623393,-0.066424002,0.026092067,-0.010593409,-0.001820276,-0.008341768,-0.029073777,0.000771841,-0.001594542,0.050429476,-0.013369926,-0.145488949,0.003684476,-0.040009625,-0.004646419,-0.049910363,1
GSM1607854,-0.010148786,-0.088320356,0.00648647,0.02930689,0.001414397,0.002885692,0.007273445,0.033579331,-0.052664783,0.025296062,-0.025109921,-0.145431636,-0.06630278,0.024888853,-0.010849045,-0.001876657,-0.0082922,-0.02907906,0.000911527,-0.001530603,0.057677095,-0.013579795,-0.157238304,0.003606676,-0.040508968,-0.004744322,-0.053630057,1
GSM1607857,-0.01025688,-0.088274164,0.006708125,0.027479215,0.001325536,0.003081529,0.007922265,0.036790943,-0.05313531,0.023468746,-0.024097491,-0.10846516,-0.067802106,0.0248047,-0.011033419,-0.002112008,-0.008013246,-0.027412633,0.000803773,-0.001338601,0.040729186,-0.014194011,-0.166082541,0.003521944,-0.041051873,-0.004452812,-0.049339858,1
GSM1607858,-0.010278933,-0.090214526,0.006514654,0.028742847,0.001376793,0.003135097,0.007263621,0.032069514,-0.052823951,0.025088768,-0.024530649,-0.158489401,-0.066457102,0.026241256,-0.010712218,-0.001891312,-0.008463257,-0.028384833,0.000800701,-0.001694417,0.062817065,-0.014258748,-0.159542661,0.003598301,-0.039254248,-0.004887725,-0.052374151,1
GSM1607859,-0.01004366,-0.089515031,0.006474217,0.025925232,0.001461977,0.003040155,0.00720613,0.034971851,-0.052715382,0.02664824,-0.024557851,-0.136474466,-0.063620814,0.023940639,-0.010888216,-0.001903999,-0.007871914,-0.02866417,0.000838449,-0.001756904,0.044645801,-0.014590013,-0.159830675,0.003380242,-0.037814992,-0.00419927,-0.049982449,1
GSM1607860,-0.01017864,-0.089076052,0.006856327,0.026085341,0.001415582,0.002879031,0.007108979,0.031430543,-0.050412841,0.02579813,-0.024187445,-0.166800723,-0.064966876,0.025364266,-0.011681009,-0.001890043,-0.008504181,-0.028758301,0.000843867,-0.001737229,0.058260148,-0.012961909,-0.143034481,0.003626002,-0.038140913,-0.004855112,-0.049272442,1
GSM1607863,-0.010344337,-0.088578452,0.00655867,0.02770451,0.001338678,0.002896876,0.007644884,0.037100724,-0.050643676,0.024120237,-0.023323062,-0.143842193,-0.065934474,0.025012927,-0.011252877,-0.002016786,-0.008108168,-0.028569523,0.000694793,-0.002066362,0.063288305,-0.012888434,-0.164256194,0.003677992,-0.037474399,-0.004368446,-0.051642503,1
GSM1607864,-0.010615298,-0.091348885,0.006628192,0.028504364,0.001414857,0.003107944,0.006975795,0.032762598,-0.053506701,0.028135949,-0.024224232,-0.132054438,-0.067133099,0.024576507,-0.010898604,-0.001845684,-0.008555498,-0.028745895,0.000969516,-0.001394732,0.040665211,-0.014908817,-0.151235922,0.003645439,-0.039817119,-0.004417589,-0.053400145,1
GSM1607866,-0.009950398,-0.10009795,0.006913904,0.025651972,0.001392729,0.003053829,0.006960175,0.033026967,-0.052648273,0.024877833,-0.025686862,-0.122083633,-0.070157491,0.026315114,-0.011588668,-0.001906339,-0.008337542,-0.027512273,0.00095245,-0.001351389,0.039880319,-0.014378657,-0.166529318,0.003554256,-0.042230352,-0.00462546,-0.050395468,1
GSM1607868,-0.010153984,-0.090762646,0.006619462,0.028504306,0.001387558,0.002909579,0.007730153,0.035087335,-0.051912082,0.024670858,-0.025753994,-0.120550205,-0.06894166,0.026072295,-0.011255692,-0.001974221,-0.008053907,-0.027492907,0.000774222,-0.001768051,0.062057962,-0.013662084,-0.169370545,0.003301218,-0.03738457,-0.004633042,-0.052646152,1
GSM1607869,-0.010252645,-0.091143939,0.006533102,0.02995323,0.001394985,0.002772163,0.006577941,0.033122288,-0.051366344,0.025238021,-0.024611076,-0.156631609,-0.064598998,0.025430138,-0.011320306,-0.001869781,-0.008652231,-0.029186758,0.001046596,-0.001403495,0.042305885,-0.013383753,-0.15589853,0.003750468,-0.040725591,-0.005057515,-0.052045694,1
GSM1607870,-0.009979462,-0.089144572,0.006478995,0.026190176,0.001326334,0.003046235,0.007703855,0.039009383,-0.050740554,0.023231285,-0.024326046,-0.140942406,-0.066380213,0.024922673,-0.010895689,-0.001948523,-0.00792496,-0.028079409,0.000761356,-0.001767932,0.0415666,-0.0127802,-0.161742784,0.003329236,-0.039061177,-0.004332395,-0.051579798,1
GSM1607873,-0.010002878,-0.091197025,0.006778696,0.027594638,0.001348169,0.00294462,0.007369062,0.037901548,-0.052347553,0.025136391,-0.024178949,-0.131401449,-0.066544852,0.026008748,-0.011634704,-0.002026123,-0.008334419,-0.029506622,0.000751044,-0.001966077,0.050458555,-0.01342798,-0.164160987,0.003566172,-0.037049936,-0.004425433,-0.051558656,1
GSM1607874,-0.010086172,-0.08987904,0.006441464,0.02785769,0.001400224,0.002839381,0.007820014,0.033153777,-0.053495962,0.024945425,-0.024673555,-0.142017141,-0.066146152,0.024693437,-0.010715572,-0.00190436,-0.007946885,-0.02943587,0.000741391,-0.001886917,0.054820408,-0.01374596,-0.165607129,0.003474812,-0.038042876,-0.00455145,-0.052267738,1
GSM1607875,-0.010159713,-0.091908385,0.006648025,0.027341051,0.001457411,0.003005719,0.006933689,0.032081521,-0.051406999,0.025669171,-0.023283967,-0.144618288,-0.065098236,0.025042868,-0.011135477,-0.001975983,-0.008517747,-0.029792845,0.000912468,-0.00139883,0.052919818,-0.013640739,-0.157887298,0.003698667,-0.041052411,-0.004862506,-0.050272666,1
GSM1607876,-0.010027966,-0.088544849,0.006368915,0.025747789,0.001403905,0.002871508,0.007707421,0.039591023,-0.050493391,0.025223097,-0.022878729,-0.116529544,-0.064803314,0.025334236,-0.01074374,-0.001864743,-0.008385817,-0.028268758,0.000711601,-0.001698691,0.043711465,-0.013485538,-0.164016999,0.00355304,-0.037696634,-0.004172803,-0.053044475,1
