,ALDH3A1,BANF1,BTG1,CDC42EP4,CHGB,CTNNAL1,CXCL13,F3,FTH1,G6PD,GSTO1,GSTP1,HK1,KIAA1522,LAMC2,LMO4,MME,MT2A,NDUFA4,PGK1,PRPF19,PSMA7,PSMC3,PSMD2,RAN,RNASE7,ROMO1,RPL12,RPL36AL,RPS21,S100A10,SERPINE1,SOD1,SPP1,TCEAL8,TMBIM6,TMSB10,TNFRSF12A,TPI1,TRMT112,class
GSM1607901,0.002151783,0.009864866,0.02585897,0.007140025,-0.004058315,0.026242451,0.037775802,-0.002083523,-0.039181877,-0.005409613,0.017822608,0.001929174,-0.003657577,0.010375087,0.000581462,0.006543205,-0.003878038,-0.00282679,-0.003466739,-0.009170077,0.001123441,-0.029218008,-0.031063241,-0.000159542,0.012269489,-0.095472497,0.069517665,-0.014189901,-0.000373912,0.014806091,-0.006757866,0.002135504,-0.016139094,0.004936948,-0.129914006,-0.004728301,-0.000154826,-0.019803135,-0.000101249,0.013443093,0
GSM1607902,0.001341323,0.009845375,0.02683978,0.008401474,-0.003859863,0.024301933,0.030745838,-0.001973484,-0.04227843,-0.004821178,0.017277701,0.002017528,-0.003787716,0.011404194,0.000563252,0.007184287,-0.003388547,-0.002580464,-0.003318234,-0.009316303,0.001131974,-0.029593616,-0.030500313,-0.000159044,0.013042184,-0.100318193,0.070183785,-0.014133401,-0.000352417,0.014672081,-0.006784724,0.00174965,-0.016018882,0.005639584,-0.110001897,-0.004957537,-0.000153522,-0.017558112,-0.000104023,0.013829619,0
GSM1607907,0.001314229,0.010352774,0.024843968,0.007382213,-0.005518252,0.031252712,0.028979443,-0.002843361,-0.042279857,-0.004851932,0.019446048,0.001870754,-0.003716494,0.01011335,0.000620583,0.005967847,-0.003765568,-0.003369542,-0.003309989,-0.0093774,0.001179214,-0.029311232,-0.03370185,-0.00016983,0.011758027,-0.088780846,0.074318827,-0.014293489,-0.000368227,0.016750774,-0.006650186,0.002433023,-0.016439215,0.005258421,-0.122810707,-0.004842771,-0.000157984,-0.021679356,-0.000105852,0.014132774,0
GSM1607908,0.002108775,0.00986243,0.025746229,0.007877042,-0.003913415,0.027419299,0.025866877,-0.00250174,-0.040928438,-0.005733392,0.017496746,0.002084425,-0.003768737,0.011366492,0.000645042,0.006571649,-0.003344157,-0.002733432,-0.003492103,-0.009767533,0.001194629,-0.029431583,-0.032059033,-0.000180172,0.013003208,-0.095364206,0.069141317,-0.014614533,-0.000367968,0.015721205,-0.007213899,0.002098483,-0.01598121,0.004035079,-0.119369124,-0.004849599,-0.000150469,-0.019779725,-0.000110333,0.013676084,0
GSM1607915,0.001638496,0.010066738,0.027998571,0.008149548,-0.003811423,0.029467298,0.031953723,-0.002124117,-0.041888007,-0.00477161,0.017659796,0.001906898,-0.003714017,0.010738158,0.000557548,0.007098387,-0.003504184,-0.002515262,-0.003435155,-0.009627629,0.001084408,-0.028713925,-0.032117804,-0.000161378,0.013156787,-0.102421215,0.070482316,-0.014743875,-0.00037233,0.014705553,-0.006609244,0.001862699,-0.015842411,0.005594321,-0.129650194,-0.004869377,-0.000152509,-0.017653696,-0.000106872,0.013620865,0
GSM1607916,0.001939555,0.009751861,0.024619074,0.007078179,-0.003841263,0.029336226,0.028624344,-0.002444109,-0.037055933,-0.00490611,0.018769904,0.002007094,-0.003693844,0.010708615,0.000616415,0.006013602,-0.003296223,-0.002993794,-0.003451407,-0.009640213,0.001134048,-0.028633185,-0.032384876,-0.000159151,0.013456271,-0.121906114,0.07360139,-0.014860497,-0.000387443,0.017021369,-0.007123563,0.002060835,-0.015361903,0.004079697,-0.13099271,-0.004574252,-0.000152867,-0.019690605,-0.00010938,0.013755158,0
GSM1607917,0.002358378,0.010004754,0.027070734,0.007403797,-0.003825593,0.025917794,0.027156376,-0.002176077,-0.043191342,-0.006013981,0.017437748,0.002032826,-0.003781067,0.011258174,0.000507065,0.007530174,-0.003422132,-0.002358172,-0.003271874,-0.009914544,0.001165596,-0.029245794,-0.031449604,-0.000169919,0.013193194,-0.084693689,0.069994325,-0.014361259,-0.0003757,0.015286497,-0.006903985,0.001845095,-0.017034177,0.004681188,-0.130431083,-0.004810429,-0.000149809,-0.017257138,-0.000108809,0.013529942,0
GSM1607918,0.001350448,0.010001665,0.027810393,0.007020001,-0.0038871,0.026582155,0.036665573,-0.002024812,-0.039252786,-0.00487174,0.016806034,0.001812848,-0.003618466,0.009676076,0.000483978,0.006700983,-0.00353087,-0.002799893,-0.003313105,-0.00916734,0.001152124,-0.028987219,-0.03045594,-0.000151694,0.01231686,-0.079549632,0.067552767,-0.014722105,-0.000386604,0.014320928,-0.006130257,0.001846864,-0.015401752,0.004670588,-0.125117309,-0.004699755,-0.000149022,-0.016802715,-9.46E-05,0.013588827,0
GSM1607921,0.001783634,0.00992345,0.023681788,0.007729085,-0.003931504,0.029273225,0.026892587,-0.002320575,-0.037177665,-0.005080081,0.018720724,0.002040246,-0.003630853,0.011439849,0.000577958,0.006021437,-0.003596163,-0.003314094,-0.003399641,-0.009026913,0.001246075,-0.029042423,-0.033164202,-0.000171298,0.013025733,-0.111164444,0.072334658,-0.014655501,-0.000374479,0.016719191,-0.007115171,0.002023423,-0.016379287,0.003592517,-0.124702891,-0.004835447,-0.000156289,-0.020288891,-0.000109557,0.014160448,0
GSM1607924,0.0017325,0.009742784,0.025164512,0.007329158,-0.0039041,0.025436593,0.025525034,-0.002649293,-0.035448687,-0.005096297,0.017689653,0.002002451,-0.003851538,0.01113954,0.0005958,0.005615528,-0.003575664,-0.003037426,-0.003358426,-0.010064682,0.001178953,-0.029194169,-0.031842533,-0.000161141,0.013647918,-0.107835832,0.073701661,-0.0147678,-0.000378455,0.016220449,-0.007131423,0.00208477,-0.015911788,0.005140887,-0.12068528,-0.004752111,-0.000155093,-0.020708399,-0.000109027,0.013483182,0
GSM1607926,0.001390646,0.010121846,0.025408912,0.007446167,-0.003916402,0.029507209,0.033255161,-0.002674282,-0.044818377,-0.00494701,0.018907073,0.001980438,-0.003593209,0.01070504,0.00070983,0.006323103,-0.004347421,-0.00344986,-0.003457474,-0.009201909,0.001155944,-0.028915002,-0.032897636,-0.000165649,0.012607446,-0.091417129,0.070658292,-0.013673055,-0.000359322,0.015967921,-0.007132468,0.002473657,-0.016235667,0.005624534,-0.129009668,-0.004837133,-0.000158235,-0.022198046,-0.000104992,0.013741996,0
GSM1607927,0.001831855,0.010079343,0.027295976,0.008371615,-0.003804861,0.027887686,0.035252447,-0.001961637,-0.041681664,-0.004739515,0.018479253,0.001911945,-0.003723138,0.011228717,0.000512409,0.006750484,-0.003268688,-0.002902746,-0.003365604,-0.009516236,0.001184239,-0.029307662,-0.033579819,-0.000159226,0.012958657,-0.07614112,0.069190144,-0.01401213,-0.000375707,0.014970467,-0.006205031,0.001819154,-0.016191563,0.003857366,-0.122831507,-0.004794723,-0.000153755,-0.018376398,-0.000103185,0.013668482,0
GSM1607928,0.001985411,0.009918038,0.024861962,0.007940693,-0.003954037,0.024323034,0.028618561,-0.002469934,-0.035532192,-0.005374716,0.017132619,0.002084301,-0.003648558,0.011118534,0.000616037,0.006351497,-0.003471832,-0.003105039,-0.003534081,-0.009301983,0.001329595,-0.029678529,-0.031213539,-0.000167059,0.012490769,-0.114173649,0.068562865,-0.014528045,-0.000366365,0.015099537,-0.007093536,0.00200391,-0.01549457,0.004773489,-0.121528786,-0.004749757,-0.000154817,-0.01918027,-0.000111028,0.013362615,0
GSM1607932,0.001334994,0.01044511,0.024886439,0.008127127,-0.004724815,0.027211651,0.035412763,-0.002684668,-0.041413042,-0.004988138,0.018919231,0.002062951,-0.003648906,0.010020783,0.000738314,0.006539823,-0.004225813,-0.003297592,-0.003418947,-0.00933814,0.001170758,-0.028994999,-0.033338491,-0.000170958,0.012313392,-0.107380151,0.071004908,-0.013781181,-0.000375986,0.015055967,-0.007288835,0.002410252,-0.015759774,0.004568529,-0.133994618,-0.005005608,-0.000162683,-0.021868863,-0.000109783,0.013568531,0
GSM1607942,0.001552725,0.01037799,0.026926264,0.007444357,-0.004190175,0.030038848,0.028202175,-0.002716495,-0.042852806,-0.00544231,0.0190071,0.00207928,-0.003763797,0.010567973,0.000777674,0.005592866,-0.004016468,-0.003529118,-0.003323962,-0.010326842,0.001193824,-0.029111666,-0.033508479,-0.00018094,0.012623971,-0.100892128,0.072523929,-0.014328392,-0.00037637,0.015747437,-0.007446428,0.002399492,-0.016876468,0.004998266,-0.129257547,-0.005044792,-0.000162831,-0.023390113,-0.00011444,0.013873367,0
GSM1607952,0.001336248,0.010424388,0.026407383,0.007911455,-0.003943768,0.030427541,0.02983519,-0.002228872,-0.040187133,-0.005175675,0.017248085,0.001968892,-0.003609171,0.010808454,0.00061354,0.007856126,-0.003916339,-0.003237879,-0.003484403,-0.009192364,0.001231637,-0.029396845,-0.031871857,-0.000174278,0.012964241,-0.084153635,0.069803181,-0.014140761,-0.000360889,0.015793379,-0.006557274,0.00213679,-0.016100111,0.005049729,-0.120372508,-0.004834192,-0.000155426,-0.020903686,-0.00011392,0.014437757,0
GSM1607684,0.00191921,0.009948704,0.026003428,0.00832675,-0.003807786,0.027724644,0.038548953,-0.00203995,-0.040418629,-0.00487784,0.018329892,0.001916885,-0.003589782,0.010319968,0.00054618,0.006972825,-0.003510834,-0.002801952,-0.00343716,-0.009179623,0.001197505,-0.029478075,-0.03313073,-0.000162046,0.012315338,-0.09467918,0.071529312,-0.01456845,-0.000387022,0.015788118,-0.006435615,0.00181795,-0.016133038,0.003290425,-0.124890972,-0.004631095,-0.000151574,-0.018247037,-0.00010813,0.013998965,1
GSM1607685,0.00192456,0.009786724,0.025968364,0.008509074,-0.003869438,0.029387332,0.03007568,-0.001997913,-0.041639407,-0.004962844,0.01639939,0.001961289,-0.003600769,0.011899161,0.00061109,0.007055604,-0.003312597,-0.002766016,-0.003272506,-0.009612953,0.001188935,-0.029125032,-0.033172071,-0.000157013,0.012738929,-0.079550894,0.068563235,-0.014768428,-0.000371523,0.014536272,-0.006594781,0.001926332,-0.016335371,0.005245788,-0.123744818,-0.00476771,-0.000155274,-0.01821477,-0.000106561,0.013729598,1
GSM1607686,0.001864718,0.009859382,0.026570458,0.007352101,-0.004367785,0.02780071,0.02541947,-0.002519057,-0.037043075,-0.004999575,0.016996957,0.00190367,-0.00356197,0.010540041,0.000550363,0.006172991,-0.004501644,-0.003200205,-0.003368498,-0.009349951,0.001200542,-0.029073643,-0.031251271,-0.000164675,0.012507601,-0.091111282,0.070661332,-0.014049235,-0.000361285,0.015164265,-0.006878746,0.001869636,-0.016242118,0.004549616,-0.114623771,-0.004657676,-0.000157216,-0.019711209,-0.000100952,0.013674497,1
GSM1607687,0.001998198,0.009852192,0.027552867,0.008435754,-0.003868734,0.027220481,0.029170519,-0.002545316,-0.043788244,-0.005251941,0.017482566,0.002075928,-0.003693846,0.011532294,0.000606738,0.007504325,-0.003239511,-0.002877678,-0.00334722,-0.009331362,0.001179869,-0.028812386,-0.031424314,-0.000178287,0.013070276,-0.085659783,0.073162251,-0.013524494,-0.000365813,0.014178579,-0.006966735,0.001970717,-0.015827885,0.005037737,-0.125700768,-0.004844701,-0.000160058,-0.017481549,-0.000109404,0.013246791,1
GSM1607688,0.002032522,0.010589338,0.027044611,0.008202296,-0.003837388,0.024743567,0.028653163,-0.002258969,-0.041910294,-0.004947818,0.017243537,0.002077612,-0.003699368,0.011680276,0.000548951,0.007241878,-0.003291331,-0.002745001,-0.00327745,-0.009310847,0.001192422,-0.028966634,-0.030566889,-0.000174422,0.012564411,-0.092517971,0.067328124,-0.013577901,-0.000364177,0.014060398,-0.006951667,0.001851857,-0.015946516,0.004041604,-0.125498934,-0.004994519,-0.000151551,-0.017930256,-0.000103476,0.012938371,1
GSM1607689,0.002018039,0.01007701,0.025073485,0.007614647,-0.003915698,0.024014409,0.029422235,-0.002271251,-0.036567468,-0.005044663,0.017040425,0.001982344,-0.003642661,0.011208893,0.000560012,0.006603337,-0.003545001,-0.002579404,-0.003270603,-0.00931408,0.001152352,-0.028635053,-0.031914223,-0.000165223,0.012075183,-0.116290633,0.068237644,-0.013815432,-0.000366363,0.015011257,-0.007173512,0.001857734,-0.016040049,0.003569714,-0.122099248,-0.004816726,-0.000150458,-0.01791526,-0.000108564,0.013173013,1
GSM1607690,0.001588591,0.010036666,0.025516021,0.007690515,-0.003816782,0.024481813,0.030553176,-0.002071094,-0.036613285,-0.004861476,0.016994149,0.001946098,-0.003668506,0.01170693,0.000518753,0.006729404,-0.003413475,-0.002810946,-0.003255054,-0.009039008,0.001154385,-0.0297045,-0.030972392,-0.000155698,0.013877019,-0.086559895,0.067088099,-0.014111852,-0.000355292,0.015624434,-0.006765044,0.001811158,-0.016716205,0.005049633,-0.115856773,-0.004851727,-0.00015406,-0.018114017,-0.000106321,0.013273794,1
GSM1607691,0.002068256,0.010092082,0.024686387,0.008129112,-0.003846604,0.029395844,0.028294814,-0.002276742,-0.038192966,-0.004928671,0.019165231,0.002065048,-0.003750699,0.011527236,0.000530863,0.007619705,-0.003422178,-0.00277496,-0.003396571,-0.009745623,0.001138224,-0.029521572,-0.031551103,-0.000180151,0.012658361,-0.106077622,0.073297289,-0.013981709,-0.000358782,0.015249813,-0.006829593,0.002016366,-0.016426825,0.003737174,-0.129479724,-0.004983915,-0.000153519,-0.018190355,-0.000108419,0.01376925,1
GSM1607692,0.00226813,0.01046407,0.024558829,0.008032556,-0.003957519,0.029789713,0.031822074,-0.002446956,-0.038603381,-0.005843027,0.018021507,0.002079412,-0.003674198,0.011297148,0.000713054,0.006151363,-0.003825691,-0.002997232,-0.003407471,-0.009521079,0.001253856,-0.029378497,-0.033807823,-0.000174328,0.013050875,-0.103959471,0.072643602,-0.014595619,-0.000364834,0.016395076,-0.007340441,0.00239465,-0.016085816,0.004138265,-0.125072572,-0.004893979,-0.00015046,-0.022253487,-0.000115524,0.013784602,1
GSM1607693,0.001237928,0.010299799,0.026424898,0.006861336,-0.005144563,0.029359591,0.033300091,-0.002555941,-0.038120414,-0.005043606,0.017778576,0.002030885,-0.003875422,0.010805857,0.000739635,0.00613289,-0.003859306,-0.003544884,-0.003402958,-0.009483096,0.00123968,-0.029205031,-0.032479218,-0.000167645,0.012700452,-0.085580815,0.068411995,-0.014529174,-0.000358248,0.015908566,-0.007319167,0.002599141,-0.014846255,0.004947885,-0.126205652,-0.004817084,-0.000156756,-0.02306627,-0.000104007,0.013657734,1
GSM1607694,0.001496535,0.009897274,0.024998106,0.007493444,-0.003913286,0.027244926,0.027084577,-0.002594401,-0.043019078,-0.005102187,0.017783298,0.002049545,-0.003711265,0.010562994,0.000661604,0.006157879,-0.003705218,-0.002920107,-0.003465994,-0.00919923,0.001167026,-0.02901279,-0.03174093,-0.000161609,0.01216023,-0.094611123,0.071575944,-0.014504801,-0.000390311,0.015589177,-0.007003082,0.002073345,-0.015960943,0.004230652,-0.134749594,-0.004891487,-0.000150205,-0.020763627,-9.96E-05,0.014828788,1
GSM1607695,0.002244564,0.009849623,0.025832104,0.007603965,-0.004559488,0.027105476,0.026135718,-0.002562865,-0.038675894,-0.00526471,0.017356402,0.001991476,-0.003707679,0.011246081,0.000524415,0.007179917,-0.003336025,-0.002676126,-0.003356641,-0.009206925,0.001100048,-0.02903491,-0.030273422,-0.000156838,0.012918423,-0.103872331,0.067644557,-0.014270329,-0.000368351,0.01437588,-0.007054829,0.001845109,-0.015722781,0.004455391,-0.124591196,-0.004741108,-0.000148832,-0.019637337,-0.000105681,0.013295563,1
GSM1607696,0.001675366,0.01045573,0.026632787,0.007256388,-0.00407527,0.026716713,0.030730253,-0.002559883,-0.042960686,-0.005173533,0.018287004,0.002039785,-0.003922552,0.011316663,0.000699202,0.006088202,-0.003756067,-0.003149566,-0.003337189,-0.009804582,0.001149652,-0.029333401,-0.031214055,-0.00016309,0.013034381,-0.110663948,0.069711638,-0.013811599,-0.000373672,0.014882733,-0.007319517,0.002232063,-0.016590712,0.004291611,-0.12542396,-0.004681328,-0.000154368,-0.02174642,-0.000106509,0.013426718,1
GSM1607697,0.001666974,0.0103804,0.025678704,0.007290049,-0.004346231,0.026683285,0.034853088,-0.002180346,-0.040126122,-0.005068029,0.018291013,0.001990752,-0.003623027,0.010550515,0.000562092,0.00655903,-0.003536633,-0.003174307,-0.003281103,-0.00922,0.001240825,-0.029042568,-0.033814335,-0.000177459,0.011621578,-0.084622359,0.072795422,-0.014778062,-0.000373434,0.016094157,-0.006957073,0.001871351,-0.016740618,0.003782278,-0.128745461,-0.004942872,-0.000158591,-0.021290466,-0.00010839,0.01382064,1
GSM1607698,0.001687357,0.010265145,0.024356431,0.007819903,-0.004004162,0.032270951,0.031716943,-0.00260216,-0.035532249,-0.004830676,0.018969474,0.001972425,-0.003730386,0.011155654,0.000673602,0.005928855,-0.003572985,-0.003494905,-0.003324995,-0.009278297,0.001203661,-0.029602804,-0.033709143,-0.000174918,0.013240612,-0.107309747,0.072817713,-0.015245315,-0.00037644,0.015494433,-0.007279239,0.002527237,-0.015437368,0.004190895,-0.122013366,-0.004836102,-0.000159252,-0.022433445,-0.000109422,0.01350109,1
GSM1607699,0.002295823,0.010176821,0.025159751,0.008295567,-0.004318825,0.025215204,0.027725854,-0.002192801,-0.038927833,-0.005182906,0.017602003,0.002102912,-0.003646097,0.011466498,0.000642858,0.006461509,-0.003325668,-0.003101374,-0.003350278,-0.009009567,0.001259078,-0.029518731,-0.031824652,-0.000166373,0.012877648,-0.088019675,0.07114557,-0.013899455,-0.000349423,0.015710158,-0.00691826,0.002122849,-0.015574457,0.003530984,-0.117579027,-0.004857912,-0.000150484,-0.018480156,-0.000106203,0.013662219,1
GSM1607701,0.00162204,0.0096494,0.025200668,0.00772041,-0.003786096,0.026532276,0.026686373,-0.002275467,-0.041593503,-0.004599668,0.017223397,0.001888108,-0.003630105,0.010779777,0.000485856,0.006790812,-0.004156838,-0.002549254,-0.003536222,-0.009216858,0.001150638,-0.028873589,-0.031452734,-0.000153162,0.01202626,-0.077836946,0.072419583,-0.014726324,-0.00039793,0.01513998,-0.006265453,0.001662174,-0.015767542,0.003970192,-0.134664547,-0.005105877,-0.00014698,-0.015991528,-9.68E-05,0.013512286,1
GSM1607702,0.001738798,0.009834888,0.027457522,0.009029852,-0.003841027,0.030270467,0.032510902,-0.002338428,-0.042127968,-0.005057797,0.017547442,0.001898395,-0.00364275,0.011484192,0.000592945,0.006802801,-0.003647529,-0.00259767,-0.003269791,-0.009617444,0.001199593,-0.029444743,-0.032242441,-0.000159883,0.013169371,-0.085305515,0.070452298,-0.014039549,-0.000362142,0.014527128,-0.006853407,0.001957542,-0.016216357,0.005472067,-0.111231405,-0.004780671,-0.000153099,-0.019346697,-0.000108365,0.013702157,1
GSM1607703,0.002144434,0.009732237,0.02373914,0.007639424,-0.003747999,0.025664185,0.032569205,-0.002178771,-0.037847989,-0.005745784,0.017939151,0.002021649,-0.003613331,0.010552965,0.000612887,0.006445115,-0.003634715,-0.003083956,-0.003237127,-0.009486451,0.001192543,-0.028625626,-0.032109191,-0.000160655,0.012650501,-0.104865582,0.068641019,-0.013556111,-0.000360197,0.015951122,-0.007091343,0.002236889,-0.015422866,0.005246578,-0.121070973,-0.004714618,-0.000154895,-0.018198488,-0.00010632,0.015373642,1
GSM1607705,0.002213826,0.010345479,0.026817811,0.007480967,-0.004687929,0.026288682,0.029857828,-0.002282721,-0.039556858,-0.005578206,0.018775001,0.002029273,-0.003852631,0.010979767,0.000687758,0.006294625,-0.003745157,-0.003013154,-0.003289288,-0.009780865,0.001158364,-0.029219943,-0.030744219,-0.000163888,0.013217536,-0.096066415,0.068846842,-0.014028209,-0.000376274,0.015234163,-0.00692625,0.002496317,-0.016194379,0.004157548,-0.123572448,-0.004786361,-0.000154946,-0.020613345,-0.000115263,0.014306874,1
GSM1607706,0.001915557,0.009756407,0.026839885,0.008723159,-0.004017946,0.02867449,0.034504908,-0.0020534,-0.042463994,-0.004872372,0.017976957,0.001962458,-0.00369549,0.011446954,0.000545222,0.00629215,-0.003525803,-0.002551549,-0.003333994,-0.00958918,0.001214695,-0.029609669,-0.031530226,-0.000171843,0.012870939,-0.081482025,0.067916235,-0.013927654,-0.00037445,0.014519783,-0.006359903,0.002110014,-0.016631392,0.005778151,-0.125831067,-0.004854128,-0.000152826,-0.0174727,-0.000106757,0.01335099,1
GSM1607707,0.002023454,0.010424112,0.026259872,0.008318743,-0.003891345,0.025095463,0.026908705,-0.002207659,-0.037672511,-0.005155703,0.017472999,0.002123368,-0.003688838,0.011529628,0.000598706,0.007180085,-0.003353782,-0.002943344,-0.003421413,-0.009384003,0.001213717,-0.029218024,-0.033899067,-0.000168256,0.012919822,-0.092499233,0.070067199,-0.013811657,-0.00037089,0.015115179,-0.00701839,0.00174862,-0.015302735,0.003566975,-0.113761705,-0.005073402,-0.000158225,-0.017929424,-0.000108731,0.014187803,1
GSM1607708,0.001749609,0.010416674,0.026422731,0.0081205,-0.003908546,0.027888988,0.032465651,-0.00247221,-0.04009507,-0.004858225,0.017633507,0.002006469,-0.003703797,0.011437882,0.000668457,0.006964655,-0.003731541,-0.003385271,-0.003282793,-0.009481175,0.001152174,-0.029131388,-0.032811667,-0.000166133,0.01239845,-0.090676753,0.07277892,-0.014263697,-0.000364553,0.014601729,-0.007222156,0.002163407,-0.016034336,0.003749311,-0.118497868,-0.004841949,-0.000157468,-0.021648566,-0.000113493,0.014083184,1
GSM1607709,0.00173196,0.010056426,0.025530944,0.007556743,-0.003928293,0.026173036,0.036777101,-0.002487849,-0.045505349,-0.00511944,0.01853547,0.001935423,-0.00368604,0.010342285,0.000685733,0.006036011,-0.00464117,-0.003299143,-0.003278442,-0.009343717,0.001158208,-0.029345759,-0.03134353,-0.000159082,0.012110378,-0.098080921,0.069992676,-0.015025017,-0.000368752,0.015194043,-0.007108336,0.002358461,-0.015702452,0.004854551,-0.127938931,-0.004727342,-0.000155789,-0.02091766,-0.000105669,0.013634015,1
GSM1607710,0.001831422,0.010246591,0.025546544,0.007341787,-0.003975205,0.029119013,0.029857073,-0.002639454,-0.037634547,-0.005237423,0.018862851,0.001997551,-0.003601443,0.010896586,0.000718534,0.006148589,-0.003452203,-0.0032878,-0.003319209,-0.009706088,0.001191419,-0.029201225,-0.032530555,-0.000174335,0.01354526,-0.096734753,0.070759732,-0.014317346,-0.000380235,0.016667183,-0.007223981,0.002352782,-0.015928151,0.003786591,-0.118918235,-0.00477031,-0.000158262,-0.021740753,-0.000110024,0.013600667,1
GSM1607711,0.001199651,0.009794328,0.026800273,0.008459621,-0.003900248,0.029397832,0.031561905,-0.002137959,-0.040779642,-0.005133131,0.01686347,0.00187393,-0.003598044,0.010363037,0.000588382,0.00791682,-0.003351077,-0.002883573,-0.003560282,-0.009578182,0.001228859,-0.029006525,-0.032570312,-0.000158561,0.013019494,-0.081013617,0.070245432,-0.014440549,-0.000368986,0.014439167,-0.006444259,0.001977258,-0.01609602,0.005210794,-0.133418641,-0.004748043,-0.000153013,-0.020130891,-0.000106052,0.013613248,1
GSM1607712,0.002209753,0.009993686,0.02369416,0.006989688,-0.003913283,0.02629009,0.02500642,-0.00265225,-0.035998493,-0.005372159,0.016840821,0.002015233,-0.003681146,0.011217891,0.000495946,0.006887749,-0.003338364,-0.002728105,-0.003321441,-0.009378245,0.00121099,-0.029165917,-0.030400159,-0.00015584,0.01236505,-0.114177168,0.073057781,-0.014199369,-0.000379133,0.015402734,-0.007143506,0.001680768,-0.015549609,0.003725646,-0.123407625,-0.004880468,-0.000144249,-0.016004758,-0.000106044,0.013260463,1
GSM1607713,0.002068619,0.009711588,0.025237844,0.008803263,-0.003765865,0.023157852,0.029453249,-0.002116844,-0.036485344,-0.005160314,0.016108092,0.002105271,-0.00356798,0.011212436,0.000499018,0.006800864,-0.003181373,-0.003186382,-0.003507004,-0.009038993,0.00116614,-0.02922156,-0.034438896,-0.000170992,0.012502658,-0.099970729,0.07623131,-0.014046397,-0.00036279,0.015995824,-0.006421464,0.001665443,-0.016497818,0.003569122,-0.135892729,-0.004930561,-0.000146789,-0.017665712,-0.000107405,0.013408152,1
GSM1607715,0.001571412,0.010143979,0.026550673,0.008472836,-0.003965416,0.030578687,0.027274852,-0.002166747,-0.039540895,-0.004772411,0.016630712,0.001948168,-0.003693476,0.01137918,0.000718142,0.006911192,-0.00339942,-0.003222821,-0.003245031,-0.009820158,0.001108551,-0.02896447,-0.032178849,-0.000177628,0.013028623,-0.096664247,0.068731698,-0.014371975,-0.000364027,0.014586503,-0.007062987,0.001883579,-0.016187412,0.0045191,-0.125735074,-0.004869718,-0.000155971,-0.019527791,-0.000110273,0.012640733,1
GSM1607716,0.001959245,0.009765306,0.025089989,0.008422697,-0.003945788,0.024824699,0.029457409,-0.002221706,-0.036406689,-0.005323013,0.017117193,0.002039735,-0.003634383,0.01174265,0.000514665,0.006607532,-0.003418524,-0.002731306,-0.003408506,-0.009044814,0.001249935,-0.028185788,-0.033784612,-0.000166585,0.012018878,-0.1027147,0.072490801,-0.013799668,-0.000366505,0.015483845,-0.006721979,0.001837333,-0.016126725,0.004427556,-0.128083068,-0.004919978,-0.000150039,-0.018531404,-0.000103979,0.013734369,1
GSM1607717,0.002084983,0.009899851,0.025078734,0.007358566,-0.003881942,0.023711017,0.03067413,-0.002784334,-0.038014803,-0.005620782,0.017408401,0.002004708,-0.003760596,0.01129842,0.000545857,0.006126173,-0.003493168,-0.002800802,-0.003224288,-0.009276173,0.001132008,-0.028645639,-0.031588671,-0.000161656,0.011903989,-0.129664084,0.073241486,-0.013920904,-0.00037023,0.015467551,-0.00728145,0.001936226,-0.015485217,0.004817514,-0.122897118,-0.004784079,-0.0001551,-0.018121421,-0.000107311,0.013155722,1
GSM1607718,0.002094641,0.01077146,0.023122281,0.008011365,-0.003861398,0.027145877,0.025260909,-0.00208805,-0.037032511,-0.005535338,0.01902732,0.002081897,-0.003742462,0.01230686,0.000585793,0.006415349,-0.003475457,-0.002651424,-0.003409844,-0.009109632,0.001175497,-0.029358483,-0.032380898,-0.000177568,0.012324231,-0.089822279,0.067830157,-0.014426844,-0.000333548,0.015053792,-0.007421361,0.001929015,-0.01742874,0.003687218,-0.117033094,-0.004577033,-0.000153473,-0.019164064,-0.00010068,0.014431966,1
GSM1607719,0.001717843,0.010370746,0.026041631,0.008721579,-0.004296717,0.027323193,0.03315051,-0.002152731,-0.037671992,-0.004958016,0.01782321,0.001931962,-0.003721867,0.011310567,0.000564705,0.006881843,-0.003862233,-0.002809275,-0.003367068,-0.009307949,0.00116667,-0.029122398,-0.032181732,-0.000163649,0.012252328,-0.074437769,0.068642069,-0.013639544,-0.000367005,0.014235682,-0.006877709,0.002133319,-0.016467209,0.003891274,-0.120949575,-0.004816266,-0.000155925,-0.020191932,-0.00010331,0.013361277,1
GSM1607720,0.0020433,0.009851143,0.026230872,0.008213921,-0.003788389,0.02699934,0.034139431,-0.002458399,-0.038916763,-0.00504824,0.017502626,0.001938901,-0.003669192,0.010753751,0.000512348,0.006432268,-0.00326796,-0.002778654,-0.003326625,-0.00947637,0.001166156,-0.0289833,-0.031108275,-0.000153597,0.012774547,-0.102947776,0.068794348,-0.014434751,-0.00037265,0.014912599,-0.006880473,0.001828955,-0.016199582,0.003600053,-0.119099599,-0.004885471,-0.000149784,-0.017000684,-0.000103618,0.013133445,1
