,ALDH3A1,BANF1,BTG1,CDC42EP4,CHGB,CTNNAL1,CXCL13,F3,FTH1,G6PD,GSTO1,GSTP1,HK1,KIAA1522,LAMC2,LMO4,MME,MT2A,NDUFA4,PGK1,PRPF19,PSMA7,PSMC3,PSMD2,RAN,RNASE7,ROMO1,RPL12,RPL36AL,RPS21,S100A10,SERPINE1,SOD1,SPP1,TCEAL8,TMBIM6,TMSB10,TNFRSF12A,TPI1,TRMT112,class
GSM1607721,0.001753652,0.010042475,0.026791223,0.008798252,-0.003802016,0.02929087,0.030066727,-0.002145493,-0.041745344,-0.005417164,0.017326796,0.001987856,-0.003693811,0.01188131,0.000629481,0.007862833,-0.003224544,-0.002624258,-0.003389974,-0.009622927,0.001251105,-0.028536097,-0.033502568,-0.000172536,0.013054334,-0.085234973,0.077494116,-0.014707687,-0.000354578,0.013637557,-0.006326584,0.001798218,-0.01571241,0.004207141,-0.114992842,-0.004925158,-0.000151708,-0.017723621,-0.000109858,0.013654226,1
GSM1607722,0.002080823,0.010388425,0.025500211,0.007367766,-0.003759951,0.028160899,0.028645444,-0.002808186,-0.037329096,-0.005070619,0.017414035,0.001980349,-0.003722087,0.011425397,0.000747035,0.006275506,-0.003411455,-0.003067168,-0.003337859,-0.009593507,0.0011906,-0.029153034,-0.031096923,-0.000175739,0.012851468,-0.080045195,0.070280831,-0.014739993,-0.000384703,0.015879798,-0.007226303,0.002251618,-0.015672617,0.003524614,-0.123826898,-0.004864715,-0.000154929,-0.021091236,-0.000108011,0.013822997,1
GSM1607723,0.002010413,0.010479827,0.025386518,0.007863219,-0.003893258,0.024247815,0.026214045,-0.00221,-0.041163903,-0.006362256,0.018033455,0.002105227,-0.003742342,0.011342209,0.000656335,0.005994812,-0.003559313,-0.002763535,-0.003201223,-0.009894209,0.001163328,-0.029739693,-0.032052041,-0.000167573,0.012980962,-0.107105628,0.071556868,-0.01440972,-0.000370065,0.014835548,-0.007271254,0.002646984,-0.015996679,0.005669588,-0.12702572,-0.004771943,-0.000152937,-0.021399581,-0.000113527,0.01396028,1
GSM1607724,0.001358997,0.010009964,0.025785395,0.00769963,-0.004028936,0.023703477,0.031021473,-0.002484535,-0.042450526,-0.005229371,0.018071947,0.002006313,-0.003603676,0.011301555,0.000590178,0.005961057,-0.004200011,-0.003386635,-0.003307706,-0.009612874,0.001156666,-0.029428906,-0.031725607,-0.000166002,0.01212914,-0.10144678,0.071329609,-0.01354774,-0.000361851,0.015934988,-0.007284628,0.002312872,-0.015728957,0.005195022,-0.117846454,-0.004960345,-0.000156873,-0.020268298,-0.000108505,0.013976399,1
GSM1607725,0.002235731,0.010702546,0.023399807,0.007914893,-0.003830395,0.027816525,0.028116769,-0.002113216,-0.038467404,-0.005081985,0.018928163,0.002077239,-0.003596593,0.011491903,0.00075507,0.00652298,-0.00364477,-0.003446261,-0.00358499,-0.009709313,0.00120761,-0.028976794,-0.034717829,-0.000173777,0.012220766,-0.111733227,0.07380796,-0.014108399,-0.000367273,0.01599644,-0.007251731,0.002091194,-0.017007325,0.005191375,-0.128262847,-0.004643238,-0.000159801,-0.021973606,-0.000115596,0.014611735,1
GSM1607726,0.001823894,0.009699345,0.027844022,0.007344185,-0.003978697,0.026843077,0.03428272,-0.002250062,-0.036937218,-0.005273276,0.016649604,0.001892211,-0.003631006,0.010254364,0.000567809,0.006438048,-0.003324175,-0.002857337,-0.00330483,-0.008935685,0.001167737,-0.029417204,-0.031046623,-0.000153274,0.012365917,-0.098710234,0.068417259,-0.014583415,-0.00038963,0.014799218,-0.006784188,0.002047734,-0.015810139,0.003987632,-0.123089361,-0.00485076,-0.000152866,-0.017792315,-0.000100011,0.013642624,1
GSM1607727,0.002060166,0.010557254,0.026274316,0.00770764,-0.004939604,0.024779098,0.038018794,-0.002060017,-0.040819481,-0.005660542,0.017610386,0.002014098,-0.003593896,0.010549476,0.000549665,0.006989733,-0.004068854,-0.00291825,-0.003405201,-0.009195147,0.00119523,-0.028454121,-0.031879906,-0.000164982,0.01217804,-0.095342091,0.071609085,-0.014269365,-0.000380094,0.015408199,-0.006790292,0.001844927,-0.016098317,0.004309217,-0.123827785,-0.004751639,-0.000152561,-0.019035879,-0.000106154,0.01418201,1
GSM1607728,0.002259696,0.009979336,0.024858001,0.007111023,-0.003805545,0.026410557,0.02537061,-0.002328241,-0.037527595,-0.005491887,0.017370305,0.002061721,-0.003849367,0.011080128,0.000492601,0.006701876,-0.003607868,-0.002551879,-0.003343032,-0.009626991,0.001201253,-0.029343516,-0.031897676,-0.000165523,0.013112768,-0.103959288,0.070292257,-0.014371691,-0.000372663,0.015944466,-0.006929869,0.001703291,-0.015506616,0.00496173,-0.126478318,-0.004660413,-0.000148557,-0.017184537,-0.000107917,0.013432506,1
GSM1607729,0.001799402,0.00982209,0.025847828,0.007474196,-0.00494053,0.029810658,0.031538474,-0.002564712,-0.039035569,-0.00495637,0.01844602,0.001993717,-0.003698532,0.010452358,0.000641877,0.006548123,-0.00381447,-0.003000122,-0.003278009,-0.009084915,0.001126834,-0.029374061,-0.031085079,-0.000169779,0.012571854,-0.107923021,0.070241293,-0.013622337,-0.000370171,0.014943872,-0.007273609,0.002040137,-0.016068607,0.004283807,-0.128348106,-0.004801669,-0.000156359,-0.021183959,-0.000102016,0.013446744,1
GSM1607730,0.002118233,0.010513157,0.026055984,0.00845914,-0.004050823,0.027415566,0.027907233,-0.002112654,-0.038509517,-0.005308012,0.018061366,0.002060922,-0.003687326,0.011536432,0.000671288,0.006594853,-0.00363111,-0.002916542,-0.00335917,-0.009849637,0.00118494,-0.02932717,-0.030801663,-0.000174087,0.012849022,-0.079476964,0.069906463,-0.013940976,-0.000367677,0.015283689,-0.00721442,0.00207785,-0.016366442,0.003862593,-0.123925112,-0.004830679,-0.000157004,-0.019458197,-0.000115067,0.013607001,1
GSM1607731,0.002078575,0.009930931,0.025702044,0.006843375,-0.00386689,0.025422364,0.027744389,-0.002435494,-0.035805742,-0.006405784,0.017545091,0.002039386,-0.003826441,0.011357222,0.000534702,0.006851743,-0.003325021,-0.002607549,-0.003301206,-0.009592668,0.001102879,-0.029286527,-0.032083648,-0.000161166,0.012815013,-0.111017061,0.06904163,-0.014081394,-0.000381207,0.015834615,-0.006894166,0.001824517,-0.016575259,0.005163353,-0.109371158,-0.004681344,-0.000154397,-0.019358989,-0.00011045,0.013422518,1
GSM1607732,0.001783098,0.010326704,0.02490618,0.00755099,-0.003776418,0.029192725,0.026747499,-0.002460284,-0.037176508,-0.0051449,0.018229827,0.002096303,-0.003888168,0.011459195,0.000702359,0.006165588,-0.003669391,-0.003152553,-0.003332337,-0.009449164,0.001155511,-0.029245283,-0.032977092,-0.00017545,0.013137532,-0.111351896,0.067390679,-0.014357269,-0.000378428,0.015057143,-0.007483769,0.002364864,-0.016029722,0.003738771,-0.124300097,-0.00491169,-0.000157373,-0.021309029,-0.000103829,0.013754435,1
GSM1607733,0.001918722,0.010007732,0.024788972,0.008032899,-0.003945219,0.02743341,0.03416571,-0.002478415,-0.038556987,-0.004995051,0.01762326,0.002029496,-0.00362456,0.010847582,0.000601904,0.006453223,-0.003485508,-0.003125455,-0.00329532,-0.008924913,0.001259459,-0.028538124,-0.033476535,-0.000166773,0.012208636,-0.108549374,0.075171894,-0.014358319,-0.000368471,0.015999097,-0.006923092,0.001875868,-0.016549457,0.003783683,-0.122522546,-0.004862411,-0.0001498,-0.020074312,-0.000104353,0.013992871,1
GSM1607735,0.001949015,0.010098861,0.028397835,0.007561626,-0.004249104,0.024191187,0.024758731,-0.002128568,-0.036165674,-0.005074783,0.01655117,0.002049353,-0.003721358,0.011589016,0.000593846,0.007250361,-0.003317,-0.002545356,-0.003378337,-0.009038153,0.00118991,-0.029615816,-0.031421657,-0.000184499,0.012636465,-0.084537277,0.070345035,-0.013654764,-0.000345859,0.01463966,-0.007041485,0.002027973,-0.015227964,0.004055339,-0.123032804,-0.004957804,-0.000154198,-0.018335794,-0.000109425,0.014792483,1
GSM1607736,0.002190665,0.010216252,0.02692123,0.007487214,-0.00389083,0.026465372,0.028820763,-0.002248727,-0.037832348,-0.005071555,0.017719803,0.001973799,-0.003724522,0.011460792,0.000469871,0.006945338,-0.003281756,-0.002671069,-0.003377678,-0.009659152,0.001125613,-0.02935089,-0.031465631,-0.000162772,0.013088566,-0.101229833,0.067077535,-0.013280448,-0.000385117,0.014215906,-0.007160234,0.001824536,-0.016440455,0.003523659,-0.123496768,-0.004781284,-0.000152715,-0.01666626,-0.000106338,0.01397358,1
GSM1607737,0.001808416,0.00991125,0.025033311,0.007626357,-0.003948244,0.027724727,0.03288719,-0.002209055,-0.039793806,-0.005058063,0.017290464,0.002020073,-0.003611407,0.011295878,0.000573691,0.007024031,-0.003486156,-0.002937328,-0.003489096,-0.009256467,0.001201164,-0.028930183,-0.03207557,-0.000166821,0.013317468,-0.109688386,0.070849813,-0.014830446,-0.000359811,0.016213906,-0.006704301,0.001844273,-0.016146054,0.00531888,-0.122392646,-0.004705235,-0.00015211,-0.018453703,-0.00010449,0.013634655,1
GSM1607738,0.002069438,0.009961029,0.025376427,0.00819488,-0.003966188,0.027063592,0.034882154,-0.002814305,-0.038423262,-0.005196226,0.017351857,0.001960738,-0.003625991,0.0106246,0.000610878,0.006565883,-0.003843788,-0.002940684,-0.003204001,-0.009375546,0.001192296,-0.029418821,-0.03201263,-0.000157656,0.012153544,-0.098347843,0.070554144,-0.014235422,-0.000368931,0.015818969,-0.007024116,0.001989237,-0.01569328,0.004294886,-0.120786028,-0.004834805,-0.000156458,-0.020629589,-0.000104495,0.013152431,1
GSM1607739,0.00192769,0.009992216,0.026262698,0.007632471,-0.004026312,0.02633449,0.034805024,-0.002152257,-0.040137986,-0.005138045,0.018016308,0.001960851,-0.00368197,0.010999636,0.000659853,0.006691101,-0.003384885,-0.003074877,-0.003421495,-0.009725151,0.001138749,-0.029703896,-0.030090137,-0.00015901,0.012730877,-0.101855619,0.069091705,-0.013944432,-0.000373151,0.015101549,-0.007182423,0.002239154,-0.015488365,0.004383127,-0.120256754,-0.004888253,-0.00015545,-0.019997558,-0.000112274,0.013435048,1
GSM1607740,0.001660832,0.010024205,0.024205751,0.00776235,-0.004294935,0.029345018,0.030492288,-0.002769835,-0.039971741,-0.00522511,0.019580947,0.00200602,-0.003663628,0.010027843,0.000675119,0.005819071,-0.003996166,-0.003249544,-0.003466484,-0.009741759,0.00119826,-0.028696485,-0.031131647,-0.000162269,0.013075063,-0.103568809,0.073194529,-0.014165017,-0.000372157,0.016216598,-0.007036153,0.002178646,-0.016194913,0.003810175,-0.129855849,-0.00457547,-0.000156438,-0.022789221,-0.000104749,0.01368428,1
GSM1607743,0.002000062,0.010779546,0.025398562,0.008846925,-0.004096674,0.027997115,0.028824372,-0.002762595,-0.038900663,-0.005101987,0.017375594,0.002070798,-0.003642943,0.012149711,0.000717242,0.007181535,-0.003421912,-0.002838944,-0.003357671,-0.008931896,0.001261069,-0.029363458,-0.031130687,-0.000177678,0.012649693,-0.090628626,0.071002189,-0.01348411,-0.000374871,0.015370483,-0.00695975,0.001889617,-0.016203906,0.003619542,-0.121654481,-0.004866177,-0.000153716,-0.019702666,-0.000102168,0.015128503,1
GSM1607744,0.001778889,0.009960196,0.025070517,0.007721193,-0.003885695,0.024850632,0.026579155,-0.00231602,-0.03546571,-0.005542931,0.017219163,0.002053992,-0.00370567,0.011128543,0.000655319,0.006107496,-0.003363767,-0.00269021,-0.003292906,-0.009468063,0.001177072,-0.028635249,-0.031498891,-0.000164272,0.012515641,-0.12049475,0.070045344,-0.013746244,-0.000371145,0.014048948,-0.007094505,0.001838953,-0.015312346,0.003779379,-0.115085644,-0.004834317,-0.000149199,-0.018157053,-0.000100626,0.013702586,1
GSM1607745,0.001483966,0.009976902,0.02605762,0.007746361,-0.003820075,0.02551956,0.029571815,-0.002394465,-0.037569664,-0.005211418,0.016831985,0.002018605,-0.003649925,0.011721293,0.000552023,0.006827551,-0.003724285,-0.003049835,-0.003503253,-0.009080831,0.001214474,-0.029502478,-0.031672968,-0.000166107,0.012707042,-0.109549439,0.067359592,-0.01439065,-0.00035073,0.015897951,-0.006763109,0.001780591,-0.015316038,0.004272348,-0.117400905,-0.004884085,-0.000154643,-0.020194009,-0.000107639,0.013627897,1
GSM1607746,0.002194635,0.010133445,0.02480292,0.008200527,-0.003840571,0.024804888,0.028287445,-0.002243377,-0.038207108,-0.005672946,0.01658397,0.001987068,-0.003579998,0.011695856,0.000651065,0.005849873,-0.004297321,-0.003314608,-0.00331683,-0.009805053,0.001214845,-0.028978792,-0.031411484,-0.000164123,0.012774356,-0.09069025,0.07157467,-0.014605159,-0.000359806,0.016536584,-0.007376192,0.00216625,-0.015997102,0.004988105,-0.12771708,-0.00489684,-0.000157152,-0.021366924,-0.000107792,0.013306157,1
GSM1607747,0.001815675,0.009873979,0.02583342,0.007290585,-0.003879056,0.028990998,0.027713369,-0.002608154,-0.035699581,-0.005515078,0.017875818,0.002039749,-0.003894219,0.011172833,0.000516745,0.006381408,-0.003321266,-0.002888599,-0.003292721,-0.009477685,0.001116807,-0.029371428,-0.031838229,-0.000160286,0.013479396,-0.104298621,0.068541335,-0.014554835,-0.000376748,0.01539688,-0.007161538,0.002138796,-0.015710342,0.003598678,-0.123509394,-0.004668689,-0.000159281,-0.018472397,-0.00010921,0.013826639,1
GSM1607748,0.002213541,0.009711669,0.027289156,0.007791324,-0.003964126,0.026403955,0.036894977,-0.002096869,-0.038574229,-0.005527587,0.019480023,0.001859896,-0.003628663,0.010839096,0.000589739,0.006997836,-0.003344238,-0.002590941,-0.00344545,-0.009565016,0.001135199,-0.029005899,-0.030196468,-0.000164045,0.012957939,-0.081113526,0.071093513,-0.01407453,-0.000380544,0.015225273,-0.006378102,0.001932818,-0.016125351,0.004853717,-0.12903477,-0.004905497,-0.000154972,-0.0179684,-0.000113743,0.01340542,1
GSM1607749,0.001570654,0.010067972,0.027456152,0.007655306,-0.004036016,0.02963616,0.035991506,-0.002944661,-0.042382793,-0.004998743,0.018212637,0.001982169,-0.003819985,0.010777037,0.000643746,0.006397003,-0.003686858,-0.003121809,-0.003281497,-0.009629372,0.001147246,-0.029871302,-0.03071015,-0.00016374,0.012099084,-0.088225411,0.06990678,-0.01374323,-0.00036338,0.015289273,-0.007054775,0.002449839,-0.015472511,0.00413871,-0.117141095,-0.004786234,-0.000152961,-0.021495983,-0.000107175,0.013529382,1
GSM1607750,0.001807361,0.010489359,0.026565351,0.008236762,-0.003700338,0.024899595,0.027658904,-0.002201022,-0.035546444,-0.004696193,0.018216481,0.001993458,-0.00365604,0.011227274,0.000601985,0.007136139,-0.003281898,-0.003424432,-0.003476508,-0.009587703,0.001120971,-0.029468005,-0.032569282,-0.000170471,0.012857258,-0.077651134,0.069046284,-0.014419058,-0.000380504,0.014587193,-0.007383771,0.002439171,-0.016728295,0.004752443,-0.129467691,-0.004972728,-0.000159478,-0.020436815,-0.000106425,0.013004258,1
GSM1607751,0.00180926,0.009928977,0.025989043,0.007312871,-0.004126872,0.029592748,0.03024911,-0.002467612,-0.040155898,-0.004731763,0.018471537,0.002044005,-0.003814556,0.010945219,0.00054123,0.006737125,-0.003414389,-0.002949818,-0.003261052,-0.009459096,0.001187856,-0.028714114,-0.033531013,-0.000167219,0.013279161,-0.109754208,0.067353546,-0.013712473,-0.000364359,0.014941593,-0.007055255,0.001985055,-0.016806893,0.003823595,-0.119396227,-0.004835686,-0.000153281,-0.019405921,-0.000107929,0.013384796,1
GSM1607752,0.001875286,0.009810916,0.023076263,0.008184526,-0.003786704,0.029315332,0.031212987,-0.002169957,-0.03875127,-0.005206008,0.018530708,0.002100336,-0.003656965,0.010803551,0.000581953,0.00602711,-0.003661248,-0.002903626,-0.003495966,-0.008802286,0.001192338,-0.029113377,-0.032584266,-0.000157817,0.012049524,-0.113542417,0.073908276,-0.014315033,-0.000367801,0.016138889,-0.006674333,0.001827001,-0.016322234,0.004203657,-0.120181704,-0.004628048,-0.000154821,-0.020346653,-0.000108399,0.014184888,1
GSM1607753,0.001296523,0.009836471,0.028004864,0.007713882,-0.00495381,0.026846041,0.034626711,-0.002730588,-0.046259036,-0.004889415,0.019337169,0.002008173,-0.003886551,0.010355846,0.000646477,0.006767126,-0.004595703,-0.003349158,-0.0033011,-0.009442717,0.001060006,-0.029484082,-0.031648229,-0.000168333,0.012559642,-0.11483728,0.068985266,-0.013614411,-0.000372584,0.015324676,-0.007145719,0.002549373,-0.015677308,0.004723162,-0.127207366,-0.004677994,-0.000158314,-0.021174355,-0.000101853,0.013215827,1
GSM1607754,0.002207082,0.010308384,0.025988007,0.00785923,-0.003683483,0.026163411,0.026534744,-0.002050228,-0.035578173,-0.005355964,0.017692927,0.002035229,-0.00389416,0.01155729,0.000529855,0.006833159,-0.003398209,-0.002746673,-0.003383369,-0.009355934,0.001217087,-0.029415858,-0.031783497,-0.000173049,0.013249342,-0.090919062,0.069511342,-0.01389622,-0.000375311,0.015359276,-0.006927938,0.001809165,-0.016775847,0.003524962,-0.116533787,-0.004774167,-0.000148918,-0.018673169,-0.000105895,0.01387886,1
GSM1607755,0.001407053,0.010560838,0.024135564,0.007222934,-0.004378883,0.027800097,0.025935229,-0.002043912,-0.041835814,-0.004888874,0.017400157,0.001950729,-0.003639954,0.011628397,0.000563396,0.006095384,-0.003383292,-0.002530672,-0.003409349,-0.009420821,0.001213131,-0.030032073,-0.031939572,-0.000163733,0.012957342,-0.08070313,0.072318948,-0.013973368,-0.000373217,0.01563174,-0.007007204,0.002076628,-0.015843904,0.004162622,-0.119277745,-0.004957142,-0.000151787,-0.019512648,-0.000107319,0.014354796,1
GSM1607756,0.002114499,0.009660858,0.02632649,0.007636404,-0.00374204,0.025781675,0.030621437,-0.002347873,-0.040785209,-0.005018298,0.017960758,0.001985936,-0.003724263,0.010607592,0.000591989,0.006502586,-0.003892838,-0.003137622,-0.003383311,-0.009409012,0.001137512,-0.028923068,-0.030024997,-0.000159892,0.012289404,-0.099683414,0.070725541,-0.014135501,-0.000375436,0.015276917,-0.007209957,0.002319265,-0.016561954,0.00400165,-0.128249158,-0.004680043,-0.000153899,-0.018971752,-0.000103805,0.013435797,1
GSM1607757,0.001717201,0.009852539,0.026606039,0.00779772,-0.004044796,0.028581576,0.029359201,-0.002879224,-0.039160625,-0.005059793,0.018799602,0.002007867,-0.003729831,0.010802571,0.000645724,0.006425304,-0.003769665,-0.003270215,-0.003268584,-0.009219673,0.001172138,-0.028739685,-0.032430963,-0.000165786,0.012647939,-0.106170395,0.069937274,-0.013847408,-0.000366582,0.015666614,-0.007196808,0.002099576,-0.016066699,0.004598295,-0.120326634,-0.004680258,-0.000155999,-0.020749516,-0.000103027,0.013443536,1
GSM1607758,0.00217494,0.009564918,0.026862221,0.007671142,-0.004043422,0.025646367,0.03649119,-0.002215215,-0.037764636,-0.005025315,0.017128604,0.001941244,-0.00362023,0.010381539,0.00054287,0.006803251,-0.003325397,-0.002494878,-0.003305326,-0.009290097,0.001212856,-0.028782833,-0.031656905,-0.00016014,0.012640861,-0.101449852,0.070807059,-0.014945286,-0.000367077,0.015409602,-0.006471338,0.001714492,-0.016160679,0.003756604,-0.130495314,-0.004772153,-0.000149364,-0.015565217,-0.000100707,0.013595724,1
GSM1607759,0.001950231,0.01003531,0.024653448,0.007908376,-0.00376053,0.028329629,0.02916768,-0.002460019,-0.038406937,-0.005079733,0.017793791,0.002141453,-0.003739134,0.011161349,0.000721992,0.006303276,-0.00353752,-0.003304145,-0.003328207,-0.009575659,0.001221422,-0.028899642,-0.03364284,-0.000170843,0.013082625,-0.105445535,0.06943188,-0.014496254,-0.000378477,0.015474027,-0.007235268,0.002503571,-0.015315411,0.004093684,-0.1166437,-0.004841543,-0.000156659,-0.020525942,-0.000104209,0.013823005,1
GSM1607760,0.002329102,0.010398023,0.026603775,0.008429044,-0.003807861,0.030937492,0.026267084,-0.002487878,-0.039251585,-0.005986844,0.01781,0.002080073,-0.003656198,0.012067624,0.000635243,0.007487052,-0.00335525,-0.002543121,-0.003530366,-0.009868074,0.00121015,-0.029475275,-0.032665699,-0.000182168,0.012971112,-0.082269648,0.065289821,-0.014320227,-0.000355939,0.014651957,-0.0071168,0.001902528,-0.016702085,0.006068309,-0.116007842,-0.004698812,-0.000149013,-0.018331745,-0.000111136,0.013389924,1
GSM1607761,0.00160223,0.00967362,0.025707482,0.007160481,-0.004062068,0.030862567,0.026792919,-0.002149048,-0.03883658,-0.004700603,0.017468287,0.001928481,-0.003648285,0.010558637,0.000498619,0.007537538,-0.003634881,-0.002692071,-0.003407478,-0.009065724,0.001212558,-0.029379838,-0.032212145,-0.000159599,0.013393131,-0.077929998,0.068310185,-0.013625715,-0.000350281,0.014083988,-0.006367141,0.001846943,-0.01603518,0.004322707,-0.130338068,-0.004986773,-0.000151429,-0.017921629,-0.000103786,0.013383833,1
GSM1607762,0.002025206,0.009988144,0.025500473,0.008284588,-0.003694014,0.02723912,0.031259692,-0.002560172,-0.037456459,-0.005333295,0.017705256,0.001958476,-0.003628262,0.011265956,0.000682514,0.006405814,-0.003519854,-0.002952092,-0.003223846,-0.009286914,0.001202583,-0.028620134,-0.031656044,-0.000163165,0.012651831,-0.110922063,0.067931986,-0.014318458,-0.000370298,0.014308168,-0.007044549,0.002218589,-0.015883846,0.004051612,-0.117722767,-0.004847278,-0.000155672,-0.020797614,-0.00010728,0.014101566,1
GSM1607763,0.00182008,0.010411876,0.025246517,0.007654262,-0.004291687,0.029479432,0.029995912,-0.002546806,-0.037458762,-0.005040825,0.017632313,0.002094445,-0.003684486,0.011029715,0.000736854,0.005700992,-0.003550026,-0.003259748,-0.003365716,-0.010222483,0.001209722,-0.029410656,-0.032722767,-0.000175013,0.013155049,-0.096209433,0.072853579,-0.014128359,-0.000386409,0.015078916,-0.007422173,0.002254051,-0.015563162,0.004139243,-0.125121455,-0.004878939,-0.000157907,-0.020994222,-0.000114868,0.013789144,1
GSM1607764,0.001608717,0.010031755,0.025160655,0.008571041,-0.004434569,0.023345048,0.02631428,-0.002226697,-0.037674639,-0.005180814,0.016556487,0.002015762,-0.003608074,0.011716917,0.000724726,0.005662437,-0.003806716,-0.00312689,-0.003298028,-0.009446177,0.001164878,-0.029063335,-0.032673805,-0.000177627,0.011467081,-0.09865387,0.073094808,-0.014965065,-0.000357463,0.017088911,-0.007012144,0.002071358,-0.015612052,0.004992252,-0.126919649,-0.0049868,-0.000159586,-0.022217171,-0.000112969,0.01367046,1
GSM1607765,0.002087933,0.009700538,0.027080187,0.008467386,-0.003827417,0.027696886,0.034658143,-0.002182409,-0.037937471,-0.005361676,0.016933109,0.0020167,-0.003628119,0.011854417,0.000543118,0.007507633,-0.00320298,-0.002841761,-0.003276037,-0.009269269,0.001232469,-0.028418578,-0.033803066,-0.000158268,0.012412302,-0.088955535,0.071785847,-0.014366567,-0.000361777,0.014158471,-0.006721564,0.001657702,-0.016139742,0.005066451,-0.11405505,-0.004863112,-0.000152873,-0.018491557,-0.000106244,0.014056745,1
GSM1607768,0.002138658,0.009517015,0.02359642,0.007546692,-0.004508198,0.023167447,0.029080363,-0.002101369,-0.03758843,-0.00511206,0.016847599,0.002035141,-0.003622779,0.011165853,0.0005379,0.006599023,-0.003188323,-0.002791435,-0.003340378,-0.009034727,0.001254652,-0.028624874,-0.033530811,-0.000162364,0.012274111,-0.102934873,0.073969991,-0.013797585,-0.000346847,0.015798542,-0.007021976,0.001753738,-0.016217934,0.003781952,-0.12559999,-0.004910371,-0.000149521,-0.018652577,-0.00010152,0.012765828,1
GSM1607769,0.001772941,0.009872788,0.02390912,0.008147595,-0.003871103,0.029042404,0.028553261,-0.002488836,-0.035928304,-0.005142484,0.017178421,0.002088009,-0.003634363,0.010739108,0.000680142,0.006425725,-0.003731624,-0.003464906,-0.003341574,-0.009402942,0.001177773,-0.029102234,-0.032139464,-0.000165471,0.012392492,-0.108205798,0.072252999,-0.013898514,-0.000375786,0.015617145,-0.007079252,0.002320944,-0.015503591,0.003589378,-0.122970704,-0.00470277,-0.000158774,-0.019142886,-0.000104911,0.013979361,1
GSM1607770,0.001825959,0.009871514,0.02449459,0.00740025,-0.003863241,0.027474547,0.027011521,-0.002468094,-0.039118985,-0.005098988,0.0176021,0.002017809,-0.003576326,0.011096335,0.000690805,0.006263861,-0.003753892,-0.003282486,-0.003336462,-0.009623927,0.001164712,-0.02892522,-0.031792707,-0.000157849,0.012426041,-0.114281513,0.071252253,-0.013790501,-0.000372424,0.014847476,-0.007142298,0.002305505,-0.015192437,0.004583845,-0.114767309,-0.004804655,-0.000155838,-0.021285743,-0.000102225,0.013717433,1
GSM1607771,0.001955845,0.010140612,0.02661245,0.007608806,-0.003887812,0.027445843,0.034534737,-0.002280602,-0.038040051,-0.00488429,0.017266984,0.001911464,-0.003628732,0.011128616,0.000516711,0.007524998,-0.003481062,-0.002555119,-0.003333843,-0.009316315,0.00122009,-0.028860118,-0.032947802,-0.000160398,0.013286446,-0.07889763,0.07056013,-0.014481122,-0.000369862,0.015737383,-0.006565608,0.001706834,-0.016229933,0.004437719,-0.122944102,-0.0047976,-0.000151963,-0.017097867,-0.000103251,0.01384322,1
GSM1607772,0.002025753,0.009696404,0.026113197,0.009121155,-0.003824568,0.02652017,0.02941375,-0.002129422,-0.040640384,-0.00514041,0.017155415,0.00199788,-0.00368545,0.012247156,0.000586579,0.007310818,-0.003274056,-0.002838547,-0.003267162,-0.009163195,0.001290989,-0.028994224,-0.034644844,-0.000167104,0.011745842,-0.078205163,0.069571256,-0.013851414,-0.000359356,0.014343785,-0.006399596,0.001902347,-0.015887302,0.004065216,-0.118513179,-0.00487233,-0.000151976,-0.017327552,-0.000102434,0.013452142,1
GSM1607773,0.001607618,0.010348052,0.025569756,0.007614956,-0.003843044,0.028284768,0.026930156,-0.002932789,-0.035893849,-0.005138592,0.017747372,0.002064861,-0.003814913,0.010906732,0.000691178,0.005789285,-0.003568195,-0.003165394,-0.003226449,-0.009803548,0.001216675,-0.030043078,-0.033041039,-0.000176279,0.012294833,-0.118700539,0.072121198,-0.014325167,-0.000372562,0.015055391,-0.007279419,0.002205283,-0.015637392,0.004247919,-0.122074555,-0.004900444,-0.00015884,-0.021504833,-0.000112816,0.013547841,1
GSM1607776,0.001244301,0.009582841,0.025574902,0.007926333,-0.004613108,0.026543711,0.030307618,-0.002139183,-0.042887876,-0.005108719,0.017061876,0.001876738,-0.003679436,0.010443764,0.000689515,0.006341727,-0.004298314,-0.003454894,-0.003458096,-0.009344867,0.001172555,-0.02982995,-0.032610455,-0.000166058,0.01197587,-0.106991871,0.071963812,-0.013678252,-0.000360722,0.01485624,-0.007086615,0.002367549,-0.016382575,0.004195259,-0.129669116,-0.004734925,-0.000153674,-0.022050354,-9.53E-05,0.012899359,1
GSM1607777,0.001662003,0.010187781,0.02492149,0.008193218,-0.003826185,0.0254758,0.028761827,-0.002216793,-0.037392864,-0.005162872,0.017050276,0.002064773,-0.003629415,0.010730258,0.000748913,0.006013986,-0.003495649,-0.003401359,-0.003529699,-0.008914856,0.00120874,-0.02922186,-0.031016194,-0.00016935,0.012622077,-0.084241809,0.070210077,-0.014600659,-0.000366881,0.015037962,-0.007470074,0.002377219,-0.016820451,0.005651965,-0.122818873,-0.004971119,-0.000156567,-0.021255227,-0.000107568,0.013747539,1
