,ALDH3A1,APRT,ARL4D,CALML5,CAMK2N1,CCL19,CDKN2A,CHGB,F2RL1,F3,FTH1,FXYD5,GAPDH,HSP90AA1,HSP90AB1,IL1A,KIAA1522,KLF3,LYPLA2,MME,NQO1,PGK1,PLA2G4A,POLR2L,PSMB3,PSMB7,RAN,RBP1,RNASE7,RPS21,SERPINE1,SOD1,SPINK6,TMBIM6,TNFRSF1A,TOMM22,TPI1,TRMT112,USP14,class
GSM1607864,0.002146014,-0.011491365,-0.039254419,0.002859431,-0.03280762,0.0033337,0.046037183,-0.003412031,0.006052699,-0.004122272,-0.046171097,-0.00596736,-0.003563315,-2.80E-05,0.002646999,-0.004794724,0.01459409,0.000962025,-0.017306741,-0.003090774,-0.003115465,-0.006615195,0.043353652,0.003634924,-0.01338354,-0.023119435,0.000286837,-0.007134717,-0.10628032,-0.004548634,0.001779154,-0.023683433,0.032646425,-0.009266238,0.001357908,0.010244394,0.006204627,0.009750955,-0.003027075,1
GSM1607866,0.002804013,-0.012370763,-0.03754593,0.002818732,-0.027328025,0.003212547,0.060678654,-0.002933708,0.005732621,-0.004209652,-0.041938056,-0.005600375,-0.003467087,-2.96E-05,0.00260091,-0.004623161,0.014595496,0.000975323,-0.016545741,-0.002766931,-0.003688044,-0.00654579,0.049486845,0.003508493,-0.014239467,-0.022553742,0.000275118,-0.005783589,-0.098255597,-0.004499728,0.001747838,-0.025916018,0.033806904,-0.009805967,0.00142201,0.01047259,0.005698427,0.009344004,-0.003075217,1
GSM1607868,0.00271996,-0.012310475,-0.036480272,0.003244739,-0.026280962,0.004498953,0.046242677,-0.00299192,0.004859951,-0.003422686,-0.041329887,-0.005985938,-0.003485966,-2.76E-05,0.002478054,-0.004277133,0.013339137,0.000965983,-0.01610341,-0.003151437,-0.003122241,-0.006181443,0.045257066,0.00371017,-0.01424108,-0.022981993,0.000273269,-0.007449575,-0.09702146,-0.004455943,0.001420772,-0.025399485,0.034067471,-0.009270094,0.001316828,0.010627944,0.005765649,0.008980719,-0.003009039,1
GSM1607869,0.00191784,-0.012597419,-0.0364274,0.003168053,-0.028795097,0.003416496,0.051604197,-0.003663468,0.005673671,-0.004599086,-0.039626811,-0.005639304,-0.003371003,-2.95E-05,0.002361018,-0.005125847,0.013875649,0.00097966,-0.015966481,-0.00292301,-0.002903362,-0.006501639,0.046149772,0.003657215,-0.013534567,-0.022504925,0.000298573,-0.007242977,-0.126060568,-0.004313301,0.001920605,-0.02520912,0.037206279,-0.009346711,0.001418385,0.009863702,0.005959653,0.009039735,-0.003133592,1
GSM1607870,0.002086861,-0.011886913,-0.035662996,0.004248103,-0.023335362,0.004182448,0.063995884,-0.002905786,0.005357435,-0.003347755,-0.03892737,-0.005286155,-0.003511299,-2.80E-05,0.002594442,-0.003820199,0.014826709,0.000968786,-0.016144859,-0.00271067,-0.002744347,-0.006228047,0.049921582,0.003545159,-0.013511782,-0.020699125,0.000280235,-0.006111363,-0.113433553,-0.004181955,0.001397161,-0.025148578,0.032301063,-0.009305935,0.001318755,0.010260907,0.006016032,0.0083531,-0.003066262,1
GSM1607873,0.002995794,-0.012422034,-0.037009067,0.003290264,-0.025151878,0.004410505,0.051489374,-0.002906038,0.005437775,-0.00358224,-0.039265515,-0.005072066,-0.003594812,-2.78E-05,0.002507898,-0.004677006,0.014492636,0.000973093,-0.015874461,-0.002622052,-0.003395744,-0.006646494,0.052614103,0.003534434,-0.013402161,-0.021900022,0.000292835,-0.00519514,-0.10575478,-0.004370253,0.001378238,-0.024880267,0.034100262,-0.008986122,0.001341849,0.01066842,0.006284867,0.009028018,-0.002894924,1
GSM1607874,0.002555222,-0.012741866,-0.038189542,0.003820215,-0.025234233,0.003292044,0.046084398,-0.002963502,0.005506989,-0.004021097,-0.037615153,-0.005056015,-0.003228814,-2.79E-05,0.002418267,-0.005046261,0.014079845,0.000994266,-0.015937803,-0.003069474,-0.003152046,-0.006409229,0.05500488,0.003869145,-0.013585181,-0.021736812,0.000283582,-0.006442084,-0.114298523,-0.004663761,0.001360524,-0.025143505,0.048444386,-0.009004359,0.001307578,0.010182126,0.005779711,0.009338224,-0.002958615,1
GSM1607875,0.002470323,-0.012801113,-0.036699911,0.003936923,-0.028836045,0.003074885,0.043457764,-0.00292101,0.005220451,-0.003888933,-0.036849271,-0.005664235,-0.003563777,-2.78E-05,0.002559935,-0.00551838,0.014553413,0.000954685,-0.016285209,-0.00290148,-0.003290251,-0.006750544,0.047706964,0.003570318,-0.014067386,-0.021227011,0.00028083,-0.006903113,-0.116391983,-0.004411778,0.001674467,-0.024912353,0.048033091,-0.009492296,0.001419116,0.010313909,0.006222606,0.009136247,-0.003061334,1
GSM1607876,0.002589489,-0.012780645,-0.036941464,0.004320466,-0.0234456,0.003608796,0.060042047,-0.00287865,0.004962401,-0.003716528,-0.03775775,-0.004998054,-0.003518325,-2.76E-05,0.00244563,-0.004918733,0.015100316,0.000967549,-0.01635605,-0.002946432,-0.003244218,-0.006634009,0.045640494,0.003592299,-0.013556904,-0.02101036,0.000299015,-0.006159197,-0.093785544,-0.004571047,0.001305857,-0.024890272,0.032797518,-0.009588688,0.001318945,0.010492747,0.006245688,0.009034836,-0.002980054,1
GSM1607878,0.001918105,-0.01229139,-0.0368664,0.004146777,-0.025453579,0.004371934,0.05488591,-0.002973301,0.004701294,-0.003365115,-0.042971834,-0.005548468,-0.003319493,-2.80E-05,0.002476279,-0.004049187,0.013646267,0.00096459,-0.015674474,-0.002663323,-0.003092802,-0.006410611,0.046596631,0.003586623,-0.013412231,-0.021389146,0.000277707,-0.005171074,-0.094324096,-0.004109654,0.00127715,-0.025248458,0.033062155,-0.009146871,0.001315267,0.01005864,0.005487527,0.00864217,-0.002966788,1
GSM1607879,0.002370239,-0.012526664,-0.03550882,0.002727551,-0.02330234,0.0043686,0.062787225,-0.002893612,0.004734438,-0.003260206,-0.041032633,-0.005147589,-0.003549201,-2.77E-05,0.002375887,-0.003725714,0.014566685,0.000978209,-0.016067188,-0.002755025,-0.002722455,-0.006498472,0.049481876,0.003559784,-0.013595058,-0.021477584,0.000282202,-0.006333731,-0.085930366,-0.004272764,0.001384742,-0.025965152,0.033065994,-0.009481088,0.001323705,0.009442847,0.00618384,0.00942016,-0.003220846,1
GSM1607880,0.002602308,-0.011443127,-0.035556322,0.00333397,-0.027487707,0.004970401,0.051596624,-0.002893736,0.00488495,-0.003666198,-0.040921331,-0.005260145,-0.003512924,-2.77E-05,0.002472274,-0.00420873,0.014221637,0.000984288,-0.016068313,-0.002695908,-0.002608612,-0.00622628,0.045423899,0.003526037,-0.013483388,-0.021576429,0.000286155,-0.005995037,-0.10963581,-0.004372681,0.001461566,-0.025285988,0.033151834,-0.009170766,0.001305154,0.010243026,0.005894353,0.008538753,-0.002939366,1
GSM1607881,0.002045728,-0.01317025,-0.036965752,0.003747918,-0.028101944,0.003521195,0.055135245,-0.003609886,0.005823629,-0.003934119,-0.041330852,-0.005567154,-0.003600462,-2.88E-05,0.002527703,-0.004070438,0.014311991,0.000970568,-0.016981441,-0.002805703,-0.003001704,-0.006479184,0.04725369,0.003634939,-0.013161849,-0.022516739,0.0002852,-0.007029654,-0.135058329,-0.004612826,0.001616239,-0.023072365,0.033819628,-0.009131735,0.001397449,0.010350283,0.006086605,0.009334273,-0.002899342,1
GSM1607882,0.003011144,-0.013033117,-0.037148874,0.003277068,-0.029822801,0.003936937,0.044998899,-0.002880753,0.005587022,-0.003667514,-0.040325966,-0.005051755,-0.003575166,-2.80E-05,0.002539454,-0.004832198,0.014948473,0.001002989,-0.016162853,-0.002775377,-0.00374015,-0.006410845,0.045405702,0.003537385,-0.012923296,-0.022281595,0.000278118,-0.006488084,-0.124706106,-0.004168349,0.001660288,-0.024626911,0.035896393,-0.009200228,0.001397466,0.01019051,0.005701889,0.009092677,-0.003056666,1
GSM1607884,0.002849599,-0.01202115,-0.037299174,0.003248104,-0.026013747,0.003337445,0.043585882,-0.003163634,0.0053629,-0.003596444,-0.038023818,-0.005783169,-0.003445242,-2.91E-05,0.002771756,-0.004609045,0.014867061,0.000989327,-0.016343317,-0.002688639,-0.003037019,-0.006173552,0.055232839,0.003720764,-0.014038385,-0.022525466,0.000276548,-0.007118657,-0.112416695,-0.004340067,0.001540487,-0.024474896,0.037851063,-0.009301278,0.001371649,0.010612881,0.005853277,0.009013112,-0.002893953,1
GSM1607886,0.00211431,-0.013165485,-0.036769838,0.003996663,-0.024070819,0.003111352,0.051188591,-0.003015333,0.005761881,-0.003784709,-0.036109573,-0.00494452,-0.003585057,-2.76E-05,0.002649547,-0.005270728,0.014927797,0.000981437,-0.016555567,-0.002686994,-0.003249608,-0.006875995,0.050625699,0.003582471,-0.013927969,-0.022325064,0.000267088,-0.007436279,-0.116964714,-0.00453848,0.001594889,-0.024741894,0.032663603,-0.008704913,0.001423773,0.010046613,0.00598173,0.009101601,-0.002853098,1
GSM1607887,0.001732151,-0.012321084,-0.03642083,0.00375167,-0.022924608,0.004649377,0.064315344,-0.002876662,0.004375959,-0.003078727,-0.043309984,-0.005734298,-0.003261662,-2.79E-05,0.002523632,-0.003432249,0.014479382,0.000955882,-0.015499328,-0.002610124,-0.003053656,-0.006354646,0.04436153,0.003669019,-0.013663824,-0.021130487,0.000273442,-0.006014814,-0.087296586,-0.004079838,0.001305724,-0.025086868,0.032996459,-0.009257523,0.001264824,0.010312361,0.005629988,0.008838973,-0.002709389,1
GSM1607888,0.002717027,-0.012257853,-0.038099861,0.004461389,-0.029825791,0.003567943,0.046357954,-0.002913393,0.004859748,-0.003536394,-0.044656148,-0.005554522,-0.003427148,-3.02E-05,0.002433304,-0.004660746,0.015362411,0.000984194,-0.016462431,-0.003249089,-0.003607528,-0.00640354,0.044887066,0.003683403,-0.013270827,-0.021325662,0.00027007,-0.007320611,-0.119645689,-0.004145583,0.001598199,-0.024277295,0.032417568,-0.009455335,0.001412019,0.010623,0.005629422,0.009002857,-0.002897821,1
GSM1607889,0.002865025,-0.012162464,-0.038563489,0.003253079,-0.029645781,0.0035816,0.046584416,-0.002877579,0.005501192,-0.00392284,-0.040853297,-0.005421871,-0.003463161,-2.77E-05,0.00246333,-0.004514394,0.014117793,0.000989145,-0.016113123,-0.003080609,-0.003084344,-0.00644528,0.048044302,0.003598815,-0.013096425,-0.021491206,0.000295294,-0.006324476,-0.135349202,-0.004614997,0.001576888,-0.024439993,0.032593021,-0.009220718,0.001378141,0.010248424,0.006067779,0.008716596,-0.003001649,1
GSM1607893,0.002885524,-0.012167524,-0.035540134,0.003586234,-0.024923608,0.004062252,0.062613235,-0.002881322,0.004992453,-0.003499695,-0.036560828,-0.005168818,-0.003573416,-2.78E-05,0.002379813,-0.004102218,0.014995177,0.000949555,-0.017481263,-0.002629282,-0.00317006,-0.006266029,0.0491912,0.003384127,-0.013741152,-0.021281327,0.000273017,-0.005459653,-0.096807951,-0.004261848,0.001307846,-0.02510678,0.033244955,-0.009291433,0.001314766,0.010536031,0.005900324,0.008907524,-0.002878607,1
GSM1607894,0.002774013,-0.012100239,-0.037412265,0.002972037,-0.029505548,0.004199177,0.046653864,-0.002935663,0.00521743,-0.003744835,-0.039537185,-0.005451038,-0.003593816,-2.83E-05,0.00262114,-0.00513698,0.014453035,0.000972141,-0.016481809,-0.002922763,-0.003009028,-0.006412412,0.044169824,0.003434404,-0.01325777,-0.021750936,0.000275653,-0.00596479,-0.103011661,-0.004112869,0.0018561,-0.024990655,0.03302887,-0.009439709,0.001338623,0.010175551,0.005946171,0.009226049,-0.00292557,1
GSM1607895,0.002079491,-0.013364045,-0.03778966,0.002956564,-0.026645154,0.003656256,0.04533843,-0.003028829,0.005796088,-0.003579351,-0.039755039,-0.005312687,-0.00379114,-2.85E-05,0.002657596,-0.004929691,0.013723701,0.000993597,-0.015818754,-0.00262721,-0.003177423,-0.006920053,0.044527506,0.003767449,-0.013999607,-0.021408109,0.000281365,-0.006863931,-0.130178193,-0.004591974,0.001759299,-0.026247616,0.039184947,-0.009106291,0.001410955,0.010495087,0.006614686,0.008957087,-0.003127743,1
GSM1607896,0.002073583,-0.012043104,-0.037780899,0.00331485,-0.03077673,0.003421622,0.047624035,-0.002894121,0.00564997,-0.004763696,-0.041153834,-0.006238141,-0.003461379,-2.88E-05,0.002612563,-0.004742597,0.01439075,0.000978813,-0.016777023,-0.002889711,-0.002902371,-0.006600997,0.047169427,0.003828486,-0.014136056,-0.022622354,0.000280145,-0.006384204,-0.108240819,-0.004393625,0.0016833,-0.024248722,0.041310206,-0.009367152,0.001384185,0.010305376,0.005875261,0.009221158,-0.002970915,1
GSM1607899,0.002669492,-0.012385569,-0.039286255,0.00325465,-0.030243354,0.004221159,0.048410806,-0.002968477,0.005106429,-0.003999939,-0.036122406,-0.004755895,-0.003556228,-2.77E-05,0.002419551,-0.0043005,0.014410749,0.000974748,-0.016976554,-0.002547708,-0.003073412,-0.006431397,0.047389263,0.003947467,-0.01337197,-0.021898102,0.000278178,-0.005800193,-0.113048696,-0.00460603,0.001202419,-0.024526504,0.033942485,-0.009202386,0.001326671,0.01072013,0.006004589,0.008738398,-0.003045796,1
GSM1607904,0.002631739,-0.011982416,-0.038043513,0.003669263,-0.027771035,0.003333145,0.045020991,-0.002940259,0.005299153,-0.004027581,-0.042575913,-0.005384393,-0.003477227,-2.75E-05,0.002403896,-0.004429327,0.013693289,0.00095928,-0.01611757,-0.003107351,-0.002956929,-0.006508954,0.047413057,0.00377881,-0.013000762,-0.021108923,0.000274312,-0.0062083,-0.132746095,-0.004396893,0.00151236,-0.024240103,0.034157603,-0.008993929,0.001398281,0.009477863,0.005979618,0.008656692,-0.002968058,1
GSM1607914,0.001854579,-0.012514278,-0.039449199,0.002859952,-0.032302389,0.00355827,0.05334242,-0.003273654,0.00525379,-0.003874467,-0.041754356,-0.006228757,-0.003394914,-2.88E-05,0.002566538,-0.004565031,0.015083602,0.000991526,-0.016787067,-0.003375942,-0.002565218,-0.006364313,0.044563907,0.003463889,-0.013530934,-0.02113059,0.000265282,-0.005079909,-0.107886009,-0.004242057,0.001743667,-0.02468873,0.035479907,-0.009366974,0.00148398,0.010110828,0.005835815,0.008253403,-0.003144245,1
GSM1607919,0.002971804,-0.012528339,-0.036468475,0.002869117,-0.027658441,0.003917279,0.058615137,-0.002953105,0.005416403,-0.004105431,-0.042424391,-0.005508824,-0.00354123,-2.76E-05,0.002542088,-0.004471632,0.01489575,0.000988098,-0.015796405,-0.002988545,-0.003371645,-0.006523924,0.050306651,0.003534548,-0.013567664,-0.021317753,0.000271521,-0.006311522,-0.105477415,-0.004185525,0.001589772,-0.025648444,0.032793459,-0.00934943,0.001364093,0.010152625,0.006056967,0.00899146,-0.002921313,1
GSM1607920,0.002011618,-0.012744899,-0.037272635,0.004223528,-0.031549764,0.003402133,0.052278108,-0.002931055,0.005778399,-0.003905081,-0.042746011,-0.006162112,-0.003575139,-2.81E-05,0.002683583,-0.005105269,0.014394207,0.000978767,-0.016765765,-0.002656814,-0.002952548,-0.006808365,0.045427415,0.003761016,-0.013938532,-0.02278919,0.00027898,-0.006839882,-0.124014137,-0.004646102,0.001608929,-0.025371553,0.04181328,-0.009360325,0.001390907,0.010258291,0.006075558,0.009326656,-0.003029688,1
GSM1607922,0.002706259,-0.012733412,-0.038837391,0.003330613,-0.024570621,0.003339039,0.045880545,-0.00293673,0.005565915,-0.003591944,-0.040720784,-0.005584083,-0.003387536,-2.75E-05,0.002513443,-0.00430874,0.013945954,0.000980638,-0.015861499,-0.003164682,-0.003471147,-0.00642007,0.04624466,0.003518315,-0.013151616,-0.020555839,0.000284542,-0.006273018,-0.108021356,-0.004254709,0.001609703,-0.025259114,0.04597574,-0.009477223,0.001439142,0.0100907,0.005921373,0.009407065,-0.003275428,1
GSM1607923,0.002575652,-0.011812218,-0.038494773,0.003948393,-0.030632817,0.003483794,0.045996805,-0.0030421,0.005681293,-0.004064805,-0.037541838,-0.00600956,-0.003430134,-2.79E-05,0.002596189,-0.005008263,0.014916955,0.000957327,-0.016695887,-0.002557967,-0.002968086,-0.006345308,0.042490445,0.003664599,-0.014015451,-0.02314848,0.000274425,-0.007183492,-0.117423057,-0.004239134,0.001505919,-0.024154348,0.03218288,-0.009132706,0.001369793,0.009912487,0.005728554,0.008295998,-0.002881051,1
GSM1607925,0.003147569,-0.01178431,-0.040012472,0.002998496,-0.025069404,0.003368326,0.045684733,-0.002890047,0.005449555,-0.003517863,-0.042890442,-0.005073984,-0.003709351,-2.86E-05,0.002537396,-0.003754556,0.014052499,0.001015194,-0.015622055,-0.003049052,-0.003488415,-0.006526351,0.054305039,0.003462907,-0.013387631,-0.021884339,0.000292467,-0.006071015,-0.092292161,-0.004092036,0.001707343,-0.026241314,0.039352031,-0.009320739,0.00145857,0.010301908,0.006497677,0.008667757,-0.003066156,1
