,ALDH3A1,APRT,ARL4D,CALML5,CAMK2N1,CCL19,CDKN2A,CHGB,F2RL1,F3,FTH1,FXYD5,GAPDH,HSP90AA1,HSP90AB1,IL1A,KIAA1522,KLF3,LYPLA2,MME,NQO1,PGK1,PLA2G4A,POLR2L,PSMB3,PSMB7,RAN,RBP1,RNASE7,RPS21,SERPINE1,SOD1,SPINK6,TMBIM6,TNFRSF1A,TOMM22,TPI1,TRMT112,USP14,class
GSM1607924,0.002299848,-0.012950512,-0.038066968,0.003644433,-0.024905267,0.003274836,0.063997492,-0.002958953,0.005883892,-0.004192331,-0.036402328,-0.005705596,-0.003496431,-2.78E-05,0.002489398,-0.00498352,0.014330307,0.000986965,-0.016605921,-0.002818348,-0.00312034,-0.006895484,0.049496423,0.003764918,-0.013257218,-0.021605902,0.000300905,-0.006286475,-0.123286828,-0.004609716,0.001555029,-0.024624558,0.03949812,-0.009139016,0.001363038,0.010143133,0.006011653,0.008877102,-0.003068027,0
GSM1607926,0.001846046,-0.011431548,-0.035268786,0.002699517,-0.031700027,0.003441397,0.046808348,-0.002968276,0.005834831,-0.004231873,-0.046024082,-0.005832687,-0.003365813,-2.78E-05,0.002628663,-0.004996415,0.01377135,0.000975202,-0.01575939,-0.003426649,-0.003079798,-0.006304383,0.044927005,0.003633024,-0.013979506,-0.022436583,0.000277965,-0.006720507,-0.104515611,-0.00453795,0.001845099,-0.025125783,0.034362533,-0.009302528,0.001369016,0.009728419,0.005789147,0.0090475,-0.003194199,0
GSM1607927,0.002431739,-0.012431414,-0.035455513,0.002913878,-0.023027266,0.005183483,0.047884776,-0.002883738,0.004329587,-0.00310416,-0.042802985,-0.005331659,-0.003360027,-2.74E-05,0.002540299,-0.004003131,0.014445027,0.000953855,-0.016337257,-0.002576389,-0.002426549,-0.006519734,0.04397933,0.003556671,-0.013840703,-0.022110708,0.000285709,-0.004906156,-0.087050816,-0.004254482,0.001356906,-0.025057528,0.033212838,-0.009220965,0.00128673,0.009772393,0.005689521,0.0089991,-0.003008549,0
GSM1607928,0.002635581,-0.012768635,-0.038396503,0.00424151,-0.026161697,0.003915565,0.04791861,-0.0029968,0.005403055,-0.003908507,-0.03648808,-0.005519809,-0.003524597,-2.77E-05,0.0025527,-0.004874497,0.014303284,0.000985026,-0.016072026,-0.002736508,-0.00320597,-0.006372945,0.046337519,0.003555032,-0.014009189,-0.020938715,0.000275393,-0.006881729,-0.130532745,-0.004291162,0.001494715,-0.023978885,0.035219292,-0.009134489,0.001438498,0.010242575,0.006121965,0.008797722,-0.002857372,0
GSM1607932,0.00177217,-0.011793825,-0.036360375,0.00394371,-0.029562287,0.003521415,0.046101799,-0.003580979,0.005212338,-0.004248309,-0.042527137,-0.006247194,-0.003456093,-2.89E-05,0.002510329,-0.005359753,0.012891098,0.000972531,-0.016025491,-0.003330797,-0.002953443,-0.006397717,0.045013355,0.003580354,-0.013912434,-0.02273916,0.000271482,-0.006945252,-0.122765856,-0.00427878,0.001797805,-0.024389306,0.033369002,-0.009626529,0.001404279,0.010041242,0.006053355,0.008933294,-0.002995266,0
GSM1607942,0.002061202,-0.011757104,-0.036475124,0.003364635,-0.027736727,0.003259427,0.046263931,-0.003175771,0.005192793,-0.004298673,-0.044005633,-0.005863826,-0.003540854,-2.86E-05,0.002475211,-0.004954054,0.013595022,0.001008471,-0.016040706,-0.003165791,-0.003258129,-0.007075094,0.043181579,0.003605393,-0.013611083,-0.023268406,0.00027833,-0.005914208,-0.115348213,-0.00447529,0.00178978,-0.026117464,0.036056406,-0.009701887,0.00139583,0.009978755,0.006310106,0.009133993,-0.003010751,0
GSM1607952,0.001773834,-0.011994427,-0.035809118,0.003390167,-0.024876863,0.004065509,0.051889726,-0.002989017,0.004512006,-0.003527043,-0.041268248,-0.00514068,-0.003594274,-2.81E-05,0.002585936,-0.004364472,0.013904385,0.000978027,-0.01657236,-0.003086869,-0.002810017,-0.006297844,0.045727709,0.003504653,-0.013542241,-0.021153536,0.000285832,-0.007112537,-0.096211385,-0.004488346,0.00159383,-0.024916,0.033103393,-0.00929687,0.001546394,0.010199813,0.006281459,0.009505578,-0.002841747,0
GSM1607684,0.002547701,-0.012391476,-0.035403217,0.00371928,-0.024773139,0.00512591,0.056350891,-0.002885955,0.004626603,-0.003228087,-0.041505971,-0.005698145,-0.003522937,-2.84E-05,0.002434358,-0.003876008,0.013275979,0.00096485,-0.016184788,-0.002767249,-0.002507828,-0.006289115,0.045255431,0.003504193,-0.014042342,-0.02217988,0.000271525,-0.005744621,-0.108245058,-0.004486851,0.001356008,-0.024966956,0.033318366,-0.008906285,0.001307827,0.010242308,0.005962184,0.009216684,-0.002828593,1
GSM1607685,0.002554802,-0.011545634,-0.035501301,0.003474235,-0.023841145,0.003931188,0.058169554,-0.002932681,0.004627603,-0.003161565,-0.042759591,-0.005475554,-0.003448762,-2.73E-05,0.00232556,-0.004538494,0.01530751,0.000987359,-0.015418772,-0.002610998,-0.002938723,-0.006585997,0.048408589,0.003575379,-0.013547307,-0.022005024,0.000280864,-0.005513584,-0.090949152,-0.004131087,0.00143685,-0.025280081,0.033492803,-0.009169016,0.001271187,0.010295837,0.005875693,0.009039338,-0.003038756,1
GSM1607686,0.002475364,-0.012757387,-0.035859871,0.003939962,-0.029137233,0.003089835,0.04378234,-0.003310383,0.005178918,-0.003986242,-0.038039608,-0.005539686,-0.003401337,-2.91E-05,0.002594164,-0.003751856,0.01355909,0.000955987,-0.016350943,-0.003548208,-0.003051105,-0.006405809,0.05083947,0.003573672,-0.013339634,-0.021668237,0.000275764,-0.008165316,-0.104165942,-0.004309558,0.00139456,-0.025135765,0.035350083,-0.008957405,0.001286802,0.010503342,0.005566427,0.00900306,-0.003306418,1
GSM1607687,0.002652556,-0.011867164,-0.03910895,0.003844621,-0.023574935,0.003430564,0.060914058,-0.002932148,0.004883124,-0.004027794,-0.044966236,-0.004739315,-0.003599336,-2.81E-05,0.002436914,-0.00456976,0.01483556,0.000998282,-0.016476918,-0.002553391,-0.003224014,-0.006393074,0.04948192,0.003633034,-0.013490649,-0.021677856,0.00028817,-0.00636325,-0.097933339,-0.004029434,0.001469957,-0.024494713,0.033277464,-0.009317082,0.001418287,0.01020735,0.006032436,0.008721466,-0.002934003,1
GSM1607688,0.002698119,-0.012085932,-0.035970618,0.003903695,-0.024427795,0.004677015,0.056438642,-0.00290839,0.005025192,-0.003574669,-0.043037765,-0.005418242,-0.003194269,-2.75E-05,0.002488512,-0.004310045,0.015025929,0.000979344,-0.015822664,-0.002594236,-0.003197191,-0.006379019,0.044915461,0.003483617,-0.013110391,-0.020658891,0.000277016,-0.006488855,-0.105774186,-0.003995848,0.001381299,-0.024678301,0.032921277,-0.009605204,0.001320522,0.009961625,0.005705555,0.008518407,-0.003017059,1
GSM1607689,0.002678894,-0.012237687,-0.037907898,0.003848632,-0.028903639,0.00400349,0.052092924,-0.002967742,0.005225465,-0.003594104,-0.037551207,-0.005223139,-0.003579119,-2.72E-05,0.002569663,-0.004878657,0.014419525,0.000989956,-0.01661626,-0.002794179,-0.002827668,-0.006381233,0.04954723,0.003688854,-0.014083919,-0.02094781,0.00026623,-0.006703506,-0.132953055,-0.004266074,0.001385682,-0.02482305,0.033765914,-0.009263281,0.001424241,0.010265711,0.005986155,0.008672891,-0.002896278,1
GSM1607690,0.002108812,-0.012991258,-0.035901612,0.003485362,-0.025758332,0.004237024,0.05836976,-0.002892773,0.00458881,-0.00327737,-0.037598256,-0.006271417,-0.003414893,-2.85E-05,0.002584641,-0.003975336,0.015060218,0.000982212,-0.016309099,-0.00269051,-0.002769336,-0.006192777,0.048099486,0.003680311,-0.012983985,-0.021319162,0.000305956,-0.005799391,-0.098962421,-0.004440334,0.001350942,-0.025869446,0.034253115,-0.009330593,0.00132024,0.010046726,0.005862441,0.008739244,-0.003048763,1
GSM1607691,0.002745555,-0.011420384,-0.036241971,0.004250565,-0.026079816,0.003137466,0.058155916,-0.002915375,0.006010213,-0.003602793,-0.039220434,-0.004893843,-0.003506104,-2.78E-05,0.002539549,-0.003698556,0.014829052,0.000998657,-0.016181653,-0.00269737,-0.003455467,-0.006676891,0.041320595,0.003552432,-0.013097143,-0.022961902,0.000279088,-0.006529285,-0.121276697,-0.00433387,0.001504006,-0.025421612,0.033536147,-0.009584811,0.001284692,0.010104249,0.005978139,0.009065444,-0.003046084,1
GSM1607692,0.003010882,-0.01263861,-0.038479433,0.00304162,-0.029149558,0.003191756,0.053551654,-0.002999439,0.005868998,-0.003872145,-0.03964189,-0.005267082,-0.003637552,-2.81E-05,0.002643042,-0.00435555,0.014533059,0.000963293,-0.015864172,-0.00301542,-0.003430532,-0.006523052,0.043856352,0.00347302,-0.013901161,-0.022444164,0.000287742,-0.006061625,-0.118855052,-0.004659344,0.001786168,-0.024893877,0.034531118,-0.009411851,0.001416122,0.010245786,0.006369874,0.009075551,-0.002924491,1
GSM1607693,0.001643316,-0.012377625,-0.036730973,0.002422846,-0.031858977,0.003706882,0.041916007,-0.00389911,0.005498217,-0.004044608,-0.03914593,-0.005648724,-0.003395057,-2.81E-05,0.002668456,-0.004547882,0.013901045,0.000987475,-0.01650439,-0.003041916,-0.00286507,-0.006497029,0.050266413,0.003502203,-0.013147098,-0.023257687,0.000280016,-0.005992466,-0.097843056,-0.004521081,0.001938697,-0.022975574,0.035347482,-0.009263969,0.001411659,0.009672761,0.005734865,0.008992024,-0.002887268,1
GSM1607694,0.001986611,-0.011988168,-0.037031629,0.003352553,-0.02788556,0.004019249,0.042048175,-0.002965914,0.005403911,-0.004105468,-0.044176378,-0.005468154,-0.003259286,-2.82E-05,0.002487636,-0.004439603,0.013588617,0.000976086,-0.016346371,-0.002920463,-0.002914584,-0.006302548,0.050973265,0.003700636,-0.013470221,-0.021012897,0.000268105,-0.006923454,-0.108167249,-0.004430314,0.001546507,-0.024700628,0.032892423,-0.009407057,0.001341484,0.009814266,0.005490103,0.009763026,-0.003049809,1
GSM1607695,0.0029796,-0.011688585,-0.037810389,0.003188238,-0.028248514,0.004544862,0.045194771,-0.003455677,0.005456588,-0.004055564,-0.039716353,-0.005154235,-0.003313483,-2.76E-05,0.0024293,-0.004688721,0.014467365,0.000974646,-0.015818463,-0.002629464,-0.003293178,-0.00630782,0.046229304,0.003542393,-0.012786248,-0.020955804,0.000284822,-0.005969425,-0.118755427,-0.004085505,0.001376266,-0.024332056,0.034686652,-0.009117857,0.001387429,0.010110804,0.005827161,0.008753576,-0.003017901,1
GSM1607696,0.002224005,-0.012716024,-0.037442636,0.002884842,-0.02878914,0.003931274,0.044947915,-0.003088684,0.006045061,-0.004050845,-0.044116415,-0.005253353,-0.003252609,-2.90E-05,0.002479267,-0.004459333,0.014558164,0.000983154,-0.016031998,-0.002960542,-0.003177928,-0.006717285,0.048652748,0.003746234,-0.013258896,-0.02138139,0.000287378,-0.00686344,-0.126520164,-0.004229549,0.001664894,-0.025675239,0.043422882,-0.009002892,0.001318776,0.009624464,0.005872805,0.008839926,-0.003146369,1
GSM1607697,0.002212865,-0.012954401,-0.035805551,0.003873515,-0.026956359,0.004869151,0.058167908,-0.003294047,0.005013619,-0.003450254,-0.041205595,-0.006184326,-0.003691697,-2.87E-05,0.002646738,-0.00375704,0.013572564,0.000971083,-0.016830684,-0.002787584,-0.003137498,-0.006316778,0.043448536,0.003744999,-0.013754071,-0.023442429,0.000256229,-0.007285487,-0.096747269,-0.004573825,0.001395839,-0.025907227,0.033097988,-0.009505879,0.00138178,0.010448981,0.005976545,0.009099278,-0.002917049,1
GSM1607698,0.002239923,-0.012812347,-0.038527101,0.002916679,-0.032857623,0.003607145,0.061204246,-0.00303479,0.005728492,-0.004117747,-0.036488138,-0.005768034,-0.003609555,-2.97E-05,0.002605723,-0.0040488,0.014351036,0.000969519,-0.01671364,-0.002816236,-0.002918719,-0.006356718,0.043590699,0.003700176,-0.013299237,-0.023313311,0.000291925,-0.006824251,-0.122685365,-0.004403388,0.001885064,-0.02389036,0.033406736,-0.009300545,0.001397595,0.010299627,0.006033424,0.008888892,-0.002941679,1
GSM1607699,0.003047645,-0.011582762,-0.039310806,0.004066605,-0.026797271,0.003460332,0.058138348,-0.003273276,0.005186677,-0.003469963,-0.03997507,-0.005909379,-0.003445872,-2.82E-05,0.002629577,-0.00456575,0.014750918,0.000987922,-0.01704361,-0.002621301,-0.003002492,-0.006172607,0.047653874,0.003478373,-0.01416068,-0.021319698,0.000283923,-0.006337173,-0.100631362,-0.004464696,0.001583432,-0.024102516,0.03967152,-0.009342489,0.001383755,0.010107995,0.00585592,0.008994976,-0.003239563,1
GSM1607701,0.002153216,-0.012405454,-0.035490383,0.003757937,-0.025043088,0.004491966,0.045223538,-0.002869516,0.005070588,-0.003600776,-0.042712452,-0.005406779,-0.003308659,-2.87E-05,0.002450939,-0.003448413,0.013867495,0.000962309,-0.015949688,-0.003276431,-0.002914511,-0.006314625,0.048546858,0.003777013,-0.012990936,-0.021411733,0.000265151,-0.005896194,-0.088989625,-0.004302656,0.001239815,-0.024401327,0.033378838,-0.009819361,0.001272666,0.009917787,0.005334774,0.008896263,-0.003026491,1
GSM1607702,0.002308209,-0.011636803,-0.035155212,0.003995501,-0.024404397,0.003556485,0.057686204,-0.002911148,0.004535521,-0.003700407,-0.043261296,-0.00510063,-0.003473742,-2.74E-05,0.002449456,-0.004432821,0.014773679,0.001008192,-0.015581392,-0.002874992,-0.002560017,-0.006589073,0.044564321,0.003415183,-0.013749733,-0.02174641,0.000290354,-0.005572891,-0.09752831,-0.004128488,0.001460129,-0.025095899,0.033034743,-0.009193942,0.001241775,0.010291534,0.005975149,0.009021271,-0.003115,1
GSM1607703,0.00284668,-0.012325114,-0.038844703,0.003787106,-0.02484601,0.003544233,0.057007896,-0.002840641,0.005601941,-0.003447761,-0.038866176,-0.005491233,-0.003492272,-2.76E-05,0.002617846,-0.004623571,0.013575715,0.000985533,-0.016405335,-0.002864893,-0.003611065,-0.006499328,0.048742074,0.003568969,-0.013618046,-0.020553319,0.000278914,-0.006807907,-0.119890994,-0.004533176,0.001668494,-0.023867918,0.033146945,-0.009066912,0.001347855,0.010174747,0.005862409,0.010121748,-0.002918489,1
GSM1607705,0.002938796,-0.012748917,-0.036705301,0.002873263,-0.026530238,0.004172198,0.044619004,-0.003553023,0.005438105,-0.003612255,-0.040621017,-0.005266057,-0.003596361,-2.81E-05,0.002500597,-0.004613695,0.014124769,0.00098603,-0.016241736,-0.002951943,-0.003297271,-0.006701036,0.047683118,0.003461461,-0.013269634,-0.020680079,0.000291416,-0.006995642,-0.10983106,-0.004329422,0.001862001,-0.025061886,0.036542353,-0.009204885,0.001466495,0.010320582,0.006355482,0.009419407,-0.002911274,1
GSM1607706,0.002542851,-0.011457895,-0.035361032,0.003717145,-0.024631146,0.004626445,0.053311163,-0.003045237,0.004747414,-0.00324937,-0.043606361,-0.005372622,-0.003435157,-2.72E-05,0.002623683,-0.003884967,0.014725775,0.000980309,-0.015823853,-0.002779047,-0.00253763,-0.006569709,0.045122714,0.003547294,-0.013306456,-0.022070355,0.000283775,-0.005135903,-0.09315698,-0.004126401,0.001573858,-0.025738192,0.034531781,-0.009335211,0.001291069,0.009531895,0.005886472,0.008790068,-0.003063466,1
GSM1607707,0.002686081,-0.012244899,-0.036229231,0.003791094,-0.025833652,0.003467375,0.065234268,-0.002949285,0.004740189,-0.003493474,-0.038685977,-0.005197975,-0.003673725,-2.79E-05,0.002516425,-0.0044209,0.01483213,0.000971332,-0.017117957,-0.00264346,-0.002859017,-0.006429139,0.046599344,0.003637373,-0.014236568,-0.023771292,0.000284852,-0.006521614,-0.105752762,-0.004295608,0.001304295,-0.023682007,0.034420336,-0.009756907,0.001336774,0.010802533,0.005995356,0.009341012,-0.002929108,1
GSM1607708,0.00232256,-0.012599714,-0.039232843,0.003698433,-0.026500997,0.003187281,0.062360241,-0.002962322,0.004708883,-0.003912108,-0.041173708,-0.005184961,-0.003738254,-2.81E-05,0.002657738,-0.003956331,0.014714105,0.000985741,-0.016596087,-0.002941211,-0.002979592,-0.006495713,0.045273267,0.003533631,-0.013615288,-0.023090531,0.000273357,-0.006135883,-0.103669153,-0.004149689,0.001613684,-0.024814209,0.033676945,-0.009311789,0.001334501,0.01009314,0.00625789,0.009272133,-0.002935342,1
GSM1607709,0.002299132,-0.01219169,-0.035990811,0.002504703,-0.028162108,0.003414012,0.044318183,-0.002977288,0.00515826,-0.003936856,-0.046729535,-0.005993717,-0.003585738,-2.80E-05,0.002471017,-0.004281514,0.013304688,0.000970229,-0.01661293,-0.003658183,-0.002958605,-0.006401539,0.045887536,0.003723625,-0.013148116,-0.021169704,0.000267006,-0.006734507,-0.112134209,-0.00431802,0.001759174,-0.024300596,0.034744707,-0.009091383,0.001430255,0.009850942,0.005826521,0.008976408,-0.002993957,1
GSM1607710,0.002431165,-0.012051489,-0.036485823,0.00284576,-0.026474899,0.003909532,0.053496643,-0.003012843,0.005981698,-0.004176761,-0.038646992,-0.005499853,-0.00355494,-2.90E-05,0.002561432,-0.005055151,0.014017762,0.000979634,-0.016578484,-0.002721036,-0.003087332,-0.006649805,0.045551124,0.003742911,-0.013465975,-0.022254247,0.000298642,-0.006834033,-0.110595159,-0.004736674,0.001754939,-0.02464988,0.034902307,-0.009174017,0.001361893,0.010376791,0.006066629,0.008954452,-0.003060218,1
GSM1607711,0.001592505,-0.011286629,-0.034505376,0.003473447,-0.025322312,0.00504408,0.051313022,-0.002956033,0.004720306,-0.003383178,-0.041876697,-0.005224035,-0.003408119,-2.80E-05,0.002499799,-0.003676664,0.013331385,0.000960754,-0.015794016,-0.002641328,-0.002468487,-0.006562174,0.045114766,0.003542384,-0.013328759,-0.021499892,0.00028705,-0.005622693,-0.092621457,-0.004103491,0.001474836,-0.024909668,0.03506898,-0.009131194,0.001296839,0.010024857,0.005847595,0.008962735,-0.002979746,1
GSM1607712,0.002933389,-0.012360269,-0.037893583,0.003448157,-0.031438127,0.003405018,0.044643265,-0.002965912,0.005248931,-0.00419701,-0.036966925,-0.005229879,-0.00346711,-2.77E-05,0.002383144,-0.004897792,0.0144311,0.000953228,-0.017143957,-0.002631307,-0.003236783,-0.006425194,0.045982266,0.003844192,-0.012726938,-0.02104481,0.000272621,-0.005680581,-0.130536767,-0.004377328,0.001253684,-0.024064061,0.038246432,-0.009385866,0.001338414,0.010214039,0.005847167,0.008730467,-0.002950071,1
GSM1607713,0.002746038,-0.013587441,-0.03640527,0.003837903,-0.023022774,0.003389812,0.067542448,-0.002854182,0.004473858,-0.003349765,-0.037466873,-0.004890871,-0.003664307,-2.74E-05,0.002378066,-0.003366995,0.014424083,0.000985971,-0.017373621,-0.002507567,-0.003010393,-0.006192767,0.043640981,0.00398723,-0.014564392,-0.022763059,0.000275655,-0.006095701,-0.114294794,-0.00454588,0.001242253,-0.025531478,0.033276315,-0.009482203,0.001319914,0.01054801,0.005922233,0.008827703,-0.00288539,1
GSM1607715,0.002086008,-0.012791329,-0.036748624,0.00426744,-0.025298022,0.00376495,0.058470842,-0.003005424,0.004831962,-0.003428734,-0.040604625,-0.005374304,-0.003419486,-2.82E-05,0.002558535,-0.004166963,0.014638588,0.000993393,-0.016630381,-0.002679432,-0.003437683,-0.006727956,0.046655523,0.003508104,-0.013637237,-0.022674079,0.000287251,-0.007305032,-0.11051455,-0.004145362,0.001404961,-0.025051105,0.034356066,-0.009365193,0.001327653,0.010157596,0.006080367,0.008322447,-0.002940996,1
GSM1607716,0.002600847,-0.012431953,-0.036340283,0.003735148,-0.02612629,0.004874557,0.054886168,-0.002990548,0.004803106,-0.003515702,-0.037386102,-0.005623787,-0.003449481,-2.83E-05,0.002548839,-0.004279296,0.015106169,0.000975832,-0.017054049,-0.00269449,-0.002892284,-0.006196755,0.045491181,0.003702303,-0.013826678,-0.021843637,0.000264989,-0.006404162,-0.117431927,-0.00440038,0.001370465,-0.024957187,0.033745868,-0.009461851,0.001348068,0.010352167,0.005733313,0.009042479,-0.002784009,1
GSM1607717,0.00276776,-0.012397484,-0.038851951,0.003973534,-0.033886544,0.003424901,0.044818444,-0.002942158,0.00542985,-0.004406025,-0.039037477,-0.006276699,-0.003405588,-2.78E-05,0.002379277,-0.005248888,0.014534696,0.000987936,-0.01685812,-0.002753324,-0.003124692,-0.006355263,0.046112285,0.003422311,-0.012869191,-0.021292651,0.000262456,-0.007003702,-0.148242689,-0.004395749,0.00144423,-0.023964411,0.034632251,-0.009200495,0.001385454,0.009683104,0.005917051,0.008661507,-0.003048242,1
GSM1607718,0.002780581,-0.012934452,-0.038377021,0.00376172,-0.02398412,0.003181522,0.048637707,-0.002926588,0.005853791,-0.003304201,-0.03802876,-0.005119731,-0.003194349,-2.87E-05,0.002659759,-0.004935832,0.015831989,0.000999444,-0.016107971,-0.002739364,-0.003482274,-0.006241163,0.058529773,0.003464206,-0.013425705,-0.021582596,0.000271721,-0.007162422,-0.102692248,-0.004278162,0.001438851,-0.026972142,0.034310962,-0.008802317,0.001273246,0.010451243,0.005551433,0.009501765,-0.00325601,1
GSM1607719,0.002280391,-0.011993812,-0.034783089,0.0038629,-0.025963906,0.003819536,0.052856554,-0.00325652,0.004683705,-0.003406555,-0.038685444,-0.00564156,-0.003379119,-2.78E-05,0.002615239,-0.003969553,0.014550321,0.000978412,-0.016338831,-0.003044223,-0.002708088,-0.006377033,0.044195385,0.003429744,-0.013458703,-0.022016164,0.000270136,-0.006513416,-0.085103405,-0.004045662,0.001591241,-0.025484109,0.033734661,-0.009262397,0.001356829,0.009632582,0.005696428,0.008796842,-0.002815352,1
GSM1607720,0.002712427,-0.011988371,-0.036955182,0.003449735,-0.026350215,0.004840332,0.047899146,-0.002871254,0.004954513,-0.003890254,-0.039963702,-0.005646024,-0.003410975,-2.77E-05,0.002496782,-0.004829649,0.013834014,0.000963767,-0.016363059,-0.002575815,-0.002828378,-0.006492421,0.045739123,0.003554043,-0.012947438,-0.020832115,0.000281649,-0.005798213,-0.117698399,-0.004238036,0.001364216,-0.025069938,0.033249243,-0.009395488,0.001311549,0.009968499,0.005713417,0.008646841,-0.002998228,1
GSM1607721,0.002327928,-0.01129677,-0.035122782,0.003838771,-0.024134289,0.004161072,0.064891763,-0.002881582,0.004383528,-0.003395101,-0.042868378,-0.004800496,-0.003527053,-2.76E-05,0.002611335,-0.004772339,0.015284546,0.000980131,-0.016108973,-0.002541594,-0.002546272,-0.00659283,0.045107591,0.003456309,-0.013997657,-0.022667511,0.000287818,-0.005685227,-0.09744766,-0.00387568,0.00134129,-0.024316007,0.033148387,-0.009471813,0.00123004,0.010694222,0.006057469,0.008989714,-0.003090368,1
GSM1607722,0.002762238,-0.012792413,-0.03877659,0.003423372,-0.027529486,0.004059909,0.046479435,-0.002849701,0.005691043,-0.004443769,-0.038333324,-0.005891223,-0.003607732,-3.01E-05,0.002610707,-0.004267235,0.014698043,0.000963368,-0.01676833,-0.002688918,-0.002906723,-0.006572673,0.048440353,0.003616682,-0.013345362,-0.022606158,0.000283345,-0.00672501,-0.091514277,-0.004512906,0.00167948,-0.024254425,0.03363135,-0.009355571,0.001360216,0.01039005,0.005955627,0.00910083,-0.003019861,1
GSM1607723,0.00266877,-0.012406566,-0.038943643,0.004328862,-0.030252666,0.003253659,0.044881911,-0.002950735,0.005808853,-0.003497178,-0.042271295,-0.005494718,-0.003771849,-2.88E-05,0.002597144,-0.004192902,0.014591027,0.000983208,-0.017128338,-0.00280546,-0.003699922,-0.00677869,0.046645378,0.003610917,-0.013143453,-0.02233733,0.0002862,-0.008079976,-0.122451999,-0.004216139,0.001974384,-0.024755932,0.033913186,-0.009177157,0.001429796,0.010080937,0.006259803,0.009191215,-0.003037568,1
GSM1607724,0.001804032,-0.012979578,-0.037404457,0.003892785,-0.028064926,0.003480588,0.045630882,-0.003053567,0.005500632,-0.003931613,-0.043592531,-0.005559459,-0.003433532,-2.79E-05,0.002536505,-0.005207358,0.014538729,0.00098331,-0.016822924,-0.00331046,-0.00293021,-0.006585942,0.044451772,0.003805179,-0.013011296,-0.020969583,0.00026742,-0.00650126,-0.115982337,-0.004528591,0.00172517,-0.024341615,0.032945964,-0.009539482,0.001405953,0.009932046,0.005982854,0.009201827,-0.002857351,1
GSM1607725,0.002967874,-0.01244808,-0.036921423,0.003081518,-0.025568839,0.003384632,0.058673402,-0.002903091,0.005733733,-0.003344024,-0.039502255,-0.005107516,-0.003649975,-2.88E-05,0.002541892,-0.005084545,0.014783599,0.000981541,-0.017037216,-0.002872818,-0.003408505,-0.006652014,0.046818366,0.003582555,-0.013283299,-0.023410415,0.00026944,-0.00736471,-0.127742652,-0.004546055,0.00155982,-0.026319974,0.03333219,-0.008929639,0.001362485,0.010114199,0.006373871,0.009620122,-0.002952361,1
GSM1607726,0.002421171,-0.012642951,-0.035866756,0.002985181,-0.027829685,0.005405798,0.04514997,-0.00301549,0.004922952,-0.003560574,-0.037930903,-0.006144161,-0.003321715,-2.76E-05,0.002429155,-0.003818161,0.013191584,0.000969573,-0.016507144,-0.002620124,-0.00298604,-0.006121988,0.045561527,0.003435984,-0.01285575,-0.020398848,0.00027264,-0.00563887,-0.112853692,-0.004205814,0.001527404,-0.024467249,0.032950008,-0.009328734,0.001321499,0.009944878,0.005514546,0.008982075,-0.003118222,1
GSM1607727,0.002734816,-0.012471793,-0.035258629,0.004357501,-0.02529149,0.005095238,0.046193634,-0.00374377,0.005200942,-0.003259841,-0.041917607,-0.005682576,-0.003475724,-2.74E-05,0.002521843,-0.003982671,0.013571226,0.000995572,-0.0162299,-0.003207082,-0.003248915,-0.00629975,0.048201422,0.003621318,-0.013713386,-0.021566626,0.000268498,-0.006696797,-0.109002953,-0.004378881,0.00137613,-0.024913224,0.032966341,-0.00913811,0.001372029,0.010362432,0.00585325,0.009337198,-0.002842817,1
GSM1607728,0.002999687,-0.012499315,-0.037757633,0.003113029,-0.026487023,0.003619417,0.05747741,-0.002884256,0.005080037,-0.003684286,-0.038537162,-0.00515708,-0.003512118,-2.75E-05,0.002405519,-0.003834295,0.014253877,0.000997448,-0.015616953,-0.002843731,-0.003303805,-0.006595614,0.052142517,0.00371485,-0.013467453,-0.021091417,0.000289106,-0.006779675,-0.118854843,-0.004531284,0.001270483,-0.023997527,0.035862803,-0.008962669,0.001361976,0.010132281,0.005950456,0.008843737,-0.002821644,1
GSM1607729,0.002388658,-0.011643473,-0.037056858,0.002958935,-0.03022342,0.003761843,0.046692059,-0.003744472,0.005541113,-0.004058486,-0.040085705,-0.005656104,-0.003229965,-2.85E-05,0.002482187,-0.004401324,0.013446291,0.000972076,-0.015800338,-0.003006575,-0.003095788,-0.006224229,0.047920571,0.003707274,-0.013870789,-0.021917026,0.00027718,-0.006195955,-0.12338651,-0.004246923,0.001521737,-0.024867246,0.047931838,-0.009234325,0.001364106,0.010005244,0.005625054,0.008853112,-0.003103216,1
GSM1607730,0.002811899,-0.012753302,-0.036814097,0.0033409,-0.025072549,0.003961076,0.047035008,-0.003070155,0.005457956,-0.003343135,-0.039545501,-0.005090103,-0.003749973,-2.77E-05,0.002580714,-0.004560008,0.014840882,0.000999688,-0.016142182,-0.002862051,-0.002929634,-0.006748153,0.045532667,0.003450635,-0.013606166,-0.021969767,0.000283291,-0.007030657,-0.090864628,-0.004343497,0.001549867,-0.025328166,0.031828939,-0.009290116,0.001433182,0.010699407,0.006344678,0.008958622,-0.003025036,1
