,ANXA10,ANXA2,ANXA5,APLP2,CAPG,CCNB1,CYP27A1,CYP2C9,DYNLL1,G6PC,GDI2,IRAK1,ITGA5,NT5DC2,PLOD2,PSMB5,SLC2A2,TAGLN2,TFDP1,TMEM106C,YBX1,class
TCGA-RG-A7D4,0.0019343945296691285,0.04150538733237205,0.014385022755790311,-0.012636089052365199,0.0038295820182220547,-0.05124175699682724,0.04056687204612822,0.02409260529766094,-0.013840800072443206,0.008171678900871284,-0.043227595314464635,-0.007903012962422464,0.006837950475855701,-0.0005249267682416843,-0.009345230745826511,-0.018836814674618643,0.05850337224295391,-0.024489582494356503,-0.004546979817509827,-0.050360099222764416,-0.18139371023604015,1
TCGA-2Y-A9H7,0.00792173657031105,0.014629921166866492,0.009952794166536081,-0.022248248128916015,0.0026163558573891834,-0.019953810623377827,0.07425056391532832,0.012058084111395624,-0.017037567994937757,0.0037679068345768192,-0.04438588724283492,-0.007571628542339008,0.02478544622946512,-0.0008535964303307084,-0.009376412753785054,-0.022148103924813343,0.07912506342139407,-0.01678359246476941,-0.005908106895058587,-0.02411322978005426,-0.08061932559252775,1
TCGA-DD-A11D,0.01832254795845899,0.04355289760220846,0.022760305974053093,-0.05983889279704502,0.001167655211411274,-0.006057954440340001,0.0488752979738117,0.03298286097539326,-0.010370185182274125,0.03746824372707477,-0.04845772606311793,-0.006714912913364221,0.02662106144736348,-0.00010216800054254779,-0.012798467733748957,-0.013326264128659865,0.07329923357288022,-0.049476698120189726,-0.0031973406802461983,-0.010948619910540842,-0.166180456528272,1
TCGA-DD-A4NB,0.01398909984291322,0.061987312406900266,0.02675770874110663,-0.01722767068112204,0.0028030476325636737,-0.004659595806854827,0.018628129184157422,0.06933597569698147,-0.013502950178533767,0.007045037717705159,-0.049911134983111165,-0.007516394110800479,0.01394930679055043,-0.0006427091522637132,-0.013229563253612957,-0.011977628133482396,0.013966733465733495,-0.03059208499129822,-0.0036925259996770333,-0.010872593901686394,-0.1330240188862005,1
TCGA-DD-AADJ,0.027003938141762506,0.042002889178628114,0.01327031078636645,-0.01899137149034848,0.001103993529101707,-0.008325291474997339,0.06670528408238124,0.08975272870038344,-0.009351842136575859,0.03547010396649681,-0.03613918549691519,-0.0037084993685041943,0.021527513006879807,-0.00024572228740172463,-0.0028130260622271836,-0.018973906109408658,0.05295296274886347,-0.03060494991557015,-0.0017845280738479944,-0.01753449066695179,-0.07187513812949385,1
TCGA-MI-A75G,0.029465108665690482,0.09646015894834864,0.009422810750320677,-0.03781875271224139,0.0015926891150780803,-0.007076074099595815,0.1242845389098486,0.05226256793901494,-0.0156220887114912,0.007776842063356553,-0.038612957354809976,-0.017137205653272893,0.005331998129211036,-3.413960116321689e-05,-0.011930185126892444,-0.018073442940298202,0.06791466474005424,-0.026448407050891628,-0.002273163430878249,-0.011210337764030938,-0.1076799648854119,1
TCGA-CC-5262,0.0012448965172993428,0.10997617215241348,0.038797811402540995,-0.032657113726535784,0.009394399605682014,-0.03076846390185387,0.06763376363581647,0.023376364321562686,-0.016662994571116668,0.0029657650750015974,-0.05812014740863606,-0.012782464544225299,0.021685266406380892,-0.0003308774880324601,-0.020272863198805988,-0.02817093723507596,0.03452908940928931,-0.10284844936674455,-0.0033000791870590484,-0.04697869109974159,-0.32571055235821755,0
TCGA-DD-AAW1,0.009457730111027421,0.02609443699814185,0.004761004795018773,-0.03258442503092485,0.00042398516552837344,-0.0013013305852397014,0.08167991100385404,0.20032155701771315,-0.0052628284503019014,0.015649782543260302,-0.04303994426542751,-0.006840268359133682,0.004739813569009811,-6.962061808896891e-05,-0.004965010595081882,-0.012888683465829312,0.21345826230950152,-0.019983426309439896,-0.0031214957885235834,-0.013483784547394398,-0.13781689787233364,1
TCGA-DD-A4NP,0.09592755282642533,0.016323731103621116,0.007296850845016543,-0.022609855849647174,0.0004758157707137427,-0.0008615550806340633,0.09142707372467146,0.06561573157125564,-0.004752406484677999,0.03578561518263124,-0.04159512068754709,-0.0021004159005089005,0.003206350364970671,-0.00016436713142406318,-0.01343297047765946,-0.01328732673986105,0.10644437483679658,-0.0164631953185926,-0.0032148072466477474,-0.008037698406915518,-0.10293261646981561,1
TCGA-DD-AACL,0.000810686940528757,0.041487401067939286,0.02283319090913496,-0.02677366955002698,0.0113819058568133,-0.08752837246474046,0.017612429936837558,0.008760947380967617,-0.021001636122901193,0.0013205478643115091,-0.04980535959051666,-0.013849332608989564,0.023181236051131204,-0.001215151678847435,-0.025173337261022853,-0.028604957339748154,0.038558095197982305,-0.04100645956366332,-0.005477645814676482,-0.02833119311909144,-0.4389233921752701,0
TCGA-ZP-A9D0,0.034133988246713445,0.010676487083171805,0.003626870415520024,-0.02162631543091158,0.0005237955405470533,-0.006413149080632738,0.04549669405831894,0.08074884936001897,-0.01031943256193326,0.016732006617739412,-0.05448526603905209,-0.008020498360752158,0.015552448586072907,-0.00012875691298010663,-0.006681426779062133,-0.028390080638599123,0.06471335341509278,-0.029110044182720812,-0.006339792267478182,-0.0329463082548258,-0.10519589973977572,1
TCGA-BC-A10W,0.0017519412488830588,0.21922678016965494,0.031108257341660176,-0.05135471541579,0.0076963614672916555,-0.08069921750183115,0.012259454981114127,0.001794001976772077,-0.015860078684159395,0.01914506950535869,-0.08612699189433883,-0.010696547266323742,0.024383166713996627,-0.00034867689718745873,-0.02061969913978748,-0.026097876840070047,0.0005872603968829547,-0.1449325053299503,-0.05562487212387933,-0.14335269118598848,-0.6273673870846614,0
TCGA-DD-AACD,0.02631236956479101,0.0466159672953373,0.004337702121772359,-0.009224279358626946,0.0038002665099461696,-0.005118267036466538,0.05835719281159243,0.008800536692579677,-0.01803432444957685,0.007734124182546305,-0.04155789543969888,-0.009421943202871222,0.0020723621715199978,-0.0001342137771019209,-0.005374210551980457,-0.013228159811134566,0.02601469066924239,-0.02627385324515077,-0.001511612973823789,-0.012441555429549903,-0.10972627429104995,0
TCGA-DD-A4NH,0.0007310311023217547,0.07016601239340159,0.027441025366419538,-0.07715938471767023,0.0040972560415236696,-0.028395100854662448,0.024716040737761853,0.0006159636420513518,-0.015487293174130298,0.002080300968477605,-0.055113951747590886,-0.009746543863753076,0.08191988802803034,-0.00103107751585253,-0.04351594045077771,-0.01157196320006574,0.012971293426966578,-0.08830303957288213,-0.005405045296853221,-0.06523684172354158,-0.08708690174586259,1
TCGA-DD-A3A2,0.0833474112960176,0.01921854505213014,0.0010307619610970243,-0.014293850859492009,6.972469967238265e-05,-0.0010337911137251376,0.046368953941375544,0.0011827149458152894,-0.0069686078958278485,0.017093630630379546,-0.027706092327442058,-0.00390168132171581,0.00155139200309355,-3.531381496101676e-05,-0.0032420768602578363,-0.009383691895265316,0.06287290494386459,-0.01430031727886163,-0.001855190129278561,-0.009520407418538846,-0.08897882112595287,1
TCGA-DD-AAE9,0.020535250730181635,0.03903515554722172,0.018777022118306622,-0.02125290293957694,0.0028960739827493653,-0.00878388772157331,0.03629689418909223,0.05127729591621901,-0.01845041476727954,0.0016655017434689667,-0.055588764258880013,-0.009107085882411275,0.003546530129524444,-0.000861641124861266,-0.014537503653010611,-0.021475188269962954,0.12674813402081675,-0.03319299876109342,-0.002355721523939777,-0.03639802361612552,-0.12037744761387908,1
TCGA-EP-A2KA,0.04265265641190602,0.09499955023320505,0.01505985989075082,-0.01873702792104319,0.005466252588980669,-0.02797167165184778,0.009155948736145423,0.002884371840435472,-0.018872439203764253,0.0015958900414508408,-0.0525000962766894,-0.04707712736721117,0.013868810823101303,-9.080966707450958e-05,-0.01626686974193539,-0.017908951120797906,0.020025038236429298,-0.12942581215051085,-0.003942465219130977,-0.05987014557460982,-0.17401014178635898,0
TCGA-DD-A3A3,0.005856896470734126,0.07166507450147042,0.013199787486052602,-0.016430356293389674,0.00660672254145975,-0.01585418812741727,0.06126487961873929,0.03099380834204636,-0.012141294778383646,0.008313560888523057,-0.03262221170221642,-0.0030847482283203487,0.00450623837685963,-0.00029175982837371624,-0.012633015658733959,-0.02007872343628395,0.02624758052313681,-0.04991021312046214,-0.002155651800146331,-0.029571897215803743,-0.20732933052238595,0
