,H2AZ1,NUDC,HSP90AB1,MARCKSL1,HTATIP2,ZWINT,RTL8C,SPP2,TPI1,SRM,FAM50A,ADH1C,NPM1,S100A16,LAPTM4B,H2AX,CDC20,GSR,PPIA,RPN2,TIMM23,BRK1,LAGE3,class
TCGA-RG-A7D4,-0.06124038805188592,-0.04104757270246799,0.1198611229172663,-0.01877778217626898,-0.08277164513106494,-0.03136600564368813,0.009547546176442625,0.006717593723131825,0.04451065298034496,-0.04435355589355808,-0.005234299378387908,0.0047412522133031725,-0.06498479351622452,0.0037674401500370543,-0.007523043662615973,-0.02266699610854006,-0.0174659112195599,-0.022447430304500027,-0.07168007693845435,0.03163932239448601,-0.0516532089045356,0.02755535827321501,-0.0018213609664033024,1
TCGA-2Y-A9H7,-0.025530690158077136,-0.01866641294169761,0.03059314449373031,-0.005790972275704585,-0.05251503157202142,-0.021288088079859484,0.00751155514873966,0.02219361134690369,0.03693043767817162,-0.02300201260590568,-0.004323777135854008,0.00010505805707713121,-0.020809348942158887,0.017209131393848543,-0.0015726735641035446,-0.02145138486964086,-0.006169699519004982,-0.009194350406704242,-0.05074464831059236,0.024589865956719355,-0.05372300808903615,0.03179870467282658,-0.0013296634644828762,1
TCGA-DD-A11D,-0.01493509576120594,-0.04036439188943363,0.03252363674987785,-0.005568069496358769,-0.2181668793271605,-0.00630555121308626,0.007934130646353189,0.007221636677795851,0.04034164131666659,-0.015420675613312413,-0.005260131170156747,0.04132559798161793,-0.013100881329559045,0.017912727353204615,-0.0014361805166951064,-0.005089080039990415,-0.0010581407030794048,-0.045625717727442845,-0.04920689279928408,0.02835454541167384,-0.04559318953029143,0.023976104801161986,-0.0006480873802293698,1
TCGA-DD-A4NB,-0.01532657977945854,-0.027967572630741858,0.041595759608393706,-0.012940957757378626,-0.15564978356072445,-0.006678184878524961,0.015592759124335099,2.4040629658435836e-06,0.030546850668559666,-0.042444727789707905,-0.003647982049371691,0.03945490163813788,-0.012267327093587773,0.00799611939111798,-0.0011906505219484006,-0.0038186806889154786,-0.0014319748436882964,-0.04292611708161189,-0.049662082121965524,0.02111858463919909,-0.06264270819427671,0.025190812536664522,-0.0005641227480820603,1
TCGA-DD-AADJ,-0.01924457814143981,-0.024741827692445182,0.02660852305015623,-0.01045299319546881,-0.10327573899807825,-0.011658054977196576,0.009356837257124707,0.021508044256328174,0.03942997482176566,-0.015050481894603328,-0.002748434398842403,0.015738324426992543,-0.01611889627631639,0.019226287151518435,-0.0015756825012642405,-0.013653971182629853,-0.002968496523309588,-0.04085342716237818,-0.056483884464121385,0.020486950334699782,-0.06208503347977323,0.029416793421288636,-0.0006131611893815554,1
TCGA-MI-A75G,-0.020636163173387106,-0.07907150734840322,0.047241559348415466,-0.007467251630788033,-0.1468885553013972,-0.009735022185361111,0.01626133458502526,0.003935908355138404,0.04483681001244776,-0.048720386357630895,-0.011320844993530603,0.0023767280530239167,-0.017085820112856427,0.01324675159979485,-0.003015016441898468,-0.009828283449275232,-0.0016313530520130387,-0.03476618355087872,-0.06303533049524965,0.030200970528979913,-0.09434452954575948,0.04078734115814665,-0.002048590511314247,1
TCGA-CC-5262,-0.0517866220415848,-0.08419538205637099,0.039281082353126315,-0.029732251227695107,-0.24233813796378414,-0.03341355135010287,0.014707820038885351,0.0010631734478112312,0.07941183768203829,-0.04166907105202681,-0.009071560861627376,0.13104273262933874,-0.026205915319229205,0.01777924942658972,-0.006080332343536066,-0.034542351128714816,-0.01876685402887884,-0.04670981111146449,-0.09045389110132154,0.031984898008525914,-0.0824994589960041,0.04713377187717823,-0.001770097184924845,0
TCGA-DD-AAW1,-0.012532600276603549,-0.03762749995023221,0.03247302269677155,-0.005197570543092679,-0.10397478915202303,-0.005187908810569904,0.009514408260277735,0.0013661816509922507,0.03265267329247117,-0.01736468372805776,-0.010422542359741336,0.1387322042652039,-0.01644490316537316,0.00378639144198413,-0.0009109205067485471,-0.003229993837777205,-0.0007196201603856583,-0.024580117650123603,-0.03377162490941429,0.016885843187272886,-0.050200411531826125,0.01818912221561715,-0.0017095331796283637,1
TCGA-DD-A4NP,-0.009974181890852479,-0.02633307509744898,0.016457330211452268,-0.007848284645202376,-0.03921667607315573,-0.004409929364024218,0.0038743335170871407,0.007879951481736314,0.026872485220079675,-0.028170929460514846,-0.004164829998711581,0.2774763819938051,-0.011231030762858108,0.007822691673145516,-0.0003912774203132517,-0.004201214585559162,-0.00014674574061867676,-0.01504687818849896,-0.02791805660747284,0.0196351475994191,-0.055715939990964074,0.01988735414588599,-0.0006543862579320229,1
TCGA-DD-AACL,-0.04906013641513014,-0.07682849316502596,0.042572760782701294,-0.10728859461545781,-0.09622000279443463,-0.0635887325459456,0.01596994118331628,4.3053852892193214e-05,0.06571160171609178,-0.12805711473514594,-0.01724418274757614,0.002006818049119302,-0.039534270141541754,0.01603352738228389,-0.008862678113967635,-0.03738762335009132,-0.0516516705410035,-0.04873673739828176,-0.08405304974635568,0.03057036938876155,-0.11409196945422362,0.045764117071892395,-0.0019174948723065528,0
TCGA-ZP-A9D0,-0.01807904712967946,-0.0294318239619743,0.0441372340354772,-0.008562862171831978,-0.10864175966751358,-0.006649222372953042,0.0029564541851897215,0.015051327466047149,0.046674380416880955,-0.031360033163909215,-0.003936650708477875,0.04861860706262498,-0.018266490593449317,0.008623988171541499,-0.0016567142987743235,-0.0023789708522974607,-0.0011817382957824126,-0.02919833164855194,-0.03455122278958693,0.02760776417121754,-0.06909617799922824,0.0228840723836019,-0.00029337960820767826,1
TCGA-BC-A10W,-0.08380063136022442,-0.03440834302631347,0.0929244516797732,-0.02683811167694753,-0.26123315185079665,-0.08815721227252447,0.007602666769111209,0.0,0.060123107452852445,-0.029460267930886092,-0.009649285518381087,0.07459801819051128,-0.0631015621558322,0.03633073800373751,-0.029059740763060095,-0.02155201997846366,-0.07301719986143704,-0.19312343613094154,-0.07978796144734665,0.051669736659657184,-0.0994981913718765,0.03131929600473361,-0.0015445183803773545,0
TCGA-DD-AACD,-0.021347893100117126,-0.05390983331594019,0.027264062303491637,-0.008400163767851264,-0.11615714357223746,-0.006581212203618984,0.011708252676444039,0.0004572399401721526,0.033169591453841046,-0.06142345077397521,-0.012561969903443774,0.03785093612693329,-0.024425139311911766,0.0012625095931546022,-0.0019234766256105518,-0.010269346775939988,-0.0039659366998291085,-0.007996556795922993,-0.10677429423912928,0.015382050415985183,-0.05811378649698826,0.017877032292002288,-0.0015638691645422451,0
