,H2AZ1,NUDC,HSP90AB1,MARCKSL1,HTATIP2,ZWINT,RTL8C,SPP2,TPI1,SRM,FAM50A,ADH1C,NPM1,S100A16,LAPTM4B,H2AX,CDC20,GSR,PPIA,RPN2,TIMM23,BRK1,LAGE3,class
TCGA-DD-A4NH,-0.03998691474991688,-0.02784236313714079,0.06968682456649664,-0.03317470741115632,-0.22968336437272363,-0.03876127112891782,0.009622597132290286,3.882869217358046e-06,0.0334560140754179,-0.026869224412709638,-0.010307161586153352,0.0007583429822728032,-0.013708761558824965,0.03377768832285775,-0.006296448442364945,-0.02248880791963517,-0.007287484719998483,-0.040383428419543455,-0.05605132387434818,0.05649865090442375,-0.09173843633012575,0.03228836451559062,-0.0015514550441295238,1
TCGA-DD-A3A2,-0.007397335365186991,-0.013490504086270175,0.011041213553802548,-0.00459363474933252,-0.001433910507428911,-0.0037529718157611916,0.0032125423634771807,0.007050854611888583,0.03268739595325317,-0.015921767545149217,-0.002756420950670969,0.1948830237967651,-0.0075053102518303355,0.0029157433536130995,-0.000873437024255696,-0.0018420917414920324,-0.00020005406665804637,-0.010112118222104477,-0.048909011201798754,0.010951847883509901,-0.034794683369209545,0.016511342445340763,-0.00042591075946923717,1
TCGA-DD-AAE9,-0.024947338598277424,-0.03418959861671375,0.11193884613495782,-0.0196453422252377,-0.20573760982480754,-0.019148224386934254,0.014046170077930546,0.0009755815874706234,0.027274706229798447,-0.0427788039591604,-0.02000610021659564,0.12901796767912435,-0.017963646319679012,0.0007932831434677437,-0.006413880071529692,-0.014293990182849447,-0.005666734195589155,-0.020415003308457986,-0.08299463354999226,0.022413435337884247,-0.0865550249740645,0.024888007642739487,-0.0019616956175648255,1
TCGA-EP-A2KA,-0.04666008282185917,-0.042359555294603536,0.07772662231290936,-0.034614754479097946,-0.19274163765421998,-0.02563026586834939,0.005572005764140349,1.0969372954271835e-05,0.03455994747193051,-0.09112846086187569,-0.029802131708066965,0.13144532814990442,-0.07555054505894747,0.021777881040424205,-0.0028248826779998268,-0.01684059109826793,-0.015263500117050632,-0.022597650703844764,-0.06626215928435134,0.022836082634391363,-0.042268579247507855,0.027414890830812878,-0.00432970833834703,0
TCGA-DD-A3A3,-0.02958120182297658,-0.05315351437718464,0.02388780260440322,-0.016606606492094268,-0.12369919731088404,-0.01712873610779231,0.004503819791197627,0.00012069251817287927,0.04453946492281909,-0.06980022209920714,-0.009758810102117868,0.0018260994020921563,-0.026130221553537093,0.007655067625855063,-0.006775277626064697,-0.013273751830076928,-0.005795527449229438,-0.010693548857997863,-0.07263961127673137,0.026378301953692746,-0.03813299333919286,0.021719001914927663,-0.0012393663869460971,0
TCGA-2Y-A9GZ,-0.00508261773431123,-0.03797234714351814,0.02511159583678076,-0.0036539044497137852,-0.060787438086587715,-0.014824923945826041,0.004657613890825259,0.008788925282384655,0.03620650953074154,-0.019342086066343196,-0.004413971681908718,0.0342017417669323,-0.014026232424319988,0.00844066236796019,-0.001717247034595389,-0.005515812216942536,-0.004893890191455789,-0.016949953455244908,-0.027356284051219402,0.021619479427535712,-0.03048071492296314,0.021496136107697048,-0.0007238437256651028,1
TCGA-DD-A1ED,-0.007507318150753964,-0.019882925155983354,0.01575880219848971,-0.005907767400280369,-0.039095722741844495,-0.0015683713954793377,0.0032232588860034487,0.003581013573841408,0.022485619762038618,-0.013300588865355702,-0.0029986089848164444,0.13181989105409295,-0.012900769252871026,0.005664389084712053,-0.0012302832452703203,-0.002871461446293842,-0.00024381589373949404,-0.015150484330289383,-0.020927869870440974,0.013856359131478733,-0.042245421617262253,0.01963178997734229,-0.0003916282783803773,1
TCGA-G3-A25Y,-0.04597560440238775,-0.03690028738008427,0.060854158538538886,-0.06311903758514038,-0.12776778690470128,-0.06484614489722644,0.010733444465988106,0.012533987406507087,0.06187119677385293,-0.03830772815823451,-0.013121000864404753,0.032592121874049355,-0.033655487644234754,0.03223589413819366,-0.006588557362306342,-0.02678577487716813,-0.015385914957670357,-0.05991327120955222,-0.08671563393275175,0.04813103727921108,-0.10040529409127393,0.04767867764659672,-0.0009923812710586498,0
TCGA-DD-A73D,-0.015012487437136282,-0.026621793897051677,0.049502127009852064,-0.0016691884660257235,-0.06966661462551663,-0.012010647623154708,0.0002859716037510243,0.012986579669888766,0.019806828286795874,-0.026367328876563043,-0.00542921366579755,0.058804692050829284,-0.013020781130082357,0.0019101810438671269,-0.0006097703266472186,-0.006185222756506406,-0.0011087455957855578,-0.016114185903133647,-0.055940034244646115,0.014673981013705257,-0.040580938282926575,0.019832760680777307,-0.0007869825699974022,1
TCGA-2Y-A9GT,-0.01638867227442011,-0.030009745426642483,0.0155819799513774,-0.01029201637753336,-0.07752595174050136,-0.014769843466479445,0.010079108284570329,0.003397467778750634,0.02612921801141793,-0.01754053913784974,-0.005574539397569547,0.17182274481766593,-0.009093702744333227,0.006230263223886208,-0.0011608320630509845,-0.0062566882685689724,-0.0018642707301280022,-0.023627190662358803,-0.024899735428739907,0.018639843697317478,-0.035985639021716344,0.019881356518599857,-0.0009344868841489983,1
TCGA-DD-A114,-0.04831487118078202,-0.07997797346230344,0.07386993471002805,-0.05034674412397854,-0.10656138741105782,-0.0763936510250302,0.017277879344345024,0.0007562502855846113,0.07667255685954973,-0.07069740166640176,-0.01965883276959256,0.0350557040657063,-0.030806878159677097,0.03307741338894234,-0.006716215043214104,-0.03203233903358036,-0.06529412444562399,-0.12556009609828486,-0.0655252517448333,0.049522132093277264,-0.06192390452279212,0.04297318771518028,-0.0036040796015712065,1
TCGA-WX-AA46,-0.008407138827105181,-0.03499947774015774,0.021700680629159436,-0.0068681567324422816,-0.06048367744294272,-0.0041104777439145606,0.0017262708193548613,0.014705177162946267,0.026554890863548366,-0.01818016352375725,-0.003071843636168229,0.12135228344204396,-0.013226430086918532,0.005337589782837319,-0.0009233824913876851,-0.0038643691551453626,-0.0005708046036212375,-0.019362666596249502,-0.03825639256718164,0.010212076563837717,-0.048745378645305815,0.0182611564797378,-0.00046254692777488777,1
TCGA-NI-A8LF,-0.019104446137567625,-0.026511100367334207,0.03320923961999277,-0.007307774808614793,-0.0883515253138332,-0.006743738406761402,0.00451383035044812,0.002767846629563788,0.027122241161355014,-0.020578342007584547,-0.005168129044242454,0.15845747929947343,-0.00997699662030212,0.008533976033864204,-0.00045839875323048775,-0.005799867018437005,-0.0014432532296253105,-0.01197390981549332,-0.02901008312771467,0.014877635688793286,-0.05479966593285553,0.021539035454331522,-0.0004497754102260601,1
TCGA-EP-A2KB,-0.021718669879879318,-0.017747664089126643,0.057270904815367445,-0.017207951384083334,-0.03595131175921594,-0.03468195393787305,0.00515809949555334,0.006103688567326807,0.03080589969736469,-0.012721413381417813,-0.0033478315692186643,0.0004570831985571086,-0.049844494665427196,0.009240906016803557,-0.0036651202527429668,-0.019376792418319723,-0.010928080114633277,-0.026498334044323328,-0.03788739209484186,0.019576312195914835,-0.07384291899090595,0.021524166859490382,-0.0004931389378837292,0
TCGA-G3-A7M9,-0.08502515846655177,-0.07145278509388792,0.10939696364897118,-0.14783562778922318,-0.11722168314036185,-0.16382861081485495,0.028050116492336977,8.372503603737126e-05,0.16210693330170944,-0.0761930283176237,-0.018531327165138903,0.0020001799113809208,-0.05264583303571995,0.0093865827002719,-0.016233396590429272,-0.09639109102460103,-0.17061059405566925,-0.06333136655515584,-0.08472435297618176,0.052903654969988126,-0.14586876649966984,0.053177698838382824,-0.003816039798120202,0
TCGA-DD-AAVW,-0.01362614433191376,-0.03651922471792978,0.07893097129273367,-0.012787804780975617,-0.31810913950588143,-0.01339619320221131,0.005854680519393502,0.011178745712793219,0.03073500478899134,-0.019085647002153015,-0.00540954240130525,0.07191872754169218,-0.020062193106832833,0.010805251978921812,-0.009993225748260783,-0.007054223091293814,-0.0037840040847327812,-0.027368353435318776,-0.04889603295792491,0.027114905328395184,-0.04755086909904845,0.020498208720777067,-0.0005596582457354463,1
TCGA-DD-AACQ,-0.019830859970837226,-0.049221660847001567,0.013550048185007194,-0.0055336889116726394,-0.3555141450296144,-0.01772944950460987,0.005618338133929476,0.0006552903376285949,0.04724110143669284,-0.031730941197560335,-0.005276519279393886,0.26225365209427326,-0.009439942316264724,0.019967012305282476,-0.0017712814775567996,-0.011158004882457117,-0.0077425908251872065,-0.05036704553748969,-0.03932460187064401,0.012867099039283925,-0.017917872477328182,0.03316494660233453,-0.001290904633628526,0
TCGA-DD-A1EF,-0.027216962635899705,-0.031480733653933723,0.060634244287980546,-0.08279178882385121,-0.009875852022611589,-0.02628179294681768,0.0012645496580995972,0.010114320761680526,0.030843319263838497,-0.02807088072394622,-0.008252090843346866,0.0010893458771367053,-0.029520568619924133,0.002692474257745535,-0.0023467398064975914,-0.026446297841829225,-0.01323757252182543,-0.030726905021272732,-0.04306466553469806,0.03048819753957,-0.06378494110988064,0.03612534029822336,-0.0006486580309052527,0
TCGA-DD-AAVZ,-0.012511241867091433,-0.026922274349442107,0.054925254414440065,-0.01586378472707849,-0.14562618316239104,-0.01832460313473282,0.0064525608176475326,0.011568385755619921,0.03281445392265839,-0.024490957457891534,-0.003997195411427689,0.05880254728536509,-0.025915021478445346,0.017818926256952167,-0.004976294420914406,-0.011781600131457364,-0.006912890238764626,-0.021007832321198596,-0.05724817467203258,0.03228111209704435,-0.060110214971799796,0.026257536974651132,-0.00034111483343076245,1
TCGA-DD-AAVP,-0.02842589419625709,-0.05945269829426088,0.03398608544412418,-0.14576346887076078,-0.115377708285061,-0.011222583018418802,0.030361362601264697,0.006810753168672529,0.030662615345380444,-0.05591532361126768,-0.027112840215548578,0.18312598673270394,-0.04387036247790212,0.02703856731242142,-0.0014216306981077297,-0.00904435053634402,-0.00367007971442519,-0.01446476705249529,-0.10219107257746916,0.024794172194957192,-0.06839153258187895,0.03272375712401886,-0.004495828896693176,1
TCGA-UB-A7MA,-0.079746701047461,-0.07771381808024444,0.0956125765769983,-0.07836219906560413,-0.09766192677308913,-0.059673363823941866,0.020017694579097602,2.80010492940469e-05,0.025954728213158078,-0.026152811170533478,-0.013554561805010483,0.02822665561300934,-0.04178342006872548,0.02733695917358948,-0.004770494678065056,-0.031086197797795517,-0.026139834828040304,-0.013959325595583383,-0.09246908435338072,0.04164173791948691,-0.10084448657380302,0.03258450677334634,-0.002195046328895276,1
TCGA-PD-A5DF,-0.06887559619130391,-0.04525534120770002,0.03760358170055305,-0.01456599862085746,-0.12221858329146848,-0.03793467604801928,0.008679020737154649,0.0025221909719094064,0.03721445555883994,-0.05792678984335135,-0.009712108140847822,0.017335642937791544,-0.020389561145592688,0.017244609824143154,-0.0003315574226208255,-0.007864091580474884,-0.013640046159308087,-0.0268354651406255,-0.0554359269258248,0.04256560953052136,-0.08949289136757324,0.028499382298584335,-0.0010176221969749554,0
TCGA-XR-A8TF,-0.014545239670507621,-0.017464230589194385,0.038539968723067426,-0.02749771776797338,-0.145142495047634,-0.011232538879709148,0.009594182110440334,0.002062228744641337,0.05268442351396367,-0.023498416845935385,-0.0073937947474702085,5.345960859534802e-05,-0.04059795095867085,0.007354739041435896,-0.0033884425207373367,-0.007914948138304678,-0.004048856069096369,-0.029857225880332423,-0.05740890523077785,0.01831927462761321,-0.09129356908176914,0.021293998501882093,-0.0010482221053630478,1
TCGA-CC-A5UE,-0.05996067420146856,-0.11820539214555052,0.0755414373883624,-0.0477453935187707,-0.2814965911600665,-0.05095603753749402,0.03751020793817657,0.0052370626433493215,0.034178863460571265,-0.0946323988759715,-0.02730685993537465,0.016530824128682862,-0.04336482225004132,0.031478141417591025,-0.011749480600861405,-0.029680159821785502,-0.06156782176609705,-0.13656168467287033,-0.11806935971517898,0.03517222510966833,-0.08483729055433734,0.036385973591084204,-0.007136772580702283,0
TCGA-GJ-A6C0,-0.04871657858407547,-0.07187255699306533,0.0321288471356487,-0.015417178034286586,-0.17518349614651402,-0.04965957752245104,0.010161402423627447,0.0014653124787384372,0.0491243956297092,-0.07155203484986149,-0.008318888297035441,0.014948554426802117,-0.01746708045172502,0.024118872523450356,-0.0018300839842062286,-0.01980910486595641,-0.018663109774716642,-0.06039410124580893,-0.04593333282436559,0.04248814840801059,-0.05805600706310815,0.026990803373398865,-0.0019994059518486087,0
TCGA-ZP-A9CZ,-0.08329053654036718,-0.030083292976986035,0.036394478588688536,-0.01477910029152974,-0.0794042342694868,-0.09648535489034966,0.00971259333068611,0.003018540390252262,0.05811823899867088,-0.0301440012644642,-0.007892271783135152,0.03125003045349055,-0.03087648135720623,0.02172649288355674,-0.0033539571388968,-0.018236070948494075,-0.026973632805608543,-0.02200056856541489,-0.05948718320672196,0.03668680237447006,-0.06788710895276695,0.025852659490825124,-0.0010822557906555019,1
TCGA-2Y-A9GW,-0.016930772149994444,-0.03844046836855399,0.040817355294234636,-0.01095051451714394,-0.11482352666561634,-0.010308195342505374,0.002072305778608841,0.0005695409682595845,0.017909847297393602,-0.034605746326459776,-0.01032615961937142,0.027042674175431467,-0.015835338801728837,0.012500879181551357,-0.005944969905168802,-0.006817568884534722,-0.0033195204451694628,-0.0360898129737196,-0.04458578227180911,0.022547657346744163,-0.032416555241414284,0.0172761779450339,-0.0018016863527891222,1
TCGA-WX-AA47,-0.00870251000255325,-0.018892601435340196,0.009548440675043382,-0.009817591581515,-0.07767670516793276,-0.006610304006090777,0.008512427523337215,0.0,0.02949829373558548,-0.06679050073563104,-0.00520671534083682,0.017335377057775322,-0.018009810057914282,0.006393441906398953,-0.0003901829329666839,-0.004654294517845796,-0.0029184407654992447,-0.008402985486788878,-0.060363381055948254,0.008091156129673387,-0.048745321324438866,0.011279780297971272,-0.0007349092148957198,0
TCGA-ED-A66Y,-0.036011059842656595,-0.03429679342693107,0.03723419989850975,-0.0210338610296661,-0.05503990106052159,-0.0477099095692414,0.0023253371359121936,0.0003334801692497487,0.027662510031173107,-0.02455846021991374,-0.008173682455764336,0.00020922984743351725,-0.035637321611932185,0.00543259970635388,-0.008398579357328288,-0.02767015266242153,-0.018075831124221117,-0.09678237022622968,-0.055359626261291775,0.036057796790264794,-0.06669993647747849,0.02783737222903729,-0.004068622819426778,0
TCGA-DD-AACT,-0.012715188631091287,-0.030895405325642892,0.03659772142068606,-0.009311700965302988,-0.1199339927292481,-0.01095261109148056,0.007039138643856401,0.003848586584185505,0.020934663010002113,-0.028653047401703872,-0.004086246386550826,0.15406384748204813,-0.02378558351413159,0.00927095772255228,-0.004009699546269326,-0.005841623930320943,-0.0037772032602539076,-0.06394319286264182,-0.03877286011826376,0.020605377554100624,-0.04108564851637329,0.015490202484196223,-0.0009445789104619325,1
TCGA-DD-AADK,-0.02648787900144109,-0.04873407334219361,0.032909847294396416,-0.010508970310049498,-0.12519658953567817,-0.016998663426518425,0.00979200007994531,0.0017427878752477386,0.027462961484193558,-0.024757307641902437,-0.0058400599676576,0.08252018801657532,-0.01904349944090752,0.017074464137183474,-0.006771506521147811,-0.014363616742072781,-0.0036435522748430003,-0.014684001504691117,-0.04045570574057191,0.029411800237628228,-0.052431740919376406,0.021101070641732448,-0.000888657118795212,1
TCGA-BC-A216,-0.07500539460417954,-0.034990284296364804,0.01642648489147277,-0.019032372366091496,-0.04653635598529219,-0.06610316935780765,0.005724183207866453,0.0010378305059566154,0.04450946184699775,-0.042051184901331085,-0.006591635073049073,0.0046736566505119394,-0.01675178474758483,0.015374469558631969,-0.002013538846772184,-0.03478889763350564,-0.033141262508467786,-0.01779031438310057,-0.038897793542807556,0.01832833659785763,-0.05099820335796029,0.022584856028178602,-0.0006134790951214072,1
TCGA-DD-A39W,-0.018651068313701405,-0.039344812918502,0.04695542647898499,-0.020083835304588554,-0.04529526962922903,-0.011470315878578604,0.0005891616517982062,0.01916303727106044,0.031527288258601655,-0.033207162314641214,-0.005745401806031266,0.0008821189924920722,-0.0354136316539466,0.009891177096041058,-8.143636048967209e-05,-0.006669977066144639,-0.0018383769077332847,-0.023923491752044064,-0.04657036017934537,0.022563586942372163,-0.05913639076327892,0.0342446700818869,-0.00045362582136091074,1
TCGA-DD-A1EJ,-0.04585471450220713,-0.05492449919140352,0.06005921554787184,-0.03614638651556638,-0.07097957180163429,-0.0400312252794865,0.010372513681615268,0.0023849080125350882,0.041607995858468215,-0.03807160242520841,-0.008685827008530822,0.0021975426474236605,-0.04976453288795421,0.011030399306398674,-0.02316231423233197,-0.022246922209109295,-0.021885729031348614,-0.027073640179224177,-0.07694410970091041,0.05393567108542706,-0.10321734118183938,0.06225074126251836,-0.0019816664166509173,1
TCGA-DD-AAED,-0.011270370368119126,-0.040635207666913226,0.01799024035388893,-0.05215967650208068,-0.09256348091629575,-0.0071170185566994774,0.007557471000196081,0.005409045403663336,0.021962195315687265,-0.04047469182426219,-0.009873572978508955,0.0029634277594900046,-0.033299812305717436,0.023085526683843702,-0.003932478587540198,-0.00753755062717747,-0.003966063423266603,-0.01944166131738473,-0.04878260405725463,0.012094712115963434,-0.07623084898694872,0.012030010696909062,-0.0003272967938811805,1
TCGA-DD-A115,-0.04663787789001883,-0.04937091473206111,0.027805020583374352,-0.008966582622149761,-0.07763325712863152,-0.0339781909118554,0.004174050225817508,0.000767417545813046,0.04544699616232593,-0.027442819311162884,-0.006254521429236816,0.20546469393577396,-0.012738100328184926,0.007311650198634419,-0.0009004452153127499,-0.02390131393666593,-0.01317395735620317,-0.016699359289633585,-0.03382620008878121,0.0344684545263308,-0.06355909689411914,0.03271575192274574,-0.0011079291473607984,1
TCGA-GJ-A9DB,-0.052899701227546336,-0.046297736296223045,0.03841382444190167,-0.012868514780226397,-0.1570292275059169,-0.03748873104035165,0.008099467245539744,0.004221422253622484,0.05362853153691562,-0.03361240211019384,-0.010181193559102096,0.1067982151953127,-0.026977779482216416,0.01535039049941938,-0.002650490748610566,-0.013198925473170246,-0.009050925835026664,-0.061912920783615676,-0.05322743865694863,0.03270650045231962,-0.06757591396612503,0.03267410730985314,-0.001150494948814119,0
TCGA-G3-A3CH,-0.021963152039980678,-0.03223429828159342,0.026844528587340773,-0.006877889659490263,-0.10150000385868278,-0.03051031876031779,0.006208128093043122,0.004004626048167639,0.027509235891022128,-0.03786695119431569,-0.005608855747862959,0.12766600324729643,-0.013534903522172797,0.012263507100935796,-0.0046313755834587475,-0.014433084770878941,-0.005328255894041239,-0.033425314791910694,-0.05676503220869978,0.01663489401458691,-0.046202796950246657,0.017975604174763453,-0.0008009664734112548,1
TCGA-2Y-A9H8,-0.026831469391046844,-0.06290909817662586,0.054877747508644416,-0.041513030444629166,-0.04870925879230593,-0.05314943014696734,0.004250929626549429,0.0026430145235476097,0.025278692615971647,-0.022158585238099115,-0.00833097879293296,0.0003611802767052749,-0.014909295596949375,0.004012130184950422,-0.003824919017511323,-0.012894166599192701,-0.01647379342741515,-0.008026725634145493,-0.047725423884117296,0.03791930522002728,-0.057533756644376405,0.021997515163610135,-0.0014048353372540373,0
TCGA-DD-A73G,-0.031936292057198425,-0.06456589074162712,0.032059314881828165,-0.055052656965193826,-0.044390623854152725,-0.017266566603058673,0.006964101807274254,0.004969302442340476,0.09626338547464604,-0.08359882241321212,-0.01450663993962235,0.0006785523894041165,-0.014948122968988335,0.01523948384747259,-0.0016588310300782465,-0.026836663141081362,-0.0069011472002234635,-0.007580941353568302,-0.07325800320461026,0.032870776747618256,-0.06706421058691107,0.04167241779232301,-0.0025735871585567866,1
TCGA-DD-A4NI,-0.00917662762346096,-0.01837151555233933,0.0177886543393656,-0.005001548369621938,-0.06288371207500676,-0.0044638461712719416,0.002857668744010495,0.014878395381647626,0.022537164372073263,-0.012260144507599402,-0.0029436622460236052,0.06383313899498992,-0.009872441866837733,0.008108676807178129,-0.00048550086069351763,-0.002358457016314994,-0.0005583434656009411,-0.01364363025275509,-0.032265768305209844,0.01657588635875568,-0.029573956128767388,0.015408080160790953,-0.0003233200102783142,1
TCGA-DD-A39Z,-0.0323739766594414,-0.07016737788178541,0.03122548338605468,-0.008406743294717325,-0.0409922860020633,-0.028749424280925116,0.005503273179610873,0.0023014530658854253,0.033672800344610905,-0.06692090785723612,-0.010897908195773036,0.0005454705786170234,-0.014706138236179868,0.014591389957124756,-0.0026641700343579327,-0.01611775580811603,-0.00971271786676898,-0.013103993665301518,-0.09694496215179127,0.029505310783472717,-0.06561490978708522,0.03334884037954273,-0.002326935744967693,0
TCGA-ED-A459,-0.03231794339302318,-0.03473510109537523,0.0673301418260675,-0.04568922319150095,-0.17646227085943503,-0.03104444425369991,0.026338127310051047,4.389353673120865e-05,0.0648338488102653,-0.11416743926603162,-0.02176730089702653,0.001650202046025865,-0.029776418623436947,0.014806164766786964,-0.008791099363935994,-0.01710860262154427,-0.01959233050071827,-0.037995610240906676,-0.06307098501138657,0.034206982983237044,-0.06384082895515157,0.024150625717318425,-0.003783433726802362,1
TCGA-BC-A10U,-0.014649199124123767,-0.05688180942921543,0.06951762269649116,-0.03595854613716224,-0.14735058200174758,-0.015186438077875524,0.02220722555964892,0.003679548065612752,0.09285673286450599,-0.05102690930545846,-0.02655643762326097,0.011875681589967293,-0.023574305395811453,0.01939005724952061,-0.0053498649865316985,-0.006687954415452302,-0.005517791915387239,-0.02842664452349223,-0.07619493700784129,0.02617812228207034,-0.05750939527592498,0.03275242779002054,-0.0029084031142848957,1
TCGA-FV-A3R2,-0.04454501422623997,-0.06081161583628671,0.07429247724604303,-0.025890693899047464,-0.14153518089123973,-0.026090821425702845,0.009111126738991145,0.001447069411382503,0.04621014181335769,-0.07025211558941136,-0.015125542372258912,0.022512105286983837,-0.040412257840701994,0.01895025859473648,-0.006186736019337542,-0.016205328010563593,-0.014232309265011732,-0.025215874878154496,-0.10872502412601288,0.040187943258407265,-0.08696074207029798,0.05443110256248457,-0.0011710324494364685,0
TCGA-DD-AACH,-0.08578546575150142,-0.07907679264807364,0.07046826228238146,-0.034362005193165415,-0.5632456066637389,-0.0817416293976449,0.006661292979395991,7.714394709527886e-05,0.049279130593776574,-0.053717287245261515,-0.013811625483612628,0.17563537562363954,-0.05022499368327542,0.02543234783383711,-0.013962216144708923,-0.03085794570314671,-0.03716409803173194,-0.07908755269193866,-0.1451165904205235,0.03879424968097347,-0.042397436556399194,0.03295246999048659,-0.0017101255505721869,0
TCGA-CC-A3MB,-0.06424739815449364,-0.07155566233536037,0.1034124946848328,-0.030920622870306686,-0.21947946087181444,-0.04333631263408195,0.013293013157169757,0.003146709838405674,0.06495477131922166,-0.029798897858094052,-0.01526244810192989,0.0626613259994879,-0.034226709112853075,0.025135502751641413,-0.008975717345068268,-0.028656877685003225,-0.01713009411019937,-0.0767782188593544,-0.11384948134263158,0.04371608282228756,-0.056064221578519126,0.020702253521879665,-0.001844404196118024,0
TCGA-G3-A5SJ,-0.050356455126601134,-0.10871422221131201,0.07440635026188064,-0.050435005238259535,-0.05219424230202204,-0.017641786206494866,0.007316829298382582,0.0025050389587137215,0.07631720582333314,-0.03284893337121119,-0.008680607160568964,0.009159956516258352,-0.03126221734086125,0.01991213414712023,-0.0028933694109731767,-0.008014695476791294,-0.01793715344245626,-0.11582508835396163,-0.05882106176657445,0.03806210239907717,-0.028070831034880603,0.044126915390828025,-0.0010301212238896244,1
TCGA-CC-A8HU,-0.06727306430687337,-0.09665372666967709,0.12543414559773172,-0.03240561867489546,-0.12661372183772848,-0.10439638570917929,0.014501297542190069,0.0007478240315185677,0.08830376049006379,-0.06360983487748945,-0.02168859739436488,3.819809566411637e-06,-0.03054872112276922,0.012340540593202148,-0.004161580435580004,-0.02167339086585297,-0.03130136491948456,-0.032135937207954,-0.12257704134198368,0.04506204752669021,-0.11209834970189236,0.03578756597491246,-0.00493382007427678,0
TCGA-XR-A8TG,-0.02649758144966458,-0.046632012890168106,0.03725145144900514,-0.014058471645632129,-0.11541990421948324,-0.06145766104221185,0.0057324288589275085,0.010208330587669658,0.023074084583990698,-0.024009777055063925,-0.006271896329519748,0.07871109341481748,-0.016825886660234348,0.011840567037136136,-0.0031746526590410965,-0.021818668140152292,-0.01727139074300578,-0.025922630951024813,-0.04178176850473654,0.03172687151197136,-0.05221994031601631,0.027810809515721943,-0.0005967130228413986,1
TCGA-DD-A4NF,-0.013447690913413886,-0.026706098148837176,0.0405682328756817,-0.04194221673209176,-0.10858015610746687,-0.0031461814646495233,0.00910856409230008,0.0004951941845261214,0.03456291406819149,-0.019564416592051256,-0.007589492934308752,0.11121498743681667,-0.02456826766374166,0.004760121300441771,-0.0029996033148100036,-0.006635544259534192,-0.0005707201213295745,-0.04196054413346436,-0.040843389179367445,0.026288880528305657,-0.0453014263175437,0.02456135026038154,-0.0011757812898361174,1
TCGA-BD-A2L6,-0.05302752609910819,-0.046882320216109594,0.014931750380155135,-0.004371686512744474,-0.0612578538896274,-0.060239554948492896,0.003700038243930998,0.012321822832928596,0.02031422861849508,-0.019328692661180057,-0.006649781965981072,0.18991432009224984,-0.012454681275601077,0.014896033924895384,-0.0010657958845420791,-0.022233669066233454,-0.021362023305329512,-0.037714223445305096,-0.046283079857991426,0.028087164864842196,-0.05491488087541407,0.021508231740968657,-0.0011805854181905235,1
TCGA-G3-A5SI,-0.0398445036474687,-0.028937201797745834,0.040313033820932605,-0.015387024710384868,-0.08466658065494105,-0.08048279478046544,0.017201028182144133,0.008755212243663421,0.07317564780559058,-0.015433399348217393,-0.010919691377550259,0.06553091583858539,-0.021181611850786722,0.021506408332632274,-0.002848473756747134,-0.011443581575956468,-0.020801398817853672,-0.032465355969672975,-0.06387311654575775,0.034267570866937345,-0.08384569687706367,0.016605610591367316,-0.002499270274514544,1
TCGA-G3-A5SK,-0.006435197622058041,-0.0374990895004927,0.01213877892668477,-0.00439566939953346,-0.08130142358214508,-0.0022981230983717847,0.008179622315871262,0.012351374890587703,0.021847925174104034,-0.010449579352962767,-0.003958830451142659,0.1424406189674851,-0.01200515581857248,0.008314274928147168,-0.0015261741066369865,-0.0014611748551035357,-0.00021238848124084824,-0.02093791093486713,-0.02587662163153689,0.021772267241549282,-0.026025794464900092,0.019905735995204357,-0.001028867372058532,1
TCGA-CC-A7IE,-0.02482403936531646,-0.04272148666076786,0.044236746327747684,-0.02766610933768794,-0.07853790290370782,-0.029946067089264873,0.006678476125528359,0.0007617135788429187,0.03174069215857286,-0.05750498687008032,-0.009736132352757079,0.0006153172588789494,-0.0566453291997402,0.004150443420621771,-0.010669181855934937,-0.05069755182136763,-0.014720574669678193,-0.03572013128880894,-0.051838814101802404,0.03791590510887772,-0.06100373264573134,0.03323015511489942,-0.0008664846743679105,0
TCGA-DD-AAD8,-0.034188041450274737,-0.04660569805307656,0.01715534200532049,-0.008585549607735417,-0.16398692389753494,-0.02733646775909509,0.001129880103612717,0.006460575592127199,0.028253300934284367,-0.03371834394503424,-0.008530661033339564,0.23587807087954668,-0.014613833830043282,0.009816197310309437,-0.00014342118843390685,-0.009070349524760747,-0.011626284014082357,-0.01908462559285681,-0.04806271560677263,0.015187600006542101,-0.028283778055579585,0.02053986588100709,-0.0009946875685999347,1
TCGA-DD-AACO,-0.042154435171334895,-0.061858254052714175,0.010916396693165076,-0.017395348581921363,-0.10137529421273454,-0.021893197571272782,0.009275312618038186,0.0217775613754333,0.04457245706911552,-0.012206883399733998,-0.005782392636729165,0.1553845089732993,-0.008823779837110515,0.015729845277067504,-0.0022191904906736478,-0.01402096909839037,-0.013595101580143357,-0.05647969448643968,-0.04178590442860842,0.03964733307485894,-0.034164555078888166,0.03731712404826197,-0.0017102440247609514,1
