,SLC17A2,PRDX1,PPIA,G6PD,GSR,KIAA2013,ALAD,BAMBI,HTATIP2,SRM,HSP90AB1,SEC61A1,GAPDH,ENO1,NCL,CDC20,DNAJC1,LDHD,DDOST,PAGE1,SF3B5,TPI1,FTCD,DDIT3,RTN3,PSMA7,class
TCGA-WX-AA47,0.000856127271093485,-0.016223997504363413,-0.10283248266235104,-0.0008273749526604936,-0.00245405002202196,-0.005491879267355576,0.014449548392604355,-0.0003241609024799691,-0.054787498376496366,-0.0721678532108636,0.007051860542466119,-0.12683515196894954,-0.24580460803780535,0.02681405578466483,-0.01365384647574234,-0.00999454502157577,-0.06564642109048165,0.013316604186481465,0.03923530183551343,-0.0,-0.009485138460784498,0.09233538179667303,-0.0008018389383028887,0.0008482703470881193,-0.0035615089333925166,-0.004409537091176596,0
TCGA-ED-A66Y,6.952544827659425e-05,-0.014380372957536244,-0.09430829930537084,-0.0028467281815348967,-0.028264808758556855,-0.01608653129232544,0.052489645546844814,-0.0005552785255937127,-0.038821143140359844,-0.026535679965191124,0.027498771163848062,-0.1302234863308995,-0.09955324556957959,0.012843221191128686,-0.039773445753311515,-0.061902818144922614,-0.14225120812697217,0.0019211728967124385,0.1503089565008722,-0.0,-0.007203144052727029,0.0865890226762965,-0.009532306028856661,0.0013639020690317664,-0.01112007553917159,-0.010444138507250567,0
TCGA-DD-AACT,0.002085229654266543,-0.023576666249501388,-0.06605179160169371,-0.00020806980098780797,-0.01867429071482141,-0.011171352145343318,0.0193266201062581,-0.0006090005265620965,-0.0845927156376486,-0.030959925380929915,0.02702870933735267,-0.11160725068329229,-0.06551802460865322,0.009640598363369458,-0.01481114227948191,-0.012935478590668771,-0.026672515326766393,0.026451402870567804,0.06033821860619595,-0.0,-0.0134275015803702,0.06552955635807953,-0.011812409630501487,0.0010576292472808362,-0.0031991871645810897,-0.0069167162662951654,1
TCGA-DD-AADK,0.001159199851039501,-0.01397300185055009,-0.06891861566376907,-0.0002770716913180616,-0.004288389438802693,-0.005996314281760401,0.019517913153209707,-0.0015847242546418157,-0.08830456867473482,-0.02675053673978307,0.024305084096140656,-0.1339037400414471,-0.05975136795319388,0.009580238941820559,-0.020619288573015426,-0.012477775009133588,-0.04977567427685061,0.010224818906400262,0.04789693185022178,-0.0,-0.0059841617124052945,0.08596439701362299,-0.005619652410684008,0.0021340625479213,-0.0058172741544423555,-0.006057377613407743,1
TCGA-BC-A216,0.0008358577894835096,-0.01871658780007303,-0.06626462285780643,-0.0004441123409414677,-0.005195572629783176,-0.014208560090033346,0.024142519774654633,-0.0005381320064145554,-0.03282336090955628,-0.04543675681238284,0.012131539022947991,-0.16519311085488858,-0.07880333708828759,0.025144631568212096,-0.027747907861620326,-0.11349616690132822,-0.06513013892897679,0.008719536910816039,0.05822186479702317,-6.171832576224631e-06,-0.00885851971396115,0.13932325001730875,-0.004563056032088625,0.0011273277658355606,-0.007080983713203087,-0.004030651412271359,1
TCGA-DD-A39W,0.005980834008617488,-0.021922376419184708,-0.07933528029656432,-0.0004096345290371462,-0.006986736506120181,-0.013140902666304476,0.08732333170561501,-0.000852734104450782,-0.03194798885855465,-0.035880695444373,0.03467824019761411,-0.07330335319079531,-0.12422548302406707,0.013141406912600028,-0.05179554893829163,-0.00629573880277897,-0.03123024906699856,0.01160183182613875,0.04960015614007632,-0.0,-0.007146606913884771,0.09868652826044455,-0.011340202382905637,0.0005186664541297289,-0.006497254993720891,-0.004259694340103552,1
TCGA-DD-A1EJ,0.0015236244642326236,-0.03815912926741697,-0.13107870514170308,-0.003075784476725335,-0.007906721650596252,-0.016107707809828998,0.05016297391851543,-0.0018188867700661847,-0.05006382758433289,-0.04113677521598596,0.04435585104911183,-0.21435762571416903,-0.18262321617072802,0.021905136865610023,-0.06681214392420746,-0.07495026341451308,-0.06039306658455309,0.00803969226986331,0.10743911510366821,-0.0012134110921908567,-0.01354630499346844,0.130241098614845,-0.005564590469644135,0.002250711633850779,-0.007912743270219548,-0.01179361580294281,1
TCGA-DD-AAED,0.00012195479597323567,-0.010813985692637884,-0.08310396465851459,-0.00022760815306402233,-0.005677840269875763,-0.013811293997391774,0.009699230847146363,-0.001690861551585376,-0.06528754726993745,-0.04373333911494438,0.01328642763971455,-0.07876617176618936,-0.04132077157449113,0.009957312066590021,-0.01947289796308351,-0.013582252520202207,-0.06033448647868956,0.003862058898545219,0.03198914052862502,-4.866756239385052e-06,-0.0047164962252072016,0.06874593180692111,-0.010234107603928113,0.0014369707705410753,-0.010282460983306757,-0.0027616883047229045,1
TCGA-DD-A115,0.0011614770457601192,-0.046419698102079215,-0.05762487245270109,-0.0003348123102882618,-0.004876964633213767,-0.015803345768139125,0.07362932920222237,-4.063288659927855e-05,-0.054756853289561584,-0.029652260934221665,0.020534989346149442,-0.14558221862388446,-0.06969375577036456,0.0214660854219968,-0.019470608158609463,-0.0451157725952228,-0.06278851794054008,0.029623709078460306,0.08724364819399766,-4.6965288911016284e-06,-0.006051101945869055,0.14225791429753043,-0.0011880864766674192,0.00038096234613235096,-0.014050384009047335,-0.008098748016893706,1
TCGA-GJ-A9DB,0.001866961764593527,-0.04580415599869532,-0.0906759953982508,-0.0014621516291598098,-0.018081359875171864,-0.02337883692589253,0.06380211126193708,-0.0008915479007968529,-0.11075699630208533,-0.0363185613947482,0.02836996553532404,-0.16117929591160554,-0.11360763162445764,0.026650325168622604,-0.02840093147506277,-0.030995964288362963,-0.0609238858239258,0.03386402476835855,0.12210725694340334,-9.550190719080264e-06,-0.009611404254060868,0.16786770716444427,-0.009729175822920691,0.0018329845105012974,-0.010965025242115692,-0.009547090206890716,0
TCGA-G3-A3CH,0.0008774741351519252,-0.021386213323599634,-0.09670248896460229,-0.0003123082741767992,-0.009761696557746332,-0.008158603750335551,0.05701917468709539,-8.555362879540386e-05,-0.07159072059763001,-0.040915647363554554,0.019825632097286088,-0.07944948829771384,-0.0685522471188674,0.017486386478331624,-0.024977960011920906,-0.01824724148902223,-0.0578177008985184,0.010495838053807093,0.05407608832700575,-0.0,-0.006402363215361572,0.08610924488381612,-0.007511658585133803,0.0003606534668953276,-0.00762667186213286,-0.006369252843807573,1
TCGA-2Y-A9H8,0.002474962960612687,-0.022547818320810705,-0.08130299758338727,-0.0007362761716089519,-0.002344165207735754,-0.01416614945797046,0.03462688670964874,-0.0006623057548309581,-0.0343559685137817,-0.023942589278574556,0.04052915397244898,-0.07355497001410168,-0.06675890990961077,0.016359070866396465,-0.026778404647308587,-0.05641645087775975,-0.11113840713462873,0.014238238198283279,0.07807191194122585,-0.0,-0.005233594208716569,0.07912721172752787,-0.0162298516632972,0.001606263681748124,-0.009553395172950644,-0.0076099523102524345,0
TCGA-DD-A73G,0.0014766750754443086,-0.015390203984477747,-0.12479921125415827,-0.00040359212131478394,-0.002213976130854991,-0.010097474239591642,0.010233514129249435,-0.0005801132752769933,-0.031309917523961554,-0.09032942526360212,0.023676935881746335,-0.20174427465684835,-0.17345435610266932,0.029545417068452526,-0.013889610468901465,-0.023633793499782042,-0.10552651935178113,0.021871494441888004,0.04579792948086037,-0.0,-0.02737181831351415,0.30132307076863313,-0.017588215782090192,0.002142756052417173,-0.003461906265122252,-0.015284006062674466,1
TCGA-DD-A4NI,0.00149904545282879,-0.021240589097676812,-0.054966587387768134,-0.0001343117122359705,-0.0039845542009888674,-0.007674423700542017,0.08597180886695169,-0.00026344937818019025,-0.044353596947361185,-0.0132472177843158,0.013137549251074028,-0.048842277296792976,-0.030304886517023254,0.007973139564033897,-0.018576554001717586,-0.00191211312918206,-0.05791197600746339,0.016243784008865017,0.038326851766191536,-0.0,-0.005452639361379604,0.07054569649224691,-0.024335592796902356,0.0005376805561014095,-0.0034905946313484705,-0.005601312360155587,1
TCGA-DD-A39Z,0.00043860729196285215,-0.015350045723841419,-0.1651513047361682,-0.0003409565043581677,-0.003826956025744326,-0.012860712189018032,0.030662938176981663,-0.0005121131319438094,-0.028912977165180747,-0.07230875950601022,0.02306112188402426,-0.12967520152308504,-0.08637198093798673,0.009330847542828468,-0.024498932915950157,-0.033262349247879935,-0.12909932666902182,0.01019843177196018,0.07627614663904403,-0.0,-0.008020800457317467,0.10540239729974606,-0.015671744827857017,0.0009800711485706292,-0.005459115188280348,-0.007045629873773223,0
TCGA-ED-A459,0.003259454093269176,-0.05339334477151339,-0.10744504133506785,-0.0037712767095344217,-0.011096428560424282,-0.020305035651772052,0.017385996245710824,-0.000552135569118494,-0.12446365171286079,-0.12335914400497584,0.04972568680275493,-0.24257438557375802,-0.29596693540986224,0.09440531353897309,-0.03043748357428068,-0.0670962493335113,-0.15407863225284338,0.0088816087092349,0.07646944776676715,-8.644930410516622e-05,-0.005237713384558334,0.20294252396103218,-0.0019527010269785442,0.0013433549256974887,-0.01484622388141406,-0.012374739403855823,1
TCGA-BC-A10U,0.0011441997490411065,-0.03498101019734515,-0.12980244647919156,-0.002473787630787226,-0.00830185982453063,-0.025539744065129277,0.015108451934347693,-0.002502031159873242,-0.1039303836940975,-0.05513512340828811,0.051341218653715506,-0.2046814886073054,-0.24811828783237086,0.07284661528009129,-0.0324421787687534,-0.018896329975225886,-0.056524044899743484,0.020401148105952786,0.0972299888842294,-0.0001331876232184713,-0.009641032586633989,0.290659587238857,-0.0023651707395154313,0.0028750168645737067,-0.01413022182571385,-0.007168146973001522,1
TCGA-FV-A3R2,0.004432179991229855,-0.04326210971698037,-0.18521931612875067,-0.0008567495672311509,-0.007364170555492091,-0.021008199707590606,0.04838888976567615,-0.00300085414591053,-0.09982862270652984,-0.07590816522961885,0.05486761731292346,-0.24561631303403528,-0.07396444041119841,0.053197371187079685,-0.052355234396860705,-0.04874022368098891,-0.1040415784372995,0.022403274506450955,0.09699854937877553,-0.0,-0.006206611712000916,0.1446467082286683,-0.009549491496092018,0.004524070897156368,-0.012967897381886279,-0.021614941838652563,0
TCGA-DD-AACH,4.258598987203379e-05,-0.05467364413513725,-0.24721443708739183,-0.008670998507806888,-0.0230971255074109,-0.012369409303328015,0.12074802175529419,-0.0034690664029699858,-0.39727248592667824,-0.0580421056602998,0.052043299549852574,-0.1986206463069323,-0.19327570884831075,0.08340765150710368,-0.05639359081240286,-0.12727284218182855,-0.1285174117599156,0.010295658371926756,0.13251559856578918,-0.00019841525123763737,-0.00544123910711331,0.15425323846766414,-0.020043143127661547,0.0011157312014178778,-0.0164605113673655,-0.012822957777801585,0
TCGA-CC-A3MB,0.001394446308661728,-0.03490040124067698,-0.19394912298621422,-0.0026565866576712493,-0.022422696073774555,-0.016046174955251565,0.03578043025455326,-0.0032148497658862642,-0.15480484889507123,-0.032198029102680464,0.07637377826224452,-0.2599305280665636,-0.15938314546529112,0.03649671299146735,-0.049280341836330004,-0.05866403006433121,-0.22597311819722127,0.013450455552282909,0.07460458111656462,-6.067077284973294e-06,-0.011929814932346197,0.20332103487194725,-0.005176257181623214,0.0020032649636903873,-0.013024969519022904,-0.015299972540631233,0
TCGA-G3-A5SJ,0.0008228410506288791,-0.05260831055330845,-0.10020505327039333,-0.0020242204669478525,-0.03382613965865064,-0.018126619007582223,0.020265445030290815,-0.005489869739538112,-0.03681402241768893,-0.03549362522449743,0.054951716555361615,-0.12854179953917635,-0.16176856742921544,0.002889590897650725,-0.04367779136201003,-0.061427900048152705,-0.11705528568977319,0.0029857629686345995,0.18087114766977203,-7.590393811919825e-06,-0.013123153952638912,0.23888765908015255,-0.0031532603790856185,0.0012040425350436435,-0.0051541024640734,-0.011303683765701612,1
TCGA-CC-A8HU,0.00218022050587048,-0.051440968661720765,-0.20881702214325729,-0.0016324263086438064,-0.00938514026197761,-0.01921320666363975,0.051249180793446904,-0.0009227617243869346,-0.08930411073216385,-0.06873110959859849,0.09263754492715386,-0.14222426335577187,-0.25426440703097564,0.048631371532807756,-0.0302845246354143,-0.10719522034604126,-0.332267511909646,0.009921521351758764,0.09735953760402404,-2.6930839459198e-05,-0.013590154635593852,0.276407900471067,-0.008555462982466268,0.005561033869054299,-0.007741628390581609,-0.041742426922003056,0
TCGA-XR-A8TG,0.0032531367143668164,-0.033660139723114824,-0.07117763965844492,-0.00033970730827467783,-0.0075705751433517736,-0.011750701730282042,0.10111539916217968,-0.00019693735854471134,-0.08140880591380772,-0.02594282191406067,0.02751151204294812,-0.13725438971585127,-0.04934585973333307,0.017151393854484127,-0.034641936681859054,-0.05914791706819821,-0.07713474268707898,0.033415175697750134,0.05132682009423743,-8.188371932812877e-06,-0.007636190543267979,0.0722263609132517,-0.008969246116072811,0.0016560138522656177,-0.011626775487677527,-0.009485492824152226,1
TCGA-DD-A4NF,0.004761677824320937,-0.028384820214144676,-0.06957905664306863,-0.0003492428383786508,-0.012254367738308673,-0.012224917489427934,0.14114851948705207,-0.0013510447052280693,-0.07658454505242605,-0.021139562201516995,0.02996107222421391,-0.09509715682186551,-0.10062363212232608,0.01638654339105911,-0.034959103224070566,-0.0019544984482053876,-0.055365828408628456,0.0181632677993916,0.06607606578171239,-0.0,-0.0072310754008864655,0.10818862592862849,-0.006660339745337078,0.0004245364604446986,-0.0038855306615676825,-0.00815355220870028,1
TCGA-BD-A2L6,0.0026264821104103778,-0.02092727897555227,-0.07884588178793071,-0.00024031293989833078,-0.011014250949499165,-0.029469495184998796,0.04833753369977417,-9.664713741503314e-05,-0.04320683483252501,-0.020884859963114327,0.01102762481532526,-0.09766129845361425,-0.02999040737360815,0.01639266704604402,-0.023234960846275892,-0.07315677131467957,-0.062498208177575114,0.021216512620036897,0.07559500477998282,-2.483573363417125e-06,-0.014119087997578153,0.06358747635395787,-0.012460532056433868,0.00045396834656343514,-0.006395136593768187,-0.008572944974409398,1
TCGA-G3-A5SI,0.0017596985474629893,-0.026312528390110956,-0.10881151842197419,-0.0002696412879473772,-0.009481345369165036,-0.006748435834980659,0.044816442322655206,-7.161135619433611e-06,-0.059717648169390444,-0.016675953712570524,0.02977259871257934,-0.12644637262376823,-0.16390087657090766,0.013827878923715944,-0.030867165383835708,-0.07123684655673554,-0.10350672911693372,0.004910355275430609,0.06780099024316058,-0.0,-0.00988445194705085,0.22905397305055272,-0.006063588732227724,0.0008943430993677265,-0.010762063230013491,-0.011364702652861956,1
TCGA-G3-A5SK,0.0013832758115483303,-0.02006745010442519,-0.04408230948526404,-9.82700919012061e-05,-0.006114812511765973,-0.007656856598533173,0.032839382643004976,-0.00021278697914712093,-0.05734411111907568,-0.011290882693705904,0.008964916792177549,-0.0764817126135767,-0.04080355001124305,0.008186720305138975,-0.013491384848308665,-0.0007273494336153274,-0.08224099923676058,0.019390176856003718,0.04852067044975667,-0.0,-0.005240940555772393,0.0683882440963835,-0.008645857800168718,0.0006166024032630067,-0.003799206092805188,-0.007640265478547166,1
TCGA-CC-A7IE,0.0010228326162215785,-0.028749908603356536,-0.08831039380348199,-0.0009610296802895917,-0.01043188627586538,-0.0085548714940105,0.01283579190256711,-0.001310723172351375,-0.05539492462415468,-0.062134755775512085,0.032670398923990755,-0.11855730549787123,-0.11118944926340461,0.023712871220515092,-0.05259099839001983,-0.05041234621542797,-0.03216422033714214,0.0008529780250033814,0.07576086541015963,-0.0,-0.009681977774666749,0.09935452386579607,-0.0067567836995152675,0.0008798873657829912,-0.005937871336887607,-0.008476038700847777,0
TCGA-DD-AAD8,0.0016633560706055238,-0.022088591537367832,-0.08187759338328061,-0.0005047353642080168,-0.005573569766372229,-0.022022944636088462,0.02897961626803564,-0.0001871799741676673,-0.11566444930148592,-0.03643303268484848,0.012669825733538581,-0.14966208831028083,-0.04409555654227045,0.01145819770446596,-0.026045123387050773,-0.039815582480220414,-0.03055146828259463,0.023253018511074093,0.07642748250506798,-0.00011308333690581878,-0.007961971664309718,0.08843831281116867,-0.008686458235276147,0.0020298721662350954,-0.005206537983624899,-0.005371405821067451,1
TCGA-DD-AACO,0.0016919997521558374,-0.01402734322786864,-0.07118468544203768,-0.0005746764649269684,-0.016494613220045806,-0.0063013866871380626,0.01094420051860585,-0.0002593551993084155,-0.0715027594835463,-0.013189668585373683,0.008062144356998757,-0.045016459631605776,-0.01096386113344712,0.005866721365412914,-0.01329526309510649,-0.04655803072035104,-0.05040782126690618,0.0120828563097022,0.026630763688431827,-0.0,-0.026170900879921005,0.1395204372830452,-0.013087593498030988,0.0006200164769723489,-0.009323594929133079,-0.010254160559388164,1
TCGA-DD-AAEI,0.0016531601148886915,-0.039755955542515986,-0.09631351311867026,-0.0014187027387151665,-0.011146907673302104,-0.013482030828592095,0.03210802105075542,-0.0006948287350183618,-0.147907673104199,-0.060775764968640865,0.03159357860062126,-0.10247324950953857,-0.2566227319093254,0.035579231375058536,-0.026904057667821946,-0.03968437604897756,-0.0417837358046681,0.016362824797256297,0.08288769751694182,-0.0,-0.007532420671578152,0.31183956079439346,-0.010556843834019456,0.0002823210098690438,-0.006079756347515664,-0.009348215823458718,1
TCGA-CC-A5UD,0.00016982485703569315,-0.04311729398891573,-0.14552515305947272,-0.019064726321137423,-0.04202525262744176,-0.020655552134149647,0.09086272727612102,-0.015129515828967235,-0.21894528079268621,-0.06301883303369499,0.03331915984019499,-0.2663934824206358,-0.21192264786218443,0.05157342228293312,-0.053076866276856795,-0.17055953636841328,-0.17901720523234216,0.01210846068761713,0.1904746260138903,-1.360945825506959e-05,-0.014784661239179746,0.164730473946767,-0.001949630211519912,0.002137718020781808,-0.01477139496549644,-0.013319245002179821,0
TCGA-DD-AAEE,0.000836528704917326,-0.058073050789199526,-0.12204957396057418,-0.00035059382080968434,-0.004140860587911733,-0.013129556046318434,0.13171958372360035,-0.001427659785420784,-0.12759625078681952,-0.045357017645701096,0.04098314537121658,-0.08458824291219334,-0.09974248078466583,0.025281095405736174,-0.03194961320382985,-0.015699782553865924,-0.09850770150796058,0.02964024995976818,0.05926529950086758,-6.429356000550835e-06,-0.006525485236230537,0.07203371113543534,-0.00633998062239293,0.0011779024555317109,-0.00792584086879943,-0.012796111450864444,1
TCGA-DD-A4NV,0.0036414302459863756,-0.016275801574573864,-0.0932960550625425,-0.00041901737961980373,-0.003903121852557025,-0.01668669261341453,0.1125910377514813,-0.00027026974082766176,-0.08287809211361746,-0.03696337291382556,0.017896389230581768,-0.25833066392437437,-0.06787233969707049,0.012321091620116261,-0.02438092211786893,-0.005317404630237114,-0.08364202810770796,0.03569637539832186,0.06820481347646472,-3.549458451899484e-05,-0.0071788822520604334,0.10709350849526453,-0.013784303254096483,0.00037665164700439373,-0.007696254969833731,-0.011115486757797636,1
TCGA-YA-A8S7,0.0006381238298396378,-0.07292999882996522,-0.22590434313202373,-0.03416246391967484,-0.023926387364372304,-0.014471932227035912,0.019926627771870077,-0.003005063550175702,-0.08983938413824949,-0.12259576087567238,0.04327449208257474,-0.2851900444729451,-0.2525863719512978,0.11183012777637771,-0.0683997226111765,-0.128758932223899,-0.10387576939072754,0.006192963638464262,0.1385956039579368,-0.010256189004468652,-0.016122980019755304,0.19854488915699497,-0.001270619266840237,0.0016151954503412515,-0.009352554046751128,-0.016143034807216454,0
TCGA-DD-A4NQ,0.00016909027809355824,-0.06540606615555104,-0.16824748120209107,-0.012247354361795275,-0.03436150311104188,-0.016696080933504505,0.024077791215138283,-0.0016152957579538105,-0.1500077888601331,-0.07175290081413259,0.031957748435645,-0.15949870495893867,-0.4076010373063454,0.07478821998822534,-0.03952279803107108,-0.06058988587374268,-0.12221781944189368,0.024694670640705615,0.11824271295774706,-0.00033900121690073437,-0.011035431625632735,0.24146097752004053,-0.0036248432892011765,0.0012674740808297958,-0.009799192311502294,-0.008849618748879181,0
TCGA-DD-AAVS,0.001437448559934305,-0.025159679252683087,-0.10351948705565552,-0.0006137716756880415,-0.007855464152447676,-0.008734516710946862,0.09595342694627376,-0.0016660194470897508,-0.13671267842087376,-0.023124696011128106,0.09761119707232631,-0.15662188391647097,-0.07409121384702731,0.011933774503099712,-0.06423994931339796,-0.02581092336770382,-0.08615521540127816,0.015408109022838738,0.06831257505003004,-0.0,-0.005173532563784349,0.12390585094595627,-0.009628412378323284,0.0010354330655892455,-0.0052602595722876025,-0.006072244949766036,1
TCGA-DD-A3A6,9.402610459326686e-07,-0.007985318319159187,-0.07863790969291647,-0.0010197789094309058,-0.003248980120126496,-0.010867854059489946,0.008704260418009356,-0.0002936899149366824,-0.013541242592824895,-0.06641766074456151,0.008547372513502963,-0.1365769176592935,-0.0550466648902107,0.019965833265671026,-0.011773401796542623,-0.011195655273625902,-0.019881828853446304,0.0033734952337131727,0.016278694655308897,-0.0,-0.010099327159381112,0.07521185209304332,-4.251969476907364e-05,0.0023167045186824158,-0.006757875770975355,-0.004766204407769841,1
TCGA-FV-A23B,0.002010371162870049,-0.009280626499405538,-0.08064636294694819,-0.0004614854198062996,-0.00797730628940376,-0.00534940335040733,0.07496112524179498,-0.0010066335527595615,-0.03811763085643338,-0.01899726553343697,0.0326629228709651,-0.11879254561528131,-0.05133546995907802,0.009644144777175928,-0.038317444955932436,-0.019295735660630007,-0.11038161549671612,0.007682940684096119,0.061318335775290105,-0.0,-0.005233365768507034,0.06978494619197083,-0.005430200670830288,0.0009677660619690058,-0.006759579248482298,-0.00812376381853715,1
TCGA-DD-A39Y,0.00021095148340935225,-0.12080740136825018,-0.2617774238855063,-0.017216758168265674,-0.011980823280499289,-0.027784666109711066,0.012954342377871778,-0.0029865760035457296,-0.16957224822277372,-0.216321312462764,0.07172238793654355,-0.21652641296639885,-0.17609861620744066,0.18157775131306986,-0.05338444426283324,-0.23150716590749618,-0.0639678923568687,0.015973568216839266,0.14030335092884488,-0.0007326759662270627,-0.024710750946962106,0.17887519559234782,-0.01071203563273229,0.002814720372698796,-0.02131400081734922,-0.017903843119525253,0
TCGA-DD-A1EH,0.008084653407312991,-0.01352030325725992,-0.09971873223045541,-0.0007633097001861057,-0.0254280416041551,-0.007024959299716623,0.06850448699518187,-0.0026331110770811354,-0.03209211791295686,-0.024932551274123717,0.06405022558599124,-0.1682670611675876,-0.0665244612126829,0.010646366733256604,-0.05716554114571615,-0.02349752397582309,-0.08490732960806736,0.005217175234435302,0.08206022083340629,-0.0,-0.005000113810431995,0.08646292272130808,-0.004458551187331527,0.0010594507136032678,-0.010369936245484539,-0.006337799212801644,1
TCGA-BC-A110,0.0013851465392543004,-0.013667467069529688,-0.05597105697283891,-0.0002811385185676454,-0.005188335302904039,-0.011131648574901468,0.027330531736357605,-0.0007542016834714406,-0.026383653563416546,-0.032330252366972456,0.01788962846771933,-0.07468684999932113,-0.05918566720290143,0.019933514877868246,-0.024333580410367994,-0.00180289498630625,-0.05518102040880347,0.024927437712659494,0.039137324908458275,-0.0,-0.007965786253205437,0.08112954535030928,-0.01402833133917207,0.0013108412815840014,-0.004555775732048253,-0.0065770567196993465,1
TCGA-ED-A5KG,0.002380785043038045,-0.021379366894928288,-0.1351339180364261,-0.0013841185138111403,-0.00868080096027783,-0.012725589496189335,0.03677696554996429,-0.0015915887461633543,-0.06453616859662008,-0.03681238465507549,0.06978318547127227,-0.1392695768603623,-0.09997422183993826,0.021553998583791693,-0.07176235772642721,-0.03867942447472821,-0.09538482053272475,0.003932898364071714,0.11364875619024609,-1.0431881087112354e-05,-0.009623761781586165,0.10959032277836041,-0.004659994831528972,0.0012110619207509137,-0.008203135419267558,-0.012078801726633852,1
TCGA-DD-A119,0.0015090455208277196,-0.026057430113774947,-0.11804805479598919,-0.0002944077569656049,-0.0033438271934372876,-0.008977173106892,0.011760017469462444,-0.0006158576632712905,-0.14405177932708216,-0.03777094302236705,0.03900486700372962,-0.07087479120228472,-0.030695127954239742,0.01895430400373795,-0.018061720088283915,-0.007803383153840813,-0.04630663813060303,0.016525885340759564,0.03412315018883391,-0.0,-0.011033121841291887,0.13217273184445297,-0.007874990625610498,0.00111816086819909,-0.005121127200809839,-0.010441560069816553,0
TCGA-DD-A1EB,0.0,-0.03668984782996544,-0.04821818445422154,-0.00011927046606031979,-0.006055009337027843,-0.02242867749592774,0.06986743809966456,-1.7967806557627157e-05,-0.033383009082195235,-0.012571147354161745,0.024392788836711143,-0.12530097729018824,-0.11556768515121585,0.008471435068517953,-0.015119722054915746,-0.004003459740513959,-0.0692798269686608,0.04522573573097814,0.06266661657707352,-0.0,-0.00613650594991932,0.13319380732377215,-0.0063380844863416665,0.000557600688653439,-0.006534720217565669,-0.00819720796429377,1
TCGA-DD-AADF,0.0003191598587787702,-0.025437578888827812,-0.06988834224698584,-0.0005592558332741097,-0.005473671469495907,-0.008448297741823502,0.0614145046893011,-0.0003740485946127505,-0.03908299525206483,-0.03662975157276631,0.018661103402431573,-0.19144454424702634,-0.11881424050666849,0.00998400492165246,-0.012761223446646746,-0.04175445767090185,-0.28557873574202164,0.015519281048266624,0.04841343072400522,-1.8476214494454642e-05,-0.014705247445068386,0.18351539254132235,-0.027536686676422666,0.0012859520885826542,-0.006718346067767856,-0.007391822288290796,0
TCGA-DD-A4NJ,0.0010072791314201092,-0.03292427765656075,-0.13530649924143986,-0.0009086420978697537,-0.008488837903398943,-0.008304746679834277,0.04817061463054519,-0.001133859548298934,-0.0840023340637033,-0.03406594199575398,0.048505082263836215,-0.1713952555135714,-0.08393448337749097,0.029059293072727164,-0.03302444742394777,-0.05133513102788465,-0.09052756541582918,0.009020218410755046,0.09660598936078757,-1.932735123587176e-05,-0.004953424982845225,0.08883391844401523,-0.006881359838083304,0.0009193138037707661,-0.012826802062817732,-0.011356430166094502,1
TCGA-ES-A2HS,0.001861187974108347,-0.011042351933407883,-0.09617113969848526,-0.00020354030852211678,-0.0017165713814545525,-0.011347752728138155,0.024322052614456018,-0.00047151211619802375,-0.051431817199951865,-0.027648120934850962,0.013546698855345842,-0.11725885797610056,-0.03424567292532024,0.010079833895638284,-0.016581676343927345,-0.011889732955106876,-0.0773800019018,0.02370446303752907,0.025950926448905298,-0.0,-0.011379991982312241,0.13583518808246145,-0.06985391573772001,0.0006473133913775298,-0.004311704633619533,-0.019487904504266053,0
TCGA-ED-A8O6,0.003233307980122122,-0.042713131070239135,-0.16454601523533624,-0.0009818496150144234,-0.008221835194141639,-0.01641120589568237,0.03765025577124859,-0.0017698743006023994,-0.04241536143451485,-0.05398973516044096,0.04678921008972659,-0.13658014429651472,-0.14854962317366951,0.024161359914914082,-0.05124602448707614,-0.11028934863474417,-0.06637816865365162,0.0060261747020385475,0.08016526095927028,-3.766825681246009e-06,-0.008243468019017406,0.1201096267501177,-0.01003787139678853,0.0011746419994640195,-0.007474362922919264,-0.012707444607180101,0
TCGA-DD-AADR,0.0007651766036712897,-0.05984020348010089,-0.11709833175929445,-0.0012829937775265517,-0.0133618940488702,-0.0051267331328132375,0.028935989693123523,-2.8575897562519053e-05,-0.20389677682027652,-0.025519186486475016,0.02846856301949674,-0.06656077723753455,-0.12676871295775638,0.014202710498384829,-0.03314801099787857,-0.013340526007956542,-0.06562555102819612,0.014243944081374535,0.03342596150949602,-0.0,-0.005189211539435576,0.13288655959522988,-0.004839420173921374,0.0004784437124484987,-0.007486569298167698,-0.005653434811746337,1
TCGA-DD-AAVV,0.0005968404932916566,-0.06065655408874851,-0.09233782849392544,-0.0010338207987397646,-0.0268784714685668,-0.014050916948399866,0.039581063652440636,-0.0007834027400832426,-0.131396153252361,-0.06129250178261234,0.042814259141723085,-0.19808009325245923,-0.08107534813798789,0.03308165185514223,-0.02778503131665582,-0.019695430665617904,-0.07668596438220802,0.014936333425585665,0.12392807094065117,-4.382263017347617e-06,-0.01708341880737496,0.07799371910563048,-0.0034007893787729284,0.0025267217801964933,-0.007299604180799581,-0.028711347095741715,1
