,SLC17A2,PRDX1,PPIA,G6PD,GSR,KIAA2013,ALAD,BAMBI,HTATIP2,SRM,HSP90AB1,SEC61A1,GAPDH,ENO1,NCL,CDC20,DNAJC1,LDHD,DDOST,PAGE1,SF3B5,TPI1,FTCD,DDIT3,RTN3,PSMA7,class
TCGA-ZP-A9D0,0.0040528679114761315,-0.022674348235614945,-0.058859990217912286,-0.00021859543465425072,-0.008527227202496972,-0.006271263426972074,0.03855214036717638,-0.00012902547295966157,-0.07662799572323847,-0.03388485256337451,0.03259690558290662,-0.13787201678394784,-0.17317418753290317,0.03380290579342267,-0.029463314883353065,-0.004047002337872394,-0.052550385040578136,0.03478345470257637,0.0934382426686088,-0.0,-0.007672708342477856,0.1460998651158195,-0.021925372639642143,0.0016556125653649789,-0.0032457676852842184,-0.010691300743012475,1
TCGA-BC-A10W,5.145480630007578e-05,-0.22561524079714965,-0.13592336974288985,-0.006872253307276804,-0.05640073678994337,-0.005606823791647336,0.07435528489279802,-0.0016423761770062804,-0.18425486575376904,-0.03183213583027814,0.06862798822677033,-0.24974312116000805,-0.21208431060422986,0.04919143960999108,-0.08067805491680254,-0.25005602306260594,-0.15036217791991424,0.007471040253194387,0.08320202385016626,-0.0,-0.015087870291898429,0.18819698967077705,-0.00223239034398412,0.0008537880419719045,-0.015803510552468716,-0.013733856915146708,0
TCGA-DD-AACD,0.002160333005310415,-0.018578050831970797,-0.18189613585351125,-0.0003578484113982479,-0.0023353545489263705,-0.011775065284871359,0.022378061920410097,-0.00048665567481536077,-0.08192880093361175,-0.06636869809835343,0.02013547255813652,-0.07806970516598978,-0.04810884987367623,0.016468868920719228,-0.022256069433620556,-0.013581818540826542,-0.08412117595149098,0.016035117598343532,0.03599145233714445,-0.0,-0.0064420719254347876,0.10382725585362698,-0.004042793297398424,0.0007624890019687254,-0.0035537135495693484,-0.007973726858234302,0
TCGA-DD-A4NH,0.006408128784871464,-0.018648261130016275,-0.09548664587174832,-0.0006658400191087654,-0.011793778956076018,-0.007898898625883466,0.028261058127118995,-0.005531868169629354,-0.16200194029179513,-0.029032485487441837,0.05146618020832009,-0.4195932436042556,-0.053599823136768115,0.020556871551973444,-0.031579265952708574,-0.02495685195639417,-0.13213455338265842,0.0026200714793959065,0.0794368918730533,-0.0,-0.00681709822878904,0.104723814222581,-0.015698147366190348,0.012444997787574349,-0.016494265040880574,-0.007139862671341566,1
TCGA-DD-A3A2,4.1435149529355774e-05,-0.013644605502433661,-0.08331930648119484,-7.869009995554207e-05,-0.00295319371724004,-0.013597397731292812,0.05933081411515615,-1.6602263065663953e-05,-0.0010113761832194006,-0.0172036407932309,0.008154326015189757,-0.06594388072880883,-0.06547328651427779,0.008347348485897065,-0.01443117784956964,-0.0006851087743838884,-0.039771430005950674,0.045348031138605596,0.02394833546315742,-0.0,-0.006133750163264617,0.10231789039518667,-2.4404658396389124e-05,0.00043888246714254034,-0.0034880450557420507,-0.005195514240532849,1
TCGA-DD-AAE9,0.0019149346667078834,-0.032888996186196603,-0.14138611963580122,-0.0005564567087166601,-0.005962099946199567,-0.013380909597684346,0.05795728830827628,-0.0019621683209536133,-0.14511234661526604,-0.04622295701720987,0.08267078982764992,-0.14617798979080343,-0.09460169239750627,0.021479767540605887,-0.018947359213733667,-0.019406400401424703,-0.0830291679338335,0.0272147758722969,0.05248958399818807,-0.11855985187155883,-0.00486532320870141,0.0853751215475362,-0.000476785722451343,0.0010956574512241974,-0.0055255959362831425,-0.008763203905838325,1
TCGA-EP-A2KA,0.00014646034948285583,-0.02062367082772582,-0.11288138978601091,-0.005500122449215005,-0.006599531237391997,-0.009228085080830367,0.017561308688591366,-0.0018092838367483753,-0.1359459330469032,-0.09846528045721556,0.057403854685946595,-0.15455074810014321,-0.1148318576950772,0.021922581972914523,-0.04481070074810099,-0.05227165852057073,-0.06485148761459893,0.020575187839664142,0.06865425490616514,-6.874565988369019e-06,-0.01434421401105689,0.10817933990683856,-0.006754105985433116,0.0024409278948614548,-0.004584712287050318,-0.018393994158663895,0
TCGA-DD-A3A3,0.0009002020076215789,-0.022633691114598047,-0.1237457451280113,-0.0002976834266956451,-0.0031229976359855513,-0.009685021723246248,0.019184975998364082,-0.00041623334661671977,-0.08724841710512946,-0.07541988946122646,0.017641985572837537,-0.12255145621808919,-0.1874442238107731,0.028129878179937486,-0.017389061401476516,-0.01984746810689271,-0.033920615992799726,0.011955308193813845,0.09185839189941802,-0.0,-0.014723207196779886,0.13941716546495705,-0.008341490966164253,0.0018862020506446244,-0.0044263227228284905,-0.00876506335591093,0
TCGA-2Y-A9GZ,0.0023932630906684433,-0.03465789488842998,-0.04660299930509216,-0.0003129004856534166,-0.004950149410053366,-0.013175134516448488,0.0792133411102129,-1.2145246784893566e-05,-0.04287503773853659,-0.020899331681205387,0.018545800080487607,-0.11611321912273032,-0.03590073438896747,0.017194952479023137,-0.023025615472236097,-0.01675970484903289,-0.04998379917384978,0.038557350497762065,0.07227961864379503,-0.0,-0.006981767359512714,0.11333339856918155,-0.03698334747714919,0.0005040665080650766,-0.006534020776470103,-0.007338646148325569,1
TCGA-DD-A1ED,0.003357985615374204,-0.016435918554656506,-0.03565182695146587,-0.00015397035726837278,-0.004424623422573353,-0.00881344387636584,0.06501654233095809,-0.0007316395708026123,-0.027575279379010272,-0.014371429084689705,0.011638431781904851,-0.06655797675994633,-0.06276219313246191,0.01107800048692347,-0.021313328309099242,-0.0008349763187803639,-0.03972306903403385,0.029621257814605218,0.042517550635520096,-2.6538007117005484e-06,-0.005229728855329842,0.07038435186364664,-0.013428144157560058,0.0006263053951182996,-0.004586460889789234,-0.006633311282562552,1
TCGA-G3-A25Y,0.0011772215210865437,-0.02345171892624932,-0.14772505726078392,-0.0009596879511628803,-0.017497372185441614,-0.010962486022114647,0.038421070961679536,-0.002308638820878582,-0.09011810429492435,-0.041391911605931364,0.044942944512869405,-0.1854569405235798,-0.16105432876474932,0.018310356472066334,-0.06290213104943568,-0.05269088259746357,-0.1641751365921918,0.002221895594363296,0.09228074073011473,-3.1601179527486796e-06,-0.010637898522586724,0.19366884835915088,-0.0047288893162989185,0.0031882024801989247,-0.010861271052504002,-0.011798404919907586,0
TCGA-DD-A73D,0.004682642027340169,-0.026774232273374617,-0.09529705760288992,-0.00020116683596348593,-0.004706067662811452,-0.005901029552503678,0.12411623043946025,-0.00027728378020020524,-0.04913776308405009,-0.028490181971509487,0.03655906844992113,-0.05152726562446795,-0.03405778119655159,0.01128200861793719,-0.03462590805054072,-0.003797030217489084,-0.04267999703123367,0.028741006904356974,0.0583756359528452,-0.0,-0.011553269320296785,0.061999214884628,-0.017380237405599002,0.0008107374816627343,-0.0042761797947495515,-0.009598014346212453,1
TCGA-2Y-A9GT,0.0035085057378105916,-0.028948110993183805,-0.04241812779505848,-0.0003219224573675104,-0.00690020324995659,-0.012895654402849835,0.09574387712612525,-3.448671508338672e-05,-0.05468116787312611,-0.01895274088077681,0.011507842309772448,-0.15229861619969018,-0.041481617890235876,0.009767462518941063,-0.020724819936713094,-0.0063844152552066154,-0.060533543693454324,0.02137285793650857,0.05403407957798875,-0.0,-0.005869662402937488,0.0817895212095695,-0.016157618129188197,0.00030277096653207313,-0.007569972008160003,-0.00673637440192013,1
TCGA-DD-A114,0.000691018410866298,-0.06599193466733173,-0.11162602551622276,-0.008598369322182354,-0.03666920014077338,-0.021318417449950097,0.0312181811831186,-0.0033780653098314174,-0.07516065243960326,-0.07638930161708632,0.05455555473237817,-0.29893509287564246,-0.24329980181279878,0.07875427471388698,-0.06225030958334211,-0.22360743933225766,-0.13821450628655813,0.009054721494429626,0.2194583145204519,-0.0,-0.009630324905066441,0.23999997675842286,-0.0011499417689824812,0.002430365898234482,-0.01718366577233327,-0.011077450673534689,1
TCGA-WX-AA46,0.00231564747964247,-0.019791365287940833,-0.06517195949879853,-0.00011658238115473595,-0.005654770255361719,-0.008832124521452841,0.0697207200314275,-0.0008001275833546483,-0.042660787073107824,-0.019643861897745564,0.016026718778637955,-0.06636766604384285,-0.048658470126198256,0.011487370342006815,-0.024112413920730925,-0.0019547877677891646,-0.03855031546505097,0.04062370413103477,0.03501150911732159,-0.0,-0.005824402233169077,0.08312195981345144,-0.0225130869458145,0.0007480646189231025,-0.0038299589383941264,-0.006634972391294079,1
TCGA-NI-A8LF,0.0009949675883499283,-0.023767884594000605,-0.04942034090998149,-0.00022916733484230418,-0.0034969206709447006,-0.008631206791919976,0.08545165680150493,-0.0004991613074051351,-0.06231674012469492,-0.0222351195000706,0.02452619589852199,-0.07879484622149478,-0.09561179775263395,0.008150167878257328,-0.013421631679517992,-0.004942591109454036,-0.031398936742851276,0.01576912457178243,0.031944261616631706,-5.263953385379707e-06,-0.004193121574988242,0.08489787630645307,-0.010282431324902884,0.0005833269410490879,-0.003790113358562824,-0.004611923769190181,1
TCGA-EP-A2KB,0.0032711779731856494,-0.015592741298991394,-0.06454334602469392,-0.0003852613254526098,-0.007738706361834601,-0.006265964497841537,0.0790821294441457,-0.001265184625918311,-0.02535744056577339,-0.013745623755371934,0.04229658513294241,-0.06928052801527193,-0.14072129375329226,0.010590777373636713,-0.031484267689591526,-0.037424500780095564,-0.09665415211407723,0.007955793129680287,0.04456141108588197,-1.0807254214096312e-05,-0.013340400591906248,0.09642844212086513,-0.008305885230899177,0.0007700695623261076,-0.007334418297266004,-0.006043006130402143,0
TCGA-G3-A7M9,0.0008342906877402884,-0.049029727012209125,-0.14433279591192802,-0.005509227700667999,-0.01849560989171156,-0.021963101295146857,0.03269750143416035,-0.0030329799662313305,-0.08267964972069972,-0.08232738522327067,0.08079351987158628,-0.33218333688209284,-0.35696801433566916,0.06878723302041113,-0.11805834014661915,-0.5842761256644785,-0.08639601274061398,0.0033020995990767,0.1993583457607206,-0.003741099527636201,-0.020649780220172047,0.5074261485247924,-0.0026177730593203914,0.00220107432527409,-0.01074038055605093,-0.017329632540771057,0
TCGA-DD-AAVW,0.0005641076556301255,-0.01485899508853425,-0.08329719729819685,-0.0005920032772701896,-0.00799279118787514,-0.006541336021462166,0.042582761687154795,-0.00013246262192866053,-0.22437105083883105,-0.02062224651882188,0.05829330892661441,-0.09087409749878475,-0.08727063893581609,0.011079056289507075,-0.04019711682612217,-0.012958768817162817,-0.03892957487279151,0.005206196044227212,0.05297137999234878,-0.0,-0.006207170121402,0.09620652730468048,-0.00836293580243184,0.0011616691463793016,-0.006633826508284242,-0.005406090763088439,1
TCGA-DD-AACQ,0.0024532341155043364,-0.029744429777238998,-0.06699171533017324,-0.0009651520273651085,-0.01470944456643248,-0.01667448203759199,0.04337804569568862,-0.0005094188190216055,-0.2507538212585319,-0.03428562267637628,0.010007188963755357,-0.18758749516873577,-0.060001297746304326,0.01780444836023587,-0.020309792875791974,-0.02651541655420076,-0.040368745581709005,0.011817007475132577,0.07084497202881519,-2.4154824241037557e-05,-0.01340573086579805,0.14787381184662324,-0.024118573088752093,0.0008703881524319291,-0.006924681190959966,-0.007832445841717786,0
TCGA-DD-A1EF,0.005572373836439852,-0.02782367969536665,-0.07336312834849734,-0.0008587667875733789,-0.008973639435968664,-0.010921995291910652,0.046381403437057045,-0.0007226691513464303,-0.006965707743210532,-0.030330888034571808,0.04478053007484586,-0.2246960757706455,-0.10816962272580882,0.016696559515839055,-0.04567722000619244,-0.045333630241806866,-0.04050260184326449,0.009434914578239605,0.08857892628775203,-0.0,-0.012885137384479297,0.09654557262298825,-0.012949305058506859,0.002464578741567862,-0.004701507668701926,-0.010638979950080646,0
TCGA-DD-AAVZ,0.0017848260444769505,-0.020127184334478583,-0.09752554986866376,-0.0003016623475541685,-0.006135232704081706,-0.0059826445805251025,0.04455060473683202,-0.0005676738359983195,-0.10271411816883576,-0.026462742506012178,0.04056423949959172,-0.11215407437236506,-0.09818318922644179,0.010417506633736475,-0.04280013792966352,-0.023674008921927045,-0.09516546898153061,0.00790682964914627,0.05210476472277259,-0.0,-0.00963692428889744,0.10271560648753095,-0.009446230701573433,0.0008744323719774308,-0.005664209367593227,-0.007340059330380749,1
TCGA-DD-AAVP,0.0010485526735821954,-0.035356213410825225,-0.17408835481448123,-0.0007998833855193935,-0.004224363109936006,-0.01478476103592349,0.05981269808717456,-0.004131815898145728,-0.08137904397058865,-0.06041710755528408,0.025099923965879647,-0.12177621096573418,-0.14481637439790826,0.026510997128192233,-0.029987279392127003,-0.01256862135843956,-0.09446754531240961,0.03306536592642971,0.0915147551139809,-1.3465419729599e-05,-0.016311435940551143,0.09597993430327587,-0.018935591561230005,0.0011311682068768315,-0.004853906858379466,-0.014495000075755504,1
TCGA-UB-A7MA,0.0030860836685394455,-0.02113231919300984,-0.15752639012647707,-0.000733833299267905,-0.004076751452101348,-0.006606324699385602,0.0674987521828872,-0.0031210832633061627,-0.06888362016589543,-0.028258393286750998,0.07061326336656443,-0.1429675466356527,-0.08170383103735188,0.015268914091032003,-0.03839876163731705,-0.0895189510556029,-0.171728371961986,0.0030296179328991846,0.05472826763239686,-0.0,-0.017958507981470435,0.08124333429156104,-0.00018759260157906617,0.0039919895473404365,-0.00897795821484331,-0.01639344075032724,1
TCGA-PD-A5DF,0.0037675672447368327,-0.046971575299652416,-0.09443828186475475,-0.0005764808592697873,-0.007837163817890591,-0.029311410465937774,0.057114347008669984,-0.0006844339335714606,-0.08620409966131445,-0.06259051841725989,0.027771572665536436,-0.1869822267299959,-0.07212209695488052,0.037407930179213456,-0.030644796746849765,-0.0467119487389204,-0.1252287217381078,0.013929337754830146,0.15359977230249,-2.3993326500358412e-05,-0.010379075765184107,0.1164884651696145,-8.90767719107165e-05,0.0014077677433578595,-0.009320199255427182,-0.029860024444148998,0
TCGA-XR-A8TF,0.001116888103972531,-0.026869101756094402,-0.09779936359656219,-0.0002442224609744381,-0.008719653978260564,-0.006468821328251882,0.053073577768005475,-0.0020974576424266787,-0.10237295975146093,-0.02539029171734397,0.028463127540439236,-0.05224181356909578,-0.1321150237479753,0.010336366851593328,-0.03651084647102076,-0.01386578571230365,-0.08684795753769378,0.019919382063576033,0.029247439089157896,-7.861011647652447e-06,-0.006086985188941335,0.16491246590411987,-0.008632483103924192,0.0007928018382365209,-0.004008203604683648,-0.008415280136697595,1
TCGA-CC-A5UE,8.566659623177173e-05,-0.10951124131466296,-0.20113792788731824,-0.019598059022353034,-0.03988215924039158,-0.021083786243775115,0.022173064438513263,-0.0013705006354834013,-0.1985472220767966,-0.10225132310513856,0.05579001847207343,-0.10555846261253803,-0.08948472505620841,0.07656359805472206,-0.04401931569931422,-0.2108462757908145,-0.10134876467660968,0.014907062451316067,0.21327811434804017,-5.688212314947623e-05,-0.02302786818367197,0.10698647302440546,-0.012602552646673532,0.0015275926388994263,-0.016125456519973172,-0.02681355516263975,0
TCGA-GJ-A6C0,0.00025792535816240516,-0.03209326227293243,-0.07825006765124075,-0.0006726735843506712,-0.017637796200563355,-0.052208966393843696,0.01664126215984691,-0.0001581431750315592,-0.1235616970360166,-0.07731274194847691,0.023728287906001705,-0.349550437765461,-0.11703380076606064,0.1025289997226847,-0.029080888913631194,-0.06391402323154828,-0.15907161474032694,0.019953534966699882,0.1850344495288721,-0.0006068430374151956,-0.01407192053336188,0.15376888801293873,-0.003809443695596907,0.005949476453818873,-0.013807971262893586,-0.009046228735333872,0
TCGA-ZP-A9CZ,0.001309078441199758,-0.03294084326161228,-0.10133982935892125,-0.0008728456900995264,-0.0064251563753544,-0.004970664310704049,0.035347626179311,-6.303319339652775e-05,-0.056005971761047366,-0.0325709170388268,0.026878607330514167,-0.18108344685005384,-0.16162372926967014,0.019765420277813788,-0.036197830199418454,-0.0923743906876898,-0.10808547685091546,0.011522011259428902,0.06437545073092724,-0.0,-0.010877974678667223,0.18192136248269875,-0.00684708602277619,0.0013096374208820848,-0.010949276536157453,-0.008026328634732656,1
TCGA-2Y-A9GW,0.0012572514482356671,-0.030213057498543406,-0.0759544379762898,-0.0016945761271235098,-0.010539849969057812,-0.008981550483130272,0.02353710620736876,-0.0006084293028033398,-0.08098816456201992,-0.03739188048650187,0.030145057925484366,-0.12151454895107879,-0.04242295741492373,0.0221339157495468,-0.02661614337776639,-0.011368089745556982,-0.049953861429329845,0.011281251831376075,0.06803677848039674,-0.0,-0.00642224476566122,0.05606129639050895,-0.01079280177907198,0.0007872716031370906,-0.004958529708706619,-0.006550846737898163,1
