,FAM50A,RAMP3,CKS2,SPP2,HSPA8,MTARC2,PRDX1,RAB10,MMP12,PSMA7,SEC61A1,VASP,RPN2,PAEP,H2AZ1,HDGF,CD63,HTATIP2,APEX1,PKM,PPIA,class
TCGA-RG-A7D4,-0.008432882847571467,0.011161792052867698,-0.1287883932501938,0.0001959497700121317,-0.053353103762845015,0.049534972778457115,-0.013680084656935914,-0.027405255436715764,0.001061867857266238,-0.046560405234512464,-0.09678596775131636,0.016520956823811446,0.16502925046304617,0.0,-0.0565571130332864,-0.025480412023824228,0.03814991375874652,-0.04008141836780351,-0.061892112140705356,0.005860915791630154,-0.09860867286884756,1
TCGA-2Y-A9H7,-0.006965957315359885,0.045036319349423974,-0.059172292227775695,0.0006473795853698835,-0.08757702342344441,0.13007928297719387,-0.0019708524965633763,-0.017886063466671518,8.492819653216601e-06,-0.020943289157268407,-0.14457034348944497,0.013481159197785662,0.12825960990022317,0.0,-0.023578265504536015,-0.03191811425346674,0.051746377718335214,-0.02542992769690186,-0.06347234680919243,0.0048468481726152484,-0.06980827363508992,1
TCGA-DD-A11D,-0.008474499969173052,0.023873404723289044,-0.023808624320744567,0.00021065252000169264,-0.08011864153794855,0.14744835555563232,-0.007966371577679928,-0.02473843815254707,0.0001651787072397088,-0.033508685389454826,-0.17349666551220122,0.01724003874006367,0.14789600479321377,5.786827876162874e-06,-0.013792954715012922,-0.0335420541360384,0.07099342056659873,-0.10564533241381904,-0.031521339529967975,0.003678804914444758,-0.06769281789559534,1
TCGA-DD-A4NB,-0.005877196359729374,0.05610609658488658,-0.027302536138973977,7.012564389382455e-08,-0.10775185549070904,0.14240634730751747,-0.010947931220594004,-0.05073047036714768,0.0,-0.05764581591261847,-0.1730564508104937,0.016967588805035513,0.11015356619820695,0.0014917907839085444,-0.014154500527757907,-0.016100426017673627,0.0582651224110931,-0.07537199585530571,-0.03247972616070831,0.00914931795647398,-0.06831901162934685,1
TCGA-DD-AADJ,-0.004427951789569163,0.023220666903305445,-0.047398026007344995,0.0006273818422399926,-0.03968842218153046,0.14066202862943702,-0.004355115120027688,-0.013752961419334275,0.0,-0.03233723856001186,-0.12724338078342143,0.009803992503608708,0.10685899071588137,0.0,-0.017772875317203445,-0.026304378282801594,0.05763823781013572,-0.050010339838859705,-0.05324736576141826,0.0044770063110636,-0.07770361198505193,1
TCGA-MI-A75G,-0.018238803833066607,0.020669044212073263,-0.05175272587932979,0.00011480901774730074,-0.06656836019708405,0.13553413312109144,-0.009928739171298868,-0.024450782364871474,2.736943833556131e-05,-0.13186915832510582,-0.12509976718047466,0.013353145353414999,0.15752687328483064,2.303040589099164e-05,-0.019058040784812675,-0.034629769750042075,0.04137561120097768,-0.07112945054015739,-0.04225273064566128,0.0027227236201531105,-0.08671628923226146,1
TCGA-CC-5262,-0.014615023799857414,0.03957833587733889,-0.11313416431628284,3.101238347657775e-05,-0.14427621698520265,0.06827431716796592,-0.009481166661077218,-0.03353291373591156,0.00038725267114061475,-0.04287996348621023,-0.22370577744137957,0.03338669229001677,0.16683175697226432,0.00043468847319124755,-0.047826310864269514,-0.042730809402284284,0.07729793108016175,-0.11735004516124384,-0.09002847454627967,0.009097961940593582,-0.12443538760404838,0
TCGA-DD-AAW1,-0.016791565086332394,0.041133583642299805,-0.029068332770374378,3.9851022753117534e-05,-0.07121956284427551,0.12801641899060745,-0.008415525521052793,-0.0215416520569738,4.521762963802432e-05,-0.03720739392711857,-0.10813609472754894,0.008359100419256289,0.08807578145598428,0.0,-0.011574186790657269,-0.02797139464684095,0.031279780194621944,-0.05034884853511639,-0.057882447675020356,0.0013496259324034814,-0.0464588663290805,1
TCGA-DD-A4NP,-0.006709880524641091,0.03379953398692853,-0.015997448859627308,0.00022985532382466267,-0.04074018671616899,0.13208989701173388,-0.00496446138710945,-0.01322937777433216,0.0,-0.033059251201852616,-0.09255885797164722,0.009220670774315277,0.10241602682452314,2.0040962341689607e-06,-0.009211419956019203,-0.016575338129626378,0.024284462491408535,-0.01899031967038736,-0.03787059011640388,0.0017962130412581836,-0.0384062438089177,1
TCGA-DD-AACL,-0.02778178365434066,0.013995009687981693,-0.2659197525870611,1.2558652577203284e-06,-0.072600133773093,0.043877177541847195,-0.01457774626140313,-0.026466353088434338,0.002669963353556739,-0.05202860026068288,-0.28833524275227096,0.03778781003007277,0.15945364074816581,0.000485400458316698,-0.045308329501571765,-0.03513042384993565,0.1076101725792436,-0.04659366358187229,-0.07748353913369153,0.02878126970411442,-0.11562989382926964,0
TCGA-ZP-A9D0,-0.006342265093485626,0.021328319277797436,-0.017578107807829913,0.00043904175764506,-0.1266917725403619,0.2805233771997256,-0.006453601022480863,-0.061434434004413827,1.0350623952357732e-05,-0.051150370985146666,-0.16265850629478265,0.007625455378938387,0.14400082818874121,0.0,-0.01669647669738933,-0.02893018827840623,0.037940235474840635,-0.05260878667510844,-0.060991525617837244,0.0038357607272614183,-0.047531341633497336,1
TCGA-BC-A10W,-0.015545785301324673,0.006649489016499591,-0.12607590141049457,0.0,-0.19959730663455658,0.047367160390335505,-0.06421488871767178,-0.08715865294212118,0.003491378254391282,-0.06570686702698961,-0.2946416828655071,0.02830712773368513,0.2695069700371416,9.895225156209243e-06,-0.07739209255312716,-0.08435723663165098,0.06711849568792426,-0.12649978424727498,-0.09247879350527001,0.023341297666580878,-0.1097625075931354,0
TCGA-DD-AACD,-0.02023835720361224,0.02298742290905205,-0.08155866679680213,1.3337523049149712e-05,-0.030885536739406767,0.11297325414875711,-0.005287707792040821,-0.014605583196291254,4.156837119328281e-05,-0.0381486871183076,-0.09210499654236189,0.008346883330374442,0.08023206752295116,1.3110129531855285e-05,-0.01971534213765743,-0.01249984497047619,0.02331254914776999,-0.05624804316207225,-0.024547685532595176,0.00267042041729516,-0.1468869998628577,0
TCGA-DD-A4NH,-0.016605677257572147,0.005503127470972839,-0.14963089119218276,1.1326188535465322e-07,-0.10849442743108183,0.09536311419499738,-0.0053076911338571595,-0.060719457017120115,0.018180373346164798,-0.03415923218330658,-0.49502728579797883,0.03844943621672848,0.2946943646478124,0.0015329081583129109,-0.03692897006869621,-0.035987553592553415,0.15154317339995255,-0.11122208583592214,-0.02612159261032572,0.03978351640989264,-0.07710854809122372,1
TCGA-DD-A3A2,-0.004440818775398143,0.03278354732343554,-0.014314289843111222,0.0002056708691433665,-0.03910769467328967,0.1166348993933463,-0.003883544484138321,-0.010214973045684986,0.0,-0.02485688947021305,-0.07779920384742056,0.00674352320907632,0.05712433486615759,0.0,-0.006831634248292842,-0.010324593978792974,0.020946886101574462,-0.0006943581568209933,-0.020519687278307903,0.0012318975217302849,-0.06728302886836954,1
