,DDOST,PTTG1,KIAA2013,ARCN1,PON1,GPLD1,SEC61A1,S100A16,PAEP,CA9,NUDC,DAP,EIF3D,HDGF,LSM10,FAM50A,PCNA,DAD1,SPP1,AGR2,HSPA8,HTATIP2,HSPD1,BRK1,ILF2,SLC25A15,SLC17A2,RAMP3,class
TCGA-GJ-A6C0,0.0833812821572158,-0.02825404113671421,-0.03674072959486369,0.016709711681972706,0.00027042744960359015,0.012937201810391829,-0.3551917492901117,0.014382205553107902,0.0006344879297978296,0.0019114909831679334,-0.02996435273132031,0.02073229355427042,0.010694472074781513,-0.07295084392690736,-0.14132045391593318,-3.251493247506766e-05,-0.04479709377670514,-0.05656999046201734,0.0006129591629713112,0.013660720197255722,-0.09774146939050583,-0.08817422852369314,-0.03361835700948879,0.0460179611655024,0.06679809375551388,0.011230760158129063,0.0016341652210662163,0.00790579668813298,0
TCGA-ZP-A9CZ,0.029009233875423993,-0.03343753493968502,-0.003497978335153396,0.013073571526397739,0.14125721276774605,0.0028269708946301077,-0.1840059096058411,0.012955617485669582,8.907804158575764e-06,2.3304199380622454e-05,-0.012542011023331691,0.02227559703243014,0.012918562512135147,-0.09637084557108067,-0.08206327936953801,-3.084747323689517e-05,-0.15215913758212504,-0.06255072620649683,6.94224751167723e-05,5.556378447974982e-05,-0.12879172382363763,-0.0399661340950234,-0.050482408084989557,0.044077483134357484,0.1170923373844955,0.03387622243653371,0.00829406800284143,0.032920575460963546,1
TCGA-2Y-A9GW,0.03065912233092982,-0.006970068472003489,-0.006320537264691334,0.014339751405173478,0.08441738585497471,0.010829150559281462,-0.12347564340655307,0.007454337420160583,1.9194313461343826e-05,2.6766214440941398e-05,-0.016026196945569213,0.011144386778707834,0.009660279285283822,-0.05993363465539322,-0.06796858102824457,-4.036048697399664e-05,-0.02952752794250161,-0.051979715316665585,0.0028123421933639206,7.65566071397387e-05,-0.10117250355412065,-0.05779354849524673,-0.03823331752549834,0.02945501379727051,0.060842026911722795,0.007813107547262126,0.00796570219182632,0.04646447906149443,1
TCGA-WX-AA47,0.017680436163104864,-0.006564301939117164,-0.003864770078140103,0.007539614455618232,0.0243073982989516,0.00012950680216564355,-0.12888211437330893,0.0038124417134457952,0.019343262507169934,8.369782689384517e-05,-0.007876505262994929,0.010373368756346878,0.006685097106592217,-0.020389358385767383,-0.0829161169125585,-2.035079588513518e-05,-0.020006943931999886,-0.02149931416513238,0.00020977181591237974,0.006852696832672264,-0.007257817135999024,-0.0390966255560777,-0.034304055887602436,0.019231457638605145,0.013285971283324767,0.016144065340467428,0.00542425692919412,0.011644496828293107,0
TCGA-ED-A66Y,0.0677330818378245,-0.01676247380921861,-0.011320486444265912,0.0318296970262161,0.022410068258939337,0.005691738377997986,-0.13232513225906628,0.0032394866546339596,2.357488016062148e-05,0.003021754814807969,-0.014298659443783905,0.00556779922153887,0.020591403786148627,-0.09934573157099834,-0.0714143584695644,-3.194738571216691e-05,-0.1162988146010969,-0.051979976097474984,6.140094769192434e-05,5.876136673921832e-05,-0.11558388730669125,-0.027702956732710823,-0.04066691782359768,0.047461318452195395,0.07311820006611461,0.009617562118003253,0.00044049980336213773,0.00894734981996327,0
TCGA-DD-AACT,0.027189953239934173,-0.007920135024191454,-0.007861554379085684,0.015809813649187925,0.06377390033418961,0.006435190147038092,-0.11340845360421865,0.005528318934074507,0.0,1.4570622368202606e-05,-0.012880588387080737,0.013832828324847541,0.007598471773360488,-0.07277333423674846,-0.06635725409144426,-1.5971367878871192e-05,-0.04135858156168281,-0.04636100002711335,2.9026410235464894e-05,0.0,-0.05145043109476333,-0.06036577369036659,-0.02265495779664183,0.026410015533885403,0.05057222671814373,0.003564686037913647,0.01321161208504625,0.05659358768864725,1
TCGA-DD-AADK,0.021583589430167784,-0.011992785383697937,-0.00421975336439444,0.01174080861201511,0.048264905378947225,0.00992716706049784,-0.13606478071048067,0.010181589238525971,1.2134560879025822e-05,1.763051589701445e-05,-0.020317698781753653,0.012444821313577142,0.011407546035465085,-0.0601004654129942,-0.05931382701476136,-2.2826265808425683e-05,-0.02586269030347118,-0.04874745056711539,0.00026050923135460835,0.00014120337890725413,-0.0788461933996255,-0.06301457008754624,-0.046439616990356335,0.03597626331859303,0.05589878066476254,0.003124204138165804,0.007344466222049838,0.0702830010884476,1
TCGA-BC-A216,0.026236269779603187,-0.0813765991432561,-0.00999891206928478,0.021218695815232592,0.06209867040487841,0.005202736096913284,-0.16785912325074168,0.009167873881635851,9.396706691977289e-06,0.00011830541119917502,-0.014587782384403192,0.011524293973231578,0.010474422804888807,-0.08657605932615121,-0.07669240747431275,-2.5763847481502632e-05,-0.06546509141224097,-0.03215252770140487,4.486267092448419e-05,0.060867368562139285,-0.04622924454073216,-0.023422910134612816,-0.029211343425033526,0.03850604271592339,0.05405033165161331,0.008685696695902233,0.00529583341111876,0.002597075870557651,1
TCGA-DD-A39W,0.0223511061031494,-0.005602450284704571,-0.009247575365752632,0.021137658900188084,0.0608076813788894,0.0019001700130526276,-0.07448637860422147,0.005898158880318368,4.009000773892496e-06,2.3247651040254265e-06,-0.016403226791437978,0.04258905166318146,0.017609054674118697,-0.09433372105587289,-0.08945991279707331,-2.245628803932989e-05,-0.026117614750744613,-0.0312404298130849,2.0951007922053052e-05,0.0,-0.18064507110592304,-0.022798240377562024,-0.08158086336867891,0.05838543877900397,0.07559242587028457,0.006783325848701978,0.03789340838560998,0.028635904166314886,1
TCGA-DD-A1EJ,0.04841482866563562,-0.018857100123818187,-0.011335388878792003,0.030206729270785375,0.023646721161202144,0.0007345374792434628,-0.21781709254267143,0.006577482840594652,0.00010266953201432001,0.0023616786039879923,-0.02289854620757581,0.015429220524364561,0.04184222288979049,-0.10502449809356004,-0.0816710699731566,-3.394913702268881e-05,-0.0693205635109349,-0.08228312566668873,0.00027169270555475825,1.3114721441008504e-05,-0.13765834373557034,-0.035725791083178624,-0.09422559337457356,0.10613438045218034,0.08627760550621622,0.005227672614138669,0.009653390140285626,0.006741718293977383,1
TCGA-DD-AAED,0.014415129502508747,-0.009730982320984781,-0.009719346180604917,0.010685575212865268,0.15351175989138782,0.007157746820794865,-0.08003736031161858,0.013766016207680502,4.947693638023421e-06,0.002125413354780781,-0.016941204637526963,0.005863756886186582,0.016457576959489236,-0.058738917262497664,-0.09263179734325346,-3.859152175396779e-05,-0.015286447737424838,-0.03146441785176723,2.863622792514932e-05,0.015565367021373918,-0.013000256287167347,-0.04658951156241312,-0.03505856266077427,0.020510562705834238,0.030720279756470962,0.002503702581102539,0.0007726820175478845,0.0007286098211292858,1
TCGA-DD-A115,0.039314231836345186,-0.037825807507114624,-0.011121201848382091,0.025678807298955587,0.1701392242698481,0.0189554171379021,-0.14793173548604957,0.0043599739576109745,7.152644063664294e-05,8.31260603412335e-06,-0.020583204015437423,0.02829345469358358,0.008890889601915744,-0.050026672366691664,-0.11428023076474383,-2.4446216209919654e-05,-0.04928054954933709,-0.04000589642329632,8.17879939375015e-06,3.568316434479346e-05,-0.13080359210748413,-0.03907475707285568,-0.02315094109830827,0.055778710275993536,0.037188822823833574,0.016124347808073276,0.007358894087694931,0.054993156700813645,1
TCGA-GJ-A9DB,0.055024670652222975,-0.013931005440958755,-0.016452260695165127,0.020981572032292475,0.11702712535802284,0.02067566112569927,-0.163780530301051,0.009153515416961178,0.002234969041191726,2.535250593173675e-05,-0.01930196669050652,0.029519887855371737,0.01334938281757876,-0.05904895282071308,-0.12620862587335727,-3.979387741121246e-05,-0.06430656116788884,-0.0444464493691644,0.00019187755090549098,2.4190404919457387e-05,-0.13025401840958103,-0.07903673174455732,-0.027229671287212633,0.05570770830719949,0.052588884465553376,0.0150374806729849,0.011828708919881041,0.07833413077171969,0
TCGA-G3-A3CH,0.02436807627030032,-0.007837951496757468,-0.005741409473642925,0.014731033202080789,0.18753995820328823,0.021910325919693645,-0.08073170472641196,0.007312791249100448,3.5885445951671854e-06,2.291464414697495e-05,-0.013438785597254468,0.015917732416205498,0.010501611191280485,-0.06175661349647496,-0.06842506918681072,-2.1922588619100707e-05,-0.0883092357506885,-0.026159297154666313,5.67862678315514e-06,0.0,-0.11298785276776711,-0.05108748673394552,-0.03656626716726038,0.03064750031323505,0.031469557944096165,0.012829541077794635,0.005559506534241352,0.05648149387001198,1
TCGA-2Y-A9H8,0.03518121157816562,-0.013810500819536081,-0.009969066667772418,0.012737725492394133,0.01490618852052717,0.0007263363326305503,-0.07474205621170017,0.0023924535017000445,7.441096558371193e-06,0.00023984036094826645,-0.026227401481702606,0.024210932021207367,0.011514288818171342,-0.05167954431747027,-0.06760535154837358,-3.256218898863787e-05,-0.047913153931568774,-0.04434146808593688,9.192287884316413e-05,0.0007324317045057931,-0.09905621054372422,-0.02451658638197555,-0.04746392877853325,0.0375046561057248,0.08360192382090932,0.004051740890520795,0.01568088699178493,0.011989795294846246,0
TCGA-DD-A73G,0.020637724974905475,-0.020710717195572412,-0.007105840169854121,0.007325561769666057,0.08102483237004754,0.002076459008071059,-0.205000177607305,0.009087381220018313,1.3796829492591003e-05,0.00015428900512013075,-0.02691813406305653,0.01594624966855621,0.016441936096953297,-0.07578016253051194,-0.12598354125865616,-5.670017449868046e-05,-0.014214639598661658,-0.07240845622943533,8.836713619794777e-06,0.0001891671127992817,-0.08909278258877266,-0.02234290956695953,-0.02723576427273145,0.07104937474850065,0.051070807985129245,0.003921951470299077,0.009355927886652265,0.013723890205216555,1
TCGA-DD-A4NI,0.01727106519597557,-0.0016515532991743646,-0.005400680102551804,0.011802556987775452,0.22153734141013048,0.04161896488825298,-0.04963053121392713,0.004835244951486282,0.0,0.0,-0.0076592596013016065,0.01331527307621001,0.006140826688043554,-0.05123150166917746,-0.04584470266069627,-1.1505501184932637e-05,-0.020352907318562687,-0.02387091153729468,1.1615130319497164e-05,0.0001337886954070373,-0.04190778800075209,-0.03165094270228778,-0.021157440000319983,0.026270001106118906,0.025690389429771875,0.040067121243382374,0.009497662274322777,0.035304602354462034,1
TCGA-DD-A39Z,0.03437199354481775,-0.01940179037829283,-0.00905039845779816,0.011042488339775343,0.11031058922674432,0.0036512217863869955,-0.13176799881291257,0.008700919558527575,0.0,0.0002446281204327729,-0.029253447338523437,0.006881493979828277,0.02161874561932892,-0.06903753491548416,-0.16285623608301844,-4.2595204605803235e-05,-0.03705986314553431,-0.05236377741913516,2.9381524592401225e-06,3.313436689159393e-05,-0.07034841973940771,-0.020632441258231167,-0.028064124694594246,0.0568580942282298,0.04829387362524382,0.0025534557811221904,0.0027789310339172463,0.02408726430506928,0
TCGA-ED-A459,0.034459100004793325,-0.024499354396168845,-0.014289151381931823,0.0385213672548617,0.1270708573895691,0.008009382410807044,-0.24648923599039657,0.00882899086273917,0.009016663196662947,0.001682972856591164,-0.014481394080362517,0.0365227086945722,0.012185711262459847,-0.04191462128217183,-0.12514900682080013,-8.507895449005111e-05,-0.07761192912524001,-0.03717763783898675,0.0002727299614123221,0.003998599786351304,-0.18404258284182987,-0.0888178677719538,-0.0736065733680296,0.041175601222654255,0.06537304212039075,0.0034680771963982167,0.02065127119268565,0.0016906010943067776,1
TCGA-BC-A10U,0.043814333806169836,-0.007983509216286799,-0.017972944025369298,0.028774893404625,0.13803531519831846,0.03393220845376607,-0.20798479455635363,0.011562389111596875,0.0010598429119078234,0.005933296914238342,-0.023714567465537725,0.02932472701978754,0.015922412424180046,-0.10889931254573317,-0.12152041622194476,-0.00010379761637217689,-0.02554043095910269,-0.043951850218397474,0.00019259517099127026,0.001615196116978482,-0.07070355340191176,-0.07416522775441717,-0.030054674502721854,0.05584124078361178,0.06913106116417937,0.009188211083316623,0.007249428474800543,0.004403483670236834,1
TCGA-FV-A3R2,0.04371004121224632,-0.018788028498197027,-0.014783985166626391,0.024768738945457336,0.18439884183731878,0.004588291929810209,-0.24958025639573928,0.011300134951542928,0.0,2.3561808486744186e-06,-0.025352941140745187,0.027135343368244885,0.01520290402234303,-0.06773407511789854,-0.20793351569146176,-5.911919613802669e-05,-0.05133420609599919,-0.041155066743952855,4.179081676008857e-06,0.0,-0.15342652721806796,-0.07123819114563751,-0.06297150515218289,0.09280229007131145,0.04655238639270242,0.011150017216335809,0.028081435833900537,0.01291607213369515,0
TCGA-DD-AACH,0.05971493709619902,-0.08174794693388375,-0.00870465657246481,0.035692565193558554,0.0533347452756921,0.0047175134747023595,-0.20182613776106312,0.01516543751739427,4.0295346802953596e-05,0.005567517116141196,-0.03296786710951409,0.03057750127462753,0.02809499627767952,-0.2598790375891317,-0.12340846867730305,-5.398366391463941e-05,-0.3309394562747811,-0.05802323120643407,0.0007137410938026991,0.13953739220829917,-0.2167994449067917,-0.28349557994549107,-0.05689741740876498,0.05618230266625216,0.2102806898030205,0.008853101372814944,0.0002698166013972776,0.021594856479672644,0
TCGA-CC-A3MB,0.033618743126698276,-0.049722204803081343,-0.01129208670049996,0.03305266556698511,0.07876250881767226,0.005751927662704925,-0.2641254851461892,0.014988427294987863,3.0800859604296e-06,3.575111741055318e-06,-0.029832236333916243,0.020094918018083004,0.035438862385131255,-0.14223339576697996,-0.08446469034593777,-5.965430135843073e-05,-0.12135876038852605,-0.038271035081319904,1.2361658882066839e-05,0.0018347634321286528,-0.1993891602012384,-0.11046949378714878,-0.07871363766758227,0.035296300203763675,0.08371841477113959,0.009361322537078179,0.008834942312358143,0.011799907658861571,0
TCGA-G3-A5SJ,0.08150519125682852,-0.015918863412225287,-0.012756146183833006,0.012354109011098449,0.08428734546897831,0.0003622054230172376,-0.13061630512347847,0.01187370620357562,0.0009710875459941107,0.002637571673495442,-0.04532399343417262,0.01850097698700703,0.019522826951737213,-0.07882113820743998,-0.1242767767020697,-3.3928734897074216e-05,-0.058087699704527165,-0.0736616440781542,0.005810038148535831,0.15658986668918531,-0.10612618262824598,-0.02627066561401698,-0.06236156398073484,0.07523416960644634,0.07262113003307803,0.0018840667579884795,0.005213361869431321,0.016329099065769823,1
TCGA-CC-A8HU,0.04387271179138181,-0.03813573228151193,-0.013520804555944234,0.008685228438842441,0.019358280351845593,0.003179120998756731,-0.14451958697511239,0.007358726709772219,1.3669714833906607e-05,5.2960662329271135e-05,-0.04029585811182791,0.016991439848737626,0.012120203480984706,-0.11817048458128884,-0.15609781450103938,-8.477133657486565e-05,-0.20095793619912605,-0.059855556541349664,0.00022068353400542923,0.0,-0.04922630387556312,-0.06372784816566376,-0.10837207770578362,0.06101599861471598,0.12087865008610585,0.004839753132735451,0.013813455762289005,0.0066333373620792386,0
TCGA-XR-A8TG,0.023129185291750103,-0.0268916521007335,-0.008269256885213828,0.03596593640032228,0.10485531952272817,0.04063489860902185,-0.13946950572446706,0.007060589952033304,0.00013301082323721858,1.9320682959130233e-05,-0.019441329782482787,0.0220062435130572,0.013447278243699031,-0.11621148323051655,-0.07610126075632231,-2.4514127172212762e-05,-0.10085962032836142,-0.046283570803313724,0.00017340716952165763,4.1429544057461496e-05,-0.07102496554285358,-0.05809372021163423,-0.03708414713563507,0.04741603036303089,0.09142495229372406,0.020661200066825453,0.02061124550089604,0.02305030808062782,1
TCGA-DD-A4NF,0.029775574758169717,-0.0007999821046518235,-0.008602974140693852,0.017874338653919877,0.1893369061909524,0.00528952562237341,-0.09663190725779734,0.002838484383302635,3.89166416587613e-06,2.261933614727442e-06,-0.011134026372349996,0.03017536616726522,0.012629759515006861,-0.12837472441143308,-0.06519043113720956,-2.9664041812773583e-05,-0.037420203130045855,-0.048508745420146056,0.0005026245409614396,9.685430322158223e-06,-0.11346015316349255,-0.054651104175651936,-0.07579469299174975,0.04187586589469528,0.07973530582640152,0.007218825361231945,0.03016907042357545,0.03618968383094182,1
TCGA-BD-A2L6,0.03406505350373847,-0.030508585825209548,-0.020738406229334014,0.014548393280105681,0.22157053432308682,0.0045783792395563405,-0.09923743096256105,0.008882580295808372,0.0,1.463973700643039e-06,-0.019545685287831904,0.012833767939034697,0.008069062095665462,-0.0563744944898363,-0.06756220851477161,-2.599111850977124e-05,-0.09253749727394074,-0.05117534257921986,1.538226620124315e-06,0.0,-0.03376422719396248,-0.03083260767451291,-0.01627522114684643,0.03667045249827566,0.05141377413409546,0.007893232107663092,0.016640883041374597,0.05702056966341727,1
TCGA-G3-A5SI,0.030552870086613157,-0.03311746405078969,-0.0047490397402418045,0.009772776403806012,0.11826901586416937,0.0661778332780071,-0.1284870606105799,0.012824379955914343,0.0,1.6279638877107784e-05,-0.01206419470798449,0.01716352383021831,0.006263713024000867,-0.09140526793675277,-0.09724265458593517,-4.268034563177793e-05,-0.1378886489474641,-0.06955871157409041,1.2947301916135526e-05,0.00012804231569436925,-0.072356803880805,-0.04261480444907209,-0.05633438746566688,0.028311730212377473,0.09900349669657806,0.028095222152574213,0.011149109906495052,0.025205550429466934,1
TCGA-G3-A5SK,0.021864662086057467,-0.0013638719296381091,-0.005388317702196977,0.0119690396268437,0.1698169670345731,0.0269210838715464,-0.07771603281511938,0.004957844149862345,7.99844544644893e-06,2.3247651040254265e-06,-0.01563372714017296,0.012934516940421317,0.005383831921450975,-0.04853033025626789,-0.04382177375180457,-1.5473354155388385e-05,-0.04134193091740973,-0.047210125019111294,1.768673170902149e-06,0.0,-0.09067000410207725,-0.040921036855196276,-0.02759932034226237,0.03393827791361165,0.026106272616774114,0.0651018502092364,0.00876416820152705,0.020127205393724038,1
TCGA-CC-A7IE,0.03413979456973326,-0.02894522567513338,-0.006020272799679672,0.025020692358600344,0.0015930348941298942,0.000694244889362632,-0.12047067370336448,0.0024749303829973224,3.9698885712203734e-06,9.694270483786029e-05,-0.017810994196757978,0.009711266311202955,0.02266616635593001,-0.06791271885399279,-0.03657875567118535,-3.805432585638063e-05,-0.03271493148289641,-0.0385833030931321,0.00033517317466943584,0.0033772029672612574,-0.0553673289229238,-0.03953008788345818,-0.06916926146105301,0.05665574182605359,0.07072726004401919,0.005091080998601764,0.006480469777419134,0.003586118175677094,0
TCGA-DD-AAD8,0.034440189378499415,-0.011557907306905747,-0.0154980860500734,0.010951506554476537,0.15941980920476284,0.01104808551668704,-0.1520774492206699,0.005853448055230185,0.00021465754631527306,0.00017983628866869125,-0.019430358876567275,0.015516183197885199,0.008908541227312137,-0.08780221499247687,-0.07797427851815268,-3.334266040879201e-05,-0.053348471535144895,-0.041541623271555826,9.413914064619001e-05,0.0034848549033300305,-0.011757263581671394,-0.08253871409522301,-0.03729966269763851,0.03501943744988224,0.042463449092818226,0.009869490697222077,0.010538702592869402,0.0201422337448029,1
TCGA-DD-AACO,0.012000507077579579,-0.0334715634467707,-0.004434440295146567,0.004183834471041131,0.06115696207960127,0.004116262456498318,-0.04574296958576909,0.009379786218174544,0.0,3.4946874347538985e-05,-0.025789294569803493,0.00593774630234851,0.011714058108357208,-0.0743640226687385,-0.051115779053953384,-2.2600869180390222e-05,-0.054204052557306336,-0.07850343664502406,7.329637525939184e-05,0.00013494723970394618,-0.026220461509808474,-0.051024717254726126,-0.028751799032856566,0.06362381813924148,0.04048545374726878,0.0027407016667075116,0.010720183423317042,0.032580050705929564,1
TCGA-DD-AAEI,0.03735132842354131,-0.011978346682296906,-0.00948763561657729,0.01130661607771329,0.1352293090832896,0.029627676196762633,-0.10412704095412102,0.005271296603254248,0.00015179445857050513,2.0985717425526825e-06,-0.015030839393879461,0.02014080867406708,0.011360896337102609,-0.06518095970210465,-0.07270450948955016,-1.1500562861241472e-05,-0.03807759523356803,-0.032542100215760025,0.001475832354174494,1.802694925990215e-05,-0.1331495398787486,-0.10554763556618907,-0.061453828142054655,0.036841015528463944,0.033147993137990425,0.006369646365299949,0.010474102987981048,0.03589106165479832,1
TCGA-CC-A5UD,0.08583276560604015,-0.06006897822706153,-0.014535818423765782,0.019784931095143798,0.001549173978171137,7.44521483815704e-05,-0.27069274358614387,0.0017589061095039905,6.449602220632902e-05,8.297526476691833e-05,-0.03186712989435581,0.057926730013962355,0.02140356526807688,-0.1831926778524439,-0.08196522702044266,-5.6960788223404024e-05,-0.16667865356087935,-0.1628205505803669,0.00024040042919813855,0.0,-0.09551619738164373,-0.1562404182355251,-0.05051908500172587,0.07887869488864827,0.14483708145295873,0.0014572069169107892,0.0010759774727753901,0.034119130660535346,0
TCGA-DD-AAEE,0.0267064682949359,-0.023681889755766582,-0.00923959047109722,0.016019933477130214,0.11094626724902423,0.010360829430524975,-0.08595339248156876,0.005274536461950071,3.2658689231221794e-06,0.0,-0.01881653125945279,0.02209584866572648,0.007629178994757956,-0.06762523820938052,-0.10355526482069405,-3.880678941151261e-05,-0.05640170634240411,-0.05943568809991988,0.0013441258266756642,0.0,-0.04288528905161642,-0.09105330572114151,-0.05566720555135651,0.07288990665183424,0.038009968581474714,0.006537492743207154,0.0053000842016421535,0.04653378628058754,1
TCGA-DD-A4NV,0.030734843222121184,-0.0024355357617331518,-0.01174283467933901,0.03389825508916201,0.19446937240652776,0.05362637061569565,-0.2624998011764498,0.007125821174004725,0.00018019969576113366,1.2566297859596901e-05,-0.009817145241354125,0.01792430672972299,0.008617799280282699,-0.05218633684546964,-0.0817268508650864,-2.6161112192453996e-05,-0.05005788796067828,-0.029807473280321056,8.96959406140509e-06,3.596121497605159e-05,-0.1246797637917836,-0.05914220999654686,-0.025856916889678425,0.051920687058098755,0.05217896225690526,0.01910939846493412,0.02307139827322685,0.09993305374639014,1
TCGA-YA-A8S7,0.0624547439073677,-0.045846545158905704,-0.010184253498866763,0.026988173465687035,0.015695749272863126,0.0006051733057145656,-0.2897926588907258,0.009396357552843616,0.00042598077735274767,0.001277917094533847,-0.021090705398700293,0.03388170024699654,0.03478378457037985,-0.21946091592376357,-0.1475341402251603,-0.0001134436764796732,-0.1173488073124097,-0.12409606302468494,0.008186241766122935,0.0015238101428383098,-0.1144573893926586,-0.06410982187404601,-0.04154285589410154,0.08942570683766192,0.1721538524628283,0.001630300702632566,0.004043029258103825,0.04913687349157673,0
TCGA-DD-A4NQ,0.053283207733845185,-0.027889327344027576,-0.01174944147034831,0.027119736333635642,0.10370995516423008,0.0026056825647182177,-0.1620728166900058,0.012999669487817226,0.0006108348252318638,0.024880867640470358,-0.025903814068610403,0.020476319827509824,0.015187162621664066,-0.07677352376733018,-0.1276639406280414,-3.625904694077111e-05,-0.04653966849483021,-0.039074353357231965,0.0017450920664766533,0.07529889145101441,-0.18405537462196492,-0.10704628839333472,-0.07834824894225077,0.06536070299864404,0.045948186664174794,0.007822701292862508,0.0010713233225672953,0.0027687526811173537,0
TCGA-DD-AAVS,0.030783403358863468,-0.017559021844348027,-0.006146693542980344,0.02238445003947559,0.1358843951592245,0.0224849766971445,-0.15914956731575008,0.009984143878675689,0.0,7.529725677470463e-05,-0.015173957732293568,0.01672519512836309,0.02102592964029221,-0.11809831515801393,-0.04405361308388781,-1.689955645586035e-05,-0.0449547352930868,-0.05116533086379812,0.00010329614704860544,4.615640478884972e-05,-0.11616031378818521,-0.09755883286108118,-0.07443517179713921,0.053281019746753276,0.08948948139234876,0.02334868559771649,0.009107396265540007,0.03417765282767774,1
TCGA-DD-A3A6,0.007335598509690909,-0.004868261830220697,-0.007647975335578469,0.005017951069851611,0.00017280879562358694,3.893761783174084e-05,-0.1387811001072343,0.00544280759182169,0.0,1.3477354454417675e-05,-0.012041771852188285,0.0025461781212052187,0.004595799593848139,-0.012493532059588398,-0.12441165315560307,-8.53950072062857e-05,-0.008623299291341525,-0.01613014343358365,1.3774232179778436e-06,0.0,-0.003409183613111758,-0.009663096635249979,-0.006721205646820613,0.03852739250949268,0.014382245577113338,0.00012478936496406154,5.957312266361234e-06,0.081262714386664,1
TCGA-FV-A23B,0.027631619245542603,-0.015287540949344447,-0.003764506282475437,0.024788177785047612,0.02702860664312689,0.021354359493656553,-0.1207097103051786,0.009515232463891106,0.0,1.2277273008826171e-05,-0.005489596142875856,0.007350755231717583,0.016788031473012596,-0.12312298918608416,-0.045517643602935996,-1.7787157058570292e-05,-0.0523862415946881,-0.041590525342466315,6.658451681004428e-05,0.0,-0.10475557076218095,-0.027200926942086666,-0.04204683623926143,0.038544827461154965,0.06208463902623306,0.007809856627942661,0.012737323151173345,0.04920989359740696,1
TCGA-DD-A39Y,0.06322429861675818,-0.09071555120944419,-0.01955275070415568,0.017967574943810335,0.06600624422752496,0.0015251280127282227,-0.2200208813374504,0.01833953405746527,0.00014878281896475175,0.0005999464755618051,-0.06347120632749553,0.02718419934019667,0.022572163192203898,-0.11776140901138582,-0.39179975545630535,-7.249217669370318e-05,-0.042727480362614666,-0.07074498079945808,0.0020576168457288554,0.011357997552719634,-0.23517754972454685,-0.12100758183754134,-0.05456294712896982,0.0957358757846877,0.11436456010667122,0.0014866065351042193,0.0013365478290925862,0.003892342929425194,0
TCGA-DD-A1EH,0.03697844614673249,-0.01211149492332481,-0.004943636081564832,0.03918083489797194,0.0007130210440474887,0.047470518653725195,-0.17098268331771846,0.004273001578601787,0.0,0.0006474407983221514,-0.008540609733244156,0.009025417424478942,0.022857318090999654,-0.14023378927146685,-0.0575802614827555,-1.5542743010173012e-05,-0.044542169329431704,-0.06029432592231289,7.479756289362847e-05,0.0,-0.0971441131675847,-0.022901091572427534,-0.05227488826230628,0.0488439636004619,0.09584850197713453,0.01190405381805409,0.051222801498589085,0.03898071383248196,1
TCGA-BC-A110,0.017636285239747168,-0.0014693134733829495,-0.00783361400320177,0.016314246526545322,0.09698050175220767,0.004782266875785182,-0.07589220333926955,0.008033903960952172,5.817940147478134e-06,6.08145984915192e-05,-0.01691381616660634,0.012171713321567672,0.008960260920601324,-0.05209079347541605,-0.10083681791555264,-1.4338729229645174e-05,-0.013302747022604476,-0.02834325706531741,2.1845856680882444e-05,0.0003044654412276533,-0.07223605345820726,-0.018827503622846315,-0.022546997709480304,0.0369801100753452,0.0346292123015489,0.011740977810887404,0.008776020770723664,0.1684165423962418,1
TCGA-ED-A5KG,0.05121305265502414,-0.024589810909270454,-0.008955309306216444,0.03921623062006093,0.01631735324298925,0.009746955777968885,-0.14151721549585658,0.008143648361129616,5.299703462072518e-06,0.0010987468196517146,-0.015617231987431531,0.016741516323104687,0.03114370056410435,-0.10849474165829558,-0.1499739005647618,-3.0672829599787894e-05,-0.08103645017389399,-0.061552774740404013,0.0004902160700572976,2.6414809969522434e-05,-0.18898889544334826,-0.046053324083298104,-0.04956412852527486,0.07967892708107935,0.11104039114238878,0.003474119666002876,0.015084193907439132,0.3441039778485673,1
TCGA-DD-A119,0.015376769143435921,-0.015538696306687822,-0.006317456797717671,0.009469921286993631,0.04199093070957344,0.00212174360023801,-0.07201862263036875,0.012906903342360365,8.076669851793173e-05,2.606878490973377e-05,-0.015583589944963595,0.008586813713481554,0.013653496337630201,-0.07723791557785768,-0.10586690342414427,-3.18725538874745e-05,-0.0379546040162639,-0.06235627442905305,0.0010783041699526969,0.0,-0.07625613167632862,-0.10279605099570939,-0.036593685602095055,0.046924386118733,0.07812558979846292,0.0106018132780511,0.009561020772488972,0.028437529932073907,0
TCGA-DD-A1EB,0.028239189253435208,-0.0023713810992918058,-0.01578361021039969,0.02288287090458857,0.13999597847302284,0.17889018478109178,-0.12732318001365164,0.0019201975916349659,0.0,0.0,-0.011151887069250641,0.006606042431650784,0.009416043410698256,-0.07607841661151007,-0.05185836217776887,-1.2561112931617199e-05,-0.0197823914932616,-0.026121291186270306,4.782217623589902e-07,0.0,-0.1672777852984607,-0.023822277795067907,-0.03680456002278533,0.03313639849261861,0.045247771707565096,0.04933891982289678,0.0,0.04199716910020502,1
