,DDOST,PTTG1,KIAA2013,ARCN1,PON1,GPLD1,SEC61A1,S100A16,PAEP,CA9,NUDC,DAP,EIF3D,HDGF,LSM10,FAM50A,PCNA,DAD1,SPP1,AGR2,HSPA8,HTATIP2,HSPD1,BRK1,ILF2,SLC25A15,SLC17A2,RAMP3,class
TCGA-ZP-A9D0,0.042105675435373406,-0.001572725794228185,-0.004413241818472553,0.011245168302565169,0.17129721671623765,0.0218984877428437,-0.1400971005291783,0.005142527721811493,0.0,4.4421862933675045e-06,-0.012270407393573244,0.020198022532556873,0.011547466405368795,-0.08595794128883126,-0.05371612735196216,-1.5386663144605517e-05,-0.02235117734712199,-0.03544260642256941,4.76792763790375e-06,0.0,-0.15464276668690016,-0.054682110785868744,-0.07336601944365977,0.0390161915408199,0.05815299599320031,0.015161404303999756,0.0256781878047807,0.030572439805923973,1
TCGA-BC-A10W,0.03749297195395829,-0.05660415817302123,-0.003945659357838844,0.04902092078886437,0.12482662445674311,0.000544270877823894,-0.2537736660982682,0.021664202642881776,1.1586990041616115e-05,7.851422902676144e-05,-0.014345165532933541,0.031568753792186696,0.027050591685369104,-0.25064387151202355,-0.10690233623059121,-3.771487918339007e-05,-0.16908814054256235,-0.09172932089580219,0.009078574173449894,0.02466049585337113,-0.24363286662034755,-0.13148516918507183,-0.0973281368406098,0.05339782322660127,0.24784329115689022,0.0037631334607193022,0.00032600770824300776,0.009531510666605143,0
TCGA-DD-AACD,0.016218674145341557,-0.012223570465010663,-0.008286402115869868,0.008768620058682673,0.12615787555430452,0.00043965277277048043,-0.07932965360231384,0.0007528408495822402,1.535153954880785e-05,2.0068377681776253e-05,-0.02247552235161712,0.01347514904316236,0.010995626900909718,-0.0371397838739153,-0.12542573233935814,-4.909930132249332e-05,-0.021353796046533136,-0.04306763320009116,4.660703469444898e-05,0.00023921622642574525,-0.0376995660903721,-0.05846479118918821,-0.03138763408858629,0.030479440214757795,0.03140621205440339,0.004131070389131674,0.013687452402321856,0.03295063216312127,0
TCGA-DD-A4NH,0.035796306643567935,-0.026587190618758208,-0.0055586486106923875,0.035979563628076285,0.02755596587588522,0.007811342548684801,-0.4263649593427393,0.02014180621817293,0.0017949860952823585,0.006207468400939028,-0.011607746055219553,0.015494481389492519,0.012542118979474891,-0.10692692315266852,-0.07050486845817772,-4.028623188783751e-05,-0.06044403567127367,-0.0354355993556038,0.0005737324952519873,0.0175208044274686,-0.13243068663127633,-0.11560537324448304,-0.0489963146365155,0.05505003625940339,0.0862806279741141,0.002658827970368355,0.04060066550632257,0.007888293079229365,1
TCGA-DD-A3A2,0.010791735925572097,-0.0007230277285360481,-0.00956882213431735,0.009242416723644576,0.09312919200563714,0.05259131459882773,-0.06700813336346075,0.001738672494371339,0.0,0.0,-0.005624319488220245,0.0033658966755680387,0.0055710339437590175,-0.030676635579400337,-0.04632733811235451,-1.0773656032365225e-05,-0.010712800974980388,-0.01806044298476115,3.6414825593332693e-07,0.0,-0.047735713075585544,-0.0007217229678920156,-0.026086641484317538,0.028151007768403492,0.016256511503556843,0.008699283418492828,0.0002625250994045959,0.046992592998818666,1
TCGA-DD-AAE9,0.023653156613870883,-0.007943783275675308,-0.009416474127321692,0.01556454859966683,0.11850483656909341,0.006244709602663405,-0.14853712166238314,0.0004730387467356009,0.0,0.0001548796211195318,-0.014253968907664135,0.005589572771446897,0.00894765056494792,-0.07026977032807435,-0.07783133998258256,-7.819518358767456e-05,-0.04176810261585279,-0.07179656240591879,9.647497842139426e-05,0.0,-0.053798743105546935,-0.1035528769755745,-0.04447955591054749,0.04243280028926717,0.040441208175541685,0.006867302041774919,0.01213265595613768,0.014967176849764272,1
TCGA-EP-A2KA,0.030937373090253364,-0.03793757086066208,-0.006494029705080766,0.015837418805410196,0.057435114333322206,0.00043052454001871697,-0.15704500593021273,0.01298626050326274,6.9815281769737615e-06,0.0010523646142519424,-0.0176601015671647,0.018748820008694884,0.03621032028172723,-0.13538051368601497,-0.11997903329416579,-0.00011648362924240642,-0.04882678094973774,-0.03909886675331555,0.0001977750444234369,0.0034540839668041304,-0.145609156804722,-0.0970116796295724,-0.07074603567056884,0.04674100893388741,0.0885329542601157,0.001307593956056241,0.0009279444684899241,0.012666071093395025,0
TCGA-DD-A3A3,0.04139375404404549,-0.018282049572884075,-0.006815587222506861,0.007310331338646873,0.0478480820809128,0.000680124654324748,-0.1245292850737627,0.0045647555046756045,0.0,4.5998933315054455e-05,-0.02216020579121652,0.017442861377143803,0.014876514122316156,-0.055911614740555934,-0.08967301323577387,-3.81429633597133e-05,-0.012547686556610135,-0.08049540518847657,0.0030553152306173393,0.0002467235934697148,-0.10215888916823053,-0.062260895185955206,-0.03753874097707799,0.037029805035727406,0.04783189780279913,0.0011005421978778696,0.005703505941679804,0.014439239716570374,0
TCGA-2Y-A9GZ,0.032571055237007825,-0.005722330529850444,-0.00927166515791947,0.01847336052392273,0.16415148625934656,0.016608890806151917,-0.11798714279849142,0.005033209618830871,5.9382101706949085e-05,6.898897524918698e-06,-0.01583103275363229,0.013271809674828527,0.012611777549997679,-0.08593658342371542,-0.07707611900043922,-1.725230416127456e-05,-0.04015291303504835,-0.033756851240832594,1.4579973843955674e-05,0.00011844956891596374,-0.07402023303299635,-0.030595835652999608,-0.026451887405300946,0.03664983005238309,0.03845905693663267,0.014519453746643927,0.015163252405640634,0.029756311940276614,1
TCGA-DD-A1ED,0.019159501893839696,-0.00045891656344904607,-0.006202236524246675,0.014587771960306596,0.08010484564124522,0.0019617142698086574,-0.06763214014464579,0.0033777038321298443,0.0,2.1909340318207198e-05,-0.008289380643043092,0.01659003411344802,0.008450431997333824,-0.052490544667628376,-0.05087260922819691,-1.1720264196260848e-05,-0.020573181466758586,-0.02526890076500683,4.166023585640477e-06,2.6878227688285983e-05,-0.06386380847308902,-0.01967785360588569,-0.029633901491053296,0.033471213742270786,0.03013526430335063,0.008020388989957635,0.021275547873931423,0.07115199338906648,1
TCGA-G3-A25Y,0.04158407529022834,-0.03618635149830329,-0.007714570167653815,0.03013801698084192,0.020641268375582774,0.01704019980367274,-0.18844998605540694,0.01922242655550978,3.2111118393812086e-05,0.0014084620798482696,-0.015384080839792804,0.013746571109561156,0.036795940602241894,-0.19104827704919378,-0.11666943967103395,-5.12843113019633e-05,-0.1777198422423565,-0.07259817993742172,0.00022951236349519027,4.003929090117085e-05,-0.15288277701540146,-0.06430871793470504,-0.05920465965952292,0.08128974547404524,0.18825621810359397,0.02456203822958778,0.007458648040488428,0.04471959909917341,0
TCGA-DD-A73D,0.026305563017505015,-0.003160280525030404,-0.004152699164437057,0.017455752301402512,0.06618560806113799,0.007734109141886678,-0.05235885193075114,0.001139050608183948,6.76641106227709e-06,1.9653689852409554e-05,-0.01109887912779747,0.01097823342916256,0.014368308171928879,-0.08720328123222998,-0.11170428660695433,-2.1220445500996946e-05,-0.033659547200129154,-0.033909623441956645,2.2228565492936865e-05,0.0003204533525249958,-0.03608294888065938,-0.03506494694754156,-0.037075816881996064,0.03381385867573694,0.07572461686209542,0.013841336711859041,0.029668314888852514,0.014146098468467398,1
TCGA-2Y-A9GT,0.024349146047502476,-0.004582063354341845,-0.009074988150307215,0.02105038452244,0.14138786367198655,0.04963162775770519,-0.1547565274077206,0.003715137440557342,0.0,1.147302994581197e-05,-0.012511348349938405,0.013427512676971485,0.006214090269123294,-0.056252521549233776,-0.06158341205515515,-2.178846086395598e-05,-0.03520054120170751,-0.03268169731686136,1.817702604549464e-06,6.154187305179964e-05,-0.07695970447048782,-0.0390207475912382,-0.021443334305210685,0.03389671213314559,0.02955314538196575,0.028592595140412708,0.02222921427923808,0.07737726681832205,1
TCGA-DD-A114,0.09889356112533813,-0.06156451550407013,-0.015002292997154578,0.05022369898851256,0.06316486018687659,0.00451319795256328,-0.30375953536623784,0.019724228736743475,7.7637722304162e-06,0.0001803703563277241,-0.03334357796386543,0.030299873567151154,0.015974634808184347,-0.08256021366140642,-0.1539426238679235,-7.68378654957706e-05,-0.15030278346146725,-0.0631870313814324,0.00021711087333118218,0.0556069286693667,-0.16382318339985,-0.0536350074753967,-0.03539743737880905,0.07326712199252282,0.15265851473438294,0.003234187685794472,0.004378159100754698,0.1256796248146961,1
TCGA-WX-AA46,0.015777086525748857,-0.0008216011332360728,-0.006215382552164976,0.02063818593293233,0.2714039253362427,0.007877664864771832,-0.06743875804907877,0.0031828317571767233,0.0,6.251733185149458e-06,-0.014591615218577353,0.011100851635811005,0.008694466795633345,-0.05551602171677324,-0.05877453909473691,-1.2006506739556805e-05,-0.022363665330326795,-0.02254184781133651,1.8533454424103265e-06,1.3392772072266635e-05,-0.11027383023347286,-0.030442945335141938,-0.035951922861746,0.03113435261989814,0.025388100661264446,0.015605048782868166,0.014671494894653348,0.17427671529634617,1
TCGA-NI-A8LF,0.014394905910451426,-0.0063596626143954975,-0.006073991820237914,0.012308517918244971,0.10234891720286371,0.007393511957336505,-0.08006649753715027,0.005088853029302928,0.0,3.1038755713204343e-06,-0.011052729942234902,0.008771918779997846,0.0062101261937698325,-0.048519966336469794,-0.06065452946805849,-2.019997875868382e-05,-0.020501067218066632,-0.026707106928846855,6.419989598025626e-05,1.334643030039028e-05,-0.029679667453798516,-0.04446952912118718,-0.01864991465135564,0.03672297127904981,0.021365741612574915,0.006775816931795604,0.006303922346192075,0.04529474293516797,1
TCGA-EP-A2KB,0.02008051798211685,-0.034594348086528864,-0.0044095128321360155,0.01567419267297434,0.02899807423356216,0.008343418678066887,-0.07039863000829155,0.005510398950091863,0.0,2.3907381677883102e-05,-0.007399169991612907,0.020740412302423933,0.015172081900210679,-0.11387969577977261,-0.03328790094143618,-1.308522407373069e-05,-0.03508803372339012,-0.02584905869784901,9.382114740149587e-07,6.858582237700561e-06,-0.06329489778459269,-0.01809519303195344,-0.045501035412487144,0.03669762107325862,0.04717732360930707,0.00653584961550764,0.020725551430006844,0.020115889929382305,0
TCGA-G3-A7M9,0.0898359982186813,-0.08131306885709157,-0.015455972823946632,0.054190775368091526,0.0015769043594696039,0.0013479119315709406,-0.337544364888893,0.005597266692516377,0.0014997182992598425,0.004887875179553828,-0.029789345833279076,0.026355405484142367,0.04908351136617547,-0.20114122287129343,-0.188569484109784,-7.243093427070107e-05,-0.11084572860166454,-0.07564017674077461,0.000544992131109309,0.015630245502000817,-0.21479805393702467,-0.05900060053891035,-0.11013901970551561,0.09066529981198272,0.1512629741399848,0.006797142255809709,0.005285904557341492,0.010191520485162683,0
TCGA-DD-AAVW,0.023870266280928108,-0.008807920042768477,-0.004603298524255447,0.019344826748801634,0.08914279706442146,0.01964117562337833,-0.09234069298294233,0.00644322635160012,1.3875053897935247e-05,8.061280076931412e-06,-0.01522521219090593,0.017275189498857004,0.015902405333718554,-0.07028457592778592,-0.040907440042581567,-2.114355904527975e-05,-0.02702503632046921,-0.04226903165534042,6.141367727687464e-05,4.615640478884972e-05,-0.14001549053613596,-0.16011227415400064,-0.05282570843364206,0.03494841408850947,0.05369477188640599,0.01973544778648821,0.003574077083136201,0.0798634864991568,1
TCGA-DD-AACQ,0.03192456657230724,-0.007638073041146411,-0.0117342417977809,0.015910990805251216,0.1486730172163099,0.009755941382083902,-0.1906149252161437,0.011906430326575066,0.0,0.00017990540330691904,-0.020520978650909547,0.015458024742776662,0.012315046402162464,-0.0987033575511722,-0.10170316489333736,-2.06236292575325e-05,-0.03678100339711833,-0.03960372706201755,1.4146100313036465e-05,1.5292784719197197e-05,-0.046392352180819864,-0.17893914756119214,-0.015203022300607572,0.056544564594410734,0.039466084469992585,0.004188685866853294,0.015543217228629488,0.016548866599781883,0
TCGA-DD-A1EF,0.039915942489562276,-0.009942880019924265,-0.0076860758481474434,0.024028560037965836,0.0033943850396595124,0.003346139132386652,-0.2283223923900492,0.0016055360043757234,1.3483931871214028e-05,0.0,-0.013124617335351394,0.028447914176127177,0.015382838573169725,-0.13514551416718884,-0.06483025217486596,-3.225385015028581e-05,-0.03860887412398488,-0.04859933840567234,0.00013545863425769913,1.6822063191116916e-05,-0.08586094182632689,-0.004970762955773213,-0.0468879036397583,0.06159188683403976,0.10338615910592572,0.005864110743083229,0.035305483676232936,0.025709265396804314,0
TCGA-DD-AAVZ,0.02347974715058093,-0.01180914071128372,-0.004210133660511777,0.01949790761057504,0.1051812077349287,0.023815131363440524,-0.11396410235098221,0.010625515762147899,4.654352117982507e-06,0.0,-0.011224152286858198,0.017425882551844848,0.01981316674619456,-0.09861036578447316,-0.041534975076791825,-1.562330617403984e-05,-0.052316863910216956,-0.04638931175237733,2.888219635693108e-06,0.0,-0.13290793948662602,-0.0732972947546085,-0.07065135638778036,0.04476777886471185,0.10432560089879167,0.03114128055079438,0.011308312871279945,0.03951077261523993,1
TCGA-DD-AAVP,0.041238902469978675,-0.007711359206635978,-0.0104043988009231,0.008862357349593505,0.25895070272295034,0.001776582299311956,-0.12374152832233906,0.016123234308348933,0.0,0.00014693772087226656,-0.02478639549014353,0.010579804966759884,0.017610189318875667,-0.11794717203585202,-0.1627828057682515,-0.00010597235319652291,-0.04514814486012915,-0.07135241867262271,8.846733035045988e-06,0.0,-0.07146222542023242,-0.05807248194406703,-0.03679979987784875,0.05579235874122118,0.10301061746961584,0.01631381986667084,0.006643427090038558,0.07857652923441522,1
TCGA-UB-A7MA,0.02466196503976121,-0.04258238403082247,-0.004649032650158277,0.018643851171153917,0.0482721352002591,0.0016313150327858458,-0.1452748659273765,0.016301166882872094,0.0002619833115485406,0.00014613347780925237,-0.032399630046260675,0.00896853835972744,0.04417230925507364,-0.15392493684134115,-0.08623834839401817,-5.297891329735803e-05,-0.10623130317801426,-0.05696365610125047,0.00282546951624916,2.61367593382643e-05,-0.08613506917688626,-0.04915568668724678,-0.049762412362607894,0.05555494390251186,0.21549944239461544,0.0032918561676354313,0.019552829688239192,0.014769863440305332,1
TCGA-PD-A5DF,0.06921600807983384,-0.017179791303225764,-0.020627158136960633,0.016037819213557344,0.12409217100907328,0.004764509610510267,-0.18999988849377417,0.010283047971368878,0.00024768780147188004,2.5949405080067598e-05,-0.01886738226183629,0.019171222094142917,0.012206551383249243,-0.06108944797245093,-0.07748881044307612,-3.7960425613931816e-05,-0.07112785219140834,-0.053131470768824,0.00023328434483185285,9.11079235089142e-05,-0.06450100835359032,-0.06151566517413865,-0.04262871635630836,0.048590012298396795,0.05486404717567219,0.005978776321253519,0.02387057791929282,0.03344037960416182,0
TCGA-XR-A8TF,0.013179648315642613,-0.00869966880577803,-0.00455226815688913,0.013569086585592591,0.06393970423627547,0.054301431953415906,-0.05308493179500898,0.00438566805229197,3.989444672556435e-06,4.636963910191256e-06,-0.007281003869199003,0.00822887137957343,0.01685968644380397,-0.11302509766365534,-0.040437224555142065,-2.8899142333017858e-05,-0.027158395647285977,-0.030059489586865835,4.409281847723137e-06,0.0,-0.05102695846679073,-0.0730538424471542,-0.0675794206536863,0.03630519560909535,0.061585721929481106,0.04287778834761752,0.007076387170063582,0.033819447659609814,1
TCGA-CC-A5UE,0.09610860396911125,-0.05926197188929569,-0.014837177265202296,0.02652104011429603,0.11328972546278844,0.008364242459031846,-0.10726204557889689,0.01877057477945608,0.0,0.0008157160929600136,-0.04928095246889661,0.022599211051244388,0.035251215122475546,-0.13826672359404316,-0.22442918922093677,-0.00010673069227546263,-0.07905664231803561,-0.05568139686143154,0.001204256021664088,0.00014398388521983543,-0.22287768072987085,-0.14168426423474037,-0.06919482343936244,0.06203625347935155,0.10304348680800514,0.003680641382987856,0.0005427669972680057,0.01489698561001947,0
