,SMG5,SEC14L2,ARCN1,LDHD,KIAA2013,CDC20,DRAP1,HSPD1,PSMA7,HSPA8,MMP12,HMGA1,CKS2,RPN2,SPP2,G6PD,ADH1A,S100A16,PPIA,GSR,SEC61A1,DSG2,ATF4,class
TCGA-RG-A7D4,-0.05577722963754028,0.0019023994598684434,0.015052621880368062,0.007619511467315455,-0.0004081143291508532,-0.017500091556689634,-0.02796065342328462,-0.17567283512332907,-0.036744528677062356,-0.05452106084717501,0.002141815063796509,0.004319073345558958,-0.08711238397836864,0.1933333816167164,0.005592490191575111,-0.005337389574638559,0.018378425737306938,0.007162965570515265,-0.10090708211528035,-0.01311818094012386,-0.10136587170999634,0.002076947956353628,-0.015937764088644925,1
TCGA-2Y-A9H7,-0.06665598045533175,0.0010321286257283708,0.025760496261409166,0.019803521627882396,-0.00028803724379233923,-0.006181773461606534,-0.04580353808525826,-0.07222272581394125,-0.01652801957275139,-0.08949417908483964,1.7130237950884352e-05,0.0007371075688226485,-0.04002409931003994,0.15025738793138135,0.018476490077956636,-0.0010964828403226383,0.019485187653611007,0.03271940913816457,-0.07143539199022488,-0.005373138511888748,-0.15141140014092458,0.0019236941978296102,-0.02129307154078385,1
TCGA-DD-A11D,-0.04745611842051341,0.010292620627043421,0.03024431678671297,0.044857158775344234,-0.00069565540912102,-0.00106021145710462,-0.023091983475006676,-0.0495050596580344,-0.026444375752787106,-0.08187252516179702,0.0003331697451463015,0.0009223545298709038,-0.016104137736979694,0.1732616166773223,0.00601211296072003,-0.0005102579693977215,0.008359705717445468,0.03405714336398143,-0.0692706283867198,-0.02666347161134189,-0.1817065133202922,0.0027983588697463647,-0.009607639492267664,1
TCGA-DD-A4NB,-0.027631443208279285,0.0019479215316248447,0.023355931468742756,0.04440811541364956,-0.0004902784052554724,-0.0014347771814709229,-0.01353290088135436,-0.10468382310816152,-0.04549291023661011,-0.11011066002304659,0.0,0.0007430680640215419,-0.0184674173789959,0.1290459805791151,2.0014158507551313e-06,-0.0038230547405661997,0.011559805245821184,0.01520287665239864,-0.06991141768722868,-0.025085836699118274,-0.18124546769544714,0.0003362421751553831,-0.014747823001755549,1
TCGA-DD-AADJ,-0.028800466276338733,0.0016273864091116664,0.015434962110335229,0.03088662422273856,-0.0003336603777039397,-0.0029743057943324215,-0.024671181126638717,-0.07468794975231326,-0.025519893643979885,-0.04055724462265485,0.0,0.000743649404916381,-0.03205999342927843,0.12518635316638468,0.017905745941331062,-0.0027428181073802017,0.044612007750017696,0.03655459076471647,-0.07951475795296498,-0.023874565697295503,-0.13326452699816174,0.0022294084494720277,-0.017019610404262097,1
TCGA-MI-A75G,-0.02484472380311983,0.010407103382836631,0.023053931687596563,0.050850213371347354,-0.000721026136843815,-0.0016345455677996175,-0.031547838566078554,-0.0635537701461631,-0.10406846859024474,-0.06802561352258897,5.5204868396404646e-05,0.0008324171244452198,-0.03500550954129283,0.18454427334676593,0.003276698439688908,-0.0012228107149500759,0.0050616187929134835,0.02518580836103402,-0.08873750618193949,-0.02031720692441829,-0.13101947777748948,0.0017835677023082346,-0.011214643653838268,1
TCGA-CC-5262,-0.0588769982544229,0.003351541790930288,0.025724392400249037,0.02605332498479333,-0.0005947491798652604,-0.01880358027748437,-0.03984469740308008,-0.08334421042701584,-0.03383999860083986,-0.1474345792517583,0.0007810987015651289,0.003275475385929444,-0.07652387388548347,0.19544503562856883,0.0008851066801425144,-0.006214128849298078,0.010779763594779342,0.03380336420500611,-0.12733577594851972,-0.02729701108444301,-0.2342915162575255,0.003481027724296997,-0.03806933550969682,0
TCGA-DD-AAW1,-0.027283875960307475,0.03332322128860354,0.019052255939651676,0.04225076983885582,-0.0005744358412772406,-0.0007210284384524672,-0.017236439427316255,-0.07162500721543623,-0.029363321609159096,-0.07277863602091016,9.120513409006004e-05,0.0005317845019321354,-0.019661801052091612,0.10318163973745538,0.0011373652230224523,-0.0009995161277549952,0.0030745036679890544,0.007198997317889499,-0.04754174762991259,-0.014364514177785991,-0.11325308575244014,0.0007577219976047222,-0.009641555787381028,1
TCGA-DD-A4NP,-0.01366938716323445,0.018570474736170857,0.018954084743188944,0.11207960600420631,-0.0006005334054763758,-0.00014703291824277244,-0.015460973540097667,-0.06423503617079561,-0.026089691395732573,-0.041632033419288304,0.0,0.0004883963927365872,-0.010820663823539646,0.11998137749627098,0.006560169189742662,-0.0004532827932523249,0.027764239340247687,0.01487314168028566,-0.03930143145644415,-0.008793330371591008,-0.09693873544649408,0.0005655214665855378,-0.007510992179697036,1
TCGA-DD-AACL,-0.06588305797344479,0.00035399909992827293,0.025716702039624922,0.007888731536128329,-0.0010985447850392592,-0.051752751526141484,-0.053623685963637674,-0.09952213473490518,-0.04105991742720051,-0.07418942913893523,0.005385385470801263,0.006551009139418611,-0.17986794469743098,0.1868015002821756,3.584293125379045e-05,-0.01367268086088932,0.0022464668772656025,0.03048425457059581,-0.11832504030482063,-0.02848153801790817,-0.3019792425012957,0.0019749749679218013,-0.01989825694603854,0
TCGA-ZP-A9D0,-0.029259666322391298,0.00876211381535744,0.015275506225890039,0.06440118566626633,-0.00035541542038050865,-0.0011840509271041455,-0.014744379182425332,-0.14766969243527056,-0.04036683667248113,-0.12946519231969789,2.08774775026403e-05,0.0010404717931307603,-0.011889820490221347,0.16869837917352215,0.012530439424194679,-0.0005360227294586924,0.023518251087697596,0.016396632167514344,-0.0486392206052698,-0.017063378414350783,-0.17035549330850516,0.00013692784469227206,-0.011805614221563843,1
TCGA-BC-A10W,-0.18463746551158222,0.0010922946446263362,0.06659032222206446,0.01383254925596805,-0.00031775919766615935,-0.07316009263560494,-0.029977183374806433,-0.19590017478851823,-0.051854528490304364,-0.20396670732271974,0.007042200672613359,0.004750281203279136,-0.08527765629278417,0.3157300523413762,0.0,-0.016851605254814533,0.0002938630028025802,0.06907497268924702,-0.11232089475142573,-0.11286049871090455,-0.3085841028371204,0.020362355286007956,-0.03717081213692803,0
TCGA-DD-AACD,-0.00820519426551101,0.00629378595065835,0.011911347762426716,0.029688844724064942,-0.000667335988507683,-0.003973697935514513,-0.0217819775010581,-0.06317641746519621,-0.030106171128680272,-0.031561654507521415,8.384448497053941e-05,0.0009230152506469659,-0.055166228256024616,0.09399265211948754,0.0003806586087223205,-0.0008774880523627439,0.0005650446563621925,0.002400386572331535,-0.15031069910597183,-0.0046731531192621915,-0.09646339733205521,1.6888876377667645e-05,-0.017433118828552783,0
