,XRCC6,RPL28,H2AZ1,RHOC,RTCB,IER3,GPI,C16orf89,FKBP4,TM4SF1,MRPS12,RHOV,MUC13,LAMC2,LAMB3,PLAUR,CYP24A1,MDFI,TK1,IFI35,MT2A,TNNC2,STIP1,CCT2,APOL1,SPRR1B,COL6A1,GJB2,SUMO2,ICMT,ATP5F1B,PMEPA1,GOLM1,TCN1,S100A10,SLC7A8,SELENBP1,MARVELD1,IGFBP1,CXCL17,GHITM,TPI1,CCT6A,PFDN2,PFKP,GPD1L,HMGA1,JCHAIN,CCL20,TOMM22,class
TCGA-MP-A4TC,-0.12238830022344632,-0.06766884236686033,-0.018214815395411157,0.029143515857858137,0.018195793746685215,-0.020280906628566367,-0.09457505742464668,0.0025865914621036167,-0.01172981864154136,-0.06497207209207348,0.042309222538736466,0.007189438235702597,4.682304553468033e-05,-0.037459789934415795,0.02885497186573425,0.06856852757952804,-0.005896533622941027,0.002897631083123567,0.02429747436828518,0.013015882038049419,-0.10033890827345016,0.0002672171223062848,-0.0331166596044588,0.004521367673857261,-0.09710809353479308,0.001974271366777238,0.0011051009297497,0.04176875523010612,0.07007598142264941,0.06796830659872319,0.024974912523686846,-0.019791357461106295,-0.13160136267392952,-0.0025272032440254335,-0.08349285675220285,0.0004753050130014897,-0.008339538450638612,-0.10740567066419784,-0.007490263450558394,-0.011558270738834303,0.024882556897630918,0.009730374986697592,-0.008390226334771538,0.0326884140038951,-0.007567216447606084,0.002690870836840605,-0.0022294683205579787,0.002767732109932622,-0.008983955691881113,-0.029314726984660443,0
TCGA-86-7701,-0.11032104429488711,-0.030247267943493743,-0.01619226018593873,0.005374718753718865,0.015598684466688028,-0.010593979089220124,-0.04023765878722373,0.006774103842252651,-0.022420116058428727,-0.024004742784536355,0.014546568450150099,0.0005958797334736489,0.03492286755103997,-0.00588237333608524,0.009143806599530886,0.008240038073244561,-0.0033051290542603848,0.0006618883739015369,0.006654597557289285,0.00452253646429064,-0.020154222322549126,0.0016980094534644018,-0.038598596237596476,0.005403108274811292,-0.05400652863577531,6.545417996739049e-05,0.00015018071973492888,0.001841644154641932,0.05055553905208081,0.04940357284057098,0.03918643794462505,-0.014028935203330734,-0.03908155390459621,-8.892578740516573e-05,-0.012052311510644656,0.0034269923818169,-0.006622044100497545,-0.0212596691982551,-0.00020565034510036846,-0.01895502596529285,0.02985437110188608,0.010482491675526236,-0.00640333492265913,0.013380540660828603,-0.004877896517816487,0.0044684254674775175,-0.000670565783356386,0.03711762513653851,-0.06791120778965387,-0.024833904834189506,1
TCGA-L9-A50W,-0.13776548886854423,-0.050413093824523,-0.007063983039897878,0.01018120199685251,0.016092689549915128,-0.04656301219410782,-0.050637496019655004,0.28090819981886145,-0.01156273451184196,-0.12656287068589467,0.025070681450478943,0.0012383640326127882,0.0021117358629602163,-0.005089616847064938,0.014623180326372357,0.00945339164883119,-0.0012552556096455125,0.0004926100734759035,0.009153047990598413,0.008465756916502528,-0.006725523503228649,0.0028262871447650778,-0.01684918777712359,0.0033240502976168915,-0.05120470822500961,0.00010439812857987826,0.0002638296233869404,0.0053305221651174465,0.05746931263219057,0.03724741046659236,0.02118817523600766,-0.015615283307609251,-0.04076933196344913,-0.0048946652796433105,-0.07556676112830699,0.0018929865110922347,-0.05655585054070074,-0.043585581583059106,-0.0004100590024121087,-0.058375169716040134,0.019077259210254913,0.007801320954542197,-0.004154320605074166,0.019589794159918163,-0.004588071680636498,0.002841964011696911,-0.0009125173838044388,0.01904976948247949,-0.0018925098616314395,-0.027440416381321754,0
TCGA-78-7158,-0.1928485855571636,-0.07228393080650888,-0.009310919891891345,0.00843675174299776,0.019002009872670395,-0.08032000263859518,-0.07026628730344128,0.0726701340726478,-0.030638970533524792,-0.0632439777597903,0.026417020121972196,0.0006438913474148502,0.00026837847064941674,-0.012714181769190602,0.024993619403282,0.011042861122531557,-2.8828846916515568e-05,0.000537164724287422,0.008321309275296998,0.003858634315918763,-0.005176158138807484,0.0023120868292276072,-0.025367018215387928,0.010401352662516463,-0.01840807671668474,3.596436610905093e-05,7.903801112347321e-05,0.014199772365503564,0.0838845675215275,0.04133954447890224,0.049264215775134255,-0.009706521645619748,-0.01680358935839706,-0.0016991694843711846,-0.13630278047994204,0.0025245021502488156,-0.08415503378477628,-0.06821857665804805,-0.0,-0.025744825479156477,0.02182302991183634,0.009360732100314044,-0.007360662856350404,0.04683541056178617,-0.0016475749133063923,0.006668940808930005,-0.0026021224172693325,0.005974435328765854,-0.0004278007014747843,-0.04795707721567042,0
TCGA-49-4507,-0.08241783072009667,-0.04823889457897556,-0.02279011778414322,0.01935928099496096,0.01026657588066933,-0.018152436908451704,-0.06680939701997386,0.00022062694303883056,-0.014281337443832094,-0.10780534094419181,0.0872664239967003,0.015108248607214434,0.027010204638577874,-0.0040533175148465,0.013445643888231362,0.017585811222627142,-0.009997039439622955,0.00245485050031628,0.05759251677518028,0.023941929012725707,-0.6043035219570958,0.00038429550798652686,-0.017119927811867122,0.004037670336396839,-0.05135321432170157,0.001102880384258612,0.00018204395994716885,0.0034017244300743868,0.11377885025217226,0.02554025541825172,0.05539782205682281,-0.01365711804900272,-0.03751571599324483,-0.0014428553657247596,-0.09226010775691962,0.00028456494739773547,-0.006342401568586059,-0.10005360283219636,-9.154930506426324e-05,-0.002851410133984877,0.03618986852381635,0.011339077680317737,-0.004215586070004525,0.051472677683052734,-0.003275635962165994,0.0007076157736640104,-0.0023946450495721727,0.025184448960716404,-0.030820304333359416,-0.03405546120339457,0
TCGA-05-4398,-0.21254072416722009,-0.04614721817806207,-0.01002519153430381,0.018352853141906152,0.016180985872969043,-0.036358770266599005,-0.1241957855098409,0.002287225565332681,-0.04755504184408692,-0.04897389587160256,0.03809246988653872,0.005645765572420187,0.00038084521631123633,-0.014739838963658847,0.026012774815691028,0.07052642905195271,-0.005405122899518792,0.0027411543662026303,0.030420682895387876,0.01358407100662067,-0.10096133620167504,0.06228391144860446,-0.03202466835523362,0.006060520358528325,-0.031426653339947944,0.005274102618853723,0.00021776224065980774,0.010669920417421356,0.09430055017781398,0.050337929592222046,0.0412490926964072,-0.01204832393019714,-0.06444347169309363,-0.0008046917714669384,-0.13746113510695934,0.0002741041225205844,-0.0035169592120711333,-0.06511790682022314,-0.005428256302329439,-0.012292951936933479,0.024653895489035463,0.0267682026909634,-0.01255811334232094,0.037412075388200496,-0.008206265622139773,0.0023907371700157315,-0.0028247437520667862,0.018614401521697643,-0.021100955570659472,-0.05453608367708114,1
TCGA-86-7953,-0.12521086147872,-0.02912718333161055,-0.03663332578930192,0.01867860921250186,0.01976360015805463,-0.05113400142384367,-0.05679031587562715,0.0016656486795094034,-0.011189901723917137,-0.017091549030312993,0.03323201966335897,0.0006045877989133262,0.0015782299929000265,-0.032191134004076534,0.015569006640402285,0.028042632315725582,-0.03679353062052269,0.004863286081472367,0.03217695949537691,0.005471506140876268,-0.04900788723541882,0.009224335062012954,-0.03491690776850727,0.0075129545122820255,-0.02504622382766758,0.0,0.00016861171651464855,0.06194088682200766,0.08277989252142999,0.09679130746665587,0.05631409020576709,-0.008213499647077564,-0.07580897820132511,-0.003856683238554684,-0.020037307908266376,0.0015620365227183982,-0.003728395992895311,-0.03208740939260774,-1.2081286592058197e-05,-0.021795071748896243,0.04629804167753318,0.009350027271350881,-0.006665042134677496,0.027625658978045347,-0.004050867298456996,0.0022459493655609952,-0.004951128409702129,0.008496058030915016,-0.031046342984735416,-0.04267529381363961,1
TCGA-86-A4D0,-0.14408401179511535,-0.018800236355195142,-0.04093807782316397,0.003881138281185657,0.01591785900883579,-0.0051584992551897465,-0.05569069425400412,0.002482314295455305,-0.022229723339475815,-0.037889863914001315,0.02192759701763107,0.00032996845452393215,0.06521552388541235,-0.0006876933114457937,0.009128178260635727,0.003946362910421039,-0.004504296806309575,0.004537990011909187,0.022644724234821615,0.005023871591211892,-0.014434296574273038,0.0031930830384163836,-0.053116738495255784,0.012461233059324535,-0.013914676523360259,0.0,3.5739698556211944e-05,0.0006474026078406885,0.09745914202635747,0.03410462938861619,0.05160891237645683,-0.007150493972177684,-0.08808358406408326,-0.0033846825506156186,-0.0063898208646107025,0.0008127102020599349,-0.00791595255738621,-0.009040516921949866,-0.002817523828915084,-0.015702451395469764,0.06179491991127575,0.009428280067028073,-0.004522040216388104,0.03694024082798593,-0.009360860547322832,0.001829087774713293,-0.004070743522367237,0.005155667889684288,-0.012421788692232974,-0.34695819601059114,0
TCGA-NJ-A4YQ,-0.06874472513810727,-0.018451791931138186,-0.008331148394633786,0.007249924428773456,0.010846541967033073,-0.005706405423094624,-0.04515985339808964,0.0017668728688863687,-0.009392681308310679,-0.003247363454891043,0.01590050786712492,0.012333601520411675,2.1728839411401695e-05,-0.006351151383350511,0.005172671513029928,0.009743799137755341,-7.108967011003731e-05,0.0006342168822149985,0.019151957263673403,0.00898316443960128,-0.023919485524428255,0.0014835397482310412,-0.026749270050891474,0.003879766246911219,-0.028958823517698216,0.0,0.00025040303426512346,0.008719940020254927,0.04549899845841421,0.023289004155796884,0.027715091608423358,-0.004323665994441354,-0.11672811482114331,-1.567129948971385e-05,-0.034775829649937744,0.0002250210604615849,-0.0038426623625559394,-0.024335511529097797,-0.0,-0.0031854589530200777,0.014307019223239285,0.004337673177582345,-0.0042148180939620425,0.020437963563859563,-0.00984427698386143,0.002806675544636413,-0.0007919532693383216,0.02624341206078,-0.000542448908796869,-0.01648333341995171,1
TCGA-75-7027,-0.1417970801802863,-0.020132950658938446,-0.02269999951854714,0.011832660488032394,0.017201987740799965,-0.07979318332462085,-0.0814174652426786,0.0006098525244390194,-0.03213074640578223,-0.032817725067597454,0.03388402268470163,0.0009363645710360423,0.009394960904828088,-0.03003000959690359,0.027022368028002175,0.04729554234988465,-0.09021106558940362,0.005386180589348242,0.013173369678358198,0.002431213216086258,-0.016829041741754407,0.0013658150699759188,-0.027991434255983553,0.01173903372892681,-0.07622596557613866,0.00012333860979091448,0.00043864309068659897,0.09165011021208969,0.08510253337716363,0.043751970930009446,0.07563248277567745,-0.021877858345927724,-0.06778081287472501,-0.001194895345828866,-0.07173251124971232,0.0006555493843118357,-0.01043586750855443,-0.09726667051965383,-0.00013212229253592537,-0.0009048310429193344,0.06809572982062137,0.017465407442941932,-0.00806548167640369,0.049097065902468644,-0.004873536663417565,0.001095680875388033,-0.005590299871619095,0.01377508577275997,-0.001918055111104434,-0.030763999709445513,1
TCGA-53-7624,-0.17428649264289586,-0.03965402702572068,-0.03679040144159194,0.016232005623168143,0.022871125451243014,-0.02397775951448019,-0.14248561927241316,1.4034408825315486e-05,-0.05614863878950455,-0.015047400216954207,0.068360299484212,0.025200839127611476,0.00012091191118407686,-0.02348994325369918,0.027849529832516977,0.04333987094420327,-0.001482965034100053,0.004567944003905118,0.0761212663698516,0.018406911722281937,-0.17476062392432898,0.0015155063732808906,-0.049423910485506733,0.013206613253857406,-0.12164981678153322,4.33408460364783e-05,0.00027542387315539663,0.04262630519944251,0.1410514541972749,0.12150778609294802,0.06149585139522449,-0.011007314175374348,-0.029900698635080304,-2.6169891854627414e-05,-0.10113230746916356,0.0006871585101489606,-0.0015210898612551904,-0.11975056801183744,-0.000493654793803267,-0.0002612430621196795,0.08112037158816741,0.011522290527838078,-0.012532992070949635,0.036417163766528524,-0.0010420895856211839,0.0006339352615883469,-0.005447971556284463,0.004101986919481183,-0.004492909754183133,-0.031201608374627973,1
TCGA-50-8460,-0.09439340514532689,-0.04273461645121013,-0.008370515086747177,0.011647175539841617,0.012248200981379184,-0.028147922502390996,-0.05707805816556038,0.31979152197721816,-0.007491527082261804,-0.018538711488918478,0.021954476475161914,0.00015837110036612492,2.951363108830949e-05,-0.0029203557113893232,0.014161876612559238,0.010366985332236813,-0.00036389011892242265,0.0004596331454133745,0.009561929238584729,0.006196080440060646,-0.0643998963778979,0.00882945029876108,-0.012221464153858492,0.0028172357320346703,-0.025622472729521287,0.0011989034701261273,0.00030581270901606833,0.0029895861115246023,0.044703525468029234,0.03036287915817546,0.021822235663063506,-0.007803072216671173,-0.014136128879077082,-7.984114687391056e-05,-0.030682463611129935,0.0009085749447049605,-0.0394223689288314,-0.03999666721044378,-1.3859920451444546e-05,-0.044924385775115275,0.020655927677105147,0.005693774797417031,-0.0027526762568960035,0.020519195680061223,-0.0007608649128442297,0.006989493268690803,-0.000714695812331407,0.0738733497562226,-0.001078601563585066,-0.0239229965769638,1
TCGA-05-4249,-0.22422855693981392,-0.03384524421147075,-0.007176573479847237,0.01567802941932887,0.03069877813103868,-0.11731796156432095,-0.0663842173458157,0.06319739566326098,-0.007438814616104877,-0.06131649609187918,0.029003639380656306,0.000920944364192233,0.00011302552353096147,-0.00914644371428091,0.015550304287246408,0.014792428392590025,-0.000104794366000172,0.0017644706480218805,0.005928273195731576,0.006041274874883771,-0.0090341530673911,0.005882207012866477,-0.03228124676573137,0.00731523741880886,-0.012982406204718171,0.00022097228079542266,0.00025852502323351804,0.008795242824790885,0.13018308082666277,0.03826992045428338,0.04335033684734484,-0.01952147691503589,-0.16177538633077462,-0.0005915267496109885,-0.027738509118213798,0.000531797826015138,-0.03460399035163484,-0.07957555356598549,-0.0,-0.015488322438604185,0.030724828822147315,0.005334515673436668,-0.0049253051408609935,0.03351555585335888,-0.002561069890229032,0.009929475343639532,-0.00217007236512986,0.039317187160019175,-0.0017301855418655806,-0.03543846882680448,1
TCGA-55-6979,-0.11449302714474809,-0.02223096061682903,-0.015245495491874301,0.013811997563998943,0.01851743098983664,-0.0192545858614693,-0.08001913330090556,0.005795247357731639,-0.005999882010168527,-0.022789363409154058,0.03293619462233134,0.0007169015190545149,1.3232875901040657e-05,-0.009626386471075603,0.006276097750807539,0.039460204280482525,-0.003058436047234782,0.0011310615139056488,0.02877870396341749,0.01223155139410254,-0.026482725422990596,0.010166082773240478,-0.018669448459802264,0.003591790146141676,-0.049819809422325945,0.001968650424649133,0.0003200046861958116,0.012136369967749047,0.08804072517726153,0.04626504743605882,0.01947353672250517,-0.01200998762465353,-0.06738583741207259,-0.027024778916189224,-0.030389707171491285,0.00047751486225678795,-0.0037801552643009916,-0.03692627264192452,-0.0005961779341886498,-0.16040032816608407,0.018479098463783202,0.004451010978403126,-0.008978619282219257,0.018357853962639243,-0.0017394412647056252,0.002134868774841753,-0.0016799591573795106,0.09218929761555054,-0.0035559582434697796,-0.02710337400917004,0
TCGA-75-7025,-0.11910597588469672,-0.0290704447596615,-0.006348810129804198,0.009829462933744707,0.015440201165029583,-0.013347309672886033,-0.032789937352640235,0.21553827999109737,-0.006884012639799122,-0.10418978610193906,0.015379428945103827,0.00080159540267249,0.0004280492467566952,-0.008012488111922643,0.015312962669797061,0.012645678627171286,-0.003170424629630997,0.0009406287803176173,0.003221847837939342,0.005543831923675018,-0.030154532569570295,0.00321197466752827,-0.011697255643470185,0.003137521572308782,-0.032358869793484235,0.0003927895032098227,0.0003197173444064357,0.002085928467668268,0.05347613688930386,0.05053929725247883,0.02113657288361503,-0.015672562718699677,-0.025905644428922767,-0.0003853961381274892,-0.04378383518233641,0.0010111171805632345,-0.03979181762017639,-0.060665566773133,-0.0,-0.045574527293547315,0.02044750433317692,0.004306515364629702,-0.004434318329076802,0.015351405305371726,-0.0013736494806360212,0.005491476725856815,-0.0005956413095672187,0.0361606988205156,-0.0008019109583184066,-0.020458765729095725,1
TCGA-62-8395,-0.22580788266891974,-0.015863782001917504,-0.007651601065523931,0.016758275182031525,0.02566915716484978,-0.013442746168721945,-0.04606107009322122,0.07633779291233024,-0.018283979427358994,-0.04198959149198737,0.032825002259624175,0.0004881832161927559,0.017776235257547762,-0.002681020985412987,0.003777119432340974,0.01556481395921608,-0.007263892173913906,0.0008813694425262775,0.005752553336589457,0.007263784371028774,-0.007226864890239484,0.002353946702154471,-0.026715183759282512,0.005677934861186228,-0.019469973412435723,0.0002173967817912985,0.00020550557982532456,0.0017499565729482604,0.05144189437096452,0.06869231149058237,0.04197709037964357,-0.013592010908347493,-0.019343210210077188,-0.0005644377890644831,-0.03117892120981786,0.0029900873134686193,-0.03241088895021656,-0.10111305864273575,-0.00027320487262762726,-0.03265385987191751,0.041305735328104595,0.011384041355349426,-0.004458654010276211,0.02032598389844124,-0.007948563067047328,0.009916285137332196,-0.0007517551165316799,0.010119417506087254,-0.000648561149863416,-0.03167462370265197,1
