,HSP90AA1,GPD1L,TNNC2,SEMA3C,AMBP,TXN,CKAP4,CPXM2,EIF6,PFN1,ERRFI1,PSMD2,CA9,SERPINH1,IER3,MUC13,MAOB,PSMD8,SERPINB5,PFDN2,CYP4B1,AGRN,TIMM23,GPI,PKM,PSMB8,PCNA,TM4SF1,CTSL,TSKU,MARVELD1,SELENOK,PYGB,PRR15,HTATIP2,COL1A1,CDC42EP5,class
TCGA-53-7624,-0.038491233737605206,0.00590322967227439,0.0015459326861558297,-0.026762884134209595,-1.9144418789203685e-05,-0.005063928011536932,-0.011178322723610423,0.04215070175796519,0.018684813075784706,-0.12252240277383523,-0.06930803559637662,-0.06816939055698752,-9.148601111976017e-05,-0.09428253504533604,-0.02237056506544088,1.8462657196448747e-05,0.001596100535164571,0.3814824926868581,-0.0053731787342911575,0.04228993734307003,0.00033616179715327527,0.03220693330932329,0.10683680456793697,-0.26171296097300367,-0.05328411550752297,-0.00865829111131078,0.0008920704955549274,-0.021640027815802126,-0.02558557326325727,-0.027555816203232525,-0.1663861962166879,0.04323258286402874,-0.006713377642628695,-0.09252618717137458,-0.018740882199762995,0.018677501788823124,-0.08335084725264898,1
TCGA-50-8460,-0.015880021969157943,0.06508643162476532,0.009006716209376976,-0.005264464115658039,-0.00016512170228574224,-0.0008551350375321132,-0.007201444670002737,0.0021427682474841996,0.004606443093779662,-0.0726917456608,-0.014747475216115007,-0.015301593698221606,-0.0010545247770587132,-0.07566350963051631,-0.026261208075610984,4.50658705225784e-06,0.008875818838129178,0.09668726126753441,-4.793699597915823e-05,0.02382820104287054,0.010123160254664336,0.01713840690472286,0.034984613579342676,-0.10483912471572712,-0.012552782495939043,-0.0029927383136011945,0.0002145133078678304,-0.026660966446370633,-0.002448034608337527,-0.002176071134407936,-0.05557295826632426,0.05494279659132699,-0.009349874066017618,-0.002449196831576127,-0.0037977226855775317,0.033178637513999104,-0.031032209475135908,1
TCGA-05-4249,-0.03969427283579893,0.09246365840547417,0.006000302109082522,-0.008842865801752794,-9.892300588024977e-05,-0.0013937118153163391,-0.012209987973592835,0.005216783398565432,0.014885649438052304,-0.1380478896501122,-0.014374921647668609,-0.028070100428395996,-0.0001656701559942975,-0.30448315125634323,-0.10945430872866228,1.7258444391176753e-05,0.005999515724830298,0.20792546651555172,-0.0001201468938428488,0.038920404843812526,0.0014848091403919423,0.019173636865473184,0.07617275612020878,-0.12193237585775499,-0.020545052065684615,-0.004944427070915311,0.0007110412883611197,-0.08818072636233558,-0.008720025256908997,-0.006955233188022081,-0.11056543521674829,0.04242556962391506,-0.04740815594000774,-0.0027286682454229533,-0.0036750127068158243,0.02256930696030735,-0.00930350748712212,1
TCGA-55-6979,-0.025902645638209223,0.019879980593730664,0.010370183805492497,-0.021855196904547795,-4.190839739504497e-05,-0.00159045885821224,-0.006911698955933271,0.002136084525120166,0.009862536050550232,-0.10236998589938151,-0.010419876876591998,-0.019604645694932674,-0.00014220124383255235,-0.08597055055826287,-0.017963978893106972,2.020595399506312e-06,0.004572786098445381,0.14548952214838434,-3.868576456297059e-05,0.021318312947445916,0.0027804807267076256,0.009115078191514261,0.07102189829407159,-0.14697654694987236,-0.0202855144379691,-0.004976523974647507,0.0008400497506728513,-0.03277393110890085,-0.01989622983565458,-0.015925436153744244,-0.05130683008320116,0.045705459931180005,-0.014554418200581917,-0.030048283006797682,-0.005850556253280549,0.05135696243389535,-0.018651123398741837,0
TCGA-75-7025,-0.028971925382580598,0.051136843644663525,0.0032764604050372604,-0.01845718870866469,-0.00016917735364655302,-0.000968774264471597,-0.008319994958845165,0.01147832650616665,0.006991723266696275,-0.06668493703491898,-0.009584888501794135,-0.021245216949469323,-1.1756719784542333e-05,-0.06096504101072565,-0.012452658861040316,6.536102546618018e-05,0.02218605524807065,0.08940873968396171,-0.0002402673177817886,0.017827032677622746,0.009835563435886987,0.032579776055688056,0.0366310923766876,-0.060227492700663396,-0.01457972942750658,-0.0026502973988967106,0.00033839213278865396,-0.14983783489908464,-0.004061353554850763,-0.0033823266116302757,-0.08429114837863065,0.04082324581743728,-0.020281962721543687,-0.015608402930530726,-0.005415843233514539,0.025780347750686057,-0.03130667290757154,1
TCGA-62-8395,-0.03781794235159094,0.09234083069423157,0.0024012061001440882,-0.009037780694510958,-8.066821384115941e-05,-0.001296670976877097,-0.01157370261885245,0.010691967236956888,0.011963969303545024,-0.1119073391790137,-0.018218590666109577,-0.022008303438503612,-3.4704661280415204e-05,-0.09906395296788137,-0.012541698386957054,0.0027143441418594583,0.009361838287927906,0.14993906941826338,-1.7734835619014914e-05,0.02360383117730287,0.03163308888579481,0.018256685012535058,0.07465647495381028,-0.08460347859130184,-0.02279366374856344,-0.001895612229357491,0.00041691820197850603,-0.06038624046411513,-0.011174807969219302,-0.03170892059059789,-0.1404905003351354,0.05940465694729956,-0.02941094401653235,-0.0005936274961364815,-0.013489989726518655,0.05479884863078788,-0.012931697982201203,1
TCGA-62-8394,-0.04617714984822634,0.023341929479557863,0.009779936117060281,-0.015104689008628177,-0.001524279496179486,-0.0014709949851782528,-0.014490934639690211,0.0020391429321542256,0.01274067310149593,-0.10504034338611945,-0.012051557061210007,-0.05426188183617751,-0.0008349972376403653,-0.15146478020534926,-0.11655750177516368,0.0012999545103198127,0.010298795544570036,0.25088184757997595,-0.00047001284875975867,0.030622466452014233,0.005602288315208923,0.024041279896604578,0.06287711600108435,-0.15422518028092388,-0.017725615615608044,-0.0062745329880713975,0.0012729721455884847,-0.14515100400941477,-0.00938719998528148,-0.024268722296894824,-0.03650939594016948,0.035620268484947655,-0.03954180072232736,-0.016570932692945017,-0.01023902121437346,0.06836606503582476,-0.009171677813904568,0
TCGA-44-3918,-0.018295978698067247,0.04272438010369827,0.0003669586969237497,-0.021214310904294334,-4.2265992461267e-05,-0.00043968583572841235,-0.004346967625945617,0.0029804430379847635,0.0016474234036570393,-0.020553322470257308,-0.02379400613367131,-0.010902169927547577,-1.4143388817940143e-05,-0.023953417440801403,-0.004771579256624849,0.00013162375617302297,0.00314360891557521,0.022620835033515356,-1.083942565072628e-05,0.00513582669860708,0.0008461149492829369,0.0037438914623228333,0.026560361073421045,-0.027950444708049815,-0.0031787118691482263,-0.001352487651713632,0.00016103662827875311,-0.03092631154454554,-0.006631676337503496,-0.0030399050860844914,-0.03395455844271976,0.023312825689248005,-0.00434824615089952,-0.00037869131904390567,-0.0031006896976517465,0.01701339621602171,-0.0021116536528020115,1
TCGA-MN-A4N1,-0.01507618700047885,0.014904863813258099,0.0020605674092600604,-0.014148646041810943,-1.2760038582507972e-05,-0.0015078831198878536,-0.01204820725772827,0.010544704395448514,0.01520125589544953,-0.12457092405015578,-0.010603164106829783,-0.036648553149538896,-1.947035098265703e-05,-0.06707786923677399,-0.018892998454184406,1.8458778894338372e-05,0.000844733328277718,0.1398399599026579,-0.0006066504927379005,0.038135919111551,0.00022626770019772125,0.030290118440236092,0.055124656654635486,-0.08389421412444646,-0.016382691831045654,-0.0016192224338713772,0.00039176931251714577,-0.053631266690243234,-0.005263586360894638,-0.004935872166894312,-0.09119264684544101,0.04701262502657777,-0.013734363459449143,-0.045425797229802195,-0.0037424370927955676,0.046595318514403225,-0.05466748572205162,1
TCGA-55-1594,-0.04738776713033814,0.025642456842622813,0.040837543243931865,-0.0025893665787639062,-0.0033529421683609856,-0.0009150443793510546,-0.029099585306966942,0.08462774592689493,0.012405090652709479,-0.08078058231630592,-0.0185458305971134,-0.05453791597925737,-3.094209536022649e-05,-0.10789204232854807,-0.016909955851528206,0.00019298043471023912,0.002290390724815274,0.2345166814667732,-0.0062329476831586555,0.02498727883122771,0.0007335552767014185,0.009241718188276751,0.14837157889354424,-0.10935649335594305,-0.02368452524786144,-0.002481184276034558,0.0006466495939451632,-0.006522403977283456,-0.01194573642772644,-0.014024772351703074,-0.04656234459507692,0.06678613805020603,-0.007802645448453004,-0.008390305893072346,-0.007385600490726129,0.02207427267382127,-0.004859063338699784,1
TCGA-MP-A4SV,-0.03340138828989052,0.07296569668729103,0.0033268183356681734,-0.021584272494694724,-0.0008626065180363659,-0.0019060821104373129,-0.010707525874761434,0.006796517083598445,0.009017853898654081,-0.09774207856586989,-0.047529583516032745,-0.034330933403175286,-0.002048170198555935,-0.0922193380908694,-0.02008381589836119,0.00043150958855579856,0.00429493948623922,0.10956531270624272,-1.5312839411343475e-05,0.043190675782395715,0.0016866203582146279,0.025260449192728664,0.05530595741023277,-0.10585946614011792,-0.017823790079176522,-0.00373200854753048,0.0005424339794249863,-0.06018774364560119,-0.008899483054823371,-0.006976139325210407,-0.03995009408623222,0.049392194869470635,-0.02918180645183868,-0.002095461554460597,-0.005981753217690057,0.05062331971400897,-0.010786244390626872,1
TCGA-75-6214,-0.03364645465575838,0.015247281498211392,0.00596972221767221,-0.005809350885687715,-6.335537953748318e-05,-0.0021530695605114693,-0.017024582750337292,0.0030475012111247364,0.02304111824182879,-0.09217606138324187,-0.00690316667377105,-0.0523038704308403,-0.00046614703770896587,-0.05584967666080835,-0.022442821412551477,0.001015517894393723,0.0013021326842421956,0.3383021571121701,-0.0040955691172684956,0.030089040893756233,0.0022584594071225535,0.027093367087081377,0.06625262820946798,-0.12194104189456041,-0.02823838142347521,-0.0053917271451712715,0.0005858794546958187,-0.014716215508259906,-0.006812517692518673,-0.007167521169206557,-0.20481510166426667,0.023651182189336543,-0.020098534196214095,-0.011306537223593796,-0.010784323909868207,0.019598229573002283,-0.04971287065028288,1
TCGA-44-6777,-0.029049791462458736,0.032201346873719366,0.0963536879294191,-0.02413323433415558,-1.3196130126681175e-05,-0.0009020991849875706,-0.01299750239684252,0.03328985349925384,0.0059912741586334835,-0.09398757884086055,-0.022212213117547706,-0.02815238068860127,-0.00014834454179849362,-0.12557395873214522,-0.013196078141425937,6.242708991968013e-05,0.01243084568183254,0.1199916817062081,-1.7761305522923894e-05,0.01900487931923828,0.0008903370577095102,0.012399875755965217,0.03674842550576879,-0.12090325585062621,-0.01994138060496984,-0.002957174929226959,0.0003262918108876312,-0.036612319013863824,-0.015386760409249791,-0.008185468672832126,-0.11176833942289126,0.04133824200385337,-0.01297925157985137,-0.001883969673711647,-0.005788512505260523,0.11694032538853054,-0.019167043285281193,1
TCGA-73-4662,-0.024170881738593043,0.16877981702400957,0.09075812564346378,-0.00900800878134029,-8.87620729010141e-05,-0.0006603368257551927,-0.004151631830722591,0.004489086221509419,0.01238101843866873,-0.10446745318585023,-0.021723288592338137,-0.0280070874329135,-3.3239709578945275e-05,-0.073284253937851,-0.018118476100747086,1.7489203366744172e-05,0.004344021152290202,0.16616833802864217,-3.944015682437645e-06,0.04262843087594696,0.000998191954512564,0.014380326965937483,0.04250098713638886,-0.07012365654874217,-0.012832130680619665,-0.004613017234522911,0.0003982670729911042,-0.026902130805312806,-0.005733591149977387,-0.004408655662493905,-0.031062699300553276,0.05435137958908309,-0.05960482911356597,-0.0009404741805647595,-0.007479558263208254,0.025408740844985737,-0.00732041254572098,1
TCGA-78-7149,-0.02957463112396375,0.03853561675678031,0.002235729838665067,-0.00507070364402282,-0.0014020779236712706,-0.0021341592338595776,-0.009557287013104664,0.004743122908717603,0.010039881181532418,-0.14824972529957045,-0.005175117973160275,-0.013813565295758754,-6.835995999452925e-05,-0.06573165976596934,-0.0050570903590941305,0.0002069442614586508,0.004026883099974079,0.07428542515511954,-0.0009773217921272667,0.053842404405130176,0.04271656625800957,0.01773539670705135,0.062012931998199426,-0.07100714211916659,-0.018473062802858705,-0.002163715557018167,0.00025963559554822876,-0.08950053177908202,-0.004110091311590327,-0.017895767987383775,-0.037318570514984654,0.0748107164192975,-0.014439535100588038,-0.003114610714663966,-0.009490696509264674,0.008522418345335698,-0.013261173045190026,1
