,ACTB,ACTN4,ANO1,ANP32B,ANXA10,ANXA2,ATP1B3,B4GALT1,BIRC3,BTG2,CALU,CHCHD2,CHPF,CLTB,COX6B1,CYP27A1,DDIT4,ERO1A,FLNC,FSCN1,FURIN,GANAB,HERPUD1,HNRNPF,JOSD1,JUP,KRT16,KRT18,KRT6A,KRT8,LRP10,MAFK,MMP14,MYBL2,MYL12A,NDRG1,ORMDL3,P3H4,PLSCR1,PRKCD,SERBP1,SERP1,SET,SFN,SHC1,SPINT1,SREBF2,TIMP1,TMEM45A,TMPRSS11E,TNNT1,TNS4,TPM2,TPM4,TUBA4A,YWHAG,YWHAZ,class
TCGA-62-8399,0.022848863928821395,0.08847390332423144,-0.00779581091019261,-0.25809323317929767,-1.7285899758330905e-05,-0.0007025550173315112,0.04457795770638262,-0.04188710774284694,-0.028441810336787075,0.0012694456738599352,0.04737677871349278,0.010422090136392411,-0.054325832339916724,0.00041095154537574365,0.004940100095121271,0.001083144477768807,-0.004309355935876349,-0.02202010354210319,-0.0003302401662042336,-0.0778061890448727,-0.023357850994800203,-0.019013914870312607,0.024551240851030113,-0.05800927943349774,-0.04377339794186774,0.03300425415358592,0.0018827098624720335,0.07138029457531801,-0.0010701209897355124,-0.10581398633704144,-0.010272386515820272,-0.049267013055786985,0.000136072357863144,0.019801878103702923,-0.001268254156341962,-0.02160403849568561,0.018611631328678366,0.00221104068975018,-0.011776854089975666,0.060552174831097094,-0.009203082461533002,0.01863541683630751,0.16792476592747968,0.01723097886209243,-0.0005339813607103232,0.028585380840880963,-0.0322383693808503,-0.04374047856945579,0.0010082156614096994,-0.0002308008059983928,-7.402332549166875e-05,-0.0003701880451471448,-0.0368136263944896,0.11650701550746179,-0.0005042897735973323,-0.05057289337898984,0.021869032821853734,1
TCGA-78-8648,0.017414149362909786,0.028825419336691967,-0.001634631887249196,-0.21077452727676194,-1.0075612766744509e-05,-0.0007044024457691369,0.041048900061330655,-0.028878107534129165,-0.009739408636794733,0.002743414951263646,0.040919733988905985,0.00820605518312972,-0.05029873834676107,0.0006267976842492861,0.002676300529361687,0.005937107103960177,-0.021381423825564527,-0.01229330343264966,-0.0010084234640440402,-0.03961411713772892,-0.013001116395310352,-0.008074438628473991,0.07188906921683176,-0.030466017539255926,-0.024729746644090698,0.00872801825331675,0.0019130096721041495,0.009104589696400461,-0.00014040034744547611,-0.012638107435105217,-0.017909002077431926,-0.012567903302351966,0.0004531996539370822,0.008594414500885342,-0.0008676897285497654,-0.005392966254991746,0.015624990406154012,0.0025244267694011363,-0.01915801823144173,0.07774769607302674,-0.00336673917625973,0.025033734020216542,0.03958836460423312,0.007716717855502425,-0.0004242196106594152,0.007326067746127446,-0.015519115040133468,-0.0638318826954495,0.004077899297647234,-0.00012081347895969926,-0.002245193535981441,-0.0001727487968200327,-0.09836498519683927,0.0971888951427143,-0.0005630373020736709,-0.023487511651517076,0.011571950570326455,1
TCGA-97-7547,0.017129193941394505,0.0773732575908512,-0.0059356503872055166,-0.26400323521482294,-0.0017389004513682907,-0.0016614082873822233,0.05078468870389505,-0.033521711634340035,-0.013312964959702049,0.001972656487573162,0.0512151274915271,0.012328572156698095,-0.09111767255925833,0.0008667897736856369,0.004200550080434998,0.0010492594833797584,-0.00521266453317051,-0.019223630853282287,-0.00039426245929512514,-0.007208839980422727,-0.020714286431550114,-0.010474082019313937,0.053898592928526355,-0.0649828726344648,-0.03472022481164534,0.01832400845343581,0.0013141985446135623,0.023460995057451087,-2.847191063546449e-05,-0.022730836237492197,-0.032633434514470545,-0.015266628564041877,8.158687000786294e-05,0.0010762716878357592,-0.001703609492640812,-0.011661450758626537,0.038265522786188645,0.0018915717494133815,-0.01746817437316669,0.16124894723316802,-0.0049206781706457895,0.03467200366938959,0.07018352760329304,0.029506525625512526,-0.0006428591451874901,0.036171737407929415,-0.12411985910425179,-0.05300772093097594,0.0009133405718578171,-1.1250672923029764e-05,-0.0061670102323320595,-0.000966358400443367,-0.024018708552800076,0.0892066911354341,-0.001480689006979306,-0.03385324285731228,0.040824393068215385,1
TCGA-80-5608,0.018369439541839398,0.04515334528532475,-0.0011538898650572018,-0.29056450494321084,-0.00022626679113010864,-0.0006658621042901752,0.0224616512849592,-0.037217336575517145,-0.01031392730988219,0.0026824849142645865,0.027793280275563065,0.013520294207821592,-0.05168333704277163,0.0008000364016536879,0.007139709472410608,0.000986569136532242,-0.008508926569393272,-0.04375531628777392,-0.000145046333868907,-0.005113477421529173,-0.06752900259889164,-0.010415425292982332,0.042335949474270024,-0.054182957822941025,-0.014478466828332247,0.029470654058598205,0.0008582532474655808,0.07816599598625018,-0.0007589948910167374,-0.12004370023944136,-0.044692894687814226,-0.013814672671415246,0.00014848072668769406,0.011409868969042041,-0.0017429818691747697,-0.015078849626725848,0.022465363762587294,0.0013274161093840572,-0.012210096520565473,0.19257733849279446,-0.003152630876478852,0.029072433711901872,0.05472748098990866,0.016637972008966283,-0.00034744274689371414,0.023531400503189297,-0.029249155736091558,-0.0694423514464176,0.001134245463745589,-1.6707067353126902e-05,-0.0001247401436894125,-0.002108615176942294,-0.15433982001927699,0.041210047030781544,-0.001157718518786412,-0.024096911026618945,0.05685402516754147,1
TCGA-78-7535,0.027973695537694028,0.02724164049052152,-0.00046334206237953334,-0.299220427735808,-4.391933770119402e-06,-0.0005562261453047301,0.02344403967664961,-0.026888749124655498,-0.00853009700624896,0.0007447388303537363,0.011221385681937339,0.008837007412799794,-0.021196364882945417,0.0009363138900284953,0.005844584843408251,0.0006101676694762199,-0.006630572844741254,-0.032473482539165786,-4.642506684320386e-05,-0.01114154975298172,-0.010970390235385754,-0.006045109681558311,0.01203279983330407,-0.05610673158060936,-0.013784166800678734,0.013724652212244936,0.0031621527430958155,0.07514125006775312,-3.469485545999794e-05,-0.06732691456020215,-0.009049085723649632,-0.012034639852002163,0.00010145574433182348,0.01244589695771861,-0.0007272322857581822,-0.0168452428232365,0.019482881552347755,0.001920659962823227,-0.008116416998237484,0.07017275537764658,-0.0037640602760781183,0.01471495563679268,0.04070180930933743,0.06002069011542649,-0.00023878269819134018,0.018195694530756965,-0.018780955247392695,-0.1583511159564883,0.008616724492100375,-1.9579948256620413e-06,-0.0015248856671454957,-0.0007224628583922286,-0.048788951230041684,0.051156742344246636,-0.0009048363104118025,-0.017826648624178654,0.018540204873257467,1
TCGA-44-3919,0.021605529233035985,0.04021463572465459,-0.0033900991580634826,-0.32108787817870726,-5.9936978509864766e-05,-0.0009932574326282809,0.03030802812260606,-0.029940609754012436,-0.014686290381746044,0.0021721728648929663,0.037914872806101875,0.01109612508488815,-0.025370206460837832,0.0006492418070881351,0.00496693732618937,0.0019718143238378967,-0.007286935756023447,-0.038950086616809,-0.00010006822427567113,-0.016207714290362503,-0.009701034498458444,-0.011167391519769506,0.04148715273523811,-0.058067343130872584,-0.05694175482454381,0.02263699904102612,0.0051310833873886505,0.0727320059871098,-4.062885267659722e-05,-0.08414717072047838,-0.029880625907118905,-0.008025870146862152,0.00019797819207991685,0.008673605133365172,-0.0014927364906747122,-0.021657377914232966,0.03747603010403067,0.001879293871174388,-0.04670194698578307,0.1440310740929293,-0.006078036852682157,0.03995680215131471,0.08281932322696864,0.029716125322897052,-0.0002767312308832513,0.014567901998316589,-0.024049765486857843,-0.09907766749840168,0.014884010420936955,-0.001100105457383961,-0.015826073425742153,-0.0006408550107002646,-0.040201682598915475,0.07743805152699872,-0.0019415595403498751,-0.03211200079133095,0.02630307203554863,1
TCGA-86-7955,0.022811535134037206,0.033666134537276515,-0.00029290631144542756,-0.34658655121771537,-0.0002897501974436527,-0.0015489537970866515,0.026157300916943516,-0.034202210981416854,-0.018946760297191986,0.00013857624736755025,0.06104648984680373,0.014961235268762167,-0.05212644343839056,0.00048281743292553794,0.0036020143390893167,0.00018925178709768969,-0.0023185571217865836,-0.10927172393779257,-2.8087666309955633e-05,-0.00864988891734844,-0.09816211600891411,-0.013475447753459475,0.03284491080248685,-0.03872466146016667,-0.04132781623327675,0.034626086272730984,0.038750114628708164,0.056998291191813794,-0.00027945462188813696,-0.06615608426323462,-0.062854515484094,-0.16832710732389025,6.504082230993298e-05,0.04715445004091133,-0.0012107986254003248,-0.04109199011123716,0.017907369398291673,0.006682372128924956,-0.013290097534825934,0.15377620765176692,-0.0064732547377292825,0.031751257951070144,0.0783491546175622,0.013358115405678606,-0.00040909635049299223,0.03935830269136821,-0.09450651607826009,-0.02210874886948716,0.03213536938246496,-0.0005007926978081343,-0.03187377805650417,-0.03316622232107169,-0.019157511777379788,0.05467418781642167,-0.0007000100130867813,-0.05351884549566767,0.028347948127064693,1
TCGA-78-8662,0.030788975860718663,0.053096264058711595,-0.0015983645011340667,-0.28914692774892,-0.0,-0.0013156281055630257,0.026143350464912805,-0.015946259976232783,-0.0043440134604844265,0.0003877230398649731,0.06784646396942805,0.03681758768219023,-0.056220131131755835,0.0007410740875811513,0.006375130101955475,0.0006679918274317281,-0.011772433500459947,-0.021451452019831032,-3.644106181842471e-05,-0.02328703298448629,-0.010632271012439255,-0.014470201065643902,0.021112180279675482,-0.08970118803185126,-0.0434208858239659,0.048347538774653115,0.0008363081647540851,0.16221436529147598,-2.0472995147530776e-05,-0.215861732735913,-0.012952034139143358,-0.0147103472403611,0.0002833633600300909,0.0196372547794526,-0.004309351315579906,-0.024258645364473367,0.030992711902336777,0.007111675629671622,-0.009986440716656286,0.0500011965174318,-0.005515634114647485,0.03400642081847207,0.09231680351836356,0.022970914625076527,-0.0004668442535195481,0.09069804592393617,-0.060059511807708625,-0.012860735408499994,0.00046311059543794735,-0.0003554280430211736,-0.0005177245069865354,-0.0006071095188910445,-0.030210902089006092,0.051402097101092406,-0.0003069330620527686,-0.03253922335070175,0.03254153729193979,1
TCGA-97-8176,0.02365490464267979,0.05067363287144382,-0.001310363720527333,-0.493837545109769,-0.0022451001762206087,-0.0013666848840653333,0.03718857002038904,-0.03836466781080775,-0.028770841445850046,0.0007072704237761105,0.04844164606124503,0.02353867949132832,-0.0815919659377084,0.0010965240144717857,0.00729014364161932,0.0024845312244256854,-0.012216997912122282,-0.03565152356362896,-0.0028937030215686844,-0.04596812267109259,-0.11867511590776053,-0.009993973720614212,0.02517776099228272,-0.06529417099350292,-0.028401123834260644,0.022993185741986378,0.004271938969051536,0.16166709001959037,-0.0042555569421307525,-0.15693940270619056,-0.02872273339202394,-0.03145984691602225,0.00017511082244417935,0.03256928507305487,-0.0013301766528923818,-0.004731644448331239,0.011415825172298135,0.0009788259683234986,-0.026208105114333444,0.12590294930444543,-0.007555462344182644,0.039924825703746586,0.08344484245049004,0.0644099579972083,-0.0007709013241393196,0.04235035452567434,-0.03260555444947725,-0.06604559530196172,0.001847936440823204,-0.0009985496372671007,-0.0001983505078115322,-0.008055583198481157,-0.03280093752211777,0.11723089470272774,-0.001975132673711697,-0.04917713584990957,0.03384659477114578,0
TCGA-78-8640,0.01591314073375651,0.06153629756164791,-0.00124621447109826,-0.405985015733244,-9.239501311042634e-05,-0.00101858095708426,0.02571796335765562,-0.021552015982930824,-0.018150713244918404,0.0005644057927399229,0.05325907069136871,0.01634316845450238,-0.035541860744454576,0.0007050129988353039,0.004839450271551207,0.0015315958021231602,-0.004875519249648576,-0.08875054602991392,-0.00017573295800861285,-0.017566917375974052,-0.005906849488313331,-0.0066760734748691885,0.04099360528775469,-0.026596237622073898,-0.023702071663079183,0.034780076542161045,0.00016241589133685728,0.06436071082453938,-1.1600189333162017e-05,-0.08082238975704596,-0.06441637881501625,-0.019071849000206934,8.950538282970952e-05,0.1042755565888822,-0.0010318896249255276,-0.01247368863710012,0.015190176471715531,0.0007978575641883071,-0.0097708545220994,0.11318633673816202,-0.007478435988434129,0.024850639643526653,0.10481017626584496,0.020831811426473928,-0.0004979429645881869,0.023999611768857725,-0.05139336176253128,-0.07252610382108639,0.0024300220825977407,-0.0002062271045669423,-0.008680189887065244,-5.0955692631922393e-05,-0.016316863691356508,0.08530654857559096,-0.0003944261313283407,-0.054580362515649565,0.017109543408032755,1
TCGA-49-6744,0.025501418594995273,0.04199898728416954,-0.004744864221823096,-0.31350145628347525,-1.7708652741550953e-05,-0.0010271366747342274,0.03532038893255615,-0.03256190672445768,-0.039757382101822836,0.002594151387901819,0.044301770192628556,0.01187468884458911,-0.03141063688870304,0.0008999472849189803,0.004447531649770515,0.002549015657572088,-0.00915906316092394,-0.029750520942403318,-0.00020953610545594204,-0.032623109784834854,-0.018714378541978032,-0.008388378621281726,0.06879317323441875,-0.04447397399734083,-0.02242709274412185,0.014337346217319809,0.0018840466187793328,0.059162233080144594,-0.0048000751855313785,-0.05934752325298598,-0.02007456388445998,-0.005915593446060323,0.0001989763760230155,0.007275405831337892,-0.0017618007187625297,-0.006709935241761812,0.02323239482839374,0.0023307648468716283,-0.020977239681969354,0.12079245244960488,-0.00490083749928142,0.03330389507837909,0.06606767842772707,0.0164979508441833,-0.0004479298905566097,0.02279320257781949,-0.014521368629021874,-0.07791769329921981,0.009381664857921294,-0.00010281205573509489,-0.005718534185001782,-0.00887129609923953,-0.07313883916252288,0.08748737089149289,-0.0010848136887310468,-0.03019496138048264,0.019446557811361325,1
TCGA-55-8512,0.017707800411502602,0.05681108426134087,-0.0034607891152774813,-0.19994664486640962,-1.005212648989895e-05,-0.001319516891390293,0.047210647968621594,-0.01873765584978309,-0.01089026487396523,0.00660484987816318,0.015444835065460155,0.009448730689236262,-0.03331526724954599,0.0008357443103576484,0.0033414598234015225,0.0017066083801920413,-0.002301069885313852,-0.01462051430783083,-0.0010199212089610935,-0.008407523683224323,-0.0130804739791211,-0.008004602294495055,0.03656642569409366,-0.051505250663458,-0.02518270576333016,0.02651922441626389,0.004261467711311025,0.04575739502316,-0.008244690094740936,-0.07440659072232675,-0.024902292371724654,-0.03380930725036999,7.684342393786093e-05,0.0005665767760380289,-0.0012029891490712328,-0.005340206725289015,0.023744122090033855,0.0006212104981759208,-0.013378764311383035,0.12400833181882502,-0.0041978198308252205,0.031299816376516215,0.043050744112555016,0.025154667083400545,-0.00037782522186106027,0.02107286652863454,-0.04402987505039508,-0.01841786823940385,0.0012307818345489191,-4.491258927536292e-06,-0.0004310284294668299,-0.010705110487882075,-0.09251495971392153,0.0659358915546484,-0.0004881541591339002,-0.019809957103079555,0.018340735395760838,0
TCGA-49-6742,0.019590348110676746,0.06574878478216079,-0.0020315186814293304,-0.42976962143881353,-0.004905132405471696,-0.0015322020295172728,0.03492212996379601,-0.01788194866776531,-0.024029180781503776,0.0025495326847051474,0.014827585807454021,0.02878981423466119,-0.038520216258972124,0.0010940580051527699,0.006855652577832715,0.0013380236174472798,-0.0020674835843998178,-0.06484350711556523,-0.0009303322943073058,-0.014002045639498473,-0.2250007401114502,-0.008349612132684892,0.015468296441517013,-0.05059629434696496,-0.03798098501475496,0.04985760838033879,0.004563463240401711,0.08810792311753902,-0.00019975441461673402,-0.11477022817015738,-0.02945983819162725,-0.015083352359235,9.060682163042291e-05,0.01698758852689272,-0.0015947889995223598,-0.005031560887738546,0.018468087204649646,0.0013982398723585844,-0.026905752217623445,0.1199288162734912,-0.007122055052008068,0.021139300161745537,0.0840588741879788,0.0557371571615252,-0.0004562700041695536,0.03322732510793413,-0.04258104859171553,-0.0796751824360492,0.0009465889541641976,-2.3083546077406827e-05,-0.0062630495608378125,-0.0015315110245182812,-0.03157299122580469,0.07360893754662677,-0.0012292668953383153,-0.02197315319444631,0.03103012024122307,0
TCGA-50-5935,0.024627785355003835,0.0558862038073974,-0.00938599952659552,-0.3875425735234172,-6.536230846118874e-05,-0.0006256750678502359,0.021837256708937373,-0.02960296641372026,-0.01814193239183628,0.0023559913356767915,0.034318490942067466,0.013711957201377821,-0.04339556575724282,0.0007496660516090021,0.0064414711230988,0.006244147141228999,-0.0019419554513787675,-0.08982705127656825,-5.471167970936671e-05,-0.020265473888905008,-0.020084361415666992,-0.009410647996284867,0.04335045001684364,-0.05731276109761571,-0.020277166360222722,0.024938087560250687,0.00032171268462334964,0.039569590279536986,-4.919156837513419e-06,-0.039371579216183505,-0.023919059877724407,-0.005801563479433238,7.593183565087565e-05,0.003357700400410335,-0.0016051243854911684,-0.02622362977995144,0.02424645797393188,0.0012411081012580428,-0.01400840192701226,0.14840263483590688,-0.003684101852446513,0.02791966153026207,0.07492485941802995,0.014485475266875235,-0.0008557047203303439,0.024107538069322906,-0.03134528827271565,-0.1216934636992498,0.0009681628531556066,-0.0005693831625637378,-0.0031615290049252054,-0.0004304799905129514,-0.021411152008775608,0.04321133848891661,-0.002163576067462736,-0.035590243164302184,0.023264105235251107,0
TCGA-38-4629,0.04534865901564259,0.0545157923543121,-0.0064257841949348395,-0.2901081758757967,-0.0003229363066264266,-0.0029724389644812913,0.05199874407741325,-0.034936872786053494,-0.013238892191916428,0.0004676031572072941,0.07150355936003809,0.02813332488821961,-0.040800067869098934,0.0010625046501716252,0.004607080319471594,0.0012410754088775127,-0.0173537980638543,-0.07108584755933124,-0.004016213499552509,-0.11215053913802034,-0.010867601733536576,-0.008945050976385649,0.036703494897221106,-0.06776735794928969,-0.027563664872809333,0.027154173248662893,0.01798995498727419,0.04537987120874531,-0.00485577864633898,-0.07884012608441297,-0.02567450846727087,-0.006932665627281038,0.00033552694149640644,0.01611886531047162,-0.0022625376216803047,-0.039816048260224154,0.010343105903490059,0.0032524040077928727,-0.02858360708568308,0.07413830565199657,-0.004937208609894798,0.021243382967409543,0.07341451109519355,0.048002126567068745,-0.0004875848883160372,0.018337050541338183,-0.0221329429435089,-0.14271228352488946,0.004355105693864907,-0.0004033244084821915,-0.02642449468444837,-0.007254830799091538,-0.06566092017523067,0.1575321433054821,-0.0013145998215011358,-0.026507038087843847,0.06497056428806504,1
TCGA-55-8089,0.031006352112618277,0.07010208711826539,-0.0848586815978641,-0.36464548421416304,-0.0025049523432398653,-0.0024112343373332043,0.04472388838243566,-0.03246269749228381,-0.10011602538264706,0.0010018478414827816,0.048429757684389986,0.09902862100637166,-0.02093787913343876,0.0006669539424631187,0.004258256741409332,0.0017134577909867338,-0.019918178234249663,-0.08116280004194856,-0.00024143594759754413,-0.07788081409202885,-0.010761479783044939,-0.010011488331961499,0.04656944610547243,-0.07372474697979131,-0.029175393172689162,0.015711099742963745,0.08108602235356704,0.04510134382810526,-0.0951794548135575,-0.07206368505306734,-0.023317801761194763,-0.009557569968852993,0.0005081862859843874,0.009737612493439692,-0.0027543536206017833,-0.005366974808563118,0.014035128409708558,0.0018945340102029078,-0.026583903893963107,0.08968302156222996,-0.0073198867488054355,0.026425984297970762,0.08428284358126445,0.02373705617331541,-0.0009137516193730032,0.014653131644878857,-0.022851510504331346,-0.1380647424329691,0.0044246064190967245,-7.535680970623201e-06,-0.0029364392484353716,-0.07735734990740417,-0.023556120841273006,0.060504838181064786,-0.0007836519181259831,-0.030667395704341446,0.02741740032662703,0
TCGA-MP-A4SW,0.02471044136144231,0.07702732258796396,-0.00314494839897081,-0.17660924946299048,-0.00015613676846927153,-0.0009180927093917783,0.04476956289447791,-0.011432635400699843,-0.02437364110383962,0.0017464397632955685,0.025507872904026358,0.020086257065736995,-0.04632633428952796,0.0011026765358209396,0.007214358227652601,0.002419076795825518,-0.006340431525723556,-0.03049212976889597,-0.00016485295253289197,-0.011923813607624161,-0.010425145568081178,-0.0076083973857543515,0.047962996658966035,-0.04931909430413166,-0.03666985811832591,0.022954907102177263,0.0001784012688449773,0.057267018186714466,-4.7042080072209274e-05,-0.09043451948423607,-0.01656134255338974,-0.015529600543666245,0.00012272704979280225,0.009437202400535362,-0.0009210972218928988,-0.01618929534354669,0.03584531218689701,0.0012998914946537612,-0.03552488741349037,0.10571771461171259,-0.0051254618729186085,0.030030107069758102,0.03873430294362329,0.037029845650753554,-0.0003808766481020587,0.023594275312925506,-0.057552084029762716,-0.05361958195618494,0.000663807024979336,-0.00020662216900964225,-0.02094090970863441,-0.0022399976250528576,-0.037032235168508475,0.06150756578228924,-0.0014270327248966578,-0.030785626320039033,0.035391893001054504,1
TCGA-78-7162,0.021307592879405757,0.05695650177971702,-0.0042160312263663,-0.354014436865433,-2.0926272669392442e-05,-0.0011643188075429925,0.028338411386479894,-0.02459827494083317,-0.011271479338487675,0.003813403684083703,0.022936582599510286,0.008480363422558453,-0.029483069321674913,0.0006648004818537373,0.003998414270554842,0.0016367849191441352,-0.0010686385440943824,-0.01662424247583711,-0.00019031383491213648,-0.015614913460301506,-0.030089363418076956,-0.010101849047846391,0.0547213768331333,-0.05327281607657092,-0.021512114398757425,0.023012224018407055,0.00012264739119470497,0.04375262059362847,-1.970481736058384e-05,-0.033961445307727454,-0.024269442389389176,-0.00782675109618521,9.402646477532375e-05,0.004970657312751354,-0.0017915692906484107,-0.008938095996277162,0.038599293722146544,0.0009252809603774099,-0.010778490336426583,0.18446359940659524,-0.005425858961972674,0.0679231004273655,0.09479253968014503,0.02159169442489839,-0.0003759911365427682,0.0167988248644973,-0.04767277575924547,-0.02399689093990436,0.001045947227367248,-1.8244006654332416e-05,-0.0001793800948978723,-0.0003021627579083919,-0.03495319837765402,0.05893473918554712,-0.0010537952700774872,-0.027503598965175256,0.03126250812657317,1
TCGA-50-5931,0.0247980836229505,0.06766522530158824,-0.006011790934240285,-0.5485634240360661,-0.0,-0.0012318333009430757,0.09706427618305001,-0.010019626743110138,-0.00416877272111692,0.0026829570401862646,0.03524318190600651,0.022716942428881726,-0.0373999990447802,0.0006590112983795335,0.008418636714585643,0.00028574336828114406,-0.007168221168472513,-0.018511403862201153,-0.00017601678423841423,-0.03697804021893517,-0.02319708199269255,-0.022053425824907574,0.02672824881929135,-0.05853127117823345,-0.062091316188102846,0.05365970627286131,0.12248709183418802,0.03720817793227841,-0.011008798149752362,-0.056617577025759,-0.009823161140777692,-0.008120012285694901,0.0002458436995588804,0.034548633282492414,-0.0017246450267739588,-0.021768209169661493,0.020246210907219366,0.004693388841521924,-0.025771541992209154,0.03498175021746199,-0.01557667279289698,0.049251032845506484,0.15800071211016015,0.04611292713911317,-0.0008328966374712869,0.04595456167981199,-0.11593913508576986,-0.04649877047244338,0.005566976230880217,-0.0018427399727206815,-0.003461184098704241,-0.02939212651712851,-0.2848475870199289,0.09120130835636023,-0.0002484146396641461,-0.07149114467759565,0.043051115735770404,0
TCGA-73-4676,0.032581518797589776,0.04611432698670912,-0.0016612978497569676,-0.30531996982074455,-1.0592310857346792e-05,-0.002583608013426971,0.08441442926906746,-0.030253655013866256,-0.11440805546100578,0.00042118230114569034,0.0829670006752056,0.03272909000301053,-0.03972510741913039,0.0006004381074504917,0.005016029224558931,0.0016499406513568995,-0.024629697430637178,-0.050724009605030436,-0.006729414169407878,-0.0651757336445623,-0.009571922505393994,-0.012885648608174533,0.028892844364197055,-0.062195591494458156,-0.03267051430390819,0.015381268550714998,0.018887475451266685,0.05288251576365449,-0.0027952439216419912,-0.045360569394182586,-0.017577030169644545,-0.011592051413121448,0.00010918102651210109,0.014638793927959368,-0.0010956496453180867,-0.01619225691871744,0.015164721496521648,0.005071872086451842,-0.02831851239915754,0.09700576814182008,-0.008955835578274871,0.039407120643575995,0.0870708271739007,0.034147721739814264,-0.0009045270192873355,0.01847308397172272,-0.018807935255934213,-0.0742568537797335,0.007232877209644053,-0.001086640344295271,-0.023731057391907024,-0.015311454483570146,-0.019122165721260916,0.10202600263623698,-0.0029983786471247578,-0.07847403942297286,0.06528721559534931,0
TCGA-55-1596,0.020187388711817238,0.022041330355585618,-0.0018563870377265605,-0.3046856945626117,-0.0009322877593844366,-0.001299553874232018,0.088138874586293,-0.02570464395361204,-0.05019336326954653,0.000645944518723958,0.053140867103583615,0.02919219807204731,-0.024872325904549027,0.0007366991870180433,0.004437443803588586,0.0005402658522495973,-0.011724272355863196,-0.13794709571825287,-7.268734093012295e-05,-0.021022359185000422,-0.12962987119370714,-0.007857081690043026,0.04560045778186911,-0.1480555393925828,-0.04284168613378624,0.21584200037572246,0.0017465835118453945,0.045078545915862904,-2.311580863473355e-06,-0.13141363916740084,-0.03734105414776504,-0.022500019335573822,0.00016245288751404606,0.04643582197553235,-0.0009476460131956882,-0.02135767893314239,0.10029788062950515,0.04740422153701281,-0.1352646177069858,0.09024358364350789,-0.005102285067779134,0.06583257377132137,0.058052376509343355,0.0229510711954381,-0.0005511699853433832,0.025851068848722746,-0.06215003421557248,-0.05388514796361337,0.002274976751555051,-0.0013322595323724796,-0.010897715011286899,-0.03542823887953007,-0.04473099104797031,0.06580203942126558,-0.0005908918747540086,-0.04291737685068614,0.04609794377334525,1
TCGA-97-7546,0.019562920235098806,0.044939517651961164,-0.006971220525537983,-0.3052220082281966,-0.0,-0.0006747352044104845,0.04214720328767858,-0.04205666203900503,-0.03144461120935641,0.003097316504972125,0.039470653227967854,0.01043841285552698,-0.020563107082807248,0.0005343145210684561,0.0025325507626821372,0.003616513217032388,-0.0028201515135308527,-0.03216508627440412,-0.00020808914820597406,-0.009277585265411602,-0.01137987751846124,-0.012186100674197363,0.03554602617804414,-0.06278483960976634,-0.038859353132296375,0.012806655320632698,0.00026278401074324165,0.04673829034723718,-4.503354182193517e-05,-0.05253380407353647,-0.02023038167345295,-0.018665472780457795,9.496211635336655e-05,0.0026215110485058512,-0.002252215948575989,-0.007305781384769646,0.02216198341640306,0.0007731434686035302,-0.02957265565258998,0.11307531250642938,-0.009474397167025821,0.04863046667119027,0.09178841574521351,0.024468960861770667,-0.0004544150828919511,0.015096741847216202,-0.04597016591863411,-0.07382121235543598,0.001405352909615479,-3.1778429294373304e-06,-0.000806590984986102,-0.0007553084704198695,-0.026499059806035716,0.05914837600776696,-0.0006479247441770435,-0.03247413254903567,0.02025665035946031,1
TCGA-73-A9RS,0.01606678930139325,0.03993839950953443,-0.0005993552422147706,-0.3763009597062401,-0.0003145751920694078,-0.001034561869220312,0.07180692177363873,-0.040838830137745356,-0.04543031495590738,0.0005045770090783641,0.05686932232840066,0.02967742090424587,-0.03841170670951593,0.0005617461399412966,0.007359928934674203,0.0009627299446420759,-0.005198122060963063,-0.08080264654403893,-4.6024370989366565e-05,-0.003447979304310755,-0.6016461989656025,-0.016873819928826046,0.11020519598802633,-0.04669410522427594,-0.018627025056149812,0.018647187616329254,0.00021505067093676472,0.05670956639488203,-0.00011846147175037688,-0.047591655441455646,-0.024556475158586742,-0.0884811866297313,0.00013991322932040303,0.0213953175912196,-0.0010018858774135816,-0.0012788930710258173,0.00986759599883586,0.0042728929535904405,-0.020468613240960373,0.04540861667472683,-0.005188024741865735,0.0588631158025681,0.07999808445979847,0.00718795063400201,-0.0011343179592383011,0.025686215355658567,-0.04494839445229745,-0.04203539951673907,0.006243914204929219,-0.0026558588363036683,-0.0015974636278437428,-0.009429137200089113,-0.02016968508641133,0.03990293747390939,-0.0003482503448398509,-0.048225921396081756,0.017636623042223673,0
