,ANP32B,ANXA10,DDIT4,ERO1A,KRT18,KRT6A,LPL,ORMDL3,PGC,SHC1,STC1,TNS4,YWHAG,class
TCGA-38-4626,-0.12318439316145119,-3.059318266306241e-05,-0.008167842953852623,-0.03159864165366956,0.0069343525290709775,-0.000814291530998516,0.006688336509992744,0.018190384996157775,-0.0016262665620639374,-0.015158253523733223,-0.0005806161555282348,-0.0007411993563219197,-0.06786550819471293,1
TCGA-75-6212,-0.12135478145627929,-1.2814978725104445e-05,-0.022833286518072853,-0.1040808856997394,0.00976963093094067,-1.1790699138584424e-05,0.0015998174670334986,0.011202440549518865,-0.0002214381069347644,-0.0076222945770670365,-0.002763976352818592,-0.000849637875594309,-0.04942119259547108,1
TCGA-55-8299,-0.15423315414625927,-0.00040544850399319715,-0.005126980225584625,-0.15656649790009622,0.013579555530485876,-0.020193798116837344,0.0005379861356177153,0.012364657634863397,-5.8715094237527656e-05,-0.02043535214162888,-0.006476246882497482,-0.042936890542048814,-0.09810185089693493,0
TCGA-73-4677,-0.17765829953044465,-1.9302704984862153e-05,-0.009086725936404886,-0.05171626918039916,0.009210986215676138,-0.0061407054938648325,0.0345387304082011,0.020176415764554194,-0.013236861440339656,-0.024110835037075923,-0.0002195175246929616,-0.0010806303481963463,-0.06508364670169128,0
TCGA-62-8402,-0.172007743235143,-8.895979417310877e-05,-0.005965118528756128,-0.07599494546618431,0.016827625927901088,-6.739550183956859e-05,0.00040870340056487625,0.025950502089449917,-2.7048602557403386e-06,-0.03252545381773391,-0.0028672253578056915,-0.00035285108435251006,-0.07284241248317913,1
TCGA-49-4501,-0.11779246892994284,-1.6586112893762193e-05,-0.0037072014063120056,-0.04016063497608529,0.006423797378741373,-2.0205206893873745e-05,0.0005696046415065896,0.027392894989339386,-0.003156523195654676,-0.012939439353616475,-0.00012747380889862193,-0.0013670415446586557,-0.066282794806705,1
TCGA-50-6592,-0.24968781659234043,-0.013809836013555241,-0.009555889873613414,-0.5013874243354312,0.029460034385262988,-7.255297790744382e-05,0.0001644890111025517,0.013725538096461331,-1.0034602788206825e-06,-0.018260916561151492,-0.0020081895712433804,-0.000581687998059104,-0.12962979541153388,0
TCGA-55-8096,-0.07802520036460513,-6.11978277400113e-05,-0.007257189457370477,-0.12479483606702119,0.008321193652258939,-0.00015558895367559847,0.0018102350615807259,0.0171469577559183,-3.1299523057651403e-06,-0.01399100107211263,-0.0009732040202857882,-0.0011134157036544621,-0.09467831363378722,0
TCGA-71-8520,-0.11397505723187619,-0.007900445846440778,-0.007180897647822853,-0.10427121700820595,0.008821088183070619,-3.7245043404857244e-06,0.001462349490628004,0.03518977926363632,-1.0773240349779047e-05,-0.020666074683013028,-0.0017964973056138207,-0.0016292200870867055,-0.11885352878581135,0
TCGA-62-8398,-0.12511170760574802,-0.0028954172101432096,-0.05866506188974837,-0.1135267488275328,0.029405196233802847,-0.0019024823167983795,0.0001759339979156261,0.010791368622952659,-1.3330441878326304e-05,-0.033512226748905784,-0.003488830965570794,-0.022999604811907916,-0.11558215114671933,0
TCGA-49-AAR0,-0.15467373015130334,-3.5120836148229e-05,-0.0025011291273254557,-0.03228033569385466,0.006175252380337493,-8.55016648598462e-05,0.00244982172276744,0.011271367417861744,-0.0005083558662256551,-0.007420021116717475,-0.00020885800873935196,-0.0004682430194166525,-0.05757883008586886,1
TCGA-78-7633,-0.09051208553784257,-8.550960759327296e-06,-0.0016362840090566192,-0.03512883642525629,0.004854522166174123,-1.3339775185037468e-05,0.035191581568211026,0.02109445114695142,-0.02036428056324701,-0.01843589405897974,-0.0006684329516841904,-6.51187388897676e-05,-0.07725428168730998,1
TCGA-93-A4JO,-0.1003202466721166,-1.3479798730521313e-05,-0.007628681567491442,-0.02468257226014234,0.011817874970636884,-0.0011827119230248566,0.0010035095647583834,0.012558079600536216,-0.0001005012529726113,-0.010693592790924304,-0.0001441368304828839,-0.003983994344963887,-0.05280109026132721,0
TCGA-97-7552,-0.14047643792405826,-0.07859706135005387,-0.005435611962967726,-0.06684118486349562,0.0056413003721189,-0.00025007953713241683,0.0006487149735530759,0.016204694378300508,-9.987576693568159e-05,-0.008808557011035003,-0.00015257937789953164,-0.011756348681590686,-0.05485059536165829,1
TCGA-91-6829,-0.15998701707844118,-2.6604262630561197e-05,-0.0028056097080183208,-0.06560498802612172,0.015796713884490766,-0.0,0.0008563956120061776,0.013409909318903783,-0.00012561355436363958,-0.02063457807447908,-0.001591516168849122,-0.00012919446541077224,-0.09652246656610015,1
TCGA-75-5125,-0.18538552632760819,-6.896934435505675e-05,-0.01066002472590589,-0.06584606827609897,0.02157994364232588,-8.075360928551083e-05,0.0006796313015676146,0.016172874841501574,-2.13170823198117e-05,-0.013988612469477994,-0.0018734287486137599,-0.0021347334151471547,-0.15323281076921957,1
TCGA-38-4631,-0.10224975394596984,-0.027758802806864793,-0.01670529491165846,-0.30689725377876653,0.015152405629244825,-6.364044373090825e-05,3.616472322125089e-05,0.004203889590613644,-6.000355420253002e-07,-0.02260562002233687,-0.0002484924377617776,-0.0013737515908976974,-0.06161831529685881,0
TCGA-L9-A5IP,-0.18482605023106047,-0.0005461840216916161,-0.04050854756854688,-0.2405615538838551,0.01753686602011893,-0.19529734575350507,0.00017962940118128966,0.005770684819504191,-2.0922141081317783e-07,-0.06664329840981024,-0.0007769025600002646,-0.1280427711531842,-0.23151432370687292,0
TCGA-J2-A4AD,-0.11140993394632176,-7.32448247347204e-06,-0.010941741570162072,-0.11885228990516702,0.00830065783342432,-5.082008260483926e-05,0.0003404793882635624,0.020149791254171413,-7.535524687211503e-06,-0.010669311409659115,-0.0001606982253260627,-0.00671039390983131,-0.08776407899756371,0
TCGA-38-4625,-0.1528985128015171,-0.0,-0.003407433792989258,-0.06835317532017454,0.019427344191959937,-7.987671613889934e-05,0.0011202556057920644,0.013118369384073516,-8.533619726565853e-05,-0.013786306062885197,-0.0006294233389217574,-0.003195476994179087,-0.12264080173053057,1
TCGA-55-6986,-0.2485201348535468,-0.00018973733706319668,-0.02836672636665033,-0.0724734973703337,0.01748140254610049,-0.0010167713526916982,0.0008063667198062584,0.01509634476924727,-9.701510838005353e-05,-0.00854141239775307,-0.0007173342339120493,-0.00016681244484415643,-0.10515724479438113,1
TCGA-L9-A443,-0.13241797204001104,-1.0499571120031907e-05,-0.016893064525556663,-0.0680792950361868,0.010459738413076694,-1.9322202993627335e-05,0.0009173364508809896,0.016963632076703063,-2.000042045505041e-06,-0.010770341064543377,-0.00035229097994140076,-0.002370488977566543,-0.057522380855541407,0
TCGA-50-6595,-0.3029849044327218,-6.386857017556527e-05,-0.022805955468886762,-0.27029642471608295,0.02794721713560207,-0.03206468561999605,0.0005937452093030879,0.007817896300783693,-7.079135406966429e-07,-0.017763378868917774,-0.0024590509621286827,-0.05153889168386863,-0.1286475064330281,0
TCGA-55-6968,-0.24204038442625775,-5.0319996961724974e-06,-0.0022151882990686833,-0.04563514287485059,0.006341081518891686,-0.0004811057444311429,0.0003293675515368515,0.014357630566536165,-4.568478477208294e-07,-0.008715417981405845,-0.0008691081257896626,-0.0001842307514024979,-0.08521304419701566,1
TCGA-MP-A4TF,-0.15701183466583618,-0.0005055383020500953,-0.04579610160956285,-0.26651011634559757,0.014865994713033815,-0.06879957581301854,0.00019088474871443406,0.012903935391913937,-5.763046751549836e-06,-0.03422295958112191,-0.00450043860212589,-0.19894230179558364,-0.12451292598017885,0
TCGA-78-8660,-0.1430929099683922,-8.477601310453711e-05,-0.0028458832106446476,-0.27095925873671206,0.01518189749857551,-0.0021163525832670585,0.0002232413101792522,0.012027645757503652,-7.966463472552179e-05,-0.017255710206888878,-0.00023723445322178948,-0.000345167559902623,-0.10477443940487208,0
TCGA-86-8075,-0.12146113368976567,-2.878212126899576e-05,-0.012946178036964804,-0.1142800562753075,0.009570403540568127,-4.8137461759107944e-05,0.0010651013276480902,0.02902029885975171,-7.742338618776968e-06,-0.016307846788979133,-0.0015235881023184749,-0.003278014039627196,-0.14864540617001276,0
TCGA-62-A46U,-0.2143590177849932,-9.158468695311675e-06,-0.004992353740442629,-0.12188948194333468,0.00579896076387994,-1.6859569278753263e-05,0.0020378175736545925,0.013663615236947372,-1.246157115363969e-07,-0.015862298268572373,-0.0009842625152969835,-0.004571106007340558,-0.10760848025054257,1
TCGA-97-8174,-0.10241951550079602,-7.920527995569921e-06,-0.01626280657784283,-0.025154892749893687,0.00550042763084607,-0.1274648608661263,0.004822778032531889,0.025617850323546583,-0.13167505459790038,-0.01767299085059885,-0.0005915918435652141,-2.7153088666795784e-05,-0.04835043030404826,0
TCGA-49-AARN,-0.15993018624577063,-0.007472278838124543,-0.01041765543704438,-0.0608696653382655,0.01754034673122655,-8.24676756801068e-05,0.00033950556493419197,0.016295313574208454,-1.6373037079960136e-05,-0.016036402690954858,-0.0004091605514608527,-0.017229347484200578,-0.04893062707268311,1
TCGA-50-7109,-0.17292026489027432,-3.0478558524197427e-05,-0.0009043175204812583,-0.07679025517973358,0.012603653037188727,-4.587953829100381e-05,0.013084792541243452,0.012837714266496136,-0.016788466769345173,-0.016962818104517743,-0.0005670358117568281,-9.453168768888313e-05,-0.07032010889345158,0
TCGA-49-AAQV,-0.11429539308290988,-3.537300925373195e-05,-0.012495481024882014,-0.07978699384262161,0.007448322467949345,-3.913326627804853e-05,0.00018382709226947056,0.021946064405884983,-5.997454980968852e-05,-0.028504447196345657,-0.0007566374350376113,-0.010925415494476193,-0.08040577708276427,0
TCGA-55-7574,-0.13665031581969805,-2.0850130859539346e-05,-0.011882264667791255,-0.04969223374833393,0.009852425897860983,-0.001479987865856603,0.0016079155768251054,0.010483609691960057,-0.0010381275214202778,-0.01666371563529655,-0.0010806121937505498,-0.0027246264438405272,-0.04950872508788269,1
TCGA-49-4512,-0.11033154910002009,-9.78890145906905e-06,-0.00138540432878505,-0.03376799945864246,0.012043156839771172,-1.7186494598221656e-05,0.0013408778437539045,0.01412920401810689,-0.0007874923086623296,-0.012910117197136126,-0.00033965162451335656,-0.002460257575438075,-0.042373614745301005,1
TCGA-78-7160,-0.17016107618897672,-0.00019420767847893079,-0.008442297874876261,-0.05828994266333889,0.009660606319602222,-0.0011714589702061452,0.0012661548420755293,0.010672563316459459,-8.470153987921374e-05,-0.026991539233810913,-0.0008971834540022242,-0.01742560764492281,-0.17511224296090708,0
TCGA-44-A4SU,-0.07049764288094004,-4.801605177053893e-05,-0.0035920302169362784,-0.061159854528052934,0.006615677229053945,-6.424235296394819e-05,0.00025557737010029416,0.011818360407595796,-1.6482061497320865e-06,-0.011628887217039386,-0.0004576289790507649,-0.0020928043179228835,-0.048547134160497,0
TCGA-55-A490,-0.12070637393883232,-0.0,-0.003320269906395777,-0.11311929951615779,0.017288757994105185,-0.0005213969985230094,0.0012195702092300147,0.014654272759453725,-1.2222198931295625e-05,-0.018678279570469556,-0.0006308724609705355,-0.002465333568966055,-0.07313232994047626,0
TCGA-55-7907,-0.09119210634806127,-1.3158851141699377e-05,-0.00993757780718408,-0.07561574062854058,0.015210021945685347,-6.602669302534578e-06,0.0003294393069400683,0.014715066937633225,-7.754376015015533e-07,-0.008019033238119146,-0.000459529775504357,-0.0007216950250260524,-0.0856917047218692,0
TCGA-49-4494,-0.15710484718618764,-0.00011433757851781472,-0.031170983567476346,-0.07548973383121686,0.01995856512274019,-0.004454302480974157,0.0005339832091954085,0.012858200605786024,-3.246566014849614e-05,-0.008026660293428361,-0.0011509115509064703,-0.00046549642017891003,-0.14443628378480802,1
TCGA-75-6206,-0.14682857785355008,-0.0,-0.002405267579095289,-0.03246283143864091,0.006863141097492579,-4.193810219647831e-05,0.03330995500581556,0.024932555216870617,-0.01725947162681938,-0.018714915792948376,-0.0004108468025721582,-0.00030341229807314573,-0.07696222929117354,1
TCGA-64-1681,-0.1409388813127344,-2.5870668141825345e-05,-0.006682706825487111,-0.07365958304463599,0.013676570935102363,-3.1372609161696e-05,0.0019589071316599245,0.026517935034309426,-0.0019822591427208726,-0.01203900205284545,-0.00046832989849148246,-0.001988294478572835,-0.07693870877853709,1
TCGA-50-5055,-0.14374442399437745,-8.407680585746074e-05,-0.008578953120806719,-0.033607188180785376,0.011662290197728981,-0.0001233150083527513,0.0009768011786039138,0.011047672054204323,-0.0009086622295440351,-0.009326191911642894,-0.00032822802602493667,-0.0013894663105870596,-0.038283976564289356,1
TCGA-73-4659,-0.1607240514571268,-2.8770658855109265e-05,-0.006189863608511724,-0.07484229760433163,0.012637298027727367,-0.0006894182804688592,0.008957959913739103,0.009893989655114899,-0.0016212424967995667,-0.017910879199886907,-0.0006280946633809297,-0.001904366749966375,-0.10961894129989715,0
TCGA-86-6562,-0.2182003678723841,-1.7697967040752475e-05,-0.007983652282063295,-0.18233037794811838,0.010940462663772925,-0.0001272900535922689,0.0011970338872340058,0.017499616558079075,-5.0928962424816096e-05,-0.01965684888707558,-0.0014282095238352588,-0.0009303670329365623,-0.11686691391772967,0
TCGA-38-4627,-0.10629613359688601,-2.3520873295093312e-05,-0.019288188300709646,-0.07563387175845193,0.005537858459764752,-0.0009492689126635183,0.0010838243625017226,0.014889208552291335,-6.642693811916692e-06,-0.02430793593723738,-0.0005101436565171355,-0.004266337793188021,-0.08193113660534333,1
TCGA-78-7536,-0.38921609938097557,-0.0,-0.031189190395065097,-0.08084789272045044,0.016529109746382352,-9.230293365551578e-06,6.638399874739817e-05,0.01343198818117243,-3.439898062627885e-05,-0.013580705031968761,-0.0005371274382513966,-0.00033192130281933335,-0.09434971397955415,0
TCGA-50-6593,-0.12829179775801405,-1.2620117689033985e-05,-0.015817311516499684,-0.06111566559334434,0.008842275693487075,-8.550472023666367e-05,0.00410020112213904,0.018954672334857915,-2.7013407503639198e-05,-0.018076005770987485,-0.0005136027296673358,-0.0028994700839241588,-0.08987705329660911,0
TCGA-50-5936,-0.167949546669395,-0.0001058897794834659,-0.005907917878422999,-0.23794502228187225,0.04656394929133811,-0.0007969797659507783,0.00033507723147852865,0.00962902784650298,-7.179355328792665e-05,-0.040033935597540975,-0.005617512212205047,-0.03016836789073159,-0.14095481368976656,0
TCGA-55-6984,-0.1334936767612993,-0.08666037663540789,-0.008080835125781331,-0.1251180986244359,0.005053116699981644,-0.0005633687098644798,0.0002622301210556773,0.009244441277826268,-0.0008280890580071739,-0.010188592774597553,-0.00041103876419420414,-0.011309591716970551,-0.05557140861045497,0
TCGA-50-5932,-0.11021337995170188,-0.00010578661775848742,-0.017951817559596486,-0.07894485296940176,0.02363236152174855,-2.3847216060288005e-05,0.0013764890252931975,0.015123989731247511,-0.000549681164647605,-0.02530764026887952,-0.00012140255210724753,-0.0007200609723149903,-0.09313746675827213,1
TCGA-78-7146,-0.37025592044525407,-4.3006976902139425e-05,-0.07008933641051986,-0.5417252706063789,0.022585002741654394,-0.010290478567442588,0.0009049432676682649,0.015546271164217617,-2.6813586726078997e-06,-0.04896300996633454,-0.0007142666119126877,-0.01198045727255889,-0.18638110149204473,0
TCGA-99-8033,-0.18222827814988823,-0.00018840769705236293,-0.0179539711672027,-0.14173013140508664,0.02535775642170128,-0.022248435143768494,0.00013558695976402649,0.011665339049141448,-1.040627172730618e-05,-0.024487740059699753,-0.0014600262217010294,-0.015179445741712812,-0.16283533144357573,0
TCGA-50-6591,-0.4037336665473221,-4.374057139087528e-05,-0.0031290045816005324,-0.06886376251627149,0.002618743514544814,-0.0,0.0036525755407150104,0.01073593954645889,-1.321820748863529e-07,-0.03173482634566963,-0.0007665930917103859,-8.344098950103697e-06,-0.10936383420130194,0
TCGA-05-4402,-0.12818185172053242,-3.4112143726217195e-05,-0.014359558456827662,-0.10655473715377654,0.017403632761666718,-0.002047463002163751,0.0013015353812473396,0.029398700873171098,-0.00015162224052789973,-0.015011346225142344,-0.0008736587454181634,-0.009798892602054276,-0.09436643163622806,0
TCGA-05-4396,-0.2252439191434016,-0.0012908397398279402,-0.0031692260647194627,-0.06602364401578366,0.010201195787746815,-9.313399614986534e-05,0.008963490205172737,0.016416855546403018,-0.01525658176264803,-0.016811413643725102,-0.0008292967909586848,-0.0003085230586800842,-0.07186540657366555,0
TCGA-73-4675,-0.19871872188575954,-5.238323146129456e-06,-0.025767894200532875,-0.06406539087415063,0.009010681462341715,-0.0010901859468616661,0.005695093093280301,0.025663214036359055,-1.8317707102767768e-05,-0.01717775939539168,-0.0005434019485249373,-0.000690752324752751,-0.08588301695311358,1
TCGA-78-7166,-0.12314601864421384,-0.0004940300385080515,-0.014629674950934434,-0.1453547173856592,0.022284393989767386,-0.0011591671892694972,9.259009707935052e-05,0.004269600490222715,-1.0088828392214843e-05,-0.012091584257050663,-0.0005005267556479714,-0.016507930595806197,-0.042179624794156476,0
TCGA-44-2668,-0.05892114744520964,-0.0006591919601985971,-0.012394719239055102,-0.3601363556493092,0.00268812983299373,-0.0006518340902372637,0.0006780424319249577,0.00552722980179962,-3.271236945045229e-05,-0.01930279208413616,-0.0009676823006869375,-0.0015480389577179885,-0.08829955060678525,0
TCGA-MP-A4TE,-0.1098574715323085,-0.0,-0.004153653626591244,-0.04937753564424421,0.017379075666741857,-5.560785807780164e-07,0.010583819466754345,0.011867898695206965,-3.297593110714242e-05,-0.02170546276463335,-0.0010790652089140618,-0.0007052501966785563,-0.06120185748157763,1
TCGA-78-7153,-0.17231644490714124,-0.0005638017518351632,-0.0013123273247945255,-0.036772482574005186,0.006229555617320057,-4.552511458017826e-06,0.0018800428181387524,0.013230247988678511,-0.012222480491725737,-0.009175018074552907,-0.00033342980958704415,-6.664849036395329e-05,-0.06214730971875433,1
TCGA-55-6972,-0.22851440260293782,-1.65517256521027e-05,-0.00042957709207983285,-0.014394386036717933,0.0066216950169266965,-1.9371089022706722e-05,0.00018085436842191877,0.014809628787517714,-0.044052242484829564,-0.009959550491618457,-3.378148152671131e-05,-2.8369936430352574e-05,-0.05241662034323159,1
TCGA-55-7913,-0.1925421910565777,-1.6024454613323807e-05,-0.001365272779422626,-0.08521221057916556,0.015347459179890915,-3.574179801066612e-05,7.2724101160194e-05,0.017554844636526984,-3.3668024069925517e-06,-0.025625274999921156,-0.0007654526138382306,-0.013232558854179866,-0.10083316138049027,0
TCGA-44-6779,-0.22199134379190946,-0.00020587641581538548,-0.033496942205595015,-0.16805707870362255,0.02255811010464433,-0.04060558820347013,0.00016195194506024455,0.00437115088754798,-3.1113803229970665e-07,-0.037167991317775866,-0.0006655459994467543,-0.07890548498255019,-0.08807266812335376,0
TCGA-53-7626,-0.18281766200510824,-8.573885587100291e-06,-0.006621022093616409,-0.037837208122468574,0.0054645375063029486,-1.4329717273895036e-06,0.0018625037474381968,0.023805126254848534,-0.00014215144645113358,-0.014556605702872642,-0.0003016018198611533,-0.0003166237880774765,-0.06515558328495473,1
TCGA-78-7154,-0.29487167872169623,-0.04923690201117591,-0.010850093602031019,-0.08789798669739282,0.010615485167129216,-0.0008173285755550728,0.0007996319626757703,0.014795883613458311,-2.6644948536870127e-05,-0.009574656005009816,-0.0004810219492667549,-0.0005989672363016105,-0.10120109456893228,0
TCGA-62-A46O,-0.16595547274749162,-4.882988315648027e-05,-0.004173389827697455,-0.1268532204235919,0.06486213799217483,-0.004466102346243193,0.00019086424717065784,0.00797609722426605,-1.7221501551975657e-06,-0.02373794945612693,-0.0012692954124082112,-0.07090763137179684,-0.06945278094363193,1
TCGA-05-4418,-0.08402727942018734,-0.006299719747191372,-0.01677229603718508,-0.30768609459671925,0.023972629285043585,-0.001620131889719933,7.340065210480923e-05,0.005309641686458805,-2.705892032560787e-06,-0.012638788410963175,-0.02914397856249125,-0.015712529363387562,-0.07412739236661381,0
TCGA-05-4434,-0.19781752985000303,-0.0008945382421161682,-0.01713183406450634,-0.15466573592918714,0.029542443234338574,-0.03773438338981144,0.000493180011694788,0.013637439106820746,-9.259050544836333e-06,-0.025129829394132948,-0.002204182387352281,-0.040530765308549536,-0.12098014498218587,0
TCGA-49-4488,-0.22343721032470787,-1.4224855633143666e-05,-0.006138915702967646,-0.1257658081849379,0.006601355082266965,-1.7840345237158447e-05,0.000356142567708594,0.009054652738367128,-4.875214261740753e-05,-0.014663038541647667,-0.00023853678108900307,-0.00027632874356426745,-0.07721845813729449,1
TCGA-44-2666,-0.19020743669831158,-0.014611138981118637,-0.003898435519402812,-0.03646662225685718,0.007768142936988798,-4.097260312216043e-06,0.001528702737059738,0.014204114443661233,-0.00018869799415202897,-0.009580866371859868,-0.00033685500715688343,-0.004775293062065387,-0.05285384858044093,0
TCGA-50-5051,-0.22936235761001902,-5.261247973902452e-06,-0.001386382295524103,-0.03103220328854917,0.018802820238377652,-1.8466697484738083e-05,0.0013594163647135508,0.010470421127873815,-0.0001519509187661471,-0.016886283981479705,-0.0032833981544012807,-0.000763102616065942,-0.06724952406146666,0
TCGA-78-7542,-0.3428919049703492,-0.002366335109970248,-0.007632125258881087,-0.2268682685741118,0.021708556671153095,-0.00944195764995805,0.00023117028223470503,0.008846836220332886,-8.591594119688167e-05,-0.016483862093469324,-0.0012349342820619886,-0.04870085502846461,-0.1183919115862682,0
TCGA-49-4510,-0.06324004708044312,-2.2466331217535523e-06,-0.004776483188648866,-0.02294098156538984,0.02076226282429089,-0.00011321393259422316,0.00520643367198817,0.0228882659379502,-0.044036263357211274,-0.011842609496913577,-0.00027548374740278564,-0.005435311289018589,-0.03278365040615228,1
TCGA-38-4630,-0.13188724637542526,-2.0471871201284922e-05,-0.005386744837719507,-0.041054891458899616,0.0078117761369450285,-1.4128062403942568e-05,0.00035606568691943315,0.02456636770008444,-1.1601757136599231e-07,-0.0075577693596886476,-0.0010089766331470545,-0.0013045651037697542,-0.06115481645630476,1
TCGA-MP-A4TK,-0.13406259420732605,-1.631101496048625e-05,-0.013736957780602582,-0.10451175059094968,0.0075071442254660975,-0.0006772945452571715,0.003916748183043485,0.012960431304189595,-4.1379524025957967e-05,-0.01349339748739244,-0.0006512166289540314,-0.014819606474489589,-0.08663918334167302,0
TCGA-49-AAR2,-0.06433938563139503,-0.00032268987573268366,-0.001744588623456015,-0.04267247980285127,0.0075596920388814,-1.0699929614750621e-05,0.0001166486587007439,0.011984431177643098,-0.04033656606938995,-0.004672419742657333,-0.000161462307860873,-0.00011445322393225571,-0.02444374703552414,1
TCGA-50-5044,-0.18578955517337858,-9.407203076648675e-05,-0.013305539197960917,-0.08448031426470326,0.010603828175221717,-0.013224138338626998,0.0005259568548070186,0.006383156788025163,-0.00047389784503687276,-0.05231888135614577,-0.0004938909058505795,-0.06464625428671798,-0.08990741285061216,0
TCGA-78-7156,-0.24398049037630035,-5.709428356864512e-05,-0.0025153928762535606,-0.028158100308378224,0.009161774083738972,-0.00012319279328005283,0.027465462037652006,0.028408754574519336,-0.0037941470551001305,-0.016217557609389918,-0.00043133400078384506,-0.0001892372107725601,-0.06549047919949354,1
TCGA-78-8655,-0.17532652985685257,-0.0,-0.0023969236501088995,-0.05274382135698397,0.018581488072269704,-0.00023098037664646417,0.0011073396332130462,0.020547968383026097,-5.6694989864958345e-06,-0.012629925871532598,-0.00028656859008759506,-0.0017587622232870656,-0.07480724373801904,1
TCGA-55-6975,-0.17149797127520747,-2.311968880906589e-05,-0.00418839225363059,-0.17791376225739758,0.02841675715331288,-0.0039873828511064885,0.00017303302947129108,0.005472372796667152,-0.0,-0.024376282918831184,-0.0006393865235012788,-0.06567946233921458,-0.1316873336715654,0
TCGA-55-1592,-0.12862632608923233,-7.691279717839968e-06,-0.00454619282940481,-0.07666069504539208,0.008235575316317889,-1.2857025647878531e-05,0.0016324456739533518,0.022797074670680952,-0.00016633136552208317,-0.010786929498012878,-0.0001730063528572433,-0.012930189568475484,-0.05276389166595758,0
TCGA-78-7152,-0.2293075368711085,-9.020919728673702e-06,-0.010643877870810035,-0.04186323007484752,0.01702981041591376,-0.0010850712460692353,0.013724589343253872,0.0335955091480151,-0.0024850269056869785,-0.01284689335636557,-0.0003552833228732933,-0.0011445322393225572,-0.06542360857279796,1
TCGA-49-4506,-0.09117511191899902,-0.0002993867883014338,-0.011111720512530692,-0.059304557048730666,0.012019695942825006,-0.01449899737108968,0.00011043669093654944,0.003324213912199974,-3.347542573010845e-07,-0.021070654549955388,-0.0035327111339984708,-0.032052986939849384,-0.0454654042240628,1
TCGA-62-A46R,-0.09816725351930487,-2.1503488451069712e-05,-0.0024842956147319664,-0.048578763704882705,0.00563204861185882,-5.753274547280246e-06,0.0026905047213143106,0.015740373430968742,-8.525033050582343e-05,-0.012348548481172563,-0.00012857288328366927,-0.0008109421167132031,-0.07151650690775704,1
TCGA-64-5775,-0.3131815009581428,-1.626516530494026e-05,-0.016856421984546607,-0.1550030296122619,0.0034288507723180413,-0.00030371362178613825,0.0011515409615945752,0.00453664958623398,-0.0,-0.030050696757035582,-0.002901153633513967,-0.004546734284990464,-0.1054100722125208,0
TCGA-95-7043,-0.23331450650194124,-0.0,-0.0035120034067575895,-0.022492987767529626,0.006245288506866565,-7.465202178103995e-05,0.0030121329400756396,0.011097983411222657,-4.601724619200526e-06,-0.00597073234987212,-0.00019795007186309467,-6.289364583640662e-05,-0.11136177510085316,0
TCGA-44-7661,-0.2729676261064809,-5.171841145587769e-05,-0.045557831457884175,-0.2166099668261192,0.011264709361764167,-0.009808425656198032,0.0036727951882643073,0.011684155558511858,-0.0001796809525925223,-0.020136019048705035,-0.004409482668856477,-0.03783732493453502,-0.15161930360235992,0
TCGA-38-4628,-0.061954561664923996,-0.0,-0.0009072098050925007,-0.02418501396644402,0.014243471038237402,-2.8549440982361454e-05,0.0030368321749400396,0.020530342400542727,-1.951663176812898e-06,-0.012978348866878603,-5.483703669778909e-05,-0.0011280178768171437,-0.05408784322956064,1
TCGA-05-4415,-0.30814109948691504,-0.011323844765023844,-0.006243735010371481,-0.15355217477453031,0.10095131476001361,-0.00024594255692157377,0.00010443486399606123,0.005426529780822234,-7.331347518631629e-07,-0.027163238580437142,-0.047821912138721556,-0.05560344135077998,-0.1665631879548349,0
TCGA-49-AARE,-0.17759842310116797,-1.7583342901887495e-05,-0.004342536457947732,-0.11741756175082399,0.016485747770668274,-0.0004214036814179426,9.490164614011924e-05,0.011815067131921271,-1.275172972392361e-05,-0.016905821103718858,-7.605067791055177e-05,-0.006903525033447253,-0.07269177264609376,1
TCGA-62-A46S,-0.12727164471882174,-0.004825045813451781,-0.0029904038060934476,-0.03871087347282075,0.0061223937891447255,-1.2282614806195745e-06,0.021777006319169255,0.023293045079542076,-0.020683359723166234,-0.0090130378696814,-0.0002776103810587847,-0.00038636654846875996,-0.06886512998176154,1
TCGA-86-A4JF,-0.18572279569577202,-1.550864598843141e-05,-0.008856217095229765,-0.12570859034783066,0.013832340291175065,-6.353961629593202e-05,0.0005246140036896762,0.015113754292296638,-3.3850419283407035e-05,-0.0166990175349243,-0.001561412069768271,-0.0005227230321450379,-0.08868116187796045,0
TCGA-78-7147,-0.16502650487068712,-1.5588882885636894e-05,-0.003943359565990381,-0.05597799582162585,0.012297717742546121,-0.00014863797141587327,0.0004043416971264856,0.031291824160214365,-2.6508639354701978e-06,-0.013143327179884617,-0.0029706249209277293,-0.0056836525340210504,-0.0740537912547638,0
TCGA-MP-A4TI,-0.1752480752882784,-6.294011465075896e-05,-0.013383121091291974,-0.11704209247260922,0.01932456903920108,-0.008813020553590843,0.001408210038900953,0.011459207822414828,-2.825176897191533e-05,-0.017702444792052147,-0.001182562634823809,-0.03885276700968368,-0.08649046133100262,0
TCGA-55-6712,-0.12677435970497136,-6.433852914491168e-05,-0.022920928984134382,-0.17469607892096653,0.02936849620353663,-0.0008537058919437709,0.001663597769721317,0.0065115481551672166,-5.510032146802064e-06,-0.009939436810122666,-0.0005275255931957263,-0.006020858432842116,-0.07450223696723052,0
