,ANP32B,ANXA10,DDIT4,ERO1A,KRT18,KRT6A,LPL,ORMDL3,PGC,SHC1,STC1,TNS4,YWHAG,class
TCGA-50-6597,-0.13155131706976814,-0.0,-0.0009017789685203119,-0.044434479407654756,0.03442321199644596,-1.98905030816752e-06,8.38666902025692e-05,0.028188769944016312,-0.00025030768093839054,-0.0038756972155943345,-2.340426207611041e-05,-0.0019359004905819754,-0.04675244667552867,1
TCGA-50-6590,-0.24465685647059168,-0.000258443045898864,-0.004375745711469622,-0.06268997611464323,0.007936072179917989,-0.0388745919659286,0.00019533870909981772,0.0067087736223232905,-8.452544996852384e-07,-0.016292213796563485,-0.0005505271122608777,-0.007901687870353407,-0.1097108160407955,1
TCGA-62-A46P,-0.15149729471496468,-0.00014689083395546824,-0.0013585726668699641,-0.054305285198295423,0.015414971414166628,-2.948438628850471e-06,0.008965217460235885,0.020019111601584153,-0.06902280193016255,-0.006484001873251194,-0.0007617564116255028,-1.3420092478083448e-05,-0.01637925077516666,0
TCGA-62-8399,-0.12068158278245834,-8.436336620462318e-06,-0.005191734108391718,-0.035507130150844175,0.012867791546014673,-0.00046394063747064347,0.0010647835537195588,0.012593470717996255,-2.9740164356346834e-05,-0.01688684406761472,-0.0009916398639089451,-0.0004576738274131878,-0.10871908267183111,1
TCGA-78-8648,-0.0985558716462482,-4.91737555730752e-06,-0.02575945663643317,-0.01982279166545735,0.0016412927828653777,-6.086921695747055e-05,0.0033435045175166165,0.010572574519336669,-0.00014948566001648868,-0.013415693772719511,-0.0008570747668547439,-0.00021357416604369587,-0.05049228055553041,1
TCGA-97-7547,-0.12344503531900455,-0.0008486656617424043,-0.006280003010928282,-0.030997854364043717,0.004229335219999911,-1.2343722342544978e-05,0.00044241818930486896,0.02589218173337335,-1.929514367733936e-05,-0.02033003947512389,-8.789207522342461e-05,-0.0011947359013390144,-0.07277601226673626,1
TCGA-80-5608,-0.1358647955430427,-0.00011042889538251899,-0.01025120341727724,-0.07055487760313003,0.014091056198659652,-0.00032905491711016495,0.013292596188959211,0.015201080212530058,-0.023188458471192608,-0.01098767095805195,-0.0005238180991228783,-0.0026069398815651065,-0.051802336923975935,1
TCGA-78-7535,-0.13991221069680496,-2.1434713967750727e-06,-0.007988240402615662,-0.05236306762884531,0.013545782461832885,-1.5041620072363595e-05,0.00037193900718817096,0.013182997986512554,-0.00011050788314479707,-0.007551361315379178,-0.0009677914553347676,-0.0008932010255296421,-0.03832283968824556,1
TCGA-44-3919,-0.15013719218259516,-2.925208023834217e-05,-0.008778999338450482,-0.06280650734658612,0.013111465809069904,-1.7614247352666288e-05,0.0007644718150995542,0.025357975311633814,-0.00013854894036160301,-0.00875146117150641,-0.00037968879654674137,-0.0007923069623913049,-0.06903277695875326,1
TCGA-78-8662,-0.13520195189768264,-0.0,-0.014182941825315253,-0.03459018697783925,0.029242533261575446,-8.875869654726029e-06,0.00023732074536757084,0.0209710692695678,-1.1430367542535832e-05,-0.014763672841613094,-0.00026510276399881123,-0.0007505864676407864,-0.06995119869910008,1
TCGA-97-8176,-0.2309130535780007,-0.0010957150682380896,-0.014718534673469041,-0.05748761738695958,0.02914387544349259,-0.001844955682079212,0.0004489786833132591,0.007724463132233665,-9.582638684102785e-05,-0.02437929750008731,-0.00019851090091573868,-0.00995934267144898,-0.1057185527820987,0
TCGA-78-8640,-0.1898341683782632,-4.509313622948202e-05,-0.005873824293275369,-0.14310909950161183,0.011602364708226804,-5.02915024154184e-06,0.0005137840631898884,0.010278359764357606,-6.428829405411497e-05,-0.015747151148461334,-0.0005253650839593662,-6.299794707328291e-05,-0.1173341398549015,1
TCGA-55-8512,-0.09349287184820285,-4.905913143421022e-06,-0.0027722339920727623,-0.023575388889876456,0.008248727808560587,-0.0035744058989511046,0.007116429245583979,0.016066345877194164,-0.058329605335769606,-0.011948498722675201,-0.0002484435063679228,-0.01323502731678594,-0.04258645729195874,0
TCGA-49-6742,-0.20095559076910433,-0.0023939366026089347,-0.0024908188609594805,-0.10455931064026493,0.015883296573292804,-8.660160051413239e-05,0.000929714257935882,0.012496342277679977,-6.761073005782822e-05,-0.014429268472764156,-0.00036600682603425157,-0.0018934498871733228,-0.047236788308819014,0
TCGA-50-5935,-0.18121068341184507,-3.189989784612314e-05,-0.002339587749056539,-0.1448449501904125,0.007133246539645874,-2.1326530185882165e-06,0.002826091681078337,0.016406249034136705,-0.0005563687980721456,-0.027061154645769317,-0.0010132261365056793,-0.0005322144447007808,-0.07651012885289714,0
TCGA-38-4629,-0.13565142104481662,-0.0001576081909393436,-0.02090713940990177,-0.11462500329965138,0.00818067124229889,-0.002105176014868784,0.001092368380870462,0.006998612804457794,-2.637909404280122e-07,-0.015419583125083939,-0.0011265926481606116,-0.008969350098098135,-0.05698350781833858,1
TCGA-55-8089,-0.17050425401455646,-0.0012225352154783002,-0.023996598761979526,-0.1308739579260469,0.00813046085447047,-0.041264134956575355,0.0003678745761345355,0.009496802055101387,-7.715764633556971e-05,-0.028896853426412187,-0.00019595141262179286,-0.09563905392079879,-0.06592723702645018,0
TCGA-MP-A4SW,-0.08258056012033922,-7.620212751743681e-05,-0.007638690120714518,-0.049168162093810454,0.010323578193011258,-2.0394640256556365e-05,0.0013266497723732084,0.024254557885398296,-9.674455356935811e-05,-0.012044998269114466,-0.00030895658475287404,-0.0027693716744604585,-0.06618140330453992,1
TCGA-78-7162,-0.1655332921459486,-1.0213010772869464e-05,-0.0012874515963575462,-0.026806374462322872,0.00788732527289618,-8.542833581622713e-06,0.009629964641021964,0.02611802622998269,-0.007668953836348171,-0.01189049686145761,-0.00030541846858183133,-0.00037357226341193427,-0.059125864665477514,1
TCGA-50-5931,-0.25650227808664416,-0.0,-0.0086359769048147,-0.02984939761764794,0.006707552557581312,-0.004772758295904547,0.0014834507045596778,0.013699501118827997,-1.4315330174378913e-06,-0.026339862542595936,-0.0011774173105623034,-0.03633830755814889,-0.15368809552305288,0
TCGA-73-4676,-0.1427642900945898,-5.16954866281047e-06,-0.02967284256226172,-0.08179180481030845,0.009533179896834422,-0.001211851051732988,0.001627976337410136,0.010261135777965958,-7.517491521227441e-05,-0.028605130915675937,-0.0006433462024501479,-0.018929979151468587,-0.16869957421030463,0
TCGA-55-1596,-0.14246770989708402,-0.0004550005192245268,-0.014124919266765262,-0.22243789509134773,0.00812635105380119,-1.002163596127414e-06,0.00030934266865342933,0.06786607796375531,-1.737282881897478e-06,-0.017430424134771236,-0.0002959860014279663,-0.043800921988332055,-0.0922616352384993,1
TCGA-73-A9RS,-0.1759542273173778,-0.0001535275715957504,-0.006262482840837159,-0.1302932151016497,0.010223085844290516,-5.135782892471251e-05,0.00025594639788826607,0.0066768613171954965,-5.7929797435297374e-05,-0.03587213320568219,-0.0005659630850453949,-0.011657505876110915,-0.10367367941348678,0
TCGA-55-A4DF,-0.19134350514433351,-6.234406912866109e-05,-0.0066924656850746835,-0.13894085295731512,0.008238027635507348,-0.00016524088904195977,0.002056766125489763,0.013146478187718054,-3.5226007068802826e-06,-0.008355562639656828,-0.0007022144332109018,-0.0006521956341874803,-0.09943086841710584,0
TCGA-50-5930,-0.10596111797021072,-0.00044928077469516444,-0.017172388472472606,-0.12371990606353231,0.009981347820963982,-0.002898663485117204,0.0006597243025609057,0.007776181475573039,-2.0596787457269676e-05,-0.013565154405161206,-0.000672204432964387,-0.03169971865054937,-0.05939001811508675,0
TCGA-97-7553,-0.1581326142168953,-8.000764892775404e-05,-0.0018925841219988974,-0.043061251317081405,0.0037853128830715797,-2.535351683129659e-05,0.008075932246626708,0.0162755539201613,-0.00022989833293683568,-0.011703922286010167,-0.00037581568852546157,-0.000678479545880307,-0.08331359996730504,1
TCGA-55-6980,-0.1244089057329154,-8.149776273299875e-06,-0.006635858057125875,-0.08847736285370625,0.009576251813289532,-0.0008161797538717072,0.0011429918178398916,0.018244731775481512,-2.4378134862344666e-05,-0.011425888939338621,-0.0004158227489318587,-0.011637236669077957,-0.08321973502918363,1
TCGA-MP-A4TD,-0.10953396826080442,-5.326583733055488e-05,-0.00421208193729893,-0.02151463564196058,0.009409750264635005,-0.0003421105422511785,0.0038877436239860784,0.013800881440883685,-0.005531647068697378,-0.015535026761384105,-0.00030710095573976336,-0.002958365515680307,-0.052157641406402375,0
TCGA-55-6642,-0.08922964571892959,-4.000382446387703e-06,-0.003876264805350448,-0.059866075408749476,0.008405177108740352,-1.8738626021492165e-05,0.004037312636605487,0.008367285805679957,-2.0610085914066566e-05,-0.0104220333810487,-0.0015178480734239638,-0.0005212975819077285,-0.04457589462155677,1
TCGA-50-5939,-0.2060575742037082,-0.0004399159825498958,-0.04088522082160453,-0.2994222171389769,0.020489100458908338,-0.01602717158473447,0.0014523088595636007,0.009005825674610552,-6.942390585696315e-05,-0.03619373795903381,-0.010840535763198949,-0.07334671579614903,-0.1123094708330813,0
TCGA-95-7562,-0.3085803963413845,-0.00016210145718285068,-0.014690288080952772,-0.17336503531857894,0.004709093234333473,-0.0002087677871835181,0.0001204824473868969,0.02843520900963254,-9.466437685746493e-06,-0.013095522180948676,-0.0019612079052359808,-0.001993266170863938,-0.1373831333824133,0
TCGA-50-5072,-0.2054036846123702,-0.0006782310296640698,-0.009264611843897767,-0.453442430176596,0.02913889546504641,-0.0006828675525722215,0.0013064660025255206,0.006551268461307382,-0.00014833041390319312,-0.021774303939875703,-0.0008087531334463961,-0.016342613135357266,-0.16730086360192173,0
TCGA-75-5146,-0.12108542889243237,-3.888050790300025e-05,-0.006583047853217005,-0.02039688337184686,0.013553938024114268,-0.00013116121601999277,0.009537251534679957,0.023245130237685957,-0.039242055957197576,-0.010279063158524566,-0.00046028633013242033,-0.00042214187271732956,-0.023490804419707845,1
