ADAMTS5	AGAP3	AGFG1	AHSA1	AKIRIN1	ANP32B	ANP32E	ANXA10	ANXA2	ANXA5	AP2B1	AP4B1	APLP2	ARL8B	ARPC5	ARPC5L	ATF2	ATP1B3	B4GALT3	BICD1	BMI1	BRD9	BRPF1	BTBD10	BTBD3	BTF3L4	CAPG	CBX3	CC2D1B	CCNA2	CCNB1	CCNB2	CDC25A	CDC25B	CDC25C	CDCA7L	CDK16	CDK5R1	CEP85	CERS5	CFL1	CHCHD2	CHORDC1	CHRNA5	CHST4	CISD2	CKAP2L	CLTA	CNOT6	CNPY4	CNTN6	COLGALT1	COPZ1	CORO1C	CPSF6	CYP27A1	CYP2C9	DAB2	DCLRE1B	DCUN1D5	DEPDC1	DEPDC1B	DIAPH3	DNMT3A	DPF1	DRD1	DVL1	DYNC1LI1	DYNLL1	DYNLT1	E2F6	EFNA3	EHMT2	EIF1B	ELOVL1	EMC8	ESCO2	ETV4	EYA1	EZH2	FABP6	FABP7	FAM107A	FAM219A	FBXO30	FHL3	FOXK2	FSD1L	G6PC	GABRR1	GAS2L3	GDI2	GMFB	GNA12	GNA14	GNAI3	GORASP1	GRB2	GRIN2D	GRK6	GYG1	HCN3	HMGB2	HNRNPM	HNRNPR	HNRNPU	HRAS	HSF2	IP6K2	IQGAP3	IRAK1	ISG20L2	ITGA5	ITGB5	KCNQ3	KCTD17	KCTD8	KIF20A	KIF2A	KIF2C	KPNA2	KREMEN2	LHX5	LMNB1	LPCAT1	LRCH3	LRP10	MAST2	MBD3	ME2	METTL21A	MTA2	MTMR2	MVB12A	MXD3	MYBL2	MYLK2	MYOM2	NABP2	NAP1L1	NAP1L4	NCBP2	NELL1	NEMP1	NET1	NETO2	NEUROG1	NFKBIE	NLRP5	NPC1	NR0B1	NRAS	NT5C3A	NT5C3B	NT5DC2	P3H1	PABPC4	PARD3	PHC2	PHF19	PHF21A	PIAS2	PKNOX1	PLCB3	PLOD2	POLR3G	POU2F1	PPFIA4	PPP2CA	PPP2R5B	PPP6R1	PRKCD	PSMB5	PTBP2	PTPRF	RAB32	RAB3IL1	RAC1	RALA	RAP1A	RASSF1	RBL1	REEP4	RGS17	RGS20	RHEBL1	RIMS3	RIT1	RNF145	RNF19B	RNF2	RNF34	RNFT2	RRAGC	SAP30	SBK2	SCAMP3	SCIN	SFPQ	SFRP2	SLC2A2	SLC38A1	SLC39A10	SLC52A2	SLC6A15	SLC6A3	SMAD2	SMARCC1	SMARCD1	SNRPA	SNRPB2	SNX11	SOCS2	SPACA3	SPATS2	SRSF10	SRSF9	ST7L	STAM	STARD3NL	STARD5	STARD6	STC2	STK25	STK32C	STK39	STMN1	STRN4	STX6	SUV39H2	SYT14	TACR3	TAGLN2	TBC1D22A	TBX19	TEAD2	TFDP1	TMEM106C	TMEM120B	TMEM184B	TMEM39B	TMEM50A	TMPRSS6	TOP1MT	TOX4	TPD52L2	TRAF3	TRAPPC3	TUBA1B	TUBA1C	TUBA4A	TXLNA	UBAP2	UBE2D2	UBE2L3	UBE2Q2	UBQLN4	UBTD2	UBXN2A	UPF3B	WASF1	WDR62	WNT1	WSB2	XKR8	YBX1	YIF1B	YIPF1	YTHDF1	YTHDF2	YWHAB	YWHAQ	YY1	ZDHHC18	ZMIZ2	ZMYM4	ZNF133	ZNF205	ZNF239	ZNF408	ZNF485	class
TCGA-DD-AADA	0.4368	7.4689	6.9869	47.4478	14.4131	98.4848	42.7481	59.6541	23.7563	172.7444	21.1708	2.8397	114.4054	29.5122	30.485	17.3709	12.4756	7.9551	18.8095	0.1697	16.2323	3.685	4.3875	8.1813	3.1633	7.0599	6.885	30.7387	7.8123	2.088	5.8436	2.6375	0.4165	4.4844	0.4868	1.2388	15.2851	0.3344	1.2632	6.7167	86.463	229.6305	2.7495	0.042	0.0596	10.2161	0.4089	80.0109	5.4547	3.2318	0.0092	17.9211	64.0373	12.5959	9.5939	456.4101	342.5727	4.9217	1.7722	0.5556	0.3268	0.1868	0.1444	5.5366	0.0106	0.1386	18.796	3.9621	129.2714	21.9407	2.497	1.0448	13.6886	43.0619	38.5991	5.3163	0.0586	24.0232	0	3.1665	0.0933	0	1.8417	5.4509	2.1038	8.2601	4.6983	0.3599	610.0513	0	2.1063	81.2062	9.0728	4.3955	1.4661	8.8876	7.5889	36.9411	0.1894	7.4819	3.026	3.2326	32.9699	23.7693	10.944	37.5478	12.8292	1.7697	20.3142	4.3381	14.1687	13.3909	40.364	58.4067	0.012	2.1871	0.0187	2.0036	1.0116	1.1281	3.6747	0.0434	0	5.954	3.7092	4.0898	13.9532	9.3466	5.3736	1.8909	4.3322	18.2204	1.0227	11.1615	1.1724	1.756	0.5289	0.3238	10.4275	8.4563	23.5818	19.9391	0	2.4281	19.4064	0.5195	0	14.5582	0	3.7147	0	17.172	14.3726	1.7988	4.0418	9.5459	28.7342	8.1236	27.7919	2.0714	4.0772	1.0685	3.4446	9.9361	27.5915	0.2902	2.9805	0.1046	32.8949	7.6014	11.3836	10.6913	97.2261	2.1098	43.69	5.2922	5.3784	112.2653	16.7553	17.8617	8.4237	1.1594	5.49	0.1024	0.0158	0.6645	0.5666	10.8645	2.4981	4.3273	4.7449	4.4008	0.0666	3.3844	3.9178	0.0675	98.5173	0.0175	36.0685	0	281.4964	1.3385	3.3107	9.597	0	0	1.4985	11.7218	13.6391	34.7646	16.4128	7.3222	4.5469	0	2.0263	7.3596	9.7568	1.359	3.713	2.0902	0.2884	0.0273	0.5717	19.8141	1.6292	1.5092	8.0631	11.5555	8.7489	1.5952	0	0	300.3493	11.9418	0.6664	7.1905	12.7484	13.0339	1.7368	7.0523	5.5386	39.9127	156.325	10.8745	10.3114	31.3162	3.1666	13.9214	7.9276	7.8433	13.8272	14.675	3.3994	29.1151	31.5137	4.7064	17.9757	6.4575	1.7747	7.6799	6.2147	0.238	0.0629	35.861	5.5482	137.8968	6.6226	31.4984	32.3253	16.4898	33.6177	23.8937	25.1895	10.1925	12.0831	4.4963	1.8997	5.9276	0.4655	9.4785	1.7238	1
TCGA-DD-A3A5	0.7924	9.4397	9.7309	67.7928	33.1303	131.5914	27.9406	106.211	75.8011	82.6073	14.1526	4.9299	193.8015	33.7884	30.5533	19.81	10.484	10.6202	14.0575	0.1002	17.0787	3.91	3.5314	5.3799	2.309	7.1879	12.5825	32.9088	10.7805	9.2692	18.6326	10.0487	1.1668	31.4205	5.0808	1.4407	17.8319	0.0653	2.2435	5.1943	185.6165	900.2848	1.6733	0	0	10.487	2.4194	104.0226	2.5512	7.9719	0.0117	35.0443	91.2687	9.9592	9.1	764.0738	218.7224	2.6991	2.0506	3.7747	2.1735	1.8468	0.5677	2.0479	0.1343	0.8159	41.3955	8.9454	129.4546	40.0713	2.5211	1.2273	7.4137	56.2923	31.2391	12.7335	0.4131	0.4403	0	6.6738	0	0.1037	3.5872	6.6668	1.3466	9.6213	6.9096	0.4244	172.921	0	1.0856	92.0866	10.0831	15.8285	0.495	14.46	13.8124	58.0723	0.1646	37.0898	2.0838	1.3685	70.1791	68.4711	16.1139	26.5738	46.7861	5.1646	19.4465	1.6643	63.8597	11.6786	28.6135	56.3195	0.0507	5.6245	0	3.3816	1.5714	4.7577	13.4136	0.3855	0	18.5486	4.1828	7.4593	47.3267	3.9353	20.783	1.8579	3.9746	22.0803	1.9458	37.197	7.3193	14.5185	0.0433	0.3016	37.0915	17.5209	42.0642	21.9787	0	4.4791	26.7718	0.3646	0	77.6272	0	6.0332	0	28.1285	7.5116	27.1422	4.3268	22.4926	13.1054	15.6238	42.9167	5.6036	1.771	1.5298	4.6369	9.5486	47.6297	1.5224	1.7297	0	39.3782	9.097	18.9083	18.6738	197.7854	0.47	63.5642	150.7079	1.4954	123.999	19.8194	19.665	9.9801	2.0246	13.7451	0.0488	0.0402	1.8864	0.3109	4.7749	4.4164	15.8029	4.0283	8.076	0.4146	6.3905	10.5423	0	95.4604	0.0277	34.5156	0	599.405	0.2318	0.8204	7.2419	0	0	1.9155	7.7392	10.9163	45.5754	21.833	14.526	3.4747	0	3.9308	7.6121	18.4468	2.0122	5.215	6.3829	0.3154	0.0346	2.5361	26.2258	3.5573	1.481	52.3149	15.7055	2.499	3.1293	0	0	259.338	8.5899	0.22	3.722	8.9218	38.153	1.1448	23.4234	8.0983	56.4942	510.2139	6.7245	17.3331	35.8969	2.4347	43.88	26.1983	13.6673	44.0633	33.1631	2.7446	41.4004	41.5508	3.4852	13.8301	14.2653	4.4983	5.4418	3.3627	1.393	0	19.7794	9.623	150.9089	59.57	95.2076	37.2912	19.8004	65.2764	75.587	22.638	12.2947	12.7936	5.1229	2.2343	20.0652	0.2827	17.9326	0.5946	1
TCGA-DD-AACY	0.1125	13.2353	10.8261	52.4198	41.4961	177.9746	24.6948	15.9135	12.6694	137.0454	24.8372	2.8554	90.1393	29.3493	28.1559	41.4255	10.4472	12.9901	37.5825	0.3073	19.906	4.5551	5.1327	6.4398	5.6348	6.8234	11.5106	32.6908	7.2573	1.1192	4.6048	1.1171	0.8612	10.3499	0.4936	1.227	9.3929	0.4312	4.2697	5.3166	128.6419	334.1652	1.1777	0.0152	0	11.5079	0.3317	95.7107	3.3761	2.9353	0	22.75	123.2379	40.208	12.1028	374.2925	317.2288	9.6218	1.3914	1.038	0.1953	0.3175	0.1041	3.3607	0.0229	0.2044	68.3877	8.2653	111.6379	12.4606	3.0923	5.2546	7.3462	36.1672	39.6885	10.9948	0.197	9.734	0.0059	2.6962	0	0	3.3235	7.6963	1.0679	5.8373	5.9726	0.6061	246.8801	0	0.466	125.2721	10.426	6.5066	3.9142	11.9749	13.3963	51.6123	0.1186	6.2646	8.2041	2.7453	21.4783	58.0304	18.1467	31.912	28.2777	2.4436	16.5618	22.4582	131.7817	16.9621	39.1868	46.8523	0.013	7.9442	0	0.5275	1.515	0.964	9.1197	0.1172	0	4.1269	3.3164	2.5072	39.9359	5.1159	7.5897	2.3872	3.1507	31.8871	0.7046	17.4972	1.7582	1.1672	0.0185	2.3817	29.4684	18.2153	19.6443	16.0321	0	2.9616	18.4526	0.2144	0	10.086	0	4.0461	0	16.5673	5.8158	32.4393	1.2245	10.893	22.4938	10.0091	41.5733	1.3992	3.2128	2.2676	2.6447	7.8662	14.7565	0.737	2.0212	0.0283	32.0446	9.0388	22.7626	6.753	128.8784	0.9614	47.9162	26.4542	2.0309	93.4341	13.2427	18.793	12.2126	0.7561	4.1687	0	0	0.761	0.2194	7.698	5.9038	14.0613	6.6786	10.8233	0.5044	6.6341	9.8595	0	109.4793	0.0142	38.7376	0	159.4615	4.9025	2.8504	27.5029	0	0	2.1228	13.6434	12.1421	24.694	24.4695	9.2884	22.597	0	6.4866	9.3678	31.7478	1.436	5.2925	2.8196	1.4555	0.0295	1.9448	16.321	0.7883	1.9588	5.6528	11.4341	6.6137	2.0797	0	0	290.3307	9.5993	0.591	11.9054	16.1209	38.7835	3.0876	10.3052	10.779	44.9574	86.9992	44.5938	14.4134	23.4467	2.1862	26.144	13.63	11.2083	65.9284	36.6739	3.1804	34.2089	30.9227	7.141	23.7693	8.3262	3.3251	9.4117	2.0047	0.3302	0.0454	24.8284	6.5204	132.7937	27.3842	51.3859	34.6887	30.0592	30.5263	30.9876	20.0565	13.4885	12.128	5.4676	2.2369	9.5225	0.3721	12.2065	1.6112	1
TCGA-DD-AAW0	1.3699	13.137	24.0054	70.4479	36.0358	56.568	42.9162	17.6394	116.1337	148.9719	40.1207	3.7127	244.3971	50.447	65.1982	14.7894	20.1994	14.7068	24.4182	0.5152	19.9972	4.4668	6.5991	11.2698	7.932	10.0512	57.0451	45.8208	12.2467	3.4801	9.4046	3.7295	0.8068	30.6678	2.4959	1.5368	15.9544	0.9957	3.3184	7.1278	127.4736	381.0702	3.5575	0.0162	1.8119	9.3104	1.761	66.9282	8.7487	6.3434	0	44.8654	74.1428	41.3106	11.2894	769.4572	355.8374	16.5359	4.5201	2.4781	0.9937	1.4799	0.7629	2.3546	0.0244	0.1455	26.9169	11.4115	106.4108	23.1859	4.0392	0.9658	9.9809	42.4263	49.0478	6.8869	0.436	3.3383	0	4.2167	0	0	4.1348	6.9188	2.4697	14.6675	9.0537	1.2118	126.4532	0	1.6515	139.4126	23.9316	23.1762	3.7741	19.6627	19.4129	57.8988	1.0022	17.9094	6.9618	4.3716	23.0184	53.3507	16.4066	40.8726	21.0338	2.7627	15.669	14.0366	78.4265	27.6464	39.5028	106.1375	0.0415	10.5716	0	4.2799	3.3494	2.2528	16.9837	0.2004	0	11.2883	8.7439	5.6818	51.7217	7.19	10.1406	4.1704	5.3423	37.1628	2.4053	21.9655	2.4588	5.2203	0.0986	0.8897	33.5334	13.107	34.1528	32.2335	0	7.5872	24.2344	0.6871	0	24.2545	0	15.2826	0	44.5654	6.6999	16.5865	6.2717	10.0327	17.7998	15.0526	39.8367	3.3366	2.8593	2.5094	4.3573	8.9005	36.3826	1.3268	2.6094	0.0302	47.815	13.3754	30.9781	15.7902	168.132	1.6065	43.8602	30.85	10.0204	133.5785	27.0154	34.0439	14.5919	1.2609	12.894	0.0444	0.0366	1.1291	0.6547	11.5945	15.564	16.2448	7.6154	10.0084	0.2464	5.7684	5.6026	0.052	125.5328	0.106	43.2493	0	835.8465	8.7053	12.0869	17.77	0	0.0394	4.3472	24.1098	15.4962	23.0142	31.4047	14.7349	5.5708	0	5.7289	9.7157	19.3397	2.4675	9.1628	6.8792	0.7497	0.0315	34.955	21.0387	3.6658	6.4837	9.9458	11.923	8.5328	4.5422	0	0	697.2194	18.1254	1.7555	8.4068	25.6525	39.8788	2.7707	12.5472	7.1575	40.6013	278.3502	19.9524	20.3289	36.4719	7.4169	18.2481	30.9602	18.2965	35.2671	29.0597	4.508	56.2612	32.0713	9.375	47.4013	23.1696	3.2003	6.3031	8.1706	0.9505	0.436	43.3014	7.2148	136.1595	24.4096	78.1787	40.1687	26.0546	52.9863	57.2365	29.887	8.2632	20.7587	7.0731	3.1681	13.6729	2.0578	20.3687	3.1966	1
TCGA-DD-A39X	0.4127	14.8777	11.8481	88.0994	36.8167	133.4295	34.296	3.9024	173.5556	142.4993	38.0903	2.5197	157.9684	35.9527	21.919	21.4968	8.7052	30.2525	54.2768	0.3793	9.445	4.3471	2.9956	4.2238	3.1205	10.4421	104.6282	30.763	7.4981	2.151	15.8469	4.8635	0.7454	46.2123	2.1062	0.5405	17.7172	0.7032	2.3326	5.0167	188.8616	467.4438	1.1862	0.1236	0.0175	15.0723	0.713	167.4035	3.6726	6.2666	0	98.6173	87.1472	17.4698	7.0702	272.7621	211.2751	25.8106	1.6324	2.0627	0.3261	1.506	0.0667	3.6351	0.028	0.0555	30.0493	9.1274	157.5314	26.5676	2.1801	12.1163	12.2255	47.6008	59.9685	12.7401	0.1951	47.6972	0	2.0697	0.0823	0	1.599	4.819	0.7965	26.3003	5.852	0.4352	175.5697	0	0.8805	116.1212	11.3041	18.1728	0.8183	11.2841	7.616	49.3565	0.2989	29.4353	6.0845	3.6745	16.3938	60.3818	13.366	20.17	35.2522	1.843	14.3321	4.1711	178.399	36.4559	13.0039	106.5711	0.3872	6.3489	0	2.4878	1.9765	3.7091	10.1173	0.0574	0.0146	7.5927	19.6409	2.0018	50.5487	5.9599	12.3712	1.9408	5.6716	18.3071	1.6305	102.9253	3.2321	7.4042	0.1053	1.447	43.1115	20.8582	29.8302	17.9698	0.0084	1.5943	22.3805	0.4039	0	15.3372	0	2.3117	0	14.8438	10.8169	25.7904	17.8783	12.469	41.2102	15.6279	41.9085	2.1731	1.9598	1.3279	4.5714	7.0462	9.2446	0.8346	2.5727	0.0277	32.7724	6.3838	16.1535	12.7447	227.6283	0.4667	51.8446	76.0626	16.5872	151.1824	16.2529	13.6315	10.8089	1.1428	15.335	0.0339	0.1956	1.0342	2.1344	8.6721	7.7836	29.1052	1.8228	5.4089	0.7932	15.2475	3.7288	0.0198	272.0896	0.0809	28.0726	0.3141	50.6218	4.9899	2.7643	41.7203	0.0205	0.0501	2.4562	14.7484	10.841	46.5497	40.1439	13.305	2.8069	0	3.1485	5.184	12.2039	0.8837	5.7574	6.1722	0.4733	0	10.1938	31.8262	12.5026	11.9421	13.5121	7.5522	3.6573	3.3789	0	0	828.2286	17.9288	1.046	13.9599	15.0821	64.0706	2.6076	7.7679	10.2349	32.1195	132.0856	66.0302	13.2047	56.8763	3.3058	58.149	10.3242	9.7623	50.064	36.9692	2.7956	47.6384	39.0161	12.5103	43.7768	11.2849	2.9273	4.5492	2.6099	0.6297	0.0185	17.9778	7.0973	284.6387	43.7464	56.3707	29.8486	21.9396	50.9528	69.4991	21.0685	7.5945	7.8246	5.1266	3.788	22.044	3.4981	16.687	2.7776	1
TCGA-DD-AAD3	1.2393	16.7249	14.5306	44.7253	39.3275	69.1182	34.2922	39.945	83.6558	258.7999	36.4212	2.6907	274.2971	44.692	48.1302	12.3871	16.1404	18.8677	20.9377	0.6913	26.8065	5.9947	4.8813	9.2987	6.4708	8.5456	42.325	52.0092	11.9538	4.382	9.053	3.8685	0.6715	26.7768	0.9245	2.937	14.8706	1.0422	6.4804	7.9328	181.4291	354.5295	2.2189	0	0.5914	6.3254	0.9746	62.628	4.7234	8.0237	0	37.468	65.1523	29.4501	9.9223	698.2166	124.988	8.8057	3.6763	2.0372	1.0762	2.6869	0.6639	3.8534	0.1009	0.06	61.181	11.1459	82.9313	24.8764	2.3359	0.6225	20.3391	41.0986	80.673	5.8238	0.3954	20.0383	0.0195	2.8502	0	0	9.3365	9.3278	2.4001	18.268	6.7019	0.2267	492.5285	0	0.8231	144.4505	18.1548	23.5963	4.357	21.3902	15.7854	59.1763	0.5228	10.5967	5.9942	4.3946	38.6604	61.2653	22.3231	30.9596	18.5073	5.9456	18.1618	10.1509	98.1272	17.2656	63.9121	104.7305	0.0571	3.9747	0	2.8119	2.3462	2.0746	13.3428	0.2325	0	7.9615	4.9156	4.9121	48.3287	5.1264	10.1527	3.6618	4.2904	37.5334	2.3594	22.3595	2.125	3.5312	0.0407	0.1201	28.922	19.0872	36.5857	25.9281	0	4.9211	31.1449	0.6842	0	38.8244	0	8.2614	0	40.5363	9.8715	26.7427	4.1358	18.3786	19.4419	13.611	54.3076	2.5144	3.3394	2.4398	3.1601	10.2784	41.1486	2.0601	2.8649	0.0249	32.7758	12.3543	27.5715	12.9081	194.8532	1.2489	136.3808	49.3745	4.8356	188.7545	24.8704	36.6215	15.3618	1.5443	10.7349	0.0381	0.0189	0.9782	0.5168	10.6546	11.5802	19.1448	8.9387	5.0522	0.1906	7.8536	10.2623	0	116.363	0.0573	40.1692	0	428.1167	4.6705	15.0993	9.0449	0.0485	0.0135	4.0832	25.4853	16.4637	21.5761	26.9375	11.3906	8.6044	0	5.6698	8.8164	14.1001	2.1941	8.2195	12.9726	0.5918	0	2.755	24.0671	1.6179	4.6107	11.4783	15.2604	7.9224	2.8685	0.0043	0	453.5364	19.5934	1.4135	11.8382	20.8814	33.7641	1.0241	13.8327	9.0321	55.7865	283.8801	14.24	18.8077	26.7361	4.8686	27.8964	17.1001	5.869	28.2719	34.7398	2.6894	40.4823	32.8253	12.039	35.2097	15.2897	5.3803	6.2259	6.4594	0.8139	0.075	21.61	7.593	246.7128	19.2948	65.5038	36.1441	33.0545	46.6439	68.3966	25.0826	15.1277	25.3513	10.3186	2.933	9.5051	0.4341	13.3858	0.9383	1
TCGA-DD-AAW2	0.9322	14.4386	8.9001	63.22	15.4197	134.4542	36.3064	67.1483	38.3161	31.483	34.9149	2.8567	235.9966	37.6333	26.0647	12.167	16.0586	6.9228	25.8312	0.1305	17.8159	5.0069	3.8834	7.5505	4.5692	10.1035	3.2881	59.8546	8.7116	2.8622	9.3352	4.6868	1.4285	14.7293	1.8798	1.4979	18.8362	0.9849	6.8021	4.1275	90.3649	445.1461	1.7358	0	0	7.4852	0.7278	109.6001	5.1503	4.2547	0	23.7493	81.2115	22.2923	10.6929	1065.7541	689.9109	3.9739	3.3358	1.1563	0.8682	1.1842	0.814	2.0005	0	3.6394	45.44	7.9514	135.4131	10.1155	1.9557	0.6365	30.2508	71.6738	40.8024	7.6046	0.3623	2.7908	0.019	6.1758	0	0	2.7072	6.6364	1.0936	9.9224	6.4074	0.4563	169.301	0	0.8689	178.5788	11.6761	11.1934	2.8748	15.5078	18.4493	44.9375	0.1562	13.9349	2.1301	6.1682	35.6669	54.6249	25.3431	37.4357	13.1624	3.8011	16.4212	2.7134	129.9804	13.9434	13.239	33.3427	0.0278	0.9199	0.0326	3.3267	1.903	2.3027	6.3237	0.0755	0	15.2766	1.8699	3.6989	20.9952	6.8951	10.8612	1.3843	2.8081	20.7406	0.8488	26.8091	2.795	2.1648	0.1188	0.9895	29.5122	6.0199	29.096	15.6659	0	4.6733	43.9467	0.7138	0	12.2583	0	5.1086	0	25.475	12.065	28.2704	9.9259	9.2477	37.5043	18.8883	35.3681	1.7825	2.2807	1.5775	5.1256	5.0455	15.0388	1.2299	2.3429	0	37.2209	6.4178	16.1073	8.0342	137.0995	1.234	76.6441	19.4178	1.1632	173.1026	27.6313	28.4522	14.5653	1.5432	6.0451	0	0.0276	0.8164	0.1704	5.4059	8.3511	14.3199	2.9413	5.843	0.0928	6.8234	6.0087	0	104.1185	0.038	38.6071	0	361.9757	1.4295	1.431	11.5212	0	0.0198	2.7852	33.0482	11.5539	24.8639	33.1071	10.7984	5.3077	0	3.9402	9.1804	13.1786	2.6269	6.7833	1.6351	1.3663	0	0.9518	23.8177	1.3929	0.6686	26.3416	13.9675	5.335	2.5038	0	0	489.9351	15.3639	0.2783	4.2409	10.8109	32.7309	1.8932	8.3666	10.3058	72.2274	137.7427	24.649	18.5077	28.6177	1.6097	28.5148	21.9085	10.9924	9.8492	24.2282	5.9417	46.5986	26.6417	2.5844	38.2264	8.8139	4.5364	8.0889	3.0362	0.4593	0.0365	19.843	4.8112	168.7341	13.697	39.0225	27.0145	25.7615	37.5209	71.6561	25.9953	12.6251	19.8287	8.5637	2.9643	9.5203	0.1409	8.9116	2.7779	1
TCGA-DD-AACN	1.7064	16.7319	17.1611	81.7783	37.9181	184.3751	43.2841	8.1426	117.3745	194.2472	66.7552	2.8631	207.9675	40.2275	51.0758	35.4809	25.9005	25.6174	37.9512	1.3191	35.9645	8.146	13.1114	15.3362	19.0034	11.4806	10.3969	67.2622	10.0714	2.9185	6.3686	5.0344	1.1835	22.6517	0.5365	8.6182	28.0172	2.6625	4.525	10.668	229.8347	502.1769	6.8611	0.0215	2.1916	6.9626	0.8408	163.3749	14.3714	13.9463	0	58.6912	100.9754	41.4503	25.4484	587.6208	955.1091	26.3952	3.4221	3.3483	0.277	1.2684	0.1898	9.9945	0.0324	0.1932	35.8631	16.8644	136.149	67.6069	5.801	1.4019	21.5677	97.9379	80.1943	8.6752	0.2893	64.75	0	5.5445	0	0.0313	7.2728	14.0616	7.1489	31.2388	12.1794	0.9302	213.5951	0.0413	1.206	203.0464	21.9929	32.5548	3.0167	18.1918	24.3325	90.8578	0.5198	18.3714	10.3633	6.8849	30.9056	90.0969	28.8501	63.1814	35.2459	15.4746	36.4814	2.714	66.5133	36.944	58.7328	139.9399	0.049	14.7846	0	3.4161	2.4642	1.7085	15.4671	0.2327	0	21.3467	7.119	8.1074	44.2593	6.9345	16.8644	5.7111	8.0865	43.0161	5.0841	31.3117	2.7949	5.2171	0.0785	0.7725	29.4687	47.7755	51.2704	45.201	0	5.8975	51.833	0.7127	0	33.1246	0	7.5577	0.039	33.1723	12.7025	88.406	7.5771	14.6268	35.3548	39.0694	83.2322	4.4281	7.1279	2.0604	5.9872	14.7183	39.7296	0.774	6.4065	0.0321	62.1909	16.7083	33.2625	15.8783	188.7032	1.973	73.8443	77.6446	8.7112	221.5606	33.7867	25.2931	32.431	3.2683	10.5147	0.1178	0.2187	0.7792	0.3754	13.5172	18.2425	14.5817	7.0767	12.9361	0.4189	7.5946	6.8406	0	203.3645	0.0737	67.3267	0.3121	540.3679	7.0517	7.4408	19.3437	0	0.0523	4.07	46.4589	23.202	43.6475	46.9333	15.976	31.5086	0	8.0926	14.9228	25.203	1.8727	15.0072	10.7324	1.4003	0.0418	4.587	37.6493	5.7417	26.7822	23.146	29.71	18.1887	6.3776	0	0	802.4253	22.8098	2.0845	29.4733	32.7345	19.4716	3.1979	23.4607	9.052	63.507	233.0214	26.6252	21.1707	56.7972	5.5885	27.8827	31.3721	10.4192	8.128	33.2376	14.363	70.025	56.4199	16.7926	76.9818	31.8179	14.0059	13.1921	41.7742	0.8569	0.0643	28.2284	12.5965	160.4983	14.9199	45.1274	53.9899	43.7658	65.8894	196.9516	37.8901	14.7457	45.3271	11.2585	8.0361	11.429	4.8413	21.2727	3.9813	1
TCGA-G3-A25X	1.8701	18.1653	19.2812	66.7067	24.1627	392.1681	40.6559	48.0578	397.9887	346.8734	42.6248	5.7916	203.6023	36.4658	76.2843	74.2252	11.4683	100.3569	81.4922	2.1126	15.0469	9.0978	4.4283	7.7431	4.0234	17.0102	138.1817	147.4046	8.951	9.6992	56.791	41.1951	4.4912	79.442	4.6918	0.2428	27.183	0.7036	1.4129	19.6005	399.4117	929.8829	1.656	0.9624	12.1524	15.3236	3.3638	286.446	4.3524	26.3786	0	97.3754	222.7795	41.658	18.7647	68.0535	3.5681	48.3771	4.9809	6.462	3.5836	6.8788	1.793	5.8903	0.1601	0.044	29.9908	10.9342	215.364	61.0599	6.6262	28.7589	27.575	44.6446	73.7435	15.9174	0.6815	39.9651	0.3106	18.4013	2.4987	0.0475	2.0547	9.4383	0.9533	44.6483	11.0728	0.5146	56.9323	0	6.2641	188.5936	9.0437	16.8176	1.6848	21.1262	9.2011	83.4473	0.673	12.1534	20.8187	1.0173	41.9179	108.5439	18.5158	47.3508	79.6259	4.8865	23.9063	6.434	116.2207	29.894	73.1148	109.1804	0.2509	38.9677	0	8.0087	3.0976	17.976	45.2487	1.5141	0	19.1627	46.3662	3.3479	56.9233	10.9298	17.6646	3.8477	5.277	40.5965	3.3972	65.4048	6.7653	80.1322	0.417	1.8343	69.0334	65.6012	44.8808	30.4686	0	6.8897	25.3297	7.0085	0	164.29	0	4.1409	0	22.6777	13.2946	114.922	30.9717	37.5677	30.4927	32.6027	137.869	15.4244	4.8381	3.495	5.0173	13.7702	75.6952	1.5568	2.7981	0.5662	51.1645	8.2492	12.3458	10.4513	277.2178	1.8598	82.2812	160.5928	20.0761	456.9083	53.8311	17.7873	26.2999	3.5126	33.4353	0.082	0.3872	1.9563	0.8548	23.5194	23.0426	33.8293	10.1826	12.0101	1.5897	16.5998	20.0457	0.0262	382.7614	1.1336	59.2499	0.3553	40.7678	28.0829	5.3143	41.3845	0	0.1323	4.8786	18.1234	25.65	85.747	91.8657	18.1457	9.9182	0	9.235	8.3216	31.1087	1.4724	5.8097	19.3943	0.0653	0.0635	4.9956	32.2051	4.4578	33.8847	44.1891	15.7013	12.9931	8.5208	0	0	2154.7209	38.8172	0.9617	29.7873	16.6215	108.2312	1.7277	25.0599	20.166	61.7492	93.3819	19.8498	15.7352	75.3274	5.3039	64.7454	21.1326	12.7512	81.9125	39.0485	3.6728	61.0763	100.52	27.8211	39.7592	9.2366	6.4301	9.7443	4.6953	7.443	0.1464	34.5029	6.389	355.1486	70.185	48.0974	48.1858	48.9398	61.1166	133.9728	23.1643	13.7031	27.1465	9.061	6.7093	18.6934	2.9208	19.5689	1.1394	1
