A1CF	ABCC3	ABI3	ACAP1	ACSL6	ACTB	ACTN1	ADCY1	ADRA1D	AGTR2	AHSA1	AIG1	AKIRIN2	ALX4	ANK3	ANKRD28	ANKS1A	ANO1	ANXA2	AP1M2	AP1S1	ARAP2	ARF1	ARHGAP26	ARHGAP4	ARHGEF11	ARID1B	ARL8A	ARNT2	ARPC5L	ATG9B	ATP2A3	ATP9B	ATXN7	ATXN7L1	AVPR2	BCAP31	BCAR3	BCL11A	BCL2	BEST2	BHLHE22	BRAF	BRINP1	BSG	BZW1	BZW2	C8A	CACNA1B	CACNG3	CALM3	CAMK2A	CAMSAP3	CARMIL2	CARMIL3	CASQ2	CASS4	CBFA2T3	CCDC85B	CCNA1	CCND1	CCR7	CDH15	CDK19	CDK5R2	CDX2	CELF2	CELSR3	CERS4	CERS5	CFL1	CFL2	CHCHD2	CHD3	CHMP4B	CHPF	CHRNA5	CLEC6A	CLIC1	CLOCK	CLTCL1	CNR2	COL14A1	CORO1A	CORO2B	COX4I1	CPEB3	CPNE1	CPNE5	CRB2	CSGALNACT1	CSRP1	CSRP2	CXCR3	CYB561D1	CYB5B	DCHS1	DCUN1D5	DDIT4	DGKG	DHCR7	DKK1	DNAH8	DNAJC19	DNM2	DOCK10	DOCK2	DOK3	DPY19L3	DSCAM	DUSP16	DUSP6	DUSP9	E2F4	EFNB1	EFNB2	EHD2	EIF1	ELK4	ELOVL6	EMC8	EML5	ENPP3	ENPP6	EPHA3	EPHB2	ERBIN	ESR1	ETV6	FABP4	FAM102B	FAM107A	FAM13C	FAM162B	FAM177A1	FAM3A	FAM3D	FAM78A	FAT4	FCHO2	FEM1A	FGD2	FGD3	FGF22	FGG	FHOD1	FITM2	FLI1	FMOD	FOSL1	FOXA2	FOXF1	FOXI3	FOXP1	FOXP2	FRMD4A	FRMD5	FRS2	FRZB	FSCN1	FST	FUT7	FXR1	GDI1	GFI1	GIT2	GJD3	GLCCI1	GMIP	GNA14	GNG8	GPA33	GPR15	GPR21	GREB1L	GRHL3	GRIA4	GRM3	GUCY2F	HACD1	HLF	HMGB3	HNRNPH2	HTR1D	HTR1F	ID2	IGF2BP2	IGSF11	IKZF1	IKZF2	IKZF3	IL12RB2	IL1RAPL2	INA	INHBA	INHBB	INPP5D	INSM1	IP6K3	IRF4	ITGA4	ITGA8	KCNA2	KCNA3	KCNA5	KCNF1	KCNH4	KCNIP2	KCTD17	KCTD5	KDELR1	KDELR2	KDM2B	KIAA1217	KLHL14	KRT18	LCORL	LDLRAD4	LGR5	LMAN2	LMX1B	LPIN2	LPXN	LRRC4B	LYZ	MAFF	MAGEF1	MAPK12	MASP1	MAST3	MBNL1	MBNL3	MCHR1	MED13L	MEIS1	MGAT4B	MKRN3	MLXIPL	MMP25	MOGAT2	MORF4L2	MPP6	MSX2	MXD4	MYCL	MYF6	MYL12A	MYL12B	MYL2	MYO1B	MYOD1	MYOM2	NAP1L2	NAT8L	NAV2	NCALD	NCK1	NCOA2	NDFIP1	NECAP1	NFIA	NKX2-5	NKX6-2	NLRC3	NPBWR1	NR2C2	NR5A2	NRCAM	NTF3	NTMT1	NTN1	ONECUT1	ORMDL2	OSR2	OTUB1	OTUD7A	P2RX6	P2RY8	P4HA1	PABPC4	PAIP2	PAK3	PAPPA2	PARD6G	PARVB	PCGF1	PDLIM7	PDS5A	PELI1	PER2	PER3	PEX11A	PGRMC1	PHIP	PIK3C2B	PIK3CG	PIK3R1	PIK3R3	PITX2	PLCD1	PLCD3	PLD4	PLEKHG1	PLEKHM3	PLIN1	PLOD2	PLS3	POGZ	POPDC3	PPFIA3	PPFIBP2	PPIB	PPIP5K2	PPP1R16B	PPP2CA	PPT2	PRELP	PREX1	PRPH	PRRX1	PRSS23	PRSS36	PSD4	PSMB5	PTGIR	PTX3	RAB37	RAB39B	RAB3D	RAB5C	RABGAP1L	RALB	RASAL3	RASGEF1B	RASGRP2	RASSF2	RCN1	REPS2	RGL1	RMDN3	RNF121	RNF144A	RNF149	RNF19A	ROBO1	ROBO3	RORB	RPL22L1	RPS6KA5	RTN4	RUNX1T1	S1PR4	SAR1A	SCAMP3	SCARB1	SCML4	SCN5A	SCNN1D	SDC4	SDF2	SDF2L1	SEMA5A	SESN1	SFRP1	SFT2D1	SGCE	SH2D3C	SH3TC2	SHC3	SIDT1	SLC25A39	SLC25A45	SLC25A5	SLC35D2	SLC44A4	SMAP1	SMAP2	SNAP25	SNX20	SP8	SPIC	SPOCK2	SRPX	SRPX2	ST8SIA1	ST8SIA4	STAG3	STARD3NL	STC2	STIM2	SYNE2	SYT1	SYT14	TAF7	TBC1D10A	TBC1D10C	TBC1D14	TBC1D2	TBX21	TCEA3	TCF4	TCP11	TIMP4	TLR10	TMED4	TMED9	TMEM14C	TMEM87B	TMEM9	TNFRSF19	TNNT1	TNRC6A	TNRC6C	TOM1L2	TOP1	TOP1MT	TP73	TPD52L2	TPM1	TPM2	TRAPPC3L	TRIM6	TSPAN11	TSPAN31	TSPAN5	TSPOAP1	TSSK3	TSSK6	TTC7B	TTPAL	TVP23A	UBASH3A	USP44	USP9Y	UTY	VASH2	VAX1	VDAC1	VDAC2	VEGFC	VILL	VKORC1	VRK1	WIPI2	WNT7A	WWC1	WWC2	YIF1A	YPEL1	YWHAB	ZAP70	ZBTB37	ZC3H12B	ZC3H12D	ZC3H4	ZDHHC9	ZFAND2A	ZFP3	ZFP42	ZFP69	ZFPM1	ZFR2	ZNF366	ZNF385A	ZNF521	ZNF541	ZNF566	ZNF577	ZNF700	ZNF791	ZSWIM4	class
TCGA-CV-7177	0	47.6909	11.0746	2.8064	0.0319	4901.5522	176.4369	1.2736	0.2527	0	119.0279	14.266	57.2119	0.0947	7.9744	6.3192	23.8785	80.3551	495.5254	106.3976	156.1395	18.1704	659.556	4.2414	4.1011	28.0387	6.0944	127.4553	4.0091	56.3305	3.0716	5.3653	6.8483	2.7257	2.8503	0.7706	445.3195	9.1228	1.2609	3.6547	1.1067	0.9307	3.5545	10.2184	450.8467	53.2013	47.6527	0	1.5331	0	76.0532	0.7372	24.7377	0.398	0.7494	0.8877	0.8344	2.3778	48.6527	0.4336	254.2007	1.9892	0.1867	14.0304	0	0	5.1768	0.9319	37.7549	16.1897	397.4466	13.1235	557.4673	57.1186	377.4262	332.724	0.4191	0.0659	477.1016	15.4788	3.8087	0.0206	6.4498	12.1186	2.3737	333.4722	1.4106	117.2324	2.2172	0.1367	12.9882	92.3098	47.637	0.9902	17.5548	61.4849	18.9515	8.9376	44.512	1.9072	150.8791	5.7133	0.0212	18.0254	48.0032	2.9304	2.8452	2.0688	6.5791	0	25.0304	66.6356	6.8543	134.3926	198.8507	15.4286	282.8747	504.4072	22.054	14.3136	41.5371	2.4649	0.2512	0.047	0.8905	7.1575	18.9357	0.403	24.9462	118.8331	5.301	2.0179	0.6907	0.7356	21.5914	39.4633	5.8029	2.7799	2.7077	12.7457	0.432	1.6749	3.8401	0.039	0.1506	21.6703	18.1383	3.4863	210.0467	157.3661	0.0798	7.0557	4.6192	2.9092	3.1473	4.0026	0.47	14.2342	5.0176	723.9425	55.7645	0.261	36.4805	128.0785	1.0698	3.5665	1.7518	1.9539	17.9692	0.3568	0	0.1841	0.0401	0.2761	0.0308	89.9857	0	0	0	3.7146	5.7461	52.6758	104.6761	3.6726	0.0611	37.2952	19.3917	2.5238	1.8074	3.2873	0.9744	1.5195	0.0665	42.0009	82.0483	15.2568	3.1358	0.0381	0.1165	0.5901	3.1455	1.4075	0.0232	0.5256	0.2236	1.5615	0.1718	0.1596	26.705	78.929	307.1443	269.5646	6.0306	40.9052	0.0657	73.2575	1.3463	1.9338	3.3016	173.6381	0.735	8.9657	7.6934	0.8958	42.841	30.0953	87.0956	6.8578	2.0745	5.3651	49.586	6.0989	0.1831	9.9241	2.8249	48.6518	0.0914	3.8967	2.3755	0.079	217.0329	3.8085	8.534	34.9051	12.7456	0	166.7246	757.8748	0.1531	79.228	0	2.8897	8.8361	0.3761	11.586	6.0545	19.3093	13.328	46.6883	12.4319	1.1547	2.7537	0.0783	1.135	0.6184	6.4132	0.3451	3.465	2.4489	19.6671	11.5133	0.071	16.3812	11.5118	72.825	1.1335	0.4357	1.6287	90.2214	66.4728	19.7129	0.1661	3.9308	43.3096	16.074	16.6663	60.5153	42.0259	40.5348	22.1897	7.3785	8.79	286.3688	11.8565	11.5091	1.7599	13.3004	3.7975	0	46.6765	38.1714	3.2321	21.809	5.7033	0.0286	24.3716	595.7222	16.6878	18.6467	12.5405	13.2249	172.1558	3.3409	1.2863	60.9745	3.876	118.9828	12.8979	1.0907	62.0776	69.1254	1.8012	16.4191	178.6112	2.0044	2.5329	0.4918	0.1589	64.7168	42.6509	12.0191	125.4899	2.3071	5.3253	0.3922	7.9228	17.607	1.636	15.1665	25.3217	19.4885	18.0086	41.6634	17.1801	14.3181	1.2584	0.4622	37.4384	1.1666	152.3006	1.0497	1.8261	53.4118	117.2487	17.4991	0.0837	0.0216	0.9431	339.6017	33.2487	43.5254	12.6008	6.2053	11.3428	23.3131	1.6261	4.4526	0.2846	0.3369	1.3908	194.9484	1.3255	994.299	3.004	1.0945	10.0185	34.6056	1.0015	1.3769	0	0.1782	6.7668	20.6867	16.1207	1.1532	2.0269	0.6318	10.4592	25.3793	10.7601	16.2028	6.841	1.3424	107.0812	6.1189	0.7973	33.2468	134.0235	0.1653	19.9498	24.1445	0.0353	4.1783	0.3085	100.1101	128.3678	182.1815	44.0261	85.8452	16.8208	44.938	8.2462	3.6409	62.5654	110.9239	18.6863	5.1767	121.3708	51.1192	111.7942	0	0.6566	13.1073	22.0173	19.9293	0.9713	0	1.7733	6.1499	27.7593	0.0939	0.4983	0.3836	0.006	0.0236	1.0504	1.1992	250.8801	211.9611	8.0875	1.0718	6.0913	18.9043	44.3455	10.2013	9.0684	8.4795	90.649	0.3012	227.4579	0.596	1.8388	0.3325	0.4218	35.4814	91.6376	29.7039	3.3926	0.5725	2.5294	8.1315	0.0178	0.7279	124.0992	11.3595	0.0466	1.4224	0.6065	3.0063	8.9808	9.2738	0
TCGA-P3-A6T4	0.0419	9.0975	3.8648	2.4391	0.0552	4207.0839	129.8247	1.0175	0.0893	0.0937	235.58	16.958	81.1844	0.9597	9.9298	7.5434	30.9115	83.4159	262.1503	149.3466	128.495	16.1005	416.1468	1.5509	4.0962	20.996	5.2638	80.0274	0.797	90.4611	2.2235	12.4081	2.5853	3.9336	3.6686	0.2976	533.7129	11.8674	1.2988	0.6643	0.152	0.267	3.1579	0.4153	278.3554	60.1146	70.1588	0.0283	1.1302	0.035	78.6421	0.141	18.3629	0.4568	0.9062	0.1995	0.7141	1.5481	85.1956	21.0824	175.1817	4.6503	0.1587	6.6021	0.4038	3.2209	2.5217	0.6437	50.0363	25.0541	395.9788	7.9615	684.9592	50.7824	426.6081	113.383	0.851	0.1222	640.0186	3.5918	6.6615	0.0382	2.4536	5.9188	0.6576	150.5505	1.2527	97.8309	1.6258	0.095	5.4194	30.708	6.9071	1.044	10.8141	29.2359	0.9948	6.4316	371.922	3.0965	40.4841	19.7978	0.0218	37.3649	39.8593	1.3954	1.0673	2.2097	3.7055	0.1404	15.808	205.29	8.3756	113.3675	201.4518	42.5074	105.3734	536.1198	13.839	3.944	24.9879	0.2255	0.069	0.029	0.2242	6.7586	16.4794	0.3467	11.9132	80.3955	3.5773	3.9933	0.1985	0.5196	21.5797	48.7399	13.6036	1.1904	0.3624	9.5787	0.3373	0.8571	8.0186	0.4584	8.1552	21.134	12.0646	1.9542	28.1238	505.5759	0.7396	1.5043	1.0381	1.7807	0.4391	2.7567	0.2604	11.8868	1.3726	342.5013	31.3954	0.4033	65.9845	100.9514	0.886	2.3033	1.1155	3.9343	13.7831	0.245	0.931	0.0455	4.0406	0.0853	0.0761	86.9229	0.0066	0.0899	0.018	1.7566	2.3345	99.4301	241.082	0.7093	0.0945	11.5703	51.8373	1.4914	1.3257	2.4862	1.0323	12.0977	0.0822	19.6901	50.4011	6.0422	2.6561	0.0707	1.0799	1.4133	0.4907	0.9065	0.0251	0.2166	0.0691	0.4679	0.1416	0.3354	12.2221	85.2372	337.3248	217.3747	8.0393	33.5485	0.0542	162.7781	0.9232	0.4799	0.3978	204.2401	5.8314	5.8444	7.1458	3.2455	33.1256	26.6754	110.0203	3.5835	2.3191	7.463	46.4753	5.088	0.2716	9.0073	0.9189	59.4416	8.8644	6.1948	1.5786	0.0813	381.8215	8.671	21.7904	23.3377	9.8895	0.1009	178.9794	772.7987	0.0946	60.4054	0.1487	0.608	11.8935	1.0625	5.8442	1.8918	25.4856	6.9513	34.2434	5.0129	1.7367	14.4007	0	0.5912	0.6848	6.0276	0.311	0.7084	0.2293	17.9893	7.3977	0.011	26.8564	11.2782	77.3796	1.3077	0.6519	1.1695	34.2621	31.5637	30.076	0.0449	0.092	23.6008	11.5445	33.7066	78.4665	22.4473	29.9508	12.6606	4.0057	8.2861	231.5098	7.4962	8.6225	0.7165	5.047	2.9903	5.1311	26.1467	19.2306	0.4661	4.8966	4.7689	0.3003	26.0575	447.9764	19.8399	12.8178	23.1556	13.7341	123.4373	3.1516	1.6632	138.1796	9.9243	5.1587	4.9988	0.653	6.8264	33.5906	0.949	15.2637	469.678	0.7242	3.9136	0.3304	0.1375	72.533	50.4599	4.1041	89.4888	2.0019	1.6851	2.6992	3.936	36.4222	2.2351	9.424	22.9633	22.1092	6.2041	75.5616	55.7352	9.2067	0.7969	0.0836	88.1735	1.3726	148.3533	0.1238	3.2245	53.6114	100.3237	15.1791	0.1774	0.2406	5.5122	614.0849	40.4927	47.8506	1.2635	8.1283	16.4846	38.0604	1.6696	1.6945	0.2322	0.3022	3.0858	153.866	2.1931	1149.6203	1.7865	1.5917	6.3207	44.5804	0.2596	1.2357	0.054	0	5.2486	4.048	6.8052	1.2033	0.9781	0.4295	14.866	18.5292	5.9707	10.4176	2.2766	0.8296	124.6926	15.04	1.3717	12.7954	55.4754	0.4852	8.0435	2.5234	0.0218	0.6737	0.1589	82.0921	298.3194	120.3069	31.5934	48.4031	2.3073	33.9731	13.351	2.0752	54.1141	103.3077	34.1143	2.2881	161.3319	8.283	39.1686	0.0237	2.3673	2.0346	21.292	17.6344	0.1707	0.1088	1.4905	3.5613	23.2359	0.209	0.3764	0.7486	0.434	0.7293	0.0959	1.7371	277.5025	143.3995	9.971	0.9108	9.6717	25.7842	60.9251	4.5288	20.9025	8.062	108.6468	0.1575	162.6511	1.4603	1.2604	0.2312	0.5714	18.2722	48.7087	24.4676	1.9355	61.2915	2.6828	4.2206	1.9818	0.1988	172.6692	1.1629	0.5904	0.9825	2.99	7.7753	12.5339	10.8515	0
TCGA-CV-5432	0	12.9313	8.1887	5.0759	0.0107	3651.4656	226.4144	0.9163	0.2115	0	305.1886	13.2403	46.8597	0.0158	3.2625	4.4911	17.1407	36.4618	423.1082	145.8476	191.873	7.5368	489.9281	2.8139	3.8221	16.5505	5.5305	60.2889	1.5249	79.9198	3.4081	32.6655	1.8778	2.6482	2.5492	0.5642	447.1496	4.4859	1.8881	0.8275	8.1632	0.1113	3.9078	0.1874	258.1851	58.0563	36.2574	0	9.4201	0	61.7689	0.1469	35.2317	0.5828	3.1356	1.8907	0.5371	0.9113	85.289	18.3042	83.359	1.3027	0.1172	9.8887	0.0364	0.0774	1.8105	1.4809	73.807	17.974	360.7766	11.4959	926.0021	85.7497	410.8339	110.7078	1.6282	0.0551	661.2691	10.4345	5.2005	0.0345	4.275	15.3063	0.3881	156.692	0.9512	128.8129	3.3491	0.0286	6.6618	38.2793	109.3504	2.0958	8.1026	41.6511	1.5842	6.1874	194.0586	1.811	104.321	4.9443	0	23.4354	59.6393	0.9407	1.3831	2.4462	2.4328	0	26.1118	50.1399	6.2273	100.3959	208.5746	37.118	211.754	601.9946	10.6679	5.1029	19.1622	0.8168	0.4205	0.0787	0.2484	10.5866	21.8647	0.1719	33.1388	12.3968	5.3482	1.535	0.2823	2.7262	26.2141	39.4672	22.2143	2.1102	0.4438	6.896	1.3699	0.7231	9.297	0.1307	0	20.6498	6.0595	2.5216	20.8491	93.5446	0.2003	2.2431	5.9417	1.1338	2.9503	2.75	0.2577	8.6046	2.478	548.4316	165.7138	0.7099	42.9547	92.2746	0.9847	1.9651	1.9324	2.2811	20.5111	1.5259	0	0.154	2.5172	0.1155	0.1202	75.0908	0.009	0	0	5.1571	3.4422	198.1818	86.9209	1.6326	0	9.8424	51.0646	0.741	1.2382	0.8304	6.5587	7.1952	0	5.0807	23.6529	6.7939	3.0109	0.0319	0.4224	2.9166	2.3085	0.9175	0.0048	0.4765	0.0624	0.0792	0.0958	0.4809	20.6202	50.1145	298.5131	149.0185	6.2115	18.4584	0.055	122.6036	1.132	1.4463	5.7688	120.8952	0.0715	6.0649	6.2907	0.6721	277.0557	12.2117	167.158	6.6836	3.2783	6.2853	51.115	4.9473	0.1533	6.733	2.3141	24.8565	1.7455	9.6881	0.6412	0.1983	209.7855	4.0975	2.6117	20.5991	23.8046	1.7755	217.7883	1433.3873	16.7164	70.8105	0	0.5531	3.7681	0.1049	4.3781	3.3287	24.7229	7.8523	35.8788	18.9052	1.3268	1.0635	0	1.1533	1.725	5.2744	0.3128	19.8003	3.7879	30.521	40.1077	0.2674	26.7403	12.5446	53.4904	0.9359	0.3837	2.0644	53.9308	40.9608	33.365	0.0956	0.8389	21.5413	2.057	73.3222	29.1191	27.2548	26.3547	9.0729	4.2582	6.0675	136.7238	8.3553	9.7947	0.7948	12.9058	6.2205	5.928	33.3028	32.278	1.142	7.9347	3.7587	0	13.3948	122.0622	12.7045	14.7676	20.4833	7.5012	182.5636	3.3422	1.3596	79.9339	6.7031	6.4342	5.6684	0.5134	15.1185	26.6698	1.8532	16.9128	740.7467	1.6257	0.3854	0.8768	0.2659	82.578	52.532	5.3591	148.756	2.9446	3.8145	0.6862	3.1721	11.04	0.8086	9.7152	25.4483	22.5073	4.5448	77.2935	18.486	12.3261	0.611	0.1226	60.4886	1.6898	136.2965	0.3889	3.329	50.7331	72.5446	13.2246	0.0901	0.0453	16.6629	256.7747	41.8326	171.6548	1.2683	7.6028	3.2597	36.4019	6.0863	7.8832	0.1881	1.0094	0.8496	192.861	2.045	655.0708	1.328	9.4015	5.2615	21.4223	0.811	1.7046	1.9263	0	5.9173	16.6255	3.9265	8.1525	1.7426	0.5604	15.9094	9.4783	15.2593	23.4281	0.8807	0.0195	87.6104	10.4104	2.236	13.7582	74.0271	0.8298	6.8159	3.482	0.1183	1.4442	0.3227	60.8967	85.2008	131.9762	36.6193	90.0372	9.7269	112.4267	7.8732	1.7561	46.9415	86.4045	45.8084	15.5707	146.3798	18.962	40.4021	0	0.2289	5.3948	10.2836	23.6806	0.5259	0.0491	7.4195	8.8118	31.9495	0.173	0.5791	0.3041	0.3635	0.3851	0.2797	0.2979	296.6135	108.5722	2.95	2.2563	10.2358	53.6962	11.2648	7.4744	5.545	3.3663	102.9848	0.1939	150.302	1.3716	1.0351	0.1855	0.4072	21.8613	27.6956	16.2659	0.5641	3.251	4.1759	2.003	0	0.1983	190.93	1.7349	0.0975	1.4843	0.6647	7.2188	10.2752	4.1016	1
TCGA-CQ-5323	0	5.7878	11.6222	4.2542	0.1063	3711.9926	126.7185	0.9731	0.2291	0	82.8568	9.4776	67.6167	0.2253	7.8335	14.7981	27.2166	213.9517	370.6531	129.4066	69.8627	13.4275	427.0981	12.8081	49.0793	23.6113	8.0018	57.1382	1.7898	76.8152	5.666	15.9845	5.7249	6.5355	2.9656	0.5347	223.72	4.3385	3.4526	4.4056	0.0975	1.028	3.8761	0	230.0767	35.6283	44.2274	0	2.1364	0	76.3511	0.4037	26.9977	1.3415	1.0595	0.32	0.8145	1.5115	36.5306	15.5899	183.8393	5.5901	0.074	14.4235	0.1036	0.0978	6.3698	4.608	123.0742	14.2379	337.7569	9.5202	618.1491	50.0426	217.5	57.2649	0.6173	0.3135	599.4715	7.9949	1.6942	0.147	9.0401	29.0666	0.2597	163.523	3.1933	39.9785	6.0202	0.149	7.1502	45.8737	44.9937	6.2823	10.8535	33.6366	3.1473	4.6201	66.3306	0.3292	85.8242	4.3761	0.0112	23.146	75.007	2.926	3.476	4.0839	3.4545	0.06	20.8638	75.2021	10.3749	85.9403	183.2997	22.9595	139.2886	394.1172	26.9233	4.4933	18.6313	0.5395	0.0886	0.2796	0.9547	4.5975	33.9651	0.2068	24.4117	12.3144	5.0043	1.3578	0.5732	1.0001	19.1296	23.7385	9.0456	3.6691	0.9544	17.9765	0.3697	2.809	10.4226	0.1858	0	10.8872	8.9023	3.4079	39.4057	83.9153	0.0633	2.3213	0.7569	3.4707	3.6124	4.6678	0.2956	14.1731	3.5227	478.2635	39.0367	2.8981	48.3012	65.5564	0.9333	3.0192	3.8733	3.0616	16.2109	0.8174	0.7964	0.2628	4.5805	0	0.0081	139.6457	0.0171	0.0384	0	1.9193	8.4793	60.8941	94.441	0.4854	0.1697	82.0865	37.5516	1.861	2.9219	3.8228	8.4237	45.168	0	10.1331	11.6808	15.0776	5.9151	0.2116	0.0616	6.4352	2.2847	2.0328	0.1011	3.6823	0.0296	0.1876	0.4541	0.5317	16.0231	71.1921	189.3109	137.5537	10.6884	39.1738	0.0521	110.1145	2.2015	1.016	4.7098	216.1807	0.732	7.5385	13.1093	0.9799	98.6844	20.7864	122.8238	2.1053	1.6256	7.9128	83.4633	6.811	0.1743	13.5999	2.4132	41.2295	1.3887	0.1608	3.2006	0	199.6663	4.1588	8.0443	29.334	19.2818	0.0647	108.8484	564.4729	0.1214	43.2722	0	0.8777	2.5605	0.1562	16.3986	1.6041	36.481	18.6478	35.9494	6.7556	2.0408	0.672	0	2.5717	2.207	13.8248	0.6272	6.0288	0.5002	25.7781	16.8538	0.0845	14.5913	12.5055	49.4537	1.1926	0.2909	14.7026	17.9922	33.6212	36.9324	0.0576	0.0236	44.3397	3.4554	22.4401	52.8524	29.9675	40.1151	18.4866	15.2717	4.5298	125.8134	16.1295	13.1202	2.592	11.7905	12.3373	15.7548	56.7672	16.9016	0.9968	12.3913	3.5032	0.0227	45.9412	297.7374	18.1777	3.4707	16.1204	17.7202	127.7452	3.8798	5.5301	83.9364	10.6564	8.1852	13.9745	0.3244	13.3481	11.4317	3.3955	25.5566	230.0504	1.0761	0.5935	0.7122	0.7812	96.4497	38.7195	5.6303	114.983	6.8751	3.9361	1.2158	6.0729	12.0017	2.0183	11.25	29.3827	16.9907	6.5343	41.6333	23.7665	14.4118	2.4519	2.3691	38.7495	2.9447	96.8477	0.286	4.0342	42.7572	80.0243	6.9667	0.2656	0.3002	23.1431	442.9968	28.2959	43.1279	2.1734	6.6512	54.9365	21.858	0.5521	7.0624	0.2415	1.31	1.8861	119.0411	1.9381	891.5388	1.5733	1.0978	8.0488	35.3507	0.2562	3.1712	2.8655	0	14.6506	3.2898	1.6666	0.4157	2.4883	14.9015	4.7144	6.26	9.2105	38.9269	1.3328	0.0369	112.8348	8.418	4.3579	16.7765	96.3421	1.8022	47.1838	8.4461	7.0626	0.2881	0.6321	42.6295	129.7404	106.8477	20.4159	40.2297	11.6915	27.683	13.5107	3.6693	64.5391	91.1719	9.13	32.2847	82.5122	9.4666	55.8552	0.0911	0.4991	9.295	12.5308	13.113	2.0693	0.1396	6.9192	2.0261	14.8108	0.2384	1.9977	0.6084	4.446	10.7152	0.2272	0.3715	231.5471	176.8009	4.8351	2.311	4.2024	34.5405	27.2313	1.6333	14.1278	4.9361	86.3789	0.882	127.9793	4.001	1.9532	0.1208	1.4022	40.2646	26.0677	16.5089	5.5536	0	3.7408	2.024	2.7267	0.9666	209.3257	1.8791	13.9319	2.2561	0.5154	12.5947	15.9411	15.111	1
