A1CF	ABCC9	ABL1	ABR	ACVRL1	ADAM19	ADAMTS16	ADAMTS8	ADAMTSL4	ADGRB2	ADGRD1	ADRA1A	ADRA1D	AFAP1	AK1	ALS2CL	ANGPTL1	ANO5	ANP32E	ANXA11	ANXA6	AP1G1	AP2A2	APBB1	APBB2	APCDD1L	ARAP3	ARHGAP1	ARHGAP4	ARHGAP40	ARHGAP44	ARHGAP45	ARHGDIA	ARRB1	ATF7IP2	ATP10A	ATP11A	ATP8A1	ATP9A	BCAR1	BMP2	BRINP3	BTBD2	BTBD3	BTG3	C1QTNF1	C7	CACNA1G	CACNA1H	CACNG8	CALCOCO1	CAMK2A	CAPN9	CASS4	CAV3	CBLB	CBLL1	CC2D1B	CCDC102A	CD151	CD36	CD81	CD9	CDC42BPB	CDH15	CDH24	CDH6	CELF6	CHRDL1	CHRDL2	CHRNA10	CHST5	CLDN5	CLIC3	CLIP3	CLK3	CLVS1	CNN1	CNTN1	CNTN6	CNTNAP4	COL22A1	COL4A3	COX4I2	CPEB4	CPN2	CREB3L1	CRELD1	CRIP2	CRTC1	CSDC2	CSMD3	CSNK1A1L	CSNK1D	CSRNP1	CSRP2	CSRP3	CST3	CTTNBP2	CYB561	CYP27A1	DAB2IP	DBX1	DCHS1	DCLK2	DENND2A	DES	DLC1	DLG2	DLX5	DNM3	DPY19L2	DRAM2	DRD1	DRD5	DSCAM	DUSP1	DUSP22	DVL1	DYNC1LI2	DYNLT3	EDNRB	EFNA1	EHD1	EIF4EBP1	ELK3	ELMOD1	ENC1	ENPP4	ENPP5	EPS15	ERLIN2	EXOC3L1	F10	FABP6	FAM107A	FAM13C	FAM149A	FAM151A	FAM160B2	FAM162A	FAM162B	FBN2	FCHO2	FERMT3	FES	FEZF1	FGF18	FGF9	FGG	FHL5	FHOD1	FHOD3	FLNC	FLT1	FLT4	FMNL1	FN1	FNDC3A	FOXE1	FOXI2	FOXP1	FRMD6	FZD4	GAB2	GABRR1	GABRR2	GADD45G	GDPD5	GFI1B	GGA3	GLDN	GMIP	GOLT1A	GPR12	GPR182	GRAMD1A	GRIA4	GRK2	GRK5	GRK6	GRM3	GSC	HAND1	HCN4	HELZ2	HEYL	HGF	HLF	HMGB4	HNF4A	HOXB4	HOXC4	HRH4	HS6ST2	HYAL3	ICA1	ID1	INHBA	INPP4B	INPPL1	IQSEC1	ITGA3	ITGA5	ITGA7	ITGB1	ITGB6	ITM2C	JPH1	KAT2B	KCND3	KCNF1	KCNH2	KCNH6	KCNH8	KCNK2	KCNQ3	KCTD10	KIF1C	KIF21B	KIFC3	KLF10	KPNA4	KREMEN2	L1CAM	LAMA2	LMOD1	LRCH2	LRFN5	LRP10	LRRC3C	LRRC4B	LRRC4C	LTBP2	LYSMD1	LZTS1	MAFK	MAPK9	MARK2	MBNL2	MCTP1	MED12L	MGAT4B	MGRN1	MIEF2	MMP19	MOB1A	MON1B	MTCH2	MYBPH	MYO18A	MYO1C	MYO1G	MYT1	NAV2	NBEAL2	NCAM2	NFE2	NFE2L2	NFKB2	NFKBID	NKD1	NKX6-2	NLRP12	NOVA2	NOX1	NPBWR2	NPTX2	NTN3	NTRK3	OAZ1	ONECUT3	OPCML	OPRD1	OPRK1	OPRL1	OSBPL2	OSBPL5	OSR2	OTX1	OTX2	P2RY1	PAPPA	PAX8	PAX9	PCDH12	PCDH19	PCDH8	PCDHA2	PCDHA4	PCDHA7	PCDHA8	PCDHB1	PCGF1	PCYOX1L	PDE1B	PDE3A	PDE4A	PDE4C	PDK4	PDLIM7	PEAR1	PEX11B	PHC1	PITPNA	PITPNM2	PIWIL1	PIWIL4	PKNOX2	PLA2G1B	PLEKHA1	PLPP5	PLXNA4	PLXND1	POLR3GL	POPDC2	POU2F2	PPFIA1	PPFIBP1	PPM1B	PREX2	PTGIR	PTPN1	PTPN21	PTPRR	PTX3	QPCT	RAB11FIP3	RAB43	RAB8B	RAD23A	RALGAPA2	RANBP10	RAPGEF3	RASA3	RASA4	RASGRF1	RASGRP2	RASGRP3	RASSF2	RASSF9	RAVER2	RBPMS2	RCAN2	REM1	RFX1	RGS11	RGS12	RGS19	RHOT2	RIPK3	RNF44	RORC	RPL36	RPS6KA5	RRAD	RRAS	RSBN1L	RUFY3	RXRA	SAMD11	SAP30	SCN7A	SEMA6B	SERINC1	SERP1	SGCA	SGMS2	SGSM1	SH2B3	SH2D3C	SH3GLB2	SH3TC1	SIN3B	SIPA1	SIX1	SKI	SLC25A37	SLC35A3	SLC35F2	SLC38A8	SLC43A2	SLC44A1	SLC46A3	SLC6A19	SLC8A3	SLC9A3R2	SMAD7	SMAP2	SNAI1	SNAP25	SNX9	SOX2	SP6	SPARCL1	SPATA6	SPECC1	SPTA1	SSTR1	ST3GAL2	STAB1	STAC2	STAMBPL1	STARD3NL	STARD6	STARD8	STAT5B	STK10	STK35	STON2	STXBP1	SYNE1	SYPL1	SYTL3	TAB2	TAF4B	TAGLN	TAOK2	TBC1D1	TBC1D9B	TBX4	TBX5	TCF21	TGM2	THBS1	TIE1	TIMP1	TIMP3	TINAGL1	TLR3	TMC7	TMED3	TMEM14A	TMEM170A	TMEM63A	TMOD1	TMX1	TNFAIP8L3	TNIP1	TNNI2	TNS1	TOX2	TPPP3	TRIM5	TRIM58	TSPAN2	TWF1	UBB	UCP1	UNC5B	USH1G	USP43	UTRN	VASH1	VAV2	VKORC1	VWF	WBP2	WNT10A	WNT8B	WSCD1	WWC1	WWP2	XKR4	XKR8	ZBTB46	ZDHHC7	ZFAND2B	ZFP36L2	ZFP42	ZFPM1	ZMIZ1	ZNF3	ZNF418	ZNF503	ZNF704	ZNF727	ZNF841	ZSWIM4	ZYX	class
TCGA-18-4721	0	2.5005	33.11	17.2791	13.2594	17.7052	1.3114	0.2407	1.461	1.0464	0.503	0	0.5688	2.88	2.7455	1.4931	1.2267	2.1437	110.5871	64.2746	68.3054	40.5747	19.2195	7.358	8.418	1.2851	3.2866	90.0602	6.5832	0.0446	3.0547	12.508	138.7162	4.2334	1.0916	1.3428	8.1595	11.6585	19.5062	12.9395	3.8557	0.0333	42.4935	7.59	42.5165	19.3734	8.5659	0.0425	0.7928	0.0326	13.5852	0.0461	0.0549	3.4268	0	13.3109	34.1453	8.478	6.586	81.0262	4.7635	216.649	735.4273	54.0326	0	6.1921	1.0298	0	4.177	1.0311	0.2107	0	5.6055	2.9387	9.6433	3.559	0	12.7475	14.1583	0.0776	0.0178	0.2715	0.2356	3.6181	8.8886	0	12.9534	0.5253	7.3156	4.8455	0.9483	0.014	0.0592	29.6024	17.1915	17.1091	0	101.0649	8.1518	52.1293	51.0719	17.394	0	5.0105	2.3859	2.2836	0.8106	5.4197	0.7328	45.637	0.9426	1.5479	44.8532	0.0353	0.1198	0	110.6936	12.6455	12.8003	28.2685	77.2599	6.5249	188.4821	22.3902	588.6158	27.7465	0.1945	20.7503	8.8605	3.3305	26.2067	86.5923	2.6185	0.7807	6.5432	1.6323	0.4007	5.1571	0.142	8.2684	83.6718	2.0695	22.0929	16.6154	32.4541	6.8446	2.8554	0.4276	0.1762	1.0679	1.6672	6.0437	3.3607	2.1547	11.2862	3.5547	9.1189	354.7945	23.4157	136.5911	0	2.2654	32.9188	4.7994	10.2136	7.8451	0.1145	3.4438	1.8112	0	11.4486	1.1815	12.5204	0.5535	0	0.2087	22.8835	0.0282	50.4221	5.4146	24.6397	0	1.3739	0	0.0823	4.2245	8.8355	1.8832	12.3554	0	0.0582	2.7025	0.6175	0.0389	41.3594	7.0937	9.1849	30.7164	24.664	2.2937	31.9458	13.2298	25.2457	42.7741	1.6294	66.4725	8.8357	189.8782	13.0593	12.7599	2.6784	0.3727	1.2754	0	2.0347	8.588	0.2239	27.4879	23.6361	1.8845	3.4557	56.3785	40.4298	0.6687	0.4113	6.3369	5.6349	0.9774	0.4174	77.5714	0	0.2028	0.319	34.3483	22.7083	4.9157	5.9883	15.1523	21.0329	27.3274	2.4969	0.9139	43.0641	10.0373	4.3378	6.9179	124.8707	25.8688	155.7245	0	5.3695	48.2994	7.3665	0.0207	5.4704	6.1165	2.9383	0.3615	285.5402	31.261	2.137	0.4347	0	0.1726	0.6358	0.7839	0	3.3844	0.0651	0.0798	361.2979	0.0198	0.0376	0.0914	4.9469	0	8.7522	4.9728	5.6369	5.5385	0	17.3547	1.8927	0.3477	5.6381	5.2164	32.4137	0	0.0235	0.0212	0.0246	0	0.0357	32.4929	11.3876	0.9663	1.9258	9.391	0	3.8854	15.4109	0.9526	88.6773	2.4604	58.9864	4.2896	0.027	0.6014	1.1106	0.2282	18.1048	75.6334	0.6001	23.2261	17.0606	1.3542	5.3205	14.2089	20.9369	8.7773	0.622	2.3481	83.082	2.7103	0.7632	3.3252	6.7572	10.0779	0.542	24.1626	170.6112	5.1702	15.6584	0.494	11.6588	0.0176	0.4995	1.0297	4.0003	18.2891	36.6086	9.6172	3.2482	9.2947	1.0293	5.6713	0.089	7.929	17.4115	11.2137	2.8661	18.3954	0.5243	318.9308	2.3712	2.2233	46.5128	21.8819	6.3583	16.4227	0.1365	31.6523	1.5506	5.4413	220.3829	145.232	0.3488	4.5875	0.3639	18.4868	5.63	18.6248	2.2295	15.229	14.9971	7.2251	24.3895	6.446	4.7005	36.3413	0	11.3583	56.3815	12.9334	0	0.1517	12.432	8.3737	50.2544	7.1817	0.4241	56.3406	447.2644	8.9758	296.4734	1.2708	2.9229	0	1.3298	5.0845	9.0635	0.2076	2.6796	25.3875	0.3823	4.0219	33.7707	15.2043	18.0917	39.8054	9.3267	2.0647	362.9358	6.6864	61.381	15.6776	70.734	16.2518	16.4049	25.6041	1.3896	4.2621	0.774	60.8182	137.9966	7.5809	575.2348	183.3267	9.5172	3.9168	0.4798	29.946	103.0388	7.9725	6.7132	2.0528	46.5952	2.2143	66.6067	1.5675	23.6383	8.6265	3.9413	7.8549	0.3305	3.2122	129.2606	85.2287	0.6148	15.3391	7.1611	0.9522	14.5267	6.8993	14.609	5.5912	39.1352	69.8587	1.4628	0.7305	0.3192	4.4626	23.1312	0.0211	3.8206	0.9243	64.8692	9.9306	36.8193	0.0537	1.7792	30.9557	28.0614	0.0947	10.2621	5.3981	0.1176	4.384	2.5377	86.8145	1
TCGA-34-5234	0	2.9438	13.9553	9.5399	21.1234	7.0467	4.6767	1.3795	3.0502	1.2343	0.9208	0.0175	1.0754	1.0952	6.3356	3.9835	3.241	1.5164	22.8726	67.9768	69.8382	12.3354	11.4329	7.4825	4.999	1.2539	3.8537	35.3358	8.2393	1.8249	1.458	11.7405	76.5446	5.7452	3.6677	1.1527	3.9359	2.4765	9.1938	14.8051	14.2359	0.2766	15.5951	15.1815	63.4712	25.8083	52.2135	0.0666	0.8089	0.0135	11.9853	0.0956	0.7141	4.2901	0.1214	4.8551	8.0615	9.95	5.3434	127.2527	9.0415	133.8583	350.1838	10.2395	0.3137	3.1323	1.4501	0.0109	12.4821	2.977	0.4081	0	41.8431	63.5051	7.6594	2.5187	0.0906	32.9248	12.7779	0.3648	0.0788	0.9517	0.4129	26.7351	5.8769	0.0912	20.5646	0.3841	73.1639	2.0479	3.0567	0.0193	0.0164	13.0653	24.2962	9.1645	0.1447	242.2169	0.7462	23.8339	69.1905	10.1652	0	1.9821	1.5077	3.6922	22.6058	4.6712	0.8535	1.9427	1.0989	0.4213	70.829	0.7623	0.4477	0.0229	539.4679	30.5412	20.5098	13.3787	43.3482	6.5754	208.9167	19.1363	204.0978	48.2439	0.1076	32.7459	13.2338	8.6994	23.1207	15.5762	3.5838	3.2068	14.0131	4.4941	1.2428	1.7441	0.1964	5.2211	69.6933	29.4706	0.307	25.7531	36.4582	13.8664	0.3348	1.3802	0.4956	78.8575	11.4774	13.5136	2.7946	2.7468	2.7999	1.798	5.6837	272.3642	25.1176	3.4973	0.0362	1.4562	29.7813	4.0425	4.8322	0.2505	0.1267	30.0457	0.9864	0.0516	7.5173	1.1802	13.2552	16.2331	0	0.1848	22.0848	0.0039	28.1417	5.6785	22.6863	0	0.4838	0.0463	0.0911	7.1308	11.7502	3.4941	2.3954	0	0.1288	4.3686	1.1248	0.043	3.7569	2.9642	6.0913	177.713	25.5855	6.1322	13.6274	7.3444	46.6907	23.025	1.791	71.1297	112.5491	114.8754	1.708	11.6199	1.7374	0.361	1.0791	0.0187	0.0582	0.2569	0.4924	19.3826	23.4777	0.6218	7.2226	48.7062	23.2627	1.4971	0.1843	7.8959	18.5112	2.9509	0.385	60.8761	0	0.6957	0.8312	37.0308	17.3103	5.6822	8.126	9.6213	6.3905	43.6502	4.7025	0.0593	32.6208	7.4808	10.0557	7.2603	97.3704	9.1062	94.6952	0.9535	3.2701	22.4233	6.056	0.0804	1.7759	4.5479	1.9921	3.5178	57.8191	16.1461	2.3283	1.305	0	0.4537	0.4162	1.2548	0	4.8253	0.072	0.1664	493.3091	0.011	0.0935	0.0675	0.0069	0.0758	6.8876	4.9027	3.7917	0.644	0.0116	5.8697	0.9692	1.0048	3.9382	3.9886	0.1292	0	0.039	0.0938	0.2109	0.0144	0.0544	39.17	2.2702	1.1016	1.569	4.2356	0	9.9704	37.6259	1.9164	61.8227	1.6506	33.3293	1.832	0.0373	1.5941	1.3678	15.026	6.5403	23.8757	0.3658	12.346	22.8849	1.5344	1.1986	6.2286	10.9695	5.4117	0.919	3.8757	33.9072	3.8625	3.8403	3.0321	29.2083	8.6098	0.7814	24.6273	53.1311	4.0718	5.3883	2.2227	8.366	0.0537	1.4018	2.5837	3.0384	12.93	6.9791	3.8228	1.9286	16.0218	4.082	2.4978	0.3284	5.9545	38.4635	16.4615	6.8934	8.5485	5.7005	966.0244	0.825	39.076	219.1443	13.5064	5.0643	11.0845	2.1525	17.5461	2.0724	5.0688	111.4936	188.4186	3.909	6.2796	0.1831	8.9395	6.776	20.0377	5.5595	4.9452	24.3134	3.5057	13.0277	7.8634	3.0052	15.5186	0.0594	9.9484	38.5091	13.5737	0	0.0373	41.3568	8.9312	37.3392	9.5197	3.0277	29.1471	12.8601	6.7689	186.1478	3.1779	3.2595	0.0078	1.373	5.8012	11.9289	0.2527	5.1527	117.1583	0.1269	4.5222	15.3533	7.2384	8.7444	4.6799	5.2876	1.3324	202.3165	10.6652	38.5644	2.6608	216.2807	6.8522	8.0492	9.4802	5.7674	5.7192	1.5634	105.3103	128.4218	6.0754	1338.5627	104.056	63.1185	5.4012	1.8238	38.4178	176.8032	10.8176	3.8901	2.0362	47.2614	6.4026	44.5576	8.6743	13.9837	4.4937	90.1669	13.7878	0.1143	14.5902	71.9876	291.6355	0.0243	13.896	0.4206	1.5033	4.6911	4.047	8.965	18.025	12.5163	32.909	36.6706	0.0551	0.6846	4.8571	8.56	0.0234	4.5937	1.5567	26.6094	22.2602	36.921	0.104	1.0997	8.1542	13.5169	0.3929	16.8278	1.5015	0.0511	2.1688	2.0647	98.725	1
TCGA-21-1076	0	4.3955	31.2317	29.8522	31.0728	22.6843	11.5835	1.9171	7.4731	2.9865	2.0356	0.0564	0.6878	2.281	4.7601	19.6634	1.4206	1.2102	77.1953	83.3727	93.2746	28.6333	23.114	8.3781	10.5887	1.8598	14.5262	62.9088	25.2189	1.1062	4.8297	30.3079	146.5939	8.1771	4.0413	2.9058	20.3791	5.9769	16.4747	16.9939	15.4611	0.5345	45.0373	14.1088	50.6694	24.8145	48.3285	0.3296	2.5736	0.0932	32.9315	0.4312	1.6356	8.1953	0.0279	11.4032	26.4958	20.3171	6.7569	112.8406	13.3538	265.4642	685.7226	36.7087	0.5265	16.9884	2.0233	0	30.6412	5.8723	0.5633	0.0327	48.5708	38.2137	17.706	8.538	0.2795	14.3555	9.1592	0.7504	0.0068	3.0281	4.7567	27.1467	13.0418	0.2517	29.9919	1.3898	32.6248	5.9028	5.432	0.1492	0.0678	31.7152	47.5231	17.8705	0.0333	267.5411	4.5956	41.397	210.9909	25.5698	0	6.6439	4.1372	4.4971	3.6043	13.3195	1.4904	31.9575	1.7615	0.94	49.2094	0.2293	0.2746	0.0316	676.2655	23.2761	31.4734	31.365	80.7079	10.8303	161.9685	24.1631	144.4016	56.4821	0.2878	29.2291	11.1583	7.7714	40.3867	22.9797	6.6964	2.752	1.4993	6.8671	2.0133	1.4589	1.0029	22.1167	89.1382	8.0087	15.5168	30.5258	91.2204	21.1831	3.6595	0.7076	0.3813	54.0423	4.9408	19.8161	0.8124	4.1379	26.4754	8.6427	22.8942	533.2918	27.4769	108.2509	0.1166	3.5855	36.0284	15.8258	17.0548	5.6319	2.5252	13.5217	3.3212	0.0624	26.6282	2.0802	38.8931	3.9632	0	0.1435	43.9243	0.0324	58.3856	14.9238	32.0108	0.0486	0.3339	0.0959	0.0236	20.1933	22.4727	4.75	4.5098	0	0.5629	6.9258	2.6529	0.3562	8.0442	5.7498	6.8706	119.0685	32.6221	2.6701	44.6808	24.4288	40.6894	93.5997	4.262	54.6248	58.811	147.3342	10.2708	18.3962	4.8502	0.7592	1.5549	0.0775	0.911	2.5832	1.9449	28.4595	53.1132	2.9682	11.5376	55.8973	39.11	1.4859	2.0197	9.7011	7.7991	2.5689	0.5048	90.4003	0	1.7965	1.0355	91.4629	12.2495	11.4162	25.8127	14.3177	18.7135	32.483	5.294	0.9264	55.8292	19.278	5.6658	37.336	166.29	17.2101	71.0022	1.1665	8.5676	66.286	13.3363	0.0555	6.8586	33.5862	4.2129	0.9434	193.2499	44.4317	10.3206	1.4597	0	0.4723	1.7292	1.4967	0	4.1647	0.1243	0.1423	391.6997	0.4692	0.0359	0.1047	0.1151	0.1344	13.4863	7.8946	4.8065	18.7212	0.0804	27.8725	2.4688	1.704	9.3304	11.019	10.2774	0.0106	0.0987	0.36	0.2629	0.0496	0.0682	40.0639	8.6257	2.074	2.7048	13.1715	0.0249	59.3526	47.7243	5.7914	54.8493	3.466	76.3529	7.2472	0.0618	2.2485	2.6697	5.4897	18.5798	35.3395	1.5277	59.7227	25.0405	3.2999	6.5151	12.2452	15.7449	13.9744	2.2813	5.3648	99.0207	5.5863	0.4426	2.3378	19.7911	15.2131	0.7735	38.7218	126.5965	10.1757	13.6947	2.2817	22.843	0.1953	3.9512	6.3187	12.0647	30.3232	31.0374	12.138	5.117	19.0504	2.3584	9.6072	1.0766	11.7683	39.2259	33.4053	7.9314	33.5118	3.4709	348.3709	1.8538	37.6649	108.6999	19.0349	15.0491	23.3401	2.2542	26.7511	4.1285	9.2587	263.3645	129.9291	7.3269	9.9918	0.8276	33.023	14.7803	31.4867	9.9968	19.3368	35.1471	5.9983	52.6728	15.1713	5.6835	14.9401	0.1092	18.0121	92.9756	29.5633	0.0206	0.1094	34.5795	15.4924	115.3176	15.3716	1.8951	49.8424	292.3933	4.6108	210.727	3.0859	4.3325	0.0161	2.3657	8.3975	18.8986	1.2207	4.6265	25.0495	0.2044	11.4169	32.1028	22.4695	29.2266	26.881	11.3595	3.5488	224.6689	12.5047	63.5472	6.4769	84.2267	16.9386	22.8572	38.5313	6.7084	13.8292	3.4585	229.2449	92.7895	20.501	1392.3808	361.6969	15.3003	6.8888	1.3695	12.8787	222.6167	11.8371	18.335	1.3608	60.9826	5.7715	77.5868	3.9908	43.5137	12.3877	14.4664	16.2724	0.1893	6.8028	75.5506	228.984	0.1006	38.0964	1.7417	3.2193	37.6795	10.6822	21.7326	8.3921	64.457	63.0862	3.4822	0.3043	1.783	15.1065	19.1971	0.0618	5.5004	3.6296	60.0693	16.786	141.9658	0.3281	2.3119	38.6105	19.789	2.5307	19.68	4.5831	0.6734	12.1382	4.2457	224.3888	1
TCGA-77-A5G6	0.0094	2.3756	42.3792	51.0489	10.6887	4.3897	1.8458	0.8493	4.2483	5.3253	0.6127	0.0134	4.2629	6.8471	3.0953	5.2562	0.4261	0.5431	176.6847	54.312	47.7903	41.0907	22.8026	21.8918	4.8515	0.407	5.3716	90.6362	50.6662	0.4516	0.9674	8.2837	229.8596	2.0612	7.4081	0.5103	18.0782	2.2306	45.5653	24.9201	7.9624	0.0633	113.5697	32.8839	68.1054	5.2914	19.5559	0.0896	1.0671	0.0103	22.2665	0.0876	2.7127	1.5478	0	26.6302	20.1265	18.9924	7.7773	97.8929	4.3267	132.6725	736.6406	75.0301	0.1941	14.2923	0.616	0	2.6456	0.2272	1.468	0.0271	16.595	13.7738	7.3295	11.0107	0.1342	2.1615	51.6266	0.0983	0	1.3301	0.8158	29.3863	8.8506	0.0894	12.1945	0.7367	10.393	12.7942	0.991	0.0574	0.0375	51.3076	18.3433	107.3003	0	86.2395	8.5535	51.6804	16.96	17.7852	0.7261	4.2342	0.919	2.4571	0.8435	3.0098	0.4102	72.755	0.4219	2.1697	110.2151	0.2461	0.3416	0.042	112.2671	18.4137	75.569	48.2623	41.4486	6.0785	174.7804	18.7898	252.6093	31.0119	0	19.9918	3.8255	9.0708	20.9257	40.9304	3.7909	1.065	13.0133	1.7965	0.601	0.8641	0.4945	24.7074	319.2593	5.68	9.5653	14.775	14.1247	6.8462	5.3949	0.5868	0.0744	10.8969	1.5206	8.587	4.2005	1.6864	10.2418	3.4842	3.967	349.1161	20.1496	41.0876	0.0829	2.5097	79.2627	4.1263	9.6104	13.5928	0.5983	9.2703	1.6206	0.0739	34.1648	1.3445	17.601	1.227	0	0.1851	40.1428	0.0358	78.3517	3.5065	39.5538	0.0202	1.6612	0.053	0.0261	6.7415	8.9805	1.1188	13.4819	0	0.1105	1.1712	1.434	0.0738	11.845	3.9887	3.3428	157.9813	10.233	0.5225	43.897	11.8428	31.9893	50.7642	2.7285	60.1805	12.736	222.4512	17.5647	13.2909	2.5278	3.8166	0.9166	0.0857	0.3259	1.7431	6.6071	24.4153	28.7217	1.3122	2.8557	63.5114	86.0695	19.8691	1.3771	6.1467	1.5231	1.4748	0.1616	30.2673	0	1.1558	1.0102	49.0343	19.0574	7.2227	19.7914	11.7119	38.4484	51.3929	1.7307	1.3435	34.579	21.8081	9.5814	2.6637	96.4405	25.1232	137.6035	0.0992	6.9997	92.4685	2.7726	2.3652	9.7289	32.5558	0.7727	0.5343	158.6874	44.5166	9.5877	0.7013	0.0326	0.164	0.7268	2.1632	0	0.8336	0.7007	0.0337	476.1536	0.0126	0.6541	0.1158	0.5408	0.1239	17.6395	9.5696	5.2016	37.1882	0.4798	133.1203	0.3269	4.0007	20.4264	7.4635	7.0806	0.5078	0.0149	0.0134	0.0779	0.0164	0	27.4576	8.2132	0.6733	1.3553	2.7473	0.0413	4.4058	31.2267	3.5224	71.179	6.9687	101.6999	8.5348	0	2.4259	1.5173	2.6014	8.5459	23.5016	0.1377	17.2587	38.9905	4.166	4.7317	14.9737	25.4651	11.9691	0.394	1.9744	104.285	4.0681	1.7188	8.9032	5.4931	34.2966	0.777	14.1024	191.0548	24.1148	29.5156	1.3185	5.4014	0.201	0.8406	1.586	1.3927	6.052	61.6959	25.9549	1.9716	1.899	0.9779	18.4382	0.0752	32.3944	20.5887	76.7282	2.1505	47.5025	0.7611	625.112	5.8043	3.0417	94.4364	32.2093	6.8463	25.3286	0.3242	28.315	1.2601	2.3168	281.6244	195.4524	1.3256	3.1773	1.7498	6.2101	6.3524	21.3788	1.6673	35.0595	23.7665	24.0748	67.0644	17.3685	8.1848	5.8515	0.0453	8.0019	25.4495	3.4391	0	0.1281	27.5724	17.3625	41.647	2.1157	2.5252	41.9618	499.3701	1.3823	90.1291	5.923	0.9911	0	1.0271	4.3402	8.6195	0.184	3.1662	11.721	0.1453	1.8822	18.9663	5.0781	91.5787	35.5899	12.2965	0.9562	182.6303	13.359	104.4041	12.7169	17.4166	26.8776	23.2963	51.3776	43.917	7.9768	0.956	29.4098	17.2327	6.7249	231.3773	64.4626	3.8081	2.5881	1.8394	16.6491	74.1164	8.3351	13.6099	0.2944	50.1788	2.244	67.5307	6.2051	30.7416	4.2094	5.6168	15.2222	0.0698	1.7439	101.1838	362.5081	0.0556	8.1995	8.3365	1.2062	27.9176	3.0214	3.4758	12.0241	30.1009	113.5155	30.4824	0.0421	0.2275	5.7783	29.803	0.0624	5.4492	0.929	79.5044	36.6775	71.6955	0	1.8294	44.2671	44.5418	0.6396	45.0764	17.9545	0.1383	22.277	3.4825	138.0457	0
