ABCA12	ABCC8	ABTB2	ACSL3	ACTB	ACTL6A	ACTN1	ACTN4	ACTR2	ACTR3	ADAM21	ADAMTS12	ADCY1	ADGRB3	ADGRD1	AGFG1	AHSA1	AKT2	AMOT	ANK2	ANO1	ANP32B	ANXA10	ANXA13	ANXA2	AP2A1	AP3S1	APCDD1L	ARNTL2	ARPC5	ASAP1	ASB1	ATF7	ATF7IP2	ATP11B	ATP1B3	ATP4B	ATP8B3	B3GNT3	B4GALT1	B4GALT4	BCAR1	BCAR3	BCL2L1	BCL7B	BEST3	BIRC2	BIRC3	BMP1	BMP5	BRINP2	BTBD3	BTG2	BZW1	C1QL1	CACNB1	CALM3	CALU	CAMSAP2	CAND1	CAP2	CAPZA1	CARHSP1	CASP2	CASP3	CASP6	CASS4	CBLC	CBX3	CBX5	CCNA2	CCNB1	CCNB2	CCND1	CCNE1	CDC25C	CDC42BPB	CDH15	CDH24	CDK16	CDK5R1	CDKL2	CERS4	CFL1	CHCHD2	CHORDC1	CHPF	CHRDL1	CIB2	CISH	CKAP2L	CLIC6	CLTB	CNIH1	CNNM1	CNR2	CNTN3	CNTNAP3	COL14A1	COL22A1	COLEC11	COLGALT1	COPZ1	COX6B1	COX6B2	CPEB2	CPNE6	CR2	CREB3L3	CSGALNACT1	CSNK1E	CYFIP2	CYP27A1	CYP2W1	DAAM2	DAPK2	DCUN1D1	DDIT4	DENND1A	DEPDC1	DEPDC1B	DERL3	DIAPH3	DKK1	DMWD	DOK1	DSC2	DSG4	DUSP5	DYNC1I2	DYNLL1	E2F4	E2F7	E2F8	EFHD2	EFNA3	EFNB2	EGLN1	EIF4G1	ELF4	ELMO1	ELOVL6	EMC8	EME1	ENPP5	EPB41	EPB41L5	EPHB2	EPS8L3	ERF	ERO1A	ERO1B	ESCO2	ESYT3	EXT1	FABP9	FAM117A	FAT1	FGF12	FGF5	FHL2	FHL3	FIBCD1	FLNC	FOSL1	FOSL2	FRMD6	FRYL	FRZB	FSCN1	FURIN	FUT4	FXR1	GALNT2	GANAB	GANC	GAREM2	GAS2L3	GDPD2	GIT1	GJA10	GJB3	GJB4	GLI2	GMFB	GNA12	GNA14	GNAI3	GPR15	GPR37	GPR37L1	GRB10	GREB1L	GRIA1	GRIK2	GRM1	GSG1L2	GSK3A	HABP2	HERC4	HERPUD1	HLF	HMG20B	HNF4G	HNRNPA2B1	HNRNPC	HNRNPF	HNRNPR	HOXB5	HPCAL1	HPCAL4	HTR1D	IGF2BP1	IGF2BP2	IGSF10	IKZF3	INPP5B	INPP5J	INVS	IRF2BP1	IRF4	IRX5	IRX6	ITGA5	ITGA6	ITGAV	ITGB5	ITPKA	ITPKC	JAG1	JOSD1	JUP	KCNA2	KCNA6	KCNF1	KCNH2	KCTD15	KCTD16	KCTD3	KIF20A	KIF20B	KIF2C	KLHDC8B	KPNA1	KPNA2	KPNA4	KRAS	KREMEN1	KREMEN2	KRT16	KRT18	KRT6A	KRT6B	KRT6C	KRT8	KRT83	KRT9	KSR2	L3MBTL3	LAMB1	LAMC1	LATS2	LBX2	LDLRAD4	LETM1	LGR5	LHX2	LIFR	LINGO2	LIPG	LMNA	LMNB2	LOXL2	LPL	LRCH1	LRFN3	LRFN4	LRP10	LRRC10B	LRRC3B	LRRC8A	MAB21L2	MAFF	MAFK	MAP2K3	MAP4K4	MAPK3	MAPK6	MAPRE3	MARK2	MAST2	MC4R	MEIS3	MELTF	MGAT5B	MIEF1	MINK1	MMP14	MOB3B	MOV10	MSX2	MTFR1	MTFR2	MTMR2	MTUS1	MUSK	MYBL2	MYL12A	MYO1E	MYOF	NCALD	NDRG1	NECTIN2	NEDD4	NEMP1	NEMP2	NFKB2	NGEF	NID2	NKIRAS2	NKX2-6	NPAS1	NPAS2	NPTN	NPY2R	NR0B2	NRAS	NRL	NT5C1A	NT5C3A	NTSR1	NUDT4	NUMBL	NXNL2	OPN3	OPRD1	ORMDL2	ORMDL3	OSGIN2	OXTR	P3H4	P4HA1	PABPN1L	PACS1	PAK2	PAK4	PAX5	PDLIM5	PDLIM7	PHF19	PHLDB3	PIK3CA	PLA2G12B	PLA2G1B	PLCD3	PLEK2	PLEKHG3	PLEKHH1	PLIN3	PLOD2	PLOD3	PLPP4	PLPPR1	PLSCR1	PPARD	PPM1M	PPP1R13B	PPP2CA	PPP2R2C	PPP6R1	PPT2	PRKAG1	PRKCD	PRSS3	PSEN1	PSMB5	PTBP1	PTPN14	RAB27B	RAB39B	RAC1	RAD23A	RAD23B	RALB	RALGPS2	RASA3	RASAL2	RAVER1	RCAN2	RCN1	RDX	REEP3	RELA	RELB	RFFL	RGS20	RHCG	RHPN2	RIN1	RIPK2	RMDN2	RND3	RNF121	RPP25	RPRD1B	RPS6KA4	RRAS	RSPO2	SAMD4B	SCARB1	SCN7A	SDCBP2	SDK1	SEC23A	SERBP1	SERP1	SET	SFN	SGK3	SH2D3A	SH3GL1	SH3PXD2B	SH3TC2	SHC1	SHC3	SHOX2	SIM2	SIX1	SLC25A33	SLC35D1	SLC38A2	SLC39A14	SLC44A1	SLC46A3	SLC52A1	SLC52A3	SMAD3	SMAD9	SMARCD3	SNAI1	SNAI3	SNTB1	SNTB2	SNTG2	SNX22	SNX30	SNX9	SOWAHC	SP6	SPATA6	SPATS2	SPECC1	SPHK1	SPINT1	SREBF2	SRGAP1	SRSF9	STAMBP	STAMBPL1	STK24	STK32A	STK35	STRIP2	STRN4	STXBP5	SYT2	TAS1R1	TAX1BP1	TCP11L1	TDRD15	TEKT4	TENM1	TESMIN	TFAP2A	TGIF1	TGM6	TIMP1	TLL2	TLR10	TM6SF1	TMEM151A	TMEM170B	TMEM184B	TMEM45A	TMEM50B	TMEM63C	TMOD3	TMPRSS11E	TMPRSS11F	TMX1	TNIK	TNNT1	TNNT2	TNPO1	TNS4	TOMM40	TOR1A	TPM2	TPM3	TPM4	TPPP2	TRIM6	TRIM7	TRIP10	TSC22D2	TSPAN7	TSPOAP1	TUBA1C	TUBA4A	TWF1	TXLNB	TYRO3	UBE2D1	UBE2L3	UBE2R2	UNC13B	USP5	VANGL1	VAV2	VAX1	VDAC1	VDAC2	VEGFC	VILL	VPS37B	WBP2NL	WFIKKN2	WIPI2	WNT7A	WSB2	YWHAG	YWHAZ	YY1	ZBTB18	ZC3H12D	ZDHHC11B	ZDHHC5	ZFAND2A	ZFP3	ZIC2	ZNF14	ZNF146	ZNF286A	ZNF408	ZNF660	class
TCGA-99-8025	0.434	0.0037	15.4396	35.7742	6099.8822	33.9777	52.5092	426.7991	161.021	55.0129	0.1576	9.1669	0.9661	0.1905	21.7431	30.3484	128.7019	35.0321	11.3913	0.7826	10.519	199.421	0.0758	0.1708	217.674	37.485	53.4888	0.815	12.6155	55.3686	15.3843	10.2471	12.1473	5.5137	12.0065	87.274	0.0309	0.8792	64.3825	307.0953	12.288	26.3909	12.4307	116.4715	70.4525	0	31.8174	26.8831	14.5979	4.8701	0	10.5119	52.8065	57.0493	0.7895	9.7997	52.8398	175.4898	22.4047	18.2082	19.7185	118.2949	23.8686	27.6632	32.1791	45.5541	1.8568	46.1067	144.4705	15.8231	8.993	31.9965	21.1533	330.8882	16.4286	3.167	28.14	13.2401	6.0245	54.3308	6.9172	12.1917	20.1842	462.4923	600.1799	10.4353	140.896	4.1634	6.2269	31.6011	4.5992	98.5279	122.9405	31.8249	0.1054	0.6164	1.7061	0.4529	16.2757	0.9668	1.8693	67.4667	124.7633	510.1215	0.7354	11.9908	0.0155	7.8399	0	9.9566	39.8071	5.2469	44.6246	0.4319	2.3979	5.7769	8.629	203.0915	15.199	2.2382	3.5572	5.3376	1.7396	0.2505	17.0139	16.8339	11.0712	0	22.9175	38.4661	241.3028	52.6317	1.1276	5.4396	132.5642	16.9339	14.3033	0.8272	118.2923	22.0096	3.9098	0.8095	16.1893	4.1242	25.4983	5.5287	26.0853	20.2636	0.04	58.166	50.3454	7.5941	0.9505	3.4528	25.3451	0	13.3606	21.3315	0.6871	0.0464	50.7599	61.4504	0.6973	3.779	20.5659	151.7073	6.0862	6.6721	14.1892	124.293	205.6658	2.3493	27.5717	23.0384	230.7027	5.1428	7.288	1.9733	0.2285	99.1564	0	8.0678	0.4495	1.3633	13.8632	37.1394	33.7742	31.8724	0.2572	0.6301	1.1007	33.6226	5.4953	0.0431	0.1929	0.0688	0	52.2594	1.7116	9.8541	73.3036	1.348	59.1679	1.1695	184.0208	149.576	230.3164	43.3025	11.881	50.7217	0.1559	3.3527	0	6.298	0.9529	14.03	5.1921	1.2401	4.6424	44.4076	4.0918	20.1319	0.8324	38.2202	12.728	78.1275	85.7209	73.1037	104.2536	17.488	57.5335	373.9821	0.0421	0.0547	1.0317	0.8626	6.5324	0.1008	23.1966	6.9813	5.0812	13.3526	101.3376	8.5496	43.7718	19.5175	24.6221	11.1867	1.267	10.2015	1354.3424	2.6463	0.5035	0	1165.6587	0.7418	0	0.1748	6.8401	22.5942	85.2485	11.2424	1.6908	1.3176	16.2419	0.6747	1.0213	3.8438	0.1599	1.5267	344.9443	40.9339	26.3551	6.218	3.748	13.6876	41.0485	73.3457	41.6676	0.0728	56.6728	0.0182	17.229	22.4048	39.0452	33.3137	57.6756	17.7735	34.3396	30.2269	29.3019	0.0271	3.7809	2.9938	0.2161	14.3546	24.9955	233.3041	8.3809	24.2334	1.1258	42.1586	3.7282	9.0425	28.5296	0.1263	23.5836	282.9026	27.7978	124.9956	7.9841	270.4973	172.588	2.7041	10.9643	2.885	56.8011	18.4983	12.6359	34.3581	0	0.6146	3.6636	97.4801	0.0512	0.3184	40.4278	1.1098	0.0419	29.2073	0.0985	9.7028	24.2935	0.8352	4.283	0.1042	15.4724	143.7551	28.0185	24.405	41.2165	61.0861	0	60.3278	48.998	60.8648	2.0591	24.6669	47.3754	11.3769	8.3606	3.5956	0.2965	0.3715	7.4001	10.4906	2.963	1.2418	72.1805	11.1088	70.6887	1.7565	6.4894	50.1864	42.4852	11.6974	17.8235	57.8864	0.0495	36.448	5.2236	25.8538	85.3386	22.3205	25.6975	190.7	113.9686	5.724	21.2903	0.5298	423.5409	93.8777	126.7336	98.8806	18.8786	12.4774	9.3677	11.3609	8.3968	44.6029	25.2239	42.0979	87.1762	32.8524	5.8185	1.0995	0.018	34.0431	11.0028	31.5418	13.054	14.307	22.8974	12.6201	23.9917	64.0493	142.5885	0.0639	89.1112	7.1037	3.5585	13.3121	3.5858	18.8032	77.7872	101.9588	204.2249	850.6358	7.1125	33.0305	60.0171	32.0464	0.0328	81.7856	8.1813	2.4982	0.2781	23.0762	5.2663	10.474	65.3561	14.9339	35.5435	9.2706	2.3454	3.5797	24.271	1.4305	12.4703	9.681	4.1303	25.0663	12.5926	0.0517	1.1979	12.5858	37.5406	16.7344	2.2008	8.2221	9.4615	4.4851	10.9824	261.0445	87.1224	1.8843	27.9447	15.4391	3.0871	17.1034	14.0162	29.4301	9.5776	32.5111	4.2419	0.6708	0.151	79.6079	3.799	0.0129	5.1703	0.0971	1.0652	5.7026	32.3376	0	940.1347	0.3013	1.8137	1.0588	0.475	7.1027	54.3559	12.9252	34.7793	0.3498	23.8674	0.8732	0	19.3793	0.8181	27.1979	0.2337	23.475	35.0809	86.9898	26.4415	122.1554	94.3737	110.8574	0	3.6727	0.3665	63.5925	8.4979	4.9553	5.6995	37.3193	176.9509	43.5608	3.838	6.139	28.8718	87.8624	102.0309	33.6406	47.1137	9.4884	45.0272	0.008	148.6918	54.3035	8.5107	7.3171	19.1914	0.105	0.183	31.072	0.1024	21.3423	342.2909	441.867	40.4648	33.498	0.957	18.7011	65.0262	23.3453	7.1217	0.0282	8.5595	128.3191	1.1327	15.7086	0.7332	1
TCGA-50-6594	4.0357	0	7.0995	42.2577	5588.8483	53.7056	43.3048	256.3958	388.8888	112.6748	0	12.156	0.5916	0.2734	1.3181	17.2102	89.2039	15.4227	2.2342	4.3893	7.9755	205.948	0.1304	0.0945	207.2434	48.1537	79.1533	1.9627	1.4234	70.5582	18.9865	6.1113	13.2575	10.3619	26.5913	89.8255	0.958	17.944	33.0843	529.1986	24.4028	44.8078	6.9923	65.2259	57.6516	0	53.0323	12.8385	61.291	0.1207	0.3466	8.8257	24.0199	105.0441	0.2353	7.6944	114.3535	321.6426	33.7067	43.3771	21.1875	237.9966	40.991	23.6817	41.8451	162.1553	1.1576	30.8104	231.6115	17.3441	42.5756	111.5324	39.4534	155.796	41.5069	11.7313	24.9712	5.2055	34.9224	136.9879	8.857	3.5994	42.2481	348.0876	1282.6755	10.2176	142.5316	122.471	26.6178	10.1609	16.6566	2.1671	142.2628	46.2879	2.0426	0.0682	1.3126	0.654	2.9145	1.9337	2.8882	103.0437	240.5795	876.9283	0.2575	4.7446	0.0999	11.8649	0	3.1485	12.4172	2.4982	11.6019	0.0429	5.4261	1.0469	22.6905	110.3655	2.6855	7.2208	16.3613	12.6188	7.0719	0.1078	9.6835	17.1636	21.7548	0	42.3266	59.7551	232.2316	93.0443	2.2843	9.0958	162.4262	5.6673	14.4277	2.8486	314.965	37.9356	3.2284	51.5787	32.1642	5.2351	71.0109	10.3023	11.6514	3.7985	0.0689	18.9024	181.0638	14.9587	3.1453	1.403	20.9256	0.6141	8.6032	6.2146	0.521	0.1997	197.7193	66.8078	0.4724	22.0449	29.8904	132.6269	12.8324	16.3757	3.5422	281.105	163.862	1.3637	51.5456	42.2362	233.5285	4.4494	20.6976	4.3385	0	19.8598	0	17.4406	0	0.5895	25.3913	63.8639	2.4511	45.8141	0.1771	6.6906	0.11	5.2327	0.9968	0	0.0755	0.1778	0	19.4478	0.099	9.7393	84.9762	0.7776	36.3882	3.47	204.1663	215.0754	358.4832	52.6805	5.5153	30.1636	3.2216	22.4298	3.6183	13.9524	0.1225	4.7527	3.6878	0.2235	4.9036	11.909	1.5272	77.152	0	63.485	13.4743	89.7995	59.0397	0.6294	60.3727	5.6283	111.4198	318.2324	0.032	0	1.045	132.7897	3.8993	0.3277	4.559	29.3163	13.3678	25.8817	60.9517	19.0521	72.3716	27.7634	24.0204	14.7674	1.176	8.4605	401.4758	0	0	0	251.234	0	0	0.1636	9.6533	37.3066	71.5875	17.6865	10.26	0.6739	32.2279	0.0917	0.1439	14.8915	0.0344	0.2013	164.2495	39.8656	69.6503	5.9137	11.5301	2.2241	12.5299	152.4408	1.1078	0	39.7488	0.0942	7.3845	18.9407	34.1968	21.946	85.8729	74.8615	36.6056	15.6857	16.9631	0	2.71	43.9833	1.1347	41.1009	27.4067	417.064	10.1083	64.8711	13.9998	29.5694	6.7941	7.9566	4.8958	0	134.7643	204.7477	94.3689	202.5066	9.3801	76.4789	130.9209	17.5388	30.1575	10.9199	40.7218	33.3718	6.6321	59.8005	0.1322	1.634	8.9163	177.9055	0	0.514	100.7069	2.2089	0.1082	19.2275	0.1413	9.3515	7.712	1.1505	4.0839	0.1025	34.3931	136.5404	28.0922	0.3183	128.5636	344.8922	0	42.9194	82.2603	34.0153	0.1001	30.7317	77.7696	19.5591	1.7359	8.5134	22.7406	1.3434	3.3008	107.8456	18.7904	0.2212	152.0183	83.3248	65.7359	2.2522	2.2304	70.9335	95.9199	18.592	4.9162	112.7305	0.5242	50.2865	2.038	48.5792	130.3408	1.0925	18.9976	725.0839	111.775	4.4767	3.0967	1.4386	570.2904	136.208	220.9171	253.841	14.3656	5.9437	5.3691	15.2727	5.9577	63.2233	40.0392	36.8097	74.2555	14.0558	16.8887	2.6155	6.9079	34.6421	5.835	30.7308	2.5217	61.5754	26.3823	64.2746	44.7554	29.7572	130.0756	0	36.2511	9.2664	1.095	55.631	3.2532	69.0165	111.4681	183.0374	184.6968	409.0615	4.2085	14.0293	94.1443	63.8126	0.0157	230.0994	0.264	2.342	0	4.4915	7.2502	17.287	32.5275	35.7627	15.9774	14.4616	5.1748	10.7064	20.4464	4.6801	25.1238	70.2358	1.5141	9.8001	6.4151	0.0534	0.4361	11.856	47.9266	10.0678	4.8848	6.8971	32.1393	1.6389	28.0127	459.1962	32.3946	1.7531	69.0641	55.6581	2.5757	26.356	7.7303	23.7963	2.2414	22.6897	9.0749	0.1993	0.26	114.1336	3.6572	0.0167	0	0.0186	2.9788	2.127	44.179	0	1884.1494	1.5121	0.7949	9.6915	0	2.586	22.1989	11.8057	39.1921	20.1939	33.8014	520.7863	0	79.263	4.6026	84.9398	0.1631	24.3264	7.0038	76.1305	32.6188	821.297	99.6986	93.0147	0	32.959	0.4243	56.1807	95.2704	1.8749	0.8201	171.1858	416.8979	106.2511	0.5743	5.1259	42.4638	119.4713	123.7911	9.351	86.0295	12.4982	20.0219	0	349.4766	132.799	5.5411	0.9061	49.8861	1.027	0.0315	51.9375	0.0793	84.6787	500.6317	530.7186	32.4256	40.1013	0.3045	0.4681	49.4772	44.7103	3.6019	0.182	4.4053	70.2095	1.2589	10.8638	0.9745	0
TCGA-78-7161	3.0673	0.4725	10.0896	56.7504	2597.9557	19.43	58.3411	144.7627	176.1892	42.2513	0.2434	11.8112	2.1292	0.2263	15.7191	30.6278	112.1531	18.6814	1.2021	0.7223	3.4325	154.5947	0.5669	0.1174	71.4732	21.2317	24.18	0.3414	4.6346	38.9093	12.5427	8.5848	18.6329	7.5455	14.9003	48.1222	2.3129	0.3038	5.2085	367.0243	7.064	27.3049	3.5028	40.9765	44.4826	0.0072	38.1663	22.6184	20.7868	8.614	0.0441	13.9183	133.3324	73.4748	0.0974	4.9862	46.9958	89.4404	54.8063	27.2041	13.7309	112.9917	15.1697	16.3639	33.8331	33.1345	4.0381	43.8157	130.0067	35.5018	3.6432	14.2797	8.3353	73.1919	2.4771	2.2568	61.2799	4.4474	5.9373	47.763	1.8203	2.8669	48.719	354.6709	493.5418	9.1898	141.7385	7.4469	5.3342	52.2572	1.1882	117.7012	45.5723	59.456	0.0805	0.0659	0.5917	0.0468	28.6085	0.0882	6.6189	24.479	130.9985	258.1252	0.1332	41.0883	0.0165	0.1015	0.0374	22.4232	52.7944	11.2597	28.0954	0.1421	7.7355	8.6401	11.831	32.5021	8.8192	3.0388	1.7189	4.6741	1.1211	0.0669	12.11	8.5989	8.1155	0.0106	41.5847	36.1407	79.2713	87.5733	1.8277	2.098	33.3083	3.6712	10.8233	1.6118	126.4747	10.5615	4.8163	11.9168	10.8096	1.0382	31.2788	9.2663	14.0413	4.538	1.2401	37.7813	94.8227	55.1102	0.8064	3.9383	31.5299	0	11.1122	48.1145	0.2291	0.0083	67.2289	60.9131	1.0509	4.8324	3.8609	75.1173	3.1476	6.9574	11.3708	26.9044	718.8301	3.7545	17.4722	32.4733	157.8676	5.2756	9.8339	1.2415	0.0564	49.6141	0	0.9442	0.0686	2.568	27.8958	48.0368	21.339	18.9938	0.1833	2.479	0.1822	19.8398	0.0656	0.0986	0.0125	0.0134	0	20.5378	96.7609	12.6507	48.1026	2.2309	50.1911	12.1502	172.9681	197.5679	196.9052	47.4319	8.0377	27.7328	0.2812	0.2447	5.0946	11.4094	0.1902	6.0918	6.7765	5.0764	4.0936	49.8744	1.0871	24.0134	0.3526	28.5702	23.2223	47.9456	50.4439	1.8233	46.1116	10.6127	43.2947	275.3761	0.0371	0	0.6703	3.9444	4.981	0.3616	29.6262	6.9607	3.621	4.581	35.3391	7.5701	23.4113	14.4474	30.3089	63.7193	1.6083	0	596.0459	0.7453	0.5167	0	442.1063	1.1366	0	0.8883	5.5855	24.0023	104.0756	12.8826	2.0469	1.8088	17.6983	0.3321	0.3374	11.5762	0.0142	1.1814	135.4745	31.7579	18.922	126.3932	5.7735	11.5983	7.4174	152.7995	21.3311	0.0278	55.7269	0	33.9891	98.7238	49.3908	41.3986	48.2647	34.8556	14.6307	14.3786	19.7029	0	3.1036	2.6688	0.1617	13.9205	33.3729	136.4331	1.782	32.5359	0.468	17.1094	1.1733	8.6001	67.0669	0.0594	7.1593	337.09	20.3772	61.8672	5.5952	54.141	145.3733	5.3408	9.0733	3.0686	62.8297	1.3332	5.7145	26.8588	0	1.5265	16.3302	81.2749	0	2.51	50.0427	1.4474	0.0895	22.6105	0.0819	6.1177	10.7839	0.0794	10.1678	0.3182	16.0227	88.0667	21.7517	1.6469	57.3261	141.0091	0	70.297	32.5509	26.4003	0.202	16.7544	23.3919	6.9825	7.4239	2.8458	0.5387	9.2134	10.2384	21.922	13.7163	10.0102	28.6078	30.3979	40.4812	1.1452	2.5656	32.5147	66.8085	14.2075	44.1875	46.5669	0.0476	32.2532	8.8563	44.6006	60.0517	0.0348	41.3801	211.2042	118.6616	4.279	4.5793	0.5518	325.6989	57.6758	103.442	47.0877	4.0986	6.9957	7.3937	12.4227	6.2099	23.2292	31.1868	82.4631	91.9688	31.1403	5.6036	0.4175	0.1151	45.8482	3.1892	26.7493	3.6323	9.6117	25.711	11.7011	22.391	33.0019	40.7016	0.956	49.7153	10.1095	3.6816	4.1544	50.8674	17.1405	151.6352	105.932	251.8437	73.0539	12.5145	20.8316	46.3202	28.977	0.026	505.5682	0.6158	0.0297	0.0388	10.7798	4.6805	27.8338	304.9223	17.1542	36.9797	21.7619	0.3402	3.4951	32.0158	7.0001	21.7732	5.2904	2.6775	57.8485	17.6012	0.0773	1.8477	10.09	59.0479	13.25	1.262	8.4967	23.2847	5.6601	4.478	161.9913	57.7474	3.2556	29.0528	19.4536	1.6068	10.5714	4.6769	24.0017	34.9553	28.256	7.941	0.4124	0.1255	66.0495	4.1255	0.0069	0.5146	75.4375	5.4193	1.6038	131.4072	0	1671.7576	2.643	0.47	1.1914	0.0391	28.8361	33.8909	9.153	36.3095	0.2103	20.6273	17.8039	0.0239	54.7994	9.6499	0.0468	0.4455	18.2695	11.3301	43.0677	41.0946	522.5833	65.6732	61.6525	0	12.1028	0.0608	50.78	8.4682	8.2321	18.4686	27.7073	27.6924	51.0413	1.1677	8.3983	33.6249	55.0497	64.9159	52.3389	67.6372	10.6411	30.808	0.2226	90.1014	65.708	6.2544	1.8521	13.943	0.0321	0.0913	32.3366	0.0985	38.7551	147.3601	393.121	60.3924	61.2223	1.5937	6.2348	48.4193	16.5712	5.5654	0	11.7088	84.9472	3.3462	14.6298	1.461	0
TCGA-38-4632	0.0564	0.0172	5.9714	39.6922	5728.7741	67.6451	39.5828	231.3694	261.3795	109.7794	0.041	7.3162	0.1398	0.0825	2.0115	33.5896	78.129	50.8059	0.5943	0.3352	2.4495	159.2459	0.4135	0.0856	389.433	27.7522	47.7987	0.3091	29.398	90.6865	18.1875	10.3072	5.8942	3.224	10.6238	143.7507	0.5061	3.8344	49.2682	163.2655	9.1095	16.6458	18.0402	99.1689	137.6546	0.0474	47.6182	68.9501	18.3683	1.9121	0	28.1908	64.7051	104.649	0.5681	1.5739	81.4114	447.8185	15.283	24.484	10.0796	368.0302	23.5479	11.764	59.9646	70.8827	2.5459	244.7239	159.441	10.4709	54.4198	112.0108	73.4259	191.6294	35.4726	10.6886	15.0577	2.357	6.3944	51.1423	6.3452	10.414	34.5186	346.9684	2163.2026	9.4678	197.2252	3.0708	18.7762	41.675	11.432	5.1483	91.8716	131.6508	0.0176	0.3502	0.4882	0.9112	3.0224	0.3585	0.9369	94.6795	219.5607	902.0973	0.2332	10.8592	0	1.443	0.0819	15.7229	16.7297	5.196	110.5899	0.0389	1.5486	1.6412	11.6578	119.5323	10.2143	20.5538	14.731	4.2281	5.2585	0.2441	11.2611	25.5374	4.4069	0	153.3202	49.5276	226.4727	79.5846	0.3965	2.8593	290.4562	5.9132	4.9401	2.1161	83.8367	23.8757	4.1134	31.4571	26.1875	5.7284	4.8705	5.0173	20.184	12.6242	0.0312	50.7558	51.1554	3.4475	4.8352	4.2755	33.6914	0	11.5009	18.8422	0.2064	0.0723	56.0228	52.5449	0.4545	60.242	26.6659	70.8784	5.0675	4.0238	6.7855	316.0999	194.5684	9.3786	20.5766	38.8951	190.0051	3.1482	3.2304	5.0973	0.2055	65.4892	0	10.7894	0.0751	0.8147	29.6151	80.7969	18.0345	54.5103	0.4813	0.3684	0.1495	57.3391	1.5387	0.0144	0.1094	0.0146	0	32.5035	9.8885	8.7991	70.6542	10.1307	45.7173	0.2035	101.8934	252.3063	242.2926	32.232	2.2316	55.0658	0.0684	15.6451	9.0756	13.8964	0.148	4.2504	3.9711	1.7763	5.4747	17.2468	2.9319	10.9132	0.0367	28.4809	14.8364	307.2343	38.3844	180.2062	119.7841	33.4852	49.8857	113.7553	0.0405	0.0256	13.4373	8.7989	3.0048	0.0304	25.8305	16.948	9.6276	33.8482	56.1956	12.1997	94.7218	18.3457	17.4748	34.3319	1.667	17.3372	321.3773	4.9664	0	0	337.3125	1.793	0	0.2548	2.7371	11.9516	73.1098	9.4863	1.3341	0.7644	13.0381	0.1246	0.3474	12.9502	1.2465	1.3505	123.9751	37.0864	37.2174	9.0305	4.2446	18.2332	7.3069	111.9034	5.2073	0	37.9942	0	9.5863	11.6451	28.2101	18.8221	55.4787	43.3576	19.6385	11.0802	15.765	0.0633	3.7869	19.5728	1.3981	13.3923	17.5111	237.4696	17.8965	25.6742	1.7554	86.7513	10.933	8.3712	40.5066	0	131.3762	590.51	34.8142	97.46	4.3146	204.204	724.8308	4.684	15.4056	5.7006	39.8444	25.0401	4.5977	20.9849	0	1.6066	8.7249	124.4481	0	1.0239	134.5159	1.7622	0	34.6999	0.435	6.5855	35.9435	0.3039	10.2213	1.5202	27.555	51.2454	42.4927	0.961	58.4184	103.0104	0.0825	21.4243	44.2082	43.7743	1.7111	16.0076	33.22	32.8427	7.6695	2.7886	30.9248	4.171	3.9212	73.126	3.8561	0.3906	126.143	7.7127	69.339	2.4474	6.5346	56.075	50.7066	30.5161	6.1512	86.7133	0.2547	39.0211	6.7547	41.8838	49.9224	6.5447	21.3576	407.5962	81.0922	4.1638	30.1051	0.8261	406.2138	120.4518	117.2372	124.1155	7.4439	6.6997	8.5038	9.1914	4.7671	22.8433	50.8105	98.0475	35.4994	86.0081	7.5952	8.1545	0.126	18.1456	3.6908	53.9211	11.3102	6.3969	17.0175	34.2603	24.2526	26.4347	214.6265	0.1743	52.8429	25.5947	1.3259	5.0123	0.6547	39.0577	100.9996	183.5992	161.1125	475.566	6.0406	13.558	60.6527	22.0863	0.0199	70.5067	3.6293	1.9477	0.0141	3.6687	13.2996	10.7517	56.53	34.9762	22.5496	8.4435	1.654	1.8122	24.7808	0.6878	25.3751	16.3462	2.0567	84.7097	9.06	0.0242	1.6548	7.3872	29.7263	15.3515	1.3405	1.2419	8.4809	1.5572	23.7223	177.9759	60.3652	0.2274	56.5264	21.6636	12.9146	14.448	7.3429	18.8379	41.6471	21.8679	2.3849	0.1388	0.1962	91.4298	4.4024	0	0.1469	0.042	8.8794	0.5937	46.0167	0	1432.7334	0.0665	3.2138	3.6496	0.4273	1.2685	41.9271	6.5555	79.3025	1.7725	16.33	0.0511	0	34.4303	7.6067	78.1479	0.0148	22.1562	37.5652	477.7887	45.1628	49.6401	137.574	129.6607	0	8.0157	1.3153	36.2662	9.3714	1.8825	2.7614	132.6466	154.1636	68.2212	0.407	10.7639	34.0604	70.3564	52.9508	7.2757	96.9238	14.2195	17.9596	0	215.6095	110.0177	3.6494	2.2272	17.516	0.4387	0.0285	36.2892	0.0718	107.8351	198.5962	634.9296	26.8673	30.1791	1.4598	0.1927	41.8065	78.2686	2.305	0.033	8.0885	76.2753	0.6262	8.1731	0.7826	1
