,HSP90AB1,LAMC2,PYGL,SQLE,GSTO1,PLA2G4A,ATP6V0E1,PSMB3,TMED10,TNFRSF12A,RPL13,TGFB1,SSR3,NDUFA4,EZR,OAF,BCAM,ALDH3A1,CCL19,MT2A,RPL36AL,AQP1,ROMO1,TCEAL4,EEF1A2,SMS,RPL35,HSPA5,SERPINE1,CYBA,FXYD5,MANF,PPDPF,EPHX3,CCT7,NSDHL,CHGB,HSPH1,SPINK6,CCL26,PFDN2,SF3B5,CDC42EP4,class
TCGA-BA-4076,0.051793926726633084,0.0036333637732387527,-0.009638305664560176,-0.0005564286671934955,0.055023055017781125,0.0021934479070305343,-0.12145766988162247,-0.0448016800360614,0.05398291625713233,-0.05099806795074315,-0.0411146465000597,-0.010205159500558596,-0.05992579653972268,-0.11624391056075888,-0.10901840788547061,-0.010755844486646285,-0.0021222080683081495,0.00024369675844325116,0.00011290079211201624,-0.049109520875459306,-0.07682463921368395,0.0042252109839966715,0.05321447983880059,-0.03168718006583909,-0.028843272129727253,-0.01906506051418689,0.0038897420188467556,0.0023786525959274695,0.007116952134191204,-0.0004354054684039853,-0.005704863434553671,-0.004298117850608195,-0.025579943624146294,0.0007814201128595489,-0.022007418933742404,-0.03417908590038114,-0.0001424162825147899,-0.02844343038301865,0.0012099225328743857,-0.0010236810372779067,0.01344643882143688,0.056244379435773775,0.030297785957286633,0
TCGA-CV-6940,0.07769282273239274,0.0034812633485307915,-0.016529778779664564,-0.000441792107136176,0.03816497232765594,0.010712499639337302,-0.09136478076843968,-0.04077409784803472,0.06837934074910174,-0.03028642845719234,-0.02318909801475966,-0.006985491578609872,-0.04135350873019251,-0.07479880431733091,-0.10456663589089968,-0.013949398296015969,-0.04163332814320469,0.029166020631892484,0.0011742163112638715,-0.027285575119443576,-0.04112273422976883,0.010262167140950115,0.028352203687144813,-0.043002461164646566,-0.018110144717580847,-0.01458861841115876,0.0031670173102384407,0.0030232700849825394,0.00625286554361475,-0.0040214705613554075,-0.007117492193785167,-0.004488327165306852,-0.024452351597533954,0.007410059089748033,-0.02441875061307366,-0.06070844854868857,-0.0018381595500777607,-0.030983255933741405,6.160587499813074e-05,-0.017598017764135762,0.011320147681720821,0.020375796035229033,0.03245576600357928,1
TCGA-CV-7100,0.1321044783810174,0.003230209548050483,-0.015023305458118868,-0.00025002186921663016,0.03470686556587467,0.0015966894179513416,-0.14002012795769453,-0.05018856197937808,0.06217735980767818,-0.05923292565918707,-0.03353145178298569,-0.00926609154543625,-0.04777994540562503,-0.06491862990293262,-0.19937351414490972,-0.026370644740308508,-0.06755006910808017,0.001298255890816474,0.0019604161364660303,-0.04513261317866792,-0.04805855949294032,0.01760009932909943,0.05159432742350041,-0.06343804866898235,-0.00042910538387657895,-0.02836720767069114,0.005737529603874948,0.009379416723322055,0.007348170290507444,-0.01088825664569071,-0.007388596456266915,-0.00844469985933526,-0.04312561124544578,0.00041265651633012266,-0.02676539401617337,-0.03906476449785362,-6.304860524572548e-05,-0.024041967952348968,2.9491155578837844e-05,-0.00240643129159239,0.020530166913884214,0.024702121038641594,0.07093319894624515,0
TCGA-UF-A7J9,0.06520607028918478,0.00256548249039509,-0.017889526096008482,-0.00041638536181488867,0.08821780940252595,0.009560294276646493,-0.11602614029726457,-0.03759891197440611,0.03208419569398434,-0.02834237385036449,-0.027334789775897036,-0.009794693276330917,-0.0471456145127952,-0.09268817942188354,-0.09780314094478147,-0.019960829891330887,-0.024811329459564224,0.0058641645041307595,0.0004208687391090956,-0.012146007602130254,-0.03678276569476538,0.026965324451735696,0.03911144602544151,-0.044810205628804715,-0.0024181148106404114,-0.030127153230787972,0.002940254437258204,0.0034795989077709543,0.004810159465752686,-0.003113791795707013,-0.0028967757936658465,-0.0077091585761464125,-0.026933090810155352,0.00432685247853009,-0.025078177880018374,-0.052524847514298,-0.0009739014957217289,-0.014927872410954165,0.0002109958130958671,-0.003091893355558818,0.019707992138646907,0.018159329963799445,0.04213214250658386,1
TCGA-CV-6962,0.07580639442536981,9.590809000571847e-05,-0.0038435867754521504,-0.00042885101659701294,0.034964263492688025,0.015183600638973964,-0.14601592803599459,-0.04381229796403513,0.023317007357421888,-0.0058621593007701,-0.049103565393684885,-0.003430280343197991,-0.04761841721106243,-0.12119595210558316,-0.08492772715920205,-0.01539399201479372,-0.004412043437892181,0.017936204448994107,0.00014739663227052974,-0.006033358434747768,-0.023876159631191232,0.008256755447494702,0.046921481249783445,-0.05129520881639751,-0.0024268811218186503,-0.05977514552884322,0.005165729321416023,0.003819013778712744,0.0033062597764086992,-0.002935667239578535,-0.0017009737576947114,-0.00467582055753098,-0.030652197297750847,0.00030112080319489963,-0.04730110335080847,-0.05246867217897362,-0.0014842688167716386,-0.03038497740201993,1.980120446007684e-05,-0.009325704169210585,0.021502075198131198,0.027106648365884247,0.04357147722114337,0
TCGA-CQ-6225,0.06814292100069774,0.0011755976801433796,-0.021980941252885737,-0.0008323976220348482,0.021635579499633812,0.017701304048591344,-0.09384246198997442,-0.04554229345096419,0.043952541127903366,-0.015602562457498456,-0.06358167590501924,-0.006688934897167125,-0.03335313579963767,-0.12034311801334514,-0.17312909444319097,-0.03427606068239216,-0.043883657333307964,0.006908008743917572,0.00048149306686036636,-0.007540575853930894,-0.04786602802441138,0.004135905302351296,0.05347223065702166,-0.037211363957396874,-0.04092186185878691,-0.023885028905618944,0.00551812403833514,0.002442949559899385,0.003341890234843478,-0.006510481349239606,-0.00415260818571938,-0.00391536226466303,-0.027303062681498354,0.02380017202118127,-0.03216143360310304,-0.06547123223781388,-0.0005841398879109721,-0.013367679321477402,1.4477476375065851e-05,-0.006770024690321146,0.0287597734992633,0.01865741720410926,0.03970590764971089,0
TCGA-F7-A622,0.038967557213771944,0.0021539827276864537,-0.039497526881303674,-0.00035382813014857447,0.04259396141251628,0.01278128952070091,-0.07244670114874747,-0.047743973378908934,0.022565678014448344,-0.024182328248518355,-0.015057542545447564,-0.0031860650521342167,-0.03463776131276536,-0.10794842232369613,-0.08349422954202854,-0.06932662807497962,-0.005404099882850345,0.0009241882203911705,0.0002656244656122976,-0.01968436705684524,-0.06337615006158055,0.005494134099846708,0.04973380846279083,-0.03510719078150592,-0.0065582549379833545,-0.010722407497565792,0.004694687406951454,0.002077459577829576,0.0016184684158426408,-0.0033345487294179368,-0.005240674443570523,-0.0029835039992572245,-0.019417196567622825,0.012223675573809241,-0.017583069254477807,-0.03607716988423231,-0.002585780275058093,-0.015377224780902449,0.009536865211165403,-0.0005079877562114895,0.028872565113731888,0.021826340724849444,0.012880265219223795,0
TCGA-T2-A6WX,0.07047133798407353,0.005068612570602026,-0.013449128380598337,-0.0002475777949480338,0.05630772935219034,0.004400093835632766,-0.15100433424901707,-0.04316779814527107,0.03488760077864947,-0.05375553527897695,-0.035384314935921264,-0.008003125056146391,-0.03402357598945099,-0.06433488829316798,-0.08605741607124999,-0.03455330142202519,-0.03767535502490159,7.274164762427165e-05,0.0002617136377826507,-0.13984767166530893,-0.07308951235539887,0.008359659335650431,0.0346251755938829,-0.040498947622056365,-0.0006411058586363939,-0.01689978236766355,0.005038129189557814,0.0037567609980975972,0.011769501495338687,-0.010132868155887471,-0.026536451013939456,-0.008804085879801924,-0.029751657393350922,0.00011139774706490201,-0.028925882970464202,-0.036498818194034895,-6.7452164363134404e-06,-0.03020684064259991,0.0027233933170995235,-0.0006367565539208425,0.021934369697965556,0.020387866667477626,0.04993315592234713,0
TCGA-CN-4739,0.0536000264332574,0.0009757383738492839,-0.0043223694001931065,-0.0008784575514818374,0.006694358202802179,0.009079199271135704,-0.06222534878438547,-0.017844431152611962,0.028603992384408274,-0.011326708739685777,-0.0210400216794566,-0.005707335665925198,-0.02912649349653074,-0.05770417001959435,-0.0657272843262302,-0.008230755740842036,-0.012721305545059933,0.0012528123157827301,0.006737212985534764,-0.004620676737576223,-0.020240193742864083,0.01721058086205584,0.021442163855778407,-0.015370117973838558,-0.002880454500819301,-0.012154116220706578,0.0017337926044470521,0.0014086311228360539,0.0006085518001221253,-0.005694554984401729,-0.0029385335382251187,-0.003949134444828852,-0.029295328761724245,0.0016705720172011844,-0.011163724925857928,-0.0618918271336016,-0.0002566083414158812,-0.008574866711678654,0.00015253055466587235,-0.00074587008234784,0.008275703262364037,0.012458145853122549,0.022797301843049785,1
TCGA-D6-6515,0.07097135833069931,0.0015017972210110084,-0.006590341623581264,-0.00016758712248216153,0.03190287230199683,0.005592254852670772,-0.14828832884686274,-0.03164364107111829,0.0534579639134715,-0.043384847599396384,-0.028749679790016074,-0.009646450560173353,-0.03887258548074769,-0.05854789278286879,-0.08447231592679555,-0.023852267491126403,-0.035357491999070984,0.00040518215191679156,0.002819063722392811,-0.020753215086294605,-0.04951397299195889,0.031032294401638672,0.02313494389971402,-0.030327412634281452,-0.0014687455032299974,-0.013512121307585572,0.0020384193755239068,0.0030356564608330014,0.0008560761999789531,-0.010673972187760302,-0.012748463596525131,-0.008503723802415418,-0.026282080441499735,0.004265733509377885,-0.01592067371149733,-0.028526586706150703,-0.0010029753472121981,-0.027879420431528346,0.01803809295888694,-0.542592073360527,0.009490834359028429,0.01391562687770483,0.039045732937408435,0
TCGA-CV-A45V,0.041939034267784885,0.00037861979019237406,-0.022732105878280624,-0.0008200040391723421,0.017639854644743946,0.006347931985058489,-0.09754625154441239,-0.02396646047477681,0.025327112787758385,-0.013762912891241924,-0.023183554947659682,-0.006584697423456815,-0.022132235398744524,-0.10037752451105313,-0.12406946453838269,-0.015334315623995166,-0.017523228726008293,0.0023336946656005576,0.0027406003029136162,-0.010898400680464831,-0.03264238086317198,0.018253190969554998,0.029650013052799212,-0.014482351734449565,-0.001007459989711782,-0.007882847082784866,0.002330907455018964,0.0019249001526521114,0.0008297169241680102,-0.00599436714182561,-0.0013206456905607924,-0.005409744919432667,-0.02222255082683635,4.211907032514076e-05,-0.01667481238312228,-0.05923219467184168,-0.0004798014401173064,-0.011789858115183034,0.022904612381920816,-0.000440245067112553,0.008389301788746745,0.01469834546544126,0.023575601192214954,0
TCGA-CV-A45R,0.062019253740264825,0.0020271242053600154,-0.008140379488948565,-0.0002598829802074724,0.030862530989190333,0.0017557436573719036,-0.0871969748764703,-0.03406502610231776,0.031213600879602885,-0.042482526836555186,-0.02122938471694318,-0.005905675424941653,-0.023662498677354076,-0.046406670154612695,-0.1017839792638796,-0.01880483052730528,-0.005706070482755419,0.0008587260587910395,0.0010077072944836719,-0.01230893392934323,-0.028208448459738075,0.020636789291295372,0.027713884094874058,-0.02143136440398732,-0.004427153593957055,-0.011234429527007456,0.0020175588764291498,0.002481882813556738,0.001855974673271352,-0.00228325179414594,-0.01019489492239581,-0.004287898402785434,-0.026132479873664814,0.0010419788913800733,-0.011905366460397878,-0.03341099272321131,-0.003147011294242968,-0.013077129647342731,0.009746080064865924,-0.005237408158480609,0.010713726481194107,0.017351574126353044,0.024675031726293806,1
TCGA-P3-A6T6,0.040317992632344826,0.00013229548053009918,-0.012616506864407403,-0.00014608818831630024,0.018388950554790538,0.0009446077151606491,-0.12414608533993257,-0.05102494428544318,0.019099000867803154,-0.015083053519965507,-0.07717193051372137,-0.0007651800060915065,-0.016280165637566024,-0.11016446194259849,-0.04310386253080437,-0.004662197057710115,-0.0077796527034469185,0.001581645004633461,0.0014537885299496774,-0.010828297312298575,-0.06382789549422124,0.01498549338009389,0.05267085431212088,-0.07714044870871717,-3.7062632070022595e-05,-0.01731469268550275,0.006374636536230273,0.00152491660811754,0.0006230580449836075,-0.0039983769700353946,-0.0040551601624632325,-0.009067416670053174,-0.03493983571426126,0.043221044747671855,-0.024100456505055164,-0.122456777091084,-1.5023907577042223e-05,-0.010013817863586448,3.395312911771396e-05,-0.00018892957999916283,0.030130457651469524,0.01914866374832823,0.004982535912258716,0
TCGA-CN-4723,0.12091113732033416,0.005305676744373575,-0.011650122514348049,-0.0004348656372922147,0.021633264199976233,0.006882994243160397,-0.11758457110783808,-0.03773910841267179,0.05341558193628808,-0.0522363101342902,-0.028612834214142877,-0.009850637200725253,-0.06424047570888906,-0.055099220517035856,-0.1517436090412519,-0.045240688643125616,-0.026796445327238873,0.004081218297378268,0.0012722273734995578,-0.019050924557763367,-0.042324478703706925,0.013446386851556002,0.027221963258708005,-0.0467018385358631,-0.02320731080386963,-0.016443094184938223,0.002703003189500913,0.004002010906532735,0.007322864053571326,-0.004518935947926792,-0.004678567992389527,-0.006667210709040537,-0.018872321245455237,0.0034594400849833206,-0.01425543611586328,-0.0331262983053538,-0.0002238355002667884,-0.026509156084538053,0.0009751614444062212,-0.007712777113614679,0.010371493131726273,0.02692043948399423,0.05506216423268289,1
TCGA-CV-7428,0.08566081128086392,0.0016242001257103357,-0.022708083218117403,-0.0009208533604629379,0.023361580268178295,0.0007635417068859202,-0.11030575843745609,-0.05135838233348834,0.039702503116213546,-0.02979411914958635,-0.03223844283451786,-0.006253553743624289,-0.02373126270615144,-0.0686469446110915,-0.12002724789232654,-0.00936091584287239,-0.013573762344988784,0.002225836947676206,0.002689584138551129,-0.04095235634984758,-0.03864965732010154,0.017549645666055064,0.02959282265842054,-0.01565134772747722,-0.0010561740480313625,-0.020235389455193865,0.00373038215156418,0.0026423585002758572,0.004243697502585162,-0.004485653263874171,-0.00424782416917726,-0.003909418815712957,-0.0296310580872268,0.009063286800966006,-0.027563284509481898,-0.038992530409712685,-4.196332806001449e-06,-0.023208717697138483,0.0011004988556162821,-0.0004575103875094231,0.014970177047438773,0.01844078006035821,0.08639020573178724,1
TCGA-CV-A45T,0.052434439497950014,0.002996088015135351,-0.015539073914356407,-0.0002615083811791913,0.02853893484116944,0.005335345419062794,-0.11765198200260865,-0.03591714563803462,0.02730971502013543,-0.050226992391925414,-0.02783005308106639,-0.004300174301540776,-0.022716456914692935,-0.06370696016324158,-0.08182670953668174,-0.019111545922937213,-0.017665038636838364,0.0010840495647897344,0.018635016651566638,-0.0678296843239056,-0.04965876887834769,0.019875478590694905,0.03364020587540391,-0.02796593580652584,-0.010075154726939225,-0.015447072473039712,0.0025178269258812947,0.0019752900017177342,0.004731278290157927,-0.004031295577325362,-0.0079477622835867,-0.009031459119710174,-0.022172415972433322,0.004810285588934887,-0.016456282217834815,-0.04507619196730117,-0.0010887463175037536,-0.01706353821718633,0.1252420054067532,-0.0032277083818788273,0.009482540282626298,0.014588164452393101,0.019065563827407123,1
TCGA-BA-4074,0.05505622717059897,0.0033275486830151566,-0.014204320524759133,-0.00022489186413918036,0.15055615015925403,0.04433536356731736,-0.18253755477652153,-0.1161985308483436,0.09448285528909249,-0.06846606170888558,-0.044418668681238144,-0.004877252157640946,-0.13392181883224027,-0.4208481059477422,-0.06360933320562734,-0.022806112955149872,-0.0026330952205402183,2.7342771188921537e-05,0.0028576782749167666,-0.039551318243146616,-0.06931911750236504,0.0062840442030284716,0.1142658980299121,-0.019659263948004786,-0.0008406781453966802,-0.045355372046846615,0.009740704039023194,0.0024427007571544332,0.002428894429056779,-0.005977599384256712,-0.014246782312218327,-0.009255150074030868,-0.02310765784860179,0.0006503326366159778,-0.03997033641996062,-0.039254197182021895,-4.471943800173396e-05,-0.011573981024172179,0.0002744017975903685,-0.07897334735394013,0.02473687258321705,0.05320235359601235,0.012294644581006835,0
TCGA-UF-A719,0.06658030199760981,0.0006153111281914073,-0.01464677777928023,-0.0006685630176216428,0.00894040559383968,0.12554220271482094,-0.0944529697008532,-0.04927049444261572,0.030023180922877566,-0.007555146545305945,-0.011725291453862198,-0.003351029047930459,-0.02952071392815011,-0.06475873635555665,-0.04836625099661581,-0.007419671374056061,-0.017751814786595807,0.01676432852387452,0.00012475021065234179,-0.004458717711734303,-0.06730058236605532,0.00847780724499336,0.018363756826287297,-0.03136108887137418,-0.001598520198457217,-0.009865300304164751,0.0008508151260917805,0.002129667729032932,0.00025386483573265644,-0.0029650917212713642,-0.003617791078262453,-0.0070994087162196745,-0.015099419810229584,0.03167864562910773,-0.023946954083399537,-0.06501740582331093,-4.610785428816407e-06,-0.011198134010597476,0.00037526537969019894,-0.007511774171142287,0.019985750780988753,0.014767205452580865,0.0604902494924525,1
TCGA-BA-5153,0.05883049850309641,0.0035513882338482224,-0.002271041425791761,-0.00033588062941406074,0.027514015077867902,0.006292744367459027,-0.09510305775268293,-0.03289330494648039,0.03067753355857712,-0.015044590607161307,-0.01117307003508164,-0.005008720157314113,-0.04949406427894609,-0.034508713159061025,-0.21777112328712292,-0.010045376640053935,-0.18262239454639315,0.0041600389543841034,0.000968839382681716,-0.0019215901403998453,-0.027163026252216893,0.021742830715274376,0.01237579427753899,-0.01923697805747309,-0.0002650976886685149,-0.008449866241822888,0.0014914659111027518,0.002912738736216222,0.0016024175025111593,-0.004303544089843312,-0.0020561913770981103,-0.0037575671688929294,-0.024768348579424962,0.009600093071146414,-0.018150169283135,-0.03909209467717541,-4.134164912579205e-06,-0.01232920666046331,2.8016597799895954e-05,-0.0007276982296150961,0.007905218215151447,0.013151824651932627,0.49115874367200896,1
TCGA-BA-A6D8,0.059155617731523606,0.00044711018189473573,-0.002120041847622938,-0.0001853880902530318,0.2145436595679134,0.00015091847269828256,-0.19209105405253782,-0.16027289323287833,0.013926243306611293,-0.017232742920741874,-0.15307115156991213,-0.0038667658582189606,-0.0326405135509111,-0.13734958478945664,-0.08540530099087545,-0.025762806862896427,-0.010290644668741968,0.005193187458126674,0.000572260652301939,-0.0351856773071411,-0.06233143716975341,0.01272292988852305,0.2497836755285778,-0.054777486231353235,-0.09208937764863158,-0.029981005529713202,0.012259728921765748,0.0027711637230131403,0.0010800420268154117,-0.026457852758560423,-0.005643650628816237,-0.010670663603359958,-0.03740409302171236,0.0005622511554353255,-0.044472400450118965,-0.08801863017828464,-0.0013774747371877942,-0.011954975807004314,0.00055692323801543,-0.010048457676993642,0.02411767772257102,0.0767145609694571,0.020694833921184427,1
TCGA-CR-7404,0.061896007982964824,0.0009605381816075394,-0.007687393704663209,-0.00033906254493709003,0.015046567431251582,0.005966002936151485,-0.08934377728018708,-0.03685614169122232,0.03684973733841806,-0.013511366240316845,-0.019619557606648363,-0.0031827742330521967,-0.04776161802830411,-0.05928186856118336,-0.07494321748208149,-0.016729076480353506,-0.04047057974270909,0.0018909827190704185,0.021028306859083936,-0.008809525361012613,-0.03834573600623573,0.03572540240409277,0.027657559050964235,-0.025724677834405168,-0.00012383801613815933,-0.013368916763559497,0.0026417806958135546,0.003133152546187901,0.0013588705446694839,-0.005561934966983299,-0.0024169758100460004,-0.006096671190327457,-0.019179317307705043,0.019845729385324806,-0.01812365924754975,-0.057172735371950806,-1.5531612039990548e-05,-0.02695671272102444,1.6200985467335594e-05,-0.0019238264407853683,0.016550203492419743,0.01276128080528054,0.05048408148279703,1
TCGA-CV-7406,0.0942830043344982,0.0013781331187602051,-0.013501369572565147,-0.00026800122494324033,0.016363270077590676,0.01795342241957398,-0.13754340917606134,-0.032845706113593984,0.029277889345386214,-0.0267145099488476,-0.034452273881805176,-0.0027085533988146695,-0.05538333425242481,-0.09204497440204076,-0.15974066391427008,-0.011893555022376549,-0.006611815119510921,0.0020000047290576954,0.0002654035882930152,-0.007560045791858187,-0.07343013393608797,0.027156104051407733,0.027926621236028105,-0.027688873509138796,-0.08037081699068326,-0.01647472065220724,0.002621537725754644,0.0025537313784307213,0.004166586193533031,-0.006275019759614824,-0.0012634098128766233,-0.0065114430809781665,-0.03944771909214952,0.004671136952296846,-0.019295461240389014,-0.04019524009707282,-0.002030548457588464,-0.011675589609224424,1.918840122726982e-05,-0.0038089192272197634,0.01781994540935689,0.02547933787448156,0.09283031144599002,1
TCGA-CN-5366,0.09409292018380079,0.013647352422602703,-0.06867362393437604,-0.0007496395471306011,0.026771258678788497,0.0006237873140787655,-0.09118312023702344,-0.04116768199010788,0.11587642267460892,-0.0723681901150587,-0.021806018653287063,-0.007296939327725519,-0.05425081869829202,-0.06173404916457802,-0.09809951181260444,-0.028999314250647827,-0.020762549706808183,0.00019130787262097764,0.0005748657053911225,-0.02457893797561463,-0.07201240283331517,0.013230623245478038,0.03291521216206589,-0.06012202824401768,-0.004174872474163055,-0.019043311082437217,0.0023924317052178316,0.004143640514643,0.013139703309225976,-0.002528432210684904,-0.012486624070666355,-0.006160438523589873,-0.026053378214495593,0.00022244072423469285,-0.027680834965069862,-0.056010505861501865,-0.0040898599272002865,-0.048104916057311084,0.0009218475631520104,-0.0019162445339762418,0.010135742812671157,0.01622501869639935,0.04405828412624703,0
TCGA-UF-A71D,0.055622453116329004,0.0006311695366735204,-0.01302003575426508,-0.000594133828588401,0.017332278110470743,0.021417179902880414,-0.06835280262088408,-0.04026084198686311,0.01828884251764764,-0.013356476130395053,-0.04416334668715773,-0.004243954286776906,-0.02284831221264071,-0.0937353656966004,-0.11701701500279543,-0.006089340885270295,-0.007860355265667827,0.007572293771190694,0.0008489159910948687,-0.0027905945060120356,-0.03162600649739031,0.01444226661446006,0.035456561056828366,-0.0240071465408703,-0.000786693203773728,-0.013338075969570427,0.0032253442605694677,0.003069779111332927,0.0005659877784934691,-0.001840311959403698,-0.0011080571857269039,-0.0077838843407886105,-0.045153616834327816,0.016290462009784238,-0.019732995246406204,-0.055168300025106885,-1.5179327310597833e-05,-0.02102833812770512,0.001064017913163239,-0.012669119041959128,0.02704586814179135,0.015308315083978561,0.042529118745220876,1
TCGA-CN-6995,0.13776346101181874,0.0029420797615943312,-0.012118311858219185,-0.0004331542278418355,0.059816014721431464,0.0006212561866540563,-0.16827042587937327,-0.04796329438233279,0.032952732179224134,-0.04040015751836602,-0.030216702084568222,-0.014551249411780976,-0.050199522850426184,-0.09207963855584204,-0.17141992254894958,-0.05572393450863586,-0.02651979062890045,0.00011015011747055033,0.0007934108200375543,-0.10128589473052456,-0.035732930725186095,0.008033464262812791,0.030101679639476898,-0.015188416881267972,-0.0046274471594851705,-0.0175588998945177,0.0030702801638072814,0.0028948749491816603,0.014510931201655456,-0.006411346280741939,-0.021860814788110354,-0.005303268126233598,-0.03794658315760327,0.0021088310942951618,-0.045958849250071314,-0.04277021566190916,-0.00682415929964412,-0.054007821164362514,5.360113276958904e-05,-0.0011928729359641798,0.012901406501261543,0.016619765619751842,0.05822705460567557,0
TCGA-BA-6872,0.0637708928323088,0.0048052565705019035,-0.030634680456944962,-0.0003362214778294923,0.03970813333097941,0.0004467439904611635,-0.09726096831693001,-0.051906246574292235,0.04533848274995125,-0.052156947924797005,-0.03581165353226644,-0.01101998233632041,-0.037164793916263615,-0.06737108453125852,-0.08092093186586528,-0.029432485428468637,-0.00993728074555375,0.00026881737074059293,0.0007174809933383629,-0.052273919403243795,-0.051045835718039737,0.008823185502015244,0.028534823541445573,-0.026349453069868464,-0.002841172549463648,-0.010878906132328765,0.0024135354233587496,0.0038379144522287818,0.01545521843822404,-0.004318784747657746,-0.006175088676023008,-0.008451622303595918,-0.034571490976413585,0.00074880099194794,-0.023765236394566513,-0.045449542820519585,-2.6172683130764592e-05,-0.023342619555613817,0.0047803631185214124,-0.0026337236718051234,0.012820979390112116,0.018476362754005132,0.025858591100105487,0
TCGA-CR-6478,0.0820905052681443,0.0038141435540926232,-0.010388175267843839,-0.0003331403037189678,0.02962747021887214,0.0030444943048849706,-0.12766211891024454,-0.04452110003397141,0.046845277697316334,-0.04039210946340232,-0.022693817000110753,-0.006209352566076077,-0.04392046883428278,-0.05724928863374324,-0.09918323704601716,-0.021009445309402203,-0.0035003552292354845,8.132377851589018e-05,0.013843771827260138,-0.04673707636254683,-0.03939027838948257,0.012672584147752573,0.03564615007294074,-0.038545489275782795,-0.00043587430769775074,-0.03463850167525379,0.0017979342763359066,0.0035619351126394503,0.019119796894418818,-0.006261902882915872,-0.008859864975357287,-0.006264098336733965,-0.012898930413744243,0.0011982747396151535,-0.02367703013262667,-0.017742073706148345,-0.00014722393293944343,-0.031495668477093244,0.0019004177255407208,-0.0008940057072326798,0.011077814917596563,0.016601166376149445,0.037529047026214776,0
TCGA-CN-5365,0.056739415654485904,0.0009824116738862524,-0.014811375089616914,-0.0005712918083182752,0.03814102000143644,0.0005133216814718164,-0.12436929119376543,-0.04228955880635532,0.03764484048113746,-0.04849025008926185,-0.022065356271856042,-0.009392710151360676,-0.02694949925432462,-0.0753528142220565,-0.17191825764822416,-0.010304608197084206,-0.01925975469891548,4.871082972586559e-05,0.0001452463266033983,-0.0466511484236037,-0.04885692840829657,0.0058571846292183585,0.02941698653368807,-0.02271003803977817,-0.004097418231094564,-0.01691221595909384,0.0025466018002205126,0.0025479601549598693,0.009184887356765242,-0.001939386348440923,-0.013336539653612962,-0.004740579518301538,-0.026801181969101365,8.0828407769491e-05,-0.02310317233432654,-0.04801821608236377,-3.7000257901805365e-05,-0.03694152948920128,0.013402868456035666,-0.00024641197129661804,0.016181474089917276,0.015787289650957298,0.020445621060262306,0
TCGA-CV-7255,0.10163018943708894,0.027805545088482295,-0.019133148779638856,-0.00039683993503933926,0.015955419017671276,0.02820575405335836,-0.12586997561024635,-0.026277067175269394,0.06301064985675897,-0.0919729524512442,-0.01742407800754748,-0.006024340846995325,-0.06020721632759302,-0.06784836745523813,-0.4248844078112268,-0.024923366422881895,-0.07964852546521928,0.00043650096985808,6.171572156419553e-05,-0.052863833340628226,-0.04557978759669109,0.009674044709377343,0.03889146157411086,-0.06033339181932038,-0.01566384455201293,-0.016196255593985676,0.002469886390704581,0.005333499008763023,0.00804555004306605,-0.0024187136329617527,-0.010291417357719738,-0.004992560279048772,-0.03902509700944719,0.0019021776303929153,-0.018651759998127387,-0.057968461723778585,-0.0015459808123087857,-0.0364348632929275,0.0020476437022226074,-0.00017722707166333682,0.014682368683984677,0.020657064921295324,0.03985818945615823,0
TCGA-CN-5370,0.08418322048419893,0.002894311213895576,-0.019355180320608366,-0.0002799771092218824,0.033690917588746254,0.01055344539991674,-0.12659741976916258,-0.03193514329660391,0.04334419704930348,-0.05381694413508958,-0.026360613442555306,-0.006215934204240117,-0.04964991971386174,-0.0627043714460833,-0.11783797976941349,-0.03358550360911217,-0.04192846363542339,6.285900036986072e-05,0.0033059422980086213,-0.07787278873814679,-0.04278800286907458,0.031112507631708673,0.027325310828987533,-0.042730693988143935,-0.02364279673069239,-0.025455253075115005,0.002461166506958088,0.004375352136361598,0.007525247341179633,-0.008105537042778789,-0.014811900245666827,-0.006950235095281509,-0.020823564418851925,0.00014841207278816563,-0.025522635442083292,-0.029690876584885544,-0.004187069789881535,-0.036087358939159715,0.0033201487652474095,-0.0009631494008506941,0.012744117362510538,0.017268982410783843,0.03732776178434761,0
TCGA-CN-6018,0.10030494487413529,0.0036557762663688444,-0.022281554735564372,-0.0003981969577026459,0.028430239791173352,0.0029376445685990347,-0.11723837345492054,-0.03653246371836656,0.050893677865662665,-0.06993635947227936,-0.02677632133820428,-0.00873051185310515,-0.042906753958140996,-0.047271629850057895,-0.25265580909642,-0.03760093610900178,-0.022732119419228775,5.6756577436757965e-05,0.0006148315073977468,-0.05475552307645711,-0.051923661631814715,0.017965874895886844,0.05266300434715348,-0.060957186476842125,-0.009672459242561646,-0.014090015182498432,0.003386764206914217,0.005224941411755657,0.01660356050302452,-0.00475989408534331,-0.006200447128175557,-0.008678382881922707,-0.016322805971398485,6.086274645018001e-05,-0.03011629251359365,-0.07280553734494329,-0.00023273587034173962,-0.034057820980525566,0.3078124809464421,-0.0007421615409738105,0.009688855433129279,0.022836201631275546,0.06297382536157303,0
