,ACTB,ANO1,ARF1,BCAP31,BSG,CALM3,CERS4,CFL1,CHCHD2,CHD3,CHMP4B,CHPF,CLIC1,CSRP1,DDIT4,DHCR7,EHD2,EIF1,FABP4,FMOD,FOSL1,FSCN1,FST,GRHL3,IL12RB2,KIAA1217,KRT18,LMAN2,LYZ,MBNL1,MORF4L2,MYL12B,MYL2,OSR2,PLS3,PPIB,PSMB5,RALB,RPL22L1,SDF2L1,SFRP1,SLC25A39,SLC25A5,TBC1D2,TMEM14C,TPM2,VDAC1,VDAC2,YWHAB,ZNF385A,class
TCGA-UF-A7JA,-0.152601489456376,-0.18476552058874843,0.06116080022637056,-0.16216546349097577,0.00012105114080796246,-0.0007571371161907265,0.00051593676434101,0.08505241515523176,-0.007512046011024148,0.03461875561668916,0.03759328335708466,0.030151904498747314,0.004414074573466443,-0.020680049025637658,-0.11625006111803575,-0.0005989849894457226,-0.029805254695041555,0.026227878156899483,0.003089902262884075,0.017183852423345507,-0.004311562718649108,0.08546493593486362,0.00013925966962345882,0.010357911155757264,0.0012702305801276005,0.011387691709285616,-0.002801661520370952,-0.011584403337360211,0.00010250593079088143,0.0761002790635794,-0.06285637559428425,-0.02466634354744608,3.2270573612191526e-05,0.0010306510278407972,0.005494501926102611,-0.03638668767461498,-0.0464833826111749,-0.01878361426832201,-0.02786667867086292,0.011037234337325657,0.0022015922274834002,-0.05718030859857791,0.002742713727631277,-0.010193382567661688,-0.020105848828375305,-0.05029137042218222,-0.012415819513152843,0.006901936227936542,-0.10662096750584116,-0.08652832433597962,1
TCGA-CV-7437,-0.3221501750576644,-0.019418879680085255,0.09264453636729574,-0.3899668560389924,8.223419226793676e-05,-0.0006997013126789571,0.00022524356227924543,0.07524387923194982,-0.008261434910976171,0.03003566275953471,0.035165527021613095,0.0513589322508432,0.004099211463878221,-0.024942022585562468,-0.03429476584363706,-0.0007891768687058762,-0.022776787397363933,0.03000729207087374,1.7102797942440953e-05,0.006180206273698052,-0.007599375879327054,0.2438338543981104,0.005888080693310864,0.013595203727483279,0.0006816332236870242,0.012370667677188701,-0.016008185628296426,-0.00951063125451062,2.779439821346765e-05,0.1262815291530019,-0.22558998997467417,-0.023951742551207026,2.7514470972514946e-05,0.00036517358610067764,0.024667528632023136,-0.042223904109846645,-0.09069656954459596,-0.026601952902513062,-0.042387589470524505,0.021308196579259704,4.672990206929536e-05,-0.07051701662823986,0.008554921365621021,-0.010555938848460525,-0.01994167341583918,-0.007423612937530665,-0.014155632812482163,0.005772289369776572,-0.08558423570857211,-0.08360491966428045,0
TCGA-CQ-6229,-0.2092409691000814,-0.019864582494243645,0.06994732302740463,-0.10494707061055537,5.1264942575271506e-05,-0.0005033823627442144,0.0008679061711521828,0.09619988846479892,-0.0026554066575731946,0.040073691044705574,0.04573040502375942,0.011618834332633757,0.005222047471399007,-0.010260286530867788,-0.009535393920252452,-0.0005817292775189212,-0.020432136878641784,0.02033696761487297,3.159611930844683e-05,0.0111971228122559,-0.01452638107983021,0.0700578324050298,0.005896456820355239,0.03939620319705755,0.005870578385169797,0.023240528886230797,-0.0009112331483854143,-0.0036962224033293,0.00016904927835099788,0.0822739482080581,-0.10534678843144767,-0.026149350679600884,0.0361602311674751,0.0008263243623766536,0.018493225901244928,-0.01775900802320541,-0.07090827631126317,-0.024981376696135982,-0.013838717846741932,0.011635159197002285,0.05015257466869427,-0.04775144848148377,0.005333341951158154,-0.00895313351309209,-0.013048125531677206,-0.0663428347889783,-0.00979970362206545,0.006907857302659163,-0.08976173089907934,-0.05927636575437529,1
TCGA-CV-6936,-0.29219413815173073,-0.051143190514083274,0.14349737615428512,-0.27398837076932997,4.2018351169479383e-05,-0.0005757566212340671,0.00031207195103576053,0.08015238548759294,-0.0074165148524493645,0.04344086438489503,0.04630890378953726,0.014429081852988477,0.004571363867200193,-0.042971118697153685,-0.03811047715039518,-0.0014813824123536478,-0.019816316111864074,0.027289895468438078,0.023011886746675668,0.01328911747972703,-0.011889697144365625,0.12910352117210624,0.0008329306417732848,0.004157944735569774,0.0018773021516513375,0.005643265448031259,-0.0042071448638111705,-0.008136467474774249,9.359404957202e-05,0.06242133442054282,-0.1486258755859224,-0.017734954900964488,9.368270594205052e-05,0.0003875086267488078,0.012650668801152641,-0.026428674021639172,-0.05565106257110654,-0.012792319881017469,-0.007283135394308439,0.011094667179394373,0.027588844528979587,-0.07681029706311313,0.009528285503681814,-0.013959458567873173,-0.014050244588987812,-0.024923179007234786,-0.017068910583106188,0.011005504033660012,-0.12251793056364793,-0.07719295949000131,0
TCGA-CV-7245,-0.2861065252270898,-0.013207754701036994,0.07390704868366968,-0.17124897384083873,6.196724488126153e-05,-0.0004047311526746018,0.0005206283997862983,0.07466419958211201,-0.004165237146587551,0.04265023392688709,0.03113137090307661,0.02124453035148695,0.004719947909268466,-0.027949536683497065,-0.027897686436090054,-0.0010748684038688712,-0.030634051439642915,0.04138201956029285,0.00035757464815893276,0.023117268590751975,-0.07326925718153647,0.15302766393760808,0.007019579170482164,0.02250658713788383,0.0021805405305416023,0.023914471752559344,-0.0029686215916526508,-0.004721967108514015,3.2199198703276206e-05,0.09063944422559493,-0.1329557236376302,-0.021091884016551973,7.536753875943633e-05,0.0040856098967496195,0.0378320109144263,-0.027803828356576677,-0.07938744403814992,-0.028937926292531047,-0.007317874603921025,0.014319328334693088,0.01009848441012757,-0.056958375841518576,0.006660480094798615,-0.010950070291430594,-0.011633344180147472,-0.024282399782855853,-0.009701348245873391,0.0067794715202696134,-0.09562656555945745,-0.17614307762179712,1
TCGA-CN-A642,-0.24500929264442928,-0.003427524012104758,0.0805614167902507,-0.17153513493610084,9.915276984300089e-05,-0.000829153437268948,0.00028764761498456894,0.10485458395856787,-0.0057780483705166235,0.04341824262643987,0.0319685854897294,0.016627705734427897,0.005994999232703395,-0.02109765711795202,-0.05748331748764142,-0.00012831799839793578,-0.028746721889562336,0.029886012596984764,6.1077669736097694e-06,0.007426362108638279,-0.008294197594536533,0.11709722271763609,0.005111238626683365,0.001148741839284517,0.0020158004497021795,0.013999000602608322,-0.008071180119564838,-0.01101015763188724,3.435148603325662e-05,0.0512572292990941,-0.10900759985049344,-0.034528467688409024,0.013832227543229568,0.0006097913374885316,0.0092611352697426,-0.04166975549201361,-0.0790843944273897,-0.029569371025307028,-0.07922888579977054,0.008652565598601072,0.06746602112640922,-0.08531522505302931,0.005625580684419744,-0.00996143038459469,-0.023643259727791938,-0.055411462783768725,-0.025597323869230734,0.009272549819129387,-0.10070970193113223,-0.036925880764949945,0
TCGA-CR-7376,-0.2489953272846029,-0.025467845757811032,0.06498111756126201,-0.09062466102769273,5.525624233049763e-05,-0.0007235367422975895,0.000493896680314133,0.07017030257832826,-0.0025613165920123117,0.06019370923231185,0.024621494326649555,0.03164080960983852,0.004567592743498373,-0.020578622130908705,-0.008853744538743689,-0.00043524224185579886,-0.034376348686910946,0.023795792214353878,8.53075425020239e-05,0.0919640799314274,-0.007125573455736471,0.0648670177413093,0.0020599851653620867,0.00595778175285367,0.00037150200318429225,0.02942692660169032,-0.0015306613238049909,-0.007960408433014318,0.0019303248299544762,0.12917113213951026,-0.07786403228717928,-0.018847099376963806,0.0058958567450566185,0.0017137382351565258,0.011332052104172957,-0.03017522903465254,-0.040538132198920336,-0.03434875892893721,-0.005409543218016223,0.008920362920340085,0.01772000015392603,-0.04294100181826692,0.0032488156790978105,-0.00911102172581871,-0.0154006751372111,-0.049854224569668704,-0.013032901121086592,0.004973415276802999,-0.08178004697609852,-0.04967872662947948,1
TCGA-BA-A6DG,-0.2866506824223815,-0.028396306725231968,0.054161819576398,-0.14369475498971268,0.00010362565961171912,-0.00048756964849714637,0.00038011921948290255,0.11760725535442271,-0.004486137761697706,0.040092994945253986,0.029796424817688225,0.03310678547838839,0.005307639601914331,-0.026131574285542976,-0.018455350532963273,-0.00038158106907589765,-0.032827400249495514,0.03414298642789804,1.602450517537094e-05,0.05128756107619697,-0.035416465645226006,0.09938631988040594,0.003695843651463175,0.009138772229890825,0.0007674030328546781,0.01898636283550308,-0.0028985488494301386,-0.005449096432211432,6.33358275179325e-05,0.06786158036354381,-0.14041838744463692,-0.03144616072376687,0.041198404069843375,0.00069198948126915,0.010164392983526485,-0.03177835890995841,-0.05671699811795901,-0.027343398573872923,-0.00924120119034493,0.011759170356314096,0.0029121564027603237,-0.06556229069852895,0.0029303199094738667,-0.009502896028366485,-0.018152959420228452,-0.11935513624675019,-0.013267714409549644,0.004725433571916882,-0.0801732703863294,-0.04581375934708644,0
TCGA-CR-6467,-0.14191631010156863,-0.007957289494805333,0.04231652790783047,-0.06744321306396626,5.7460722607752927e-05,-0.000773368377059702,0.00040211291728362556,0.04456315811275019,-0.004264039091997579,0.09073398801711972,0.030421319328871706,0.004617207801166217,0.0037835663203254046,-0.01995634337686186,-0.03293823796008872,-0.00043871143414903237,-0.01308953030916235,0.039622314688150605,1.6786461023514082e-06,0.011617188673772016,-0.0006299467756406313,0.041878648119995684,0.0019207648408030326,0.0116945991990965,0.0009007812675081038,0.01844896625204357,-0.006630520161358359,-0.0073737922175136986,0.0005666457323310469,0.11005147251284073,-0.05534202619486082,-0.013478448832789881,1.570765477051081e-05,0.0011502185225766204,0.005566462397314786,-0.015174997220816588,-0.03763582064306675,-0.007785416569185012,-0.007483629698226799,0.009073832527069569,0.001481873675035726,-0.04398679675629392,0.004769687277141592,-0.013808490598858867,-0.012089981651295429,-0.01051682524767604,-0.019925368977956565,0.005989381170376292,-0.06775309614351761,-0.08362165272226299,1
TCGA-BA-6871,-0.2214362489282386,-0.004524496781935583,0.14728897806275948,-0.1332805569149297,8.281460693530064e-05,-0.0006958463381913877,0.0003521642289610194,0.06696722634432191,-0.005613056528671828,0.06493764279208251,0.025034342605969238,0.014514297054109759,0.00406001171000244,-0.060824659525212696,-0.07027871169127016,-0.002893117450187676,-0.013000529303944967,0.041055983163297144,2.118204937335363e-06,0.09851606766004141,-0.004129594266052176,0.07180602730739752,0.0021853735139459843,0.0035926654750629565,9.658142367654928e-05,0.01611431159918147,-0.008385175144843608,-0.009334887301358452,3.571986943491117e-05,0.08022064466829971,-0.20957176039261172,-0.021626709533587647,0.0,0.0005890866970944316,0.007555463293158404,-0.0390131081773629,-0.05368127040006642,-0.010276709103900307,-0.048789771612785575,0.01591757896171901,0.0020949685709015986,-0.06922444375464215,0.003992257491811763,-0.0022816961257908553,-0.02803120140827794,-0.053636968044966614,-0.01974132191222712,0.007500093227988554,-0.049279217340349526,-0.06131115481992828,0
TCGA-IQ-A61O,-0.6101057857254101,-0.004386632445251666,0.10242459372389133,-0.14745795435260195,8.649886251312018e-05,-0.000594779336485765,8.94405959493578e-05,0.1353398478467678,-0.005363396860021943,0.04469591954398746,0.038026188605934916,0.1451069141526916,0.006433839239591153,-0.08102846090587362,-0.04454297894842837,-0.00018584907142585606,-0.056181571326124946,0.0505545182834967,2.4208056426689865e-05,0.03886250562517234,-0.008195011806982887,0.10435300550203375,0.0008318858117296493,3.652238230854073e-05,0.0001041857091779513,0.021125772955848172,-0.005203621611799103,-0.005942167435109757,0.00011738998012561813,0.0690230813151059,-0.20834318834283105,-0.0194636779786157,0.0005067543922178208,0.0012785656505387918,0.013430141032912513,-0.06978442031115431,-0.06569092670373802,-0.023552312574171265,-0.006888806941235789,0.010635965019887549,0.0038709887061912796,-0.03410094289337102,0.002362661989439533,-0.006542941607546267,-0.027089453789122225,-0.2954382791952021,-0.009823626396326827,0.004434108132026126,-0.0623711620603175,-0.008741136225613164,0
TCGA-CR-7394,-0.2092883445081992,-0.004812489819861925,0.05183805043432018,-0.07433007000415617,4.967897092488755e-05,-0.0004059324729650769,0.0007237682626427984,0.05758554363334999,-0.0019130848169236388,0.03774757102862271,0.017356249208451826,0.008489307925571364,0.0032047205329357674,-0.01702963467333962,-0.019616805815383474,-0.0005987371040442637,-0.018333261512972796,0.01635899601867997,2.8414165830199012e-05,0.029089758681112226,-0.008474425428018156,0.05644387747149082,0.0012564584017205674,0.04126005172448562,0.0019660926815933217,0.016707076035145808,-0.001909042211095881,-0.004837233742013894,0.0011253855103299179,0.08498453402004247,-0.06127192708824771,-0.016333817006214925,0.0024778460348743106,0.00024233086253596208,0.008445402145312631,-0.019092746297622455,-0.03414171094710433,-0.028038412045559045,-0.010805647898904945,0.005472110665088453,0.007624460756609205,-0.03365802917605133,0.002034637666443304,-0.006818883225107124,-0.008260661973983226,-0.015137080832201508,-0.010516456024347287,0.004986009794214028,-0.06857831745561319,-0.04323813980208315,1
TCGA-CQ-5330,-0.2515936475073046,-0.026089845153677963,0.07945932859786116,-0.1593886395049059,0.00010659024822478968,-0.000987039286468528,0.0004529045096014869,0.1081595940549495,-0.0025648991720590058,0.03599521421282429,0.04432450025138057,0.03076330564366491,0.006619276129906622,-0.017327056664689894,-0.013496881074108643,-0.0008355374554146544,-0.05797551482810159,0.02415594263361384,0.0002521346646045923,0.04345585292806637,-0.009825165529509669,0.11497548587064463,0.013146563094858253,0.003753589788582358,0.00479267091534606,0.017706565222216995,-0.008039116913939656,-0.009742355950308475,0.0007132342994926992,0.09589504450648867,-0.1029889321709844,-0.020883442556986053,0.13079403247686516,0.0020336573929672424,0.018560606049172458,-0.03619550560943083,-0.08388977997363013,-0.034064951292952846,-0.005595633459412291,0.013704188462923511,0.06192783583059761,-0.0834083493971365,0.004569344623219714,-0.01591819758521898,-0.02062016581419328,-0.2578029194983353,-0.01636057462750065,0.007300061218092749,-0.16892791761379353,-0.04736993373946244,1
TCGA-CQ-A4CH,-0.3513990626429325,-0.009001692339225474,0.06268864192591,-0.1296230057722324,5.933929704981308e-05,-0.0007277971123520065,0.0003188244602430328,0.10850782815278691,-0.02330321929659618,0.044466384101529075,0.03717185464479244,0.009786114191199001,0.0076291423882728915,-0.023620293427605587,-0.032529894534417014,-0.0010638206569232667,-0.03284551957764933,0.02827305746535446,0.00033596273610136685,0.009135415379351981,-0.028217727182608794,0.2087763867869741,0.006783491297358783,0.017427289382519813,0.0009203401429465259,0.024066883677374206,-0.003639049372214259,-0.0051823345396650585,0.00018796451915242113,0.086823485991004,-0.10320420910110738,-0.025343062895448413,0.002615314089240401,0.0005660663112067756,0.019234843108211122,-0.03417259890374548,-0.06722568724997359,-0.054855579023129576,-0.032428983207249885,0.029358181102628837,0.009053537093543859,-0.06877211053107048,0.004200214591667297,-0.010550308399275237,-0.022852738624409133,-0.04030539964070769,-0.010420018037331816,0.005837990055309287,-0.13455602700526706,-0.052246840905828845,0
TCGA-QK-A8Z8,-0.0654467129633206,-0.005133617131488095,0.06440235224515217,-0.1701027841817428,4.040683254300773e-05,-0.00037849022355000624,0.0005774793585606167,0.04940257934998011,-0.008527153450958268,0.020553601891330223,0.024714767118343254,0.016958888050012822,0.005344323665852623,-0.022798885472263747,-0.015185490898780967,-0.0011650192704052804,-0.0147501377766294,0.03705605339487858,9.312344803658234e-07,0.010509529129735205,-0.0042138028620091325,0.03171857074788347,0.0013034932403794529,0.04397361021899183,6.916167641612575e-05,0.03724452508455384,-0.0034663042501636657,-0.010052728075472889,3.185978092225455e-05,0.08585257188288709,-0.09029255952502979,-0.0644233208002421,9.28274418708806e-06,0.0003419079187588755,0.009924913923947993,-0.031246574388783324,-0.08339602907811439,-0.028673293566978564,-0.005469839293690933,0.01604340808566995,0.00031703240318083065,-0.06052731845249003,0.0041752614190374675,-0.0036866048143539584,-0.021952710499262115,-0.012007606462782911,-0.01835129836628717,0.00897559079471432,-0.07236386708387388,-0.0613527003781055,0
TCGA-CV-7413,-0.20426426491480137,-0.01771629902787858,0.06696837865708892,-0.14353376141629462,7.411021268938816e-05,-0.0006934242569203488,0.0004378833242520807,0.0726239691196505,-0.005096451679917725,0.04303970520162348,0.03412390892917746,0.03107075526616123,0.005117645535258428,-0.02495174285223152,-0.018083189736876042,-0.0006554126114389933,-0.029124391095367262,0.023248287633344956,0.0019309714579211774,0.0166903569698143,-0.0053062626220066,0.10918459752277365,0.0028833068680729837,0.021700252366852305,0.0019301472706802524,0.01896115357935009,-0.003906406370021607,-0.008894567382876258,0.00013307510238149501,0.07069067710853184,-0.08131133254723094,-0.029740879390808484,2.974650159727545e-05,0.0010513051691119848,0.009146092816576626,-0.05630049729165139,-0.030673173523835535,-0.026169130851342984,-0.007107193021857625,0.008603684610600083,0.00047350838505295863,-0.08081982313027572,0.0038868792840813285,-0.005313755021420009,-0.020284877700140234,-0.03534512255842999,-0.0163381735022079,0.00669231917249286,-0.08270756884482033,-0.08466291647010281,0
TCGA-CR-6493,-0.3679578661164993,-0.039343144845772324,0.08245293237163431,-0.13613102559952447,0.00011947530009167454,-0.0009919371968008506,0.00034466026289005266,0.14730414698753277,-0.004259118082555388,0.06296035029137825,0.022677611343816746,0.01913837744764955,0.006617211335194352,-0.020809501175202146,-0.14993670695545225,-0.0016357163446328558,-0.06639394616463169,0.03795612615335687,2.3804858157099802e-05,0.004195940361268686,-0.021564195863335002,0.24138763713797076,0.0335094918856556,0.01781404505786175,0.0035386869145182342,0.014317377318390024,-0.009846706865005987,-0.006692738038355456,1.5287594037637515e-05,0.06496244021751935,-0.10492697634556877,-0.036222228776565675,0.0005844582620985018,0.0022902290081645124,0.024508007647352854,-0.03750675018199358,-0.03868963662940091,-0.03419571517534183,-0.004637714040180141,0.03247730755556033,0.00024567793616385805,-0.11417472143614073,0.005383369517309044,-0.015253085272868925,-0.021019315290919157,-0.03315104370657209,-0.021424522066595387,0.008734943148291449,-0.1232170161474895,-0.07316070264017989,0
TCGA-CN-4734,-0.3254166972436483,-0.0060695432812690455,0.0558155895284629,-0.10350947404387832,7.402574705592893e-05,-0.0008634033589250452,0.00039920118760190283,0.09349091634598268,-0.003302445253274632,0.045716160850315296,0.020321261803053745,0.012755531445356847,0.004768851957171478,-0.027440630759384594,-0.011177011465661418,-0.0003105258017421669,-0.0151964547697255,0.017365747886255258,2.3884851400966367e-06,0.013244166929170659,-0.016294555080793974,0.13688500559089167,0.0008528130143191171,0.038196532492037874,0.0001918799157501013,0.024220405734570124,-0.005517939197484382,-0.006771533165506901,0.00037971047228631537,0.09478623245258123,-0.08351582422777576,-0.025521375905444607,7.947697832091127e-06,0.002834934190379326,0.015427265266816837,-0.03051554347909604,-0.057552985203244166,-0.030781372316943962,-0.03492717179097248,0.007286995894723696,0.01627648260959411,-0.046535741404548726,0.004583190414284134,-0.01335119642967588,-0.009982301322761305,-0.016837809364794155,-0.01603190402408248,0.007466860584426572,-0.08624990438179159,-0.07537040957900623,1
TCGA-UF-A71B,-0.23458306664277295,-0.03385468071776212,0.11302738781559714,-0.28979998107261246,7.907538623536655e-05,-0.0007859487906870384,0.0007016725151445367,0.14349080598790703,-0.004845051292582448,0.0695620580613484,0.03052664123920769,0.027105541403716252,0.005666326351707527,-0.03249585075439511,-0.010812429303085317,-0.002965586626971476,-0.02137430648407251,0.03867240537083107,0.0002527394620089774,0.02481064143685299,-0.032824329758305744,0.1425327396755154,0.003354136138782339,0.0174195410306228,0.00043122830081110175,0.010925460339126305,-0.002275937143041982,-0.005463954829371203,0.00014274197905360178,0.07698207545162761,-0.16522408741000782,-0.022766155194678537,0.0,0.0005235749063561663,0.024870683931749196,-0.03893259454927879,-0.04843420767000388,-0.02955477059906965,-0.008852823526440177,0.026659004481335454,0.0007564425073768471,-0.06746079710670658,0.006865448064872785,-0.010316136281397301,-0.020667343635268145,-0.028238517994450565,-0.012884621166828557,0.006726561090155288,-0.07240643670040102,-0.02704726570809737,1
TCGA-RS-A6TO,-0.2518727843483847,-0.009901674241565267,0.06110143581330482,-0.3491668390867523,5.5928055045573464e-05,-0.0005756920095287727,0.0004286458386437023,0.08162774141298827,-0.005879083819980384,0.02033613138671459,0.031265786621924876,0.02141376175829743,0.008423172898555098,-0.033096554150181215,-0.02654997257458757,-0.0006551021530235737,-0.01403464297572178,0.053554320030768245,0.00032381345918442063,0.019787961282761828,-0.02690674596859293,0.08860367260058748,0.0024978520154479646,0.00471816225865643,0.0021507765173520653,0.011149845846645851,-0.01588743584133839,-0.01044456373443573,0.0002234851108758635,0.0420615313630225,-0.09049477710617912,-0.041046534554676634,0.00031730297040403707,0.001946632975868278,0.015657974354459144,-0.03380074719485838,-0.07624389263017947,-0.028075671574853137,-0.024744839500504833,0.018482949675440806,0.0007344436165014006,-0.06715366212584867,0.0038260943986460497,-0.01003555636428733,-0.02361772369473382,-0.05109055032603153,-0.011958254651860855,0.005886637066950818,-0.04760031552123487,-0.1128031625586772,0
TCGA-F7-8298,-0.28433832317167373,-0.13041691107036454,0.10042108249420374,-0.10753842056571855,0.00011751188937222481,-0.0010721935115516267,0.00042038776506754657,0.07897765927399139,-0.006109194814743551,0.10196078970910939,0.10003235555031077,0.04306917671965855,0.0062598017200052045,-0.03053253857447387,-0.17382981018380153,-0.009313102665899771,-0.04766941117533536,0.04066819698915881,9.290043656883314e-05,0.022312735669543143,-0.010746238227690268,0.24504558896855294,0.005304715795056474,0.0031162391745007977,0.001336569807017132,0.01598928293976582,-0.003513534807077478,-0.011014463842859985,0.0001105536393714218,0.12413707538376974,-0.09871359561220794,-0.037761456498441544,0.0015169672809645638,0.0006551972631472303,0.015124501407188845,-0.029802686098051607,-0.05408903301370479,-0.03164521506799509,-0.008703226204047235,0.016305102240406176,0.011222556769698775,-0.12477580136263017,0.0036106417084624115,-0.010244689105722328,-0.018943661403845416,-0.0844725878354906,-0.02033417976038921,0.006968144608925846,-0.04234056052779855,-0.051217839864696815,1
TCGA-CQ-A4CI,-0.16087802954118127,-0.022736931798517435,0.08147976190787289,-0.1794795720389285,0.00017245533568061906,-0.00039093798305673806,0.001377847184432604,0.08769435117749157,-0.007869810469854004,0.05973154670707287,0.020777692707104327,0.021802298082179827,0.009758121754546384,-0.025997262002643958,-0.04006398278587968,-0.002126433173346219,-0.007700525353011019,0.05427714423935609,1.9627433199623614e-05,0.058274843042662665,-0.02056139273878534,0.13989479103545818,0.004281953960878247,0.008857300692888224,3.5268956067852316e-05,0.0070119661628330245,-0.01177270804008317,-0.007292423866732198,2.9541820148792308e-05,0.09031486810829208,-0.12412966379777711,-0.030217699788909987,4.5016094282552886e-05,0.0015189775464040812,0.015239754914466958,-0.035978272899781616,-0.08335938760681405,-0.07596886195195797,-0.03218358212017379,0.024867697140030096,0.0020058730628560403,-0.09634090481360284,0.008474358552629405,-0.015835687941100674,-0.016194047764285395,-0.04236081320596324,-0.016134239097577104,0.026223968951906453,-0.052181912211518786,-0.0964079236903606,1
TCGA-CV-6960,-0.2310563557865091,-0.02992692283858132,0.09093946535972634,-0.10215971433463569,9.746657332834162e-05,-0.0005895675161870116,0.000662904232645787,0.10391287303548602,-0.036705725777462436,0.03394492883817138,0.04684345480577685,0.07234614829398353,0.0031259681856051157,-0.020935274158410597,-0.04657825780192322,-0.002583100655847534,-0.02240574894374054,0.029304072506659663,3.1282206427212885e-06,0.004774533902968211,-0.07482543950866581,0.2254413605533024,0.016314452813770298,0.015804223810524588,0.004757681871627953,0.025078214276509924,-0.00271647752432181,-0.006366854363604768,1.8757931739056128e-05,0.03776762072448418,-0.09788375675545577,-0.01958873493484691,8.218879122949878e-06,0.0005741966699956783,0.011884205585623765,-0.030458416388663263,-0.07269476012946395,-0.09820580885328904,-0.004111148017220895,0.036492560720963865,0.0006985002673774854,-0.07571605895007584,0.00276675449130905,-0.019183994533260244,-0.010124345506647066,-0.021208750353403073,-0.00958713539233426,0.006944808968360972,-0.12757422853206987,-0.032955183523049596,1
TCGA-D6-6826,-0.29138626565500064,-0.059281313527367,0.07768447115044619,-0.16601808565455875,8.029160624635112e-05,-0.0006958800735065415,0.0006849403407104223,0.06308640311192898,-0.004830900443610066,0.07044973586312897,0.02690846185572652,0.019387088654751566,0.005276396018866411,-0.0243303271125151,-0.10793898475064376,-0.001001027434086706,-0.0423469974095419,0.025914567794525112,1.4918739981114429e-05,0.031013026329147368,-0.01115136978527975,0.1875813595278774,0.012308657488274689,0.012761808129474745,0.00041779250802334843,0.011595332720057671,-0.012805602559184141,-0.007323643896284601,0.0004179958588269773,0.11280239581917197,-0.13290650276741411,-0.020361758144126153,0.0005216485031157554,0.000411805919030107,0.029186358831314246,-0.03347769904268332,-0.03095905375719482,-0.037581757856909474,-0.005469602838492209,0.016271006128092774,0.005026001441316338,-0.036963159970808214,0.003164958614471777,-0.012779308977514808,-0.019346949845929464,-0.020541542263749844,-0.020589694163392517,0.008058576580673913,-0.08771996242710399,-0.07041644011864671,0
TCGA-UF-A7JF,-0.13987932694826222,-0.0022175376108648863,0.05526649956228936,-0.1485508319190606,6.910608034806486e-05,-0.00029583469892829553,0.000757939007469315,0.07614973402253784,-0.005159608817017698,0.04582007012748601,0.05294172784654562,0.02495060051049305,0.007127487291489132,-0.015073862513357923,-0.1106094433707641,-0.0007508292377656176,-0.01206629059818235,0.03371184802809778,0.0011985727093804489,0.003700269425403827,-0.023680542857391844,0.03791297662852704,0.0012688826987248011,0.012964199753397765,0.00019876109434799577,0.007896371626402127,-0.006091279801778424,-0.010246097297621735,4.153017943904116e-05,0.030663374966235456,-0.04772941898949779,-0.03318472247061517,9.950267364586528e-06,0.0013627188317921633,0.00517932628847584,-0.03643569283941023,-0.03628907487900516,-0.01936056812460492,-0.01427036681201324,0.020064968475331672,0.0011094892238457071,-0.05614065110887538,0.003303728742826077,-0.01593706083017674,-0.027422230859924554,-0.03774666455244762,-0.010938030821938033,0.010185637039397146,-0.0537060284260829,-0.08455398754362825,1
TCGA-P3-A5QE,-0.20122746190362312,-0.009699180508830799,0.053708913946847944,-0.1576011187909032,4.586706283194734e-05,-0.0006668396850091871,0.00014240703961346718,0.06388900215507282,-0.004129151264953982,0.12748167732202423,0.029418230201901718,0.007621803828516862,0.005516496520692574,-0.060005840612862155,-0.07501782841279486,-0.0006007105606384027,-0.004906827531470959,0.04194356038730453,1.0653645660410743e-06,0.019432962120134036,-0.006359701045001006,0.07899856020596095,0.0043061118304227215,0.028691640900902694,0.0002568079178763361,0.06397956568426365,-0.01140055747716581,-0.0069231433006083105,0.0003854340568652037,0.12411956453351063,-0.09396525311229664,-0.01950181569095548,1.0638650641381822e-05,0.0006898324473047473,0.007448625007287571,-0.02067030074751652,-0.05394543642083041,-0.017120967028549886,-0.009212806861898114,0.008980763867942066,0.19777588351380399,-0.03460815212549095,0.0038838020474082882,-0.004924534719148999,-0.02022835794697161,-0.011130244041033407,-0.015989604412276884,0.00750105968439989,-0.0774643077901504,-0.033728595305977764,1
TCGA-CN-6022,-0.4222510949863307,-0.023799979989533683,0.08063928030085067,-0.1015291188956376,9.5003973872485e-05,-0.0010251539029572391,0.0002403363149490034,0.10123040471230117,-0.007754751170116185,0.05811250745443688,0.03627520769745368,0.039049019200557915,0.010908542744285874,-0.057354660589781385,-0.05890004680478599,-0.0013838298802620252,-0.04850097368822634,0.03290440600112686,0.002082881860074042,0.02346023196800138,-0.014885489487930198,0.2423475535160526,0.01920367018485163,0.0014446198597137293,0.001125282635018054,0.04478768959171885,-0.006293448042648759,-0.009721638874348135,0.00019032532903615502,0.0993953383957836,-0.07219991673557953,-0.03097511628708292,0.0259375726262706,0.0009252737866433694,0.009564518820167924,-0.04742079887225418,-0.08257383809255257,-0.03385049568159603,-0.009215486687483657,0.014038155987394794,0.06000098136448289,-0.06443240943639873,0.0025513686204459447,-0.020699689130572616,-0.017515101234478074,-0.18470851020239126,-0.019527583183289298,0.007039515579859251,-0.08189011779867542,-0.07297672102716601,0
