,MME,TNFRSF1A,RBP1,TRMT112,POLR2L,NQO1,RNASE7,SPINK6,PLA2G4A,PSMB7,TPI1,FXYD5,CCL19,F3,TMBIM6,MSMO1,TOMM22,ARL4D,GAPDH,HSP90AA1,ALDH3A1,FTH1,HSP90AB1,PSMB3,APRT,KIAA1522,CAMK2N1,CDKN2A,CALML5,LYPLA2,SERPINE1,SOD1,TMEM230,RAN,CHGB,TCEAL9,F2RL1,IL1A,RPS21,KLF3,USP14,PGK1,class
TCGA-D6-6826,-0.003519550561509138,0.004294957673454428,-0.0026533011968145263,0.025710364802468466,0.007939289810260952,-0.0020573856214574026,-0.14631555223938159,0.002940088095676619,0.012328994955011996,-0.047668684655421414,0.038894872371543696,-0.023070936122924674,0.0012259317598105415,-0.08129310205120012,-0.18959599106492891,-0.020337693091059362,0.014490123704999962,-0.019386487880244815,-0.09766485638379477,-0.001260160929896718,0.00018691451207162856,-0.07547508583765537,0.049132589401454256,-0.014857784031625172,-0.019281413772679216,0.04839044564881766,-0.02746598011540136,0.0012553579724000482,6.452455154164899e-05,-0.02326351520243737,0.04347012942501571,-0.029035918736140084,-0.013934347523466867,0.002769536429927934,-5.6061770268134877e-05,-0.08108489431690472,0.01001107655887102,-0.005218353726493139,-0.01395970525705451,0.0036565127926426783,-0.008651396808924574,-0.11345709386886677,0
TCGA-UF-A7JF,-0.004532767454031279,0.005207028667929156,-0.03250833706075094,0.03580141709981109,0.009550779739476467,-0.024857993658953033,-0.007047708766325051,0.0032088002517244845,0.011778242624388055,-0.08608903784321238,0.11499683241376175,-0.008479598639990333,0.000327979871377296,-0.00383439809436469,-0.06354283903606915,-0.007267273995422129,0.01610815518510274,-0.05613294241859259,-0.14953659812540734,-0.000810108275366174,0.04685083697526036,-0.09554554956342011,0.05676730877060818,-0.028961764149070493,-0.07030576209143906,0.0466147459370395,-0.00465895625769684,0.0003034436053276466,0.028920171504302743,-0.042092587270415864,0.003026276798248684,-0.11725568116630199,-0.011378817214958942,0.0009751415612053309,-1.0593095998099007e-05,-0.06404497189099019,0.0012327252605313498,-0.0017262048578079738,-0.045969227494265553,0.0011009903418056862,-0.003245335224246262,-0.041727509265517986,1
TCGA-P3-A5QE,-8.974949352026712e-05,0.0029291879227580863,-0.0075064085127884116,0.021329550921842126,0.005598560669001929,-0.0003209845845582521,-0.0468956359988637,0.0006388861617720671,0.012632113546714422,-0.049066849623640135,0.039981891795937786,-0.005936607100120096,0.044460095769015884,-0.0043045952295947786,-0.07350623485582379,-0.004329556920839995,0.012903122998159652,-0.007701377569816629,-0.09163869378669656,-0.0007701379502067227,0.0015546723916844566,-0.03318821119914316,0.044647571481271325,-0.022261356607468006,-0.011811729767210661,0.1535614207326469,-0.0035359476444865316,0.15012054515281545,0.02777063805328708,-0.022598238950708848,0.0019011321767226908,-0.07422355675538811,-0.01019227337853197,0.0019179468474370522,-1.2932736561588918e-05,-0.11612711991863689,0.000531541998029794,-0.0020077819920915944,-0.02902003447472101,0.004725790620369086,-0.006897486252167322,-0.03992249807682784,1
TCGA-CN-6022,-0.022136736204627583,0.006451747481788241,-0.015145835186337277,0.027895292887438167,0.008751047302334591,-0.010764310896658353,-0.14831476148474848,0.0003052076813321842,0.015498148240863955,-0.05621846878756517,0.10390558064501357,-0.0175333627243896,0.0007870953251123568,-0.004247590342021949,-0.11959554451138552,-0.00898473374025137,0.015878905249556853,-0.009362198908109298,-0.21196433846908525,-0.0010642761387409919,0.00013819755287640008,-0.05100496326762416,0.12481791042861876,-0.030213666674821536,-0.03773534595914545,0.07631478389589745,-0.01835787379012282,0.00045989081152436335,0.00023112386308255095,-0.058815057448139765,0.03195083148244631,-0.03526115153313031,-0.015413889748982022,0.0031143159633812124,-0.010720063811316823,-0.07202591120270527,0.00638174866233945,-0.0033108292722999746,-0.027012288506270573,0.001462147226272847,-0.008101324175708692,-0.0670385082994291,0
TCGA-CQ-5329,-0.0010016574194806481,0.006257247016032919,-0.018966689795727264,0.03699368671745785,0.009123716293427227,-0.004552112231424125,-0.055999900552960426,0.004209674841071772,0.010338801695363822,-0.0484553888073528,0.09477944555601356,-0.011363827842159344,0.0003063886912855115,-0.00956108210776335,-0.10023190585939823,-0.006851181556862729,0.01862037665062646,-0.033221691318704054,-0.16744352297313764,-0.001069900973368499,0.002496729362931017,-0.04506879448294892,0.06042210550788312,-0.029679173998429557,-0.05327142888186135,0.0419411218189918,-0.008920917242457808,0.13386980970467918,0.0016146834902664282,-0.03547176764566013,0.02693175958506736,-0.030648436148623972,-0.02841231578283949,0.004466359542002142,-0.0015381493978593084,-0.10264416655591203,0.009591566094613547,-0.0015818528478824308,-0.04178920357911341,0.001913558677036703,-0.005865691826080028,-0.06700561183690763,1
TCGA-HD-A634,-2.964386875892176e-05,0.0007915184147261379,-0.013057079306432427,0.03464807726448697,0.011318435196037313,-0.003364847184324688,-5.324354519447853e-05,0.0,0.00017809148216423235,-0.10598673771096709,0.09472139713883765,-0.0011783400420172176,1.8630124880010676e-05,-0.0002733663920854399,-0.09075899659846297,-0.004013744500945957,0.02522693757495722,-0.006429013906830105,-0.118198389180922,-0.0009026397735208775,2.679182364862348e-05,-0.021735220842062832,0.06987447232017809,-0.04122888552681534,-0.04436464643436256,0.017389590828732752,-0.0014323468599160734,0.10425577846255217,0.0,-0.03825993595456517,0.001158508099462429,-0.1437805001908252,-0.025910913102321752,0.0033417211555073845,-0.5748687122074154,-0.14836663918588006,0.0011813967878260701,-5.084045513105712e-05,-0.12790161476652065,0.0008564435732662511,-0.004873706515708718,-0.06975622000808139,0
TCGA-CV-6953,-0.00022130211281951647,0.003649983929301367,-0.0038844884394238525,0.01685104211690269,0.00762628486641013,-0.0017481804275117374,-0.04951315738197291,0.04743871390255481,0.013029444673675708,-0.023855123932558557,0.047187795092064194,-0.011766759058372362,6.410922442747092e-05,-0.011223298357099499,-0.05711647571595241,-0.015202259322688703,0.010285050005159438,-0.045427080391566066,-0.11183255782942962,-0.00031342531891792797,0.0007553200090682702,-0.010715349794800285,0.029480214091181598,-0.012559767813406345,-0.025415782676353773,0.05363503899984665,-0.003768664670562247,0.01126943313930773,0.007766259525829078,-0.028273898368867477,0.0023213609741109054,-0.021219825465237797,-0.004250073802431307,0.0013146324587426676,-1.0911685351425293e-05,-0.0697300090431481,0.0038100748792038457,-0.002369839807417656,-0.02599588648076206,0.002854510823848398,-0.00469528282889143,-0.05301797014850724,1
TCGA-CV-5430,-0.00021828501765459862,0.009567553522349231,-0.00997212484599735,0.012734375680186899,0.004781080642748545,-0.0001600757722143429,-0.0028381290470691207,0.00015779578488504153,0.006401145960340017,-0.03417894358721216,0.07815179975169995,-0.004782848751239119,0.0012750911325538467,-0.0006711602507207718,-0.07574843207345923,-0.003964494322025816,0.015831824485989025,-0.023799095138913925,-0.12108877941736947,-0.0009378374890729851,0.0006040019743303013,-0.03376247257873245,0.10122471233834722,-0.028287874278939217,-0.016085871827213032,0.15525962828595052,-0.0035764822004167775,0.0007008136931860357,0.028906699866267378,-0.03040604512957065,0.0014313667434421977,-0.0767646658853204,-0.00791401895103603,0.0011105274107172949,-4.790787400644025e-05,-0.15354543821393443,0.0023031216247076315,-1.329650310160632e-05,-0.03381511716453392,0.004330604938363387,-0.006066335367992233,-0.049322532944665765,1
TCGA-T2-A6WZ,-5.5961662727602765e-05,0.0020621601031473934,-0.015904119411453522,0.029784539521129628,0.01580714736954462,-0.005908017109630885,-0.04716538421080777,0.04227910093004971,0.002787089802944479,-0.10893128597760268,0.05153151390886968,-0.01679398026735079,0.0008467227051556286,-0.0029496462496774053,-0.029117177612824223,-0.004740706931781917,0.021090530747037473,-0.04689771457648081,-0.06087267308915561,-0.00048502986580165443,0.0013316788307741975,-0.05821877919103277,0.03169853472180718,-0.03138735948447764,-0.05422701521839651,0.04451481552953343,-0.0026171643767343026,0.10099917574471381,0.00161064641364192,-0.029997917425832722,0.0040421089047825345,-0.054254307913745005,-0.006285340017972389,0.0016186225129198742,-7.097573437072163e-05,-0.07073814556833827,0.001995917026273434,-0.0006597431143170184,-0.047993627748651436,0.0006169720590246137,-0.0038351353254166233,-0.03419785535539215,0
TCGA-BB-A5HZ,-0.000611616080690666,0.002738311620497572,-0.01098002619986714,0.024542342178630834,0.006848067169258706,-0.004074033548773819,-0.046265587380729035,0.0036192051229800293,0.01745203429818905,-0.03577274105359948,0.06318402588185766,-0.005050819976276466,0.0001402054152561275,-0.008079867623207492,-0.04442567449550867,-0.004662779066196769,0.012122910516061881,-0.058106610846367215,-0.08974455654792503,-0.000554610552274389,0.0008199390651207021,-0.021232583141757844,0.06508405249579513,-0.01665166986032988,-0.027145726363107737,0.06848987690119082,-0.001681680536248908,0.015514590276227376,0.1114532977744758,-0.035817355273780445,0.004301149923916405,-0.030957626671040874,-0.006169245487228956,0.0021896367711641404,-1.3669474441155956e-05,-0.06734410480189232,0.003954108665678336,-0.005136740361809175,-0.034595050303809154,0.0023353100733888477,-0.011388917948516049,-0.047724523412470916,1
TCGA-CN-5358,-0.0028313984100987793,0.003340639841113186,-0.011254309950013128,0.012398547678463823,0.004758433548021754,-0.0025881896488936726,-0.1834672377934966,0.0003913707211929595,0.010496598382383357,-0.02967638145875988,0.028336997003300186,-0.010442997275388527,0.0025242519861858005,-0.010083689035344783,-0.07087258571705359,-0.005095816970873231,0.008789609087574046,-0.02276641371673629,-0.06464530524298605,-0.00043464832156364815,0.0005506414025400691,-0.0169682329628876,0.0268693731210129,-0.015566391693404725,-0.016820861398560746,0.033989170519248414,-0.00526168748065962,0.008595727121880756,0.00150486159821091,-0.023479655025872362,0.008271347445885518,-0.01920139453971841,-0.00780473799555395,0.0011117601696780705,-0.0001119841576941895,-0.058225780692526805,0.005034172869719122,-0.002947378155857348,-0.009848871493612433,0.0016954434751530233,-0.0026768101969305617,-0.033787002203891234,0
TCGA-CN-6023,-0.000332625654296154,0.003390223602785078,-0.0028109481467260204,0.02439540553209926,0.004166380493206196,-0.018414987003186105,-0.0013641034446241309,0.0,0.0034571904242817215,-0.05191052237489837,0.08733014728129564,-0.011375212687520076,0.0022166353171208693,-0.009957262863041211,-0.14651218383638429,-0.004318163222731604,0.016718708221196945,-0.021359575963610707,-0.21233165991477027,-0.0013549355919404797,0.10709789079644409,-0.045722749815544673,0.11397350865396348,-0.03944643903511637,-0.020704671509817456,0.07799449457720338,-0.0013041133165176987,0.009147945048586268,2.174690931792437e-06,-0.026671606994002815,0.0022600635784089237,-0.09048251932802832,-0.015359556981091494,0.0022564480002566605,-3.382025103904354e-05,-0.09569570395500375,0.0016596332304385677,-0.0005226633343200208,-0.026241714779296897,0.0020135747236259905,-0.0070865008200482246,-0.07369376514571596,1
TCGA-CV-6441,-0.00020694364787803997,0.003678866491240122,-0.0027202390425972805,0.01710613517456324,0.010397013290510414,-0.006679056703700314,-0.0,1.906989494533235e-05,0.011037296410825523,-0.031667241364896896,0.03147762852402271,-0.02003822528891882,0.0007805528205498775,-0.016844507261721917,-0.14449508685880155,-0.003998878529814721,0.016905201742894584,-0.11189570801075428,-0.09679298586461527,-0.0005315486875889156,0.003065244121400482,-0.03075923424950177,0.029136673834045376,-0.016696164743201937,-0.018294403018341423,0.10653891612001623,-0.015088715696986704,0.0001209703304420709,0.008748954939833133,-0.04444264452487163,0.0005448297366083022,-0.06489840630455113,-0.012906347524304052,0.002353129217368824,-0.03707248084921931,-0.09435595598623849,0.005635310071157087,-0.00018472767105880356,-0.05543860458622232,0.0026396822403866402,-0.014045362860934418,-0.04938360846369682,0
TCGA-CN-A63W,-0.0004393690272091813,0.003654161822894693,-0.048969422730087114,0.03143769915118081,0.005400895721490165,-0.002894692541931233,-0.056226233329306846,0.005983872096201241,0.028539509124532878,-0.08987505380416813,0.08277174272552724,-0.012964595220710778,0.00016180208556153082,-0.0143380595528334,-0.07290104422094812,-0.015633952809676655,0.012939250326448765,-0.042260721297490256,-0.17473465961601153,-0.001008158920435442,0.005161143218716707,-0.021653860202091996,0.04149186895268507,-0.023171229269073612,-0.035282712875304316,0.07052195299405274,-0.01619489785374978,0.00037963164998106627,0.009078989632875073,-0.03546532240570407,0.014302977371480433,-0.07274627300348567,-0.01002635915770553,0.002404811271766809,-1.315176674200074e-05,-0.10533762508054045,0.00290467505408497,-0.010077812130482349,-0.05361190690536448,0.0025603115233946497,-0.009162231860754995,-0.11212278889998127,0
TCGA-CQ-A4C6,-0.0006673596401533349,0.005272928086953913,-0.030594870565996857,0.01442341977346163,0.007600163375931351,-0.006529185673073158,-0.0688321674560684,0.017237415658884484,0.0291987175851732,-0.12904393720880517,0.06951835576245478,-0.016031691364691285,0.000373241192451208,-0.02359160446950063,-0.07537255491131022,-0.01616561680909952,0.012090216531368806,-0.041448156218912624,-0.12458395809427143,-0.0019340911004057989,0.00020463763347589218,-0.016789327275318313,0.05766394300642976,-0.030821129836932436,-0.01410768607167429,0.06576796483477297,-0.014844501291692678,0.0264070089121261,0.0036723809552463233,-0.03681839783560099,0.031067337508816652,-0.028606244224750027,-0.012985414303035792,0.002140768606371569,-0.0006499521485374976,-0.0735999098725792,0.01095163818514093,-0.003699214464479687,-0.019648265602620056,0.0024471087588104675,-0.00670591727574795,-0.09475123120142177,1
TCGA-CV-A45U,-9.83463972130752e-05,0.005778826979562921,-0.010262335969772505,0.020383116047987666,0.005835029480039477,-0.007159842766771709,-0.016140236840029448,0.008178911728348273,0.003258711051582221,-0.04073066114509999,0.0935131182854246,-0.01249686782380727,3.13472896925052e-05,-0.003277793888850871,-0.07038096300560304,-0.005613001881952919,0.011542544767433197,-0.04104386343188234,-0.12075879150874885,-0.0011400754730647809,0.0078108705115303555,-0.02099389602438788,0.07806109871414871,-0.03348677590707775,-0.031173720513152463,0.05417909041647342,-0.018520053975081826,0.00033034205620719365,0.0010472771942544336,-0.03533507189714145,0.011046247160477665,-0.047511051347618835,-0.022359282049154165,0.001830439417999931,-0.0021820881723527722,-0.13148351283940277,0.008739802915318288,-0.002136737523491644,-0.03579858180754026,0.002742792627041193,-0.00631141862009427,-0.0660996034510554,1
TCGA-CV-7424,-0.0016232880750861921,0.0030655716460233377,-0.007173018190829355,0.021011709336048106,0.004353075408979569,-0.014818778161413334,-0.0006011368005828221,0.0,0.0024650728469559377,-0.03308879232792725,0.06515273393180906,-0.005662430621530276,0.0003485956235161291,-0.013800381998266819,-0.06246186081704002,-0.010642149276373573,0.018293555604512176,-0.04150540304951745,-0.14829966575298745,-0.0005582913186501611,0.015727965937452102,-0.04795049624433098,0.04069257156512055,-0.02717739590486411,-0.016007738039248775,0.04754226671576573,-0.004491237189318796,0.032105990969827324,6.349443478448414e-05,-0.01512678930537827,0.002650093088868439,-0.07571843809820072,-0.01603133154331078,0.001286530476244436,-0.0008895811218253218,-0.08399552767598828,0.0036446148135775933,-0.00020239452874186507,-0.017107963197429975,0.0025527098209221773,-0.003724106033737616,-0.058624740409426494,0
TCGA-CN-4722,-0.0005406779937709409,0.0024880283846174375,-0.003404132470375078,0.011576019225453999,0.006869316772530405,-0.004314985326737885,-0.10805586660139867,0.0511908542444696,0.022068634716654437,-0.02461166354045757,0.05140105159370497,-0.006804385313171633,0.0009227072616407015,-0.0013680915949214809,-0.08030184778107431,-0.020127277214702793,0.00859823285231941,-0.031360360987192325,-0.10035711926105188,-0.0003206311639010976,0.0023175314423775563,-0.004991552017531389,0.02711186315466049,-0.010881046861239963,-0.025383563922444296,0.03194555821937741,-0.002909802050706902,0.0020653648364538668,0.026286099187099666,-0.021052018802568174,0.0010403961467880388,-0.02323417578996642,-0.006886678330124314,0.0014903863577674433,-1.0613007832681899e-05,-0.04955407068668461,0.005311617170488224,-0.000915940116031271,-0.019270337490819953,0.0025977745018148693,-0.0035067130367512377,-0.04963554302064427,1
TCGA-CN-5359,-0.0041527225148840965,0.00784949514567406,-0.02718826638918368,0.017559622614425428,0.003684417175330229,-0.03635018860735889,-0.0937644593880506,0.0007865125275156894,0.01825004798617222,-0.06529353696945552,0.11266287622160984,-0.012820096575313949,0.0010733294422030197,-0.005680501699746085,-0.08570318839924758,-0.0037006982929865544,0.01506501273598929,-0.024433867562557395,-0.24465626181717298,-0.0013482431535350506,0.026227724874680634,-0.02904061682814481,0.0505094824132052,-0.021275729023116332,-0.05278518686591187,0.09081638021806468,-0.01195790380561251,0.010734372062352416,0.00763753253862064,-0.034999895810488624,0.005581027148631091,-0.056007903597317936,-0.015212559589646573,0.0015966120361785385,-0.00041550025224122554,-0.05974723097717417,0.0061693778160007975,-0.005153860925169554,-0.012382768207664098,0.003533870502223561,-0.00851966397772143,-0.09920048167556236,0
TCGA-CV-5435,-0.00034716587195840866,0.004795233436912975,-0.06248185089400328,0.03049021065129876,0.003335596679721232,-0.050580779483142595,-0.0008323359224577709,2.589716754994056e-05,0.06342076935022084,-0.03490405213267175,0.0969345645452432,-0.012717179966463647,0.00016212234802263123,-0.0019960900840933103,-0.12586587620348677,-0.0070146685510275265,0.01803966637963001,-0.08364889477644259,-0.24361011859172957,-0.0011525202434882792,0.011958599912123946,-0.04377119096082648,0.16213366454768208,-0.027097495888206095,-0.0232270015693365,0.10513918966958057,-0.007014282509167446,0.07251517023359134,2.1352848780659725e-05,-0.022768010820760298,0.041268103252107564,-0.08968529320166178,-0.019096077695867138,0.0026951417721939857,-0.0030524444178883113,-0.11500803743110126,0.01556411539392088,-0.0001352554576717112,-0.03312876792778584,0.0021991456957481093,-0.00643625804743332,-0.08263976927546571,1
TCGA-HD-7753,-0.0015689440115735152,0.006035176328672331,-0.027639264538906486,0.03557065940459424,0.004913143585254763,-0.002779672049895262,-0.09527627073224651,0.001960070645411995,0.01717656503748651,-0.029471580080855833,0.08454803732430831,-0.007697275144593918,9.486906126275771e-05,-0.02617041046803768,-0.1643224651430825,-0.011711870513292005,0.01541840952474835,-0.028793953652235693,-0.10574179361545609,-0.0008551474226634708,0.00032470233442494006,-0.03401115981788858,0.06853121187838149,-0.02702914041398304,-0.018636485066294,0.0626833680492636,-0.004809555140961489,0.0003839935609345063,0.0006655600719101659,-0.028103559884314396,0.026957428133669754,-0.029832528521762203,-0.011786312974137896,0.0033678582601860394,-0.00014441058031243052,-0.11135625485417248,0.004789979505470303,-0.012900414658289342,-0.021360455485963728,0.0017988624014961647,-0.007388830816930235,-0.0904766971466187,1
TCGA-D6-6516,-0.0007506023862697431,0.0025511729964020615,-0.00026970604893665533,0.022878639490716474,0.006165273834290864,-0.0031080930414637887,-0.10305832058068037,0.010384299504050457,0.0389900252885831,-0.053832740551031495,0.04223486114187384,-0.011359443138202844,0.00024154011809070027,-0.0006044381827634876,-0.10603776415396485,-0.00514326814482889,0.011538398618938328,-0.0805775878058837,-0.10247524023986991,-0.0008039752664658991,0.0034738911348835303,-0.029183776466346862,0.03875663322777296,-0.018484600930672158,-0.03158932679257048,0.046698906704628985,-0.004089374412772253,0.019979296931136835,0.027071420960219007,-0.020582460643278327,0.006090405548410051,-0.021967893103953105,-0.009184318478202554,0.0018320666905894513,-0.0001678567655337869,-0.014967987710752027,0.006897294263881108,-0.001445595015306716,-0.023968675592051375,0.001768401932529999,-0.0038255125535251234,-0.11659720932114875,1
TCGA-BB-7864,-0.00012168344656099399,0.003148351527101448,-0.0013555039878479077,0.028251520448572848,0.003943919738809415,-0.009337115053704867,-0.0070963722216103265,0.0784985506124753,0.04386180017260633,-0.09138374480126008,0.06917838478432577,-0.002215925104003973,0.00019709134863238014,-0.0023892502872675365,-0.10776720148724046,-0.009808339491544919,0.020653319982257466,-0.04355468206311625,-0.16292805308106337,-0.00170576815405332,0.019932834535771077,-0.0214182871577344,0.08543710855712579,-0.030689742283205732,-0.03147488221620694,0.11545810779730195,-0.006217228792920021,0.12436346097275192,0.0044959167898445535,-0.03486723719029406,0.002254653741601394,-0.04402827982583021,-0.010761477990580354,0.0027517302533978027,-2.608450330358966e-06,-0.04843951660577533,0.0049375890683330355,-0.0002502579304080318,-0.07143139495772634,0.004853061006117032,-0.006434193525463871,-0.06774379967932016,1
TCGA-CV-A6JE,-0.0007079995485193368,0.004286853833462601,-0.01903888632306454,0.04210235225553092,0.018764087387274715,-0.0026226490649850004,-0.017061216585938243,0.0009240588363247596,0.0005169587038463054,-0.10207597860606195,0.048927495366234176,-0.016713833349221954,6.812257058286025e-05,-0.004952362268278899,-0.05439936669848338,-0.0054407810088476505,0.023534346702436655,-0.077284755083875,-0.047634175496721706,-0.00047488602818538365,0.00034680046730351584,-0.022013645285477848,0.038651385564067234,-0.07910889287123783,-0.04841125934133592,0.062471773568805816,-0.004243540001268859,0.20984833723530194,0.002891357875705689,-0.052593889918535044,0.0029485413879971572,-0.08345870020440797,-0.008319170254211078,0.0016000772962392095,-0.0,-0.10319983978568653,0.0039472030657751195,-0.0006959188246025045,-0.10485739002048115,0.000812045159237323,-0.0025824253846323656,-0.029015369531529264,1
TCGA-DQ-5629,-0.0008382435482289833,0.004903756230271238,-0.004318045925861511,0.029667641412765285,0.005420844497735484,-0.027467974418553042,-0.00934023460296043,7.308041277550513e-05,0.09509964123562265,-0.038701413244428565,0.1687414992477055,-0.007264334775181545,0.00013295833327922745,-0.0030014647850212296,-0.08423665205085792,-0.009508901885655556,0.032425055284828315,-0.04265353155586194,-0.34886058415331417,-0.0020250569647745557,0.056374276364389395,-0.05417263342394415,0.08588883070750339,-0.0409394233088121,-0.03986466017670933,0.07985411167667633,-0.00224828313327386,0.055481617166344366,1.0816225950230805e-05,-0.026415827764391157,0.016862917784050063,-0.056684050647096015,-0.015544461295549577,0.0017190935217717151,-0.001052071647939019,-0.07621836666245875,0.007212719364117903,-0.003782160987785976,-0.029311180419059966,0.0029458027989531016,-0.004127096056587672,-0.10402309681223226,1
TCGA-CV-6941,-0.0015077478704875007,0.00485965993387567,-0.009031123505668913,0.026029545512955613,0.005255379852348068,-0.005458835776353156,-0.14216389157376913,0.0003287456866208465,0.0538649929849581,-0.036432133348192564,0.07324205637260281,-0.006846574199583484,0.00043395746486222115,-0.005514564135244345,-0.0655848840318449,-0.005187218029552597,0.015451911354993433,-0.026646016089151382,-0.1505494112696458,-0.0010777042621541765,0.03320139756094553,-0.028000823463299226,0.062054445580428885,-0.024382431321100424,-0.024134939774856486,0.07535182700450195,-0.006314117291515194,0.015991201746406593,0.06801304030468174,-0.027923211210232484,0.013701485229559933,-0.04418782706612329,-0.01126568255992044,0.0019235746266478796,-4.714126837499887e-05,-0.08606359437715745,0.008411067980747486,-0.0012479116486136675,-0.022712237729839206,0.003116657769406452,-0.008027631238968703,-0.08920860825879713,0
TCGA-BA-4076,-0.0005438950169287147,0.0037259556988181856,-0.007412181010209524,0.030305792108534062,0.005806002533017699,-0.02166493560378647,-0.23499429887596174,0.0011291987184077255,0.004517826209068496,-0.08114749329956623,0.09986272597071691,-0.01101023950302404,3.180480749407716e-05,-0.008226897816881807,-0.09953094702565261,-0.018725039893515795,0.014420245064751171,-0.04850725834094424,-0.23414287641885131,-0.0006869227312287127,0.0005212318561050466,-0.017024023116010457,0.04260560633452211,-0.03190521567565957,-0.024441902538570048,0.06675000270991345,-0.014098262634691142,0.00015077672195724462,0.0031466600506742663,-0.030869228875717133,0.012644470740328763,-0.056460340209993985,-0.006645507071572485,0.0026724845391918814,-0.00013684408317093125,-0.13479821214808296,0.011706439174014312,-0.01288524872599177,-0.029654190232057686,0.0018089950237330011,-0.0029326476256192197,-0.14735153068475643,0
TCGA-CV-6940,-0.0005225208969652003,0.004647426261715275,-0.04652036519384107,0.04799353564791448,0.004689420669603087,-0.02912965581944048,-0.048497522444607255,5.7495643897970164e-05,0.022064445424078698,-0.05311840633117542,0.0764032079400107,-0.013736576626853072,0.00033078354046532903,-0.003015828474279997,-0.10921544104429882,-0.006124557648466323,0.02108760824695226,-0.03620826800558716,-0.17424008421748555,-0.0014955290147224873,0.06238186821307064,-0.017095953816577664,0.06390999929055417,-0.02903700005836566,-0.02136040800141399,0.0809987273214807,-0.008426613858546535,0.002602316074822338,0.0012522409970228891,-0.029963566421671292,0.011109274576908723,-0.0949808078653603,-0.009887391528073986,0.002621087026787338,-0.0017662394630063463,-0.06410374683532798,0.003636015922739204,-0.0008396794333346852,-0.021417672335450173,0.002315353368603763,-0.008571207043162079,-0.09965459077587666,1
TCGA-CV-7100,-0.000421684487477464,0.0032799870147718984,-0.003178980191059838,0.0356975499662525,0.005920687973082335,-0.015132758097565051,-0.0006318615703903885,2.752355971491267e-05,0.003288687767346405,-0.10240785994356781,0.0711589096007523,-0.014259800871299558,0.0005522605879214952,-0.13887724154361353,-0.14406036645829598,-0.01609708052319455,0.024887868164664675,-0.06091058631035804,-0.16597555273648232,-0.0019295630209696336,0.0027767801754620403,-0.020503232154116334,0.10866894550466327,-0.03574144748845085,-0.027399456572267087,0.11420192680876415,-0.0065830888272428055,0.19122443143443071,5.236917380710389e-05,-0.06429896507537114,0.013055268952407186,-0.10083039160517987,-0.016656656570952673,0.0031299403949508193,-6.058175671845156e-05,-0.13899821495221368,0.007115511220822757,-0.00031068108962136235,-0.029877375038423155,0.003023098698329076,-0.009001875657161868,-0.08048455729828469,0
TCGA-UF-A7J9,-0.003580928455315931,0.002637073146585328,-0.010658653919925973,0.022789210432529506,0.004982090179493742,-0.004758162675667154,-0.016007223395583026,0.00019691855905123882,0.019691257727617324,-0.06303861689459507,0.04939823276748867,-0.005590702676885168,0.00011856116309936067,-0.003095744570894217,-0.08223529552118634,-0.021682072091291863,0.028690884261319237,-0.04346547483685878,-0.08420597204276886,-0.0005568025677127948,0.012542593379243424,-0.0794117127271121,0.05363841548498828,-0.026775812754075135,-0.018475282978186593,0.039639186098879384,-0.01293891558935289,0.1558092040212602,0.0009793614329439595,-0.017659508909797606,0.008546062903644538,-0.06077368401773619,-0.014623016821764302,0.0017630714094391629,-0.0009357964898922162,-0.1701847853370268,0.004962591123873038,-0.00021569103184347144,-0.030115254352063057,0.0031546439238203643,-0.007727085828873843,-0.0761422869352311,1
TCGA-CV-6962,-0.001795226148942354,0.0025924951050040486,-0.0125962573846929,0.02312826049062083,0.0036243581848511056,-0.012124035568629952,-0.0045388691000196315,1.8480104380012794e-05,0.03127353455485132,-0.06436112968585264,0.12806629922656787,-0.0032828355446939423,4.152248559946584e-05,-0.013495409063105484,-0.07743282568887781,-0.007496598768045173,0.013474566805471294,-0.013460052231382021,-0.2650235375609251,-0.0011035586827508536,0.038362927747378484,-0.06365235413558629,0.062358226198478695,-0.031200633874972166,-0.023111762656866108,0.03773264535570705,-0.0029664077607999676,0.02775614797002511,0.00457027159844029,-0.01718841616956584,0.005874130416289035,-0.08317229303640616,-0.022935373500714024,0.003017848537280337,-0.0014261951079169934,-0.07035058943456687,0.004305556402122595,-8.093676162376197e-05,-0.044317979828449726,0.002939940544869918,-0.008908458954035785,-0.10362490699647091,0
TCGA-CQ-6225,-0.000655945569288465,0.0036662497509453644,-0.008365805708418243,0.04275156262579576,0.005582804367121888,-0.008310281344728734,-0.02036155303967771,1.3511565678229856e-05,0.03645922709588333,-0.04980567581212806,0.06894106472428367,-0.00801442685026615,0.00013563938759643922,-0.029141656878609368,-0.09272148724020955,-0.006096257172519675,0.017483179595112183,-0.10300454149668017,-0.14718948471613358,-0.0008776256183901402,0.014775224104675666,-0.026251986375667388,0.05605426446933727,-0.03243263854720681,-0.04326405765214141,0.06369105816530612,-0.0043559121966945296,0.06291867534195966,0.00893142949517612,-0.019885548415208686,0.005937433959807142,-0.05152676633518464,-0.023599382052420372,0.0019464379603371257,-0.0005612847491398757,-0.08477224375421125,0.004538473773104791,-0.0007550789914367905,-0.06207215129422551,0.0029708794739328804,-0.005746077855477211,-0.08646216895805249,0
