,S100A10,BTG1,ALDH3A1,RPL12,TMBIM6,TPI1,ROMO1,SERPINE1,BANF1,TRMT112,SOD1,LAMC2,PSMA7,RPS21,LAMTOR1,OST4,G6PD,SELENOW,RAN,FTH1,CIAO2B,KIAA1522,GSTO1,ELOB,RNASE7,MME,HK1,TNFRSF12A,LMO4,GSTP1,RPL36AL,F3,PSMC3,TCEAL8,SPP1,CHGB,PGK1,PSMD2,PRPF19,CXCL13,TMSB10,MT2A,CDC42EP4,CTNNAL1,NDUFA4,class
TCGA-BB-7864,-0.051456400006450985,0.11728355356491456,0.01501561486736607,-0.1955086808888173,-0.056036847394461194,-0.0012546141995721325,0.07867605441029474,0.0030227317151814677,0.03208916242617695,0.042910446988318786,-0.02844999949770819,0.01531529120555603,-0.3231963826669111,0.2513493839087675,-0.004981412711926056,-0.08541120146409113,-0.008255522395756491,-0.012710163979352117,0.12480804967842317,-0.02085718685780057,-0.053539560570297455,0.08975036290876556,0.04079377862835033,-0.058507065456585815,-0.006207015056877056,-0.00015438090059008018,-0.035972057986574955,-0.0190614550538557,0.010426029865179688,0.04058794556677657,-0.0007966585920478236,-0.0015098579940274785,-0.10322772041043513,-0.02610823877999813,0.002977489934835773,-3.4416409711503275e-06,-0.09887918671071862,-0.0020758851368297424,0.004840609944846801,0.0009164147408983407,-0.0016327516662335254,-0.004392288534537075,0.034292953663387984,0.06741648846331928,-0.005274754611458309,1
TCGA-CV-A6JE,-0.06881210097003879,0.05513335732484021,0.00026124845633505037,-0.2167730027139951,-0.02828661195585719,-0.0008873455289156386,0.20642216148494005,0.0039530014753812615,0.050490557249940324,0.06394808937215084,-0.05392897447475994,0.009045040361253564,-0.2491286936762118,0.36896718026474035,-0.006293470055137504,-0.1412880231125942,-0.014570986367277725,-0.020801759591392504,0.07257343863256584,-0.021436948237700235,-0.053102646690398,0.048561893628102336,0.05790214266779163,-0.24830754325892596,-0.014923009240562116,-0.0008982454968761738,-0.0068632607360670115,-0.021270887233322204,0.00305125525238573,0.04281007244120194,-0.0013599990877756671,-0.0031295857951459875,-0.1726641645263245,-0.08184148685376491,0.0019141699318814148,-0.0,-0.0423509775797886,-0.0009423293241875131,0.005922910761208051,0.005811683299776598,-0.008370537378277925,-0.09062758733681592,0.006787616034514364,0.005886283551756594,-0.0035789787224690126,1
TCGA-DQ-5629,-0.0885249651581343,0.06765366938511623,0.04246733803940562,-0.24130177831772576,-0.043801419642071134,-0.0030602836662533537,0.05256953659811466,0.022607496422107902,0.02900585080312753,0.04506135365097581,-0.03662784961886797,0.026176090619909623,-0.14722224467550638,0.10313878294452328,-0.006502943883357727,-0.14915117729440813,-0.0709013413896936,-0.006992434727714863,0.07797156331083241,-0.052753459209006794,-0.03852456940047272,0.06207390402864607,0.09334570273385683,-0.08383402350839447,-0.008169664020552693,-0.001063487249471919,-0.07018407218177386,-0.01320882315436198,0.00662852773008171,0.04898679671278087,-0.0010750814908903432,-0.001896739585470153,-0.06552980372971212,-0.07154910342563393,0.006249272036097404,-0.0013881241463525515,-0.15183262912050305,-0.0013335580169414785,0.0065256671995309245,0.004581215562926469,-0.002253578322303643,-0.007549792273351471,0.012272406766885267,0.07911688282950505,-0.010380418469819798,1
TCGA-CV-6941,-0.04696333134519365,0.13106946655671997,0.02501096359069234,-0.10014919569597698,-0.03410286327525229,-0.0013283126545583985,0.03891937258171363,0.018369079555011894,0.030798308517616935,0.039535551189073655,-0.028553095029129248,0.016824760792319766,-0.14420745058890433,0.07991873830775678,-0.005999868294593762,-0.13525576416098062,-0.02875530948715773,-0.005796711368339401,0.08724605083160968,-0.027267278790564838,-0.03539200463011844,0.05857409192401997,0.03934755824345979,-0.06813053454228223,-0.12434711539727866,-0.001912893501023255,-0.023004785455791994,-0.022888638055346265,0.006419804501187844,0.021337610572323792,-0.0007323223365115722,-0.0034848625058441084,-0.06469566649582713,-0.05285422895749287,0.006580829085079088,-6.219912213128549e-05,-0.13020932799725526,-0.0011901823986738857,0.0043960960679032095,0.012939326689839778,-0.0021805353728398683,-0.0056097157878909855,0.01868747855395586,0.02228324451146571,-0.0034582715116137437,0
TCGA-BA-4076,-0.052670297602446764,0.08717785871244663,0.00039264946457214883,-0.11586778010878884,-0.05175415536946141,-0.0018111031993801314,0.07767692687897837,0.016951978932840058,0.031808747741513065,0.04603062295636388,-0.03648329339617741,0.017308591319266563,-0.19432907689693268,0.10434574950625235,-0.004010046291008048,-0.1784384068497742,-0.007648844663471657,-0.02053262574960275,0.12121376458336268,-0.016578040465477898,-0.09799238566509948,0.051887538100774344,0.060831440200824004,-0.08501595066605389,-0.20554349544426367,-0.000690044578066938,-0.024665033033636256,-0.05345726454358731,0.0024373957520859965,0.035057585224516435,-0.001395664727591473,-0.005198889166639793,-0.0905892281424053,-0.11394577841192967,0.004755538336519042,-0.00018055479064298186,-0.21507502655089378,-0.0018762706733802617,0.002333226395660495,0.0004783334718463027,-0.0029516814240860972,-0.04416215811439809,0.010667833882114753,0.01886448288565618,-0.008211540774807456,0
TCGA-CV-6940,-0.046712774716560525,0.06177996249515314,0.0469929204556064,-0.10373329136196888,-0.05678990377831013,-0.0013856430715063269,0.04138557887506519,0.014893797649137173,0.05232717466941699,0.0728960436288963,-0.06137427913947499,0.016584016447312507,-0.20082392680299455,0.07536348337395825,-0.0039027085915549803,-0.09592092301578264,-0.08202162629375774,-0.011006661442359166,0.1188825683210791,-0.016648086779242108,-0.02642298335328195,0.06296366111432943,0.0421937718864511,-0.057543820533131,-0.042419540947726785,-0.0006629270367534302,-0.031157175583133828,-0.03174688146382944,0.012748932423305156,0.06242180661425242,-0.000747072166612713,-0.0019058165462082762,-0.09108146967859548,-0.049082288919987574,0.04672944554096812,-0.0023304112905644845,-0.1454563359975832,-0.0019683477210577275,0.003123622314821289,0.002119019693802273,-0.002162818181917879,-0.024536787596095313,0.01142765747738415,0.04120559653542559,-0.005283833179696471,1
TCGA-CV-7100,-0.08312204171520908,0.060564874653443714,0.0020917778458076314,-0.22572751748729183,-0.07490858683724366,-0.0012905328548723457,0.0753119979897494,0.017502721054025963,0.050589333481641685,0.05422001368840024,-0.06515413733784217,0.015388048219834721,-0.2223776431885996,0.10513108155262996,-0.007639540887581308,-0.1411650582300393,-0.010432867692701625,-0.019354752099969917,0.14196222751890947,-0.01996610378215251,-0.0527466080866394,0.0887738814666975,0.03837061785366643,-0.08965540041043127,-0.000552673134778877,-0.0005349949625975281,-0.024860294988791276,-0.06208921835454872,0.006615033058412244,0.04332880769981302,-0.0008730745374096862,-0.08776180312733826,-0.12168516820288611,-0.11477628624695026,0.006573640032293492,-7.99327683566784e-05,-0.11747565985519999,-0.002965720280112723,0.0048301725481708175,0.018150230443180725,-0.0037626800837406186,-0.040585889737488876,0.02497554059403317,0.021090153112617714,-0.004585891630116248,0
TCGA-UF-A7J9,-0.09279158393937485,0.16081890277464983,0.009448468118405986,-0.11754519132092583,-0.04276075319729579,-0.0008958827884906466,0.057090794502780665,0.011457393613102811,0.0322024688413237,0.0346138965494191,-0.039270470856872006,0.012221426406583186,-0.1936454262388806,0.1059681199299907,-0.005590205740768512,-0.16562057647900916,-0.009836934576841707,-0.013632982577410073,0.0799662335304055,-0.07733134395152813,-0.03561325110697561,0.030813178958625332,0.09753032425377414,-0.0834290169587515,-0.014001108387833713,-0.004543156653630885,-0.028543231107262538,-0.029709081884740453,0.020641623228103086,0.02475420403449405,-0.0006682284380230672,-0.0019563185626640103,-0.09009326051830245,-0.09872370943826697,0.04294324167373954,-0.0012347084024515414,-0.11113766045142778,-0.002179595322331685,0.0034615728186866215,0.009634998959057825,-0.0025392684047679352,-0.01092240157553646,0.014834704357323753,0.06584863269709283,-0.006547549553295907,1
TCGA-CV-6962,-0.041817433436697776,0.07243187697336603,0.028899198817181334,-0.2657755339816958,-0.04026356235077056,-0.0023226011708314797,0.06849106632505857,0.00787523156252704,0.02411599767794809,0.03512887023271511,-0.053743905155267446,0.00045688624583843234,-0.18433940452707828,0.1559439925897338,-0.005057493156728611,-0.12805419461092768,-0.0403142653939535,-0.010933159590575097,0.136878165909524,-0.06198483727329254,-0.04688572716158595,0.02933114597831294,0.03865518741432974,-0.061698838075956226,-0.003970032569489825,-0.0022776198198631798,-0.029811636097260695,-0.006144840640641398,0.010411541071929556,0.04529937465204587,-0.0004337555524980786,-0.00852826150746386,-0.07930978122100533,-0.07968202855323907,0.00957232418978688,-0.0018817500410620441,-0.15125142928634328,-0.001850085393381106,0.004046409242268779,0.0002934575983861687,-0.0016124530765953414,-0.005425549351863357,0.015341493323927735,0.0152185257133819,-0.008561356011302023,0
TCGA-CQ-6225,-0.07039554488416923,0.03956460429698141,0.01113033243398923,-0.20623626921187055,-0.048213368807598515,-0.0012503101800709487,0.07805316454061867,0.007960100305405334,0.04501610417882889,0.06493415690887783,-0.03329533840871304,0.0056003034849829,-0.16625933508737753,0.21841652392381042,-0.00636756553273578,-0.16682905734245593,-0.01586453335931139,-0.013937960874051535,0.08828304494953904,-0.025564256431588894,-0.06343949928974846,0.049509693978486466,0.023919490841008965,-0.09673932380235442,-0.017809729020950488,-0.0008322041377589236,-0.02140695528132145,-0.016354939360721108,0.005141448754543392,0.03837044341018493,-0.0008695768395053743,-0.018415719705822238,-0.08084156510921735,-0.08858261740005309,0.012221699559017953,-0.0007405702024066488,-0.12620061154359458,-0.0010654543782859418,0.004033754841715736,0.0005754911871851576,-0.0018335336281378577,-0.006780927551287049,0.013980428389812255,0.005763645299563809,-0.008501111290621382,0
TCGA-F7-A622,-0.11518465790267782,0.07646769682759866,0.0014890719606554935,-0.13883190953490457,-0.03233726390559826,-0.0008828505756716333,0.07259620718044758,0.00385505508137711,0.04233375642752257,0.06548547341596793,-0.023431113466606382,0.01026112689758301,-0.15140885069537177,0.11741140259244484,-0.01055765193646205,-0.1177943312929884,-0.0034900944194410657,-0.015495350639013127,0.08963483462462657,-0.013961511668215956,-0.02737404508531964,0.023284695094404135,0.047090297253476215,-0.11895648752615053,-0.08258682620002278,-4.141420425090127e-05,-0.007595012808795696,-0.02534843319377303,0.0032680160600168946,0.05688456512753884,-0.0011513475119026286,-0.010549134115287814,-0.10250702989202691,-0.06219981276427953,0.001687373389533575,-0.003278241841226133,-0.05563967589369487,-0.0011819025349513509,0.003967914426160166,0.0007260413980359253,-0.0034649554008781185,-0.01770133601080705,0.004535134346449297,0.0064598880914788215,-0.007625542423780099,0
TCGA-T2-A6WX,-0.15584206170056422,0.04390478285291701,0.0001172029089521817,-0.261944686493635,-0.04594928882010898,-0.0015989591339489661,0.05054220657469927,0.028033958587482435,0.03579147995181131,0.03793679733144063,-0.07247072022075231,0.024145818865267447,-0.17070997920197326,0.11474540222929894,-0.0077529530649848195,-0.0979191404977722,-0.007933958182463166,-0.01701377768874429,0.11758411076863921,-0.07828675004457186,-0.04875224676528547,0.03349762319425756,0.06225172829507638,-0.07891200208634608,-0.014456466983930596,-0.00011591826546173758,-0.022617273339854443,-0.056347700718111945,0.005820962582213064,0.040195589333602406,-0.0013278090908772106,-0.006027166910593523,-0.0992699277105831,-0.07408235059606316,0.015517779855448778,-8.551558290911692e-06,-0.10368159425132413,-0.0009567792852441348,0.003861720860367624,0.049333164105268265,-0.004652083697720046,-0.12575921894404024,0.01758143691886582,0.049037723567045936,-0.004544655766599521,0
