"","A2M","ACOT7","AGPAT2","AREG","CCL21","CD59","CYBA","EIF3D","FASN","FSTL3","GPX3","ICAM1","IFITM2","KLF5","KLK7","MFSD1","MSMB","PFDN2","PIR","POLE4","PPDPF","PYGB","RGCC","RPL31","RPL36AL","RPS21","S100A11","SERPINA1","THYN1","UPP1","class"
"GSM1933014",0.000997577767941015,-0.00078326460081361,0.00457059663491993,0.00813071699990052,-0.00254728765473502,-0.00266785244981393,-0.0122014154228543,0.00455343514180509,-0.00298554517388588,-0.00870738960578609,-1.09032820144568e-05,-0.000109765792674268,-0.00177984678583863,-0.000566761283676362,-0.00532640994599374,0.00388667186494137,0.0117369822556487,0.000478496620657427,0.00757134674191992,0.00386761485632795,-0.00127659875911455,-0.00287836133861893,-0.0107885856688851,-3.86211081234425e-05,0.00485009185766357,0.00233591228415989,-2.62674726965992e-05,-0.00204697924575809,-0.000887673446865202,-0.00995647869599839,1
"GSM1933015",0.00114792706784298,-0.000812505159669746,0.00474232685778846,0.00818594331218077,-0.00313549311139551,-0.00320901925092864,-0.0135869738355094,0.00444008448359636,-0.00297501220477835,-0.00913930985281421,-1.3026811169093e-05,-0.000128166153907735,-0.00207537742273239,-0.000555054897289615,-0.00733420540531124,0.00466496871834765,0.0107978563281225,0.000466227143740273,0.00625579810613023,0.00392496472346409,-0.00149458394339701,-0.00299725870972318,-0.0113643946058892,-3.7046426759429e-05,0.00480235360053903,0.00231295250325735,-2.83033459390677e-05,-0.00233676801824888,-0.000846407944943144,-0.0109359493375507,1
"GSM1933016",0.00117721144233582,-0.000857015177950548,0.00467634276875454,0.0122338832096314,-0.00326516654293639,-0.00267896678588519,-0.0126494676320379,0.00433036862904342,-0.00299753570903254,-0.00923780842551371,-1.31865736998028e-05,-0.000113786127712784,-0.00197407808533575,-0.000496146886381561,-0.00708626969735636,0.00401615711824892,0.0120757078772585,0.00047585651647093,0.00665639319805065,0.00397967967940309,-0.00137384388561259,-0.00311476489769303,-0.0117949963901513,-3.59055683346292e-05,0.00464573856281586,0.00225397655592957,-2.68160433521489e-05,-0.00232253043330518,-0.000853699833013487,-0.00967734386654871,0
"GSM1933017",0.00112818182748796,-0.000770684026630647,0.00467118195811282,0.00847402252848264,-0.00301240941407937,-0.00269436547999644,-0.0126360523095341,0.0043943950338054,-0.00289879601884474,-0.00920773299325597,-1.23969042000235e-05,-0.000111259647537345,-0.00192703753911115,-0.000537727944739385,-0.00617921090975754,0.00404041220026547,0.0123344515482497,0.00046671582995951,0.00739242621977809,0.00384555607778064,-0.00135298700648941,-0.00279658235163627,-0.0112356238679757,-3.86706086642815e-05,0.00452791088247128,0.0022683313894859,-2.53080758440887e-05,-0.00231359800579015,-0.00085959740783311,-0.00921442164437638,1
"GSM1933020",0.00101842006615602,-0.00076951740737326,0.00462477307726801,0.00771353328183205,-0.00282415295428301,-0.00256380650064384,-0.0126950620439594,0.00428900095506705,-0.00294761091639185,-0.00910527636804932,-1.1436173065555e-05,-0.000112811490958842,-0.00196816952596991,-0.000494754315552752,-0.00546055540477754,0.00398182843032454,0.0113964244532043,0.000470758102772254,0.00650124341460213,0.00389457530626093,-0.00135879539529265,-0.0032695968382003,-0.0112058107731974,-3.76340166180886e-05,0.00441038358003913,0.00208005910739854,-2.63743943433613e-05,-0.00229431934092981,-0.000820708915759707,-0.00956632674132176,1
"GSM1933021",0.0011832273950613,-0.000771697642623089,0.00450156277791203,0.00937657786913558,-0.0030387583756635,-0.0028468994938407,-0.0132496917091778,0.00411873790122738,-0.00277263469196325,-0.00908000531504516,-1.35221701413722e-05,-0.000120670940623876,-0.00199382966454215,-0.000464130502651279,-0.00553337175041272,0.00429712836107961,0.0120322505131441,0.000440771041756784,0.00585307339722614,0.0037998112930811,-0.00130879249472788,-0.00285731931674694,-0.0117841586870188,-3.5219059355432e-05,0.00464257511416708,0.00214067558399636,-2.41367971935652e-05,-0.00244062364432072,-0.000796193619010914,-0.00980539697801706,1
"GSM1933023",0.00108663509594863,-0.000828237231950646,0.00459541234778087,0.00820029000994006,-0.00336786434994548,-0.00302333140648667,-0.0134268717274082,0.00469442615135574,-0.0028826601775248,-0.0093767992100424,-1.22612926312516e-05,-0.000115807310048219,-0.00195982579387069,-0.00050987470205844,-0.00877044661688423,0.00420301320385913,0.0123618960737439,0.000474840431396222,0.00628710781579644,0.00385596265458616,-0.00136555914932383,-0.00309483004455889,-0.0111733558487824,-3.7948132987494e-05,0.00493663886989935,0.00240469248063194,-2.61868752021261e-05,-0.0022183851308288,-0.000815145743531485,-0.0101280456081915,1
"GSM1933024",0.000987703618240869,-0.000816989885708864,0.00462582062193273,0.00713560983189258,-0.00292809636502445,-0.00258122592574687,-0.0133602101452471,0.00418816213411882,-0.00300918297767874,-0.00910019258613726,-1.14690970063498e-05,-0.000118902072295792,-0.00190390546357015,-0.000463312760077636,-0.00551891727569716,0.00406853884212754,0.0116756956195239,0.000478323323757879,0.00668152588659883,0.00369021547547633,-0.00136521357483947,-0.0026632531370473,-0.0106535967793985,-3.69819564381505e-05,0.00457307528897778,0.00230612750007601,-2.62717655269384e-05,-0.00220684618249877,-0.000770172099710304,-0.00980767505322651,1
"GSM1933026",0.00108585620135015,-0.000815439313371714,0.00485322747939213,0.00722790526788237,-0.00347624969850892,-0.00288255693892897,-0.0130666789766176,0.00442465244463352,-0.00289035678901684,-0.00906014942501341,-1.23762265946913e-05,-0.000117024807974734,-0.00194314096029783,-0.000521104715056426,-0.00570537854478583,0.00417504331012537,0.0109152422698296,0.000506788111080279,0.00631799111984863,0.00391221645863296,-0.00132680876705726,-0.00294673790430999,-0.0110126466725255,-3.9515590177444e-05,0.00501796076716548,0.00235971630096142,-2.76397272704063e-05,-0.00228150875586383,-0.000797985804417351,-0.00960513619282298,1
"GSM1933027",0.00112805886669797,-0.000767384790238013,0.00460279225871453,0.0071263066520949,-0.00341691124934833,-0.00268100566667195,-0.0139637365682011,0.00426706328773149,-0.00286419264197869,-0.00877895967691318,-1.24687841312906e-05,-0.000128113680146076,-0.00200117558579519,-0.000487736199465725,-0.00531341654192222,0.00441043441560337,0.0116755754136843,0.000459720807503605,0.0067664105986734,0.00384258850201188,-0.00131828261625797,-0.00289427494506096,-0.0110638021012438,-3.77346984472748e-05,0.00488241633369751,0.00220625093135452,-2.65650556854943e-05,-0.00258444957101833,-0.000822448139264815,-0.00941248859726395,1
"GSM1933028",0.00107328394399557,-0.000798184288974337,0.00456482424916004,0.00693487686901994,-0.00291098794977059,-0.00307386641667423,-0.0123991805511887,0.00420585203802394,-0.00293286373097791,-0.00892124518977355,-1.2062769443932e-05,-0.000136278069848454,-0.00206149005354548,-0.000422046263882922,-0.00533044368824242,0.00415404867392277,0.0105392549620075,0.000469757230893153,0.00625631882607911,0.00397695917439992,-0.00132872781578422,-0.00286229267655188,-0.010848492770511,-4.08816389097131e-05,0.00454692194713095,0.00218488183727358,-2.60609620225917e-05,-0.00233123183018486,-0.00085911626088967,-0.00961111305819164,0
"GSM1933029",0.000966646692476189,-0.000841680932186176,0.00496209687212332,0.00823056414959984,-0.0027074793045161,-0.00288191003950041,-0.0123333802368934,0.0044661914391133,-0.00310326659526329,-0.00932842261911042,-1.16236093097696e-05,-0.000107273234954339,-0.00214550187817924,-0.000536378947477542,-0.00540283008297041,0.00439411885047004,0.0106863410357,0.000522008916957373,0.00836900888093351,0.00383748917331687,-0.00145219065715186,-0.00358995424020853,-0.0110487432252497,-3.89094522343781e-05,0.00485694913216188,0.00241072035516346,-2.8802382965222e-05,-0.00219204375269889,-0.000807998639438972,-0.0100783973462361,1
"GSM1933030",0.00109619653740366,-0.000794417967695677,0.00464176887691086,0.00724726934872991,-0.00274527072591919,-0.00259771857877128,-0.0129158820164093,0.00436406385829345,-0.00282169330210526,-0.00913542161604415,-1.265078196623e-05,-0.000113291956876126,-0.0018334824001036,-0.000460731617147681,-0.00554030605490308,0.00417550647451711,0.0109178504776682,0.000463898187052047,0.00728153838834473,0.00369449901843443,-0.00131706070881557,-0.00272997846277833,-0.0114212135675534,-3.89940686249883e-05,0.00453207781346147,0.00232332619371195,-2.41064676327905e-05,-0.00223643147747554,-0.000840076367257899,-0.0095278319808529,1
"GSM1933031",0.00104817523557795,-0.000791124581171426,0.00466129973386471,0.00928798791971657,-0.00299247053556377,-0.00283124283950238,-0.0134984305469792,0.00430020052677657,-0.0029123817695607,-0.00925104555324384,-1.19537069586201e-05,-0.000121595638053955,-0.00199922514681651,-0.000475161761865898,-0.00533538118443892,0.0041499160952652,0.0109020100556922,0.000464579684064336,0.00625533688203432,0.00377205915442421,-0.00140913124879746,-0.00295897947314524,-0.01110006782656,-3.54874926274075e-05,0.00485664112903895,0.00223687727602275,-2.66834540546743e-05,-0.00238093060236576,-0.000831793806771837,-0.00974355442005243,1
"GSM1933032",0.00100040037409603,-0.000811712091353229,0.0044898912692476,0.00728548226857075,-0.00301473229188867,-0.00291729002653515,-0.0129394854729273,0.00415514424103171,-0.00315237190242175,-0.00911606195660743,-1.15078513301752e-05,-0.000151337933003098,-0.00202625067024537,-0.000433099554767085,-0.00532535200576163,0.00412944418652874,0.0127404215365222,0.000478237188691568,0.00719725161004949,0.00374389793912812,-0.00137614186182783,-0.00304377833858278,-0.0104939650715906,-4.03915668799595e-05,0.00478386308223126,0.00229031927409254,-2.61113020850395e-05,-0.0021202058227867,-0.000859015088500625,-0.00928503065734115,1
"GSM1933033",0.00108001853810554,-0.000780245028795587,0.004671733145726,0.00691273292206251,-0.00270603863801685,-0.00263439828039496,-0.0120414492790613,0.00423213724074173,-0.00283928510022704,-0.00886082740035408,-1.2953734401942e-05,-0.000102714148386906,-0.00186336231250075,-0.000563577106483503,-0.00591366123805087,0.00397127307265727,0.01141905228543,0.000465718793745793,0.0068529656104009,0.00372804719444345,-0.00140355491828179,-0.00292548864179059,-0.0107081396972684,-4.16509331683087e-05,0.00440869056268645,0.0023409575893203,-2.61411564965461e-05,-0.00210845554692158,-0.000850380133910131,-0.0104589544286729,1
"GSM1933034",0.00107693197881121,-0.000786856109922575,0.00471345175816985,0.00939128856956075,-0.0035750237060473,-0.00274122798527402,-0.0135856191698259,0.00451741944940876,-0.00304253766100466,-0.009208929536268,-1.25478486026523e-05,-0.000127571397816366,-0.00200525612688885,-0.000503244658862822,-0.00685508019017084,0.00412969841730334,0.0105288649818747,0.000479630189165285,0.00666003340328032,0.00379856824933898,-0.00137217087995233,-0.00322591271542063,-0.0118050511257256,-3.70137871491396e-05,0.00483153750264709,0.00228288814471634,-2.64959263143943e-05,-0.00241921470496433,-0.000816483253960898,-0.0112274860621266,1
"GSM1933036",0.00113473894370485,-0.000784317328655754,0.00462917045211432,0.00770958322656086,-0.0027779516579546,-0.00262395419108569,-0.0120822023195986,0.00442612798417659,-0.0030259317152719,-0.00891311397444726,-1.33659074538755e-05,-0.000105619340766979,-0.00202293840604461,-0.000564117889419685,-0.00539520355496814,0.00407297487517245,0.0108363848906272,0.000485442123904398,0.00684269641181446,0.00404062079225737,-0.00135305486974799,-0.00286957497249067,-0.0114667152634898,-4.05995056694464e-05,0.00501027153678417,0.00240272332212569,-2.73272455076179e-05,-0.0023316788776191,-0.000868258301917652,-0.00958717941962797,1
"GSM1933037",0.00107086093349359,-0.000804701805096284,0.00462039026271016,0.00738528458817819,-0.00299416750931621,-0.00276499188928796,-0.0133002868937343,0.00414764522431118,-0.00287147446762904,-0.00945473964563577,-1.29372306079235e-05,-0.000119727185349486,-0.00198742588303373,-0.000467215636016114,-0.00741093391448592,0.00409692552027597,0.0116498057194385,0.000448412548907668,0.00610021956897704,0.00379234071275169,-0.00143776487430421,-0.00276874101183198,-0.0110986127003324,-3.45661428242937e-05,0.00475078202352026,0.00228063943042658,-2.60010763365767e-05,-0.00246681041187102,-0.000801631007593306,-0.0104702041164125,0
"GSM1933038",0.00128339191488622,-0.000765433839124118,0.00466565675407636,0.0103142927970546,-0.00361216666773935,-0.00298169520440527,-0.0133467772289725,0.00415384110726849,-0.00299520771121307,-0.00942842321413509,-1.54408454288453e-05,-0.000132458327871338,-0.00207185048917202,-0.000450088992573904,-0.00554640956793374,0.00429287387317089,0.0118848294470595,0.000444277005600645,0.00608765748372578,0.00375588166159317,-0.0012786941479399,-0.00275778614812952,-0.0128174670480765,-3.60481986176838e-05,0.00478739321060678,0.00221383811727755,-2.41855722676997e-05,-0.00267044131186901,-0.000817212575532752,-0.0102477689709043,0
"GSM1933039",0.00102674520881701,-0.000773822596146327,0.00453838358308602,0.00800919487848677,-0.00310215274091087,-0.0024904452369661,-0.0126246205684755,0.00371901746594176,-0.00278016897028541,-0.00909926422845285,-1.25506193272429e-05,-0.000123201738975411,-0.0018553560842161,-0.000371285281021795,-0.00547429095973484,0.0036509988413382,0.0115177971323364,0.000413115693886739,0.0057582171117563,0.00364828524023092,-0.00126035978217744,-0.00251293579743042,-0.0107751902797256,-3.41235012618683e-05,0.00430938177392937,0.00204732350666591,-2.38240541706785e-05,-0.00250610602516444,-0.000743075479646064,-0.00978757101583923,1
"GSM1933040",0.000849832387684403,-0.000796033298464472,0.0045157300104353,0.00662698470995125,-0.00266824047941082,-0.00249210261298702,-0.0124319994340095,0.00415564971295698,-0.00296091997843483,-0.00879381187617614,-1.13833554434051e-05,-0.000101486629119974,-0.00175087968641,-0.000505044097979997,-0.00540719865082335,0.00400695617559421,0.0109908263120615,0.000474603151352774,0.00731443353023294,0.00380626003016027,-0.00132614758820506,-0.00280872411387417,-0.0106636916983428,-3.65078625329903e-05,0.00448713145353525,0.00214390124252856,-2.56337095679642e-05,-0.00212142725840578,-0.000808852622939184,-0.0096933612489612,0
"GSM1933041",0.00109195136110706,-0.00078100915552646,0.00466580235102927,0.00773232499080259,-0.00296778092058918,-0.00272874710958953,-0.0132141554509763,0.0042475344073937,-0.00293201651313562,-0.0093178586859271,-1.29134545284578e-05,-0.000118846537153725,-0.00193522020366166,-0.00048730316487663,-0.00599939514878569,0.00416213807635044,0.0103516318917787,0.000463599126650187,0.00654914858969457,0.00385145584051571,-0.00132872280023046,-0.00292084013686563,-0.0111114008730925,-3.71106982110762e-05,0.00467359144408779,0.00228135198579369,-2.61336602930008e-05,-0.00239645548355051,-0.00081120684044537,-0.00957874274640419,1
"GSM1933042",0.00106458535056222,-0.000772120869666042,0.00453354299010036,0.00905053824544482,-0.00296607973084519,-0.00268717003904969,-0.0128825063912764,0.00444610990802724,-0.00271050247190692,-0.00879064015041175,-1.17185137058005e-05,-0.000115942419952795,-0.00191432632020177,-0.000555988069459284,-0.00538080894476064,0.00425176920606331,0.0112589670005525,0.000461440314376646,0.00664613986950057,0.00376576830781799,-0.00137261062016279,-0.00280661657549458,-0.0112470102149633,-3.69443340109248e-05,0.00492159809415401,0.0023099802001513,-2.64713508378911e-05,-0.00212236058498152,-0.000816446536315655,-0.00994975547344863,1
"GSM1933043",0.00101126558185704,-0.000811145144062377,0.00461134830599948,0.0096787910214165,-0.00302317258317826,-0.00277133987952634,-0.0133773431572863,0.00384205357016636,-0.00305500840479757,-0.0094443216037434,-1.22143248215968e-05,-0.000127444985562033,-0.00190891105657461,-0.000497916761430433,-0.00569729621433863,0.0039825071159482,0.0109559987341754,0.000465900251385427,0.00581071495094705,0.00393631014176959,-0.00140618301814192,-0.0027018283760673,-0.0109004516668933,-3.42747632930947e-05,0.00453645565382098,0.00221417052510948,-2.55226742553484e-05,-0.00231478232367049,-0.000777008155041215,-0.0100235177135007,1
"GSM1933044",0.00103225147784502,-0.000851305524995923,0.00494737990592497,0.0127577126565806,-0.00254658094940754,-0.00316332455435876,-0.0133850120072851,0.00466457947917933,-0.00292502273001782,-0.00973184078319759,-1.15959883556169e-05,-0.000141918665421573,-0.00210431985161314,-0.000480661302786702,-0.00607562540371987,0.00479666707976592,0.0111959173749536,0.000489467214827838,0.00639718738856728,0.0037975086088006,-0.00147801528339523,-0.00345912353053369,-0.0107614424331907,-3.81850926045475e-05,0.00498138217522729,0.00235821886931013,-2.75408172191124e-05,-0.00228516517650108,-0.000787674898653179,-0.0118280692211187,0
"GSM1933045",0.00112244511176567,-0.000786706907431972,0.00457137503905546,0.00945234837772558,-0.00355014323868848,-0.00293984033310914,-0.0129472315707051,0.00403027754814874,-0.00293273751566082,-0.00915497890560783,-1.34889633818097e-05,-0.000121769818411964,-0.00199539779064249,-0.000495873869006088,-0.00616582074345929,0.00446663364698861,0.0117405712224994,0.000451745134908069,0.00594885872487874,0.00362971963421585,-0.00130137891328716,-0.00286494827535106,-0.0113601950279764,-3.43891535726544e-05,0.0045472766961876,0.00215293492353146,-2.56687014924999e-05,-0.00243570071364869,-0.000805246055188527,-0.0102773374281368,1
"GSM1933046",0.000949643052956207,-0.000826557020668451,0.00495408009000878,0.00691916761433884,-0.0024903591925351,-0.0027071868563118,-0.0116344917190472,0.00459426410887473,-0.00305190591453162,-0.00892456497518927,-1.15550677767805e-05,-0.000109463111978035,-0.00197626661800594,-0.00056305658931142,-0.00542633681185352,0.00460763786482385,0.0114304438995636,0.000516786946514906,0.00817327533633117,0.00394741121056704,-0.00140694205729892,-0.00292703460873021,-0.0106972126887782,-4.33531743595185e-05,0.00497483014133806,0.00240250442694308,-2.81543251801268e-05,-0.00207381746790733,-0.000865783812381342,-0.00955348757736939,1
"GSM1933047",0.00100226007341081,-0.000841249878629241,0.00471501168803038,0.0076317463226876,-0.00318692042188883,-0.00271022664584222,-0.012591401298798,0.004398343403688,-0.00295809829691918,-0.00950721287965005,-1.1803085711613e-05,-0.000114345382533454,-0.00184328741202644,-0.000526947034415776,-0.00552970798426263,0.00412999249371823,0.0112917215714972,0.000487049326353814,0.00676796545167544,0.0038286210236334,-0.00148292407884624,-0.00314539777097575,-0.0107837742039977,-3.6214361150084e-05,0.00470990452485536,0.00236584929197144,-2.66028676952265e-05,-0.00236150614407609,-0.000865197675824351,-0.0107659109598413,0
"GSM1933048",0.00115654012504275,-0.000764352542885146,0.00458623467512641,0.00904701969993766,-0.00326009941922805,-0.0027689006913694,-0.0138165671633901,0.00417699160511924,-0.00276180720065683,-0.00926875440963498,-1.27031793408073e-05,-0.000126026750095344,-0.00195277827719668,-0.000366441536143264,-0.00530312695563087,0.00436828104826421,0.0110499087069183,0.000439837193259243,0.00590186247989297,0.00385515184249254,-0.00126317878193548,-0.0027537664496598,-0.0116049099917228,-3.67754390363675e-05,0.00466010497328031,0.00219345765905342,-2.37790782918302e-05,-0.00264373176652584,-0.000814661149897906,-0.0101287437661022,1
"GSM1933049",0.0010138336681439,-0.00082624801893431,0.00459848754160936,0.0103320292860201,-0.00284064068087027,-0.00273903958894423,-0.0129138298325932,0.00409243019555375,-0.00282713769986847,-0.00915414741459363,-1.25585065950372e-05,-0.000111699298238,-0.00193353405088197,-0.000451359070197643,-0.00836812583094797,0.00401150185390588,0.011836740539626,0.000468518168787247,0.00609155329227473,0.00381332218733735,-0.00131635684725591,-0.00303513247424262,-0.0117337546687375,-3.54584578505559e-05,0.00456605626514114,0.00213821365447816,-2.57532540896845e-05,-0.00219144524228205,-0.000748254194289521,-0.01027591811424,1
"GSM1933051",0.000849299293065944,-0.000781423467705548,0.00453669490156231,0.00965881156781609,-0.00265161808374248,-0.00282070425779335,-0.0122784193198869,0.00402464507981875,-0.00275187342629038,-0.00916909421546619,-1.13996836351675e-05,-0.000115840960324247,-0.00194664069726561,-0.000391459517891617,-0.00672259856709398,0.00367106071429604,0.0115381184800141,0.000441589471621055,0.00559900192743379,0.00391655349805207,-0.00137623192483394,-0.00315804820998386,-0.0103604996932651,-3.40722124526712e-05,0.00470136970427811,0.00231639376618994,-2.43146309931319e-05,-0.00224563265541036,-0.000804253867243763,-0.0109347981970827,1
"GSM1933052",0.00101050241654941,-0.000773113435969601,0.00455215563097606,0.0100536659037622,-0.00316926435062791,-0.0024060303574305,-0.0124384632801343,0.00438014351384199,-0.0029203750549944,-0.0091134239709913,-1.18358022713409e-05,-0.000107993373898534,-0.00179491573492956,-0.000514072058898495,-0.00527771251262365,0.00401540004454555,0.0108112541264045,0.000469090193395499,0.00652511763198137,0.00378374197022671,-0.00137734423236567,-0.0027468515162525,-0.0112146368328491,-3.90339119513259e-05,0.004443263879036,0.00228708875725461,-2.49249593209238e-05,-0.00211554945499046,-0.000828951535839727,-0.00967796097936458,1
"GSM1933053",0.000910316673445547,-0.00078157799104428,0.00464290275214116,0.00823445312759637,-0.002880772434721,-0.00256103458579061,-0.0122179372894822,0.0043134826747174,-0.00291945116387199,-0.00882035492730748,-1.15319866402277e-05,-0.000103778842835064,-0.00178181440080683,-0.000495415661729343,-0.00619418317470734,0.00397751105372718,0.0111991572750796,0.000467300514299375,0.00773533106496996,0.00376517486949997,-0.00132714446773152,-0.00291777343041069,-0.0105777028883769,-3.66204763700356e-05,0.00433786552309124,0.00229715372619677,-2.57009674187491e-05,-0.00230671545841563,-0.000753104249880017,-0.0104794148212039,1
"GSM1933054",0.00121442193980521,-0.000796365083974903,0.00459129331877408,0.00920563738841898,-0.00296384146991091,-0.00291429843947018,-0.0137137836756793,0.00444779680461819,-0.00315034837310289,-0.00932930004080892,-1.44302165355991e-05,-0.000123536907714703,-0.00206753981510847,-0.000470946095732937,-0.00532246422398294,0.00433648321592147,0.0107858199790745,0.000465151507729761,0.00614433272860701,0.00391568168874607,-0.00139242539245999,-0.00312700663587185,-0.0120115376969162,-4.17429970020137e-05,0.00486607379767338,0.00239202162018765,-2.55215380953125e-05,-0.00240591302435932,-0.000825750979916896,-0.0101380099889253,1
"GSM1933055",0.000960345307810077,-0.000781331809305358,0.00447654651680591,0.00868062516857201,-0.00299492103579252,-0.00269880073155616,-0.0126299080641835,0.00402444592498566,-0.0027552335153249,-0.0091911767851512,-1.1898234066218e-05,-0.00010953727065014,-0.00187975162302174,-0.000460651523887312,-0.00576017371237622,0.00376697850078742,0.0117401014585117,0.000421331299084829,0.00618361158355845,0.00364873284152001,-0.00135104963067126,-0.00279257204739912,-0.010400499120416,-3.21834757034685e-05,0.0044668485392067,0.00212049346310773,-2.43060950408705e-05,-0.00214245387503976,-0.000769952770491467,-0.00976101346830391,1
"GSM1933056",0.00103590653932806,-0.000834091263513953,0.0045002952260213,0.0105580676593757,-0.00322450645370675,-0.00285627422148943,-0.0124132644703229,0.00421458590835555,-0.00301446006695083,-0.0092490653582532,-1.33198189595496e-05,-0.000130753259664091,-0.00207685640353032,-0.000437683354971546,-0.00553754392874386,0.00420774607570677,0.0117916970924103,0.000486054428111835,0.00676886136238284,0.00408436016569874,-0.00137894956471303,-0.00302345674094879,-0.0111577345296347,-3.63846526724549e-05,0.00469508006257616,0.00240249836531598,-2.59786846725743e-05,-0.00238274666787389,-0.000848374642393172,-0.0107686109535252,1
"GSM1933057",0.0010889196069108,-0.000808428562767763,0.00473525134391328,0.00853247437855158,-0.00293623413931858,-0.00282281554807655,-0.0134346347886559,0.00448083331894225,-0.00291278471977211,-0.00906628064805092,-1.29474029570839e-05,-0.000126271353545392,-0.00198216307361449,-0.000475948705227644,-0.00620314816379344,0.0041456969962854,0.0109262571258993,0.000475521901750778,0.00747607238513722,0.00384716599855951,-0.00134693862904199,-0.00286029524201262,-0.0113983704163969,-3.62945006713141e-05,0.00480393193025605,0.00227931169697906,-2.61405572978416e-05,-0.00232553553858191,-0.000800613970408205,-0.00974325108704974,1
"GSM1933058",0.000986614396660977,-0.000846956331132047,0.00470008155590301,0.0111148396942683,-0.00335242500364539,-0.00253843065679356,-0.0124059177605206,0.00436162274672524,-0.00323044536709437,-0.00944596008352863,-1.15287429847224e-05,-0.000124149454050674,-0.00194387496854956,-0.000519044012853767,-0.00576327634913236,0.00379747389249605,0.010727416400289,0.000511851179433428,0.00723749557649529,0.00404693259272434,-0.00138031380618432,-0.00337366494130414,-0.0117897622259832,-3.51033223174394e-05,0.00476652762713202,0.00234626322685786,-2.63122460662376e-05,-0.00235390817821029,-0.000796792319819799,-0.0101052025422086,0
"GSM1933059",0.00108631304841283,-0.000813544259903311,0.00455124308397307,0.00772685256914708,-0.00293979200700595,-0.00257884658101784,-0.0130603551063569,0.00407641878528732,-0.0031788565180203,-0.00899977548655292,-1.31709954570376e-05,-0.000116301456181347,-0.00189755868184255,-0.0004947506458566,-0.00576814377427153,0.0040148799870924,0.0108439801812443,0.000476153204666084,0.00657550167363312,0.00415674941974886,-0.00134907358983671,-0.00291969546716462,-0.0109937401997861,-3.65769748671601e-05,0.00475807809682316,0.00222774691675002,-2.6087125902888e-05,-0.00243379848040302,-0.000807502271121257,-0.00970100805315013,1
"GSM1933060",0.00101573089138026,-0.0008095260712199,0.00460658386459324,0.00848280119488899,-0.00294354016468858,-0.00277206038129099,-0.0138384666492611,0.00420692215285024,-0.0029158960891825,-0.00914156957615146,-1.24726502180024e-05,-0.000130458643708625,-0.00207137408090837,-0.000439846391481612,-0.00678899304918122,0.00417469612604426,0.0101808095379284,0.000470012928595811,0.00610739701662961,0.00381954495176493,-0.00135172671041529,-0.00280166677537602,-0.0107175838075323,-3.75436024356362e-05,0.00481859765170215,0.0024178946363772,-2.69757455424791e-05,-0.0024855226315802,-0.00085254086199148,-0.0104086682279611,0
"GSM1933061",0.00104011905542838,-0.000778848626515574,0.00445238677917998,0.00803377215969318,-0.00284446656567114,-0.00290606510400292,-0.0126016331833308,0.00400403823311086,-0.00282517413737782,-0.00886515801758371,-1.21283396538026e-05,-0.000108950820147032,-0.00186550426745712,-0.000527308896689886,-0.00547278900331759,0.00387604918973691,0.0111473624917025,0.000430604134127208,0.00632344758686983,0.00374647108796441,-0.00142552809092863,-0.00275418867347138,-0.0109087899921764,-3.46972081182064e-05,0.00438100679286348,0.00220673263508285,-2.54382980595093e-05,-0.00227033020485199,-0.000796491867936164,-0.0096167363820054,1
"GSM1933062",0.000991868983149009,-0.000772296736628956,0.00447182379402376,0.00737907566859255,-0.00320370547716067,-0.00251605118592922,-0.0132334277944166,0.00444441378876211,-0.00308080262614923,-0.00872990591247594,-1.15569353362185e-05,-0.000113780782196577,-0.00198667694634766,-0.000508820828104212,-0.00536692065675128,0.00431216833198197,0.0106176637334224,0.000503562471803842,0.00662350221082656,0.00413171207834696,-0.00127942721964818,-0.00280126106804927,-0.0104139338137799,-4.00365613685954e-05,0.00486461185778207,0.00229867023692004,-2.55622341706266e-05,-0.00216800601959383,-0.000895103126040951,-0.00921010681088821,1
"GSM1933063",0.000952128111737401,-0.000783607911647759,0.00476713531795578,0.00708387647920904,-0.00280541364015259,-0.00270453439169457,-0.0131244192580668,0.00454147022940546,-0.00323254516023709,-0.00910975081348974,-1.21497245367865e-05,-0.000109042527386409,-0.00197442461423437,-0.000569844621120534,-0.00639793232541611,0.0042940681419835,0.0115258499508301,0.000473950466226953,0.00684243677742972,0.00380443808986711,-0.00137449301432393,-0.00283300200070924,-0.0108077935889618,-3.76682479388025e-05,0.00519660913586516,0.00234727357606121,-2.6816669175633e-05,-0.00220612208889099,-0.0008643133159711,-0.00948472127817288,1
"GSM1933064",0.00114105857027974,-0.000779530759539195,0.00478797236152981,0.0106034442174074,-0.00343883853256454,-0.00327185184451618,-0.0137939588179894,0.00447970233390681,-0.00292121275463669,-0.00954620499961705,-1.33416690331555e-05,-0.000134819908598719,-0.00206444773532799,-0.00043278002253265,-0.00539004896694021,0.00426455865572173,0.0123060260982081,0.000454537518468011,0.00597571450051138,0.00396058972885374,-0.00143927469031016,-0.00284291752151625,-0.0112133450038243,-3.73057141338093e-05,0.00503336437953037,0.00226188621012617,-2.58550144034216e-05,-0.0028772103160774,-0.000857243836873862,-0.011176967156276,0
