"","ABCC5","ALPL","ASH2L","B3GNT7","CBR1","CD14","CD59","COL18A1","COL5A1","EIF1AX","ELN","EPHA2","ERH","FASN","FGA","LAMB3","MAGEA1","MYADM","MYEOV","PDGFA","PFDN2","RBBP7","RBM38","RGCC","RPL36AL","RPL37","RPS21","RTCB","TM9SF2","class"
"GSM1932978",0.000110016876866874,-0.00689639646151671,0.00963343460977175,0.00569407237780781,0.000876816543419087,-0.00615950442789219,-0.00423871991698689,0.000934439189299823,0.000724495657312906,0.00235854220671166,-0.00140364641097935,-0.00831407904663916,0.00818137885527058,-0.00192549738710414,-0.000602423196013523,-0.000459074043551607,-6.81384522194087e-05,-0.00540087800525599,-0.00701868134524297,-0.000259578009324794,0.00234227863499068,0.00107322622453196,0.00195859212965918,-0.00546674202164838,0.00596576224283044,0.00110836472483871,-0.00118947874862053,0.00522676179239587,-0.00423813057499049,0
"GSM1932979",0.000144038040709171,-0.00527532000191472,0.00989481933723784,0.00546448100883668,0.00128033210453918,-0.00448564150180279,-0.00383248481404482,0.000872511309677155,0.000545415468384093,0.00263285590515509,-0.00129485524310789,-0.00836003773151657,0.0091189261842699,-0.00205740320183973,-0.000530935240518809,-0.000600986738795383,-7.84901142797289e-05,-0.00517219318856369,-0.00719047379042837,-0.000257566378153535,0.0026943474777428,0.00122755306558629,0.00192682703561978,-0.00547225378449622,0.00631609629056605,0.00121914410584693,-0.00123462952207076,0.00547725189315222,-0.00435119228663455,1
"GSM1932980",0.000137652943451362,-0.00593372430083066,0.00877893049471642,0.00554943429630918,0.00111716409171556,-0.00423554621642596,-0.00373576535985422,0.000872935861553128,0.000557168262347181,0.00228683173970114,-0.00132697755731018,-0.00809150021234091,0.0081622614084157,-0.00192012665706384,-0.000495970023297766,-0.000522438037022032,-7.13228741208234e-05,-0.00480389926078092,-0.0071641675849707,-0.000270351980605841,0.00244121909590858,0.00106835082044902,0.00200420702293642,-0.00488019356138332,0.00582032248759308,0.00120064384521913,-0.00128264615846667,0.00546263380229215,-0.0041183337560105,1
"GSM1932981",0.000145318809410689,-0.00603057963337849,0.00941327964316463,0.00548446253997779,0.000809839197499988,-0.00436647159324973,-0.00426812446285141,0.000895712796711121,0.000560363035834122,0.00241780445043579,-0.00137224850507972,-0.00889493222621604,0.00766716526621894,-0.00199982710268911,-0.000560809182023269,-0.000543175605886754,-7.5596055171869e-05,-0.00498786300104268,-0.00743794114832504,-0.000264486687158833,0.00241952225416038,0.00113346156291113,0.00190229475384455,-0.00546427393702975,0.00545834967754944,0.00111543330262281,-0.0012067644009759,0.00581422343230263,-0.00387499546943472,1
"GSM1932982",9.71485835344191e-05,-0.00580445651403022,0.0105400921927365,0.00551074863512216,0.000918733028357705,-0.00526814235742609,-0.00435017438416171,0.000920164326068453,0.000609694301215015,0.0025246236443131,-0.00137447103279524,-0.00864815153603637,0.00824974197818947,-0.00211194975606897,-0.000485003035726686,-0.00054479786502029,-6.92732136439272e-05,-0.00526180358020262,-0.0075359738345812,-0.000276072736693836,0.00250998035478933,0.00107807914061417,0.00212830083552445,-0.00539417732201486,0.00617345914854928,0.00121876860871416,-0.00125730422567427,0.00595504521938567,-0.00417032342338506,1
"GSM1932983",0.000130469826641382,-0.0065814976962463,0.00990299625436483,0.00567108743085065,0.00114979034765857,-0.00470073583450153,-0.00411230832944158,0.000947495674554738,0.000634198263698081,0.00248971916886294,-0.00143631427662703,-0.00912556970686801,0.00905032209996744,-0.00226081662785558,-0.000498338789197059,-0.000566134134841647,-6.74554749331313e-05,-0.00485818945584768,-0.00754198855601984,-0.000270262623576979,0.00249630184289045,0.00113431922857279,0.0020415789900938,-0.00549252523606484,0.00633223757193579,0.00120832338796291,-0.00119330296510939,0.00569912794798205,-0.00420785024718937,0
"GSM1932984",9.90330987729528e-05,-0.00605963037606305,0.00921348876360445,0.00577732017163861,0.000963741636897954,-0.00471565265739448,-0.00399491784318687,0.000935041554576814,0.000616585919596065,0.00228042600156063,-0.00135395367033132,-0.0082962107842937,0.00812359098138697,-0.00209496196071951,-0.00158002525642131,-0.000466723305410407,-7.06119457811186e-05,-0.00521285966476953,-0.00732750295366775,-0.000267462853981359,0.00239461119850362,0.00108671050480326,0.00204054763137334,-0.00552449057987795,0.0060213873604857,0.00109892837152216,-0.0011839024539607,0.0056015767990414,-0.00427724116613374,1
"GSM1932985",0.000118967385669733,-0.0053066054234333,0.00979309084766729,0.00533876985762287,0.00115755699937916,-0.00528637847543182,-0.00382237667323707,0.000898064025837724,0.00062959981838814,0.00242319117128676,-0.00133225947652732,-0.00796092586129658,0.00775532210233042,-0.00192661916794194,-0.000475699829501661,-0.000425802559979348,-6.78524794568448e-05,-0.00503845515317603,-0.00702368940906881,-0.000254321335958366,0.00231484288344302,0.00106922352230116,0.0018775420346058,-0.00515155113319709,0.00581377882249454,0.00109214778970445,-0.0011576165269193,0.00520268715272852,-0.00390208724507206,1
"GSM1932986",0.00011881284479785,-0.00585146667481236,0.00952110359486645,0.00534710575110215,0.000873855303206036,-0.00470570187922863,-0.00440013289551642,0.000907153644288051,0.000615997657509965,0.00256253710161967,-0.00131718040013631,-0.00928810100867951,0.00877105090926214,-0.00199357015544229,-0.00051663600617274,-0.000588615020441644,-7.0573109624341e-05,-0.00495963700502636,-0.00722100067493937,-0.000260531956814456,0.00237633040079663,0.00106440464289717,0.00185750479079723,-0.00511803087205458,0.00654407038653547,0.00110762702266819,-0.00122771255888641,0.00556389100335151,-0.00421444507271741,1
"GSM1932987",0.000105778344889254,-0.00642222768917893,0.00918096102786589,0.00556345628106853,0.000837419973571614,-0.00529281773693839,-0.0039861706597527,0.000917252322080998,0.000639464477667416,0.00221425743866196,-0.00132492037215746,-0.00851862010770793,0.00756222264494917,-0.00191196035811228,-0.000518887120856927,-0.000471855709409254,-7.39142418837371e-05,-0.00503834801515361,-0.00729864740686966,-0.000253805415778946,0.00227047221869196,0.00101086796525224,0.00191147632440969,-0.00520595201406462,0.00581164649341989,0.00106215648716291,-0.00115313720389345,0.00508711105889301,-0.00391025295084117,1
"GSM1932988",0.000153093553396256,-0.00540260005835268,0.010232713880833,0.00566635065083765,0.00130841925243255,-0.00468905835930948,-0.00393514617372382,0.000915383749794006,0.000547708954108061,0.00266907299265594,-0.00130340841980436,-0.00951426959686291,0.00903655950797304,-0.00208529229443677,-0.000510831004964376,-0.000638872097496592,-6.76382679452163e-05,-0.00458350878865224,-0.00737126414792329,-0.000273933397554459,0.00262457606940012,0.00112434781911286,0.00200398582293938,-0.00517538113999851,0.00630394391858799,0.00114145985478892,-0.00129983008706622,0.00604443435545045,-0.00440993706668008,1
"GSM1932989",0.000116586475747477,-0.00565591386929553,0.00938559706568286,0.00529311726168807,0.00100577411931603,-0.00411443402228481,-0.00363725375758438,0.000863214747230689,0.000532402973768261,0.00218926361135731,-0.00130990137674666,-0.00851310891391832,0.00709661398739526,-0.00191208438026348,-0.000551881102157639,-0.000490271540992747,-7.19579396649714e-05,-0.00490723229129462,-0.00795367290831198,-0.000248726625173792,0.00218279759493013,0.000942419817464883,0.0018977524663386,-0.00471082214358883,0.005004612226963,0.000929354875135188,-0.00107083183366702,0.00460543238644917,-0.00339253897786555,1
"GSM1932990",0.000128611218318688,-0.00630313703359992,0.0100901250354994,0.00544120980339461,0.000906924946671456,-0.00497738015118175,-0.00418962397512029,0.000895513854933062,0.000591210718807462,0.00260581303174175,-0.00135526005966088,-0.009008808338189,0.0084067685416008,-0.00217140269190062,-0.000563139368269084,-0.000497874497066861,-8.06135563008313e-05,-0.00502719437211192,-0.0070936239587284,-0.000267003921371,0.00238935877742325,0.00111503808368219,0.00202252395149316,-0.00506196075394268,0.00612985359343309,0.00121126149174173,-0.00129337608738889,0.00567503060294669,-0.00441625555085315,1
"GSM1932991",0.000149943807130659,-0.00642486856495365,0.0108602930439653,0.00544659165148452,0.00110194080417483,-0.00567736498100479,-0.00407587968385817,0.00087781147256224,0.000580128364545535,0.00255835947404015,-0.00131021677248225,-0.00883120180931622,0.00832742597281486,-0.00211682814060741,-0.000510907959314788,-0.000522912977000741,-6.76285414094229e-05,-0.00526455503996126,-0.00696088403217046,-0.000259216515074495,0.00243808271142347,0.0011390346304952,0.00202481278380228,-0.00572338519159129,0.0063309913315689,0.00110872933524463,-0.00123611929126043,0.00564632679536898,-0.00435108750142915,1
"GSM1932992",0.000146218817885824,-0.00623514812723926,0.0105210058711376,0.00526726983196979,0.000985819926937961,-0.00510894072835709,-0.00409563358578846,0.000869681863439287,0.00057384551715475,0.00281679096185576,-0.0013379755035446,-0.00855141117171048,0.00833766553408971,-0.00217175207942216,-0.000564029517452379,-0.000460908302389325,-6.86273980282044e-05,-0.00479174927001124,-0.00705459637951285,-0.000253272253674068,0.00263892779311491,0.00121122154450473,0.00193385104906582,-0.00511861834103638,0.00601518487458323,0.00120242672236438,-0.00127340525547538,0.00574681760770876,-0.00420678040089527,1
"GSM1932993",9.99591278389843e-05,-0.00603221362716853,0.00910197935019316,0.00555240145787511,0.000836013731552714,-0.00454235644906963,-0.00398408298580111,0.000912215053539622,0.000600553083999438,0.00216388753972629,-0.00136664796145685,-0.00878440031305913,0.00750416615702859,-0.00190808940486708,-0.000571233607741172,-0.000520106095706103,-7.34436125637248e-05,-0.00470109398062644,-0.00742356416060362,-0.000259849981975421,0.00225542704448454,0.00100111688951017,0.00193333119622446,-0.00521367498445302,0.00560993166289506,0.00106589854965767,-0.00111109449844484,0.00517859409619118,-0.00377572485233819,1
"GSM1932994",0.000140377901042443,-0.00587381216880398,0.00985117738512679,0.00561318248880505,0.00119096545451709,-0.00527895984145692,-0.0039110796670533,0.000898729061369787,0.000590951393198335,0.0024307037075199,-0.00131786621108247,-0.00830813195053809,0.0080180964046678,-0.00217372070863149,-0.000487506371222301,-0.000526854587657474,-6.82005575175133e-05,-0.00468777899484352,-0.00809102984155034,-0.000253581896448754,0.00243607244986662,0.00111523967727111,0.00197090920569028,-0.00495825482234794,0.00596784533999555,0.00109745266291326,-0.00122345765904442,0.00529399711197502,-0.00434474802083613,1
"GSM1932995",0.000100235656965184,-0.00636999212300008,0.00937966932997443,0.00581408453930772,0.000847250402195679,-0.0052509742436389,-0.00404980096666687,0.000922586362023094,0.000577719638703575,0.00217814873723045,-0.00136578798363535,-0.00880715066533321,0.00776077677410461,-0.00195015505253394,-0.000591062338474146,-0.000474160547230923,-7.10405842662584e-05,-0.00497853022855054,-0.0074209946870873,-0.00026009809889648,0.00236499009330412,0.00104492818818366,0.00202557296831062,-0.0052398865191089,0.0058904535913643,0.00105066469055109,-0.00117585021461414,0.00516000948793125,-0.00405910341623411,1
"GSM1932996",0.000107590731300089,-0.00617406063680524,0.0103903757280616,0.00521616139988507,0.000888533119668172,-0.00411859455096879,-0.00350883664687328,0.000870374469900963,0.000549981106386485,0.0023706488122822,-0.00133732145709607,-0.00805761171984868,0.00864637590247258,-0.0021128682211231,-0.00049678648130988,-0.000492031220731778,-6.90500115698798e-05,-0.00439179742651585,-0.00730928042962205,-0.000243592858572971,0.0025096306706027,0.00111904888980141,0.00267622765246055,-0.00493803502348264,0.00577696507133141,0.00128893556859025,-0.00133631218939044,0.00542362603772703,-0.00387732743732307,0
"GSM1932997",0.000145348793960403,-0.00675934863502754,0.0102679826409205,0.0056108533360667,0.001249996535852,-0.0052072927173003,-0.00413880647539472,0.000899681983798138,0.000543507268261409,0.00253257854821178,-0.00132754275511181,-0.00854623668059921,0.00848125695436378,-0.00206533078924623,-0.00063472213902649,-0.000534845341076567,-6.88334064517866e-05,-0.00506456458987324,-0.00704706062011051,-0.000268642679923471,0.00268175762398524,0.00115275466993991,0.00201424948770255,-0.00553689918190474,0.00606628223143317,0.00116285610372259,-0.0012812355640061,0.005748377752,-0.00422588170993421,0
