"","ADAM8","AGPAT2","COL5A1","DBI","EIF3D","ELN","FASN","KLK7","LAMB3","LMO4","LSM1","MFSD1","PHPT1","RBM38","RPL36AL","RPS21","RPS27A","SERPINA1","SOD1","TRIB1","UPP1","class"
"GSM1933038",-0.00519026312984431,0.00546959632857514,0.000634078409925547,-0.00011858095493806,0.0047656475595274,-0.00200275164917753,-0.00266375782117347,-0.00586373790426655,-0.00037961533222721,0.000744732991455398,0.00162644961474809,0.00333081651819109,-0.0230542927686673,0.000201417242501272,0.0095799027087722,0.000584203391628785,0.00198207287961856,-0.00249059995884447,0.00283362605702818,-0.0057736751319894,-0.00916341578663966,0
"GSM1933039",-0.00523198411800844,0.00532039271042071,0.000645426851746148,-0.000114501340615477,0.00426678008443608,-0.0018768857271042,-0.00247251528201435,-0.00578749315325795,-0.000357609795713379,0.000694548376154486,0.00153279671627498,0.0028327893173445,-0.023115305398381,0.000197308130411119,0.00862336898455162,0.000540262328587241,0.00180112610119553,-0.0023373318617386,0.00263752568713392,-0.00525601454110029,-0.00875191302751275,1
"GSM1933040",-0.00517869737813641,0.005293835699408,0.000636585389357698,-0.00012422349363607,0.00476772254917262,-0.00194406550197076,-0.00263326437124796,-0.00571656227265304,-0.000422606423349832,0.00076570573971997,0.00179963227878487,0.00310897459642316,-0.0231500726846719,0.000203004562097966,0.0089790583048621,0.000565747950325551,0.00188172828731183,-0.001978559356086,0.00300959338693452,-0.00519446933283916,-0.00866767193391307,0
"GSM1933041",-0.00518308998735926,0.00546976701334709,0.000673225853535507,-0.000123294907280572,0.00487314065701359,-0.00194538275853877,-0.00260755936539426,-0.00634264028029814,-0.000467021066169151,0.000781473288178553,0.00184356535814313,0.00322937935408294,-0.0238345322061139,0.000200702751386726,0.00935217755577601,0.000602019432766253,0.00203485541888691,-0.00223506575567697,0.00293146734459378,-0.00532960374269173,-0.00856518162614424,1
"GSM1933042",-0.00503758741810192,0.00531471803458876,0.000610891518246209,-0.000122961259166821,0.00510096373101616,-0.00188387354428967,-0.00241055808310799,-0.00568866272469737,-0.000503235089830357,0.000827302585362186,0.00190833584295023,0.00329892363984861,-0.0231202007434974,0.000202288915640256,0.00984845590063787,0.00060957405014928,0.002064140212199,-0.00197942982761473,0.00283773001881855,-0.00588372790955724,-0.00889693616605394,1
"GSM1933043",-0.00541863403010029,0.00540592998879298,0.000676646665385423,-0.000115597246657153,0.00440793779718675,-0.00190690816471899,-0.00271694096591864,-0.0060232572720549,-0.000415050037225389,0.000749996373915529,0.00161664909583955,0.00309000470955271,-0.0240994939763137,0.000206712293474809,0.00907775941821088,0.000584291109778229,0.0019816689995395,-0.00215889288951745,0.0027683140140855,-0.00573706177738771,-0.00896289335896782,1
"GSM1933044",-0.0051718069757842,0.00579986321237012,0.000707079337631434,-0.000121943732075271,0.00535161101185946,-0.00185278921635813,-0.00260133951479429,-0.00642323191887705,-0.000480415833825011,0.000756807463197905,0.00173868972124555,0.00372170681309736,-0.0252681645302516,0.000212851051723642,0.0099680879540373,0.000622303614208327,0.00213622086147741,-0.00213127031447961,0.00325185035529828,-0.00578811635858673,-0.0105764988002751,0
"GSM1933045",-0.00519598695592665,0.0053590689260011,0.000664434751534652,-0.000120722473975072,0.00462388470467598,-0.00186910064030523,-0.00260820058173074,-0.00651858763070113,-0.000412745818658376,0.000784779237120319,0.00160241809410299,0.00346563574231186,-0.023496469775884,0.000200628461630487,0.00909941306739308,0.000568131822497414,0.00191760506383729,-0.00227166800865776,0.00291206373595496,-0.00554003040734198,-0.00918985549937717,1
"GSM1933046",-0.00500218402486356,0.00580771790554564,0.000598262452999941,-0.000129531355597212,0.00527093910741347,-0.00182255156990848,-0.00271418179743756,-0.00573679539083085,-0.000473556826147317,0.00085415211374206,0.00176526066766511,0.0035750401161127,-0.0245492905972095,0.000198812409327626,0.00995497688409963,0.000633990003004072,0.00219751751926009,-0.0019341558555376,0.00317711995691727,-0.00461506500027839,-0.0085425987971124,1
"GSM1933047",-0.00548238867606414,0.00552745561394073,0.000636768043509976,-0.000120864505523498,0.00504616184549553,-0.00190138297243589,-0.00263075493720169,-0.00584608076805365,-0.000537980826238902,0.000803516893896434,0.00164384171323658,0.00320443777862986,-0.0236674800470556,0.000214731616932671,0.00942484252510385,0.00062431718456088,0.00195585844900425,-0.0022024700857891,0.00306043058574573,-0.00490651054655767,-0.00962673131362188,0
"GSM1933048",-0.00519129654089604,0.00537648902678898,0.000704322239016695,-0.000118108702421481,0.00479220782284397,-0.00191933264620229,-0.00245618542706786,-0.00560653629343406,-0.000377500176099625,0.000734607715592523,0.00165311043884917,0.00338932451814904,-0.0238654157394962,0.000194903052989268,0.00932519020116846,0.000578825250957811,0.00197491147267514,-0.00246568917266214,0.00268779436307676,-0.00549006748505738,-0.00905698506559315,1
"GSM1933049",-0.00527094664505738,0.00539085318537632,0.000673814262205163,-0.000118425171231941,0.00469519162392851,-0.00183729402772736,-0.00251428644877152,-0.00884689383674233,-0.00039591386778525,0.00071630956776976,0.00164365576033872,0.003112501562473,-0.0242720252983698,0.000197054011622489,0.00913699227502721,0.000564247069026555,0.00189341871768051,-0.00204386196617727,0.00269791903169869,-0.00507172704299149,-0.00918858636817358,1
"GSM1933051",-0.00535558876206738,0.00531841305208983,0.000709293950006633,-0.000115615938967368,0.00461742264744804,-0.00185141620624544,-0.00244735092485176,-0.00710722054515032,-0.000456025820901766,0.00068065094270447,0.00191976450781766,0.0028483552109179,-0.0234530292693819,0.000195911010897205,0.00940776376278582,0.000611266507697537,0.00186735689424676,-0.00209440011817013,0.00284331720487532,-0.00473589175231852,-0.0097777479866454,1
"GSM1933052",-0.00512149366930576,0.00533653782064779,0.000633202499184549,-0.000123218351555023,0.0050252813499762,-0.00185713449839838,-0.00259720615180662,-0.00557966780654142,-0.000437334821991443,0.000770143961011399,0.00157705684516064,0.00311552614650627,-0.0236757982510759,0.000192479589287367,0.00889127627458275,0.000603533292934398,0.00197776445362073,-0.00197307739440452,0.00288015830177782,-0.00459927354820714,-0.00865390122206927,1
"GSM1933053",-0.00498013823683121,0.00544292158330237,0.000615309057610287,-0.000122151328515198,0.00494880224134245,-0.00181877115977438,-0.00259638449853896,-0.00654857276993928,-0.000432748471368526,0.000690785990489675,0.00171828531269732,0.00308612829317912,-0.0232477994653027,0.000193467266531392,0.00868036692346066,0.000606189308722887,0.00197747036676501,-0.00215136928876184,0.0028873595450261,-0.0051154194365969,-0.00937055035881551,1
"GSM1933054",-0.00511670398002815,0.00538241932560461,0.000679124050044575,-0.000120516823068537,0.00510289908540605,-0.00199042121909603,-0.00280173060681498,-0.00562697991051863,-0.000464118527280018,0.000766874252736031,0.00173537969472931,0.00336465276017549,-0.0235073821721285,0.000209863312763959,0.00973734796885592,0.000631223725193368,0.00209641879889066,-0.00224388637668988,0.002937169669801,-0.00591552443974019,-0.00906527079614983,1
"GSM1933055",-0.00516535927170682,0.00524790049581447,0.000671018991125944,-0.000115671312593785,0.00461719415971349,-0.00185414459885639,-0.00245033918620406,-0.00608973219859117,-0.000452150815264179,0.000710074700117898,0.00159054147095569,0.00292277727806283,-0.0234743936250388,0.000195067015617323,0.00893847079985261,0.000559570938546134,0.00179344343707294,-0.00199816993142066,0.00247660732027456,-0.0055066662603828,-0.00872816562931997,1
"GSM1933056",-0.00513479286565374,0.00527574134643413,0.000687951093724717,-0.000117854208329869,0.00483533927511757,-0.00182482445539664,-0.00268087970990942,-0.00585436503269504,-0.00045894418462924,0.000737254581930184,0.00187745171830667,0.00326476634240494,-0.0240077379564451,0.000200399345973952,0.00939517775764127,0.000633988403418678,0.00208503934815669,-0.00222228016267096,0.00307867173846262,-0.00552928077457566,-0.00962914561129161,1
"GSM1933057",-0.00514504660575866,0.00555118276605324,0.000643823424987869,-0.000115515897857487,0.00514080144608813,-0.00189043524344627,-0.00259045576359881,-0.0065580506755414,-0.000467488187809033,0.000758865762294692,0.00171368425429847,0.00321662281320253,-0.0245744851088928,0.000206654435223764,0.00961299782300192,0.000601481026802372,0.00199310393388069,-0.00216892192722623,0.00304613930532889,-0.00592761077981135,-0.00871228274932386,1
"GSM1933058",-0.00523108495679742,0.00550995286991703,0.000657021924760884,-0.000124061870113414,0.00500403271616205,-0.00189414686922495,-0.00287296406197689,-0.00609301234740228,-0.000478257036777799,0.000717634179142807,0.00172330723959625,0.00294643847972697,-0.0235862971413266,0.00020840744593614,0.00953814924277171,0.000619148674009581,0.00207291389283844,-0.00219538380630841,0.00292797177827358,-0.00527419200511642,-0.00903593482302074,0
"GSM1933059",-0.00519300214583663,0.00533546803262002,0.000630259771489537,-0.000121611315260485,0.00467682194239994,-0.00186833350311764,-0.00282708403846735,-0.00609815825394508,-0.000379357531175798,0.00073959056672106,0.00177830781392759,0.0031151226368746,-0.023693504992168,0.000203146261153142,0.00952124115214019,0.00058787374483207,0.00221578905723972,-0.00226989388165399,0.00298828046669583,-0.00532204729536499,-0.00867450960232862,1
"GSM1933060",-0.00532765778463461,0.00540034458622335,0.000699280922783001,-0.000123639533679934,0.00482654674868781,-0.00180295780333371,-0.00259322282865759,-0.00717741367396287,-0.000439577501486413,0.000733298739531148,0.00168301639380722,0.00323912307369647,-0.0243547190254527,0.000207307412046954,0.00964234493915196,0.000638051281233551,0.00202879120699062,-0.00231813466051723,0.00295094444211847,-0.00529254932077597,-0.00930728971630761,0
"GSM1933061",-0.00510519051818758,0.005219577792456,0.000605082383080565,-0.000115775481588187,0.00459378068181022,-0.0019199461034072,-0.00251254017424029,-0.00578590526497338,-0.000446711009176875,0.000739625408140776,0.00161103628119144,0.00300740460771114,-0.0229561217242257,0.000207737703506726,0.00876669556808406,0.000582328346310474,0.00185552861038397,-0.00211743440667873,0.0028717795971414,-0.00547093556236121,-0.00859915501891377,1
"GSM1933062",-0.00494224426214227,0.00524236400040735,0.000596751496700086,-0.00012239476786397,0.00509901779557285,-0.00178445768174296,-0.00273988079697254,-0.00567397984204537,-0.000444083186573827,0.000778784455033467,0.0020237626761668,0.00334578697947558,-0.0230875495695433,0.000197177212667531,0.00973442252669802,0.0006065894963884,0.00214471259494899,-0.00202200126217934,0.00306839243461496,-0.00495047484317429,-0.00823555238092797,1
"GSM1933063",-0.00519876600669971,0.00558856066943434,0.00061456019074991,-0.00012829525875016,0.00521036938017705,-0.00186167984861989,-0.00287483149186692,-0.00676397907979429,-0.000429525908571203,0.000820495054754448,0.00180009555632037,0.00333174314459702,-0.02437824319254,0.00020056895511925,0.0103987718883854,0.00061941529216324,0.00202119536674708,-0.00205755039789742,0.00318646274800272,-0.00469095798960261,-0.00848110890663622,1
"GSM1933064",-0.00528928907921468,0.00561298814514422,0.000641769109105741,-0.000121766180502633,0.00513950388175314,-0.00191892618707476,-0.00259795115154924,-0.00569843139894095,-0.00047179759554656,0.000745352342289486,0.00168959536782967,0.00330884690138374,-0.0246342679221727,0.000199073925746962,0.0100721079160299,0.000596882665051893,0.00198748342835733,-0.0026834440670759,0.0030002224493959,-0.005746921648323,-0.00999429217982605,0
"GSM1933065",-0.00509927307092539,0.00534158683189029,0.000614886915788915,-0.000125229191892211,0.00487096996216705,-0.00183665188075197,-0.00285443829799435,-0.00553236746204522,-0.000389627799930701,0.000774781909904671,0.00161918985423817,0.00328298162402375,-0.0230228157322702,0.000204722168911828,0.00903936693925786,0.00059435259001293,0.00213042210957957,-0.00190823886590929,0.0032316104548646,-0.00459752422085252,-0.00834626016130836,1
"GSM1933066",-0.00502302191452251,0.00529371373380359,0.000600031316973137,-0.000130050032204461,0.0051702032052982,-0.00181961451802606,-0.00282288445370517,-0.00566778851026715,-0.000419148557674015,0.000859330832620149,0.00223715477885653,0.00317246868860888,-0.0228050162431953,0.000195140582270141,0.00973043952734894,0.000610321883501857,0.00221233644281344,-0.00187091762088283,0.00311052590817244,-0.00502998978177372,-0.00857756266684894,1
"GSM1933067",-0.00490617873824341,0.00523695820497622,0.000658026023987479,-0.000115419067102868,0.00480454241553697,-0.00202806327592645,-0.00242843478562062,-0.00563149510617379,-0.000423906300868916,0.000755350483043669,0.00164017848187641,0.0032796496987028,-0.0223680502568213,0.000193330158912521,0.00961399149930176,0.000575393554310521,0.00197722811352061,-0.00205979138407138,0.00283133370950691,-0.00552722738365665,-0.0083604368761619,1
"GSM1933068",-0.00520617822869205,0.00536418789954999,0.000700986683573542,-0.000115642717764385,0.00483136452414469,-0.00189251787529515,-0.00244964217982125,-0.00567256575460434,-0.000438076424999272,0.000735283892033302,0.00159277735548578,0.00319365283044093,-0.0237964643062507,0.000196698905166691,0.00927429533823096,0.000599989258127557,0.00205162810841805,-0.002182922959587,0.00269284357419491,-0.00540778926447985,-0.00860386499872649,0
"GSM1933069",-0.00515920281202536,0.00529244805360705,0.000645143907758035,-0.000116722433444632,0.00430513562447182,-0.00198337645809167,-0.00250264589061478,-0.00612359808899751,-0.000380640734557645,0.000731481061416514,0.00151913823622649,0.00285147591769128,-0.0232890783076765,0.000199006760708576,0.00830246337374291,0.000538200251928959,0.00181509444963392,-0.00203151604790476,0.0029264617168409,-0.00526058307807025,-0.00837961997535399,1
"GSM1933070",-0.0050909506001943,0.0056034379687521,0.000676793542977828,-0.000118075620828497,0.00495919192492985,-0.00184017632977094,-0.0026956223601795,-0.00576069844099251,-0.000480052140584115,0.000762683455380483,0.00169999732419282,0.00335280452029686,-0.0235954275030099,0.000201386984261213,0.00905177953113068,0.000586101755410554,0.00197103924166297,-0.0022619047513516,0.00299378484353316,-0.00511767790321297,-0.00884563718134749,1
"GSM1933071",-0.00511471670915347,0.00533499445046052,0.000630481061878241,-0.000119388465229831,0.00487798410489648,-0.00185703449269463,-0.00253292826324555,-0.00643878885391887,-0.000450518113772107,0.000772733474800168,0.00163985956146423,0.00315811122560469,-0.0232602346880365,0.00019136341479722,0.00983022523659921,0.00059275353850518,0.00198263204867609,-0.002165677430581,0.00286876493719654,-0.00518603298133921,-0.00909716123005609,1
"GSM1933072",-0.00516712759948374,0.00529244127586821,0.000673906713243285,-0.000122636024281194,0.00504450557075027,-0.00184185871582339,-0.00260497175325458,-0.00586987152731758,-0.000383805691378975,0.00076023368868859,0.00184355051421581,0.00289402341945254,-0.0234524233811993,0.000234773313527698,0.00905594315893509,0.000600412141430617,0.00199603775131381,-0.00199877581147018,0.0030881980660576,-0.00565582175779197,-0.00826307689424503,0
"GSM1933073",-0.00492503579428286,0.00519755209440394,0.000577264936230164,-0.000119034239242496,0.00507913540058584,-0.00179536896678709,-0.00269336267545429,-0.00550127366018395,-0.000393405941333087,0.000754266094501932,0.00230559756771571,0.00313206458443536,-0.0237442328968453,0.000217513485052474,0.0098549667883404,0.00063826245461338,0.00194097249268448,-0.00237378951088494,0.00319030852092643,-0.00574858966522434,-0.0083809947334665,1
