"","ADAM8","AGPAT2","COL5A1","DBI","EIF3D","ELN","FASN","KLK7","LAMB3","LMO4","LSM1","MFSD1","PHPT1","RBM38","RPL36AL","RPS21","RPS27A","SERPINA1","SOD1","TRIB1","UPP1","class"
"GSM1933002",-0.00530982557088669,0.00534404967772192,0.000645053329361392,-0.000123442036341404,0.00510067873963874,-0.00191158295011766,-0.00260666407309249,-0.0060431689943243,-0.000440223674805961,0.000768542941610241,0.00170998378672477,0.00330451322590921,-0.0232643162809161,0.000200355174676445,0.0099807237854128,0.000618869776271568,0.00205616660881013,-0.00231966360724051,0.00278905998059434,-0.00587714050754773,-0.0101586175585808,1
"GSM1933003",-0.00524931327279314,0.00559451714708558,0.000622391207499193,-0.00012693689140543,0.0050933121019955,-0.00187652027429477,-0.00274150545430665,-0.00636682069488873,-0.000441701862747347,0.000757245267172941,0.00195170702858968,0.00332613231181438,-0.0240016076501783,0.000197034339471951,0.00970637995047363,0.000610906298402434,0.00200271393873866,-0.00235790540355555,0.00288284328169441,-0.00524976390431416,-0.00901219839712423,0
"GSM1933004",-0.00507512689304724,0.00563405898980856,0.000610341415606916,-0.000127865697198243,0.00549130543982545,-0.00182806952323445,-0.00269441433207772,-0.00616604772931025,-0.000463895918824315,0.000763934608346526,0.00171256008981041,0.00300658782505306,-0.0236769865793565,0.000197684233502979,0.00958848857849183,0.00065469243808912,0.00216151977483502,-0.00237222610494704,0.00309773443794559,-0.00563796882515719,-0.00875278453683831,0
"GSM1933005",-0.00502721916061468,0.00524495855947653,0.000645518029302995,-0.000115396202806046,0.0046475998761353,-0.00195014670567862,-0.00267719521835295,-0.00563080508456224,-0.000462083232473925,0.000821220485367998,0.00183317024828628,0.00300231639806731,-0.0233560577068146,0.000201969514893858,0.00895351431987094,0.000611349326261322,0.00211388024521067,-0.00221847210727535,0.00276094054100472,-0.00549189603355762,-0.00828467322945534,1
"GSM1933006",-0.00517485232963523,0.00514577065665096,0.000589542301703796,-0.000108676758467833,0.00413796790867337,-0.00184620704704074,-0.00233040626971177,-0.00571705043943407,-0.000407138222317881,0.000655685786181311,0.00143930643913566,0.00268444042302402,-0.0218499452220767,0.000182825822411639,0.00773953855884075,0.000495322612640678,0.00173124129694947,-0.0019561375363669,0.00225560422072996,-0.0049650894327336,-0.00858953744811907,1
"GSM1933007",-0.00517836985119966,0.00536700900256065,0.000643804751102317,-0.000125916605214298,0.00488311785791621,-0.00198795313218892,-0.00286785625031354,-0.00583619053965554,-0.000422468876674721,0.000795432524389655,0.00208908024817194,0.00299524477245966,-0.0242995712432035,0.000206351233391704,0.00944037118443979,0.000620263409476162,0.00203206366815605,-0.00204239030389585,0.00289434941332244,-0.00517065157885274,-0.00845285418109941,0
"GSM1933008",-0.00530726894830574,0.00549674628273938,0.000625450425112231,-0.000117325503956137,0.00481905577641501,-0.001826136212156,-0.00268018756303422,-0.00664477895609689,-0.000454804242825252,0.000751064500828191,0.0018249527871127,0.00323733125194729,-0.0246185014411181,0.000208119914258548,0.00966408103324607,0.000628102439206863,0.00206686927119233,-0.00206277354316594,0.00294646603230806,-0.00526996731317473,-0.00960396468586542,1
"GSM1933009",-0.00529840495277531,0.00533700900660938,0.00067421217119412,-0.00012202018997221,0.00466295908910174,-0.001892911985942,-0.00252824153791759,-0.00654313466195116,-0.000385350067125649,0.000761041883571852,0.00158330305697728,0.00323425548810021,-0.0230122885085686,0.000191726004663843,0.00873765466026421,0.000562824354232543,0.00187205149118919,-0.00203311117222251,0.00272854231217816,-0.00488097560083888,-0.0086592378503536,1
"GSM1933010",-0.00516342049413768,0.0052272919807169,0.00059148677072568,-0.000118581453691457,0.00473032887250899,-0.00181913620351461,-0.00241814406539006,-0.00559886472059493,-0.00040055293100752,0.000885819915707104,0.00163344269212725,0.00273583215531521,-0.0232833421213937,0.000193039706575656,0.00874581415247988,0.00059104568763596,0.00199539060399942,-0.00196275025949891,0.00285538110886688,-0.00569981323142742,-0.00800031095048047,1
"GSM1933011",-0.00506351769682799,0.00561534179155328,0.000644639892024601,-0.000131890901278316,0.00494638800400349,-0.00191962380118506,-0.0031733889997991,-0.00590499612309656,-0.000395664259003122,0.000796844541148238,0.00168482574238522,0.003271665463789,-0.024482262316017,0.000228457141657204,0.00909285388795727,0.00067814929061288,0.0021174157012985,-0.00196495367255531,0.00316938673452229,-0.00585343097310791,-0.00841048204765148,0
"GSM1933012",-0.00511172929707233,0.00558903111313791,0.000678873030559361,-0.000117955168189369,0.00468791878831638,-0.00200770680505404,-0.00257879378063167,-0.00774740700923595,-0.000389998167706667,0.000743708150863082,0.00162980388409237,0.00310549973360968,-0.0238045437619358,0.000194508897475581,0.00944636270208679,0.00058185136356883,0.00196712580503855,-0.00232535974670537,0.00272897139473302,-0.00531449083816108,-0.00869517595686821,1
"GSM1933013",-0.00503340909654789,0.00547409960019893,0.000671071476795976,-0.000129846645695332,0.004870048337115,-0.00187176133811852,-0.00261995623968957,-0.00663847344338513,-0.000425383437083218,0.000771326087860068,0.00176512881780178,0.00332200155630027,-0.0237848141699043,0.000197150419786682,0.00959308457597802,0.000601573080350535,0.00206307839992408,-0.00204066123143787,0.00311144315829332,-0.00537532374086666,-0.0089297594475356,1
"GSM1933014",-0.00491616180903862,0.00535815639500573,0.000591485353934462,-0.000149182203469186,0.00522409656764155,-0.00180232398522084,-0.00265516454088732,-0.00563115138026514,-0.00038695829987222,0.000821136176612182,0.00188443851016937,0.00301564668122266,-0.0233282984063355,0.00019950231842354,0.00970536700893558,0.000616417193426824,0.002074542436955,-0.00190912505831197,0.00318917551713094,-0.0054834219376347,-0.0089029479803156,1
"GSM1933015",-0.00529623065848995,0.00555947746211733,0.000653566115243126,-0.000124538347143889,0.00509405084039455,-0.00190241315714809,-0.00264579715086113,-0.00775381942246678,-0.000457532293343681,0.000740872841980877,0.0017355731976362,0.00361952280057088,-0.0238370784454656,0.00022642729710446,0.00960983947680676,0.000610358402691569,0.00206423154602825,-0.00217939795351894,0.00303841679555525,-0.00552246626792823,-0.00977877732081238,1
"GSM1933016",-0.00522521186801644,0.00548212365103619,0.000627895933882302,-0.000123519740875552,0.00496817527582931,-0.00192373330070096,-0.00266582820259512,-0.00749169849707364,-0.000407575643033454,0.000778774502217016,0.00157926208408613,0.00311611355570374,-0.0237638159880827,0.000205683556799848,0.0092964420268554,0.000594795409090312,0.00198426864445092,-0.00216611920130776,0.00290184151697358,-0.00532212639733288,-0.00865334940817347,0
"GSM1933017",-0.00508149901032142,0.00547607358082609,0.000660614838928702,-0.000128480180773868,0.00504163193238397,-0.00199340037626737,-0.00257801505327217,-0.00653274389246034,-0.000448731162925559,0.000820144254943655,0.00168019362826224,0.00313493293643042,-0.0233603517316555,0.000197476893561817,0.00906066074371357,0.000598583464948788,0.00200491887384878,-0.00215778832973891,0.00304078403170354,-0.00519394246368132,-0.00823941064641137,1
"GSM1933020",-0.00512662366945168,0.00542166798314463,0.000617421401137776,-0.000119601160382906,0.00492071468467097,-0.00186826742571234,-0.00262142809092031,-0.00577297174201835,-0.00045642428430689,0.000799935553573118,0.00164896442098271,0.0030894781212222,-0.0232561515114782,0.000200180939028036,0.00882548053741048,0.000548900832381064,0.00196527397606234,-0.00213980799004961,0.00285799760136535,-0.00498421021758406,-0.00855407940308453,1
"GSM1933021",-0.00521680119585941,0.00527722731026158,0.000663355210856002,-0.000115550219073698,0.00472537411047594,-0.00193781932351576,-0.00246581474744627,-0.00584995415031718,-0.00042246659320143,0.000756739666664727,0.00160301937694087,0.00333411755125693,-0.0234991350840996,0.000198932379877205,0.00929011174877999,0.000564896740546462,0.00195223791789331,-0.0022762594036735,0.0026693728441036,-0.00564230590096201,-0.00876785276070698,1
"GSM1933023",-0.00509888217399732,0.0053872481047284,0.000709844039494595,-0.000119818077792011,0.00538585370837682,-0.00186663766432836,-0.00256366480525555,-0.00927223271827892,-0.00043736941684462,0.000764491483105427,0.00179600685590457,0.00326109413395104,-0.0234183133378757,0.000199532311307925,0.00987855352620696,0.000634567402216831,0.0020557600934924,-0.00206898758305849,0.00285641739899325,-0.00560877809908265,-0.00905636078227466,1
"GSM1933024",-0.00527862139749502,0.00542289603028872,0.000607989514194273,-0.000121087853936492,0.00480502362462616,-0.00183993505287272,-0.00267618658369686,-0.00583467268755504,-0.000460876529806109,0.000756109403519791,0.00167966746973394,0.00315675623850806,-0.0240735539212033,0.000210917756992449,0.0091510378239319,0.000608557372175698,0.002130147987836,-0.00205822572729025,0.0031265092349137,-0.00539231781529021,-0.00876988978460913,1
"GSM1933026",-0.00524607992303189,0.0056894873759907,0.000644780711769096,-0.000130553459065372,0.00507634586398293,-0.00187301406945738,-0.00257050970919383,-0.00603180201921387,-0.000445286700935859,0.000813400308853135,0.00188356331763669,0.00323939245185814,-0.0248174664907042,0.000207418324821185,0.0100412842294582,0.000622698767152251,0.00209736906241184,-0.00212786013615135,0.00325309050862102,-0.0050234607422954,-0.0085887822873481,1
"GSM1933027",-0.00511302069874247,0.00539589964852504,0.000644931577264473,-0.000123445797112356,0.00489554588593755,-0.0018795831713586,-0.00254724088845519,-0.0056174145808048,-0.000409015021129888,0.000767269706413464,0.0017074561222106,0.00342203107706011,-0.0240925938307024,0.000201566347475568,0.00977005050617392,0.000582201230895099,0.0019984170067856,-0.00241039934733065,0.0028313353513728,-0.00553895636092764,-0.00841651942472737,1
"GSM1933028",-0.00516810182411975,0.00535138936913486,0.000648197320624392,-0.000131340590187813,0.00482531901994742,-0.00188069281121334,-0.00260831283005222,-0.0056354159061769,-0.000465034202758942,0.000868852376344341,0.00161851427580857,0.00322310283256742,-0.022579975374824,0.000204580545618965,0.00909870319015944,0.000576562201943213,0.00222043138148674,-0.00217423460104115,0.00308492361422786,-0.00501414376818423,-0.00859412671915851,0
"GSM1933029",-0.00510252221867343,0.00581711605983171,0.000619925059933548,-0.000127888366186101,0.00512400300891353,-0.0018471577432712,-0.00275985890172907,-0.0057119437646628,-0.000527571607999717,0.000715617273733356,0.00178389175875407,0.00340937192250415,-0.0252704364160336,0.000206087890366382,0.00971908888630207,0.000636158080739414,0.00209039036152279,-0.00204442016980187,0.00320429935764701,-0.00495784614858751,-0.00901196598096007,1
"GSM1933030",-0.0052214205462665,0.00544159232996815,0.000618340048476333,-0.000116447233112278,0.00500683337152829,-0.00190731774675523,-0.0025094445284369,-0.00585728518917787,-0.000401741065240867,0.000806420179407185,0.00166154006152435,0.00323975181848577,-0.0240590706022417,0.000202242626482799,0.00906899905889347,0.000613095886114583,0.00208347267313394,-0.00208581859522711,0.00281525815812016,-0.00486589049733385,-0.00851965791126667,1
"GSM1933031",-0.00508886669146401,0.00546448854996876,0.000694494932866694,-0.000126299701949795,0.00493356380677432,-0.00186728560470587,-0.00259009740388534,-0.00564063589277272,-0.000472852194484671,0.000794014223874409,0.00173632454643765,0.00321989638819891,-0.0238133183579059,0.000204437712409303,0.00971847255089324,0.000590283129155291,0.00199162509824916,-0.00222058640042287,0.00270573765721012,-0.00572375878742073,-0.00871255398557376,1
"GSM1933032",-0.00517063406617733,0.00526354468329076,0.000600832219191374,-0.000129630381345388,0.00476714262784562,-0.00182451617099718,-0.00280353021224111,-0.00563003291179226,-0.000501100004546244,0.000781605037312325,0.00185352925170706,0.00320401235018781,-0.0225713889175356,0.000218234582360565,0.00957283867937264,0.000604385784757853,0.00222581125503561,-0.00197742017826954,0.00306103598956015,-0.0065652980029978,-0.00830254826650384,1
"GSM1933033",-0.00508015938738318,0.00547671974360751,0.00061259666034882,-0.000125688834877917,0.00485547568914802,-0.00192408730098247,-0.00252508961697616,-0.00625200125050791,-0.0004814038766569,0.000743426347160343,0.00161123224602139,0.00308128827900641,-0.0226420978395219,0.000209568968386196,0.00882209269337734,0.000617748584536007,0.00210372640770071,-0.00196646122685728,0.00310010036405998,-0.00452376099582416,-0.00935225495379107,1
"GSM1933034",-0.00527135660297926,0.00552562689247926,0.000699468214651795,-0.000118709468991881,0.00518277623493241,-0.00186403963406464,-0.0027058502354862,-0.0072472818776826,-0.00049845877824603,0.000747742477330001,0.00183837466860845,0.00320420960640555,-0.0239697888367396,0.000200343424258317,0.00966823846986172,0.00060242480533875,0.00200894644186799,-0.00225629225320929,0.00288161796571329,-0.00585705349409027,-0.0100394654990831,1
"GSM1933036",-0.00508404853079092,0.005426823069895,0.00059798493895549,-0.000127621940679259,0.00507803873119688,-0.00189027389900145,-0.00269108190484321,-0.00570388089790601,-0.000467155543234486,0.000817396394155742,0.00168319248625334,0.00316019813141658,-0.0231587772364477,0.00019453308935314,0.0100258975512144,0.000634047766626034,0.00229969887324508,-0.00217465154198511,0.00287907911908438,-0.00532438485405614,-0.00857272558471951,1
"GSM1933037",-0.00525367306212039,0.00541652996556682,0.000679917638892361,-0.000119514452845681,0.00475853910406843,-0.00190350775904694,-0.00255371690678137,-0.00783493782205029,-0.000458863245733027,0.000711474491564403,0.00163419887580042,0.00317878130126713,-0.0235278577356836,0.000208751087707035,0.00950664120822019,0.000601831398573988,0.00199809366852303,-0.00230068261862797,0.00279914318039148,-0.00532454507529169,-0.00936231427172858,0
