"","A2M","ATP6V1F","BAG4","BOLA1","CD14","CDKN1A","CTTN","EIF3D","EPHA2","FASN","FGA","FLII","FSTL3","GOLIM4","GPI","GTF3C6","MFSD1","PDGFRB","PHPT1","RGCC","RPL27","RPL37","RPS18","RPS29","S100A11","SERPINE1","SNRPG","SOD1","STEAP1","THYN1","TM9SF2","TNFRSF12A","class"
"GSM1933006",-0.000449746548776645,0.0153057691081484,0.000376314645722148,0.0241825033386831,-0.0021842759183018,-0.00643948114021701,-0.000302448550631073,0.00405189081124711,-0.0050270056873577,-0.00223954562725702,-2.65127454281901e-05,-0.00108388531058699,-0.00505411720523279,0.00339143124730193,-3.65233774767528e-05,0.00594251869410705,0.00524157321878232,0.00096608940761188,-0.0112840722967097,-0.0054710302670704,0.000383083344766637,0.000886567483377184,-0.000211069283081607,0.000196149024676231,1.95653738931313e-05,0.00116022206483205,-0.000173843509734215,8.5682767468884e-05,-0.00377373708987137,-0.000984000070134976,-0.00565325664877179,-0.00763190982369411,1
"GSM1933007",-0.000591260521976098,0.0186947416197557,0.000570079124253372,0.0256507661250248,-0.00230455873384309,-0.00688726500382712,-0.000350008082264629,0.00478154031529711,-0.00542927592028162,-0.00275604087084171,-2.39374629194339e-05,-0.00116247957920407,-0.00545486465260649,0.00465165224481332,-4.57465562857546e-05,0.0079097705130519,0.00584844224828672,0.00113583325777257,-0.0125491444440928,-0.00622380884661992,0.000464171473729695,0.00109048275672811,-0.000223995385424977,0.000246423203043748,2.33226949022393e-05,0.00126055001413435,-0.000217480358633587,0.000109946534713945,-0.00487890040901816,-0.00110489112548646,-0.00688548438411623,-0.00852123818023665,0
"GSM1933008",-0.000572993066225376,0.0182737599579338,0.000481971801321359,0.0243440112847845,-0.00266711759433169,-0.00692302340857461,-0.000348748914456538,0.00471881083911146,-0.0055117283720538,-0.00257568923283249,-2.28290061621245e-05,-0.00122640584763679,-0.0052148978138476,0.00482245914616348,-4.39546959536777e-05,0.00708615045730104,0.00632113443270935,0.00111808261150288,-0.0127138511000727,-0.00608697927015438,0.000481723813598577,0.00108441068421521,-0.000224870590688488,0.000250904642327652,2.38760567022822e-05,0.00139926155461241,-0.000223830414158628,0.000111926268616183,-0.00499318533942938,-0.00120962199666632,-0.00719369868698512,-0.0088547768850185,1
"GSM1933009",-0.000570747375307877,0.0175258618226589,0.00042055791161992,0.0236223584604031,-0.00269570764707677,-0.00677273868786676,-0.000339737214027292,0.00456596124072163,-0.00527509869633437,-0.00242966745948259,-2.34858920508262e-05,-0.00116601523710711,-0.00530219265170107,0.00502888207148074,-4.18131729827508e-05,0.00683934018931831,0.00631512877087015,0.00116665163872993,-0.0118843468303555,-0.00650384086207439,0.000438017783373724,0.000996115640100497,-0.000215386961361,0.000225224667421796,2.2577725624661e-05,0.00114229092507753,-0.0002014504174225,0.000103648084320268,-0.0045629781998207,-0.00103152147131929,-0.00684294377299826,-0.0081120917085207,1
"GSM1933010",-0.000529729159880523,0.0162581516129008,0.000446359646372914,0.0241676850367123,-0.00210760146872902,-0.00703148782735536,-0.000385154534261568,0.00463192961272649,-0.00536578516290025,-0.00232386259773994,-2.29674262265653e-05,-0.00113490409728144,-0.00511624811819295,0.00415604306444088,-4.18084354543199e-05,0.00684709653883449,0.00534191946797973,0.00100201360438599,-0.0120243283512388,-0.00568124958926319,0.000451419946439622,0.001090217578144,-0.000222362734175578,0.000230178652255063,2.1942187342642e-05,0.00103260651831168,-0.000207899903900784,0.000108466260764004,-0.00451018306248786,-0.0010286810750377,-0.00650034806425818,-0.00799893548246437,1
"GSM1933011",-0.000566381598489102,0.0189650529106951,0.000445455071679819,0.0273763644705799,-0.0022153475906972,-0.00674573730191383,-0.000387388491341479,0.00484349432973496,-0.00512047828270517,-0.00304966114726623,-2.37639757371735e-05,-0.00124654536077687,-0.00538181552770911,0.0052181664771157,-5.17973923552142e-05,0.00862822383812526,0.00638817458146212,0.0010020385422695,-0.0126434924734649,-0.00607711745308641,0.000459162961315563,0.00114344307705082,-0.000227216316748682,0.000250570475038628,2.37216544081475e-05,0.00110755893670026,-0.000269441977935564,0.000120394271343026,-0.00399600126904812,-0.00111672549312409,-0.00770394301243933,-0.00845084586104903,0
"GSM1933012",-0.000697565697725306,0.0178105020446795,0.000415172406443218,0.0241983786274659,-0.00244770911254017,-0.00688748162572393,-0.000339651841981531,0.0045904017337683,-0.00532812054818659,-0.00247824871142557,-2.6012179325151e-05,-0.00120215932462175,-0.00536587780694909,0.00483859713215035,-4.28582705570203e-05,0.00697233229269588,0.00606372340954669,0.00125617595490876,-0.0122934950211442,-0.00655357929479056,0.000452909064762745,0.00104838664220293,-0.000215641129309652,0.000243984491894477,2.32067585484684e-05,0.00133497441372452,-0.000199233528560402,0.000103664383713768,-0.00468964694607958,-0.00110640360245718,-0.00728573664331447,-0.0084700208635972,1
"GSM1933013",-0.000604148181674523,0.0189898753111805,0.000467104047766628,0.0240051433382698,-0.00264031962067636,-0.0068587568116901,-0.000334381775103448,0.00476874266379023,-0.00536425210749617,-0.0025178062797296,-2.27739669518418e-05,-0.00120378433781641,-0.00526665080793086,0.0050427283382425,-4.79795679391585e-05,0.0073845794280783,0.00648645961404558,0.00120247439897223,-0.0122833059730433,-0.00636466023740809,0.000477039929360005,0.0010792240423822,-0.000221256876482535,0.000248795175717328,2.414122657418e-05,0.00138347126223445,-0.000227916191009806,0.000118193191063643,-0.00488482036196275,-0.00108179747539354,-0.00737621096066516,-0.00867213126871097,1
"GSM1933014",-0.000578099289042614,0.0188401624863138,0.000525788348093094,0.0258434131642944,-0.00209080767704651,-0.00712205068924282,-0.000345479601985098,0.0051154260609722,-0.00605169523147216,-0.00255164183793908,-2.32716483676844e-05,-0.00115253392936755,-0.00505605416638605,0.00497355253047246,-5.06080229558648e-05,0.00726027361158636,0.0058882785201842,0.00105217497824917,-0.0120475453416852,-0.00605043614074853,0.000468451361267054,0.00113380145305232,-0.000225325869811474,0.000245209754286278,2.42175273881186e-05,0.00114517479628238,-0.000243762621294109,0.000121145980194769,-0.00524567979883391,-0.00121019987792432,-0.00743452198480358,-0.00787229761018534,1
"GSM1933015",-0.000665227156337389,0.0190342791998725,0.000434818152092379,0.0248613070211468,-0.00259712845912446,-0.00722273503846718,-0.000409556478165421,0.00498808551631268,-0.00627716480712233,-0.00254263967482073,-2.31256160382404e-05,-0.0012837665552182,-0.00530685403447532,0.00472455071206923,-4.43567076391478e-05,0.00769715825560451,0.00706739237478491,0.00112965526057817,-0.0123102970642326,-0.00637336032279992,0.000451606784472594,0.00111856752493907,-0.000219310321277336,0.000246816922661981,2.60945186227797e-05,0.00135586076277161,-0.000219080527905219,0.000115419166791088,-0.00461936174282823,-0.00115394100754251,-0.008673281232558,-0.008630716759715,1
"GSM1933016",-0.000682197538615766,0.0191608902192785,0.00039083951642513,0.026329531503676,-0.00248917302914932,-0.00689776602468454,-0.000354772818278641,0.00486482838752892,-0.00554231726259976,-0.00256188973216192,-2.36569312262236e-05,-0.00121514394542575,-0.00536404845684841,0.00473842907762373,-4.35824456821302e-05,0.00730798831675919,0.00608444770097069,0.00113210839151673,-0.012272461781016,-0.00661484967809921,0.00046081436036152,0.00108062371655792,-0.000220166798148411,0.000246210981763344,2.4723286926866e-05,0.00138759979474551,-0.000209961656989946,0.000110231134365379,-0.00517379431318444,-0.00116388232333125,-0.00738906160476382,-0.00879884514051376,0
"GSM1933017",-0.000653784730716005,0.0186029289418209,0.00046005026070046,0.0244785371746845,-0.00221684908492067,-0.00692038775089005,-0.000337916067311053,0.00493675701488605,-0.00517708437404435,-0.00247750034601158,-2.288014087789e-05,-0.00122859371083298,-0.00534658478272137,0.00486063671991939,-4.57313840040886e-05,0.00712043707227288,0.00612119396703232,0.00120120340059985,-0.0120640987946382,-0.00630114333806669,0.000456372675125057,0.00107945132316516,-0.00021978970581189,0.000240348110231991,2.33330030252264e-05,0.00137623506795616,-0.000220781980551118,0.000115509090077528,-0.0043164940726425,-0.00117192271741081,-0.00720437934253989,-0.0083925359503808,1
"GSM1933020",-0.000590177462962805,0.0179022006169639,0.00043687985239902,0.0243377505364704,-0.00210589088555353,-0.00689651674466021,-0.000357693579654713,0.00481835506113898,-0.00530930320409355,-0.0025192207446796,-2.51637749765008e-05,-0.00117214846292189,-0.00528709206788917,0.00500711271831508,-4.61738385459097e-05,0.00750008484443168,0.0060324399980425,0.00106513857083594,-0.012010286173789,-0.00628442360930423,0.000440816799450518,0.0010806083706048,-0.000220833935945213,0.000227473071730215,2.4316104740373e-05,0.00130204945940933,-0.00022297145062706,0.000108565652455273,-0.00475736080921597,-0.00111890451738906,-0.00693665851644496,-0.00833817344041618,1
"GSM1933021",-0.000685683801146146,0.017199292319297,0.000413492148469952,0.0232548120421638,-0.00262601020714517,-0.00700878833706203,-0.000341313973767773,0.00462707791856242,-0.0056630424766112,-0.0023696746387282,-2.42104808357329e-05,-0.00120404934636762,-0.00527241811638185,0.00466629863098828,-3.98548556769268e-05,0.00713843335029519,0.00651011701174345,0.00119815937150178,-0.0121357713488091,-0.00660877169598663,0.000437736808643046,0.00100671321978241,-0.000216467178702838,0.000238410649201483,2.22531323758569e-05,0.00150684642673151,-0.000201259720825738,0.000101400436560215,-0.0045645329519318,-0.00108548185589407,-0.00747830000601983,-0.00848353074622453,1
"GSM1933023",-0.000629708275990571,0.0184614528228693,0.000469024132709911,0.0249322261006202,-0.00257768064752302,-0.00714893178080194,-0.000354737784366473,0.00527381836527814,-0.00536566847137813,-0.00246370960247756,-2.40695973048535e-05,-0.00121303394511665,-0.00544475518607741,0.00491697196134811,-4.60412381878082e-05,0.00754495363062164,0.00636753325938608,0.00127098640341111,-0.0120940321857006,-0.00626622229416874,0.000464032858818878,0.00108623892189586,-0.000219692211116439,0.000249945394006078,2.41432198195009e-05,0.00140243708502126,-0.000223038961781567,0.000108505625917302,-0.00589417575230394,-0.00111132002742235,-0.00747586853646578,-0.00863472761694742,1
"GSM1933024",-0.000572377189868997,0.0181962530891134,0.000449578923110098,0.0248398185306138,-0.00246087575531438,-0.00691342589538393,-0.000336127199728472,0.00470507058105483,-0.00540733907022087,-0.00257184424842089,-2.3807033195189e-05,-0.00122526374519148,-0.00528414010663772,0.00496994399971829,-5.06332561206701e-05,0.00690332883197271,0.00616380561701884,0.0010553423294086,-0.0124324212314789,-0.00597473190289793,0.000479286581631334,0.00109804099599834,-0.000220407076161357,0.000241047767047302,2.42214852007911e-05,0.00138532214017296,-0.000236830602334095,0.000118765500304719,-0.00510982292572851,-0.00105000570236913,-0.00700766325101774,-0.00861274195021217,1
"GSM1933026",-0.000629256904249849,0.0192016156759727,0.000504836772729738,0.0256176508190626,-0.00240160462409884,-0.00699744052097546,-0.000371632754749639,0.00497074883492247,-0.00523396592806477,-0.00247028762918612,-2.39833885454212e-05,-0.00118419151475041,-0.00526088854666378,0.00499142140205086,-4.88197545216305e-05,0.00765794436459032,0.00632515908163007,0.00115732183619127,-0.0128166035775379,-0.00617609364913431,0.000479543240204288,0.00108360377125587,-0.000229088290836337,0.000255346562543441,2.54826895568775e-05,0.00118438722957318,-0.000232876934202374,0.000123573894322296,-0.00529212120758055,-0.00108792521225192,-0.00751533293630909,-0.00841200651200286,1
"GSM1933027",-0.000653713474571812,0.0184602340502199,0.000443762601059921,0.0246738839866764,-0.00270692675350373,-0.00662335027246325,-0.000425122521636541,0.00479370981821569,-0.00515135979905705,-0.00244792604081677,-2.3728840376631e-05,-0.00122918800270174,-0.00509761221910833,0.00484888306529938,-4.50727152449888e-05,0.00747623693342428,0.00668177482857053,0.00111334822703973,-0.0124422541035125,-0.00620478254907097,0.000451932370012436,0.00106011268210676,-0.000215364885007835,0.000248357842016664,2.4491886640988e-05,0.00119998098644679,-0.000222199416076206,0.000107552843849351,-0.00466365878401275,-0.00112127566871842,-0.00769515670403457,-0.00807944365812956,1
"GSM1933028",-0.000621971243650832,0.0183788373427249,0.000415553605065377,0.0251992076569516,-0.00235254383757204,-0.0066841308194978,-0.000351807409165788,0.00472494379603083,-0.0054252121674785,-0.00250661683715102,-2.39986133204401e-05,-0.00123072742648503,-0.00518023207335673,0.00469690445985088,-4.28337618774121e-05,0.00773926059848242,0.00629335236635112,0.0010598727390109,-0.0116610852795182,-0.00608403313889915,0.000463868103326344,0.00119226000562462,-0.000225496109797611,0.000241831857418716,2.40271330566394e-05,0.00129998764326529,-0.000275610250804356,0.000117185803372727,-0.00403511582607633,-0.00117126675099178,-0.00764826898060869,-0.00858949448028316,0
"GSM1933029",-0.000560174638644234,0.0187474368296817,0.000479324071011763,0.0265084029892307,-0.00256197631222856,-0.00711692721502015,-0.000428781271267873,0.00501741462641636,-0.00581540407158438,-0.00265225425092002,-2.40692235181718e-05,-0.00127056145111248,-0.00541666471634872,0.00552400839550085,-4.82977258290696e-05,0.00668022840045515,0.0066570568706215,0.00109647720000785,-0.0130505330146007,-0.00619633725602236,0.000477301956572234,0.00111849012452184,-0.000227904745247469,0.000252898723386377,2.65546101964217e-05,0.00131511161593978,-0.000244108241417415,0.000121720483690668,-0.00408991218426205,-0.00110157610128508,-0.00752428750841811,-0.00913302775213127,1
"GSM1933030",-0.000635249159804355,0.0183567805276181,0.000420839306293464,0.0252128953741295,-0.00241241792758097,-0.00670902133077845,-0.000338163222524053,0.00490268232603209,-0.0050281080411808,-0.00241160333009232,-2.35107804366214e-05,-0.0011668707187325,-0.00530459628139303,0.00529917862989094,-4.65203272122375e-05,0.00683584582761972,0.00632586077218538,0.00108773563798279,-0.0124249415414111,-0.00640522543558519,0.000491426654162191,0.00114046774720042,-0.000222894585106411,0.000243437080184831,2.22251697706525e-05,0.00120939891287321,-0.000199058373507252,0.000106942125710788,-0.0043059447106753,-0.0011453089204064,-0.00728997402535079,-0.008337733458655,1
"GSM1933031",-0.000607420672305439,0.018982525171252,0.000453688784754177,0.0251074964224571,-0.00237364852860329,-0.00700310225254158,-0.000355985786946835,0.00483093689863319,-0.00537681218952984,-0.00248911161561482,-2.35005980503894e-05,-0.00117969473432375,-0.00537173475984402,0.00504556584008601,-4.47718662911566e-05,0.00759831148826376,0.0062870915408974,0.001238845411515,-0.0122980265279417,-0.00622512103104235,0.000448897189363834,0.00107629829325569,-0.000216530598276856,0.000244611176331022,2.46010450583753e-05,0.00144996106255323,-0.000213966925259982,0.000102781812688536,-0.00532532197205946,-0.0011340169822229,-0.00747724373822474,-0.00890704862693545,1
"GSM1933032",-0.000579734997720073,0.0183930986757277,0.00049626782703147,0.026359688713174,-0.00245551512928951,-0.00684233639526584,-0.000360352049515467,0.00466797757642948,-0.00516076385122071,-0.00269422285260333,-2.38335726311008e-05,-0.00120149227546874,-0.00529335485414716,0.00473130487483991,-4.61878922980461e-05,0.00847467043667922,0.00625607675378161,0.00105553295254619,-0.0116566509340849,-0.00588520752187401,0.00045424222527053,0.00110554077405779,-0.000222200434816923,0.000254899321312115,2.40735445197875e-05,0.00117980138799418,-0.000253278808249415,0.000116278393388752,-0.00428286126113058,-0.00117112881872253,-0.00735676250777405,-0.00818703925418853,1
"GSM1933033",-0.000625873961004886,0.0201388964497298,0.000435781407546887,0.0255571207562483,-0.00198189665378521,-0.006799417410647,-0.000351203945571356,0.00475447315283796,-0.00515239844676286,-0.00242663842937159,-2.38473824957526e-05,-0.00115747562552368,-0.0051451497318344,0.00564977152761435,-4.9935821901855e-05,0.00633954733614792,0.00601644871089894,0.00106308784851977,-0.0116931674827355,-0.00600532056869993,0.000456917471947107,0.00105446167369532,-0.000224171412867759,0.000246336174872062,2.41010690569467e-05,0.000987712972592795,-0.000220181921509188,0.000117762316714406,-0.00467375776014151,-0.00115935644789382,-0.00717383517112114,-0.00802078055920813,1
"GSM1933034",-0.000624085290696681,0.0183470831736997,0.000469763376208755,0.0242874355664493,-0.00263107081593049,-0.00687331866258487,-0.000350043774187475,0.00507496526472704,-0.00549813553910004,-0.00260035133858656,-2.45431346433798e-05,-0.00123603956309163,-0.00534727957031618,0.00491377942671974,-4.66022682932257e-05,0.00728169974278601,0.00625646191148498,0.00121214122564658,-0.0123788333298589,-0.00662048855768655,0.00046554753453754,0.00110311921223528,-0.000217520241470682,0.000244338563566681,2.44281522095383e-05,0.00148921258989724,-0.000210509499879084,0.000109462910124573,-0.00514832592835558,-0.00111314350762683,-0.00757286211570265,-0.00926136120390862,1
"GSM1933036",-0.000657584599102184,0.0178290434655113,0.000444798184600486,0.025447919304254,-0.0021745123767523,-0.00672524776607639,-0.000360711011638908,0.00497240648748533,-0.00577667047404874,-0.00258615881312726,-2.441235423363e-05,-0.00114891671860697,-0.00517551058195809,0.00543100865912216,-4.60860360037498e-05,0.00770415421298781,0.00617052617357746,0.00102956569444864,-0.0119599987086207,-0.0064307436187844,0.000488020037499177,0.00128399176417682,-0.00022845065268224,0.000261169517988803,2.51945942484317e-05,0.00109272201977654,-0.000241724427022395,0.000109366467937,-0.00457663325438614,-0.00118373045256482,-0.00752840983490189,-0.00825779238637998,1
"GSM1933037",-0.000620567101844995,0.0181336464042155,0.000412201216174721,0.0248622958634325,-0.00265936455293581,-0.00720632673069759,-0.000342453096888551,0.00465955302125977,-0.00569219757844265,-0.00245414956446281,-2.35025937495289e-05,-0.00123798388674374,-0.00549001227022693,0.00458770971519413,-4.47804182255944e-05,0.0071128011470924,0.00620681122001519,0.00115935271322728,-0.012150604725906,-0.00622430496964313,0.000447793892246615,0.00108186058907944,-0.000215204112755163,0.000238749336349088,2.39719209219215e-05,0.00143512435842689,-0.000202523993093786,0.000106329972267909,-0.00506356121428447,-0.00109289486010399,-0.00768449338768363,-0.00880051468391123,0
"GSM1933038",-0.000743729438848753,0.0170402237824764,0.000419891083690254,0.0240597783659043,-0.00252444118863751,-0.00725674226949921,-0.000341777381121948,0.00466651360819326,-0.00528372380447649,-0.00255990007322567,-3.50145170828296e-05,-0.00117703225808373,-0.00547473130668248,0.00479878131265761,-3.87737213915334e-05,0.00690110219020321,0.00650367149469496,0.001236793781782,-0.0119060392924146,-0.00718826992162632,0.000456350454629528,0.00103339480107906,-0.000222192013891007,0.000245608023579747,2.22981009842706e-05,0.00141558019912179,-0.000199499066946102,0.000107639860001478,-0.00445000830636665,-0.00111413782020917,-0.00754009681724805,-0.00839632145676009,0
"GSM1933039",-0.000595001907941598,0.0160928327953299,0.00038432196099478,0.0236641998111942,-0.0022735322558827,-0.00680932680600727,-0.000302760105942766,0.00417802346448874,-0.00514918901682855,-0.00237611392491073,-2.77615217465893e-05,-0.00113834189659199,-0.00528360104419185,0.00407953987427747,-3.70269157600193e-05,0.0064151531671055,0.00553123566941338,0.00105511788932262,-0.0119375483382133,-0.00604292376153801,0.000422302196037065,0.000985269955188081,-0.000217753757804516,0.000224214407834758,2.19647961963667e-05,0.00128945924627357,-0.00018689217114729,0.00010019067089295,-0.00398573952780231,-0.00101306382198541,-0.00597696155779191,-0.00803094972679932,1
"GSM1933040",-0.000492480400941323,0.0175751293338211,0.000502694971349418,0.0251388980327017,-0.00199422748523786,-0.00665786008045023,-0.000353458965716555,0.00466854543436071,-0.00580639465887181,-0.00253059553807735,-2.41288973839572e-05,-0.00114834610461389,-0.0051062363334943,0.00467934573493201,-4.46706566639645e-05,0.00637004976906106,0.00607050834234156,0.0010475163445614,-0.0119555033750832,-0.00598039331805399,0.000441573822447938,0.00105542829600095,-0.000216350474695917,0.000230539860279129,2.36332238998243e-05,0.00109306734826646,-0.000211208383873709,0.00011432426308599,-0.00460380763685978,-0.00110274037034298,-0.00603539861224509,-0.00815901057549055,0
"GSM1933041",-0.000632789067490959,0.0179374112061236,0.000485142968027424,0.0247682988534363,-0.00243016774118609,-0.00686018266181,-0.00032867888219867,0.0047717706579311,-0.00529472383674518,-0.00250589274946642,-2.35927445573834e-05,-0.00118206606835168,-0.00541053063704332,0.00563360593760767,-4.56790375300009e-05,0.00730668134433295,0.00630560774993152,0.00114591942077218,-0.0123089820975982,-0.00623147681079234,0.00045408838347929,0.00105458767874773,-0.000216273606973691,0.000237626007644279,2.40941578661838e-05,0.00128584090941632,-0.000205404042600074,0.000111356519251489,-0.00451601264247392,-0.0011059499670124,-0.00741831567392906,-0.00855302559891076,1
"GSM1933042",-0.000616930382836673,0.017890624124919,0.000512963593531628,0.0247595286300953,-0.00232876794357341,-0.00710684664202862,-0.000349106690181813,0.00499485460650551,-0.00609788059338399,-0.00231657238672864,-2.42323901375798e-05,-0.00116950523394837,-0.00510439463144676,0.00497500705027154,-4.71573407282635e-05,0.00757370360379802,0.00644139823448175,0.00111550591385469,-0.0119400764648356,-0.00630752900968662,0.000441263540350687,0.00107459774260372,-0.000218683279369508,0.000248305640275995,2.44054946329162e-05,0.00144716139125183,-0.000221326012248966,0.00010779575561497,-0.00572549508318493,-0.00111309344902707,-0.00749004935983165,-0.00848585894265525,1
"GSM1933043",-0.000586031417993054,0.0177398032549407,0.000399262465283037,0.0245716855353071,-0.00242510249680663,-0.00723345951238853,-0.000323051326393364,0.00431624484557587,-0.0057928707239667,-0.00261100965047229,-2.41032020303117e-05,-0.00119295870072843,-0.00548396290451571,0.00476194619506095,-4.33627979134493e-05,0.00671146966139591,0.00603346820163638,0.00113583772084743,-0.0124458175788963,-0.00611317263819525,0.000427781943820614,0.00103846301456814,-0.000218677777191428,0.000232958281106814,2.353085391717e-05,0.00132944817240678,-0.000222673272845834,0.000105158876619312,-0.00456471990869808,-0.0010593255635818,-0.00738034206712274,-0.0090314168916434,1
"GSM1933044",-0.000598192807250569,0.0200009676348888,0.000438133599964573,0.0253788395225445,-0.00274695316124881,-0.00733575988994949,-0.000358271055829916,0.00524028797779491,-0.0062282366833678,-0.00249991540577558,-2.29765818156008e-05,-0.00124002037892438,-0.0056509144951772,0.00526451632279812,-4.38384386167331e-05,0.00801143468096913,0.00726691439764401,0.00116873360753468,-0.0130493597336998,-0.00603521371778574,0.000484729776599563,0.00105970968040246,-0.000228427577864296,0.000260117035927886,2.53914985655005e-05,0.00155541525227127,-0.000224523814273968,0.000123526785096395,-0.00513884755822729,-0.00107386795173437,-0.0076732438624875,-0.0102246148429478,0
"GSM1933045",-0.000650460286861025,0.018606860237542,0.000422124886349454,0.0240689795705425,-0.00262894610755819,-0.00712077123461656,-0.000345722345278864,0.00452769967303813,-0.00534983489783621,-0.00250650896530019,-2.35602683422358e-05,-0.00120745109409447,-0.00531595246503226,0.00504926699233771,-4.29907016148412e-05,0.00732530398341264,0.00676691623965837,0.00116399048206928,-0.0121343948908687,-0.00637100512270611,0.000445699176964122,0.00102785932590339,-0.000214670290803526,0.000236143382283919,2.36654850122881e-05,0.00148996530530907,-0.000206893110321513,0.000110619441854764,-0.0048664294128761,-0.00109782339567512,-0.00746774353516237,-0.00845621246446857,1
"GSM1933046",-0.000550320978876007,0.0203310194594725,0.000463543923636195,0.0272886843383546,-0.00228119150884928,-0.00674221954870503,-0.000362444142514651,0.00516129419254458,-0.00552388910988201,-0.00260835805972308,-2.32428708956976e-05,-0.00120903696515626,-0.00518215974808389,0.00555482289724271,-5.17920028960605e-05,0.00715567650670041,0.00698053656470405,0.00104107150173787,-0.0126781082110886,-0.00599919250250958,0.000498954667636388,0.00118735564371558,-0.000227408442446149,0.000267077488088776,2.59571276239298e-05,0.00116217083932088,-0.000244624853967444,0.000120688030279175,-0.00468820942990446,-0.00118035688433954,-0.00754696113992892,-0.00841453119296129,1
"GSM1933047",-0.000580812699014404,0.018161430502331,0.000418083952844261,0.0257834581945584,-0.00217665353324599,-0.00735568395140371,-0.000350080848539452,0.00494119269774236,-0.00582440022713326,-0.00252818394482073,-2.50328034981323e-05,-0.00117879296722221,-0.0055204815067574,0.00496884575402073,-4.89325878675891e-05,0.00706707251817823,0.00625690743503244,0.00105344484389366,-0.0122227105476709,-0.00604773778324943,0.000447315904171074,0.00104183340790294,-0.000222666945126194,0.000247938069126193,2.45267477557921e-05,0.0013704500420997,-0.00020772201231902,0.000116255396147579,-0.00423679703335988,-0.00117955778148001,-0.00701317534422611,-0.00847873236281443,0
"GSM1933048",-0.000670218448649311,0.0174840519092666,0.000427147115327773,0.022814698040788,-0.00271877543494434,-0.00694164896521244,-0.000334364593157796,0.0046925213707598,-0.00496313853449581,-0.00236042075770874,-3.23980646900931e-05,-0.00121199576376625,-0.00538201762775186,0.00479326330953918,-4.05205837614082e-05,0.00736131619721908,0.00661791279542707,0.00119237259341609,-0.0123249314292749,-0.00650824574963121,0.00045702131434926,0.00105656396319741,-0.000214240764374602,0.000245484462578223,2.19233302894485e-05,0.00147871173529533,-0.00020393051134471,0.000102100207695636,-0.00487251119098855,-0.00111065936199604,-0.00724619010735747,-0.00824743175463637,1
"GSM1933049",-0.000587519631648518,0.017585679387536,0.000415841405578643,0.0240812026810361,-0.00239739238399103,-0.00685013559817622,-0.000345199846329122,0.00459752328145521,-0.00546896430030139,-0.0024162564678966,-2.30392043080371e-05,-0.00122059965273425,-0.00531546964942426,0.00472205087115422,-4.24322227677789e-05,0.00697376902315926,0.00607739501065121,0.00116205071818387,-0.0125349187593222,-0.00658050420076456,0.000439273961938755,0.00102336737430252,-0.000218985776384753,0.000232530126365865,2.37434390226227e-05,0.00133583946449327,-0.000200269965629772,0.000102484809577146,-0.00469266449512439,-0.00102012416591194,-0.00666404804664294,-0.00850983108011968,1
"GSM1933051",-0.000492171471021443,0.0174047214435987,0.000493583350003291,0.0240603282753089,-0.00237802438602601,-0.00695896438366949,-0.000432693260419622,0.00452137203810196,-0.00529535299946581,-0.00235193070553877,-2.53452914611228e-05,-0.00123801696634562,-0.00532414869541247,0.0045266387061271,-3.95984542406094e-05,0.00697012444099259,0.00556162925542147,0.00115261547504104,-0.012111960701172,-0.00581035769694395,0.000438008516894661,0.00104074919027586,-0.000216697287700465,0.000228074158142393,2.24170878108271e-05,0.00135377932501562,-0.000204111223708552,0.000108007993896539,-0.00452101891280492,-0.00109647070710043,-0.00653231854987784,-0.0088308633808066,1
"GSM1933052",-0.000585589161423253,0.0177093531477618,0.00040227339043926,0.0247079116838692,-0.00228607547835107,-0.00672885260222893,-0.00033497189204597,0.0049207465536938,-0.00511803996314181,-0.00249594319924438,-2.37310372029553e-05,-0.00119835528892773,-0.00529182307496085,0.00538329653608347,-4.62812117059999e-05,0.00714161648696144,0.0060833007400281,0.00111343038239571,-0.0122270063577789,-0.00628937342496461,0.000452230482525924,0.00114134323662712,-0.000219523864585923,0.000233034855737031,2.29797853784526e-05,0.001298704729573,-0.000211344512866076,0.000109407462433699,-0.00485659720626356,-0.00113014200325714,-0.00679896263909975,-0.00823132948797939,1
"GSM1933053",-0.000527531224767256,0.018267728664921,0.000453466496865716,0.0249581236810535,-0.00214514537636717,-0.00682190049170883,-0.000324637863474308,0.00484585834664031,-0.00521987489287569,-0.00249515358156843,-2.63200266227349e-05,-0.00117020113715206,-0.00512164888654832,0.00509829003571886,-4.62584696237342e-05,0.00647190499702503,0.00602589920510572,0.000983817382525339,-0.012005972886414,-0.00593216922089381,0.000446978936249539,0.00109592848455817,-0.000215535949995874,0.000228521861980295,2.36952328666657e-05,0.00132695189733142,-0.000210457166368999,0.000109681013283204,-0.00463813317283143,-0.00102673643611589,-0.0066264321225931,-0.00842010346680644,1
