"","ADH7","AREG","CD14","COL5A1","CTSE","ELN","EPHA2","ERH","FASN","FUNDC1","IFITM2","LAMB3","LSM1","MYADM","MYLIP","NPPC","NTRK2","PHPT1","PPP1R15A","RARRES2","RPS26","RPS27A","RPS7","RTCB","S100A11","SERPINB13","SNRPC","SNRPG","SOD1","TIMM8B","TOR3A","TXN","class"
"GSM1932988",0.000487601294790634,0.00447133773872211,-0.00520009399362081,0.000912451965289549,-0.00398967361882417,-0.00272893448352307,-0.00924653898773061,0.00925578244823938,-0.00290380171330425,0.00153008364089901,-0.0120829806333551,-0.00050707508075877,0.00218173323507197,-0.00208374516460526,0.0146025571628648,-0.0207697926699156,0.000799570383891914,-0.00692619333279807,-0.0033911927817002,0.0014815653185224,0.000766911018918455,0.00219933020194988,-0.000149581620696161,0.00230609986263855,0.000436049458894151,0.00071830670104127,-0.00619419573233966,-0.00391247083604472,0.00325735684957997,0.0040197714525938,0.00406211580184241,-0.00326679311132349,1
"GSM1932989",0.00039312238219834,0.00533368602425216,-0.004562844393684,0.000886953072607617,-0.00675682473225473,-0.00274252872906472,-0.0082735508677721,0.00726877470662467,-0.00266260701878777,0.00131670500152411,-0.0104409306881234,-0.000389130284789046,0.00193362137530025,-0.00223091566528591,0.0119944685903445,-0.0207298862091848,0.000608540217492553,-0.00615134816712889,-0.00324941197500221,0.00143870526451177,0.000675389852115159,0.0019284494963023,-0.000123111564372354,0.00175708533987216,0.00036135146460845,0.000601790662538551,-0.0058823761662703,-0.00338147816005601,0.00245721025742077,0.00314491895929933,0.00369147998483058,-0.00267280890877499,1
"GSM1932990",0.000334654343741201,0.0048329003115231,-0.00551983845045153,0.000984923431012018,-0.00745391171547232,-0.00283749579545084,-0.00875530135907894,0.00861071303133744,-0.00302371177116805,0.00142832882299475,-0.0121680579114917,-0.00039516477836044,0.00216023477744638,-0.00228545257518732,0.014921878322215,-0.0210249775526421,0.000644408352443384,-0.00665817490145299,-0.00320757639735408,0.00158511271666479,0.000760349472711863,0.00218478458653488,-0.000131742566896848,0.00216516327654776,0.000397661605986832,0.000631408394774141,-0.00676889027543814,-0.00358587195565609,0.00300464072691922,0.0037155917291632,0.00385682405374262,-0.00288833896438087,1
"GSM1932991",0.000467843605114656,0.00545679617850865,-0.00629611091930698,0.000966460859147006,-0.00797875357906288,-0.00274318907027912,-0.00858269266043126,0.00852944564689547,-0.00294771586595571,0.00147637024882789,-0.0128478177193389,-0.000415037909906332,0.00229660073110657,-0.00239336098481513,0.0156709726482284,-0.0201654245084066,0.000692410455505813,-0.0067476775299827,-0.00370388791020534,0.00165956700053519,0.000733718055473648,0.00224288912990686,-0.000138002698015536,0.00215421207039355,0.000393709012314327,0.000863643344879296,-0.00621717896917145,-0.00397485978680448,0.0029564696954887,0.00389043377962267,0.00399765042029794,-0.00308715386520791,1
"GSM1932992",0.00042169550158115,0.00551330584771493,-0.00566573711810375,0.000955993992745905,-0.0077924364717241,-0.00280130727579621,-0.00831077530380343,0.00853993361540183,-0.00302419829868573,0.00155274641944843,-0.0119816717487925,-0.000365824576738071,0.00213777037505874,-0.00217841501604771,0.015072099465852,-0.0202196285010939,0.000551444565535775,-0.00655171048020714,-0.00320229502474501,0.00156802240617139,0.0007351113809461,0.00223944577013097,-0.000147877675941673,0.0021925517784465,0.000406588997853213,0.000783401862952786,-0.00648120844549267,-0.00440946409013439,0.00302592826183677,0.00401672904303352,0.00396357031335051,-0.00309553378846333,1
"GSM1932993",0.000209625846406514,0.0038601719400159,-0.00503740381921161,0.00100048728005252,-0.00702829992259249,-0.00286133854299935,-0.00853720815366807,0.00768621391178963,-0.00265704395387278,0.00141550736724545,-0.0115943577410105,-0.000412810078131026,0.00186036264936969,-0.00213720149827959,0.0142809282881765,-0.0203969486568909,0.0004229794752476,-0.00645776905072267,-0.00317823987315625,0.00157615501670545,0.000707453225997867,0.00192417046063894,-0.000117868627288727,0.00197576058099109,0.000364224104096621,0.000609144575673823,-0.00584369226259565,-0.00319889203153643,0.00264740424632954,0.00318519136152007,0.00376514045380763,-0.0023889410107901,1
"GSM1932994",0.000447776162998382,0.00348992756900546,-0.00585428571380973,0.000984491409296975,-0.00569006394402908,-0.00275920463106464,-0.00807434193594754,0.00821261188012274,-0.00302693964525195,0.00153447378747059,-0.0120127679587875,-0.000418166380456093,0.00208895860324404,-0.00213114826733332,0.014512142879779,-0.0204994958631846,0.000623730029981547,-0.00682026314105472,-0.00315773512876385,0.00165867805460865,0.000748209324832688,0.00209422065008561,-0.000134113616725549,0.0020197896601732,0.000408084815056841,0.000729918563120357,-0.00596745494277318,-0.00364918197819374,0.00306092532121632,0.00386542165054373,0.00399005544867356,-0.00310694437892337,1
"GSM1932995",0.000260275619904553,0.00467286715884004,-0.00582325011391525,0.000962448058896334,-0.00744144820515402,-0.00285953801517055,-0.00855931831327047,0.00794904978903566,-0.00271562101766962,0.00135683712430988,-0.0120634410624516,-0.000376342931115449,0.00193752060635685,-0.00226332898417627,0.0148629547375742,-0.0216438482009707,0.000419431836151123,-0.0066442412096712,-0.00330784101292086,0.00166173190192106,0.000682754405216225,0.00198473196001851,-0.000123569538137448,0.00196867009740982,0.000386516368035822,0.00054013101911955,-0.00578679140835735,-0.00315836217423011,0.00279119532710294,0.00339362738572822,0.00391404548012091,-0.00257485762115114,1
"GSM1932996",0.000188719623477848,0.0035985697941422,-0.00456745835635241,0.000916237241751316,-0.00501510571414772,-0.00279993790463051,-0.00783087131986906,0.00885613316089773,-0.00294220161693951,0.00142079519612223,-0.011004121170695,-0.000390526948924598,0.00211937547041013,-0.0019965897467209,0.0147664821475736,-0.0198912631181777,0.000414784675047499,-0.00623878311313155,-0.00308684592437682,0.00147500457030848,0.00074700475812727,0.00226198928896745,-0.000140891686803157,0.00206924627270157,0.000351324006469048,0.000425992073273216,-0.00647232266670039,-0.00420545634311738,0.00308789837543328,0.00407092860059947,0.00388568807605402,-0.00275802963726716,0
"GSM1932997",0.000494357305983517,0.00445543354162102,-0.00577480796938648,0.00090545219564994,-0.00800825244486116,-0.00277946432425195,-0.00830574642236226,0.00868700850007645,-0.00287600500915535,0.00162560223523792,-0.0124177114654448,-0.000424508670174469,0.00216909684377159,-0.00230244174530808,0.0163526669522439,-0.0207124778826872,0.000796693904654586,-0.00700665500932777,-0.003364669810962,0.0015563341400147,0.000768955839999219,0.00219770486634772,-0.000143845658173877,0.00219314701173454,0.000415176146937026,0.000651816094292643,-0.00675126356955773,-0.00381347650702928,0.00314641293260251,0.00390071078610926,0.00401427691648701,-0.00333502917020245,0
"GSM1932998",0.000434968333511892,0.00601798204325394,-0.00509531455782228,0.00101471699470665,-0.00417763965202265,-0.00280059031687661,-0.00971740801233714,0.0084767703987843,-0.00279683782695397,0.00147801982714281,-0.0118079789963245,-0.000481186449868881,0.00199223742229743,-0.00214051343996342,0.0132243416078653,-0.0207973102077259,0.000638602168624968,-0.0067686014020202,-0.0039455438185484,0.00161817667645028,0.000693103090706368,0.00214021205832432,-0.000142658473386915,0.00193808940274594,0.000410820694920957,0.000831076054160794,-0.00582168297324586,-0.00404942032510157,0.00298266163419572,0.00368772914843741,0.00376222200592916,-0.00321268901263419,1
"GSM1932999",0.000291725723684635,0.0045107211610452,-0.00586670860441435,0.00100786647386522,-0.00751236631951041,-0.00295642945250209,-0.00845235985591297,0.00841276440431571,-0.00286093764588671,0.00152622349168589,-0.0122903161818728,-0.000414746980411312,0.00223630849033229,-0.0023072347268994,0.0157862320470584,-0.0231420821765606,0.000701320763179915,-0.0066376585072852,-0.00329482780067839,0.00162506070127468,0.000755119960693656,0.00209968992751171,-0.00013897608944255,0.00211643105799546,0.000392831668815737,0.000638604764061561,-0.00635007943311668,-0.00366845959607064,0.00302350605881166,0.00357217681030942,0.00389911874735657,-0.00278096749477395,1
"GSM1933000",0.000465931326850813,0.00452616639866943,-0.00505784422146543,0.000910175237192986,-0.00615018277300604,-0.00293586096978234,-0.00834568925920497,0.00928931994678237,-0.0031712575166328,0.00167110008316085,-0.0116454791983271,-0.000420218138387985,0.00223164995711339,-0.00228926165641063,0.0176841847997253,-0.0206331658722329,0.000780278676069267,-0.00659349895487068,-0.00311020693667193,0.00145151432082125,0.000761089095759251,0.00225341669347944,-0.000149359949277028,0.00229872846919895,0.000391005030960931,0.000707098985705165,-0.00656432406278042,-0.00406778183609486,0.00316466455317748,0.00419454786360573,0.00421212322383668,-0.00338466738034102,0
"GSM1933001",0.000396832940857015,0.00455194335817194,-0.00527782236230344,0.000933745971743881,-0.00564796976455981,-0.00284012163844909,-0.00816684926671206,0.00875891852480045,-0.00284758453300977,0.00153553826624232,-0.0117257469288585,-0.000384564517996558,0.00200452571926505,-0.00215209238720933,0.0166041903638452,-0.022144394343602,0.000689923098086371,-0.00673425337542898,-0.00320138685537674,0.00158897807258236,0.000720826997763529,0.00211507321220491,-0.000137608976989883,0.00205549328474319,0.000400914513135348,0.000678264215117672,-0.00634190425810667,-0.00376829309174455,0.00318200391938444,0.00366756313297707,0.00411463113761982,-0.00298121906241386,0
"GSM1933002",0.000339666275892883,0.00420411381507337,-0.00577890529354771,0.000969070897690404,-0.00699113369966112,-0.00287995366494871,-0.00997117277693591,0.00844699536078134,-0.00281605679549297,0.00148950654334703,-0.0126461495397895,-0.000433395918320324,0.00206586260075196,-0.00215595503772937,0.0140166171607123,-0.0208934016438625,0.000431526098612451,-0.00656379082170855,-0.00352016781066337,0.00158932691819981,0.000744169772192972,0.00214125052351124,-0.000133359379077236,0.00220082960573428,0.000427537533901189,0.000907513509123049,-0.00624745383090087,-0.00346544126041652,0.00281224167185364,0.00378327310840547,0.00377713282569965,-0.00276547136293899,1
"GSM1933003",0.000422846933234997,0.00614845197204174,-0.00554666499016078,0.000935025336219831,-0.00747424837877874,-0.00282712892002576,-0.00866113541462174,0.00872514325322374,-0.00296172995368834,0.00153390239316613,-0.0121117807175239,-0.0004348511799452,0.00235789285798481,-0.00232872974929579,0.0180185877099856,-0.0218690959694872,0.000793774676357423,-0.00677181010171024,-0.00339893351108066,0.00149247813391269,0.000708468755451442,0.0020855859887001,-0.000137137963196127,0.00213777322705397,0.000412177526366807,0.000635043391214206,-0.0060349370880407,-0.00372042789805165,0.0029068044669576,0.00374826459799159,0.00397183774969621,-0.00307370531889368,0
"GSM1933004",0.00045105171701431,0.00545773144445296,-0.0053285756703109,0.000916922797848947,-0.00750281991452323,-0.00275413396154013,-0.00860031497177496,0.00854374761656195,-0.00291085601249696,0.00156171558823456,-0.0122470676226918,-0.000456701011894765,0.00206897507949834,-0.00235814786371984,0.0171923825893034,-0.0212560400630129,0.000752187883454017,-0.0066802215598651,-0.00354862373338357,0.00152912707460317,0.00074806472790441,0.00225096319024641,-0.000157198021343962,0.00231899229229937,0.000415796151643019,0.00076059893527652,-0.00649415428973954,-0.00416775523846928,0.0031234817233548,0.00415918270503454,0.00404249771863372,-0.00334272938279091,0
"GSM1933005",0.000210644245911847,0.00412524508085637,-0.00493115456256351,0.00096976902165794,-0.00651042092856208,-0.00293805306845885,-0.00862320437313737,0.00796852749578987,-0.00289225369134729,0.00144621430530875,-0.011839541009234,-0.000454916439845567,0.0022146864117346,-0.00217960872253489,0.0144032204823973,-0.0225302259587363,0.000449262836650779,-0.0065896747343072,-0.00343452368094113,0.0016008109714826,0.000698044368806284,0.00220135234290024,-0.00014273375746025,0.00228079889234856,0.000393418760898013,0.000510681753056923,-0.0060929169940161,-0.00408972503025815,0.00278388851331517,0.00364226497823478,0.00396702046648511,-0.0024711669832015,1
"GSM1933006",0.000224873034299605,0.00458153580240664,-0.0048860931478506,0.000885676054263861,-0.00513025967822039,-0.00278145960187178,-0.00798836847443253,0.00688306220195979,-0.00251760726663009,0.00124483762783613,-0.0106456785524896,-0.000400823612729455,0.00173885236030629,-0.00214967528886109,0.0124955809377572,-0.0204804113149889,0.000427027695726398,-0.00616474037627958,-0.00326483053664883,0.00151782262901056,0.000668260367099633,0.00180287984326451,-0.000111692627632266,0.00165852681481556,0.00032429651889503,0.000449870660288731,-0.0058881253569146,-0.00284605150633486,0.00227435201425608,0.0026099768260696,0.00355973942951953,-0.00233328129453383,1
"GSM1933007",0.00023597006220846,0.00437487924407017,-0.00515515853281232,0.000967195144478563,-0.00575294133815581,-0.00299501149476217,-0.00862761239949384,0.00872789120424016,-0.00309823047992954,0.00140342682614753,-0.0116538323727548,-0.000415916492562332,0.00252385595008141,-0.00219086160118917,0.0151310165505789,-0.0222581455051572,0.000536115577466889,-0.00685587750663574,-0.00325983412246363,0.00157102759839873,0.000720632866939389,0.00211615020621566,-0.000137335730198965,0.00205347116202984,0.000386574200388899,0.000454626046159362,-0.00644877079929116,-0.00356044527192117,0.00291840623352818,0.00395856321937467,0.00388427399587688,-0.00255930715469184,0
"GSM1933008",0.000418265743327195,0.00458809481042085,-0.00596618078008552,0.000939621233370587,-0.00380447277607029,-0.00275122127269995,-0.00875863683179815,0.00889739096947492,-0.00289548641038505,0.00149022047774885,-0.0125856499351851,-0.000447750345462702,0.00220475874701437,-0.00226926450157061,0.0141920056838994,-0.0206394274750674,0.000629181596181533,-0.00694586042642414,-0.00326174356371029,0.00166858355721156,0.000727380502507877,0.00215239606071171,-0.000140985220215164,0.00202155977499214,0.00039574618485613,0.000509157470807132,-0.00643212607347263,-0.00366440420096018,0.00297095602762628,0.0039848765723015,0.00391304912173825,-0.00323225154451966,1
"GSM1933009",0.000413894423496145,0.00395606145071995,-0.00603013499925901,0.00101287655490394,-0.00396721458445826,-0.00285182435373964,-0.00838261079180656,0.00770407182613273,-0.00273133459619666,0.00142049934470193,-0.011413405630664,-0.000379373386245826,0.00191281730064268,-0.00226060583032482,0.0149290098143954,-0.0208737456782732,0.000662434337220165,-0.00649268374256747,-0.00325150352976247,0.00165434734968848,0.000701094694324977,0.00194951674556593,-0.000123078179781271,0.00194927116533463,0.000374226317607716,0.000662865184709487,-0.00607454277605152,-0.00329801362635657,0.00275122100173986,0.00330739466626396,0.00378525991507493,-0.00277703317256587,1
"GSM1933010",0.00020111177874254,0.00377270917000255,-0.00471457704059798,0.000888597252023485,-0.00413810516103428,-0.00274067519593138,-0.00852671982124219,0.007574026505809,-0.00261239301915259,0.00144197814032304,-0.0110366170232582,-0.000394340457601284,0.00197339190835288,-0.00193122919368505,0.0146752126718885,-0.0208107538778911,0.000673638732405069,-0.00656915876958178,-0.00299637834091927,0.00146568439298229,0.000675501880543234,0.00207795961529386,-0.000135149510584569,0.00203458000811542,0.000363692256075897,0.000523447672305588,-0.00622009042653916,-0.00340360037351021,0.00287911403815271,0.00321160568564979,0.00371492700623137,-0.00260059760289652,1
