,ARHGDIA,CD9,CLIC3,DLX5,DUSP1,DVL1,DYNLT3,EFNA1,EIF4EBP1,ERLIN2,FABP6,FBN2,FGG,FN1,ID1,ITGA3,LRP10,LTBP2,MOB1A,NPTX2,OAZ1,RAD23A,RPL36,RRAD,RRAS,SERP1,SMAP2,SOX2,SPARCL1,SYPL1,TGM2,TIMP1,TIMP3,TINAGL1,UBB,WNT10A,class
TCGA-85-A4JC,-0.056216759109501954,0.015002845240208463,-0.058030113359545464,0.0010681477585637062,-0.012313764030681585,-0.03359936067886837,0.010635477600538422,0.12345309019945681,0.029847641138908542,0.006712568493788929,-0.09074407504794459,1.1054008758341282e-05,0.0,0.0003058070578033168,-0.08910522339765181,-0.0069476488933912835,-0.05182481668934114,0.005844458157329864,0.00222448753432463,0.0013546690736688353,0.1052848482499747,-0.006921337040745979,0.02234671507090829,-0.012826076419516339,-0.03393314003284183,0.010341934856819605,0.027720573515222512,-9.49189010327194e-05,-0.013254287679521777,0.014705300497752052,-0.0033866602762226117,0.014041466445507573,0.015720782070781255,-0.018008695497871895,-0.07522864729614584,-0.03347680578251751,0
TCGA-56-7222,-0.10047815391215577,0.03747780336990972,-0.01380289119201435,6.923589735051801e-05,-0.0736055718121489,-0.07344471877536038,0.009756316570852887,0.03664373552931634,0.01202298286236706,0.008667846972621613,-0.021410926311555507,4.728922546587397e-06,0.001570934155036703,0.0011449994613885138,-0.0445602403724301,-0.013701096564595203,-0.04702723090478493,0.0076866822821303185,0.007072863206347577,0.0015220408518518515,0.09127082712941054,-0.009480857458826606,0.028277874008685575,-0.023443810053134107,-0.012602193458633454,0.013688354385737105,0.019223972740035216,-0.0007082379860603531,-0.014090368448972478,0.04900860499214352,-0.004559961234956878,0.012085208314479018,0.002809421431885593,-0.011915076454322748,-0.1921354241642796,-0.0020224527744107696,0
TCGA-63-7020,-0.06096640090623641,0.02807807807955701,-0.022042735975785398,0.0017907212234762552,-0.012987941631744923,-0.04542814559319192,0.011525171461304625,0.07851763551574413,0.015429070881153292,0.0117023977737183,-0.0005503044284076911,1.0790012223390082e-05,0.0010027542994340858,0.00046877238460372534,-0.15628604944209173,-0.009645329144696532,-0.12814778629731483,0.008664672120365011,0.0026938808546550946,0.0005555896392465091,0.06923051066167665,-0.0066445324050516145,0.010966038232144983,-0.011319374182326411,-0.024190968503949757,0.010834477596294516,0.01933829679738395,-0.0007124022211784198,-0.013925310095274366,0.05017899602892126,-0.015814355271478543,0.015432304503772231,0.01769863734400412,-0.014903744249034246,-0.09659875317890361,-0.015603284416136372,1
TCGA-77-8139,-0.07356802942064891,0.016512849737777953,-0.0016408814459561933,0.002346523341646128,-0.005325104520997564,-0.052318774466573945,0.018816727826209776,0.03243580222040329,0.025768922550229476,0.00879784378331981,-0.00742931815322303,4.316004889356033e-06,0.0,0.00044158523699435083,-0.00828010813273781,-0.010219524955447288,-0.05279466520247388,0.016536764799210624,0.0038187786209448954,0.0013007554729656447,0.09593290753833099,-0.0064217751368799755,0.023113548287535216,-0.0010266055381198066,-0.011290222204608794,0.009733734464942825,0.01762566716875552,-0.0013526043488031735,-0.010149410277826421,0.028264038955335878,-0.0018381414484466409,0.009575184049804489,0.005679061868177711,-0.0009334207140467553,-0.013333635036485976,-0.0017962299287943757,1
TCGA-43-2576,-0.0548655201975629,0.005170998154120407,-0.015354853968895634,0.0003577413848098195,-0.014338664030504546,-0.02325800897115833,0.009398627845998955,0.06344271151682035,0.044344826148700216,0.006884461345243458,-0.012058147280395561,4.4622183548674665e-06,0.021205969886248562,0.0005094078880311433,-0.04576057808547525,-0.0036055635055900277,-0.04347461885788589,0.008441585652189037,0.0023281575372411153,0.0012469217442634961,0.08826671778942126,-0.004629360333025769,0.015495136421454694,-0.002862724975222321,-0.02634344435406846,0.010658056086814173,0.007989934119539544,-3.637484170869273e-05,-0.012385388973714022,0.007772729857700414,-0.012241728478785005,0.03567468260722618,0.022645650507034584,-0.0034785913517871737,-0.08601196039042307,-0.0065512219527821694,1
TCGA-56-7579,-0.10119030849894294,0.018222581218015073,-0.08341480554705533,0.007068592195608602,-0.005403735741920055,-0.057597205418387816,0.08711619080445264,0.03651877053790538,0.04464233346813518,0.022737187009617105,-0.0009428729793808415,4.034408585408085e-06,3.358718096122725e-05,0.00017395880712995157,-0.025357349745325428,-0.0014937157932306956,-0.12337738829228888,0.0022370712932744986,0.0029551190733065618,0.0001817487383705336,0.06161935023003864,-0.006762548145640135,0.016274707079234285,-0.002928441457311035,-0.007378107840254981,0.007428388792771026,0.011485849044209885,-0.0019172751767632067,-0.008545139279022443,0.06600647815543444,-0.001588000030899141,0.0057269195123099735,0.0039017414893373703,-0.001243401198117495,-0.1030960992003415,-0.0016619336434390457,1
TCGA-56-1622,-0.0928703579869436,0.04100559240151097,-0.01976231855038703,0.00670551246568017,-0.06164720961807854,-0.030335991344363045,0.024997478610725335,0.02470668830420739,0.03498784733687431,0.009187920822217002,-0.0028467471037129407,0.0031993212077666053,6.925958251875472e-05,0.00026618276094223447,-0.05260569083357119,-0.0047978272974024145,-0.11254056593635077,0.00412161432588359,0.006963422033735565,0.0009210839160136205,0.090681697944352,-0.010306558393216583,0.018379787336581403,-0.009472773499668463,-0.00967416062624866,0.012781216740026639,0.020247505967228005,-0.0031783077541920916,-0.015514750393068131,0.03585359406885121,-0.001932649398962716,0.004667506669754743,0.011158271763043527,-0.0005993028509989185,-0.14719402632980014,-0.0031533616564906673,0
TCGA-22-4609,-0.10066329765082323,0.018835716375164773,-0.05708369249300385,0.005438346504073546,-0.028194067386687227,-0.022967359205016465,0.04262174226576881,0.028887322018034164,0.0035857297472050714,0.004736590989135546,-0.0028981102394957862,0.0009365107848845782,0.00942442747127152,0.0007821624809799281,-0.03392800441139313,-0.0035079140927545415,-0.09471301024708095,0.008483189344998901,0.003180780541571421,0.0009139353719203826,0.10230419128264306,-0.00932245801104414,0.016358071886723533,-0.03772705786801204,-0.017777207546564144,0.011927887993737648,0.030203332210470567,-0.001232625878827132,-0.0327281337902417,0.02606851529417029,-0.015422104493569448,0.02673298767269104,0.02740559817429877,-0.0021993283871564085,-0.09541899676795947,-0.0024144582923669236,0
TCGA-34-A5IX,-0.05175319075263946,0.006292056424665729,-0.0025507099705976612,0.002046329497869596,-0.020799055910309224,-0.06705480018092275,0.021962429731542596,0.07187653455280481,0.0259743687253044,0.0060592500783979535,-0.0063764259621044905,7.798051493943146e-07,7.532448280200023e-05,0.00013731621320781643,-0.023246793843924092,-0.003526232348951867,-0.03363649427002653,0.002298361581982738,0.0029430054390591426,0.0001254389776360901,0.14507528840009343,-0.00970678971280411,0.033731470508122884,-0.0014880122285224969,-0.020425582728386835,0.013903434998294153,0.01318562252884278,-0.00011727146692212532,-0.0036950491152064635,0.03153641007154765,-0.004314144085911451,0.022275392684684755,0.005112731277830034,-0.03133405087028217,-0.04338656724958591,-0.0006689488260844231,1
TCGA-33-4589,-0.03837486350016934,0.016300536193120545,-0.018122880589318414,0.00039286065015865367,-0.01018414328108791,-0.007375402957762385,0.02619324643739665,0.024503999759727273,0.02011242953950719,0.0017163519621680259,-0.0050938061555677455,9.281847403207327e-06,0.0017576567791584025,3.173018327504898e-05,-0.026773704560450057,-0.004437978528118282,-0.039737205431790774,0.002680831894291609,0.002842301075046727,0.00016884941020228874,0.19625062701788817,-0.00359197827637318,0.04136980861776005,-0.0018262874722452052,-0.0314902261119066,0.015223578952669499,0.004979861022226665,-3.4433533804312704e-05,-0.001833528918586838,0.0211887306562547,-0.0005911154445203357,0.0025852403220136804,0.0005487819578363388,-0.006657295703054841,-0.13088335654180844,-0.006500296144268222,0
TCGA-NC-A5HO,-0.05141061313399017,0.062244626732056746,-0.0243858728195491,0.0022278241991695257,-0.013778978161058556,-0.026294721030646777,0.03605967190290467,0.09896517822250231,0.011859067853491407,0.006043877370936974,-0.050162196906235565,8.09453991011911e-06,1.0314277271289526e-05,9.985476005989631e-05,-0.04969973279799429,-0.0028198872100434346,-0.08086559443782375,0.0015723941136539569,0.004390073477311627,0.0008484403310661362,0.17255421008713748,-0.008941360702308856,0.03639003184278977,-0.00035974788395352994,-0.01605340067505996,0.023480750721948416,0.010848212635131029,-0.0011763293144756006,-0.00804206453146658,0.10134246440537104,-0.00043478136559348905,0.004874388572163194,0.002244718876590218,-0.006632179781686781,-0.10098192938786962,-0.0007145356385444893,1
TCGA-60-2714,-0.042998520797697434,0.010535339534793934,-0.03287111003420869,2.765822800877837e-05,-0.027739877901653387,-0.0908031154905329,0.007535832539598943,0.025974119451907963,0.009095042712448164,0.004386006652222618,-0.027383115018411636,9.149172221539543e-06,0.001041478885082097,0.0003608915913215773,-0.0023991973192563354,-0.016251293008005742,-0.10420282917051356,0.003895727609153105,0.003296021994444889,0.000524878854845951,0.1322479573360066,-0.007790953111448694,0.02414475320227806,-0.011096392639713471,-0.04044193658025732,0.01624340047362209,0.0238797385179006,-3.165601218344557e-06,-0.01077401994796259,0.028196871381421684,-0.010110570461879215,0.03387735017430518,0.007705172832051977,-0.0030653384031590187,-0.10599757972731792,-0.0018209398977104172,1
TCGA-NC-A5HQ,-0.07231607482019484,0.05332264373845281,-0.011429296817122713,0.0005350539307968603,-0.021738973998069486,-0.03723892329023232,0.028499936444063612,0.060371492470900665,0.009881147830033509,0.0035994869744373536,-0.05351121921808056,4.640923701603664e-06,0.0004349230769280107,7.901337249984278e-05,-0.05024469436426824,-0.0025246638419859965,-0.056386472964862405,0.0051073260616473866,0.003460620411851849,0.0002230425629091255,0.10073489251795083,-0.006055938882579541,0.02244453600167834,-0.01993259279206388,-0.016300702337508688,0.016679402700779604,0.014747201319617324,-0.001318895563883716,-0.014378531641799279,0.06305882471037588,-0.0020860489477374255,0.007037412311039674,0.0039865578473056535,-0.0032421465162817947,-0.07403663563303395,-0.004361754430019206,0
TCGA-NC-A5HL,-0.0781852921354034,0.018826500537398937,-0.0037364606314999834,0.006113480056020026,-0.015453180498004692,-0.04071970195265001,0.022405313901890368,0.022733613719025478,0.02328747895045679,0.010080057495769389,-0.0017660375550811762,0.00026219458937161026,0.00011996925310827703,7.271750786131735e-05,-0.016439635594642538,-0.0033348337453682824,-0.07344310406122932,0.0019781270968550575,0.0037165568686834036,0.0010407321735741825,0.07863535880925636,-0.01874419868634198,0.019000912078269115,-0.0041030829946031595,-0.009159130466798069,0.020104244704893547,0.016905687688630874,-0.002729441606961608,-0.099648465460767,0.03523415831731766,-0.0028042967376745976,0.010150927815134327,0.002576466079176875,-0.03123275361166207,-0.07625642271580585,-0.0006225406296160676,0
TCGA-60-2716,-0.08406617675953222,0.00827992104704676,-0.02910426404582516,0.00010520423958793,-0.008284090239004295,-0.054358937654594736,0.022200759326327372,0.0414654279701102,0.007083129794591201,0.00664401920953335,-0.0006654286982657938,1.1059424071878742e-05,9.735414771370216e-07,5.694077046401819e-05,-0.007824900498104121,-0.003672458708195448,-0.12162989376298047,0.002033610809556325,0.0038681465019406117,0.00041581363742342243,0.06711069536833725,-0.007759150446973304,0.052025210322725696,-0.0041653211872376365,-0.007865229671314653,0.009175545836830772,0.010241211390118668,-0.0006964713944664978,-0.008357484147771608,0.12240674599338246,-0.0013583543826529644,0.003494292458831282,0.0043420426546062225,-0.000682333984987702,-0.1609851907805486,-0.024697305912580694,1
TCGA-22-4591,-0.05932557340366095,0.026118820427555957,-0.010032653014145002,0.007089069400995897,-0.006815491521101068,-0.049256465410635504,0.010325827913380832,0.05004553011987243,0.025831075601222196,0.016645697548952395,-0.013642486440334174,3.369408083007934e-05,0.002462152175509064,9.631080286496974e-05,-0.027429704796773376,-0.001748796711552631,-0.0879296592542774,0.0035267736480921945,0.004808577889576559,9.56067852469913e-05,0.13901273839012462,-0.008212777369086667,0.010182838276064357,-0.010114772978535127,-0.013500856360171157,0.030908267723369683,0.015978664082341214,-0.001572194616702884,-0.014724113697321019,0.042720966473551426,-0.004031803234776807,0.007086762009811425,0.01815149328145534,-0.0009546224658509623,-0.13141136357128802,-0.007505054132408326,0
