,EPHA2,IFITM2,NPPC,MYLIP,MT-ND3,SERPINB13,CD14,FASN,RTCB,LAMB3,S100A11,EIF4A2,SNRPC,MYADM,COLCA2,TIMM8B,COL5A1,FUNDC1,CTSE,TOR3A,RARRES2,ADH7,SNRPG,TXN,ELN,SOD1,RPS27A,LSM1,RPS26,PHPT1,AREG,RPS7,PPP1R15A,NTRK2,ERH,class
TCGA-85-8072,-0.046288979416997424,-0.04773786259722653,-5.2831991466346166e-05,0.05099756132536825,0.038880780515317195,0.000449895229747287,-0.030349803129233067,-0.11006667339563694,0.010228129120752208,-0.018952429545288224,0.02057551108180114,0.008790422438397068,-0.0565852874406806,-0.015243753960233527,0.004979622532224376,0.005556622824616276,0.018937891393650458,0.0027112580223915546,-0.05780045138173025,0.05628991650644024,0.007516785149140034,0.0081798409669764,-0.02675086258153961,-0.1312669061212991,-0.01177654456904486,0.040195445239842864,0.10156833210218792,0.0018711197360830613,0.0020109818172371193,-0.019337121255990814,0.0010270550806036163,-0.008355713858016959,-0.022505921850552273,0.020048542765133764,0.042770088485597074,1
TCGA-39-5021,-0.04181075311295532,-0.02908907389646531,-0.009255068391873416,0.03215705229646882,0.0422990831466458,0.002041474422858463,-0.038751974925058504,-0.06864487403199297,0.022131423270981457,-0.005780619851248937,0.013727791240902138,0.011770675549710792,-0.07507923983526976,-0.003386211682870571,0.0006764058534797335,0.010485354000724525,0.017506343840824563,0.0026862866881836632,-0.010894748480780779,0.09552024888015787,0.0093377123607199,0.008458819367103576,-0.031681574703035856,-0.10875429618818933,-0.007267110929765486,0.03959981271631669,0.08119141246527226,0.0018840276330311337,0.005061421773248357,-0.02335513700433889,0.004871795415011203,-0.008838702441151597,-0.009687204046798613,0.022014583151644486,0.0500268597311994,1
TCGA-98-A53A,-0.04453222929518946,-0.015512091026650602,-0.0019959527643974516,0.041986178970536865,0.028859995462588522,0.0003272484359485927,-0.015747013974750746,-0.11051723667366405,0.014738382648559098,-0.023347116455710262,0.017093770689917732,0.012397081611732365,-0.056117908197738944,-0.003947903753563083,0.005762839174593102,0.011722021372532159,0.01772092792466463,0.0028272737633925054,-0.001758737731387132,0.030292620573401204,0.004443143812022714,0.018094786105881777,-0.02409264647257782,-0.10116385993144345,-0.03749294598087223,0.05649447117548662,0.07612429754482669,0.002330767611642194,0.004193531781186166,-0.03389459369487583,0.0008464206037759301,-0.007365203434239366,-0.012458053754838916,0.07536700698004928,0.046171360304187115,0
TCGA-34-5240,-0.02948844877881348,-0.022855485667465907,-0.00025952469770307974,0.04015320850846411,0.01766237767431804,0.0034875364476604134,-0.03288700912507712,-0.02399286839478325,0.046788950456723245,-0.007822124866059278,0.028805874231133427,0.06597952628566285,-0.0658429168122467,-0.0025062948165807094,0.002382309334807704,0.022420320485934203,0.008593415761982883,0.005382492035318765,-0.002162659246444605,0.10924178674179401,0.01424557521170748,0.013049829082804668,-0.07537119803323748,-0.1546328936194564,-0.008699272461154204,0.08131690091359405,0.1606362589608337,0.002584614579852895,0.008582828669452732,-0.014667138042059946,0.005719945874743831,-0.015698328660512947,-0.013659850666846383,0.02851020023268441,0.09794127070715523,1
TCGA-O2-A52S,-0.018880387159558122,-0.007361102638335035,-0.035138308316759924,0.05241260956837166,0.019617184536949082,1.881593504611206e-05,-0.040504487097422145,-0.23686814344784085,0.01883435325083616,-0.0016196895603812435,0.010151618446162743,0.019251851846188044,-0.0336360059428951,-0.004396576204692886,0.002411759030274575,0.007483737517334628,0.011612024611141206,0.00340446865531705,-0.0,0.08686978473525062,0.0015209804329964812,0.008283503539769744,-0.022165721486326187,-0.09253164287316538,-0.0018518946311655612,0.035041744623416464,0.10363036261636971,0.0017510462761009937,0.005457767021077239,-0.017442077814296637,0.0004367990498851557,-0.010630357513612599,-0.023574338247663494,0.01892862810555751,0.05242561433775752,0
TCGA-98-A53B,-0.06813803710945292,-0.0322225571528738,-0.000825574628913734,0.0516968927614722,0.05800541834181056,0.0037161247182240223,-0.03639659588655157,-0.04441918968757305,0.009894608012732661,-0.047381969163357796,0.013986744382304205,0.010193938525560178,-0.05105103666028024,-0.008253201614615338,0.0015448790127967035,0.006504754441631751,0.026542762273109918,0.0026283025040329225,-0.020552993692453603,0.022603002842617036,0.007765840310715539,0.0005207056620871753,-0.012288086820646233,-0.022562368191604273,-0.010810824502575431,0.02089465517256417,0.05243067337053055,0.007367599104848312,0.00274418398811213,-0.013401334116451153,0.004717921601417248,-0.0047477273530857865,-0.029421173465964946,0.00882359672502662,0.04461856801107454,0
TCGA-56-7822,-0.07359668965565254,-0.018588202667107815,-7.989592671750275e-05,0.024133269587202032,0.03300031969947744,0.0019056571160527222,-0.029452158098484196,-0.05071649303678717,0.021903035061551963,-0.0350349849111079,0.015150152187091393,0.005392963816246557,-0.02704422355229562,-0.004155878316135383,0.000980274230731375,0.007965848663456636,0.012510894048609014,0.0032116143957764743,-0.01774063370865197,0.01572649843311814,0.0027648091499837962,0.0008966458498044403,-0.015908854371846366,-0.027348406946078412,-0.13243354203008995,0.03151332369052119,0.051172436956578894,0.002643150391594153,0.005423016639857431,-0.009356382501098721,0.007122338014674758,-0.003498814979250321,-0.022651873411588846,0.0031743188099643423,0.04441488284102092,0
TCGA-43-6771,-0.2861159362911966,-0.09443990779010208,-4.6252913283744566e-05,0.005506151433779088,0.03273599631681453,0.001670159618743575,-0.046351412515586714,-0.11663135850123962,0.010407049762475671,-0.03498836267698426,0.03907925459440076,0.003394088592215981,-0.030169622100020114,-0.007602077457973965,0.00017782274351117651,0.006273404032935721,0.08795364665190529,0.001148166195456276,-2.8851536789819495e-05,0.011006536365527213,0.0031588776953932083,2.7967461646212436e-06,-0.012317072899456867,-0.032560641035526715,-0.02110712917721144,0.018165774754198376,0.07806556301248256,0.0008900028299434733,0.011385741906451708,-0.014010599011778245,0.03953277332789443,-0.0048154403199936885,-0.057509350446754225,2.4838968650311845e-05,0.03280887355831167,0
TCGA-39-5031,-0.06865280264238809,-0.031723691005567586,-0.04770170604595566,0.048285020348440864,0.01699096621511587,0.004730401770569915,-0.024420733281102093,-0.03217041359812833,0.017606343471917165,-0.005064562965667967,0.018277835541358978,0.014935920231611154,-0.041867560916305495,-0.008725573011461079,0.0008749862980121093,0.010989372829586716,0.019740616014332777,0.0016589031116124625,-0.024217448098809873,0.031753474350854814,0.010446684378532599,0.0007748293766731977,-0.036469764955813645,-0.025313738000779035,-0.04695393726202129,0.01984084378478709,0.1526696845199501,0.00212400778430085,0.005099689961418608,-0.023260796532825076,0.013409030552436387,-0.005953218899609283,-0.02266317019964087,0.02439730991020737,0.08988765289704558,1
TCGA-85-8582,-0.09079648927712057,-0.06508610363574052,-0.00040132376913869754,0.024292645897323526,0.021192335832781597,0.0013901081940920323,-0.03410458839809261,-0.12639680280377416,0.014725210811004238,-0.014797853803301618,0.012966517274847515,0.007939685649302072,-0.0386678622336814,-0.042231680425946445,0.002573158355709159,0.005690007923561255,0.2180738620087502,0.0015597461300352411,-0.0009111581259507304,0.018123543033895566,0.029439042291248288,0.0021044695111861692,-0.00897969453350722,-0.017613028621800645,-0.021643868658229627,0.02015107221370407,0.042321825563754356,0.003041510771954105,0.00222123451091295,-0.0178881170700332,0.0021424578648270042,-0.002581416211248221,-0.03992316754037705,0.003677474674385643,0.04852010569694506,1
TCGA-18-3409,-0.014604760009133907,-0.0640644354093105,-0.0005676947007563046,0.047925399564992775,0.038428594999236544,4.952574788816404e-06,-0.07789472712306805,-0.02603391889396959,0.02010065680676247,-0.019939516685439678,0.013010158150146308,0.00813928301352612,-0.05667216627447447,-0.019125415261096988,0.00045779399317633584,0.01283126277874444,0.11585684315321042,0.0034404245342144458,-0.0431361398412721,0.02381838315264979,0.020277232618971915,1.0699870840517807e-05,-0.01755986707323436,-0.020969199725387716,-0.02023358428045025,0.031207174936422884,0.09658784265021891,0.001549114402463095,0.002251625870476772,-0.01847621250382842,0.0022980198511015912,-0.0083729900544549,-0.01867756045404099,0.00013532035337742392,0.07239537301154268,1
TCGA-22-5481,-0.001832662170710953,-0.02862944086521983,-5.233357645251271e-05,0.008804088361511371,0.03250146388206755,0.0,-0.014335762203669217,-0.04560627496437664,0.03311923016870206,-0.0007247933492457957,0.0014326642553388197,0.005663310833805682,-0.06278842780171653,-0.0055827967716565,0.029671587325078158,0.009199450177902113,0.013553458185076864,0.0014890186897271891,-0.004630563422848811,0.05845147014729115,0.006617803600974255,1.2950099063029547e-06,-0.024352830039820948,-0.04352981466201124,-0.0035189251737105178,0.08741291984178484,0.1042698414431188,0.001266474819160861,0.004671429537488593,-0.021945926211101308,0.00037254427983095516,-0.010482609082258055,-0.011254590505331364,2.5159127215084926e-05,0.05391861894052536,1
TCGA-77-7335,-0.011358246366555266,-0.07170576639089131,-0.028174304218974745,0.07699742949028733,0.08449565512596056,0.006482240381815057,-0.07595210030056049,-0.008846833544728977,0.01190217422587676,-0.00176852592087134,0.030716248504502566,0.007516012757366863,-0.03966522119941957,-0.011008804883643624,0.0004082894533819859,0.011865131939533253,0.05378401763545433,0.003957781785121503,-0.00014221673922441572,0.030710683176416825,0.011931413156097343,0.00036260277376482734,-0.02659941869723348,-0.0952822683759804,-0.030737358008688723,0.02650829854447607,0.10018802443176757,0.001773618418890678,0.006279647950254553,-0.02366849698460944,0.0015544944142921186,-0.009918485301759306,-0.009005819039044608,0.024210097189456315,0.07561405535820821,1
TCGA-39-5035,-0.030585540733091436,-0.035053942545598876,-2.875854629819032e-05,0.015837222984135337,0.03742881773716478,0.001904431802860152,-0.02355487866796315,-0.06940796741632582,0.010743688841703855,-0.00828436624482495,0.012074652890743475,0.011610466284316983,-0.06100384320950553,-0.0035089719033588357,0.018068969596486066,0.011345915797852688,0.011608068341506399,0.002113562594771558,-0.006459311742973512,0.04680044064731062,0.008328643711187087,9.01516987984112e-06,-0.024158493460858618,-0.03020571084707737,-0.005025323465096486,0.024586068312671235,0.10859200108393756,0.0017597849556885775,0.008825752782752858,-0.014568693552236887,0.0026071221847616135,-0.01147816141880524,-0.020872273971428042,0.0011668178893155083,0.031549212195320135,1
TCGA-77-8143,-0.08962081290258109,-0.014744935801849365,-0.02479480121767701,0.026137524332358147,0.13427033843264896,0.007080469075638786,-0.013130635398381111,-0.32058255894722587,0.04162926806860279,-0.007597854263773029,0.018512471156834593,0.00781681589607705,-0.06455576639078464,-0.0017516529010834225,5.7868534449618705e-05,0.008388601968530519,0.00586776992339192,0.0021667384499261385,-0.02122019707699502,0.017194287848308773,0.0021311118201061056,0.0034930765554877907,-0.023465152319943883,-0.037319851680767145,-0.039126968137051625,0.044394664269979164,0.09465175749244967,0.0016412207523910064,0.0042002530017122555,-0.01430730914561698,0.0006917131246606753,-0.003777980514088706,-0.030533649786975387,0.008369051602690032,0.0777229798909408,0
TCGA-85-7696,-0.04593706151372215,-0.0512756449801511,-0.0005769652200136069,0.06832089933514336,0.06798484698482794,0.0032386054119992176,-0.015019559645781966,-0.06855451981833705,0.016705784301970693,-0.013786368693363592,0.046132442555695735,0.012433802352844713,-0.03871907700272346,-0.005673454390728347,0.006408834761791214,0.007616615024001104,0.018429796890865886,0.0028205349968929605,-0.003301166245362916,0.056242690025202,0.004086544101298481,0.0021368495111736747,-0.02944124821149354,-0.15057931297016264,-0.01238687862355513,0.03208312548780819,0.1565210148495837,0.0015776735413824412,0.008006463474638069,-0.028326116194013717,0.0007839373729544922,-0.012513645234013588,-0.013487262210771742,0.010700979868975594,0.058943018591637246,1
TCGA-NC-A5HG,-0.0184437884888597,-0.04187585531456089,-0.0008766123263302797,0.008469045634256557,0.060796497188800654,0.0003210256412009866,-0.014193134359026902,-0.08659085425659324,0.020444957186674738,-0.005389073869832053,0.023637713217190964,0.007522679403720752,-0.0789741994140149,-0.0027902524327781844,1.5931418390988146e-05,0.010059930760265717,0.003314657252396856,0.002926110979248307,-0.0,0.030634150618960285,0.0008012014814724558,4.7649236057051656e-05,-0.032500117273957796,-0.025588613096125493,-0.001444448699854237,0.03876046020269464,0.1234562694635686,0.0032714514478197655,0.01124163927825706,-0.008970552830430722,0.000568851668459082,-0.012008573778659116,-0.02152143495252605,0.00032413386695235083,0.1228594845187875,1
TCGA-43-3394,-0.015091382131199652,-0.025411780045237,-0.0011425665777118111,0.12176893096849443,0.028955080398022956,0.01360211835243791,-0.024326554953752067,-0.044786818034924236,0.03514892761422095,-0.0069006778006211935,0.04443325117392743,0.02285406775391464,-0.06122709941766721,-0.003997529887036751,0.00043087458180685734,0.020320350318694485,0.010730299008757561,0.0040094357923056234,-0.025954724987182928,0.04280451105099531,0.008041558460048427,0.008229702412616512,-0.04335291148841077,-0.08628196701259322,-0.01266507381759327,0.04195364440824866,0.23710055701644245,0.0022966217214597934,0.00958515156915497,-0.01842106800464785,0.015540567398934361,-0.024422762774583637,-0.012926858206516319,0.07167381785610935,0.06927931503165817,1
TCGA-60-2703,-0.03311711152566067,-0.039153760123707984,-0.0005931138664618108,0.03285495477581735,0.0325535922017921,0.0011288406282250155,-0.015670143531115937,-0.09847706321498322,0.026843581342564062,-0.020507603361361003,0.01178408249786171,0.010960753179169362,-0.04166010656781963,-0.011007913586826906,0.0005954836194760967,0.0074423484429455055,0.05399902471667674,0.0032762781305524227,-0.004058789665888723,0.01725290000074537,0.014813997923065762,0.00016982688626307978,-0.019690218203624484,-0.023533991227004333,-0.009580138284074294,0.019148640921521305,0.13551432390072082,0.0009952088608180393,0.006525472413246511,-0.01592878599976064,0.03855744719288748,-0.008574997857329443,-0.023747661852635233,0.003120078613115702,0.05399292543487659,1
TCGA-33-6738,-0.09499453414654271,-0.02874544690407679,-0.0005302637332174122,0.02667614576536887,0.06141541630847298,0.0016400015176007956,-0.014820529447315578,-0.06855210423783192,0.02288327430389552,-0.0034835545354023447,0.016305016366903707,0.0020811473033658717,-0.06258532681324733,-0.020943581187127962,0.004679127867102591,0.012857972284439259,0.006213980839735922,0.0041274175003345615,-0.0021799763531994806,0.036487187422745156,0.0026296954907445644,0.004437975187250569,-0.03345628088813454,-0.06552718265261837,-0.005055763105441379,0.07831574278140169,0.09044826999358947,0.004203138112933402,0.005876371886316381,-0.023988792236326627,0.0013064580800673244,-0.006950372807981019,-0.024501091452304537,0.0010158364461446009,0.07716071748962915,1
TCGA-85-8276,-0.02040915059984223,-0.035872930255846834,-0.0057709979206734185,0.07035925851486223,0.033811015162398844,0.0010815858796571118,-0.04694860775357181,-0.10121730924275973,0.028350579549384167,-0.008769752173185048,0.012023129709685791,0.008528979431463718,-0.0612083255525954,-0.007986146805906327,0.0003001900938878399,0.005595270900701482,0.06932862402799103,0.0012460381925603855,-0.004310629875552485,0.027229474117128515,0.019124266333254186,0.00019032368525715189,-0.01660146248331141,-0.02600422274064985,-0.030976037326442284,0.017628296534320863,0.07297928539844492,0.004651253933273424,0.007136806081982418,-0.021484483899305358,0.019422385007401767,-0.005957968726452483,-0.015224860143945194,0.009248980738088459,0.04400150643156398,1
TCGA-85-A4QQ,-0.061388128127457774,-0.004871134325828276,-5.442691951061323e-05,0.006992266459418871,0.06915445287334304,0.00576177547034093,-0.02099121902639234,-0.0302316226736589,0.01095130754495989,-0.025352463837536008,0.0369186561509265,0.008325494646817267,-0.02967932492814463,-0.00737349165651507,0.0008084491976732763,0.005337342960303044,0.00815232902100041,0.001601617674778898,-0.0001478447989197503,0.018027847269281232,0.0011751730449861175,6.7340515127753645e-06,-0.016250802138277867,-0.06879305009793603,-0.0004907161148145845,0.020623048386691864,0.0927607959508848,0.0008910201189794325,0.002635259429421924,-0.03056098793659314,0.049563061730691915,-0.008661033825270526,-0.01691474691369719,0.0002556199340909106,0.04578816315228899,1
TCGA-33-AASD,-0.05054314408494852,-0.026354092334645866,-0.00011862277329236215,0.016801387738910992,0.0610067126448166,0.0010354153087308014,-0.01974796046278607,-0.07051689140964221,0.01652223124588011,-0.06715725032594679,0.0314256312509793,0.006617067759976052,-0.030131195326026972,-0.0032878666287545345,0.008952613707702875,0.017643623349083124,0.02138017875047302,0.004315208802619329,-2.2203004732144053e-05,0.02889791594199437,0.0018308134119606153,0.023764315714026457,-0.024705563811012184,-0.08901363200006612,-0.0015230951405202978,0.07169232037406596,0.05835820956088381,0.005613909544940769,0.0035388486475738086,-0.061256031813021854,0.007299179313380529,-0.004848881218102713,-0.04602289397927913,0.006427449986623659,0.09070363450067942,1
TCGA-33-4566,-0.03339687540225587,-0.04956218814397141,-0.0,0.02048685773871396,0.08350283411716351,0.0005400808468213556,-0.025635361633193954,-0.011930264545697703,0.012737395990985882,-0.010269313276081587,0.03006342071572683,0.011806805486820093,-0.08534657664569818,-0.00391432096279033,1.670456075408022e-05,0.012206893820649222,0.008981802005565857,0.0015353610329832854,-0.016122752086672798,0.0298482185831415,0.0021685400821495047,0.0,-0.04411662345649583,-0.1058735990139724,-0.00023367026301326135,0.04187710451436943,0.15748309784560446,0.0006062375579539072,0.011510507925909899,-0.025312000468666017,0.00594434779143977,-0.01668510469711089,-0.013732973477144087,9.631436823590307e-06,0.11045370009230122,1
TCGA-85-8664,-0.057813163342595876,-0.014277467627454956,-0.01725886589151794,0.04352021167937516,0.036984319362324734,4.722267230631806e-05,-0.007835322907764234,-0.16031201320628188,0.01263086318695522,-0.038375891067433845,0.02804277245838956,0.009698397298153949,-0.06988026056499803,-0.0014798710360428929,0.002697165705037836,0.008359486475435596,0.014439289350289082,0.003216961589229101,-0.002109842070842234,0.051141027339725406,0.0019733180541110368,5.234691419422769e-06,-0.046400868883923904,-0.02220731200448103,-0.0006867542486250871,0.030495645019506835,0.15353539000280803,0.0076591774901714335,0.005037607183200583,-0.05066015785813248,0.0030955876553293393,-0.0111973433441283,-0.02255022682408386,0.0034750811016882577,0.07365587820245938,0
TCGA-22-5479,-0.04458409000186577,-0.02570156554111497,-0.0005624613431110533,0.021335276996300362,0.029788590047427534,0.005270322236083342,-0.02343129577396273,-0.05281057127944313,0.01662812772925595,-0.018073811139903875,0.03754944453682748,0.007609737345068881,-0.039008889388062816,-0.0024985596334927674,0.0011371518447696935,0.013966980198203428,0.01714799041138757,0.002694126869945875,-2.0069289792704025e-05,0.03756878609619725,0.004295053669520378,0.009298004795707616,-0.03316128889388038,-0.09240358358562503,-0.002877338042615476,0.03317416255562833,0.12331438240853645,0.0020836664371207637,0.004880639917993922,-0.01966829994866733,0.00449468681645113,-0.0102504909449586,-0.022108892436194568,0.02721427840212416,0.06551432855885395,1
TCGA-39-5039,-0.1357583857797973,-0.1511948147451018,-4.04712991232765e-05,0.015125411992367358,0.013555795623795093,0.012200174017820791,-0.03268829285436856,-0.048132282006877324,0.02598074326103557,-0.027297401363124554,0.01858150624767301,0.005889162269407654,-0.029710823999418972,-0.011111924742134934,0.0006552732955552169,0.009708819029379723,0.031245398347951873,0.0028485559486292047,-0.08776390104223737,0.02139644241872385,0.026116913809540402,0.002524268951840205,-0.023651006700988356,-0.0380044150500426,-0.03930613817199309,0.019118665591951748,0.09628782997563899,0.0030431117514205324,0.012282261522229753,-0.034038546033292566,0.01622502763355973,-0.010784355407606897,-0.049041978964905135,0.0012047566792411188,0.03790162327136186,0
TCGA-33-4583,-0.06649411116593755,-0.010305136151424673,-0.00025060306895546093,0.04710041519819531,0.0278750854757574,0.0062158534445989795,-0.006589678493198428,-0.016217402317898134,0.009349993890681743,-0.013638398483703946,0.06356719828045242,0.006193583645651283,-0.04904371910029416,-0.0008756991224250373,0.022079821319199618,0.02861289552444113,0.003253870040335019,0.0033866209907918937,-0.004727693837700712,0.04736876203783128,0.0011535748753444528,0.00688155670535072,-0.05073041308187941,-0.28867798663240307,-0.0010306665283586027,0.09129183570227158,0.1031980516552011,0.002460613717117247,0.010085801775725448,-0.020728876984014384,0.0015093514263137214,-0.010902961896802534,-0.02282835815681809,0.020702680072725972,0.08024217852458193,1
TCGA-21-A5DI,-0.12248438319560205,-0.015334609249240544,-0.0022143582234592715,0.017737449677496665,0.04363285228294424,0.00465958380024123,-0.006830607583076981,-0.030550249245049007,0.010983021766396327,-0.03149523467639343,0.024948772148737874,0.014645814490825927,-0.05634530846976264,-0.013925748792512382,0.0013198008709110812,0.011019401988782944,0.03025200143663105,0.003707026243654258,-0.00021717507274909148,0.013984851553293853,0.004177068427219887,0.0007485394874927648,-0.03330737119135449,-0.042285130433430344,-0.0018779674032753223,0.026299585843606747,0.1100586373569384,0.004090394137071073,0.005762340559565264,-0.02786973896810576,0.019571986285199062,-0.005468270008243856,-0.0573588654675189,0.007115417382560223,0.08347493294282299,1
TCGA-56-A4BY,-0.05102483902232198,-0.036079370492734054,-0.0024401900662272095,0.17321680419938826,0.025414903480142324,0.012528063979001096,-0.014975630688202476,-0.13489953115416614,0.01704148162662974,-0.010441464917820189,0.010647024835587885,0.016228158909182958,-0.05858368898447873,-0.008956912283443046,0.0034022715401778054,0.008480699511542077,0.010285629231124697,0.002889035920325944,-0.0038076297711331884,0.06803624086711967,0.0024857572819178644,0.020087043602728036,-0.025547730873912728,-0.18147964359244273,-0.0210253574288869,0.05062059432866906,0.09439612626933391,0.0015900811322472547,0.0037326480879685355,-0.024323555451323878,0.014948581512259203,-0.0067518229888255885,-0.02453397711296791,0.04295268648900026,0.062422344493304985,0
TCGA-77-8007,-0.10123986601140705,-0.20925247927451893,-0.0,0.03584947655248151,0.021816454909860488,0.0,-0.1242059150286177,-0.16986925747480341,0.014426496442803576,-0.014027612520577312,0.013323896833286894,0.005571533452196541,-0.0547860730472598,-0.02222017288490091,0.0001460301923985722,0.007456500115670166,0.07036536572990199,0.001625434299437219,-0.0009256302794530194,0.01899743338876079,0.00967443823907818,0.0,-0.011410629625667718,-0.024975740212745214,-0.0017908012883073854,0.021810038973390438,0.07488400667429317,0.0012426519111630298,0.007506719627346288,-0.026510088092172243,0.03891429771927996,-0.005095460549220697,-0.031212902862927817,1.2939741992912185e-05,0.06586585734509001,0
TCGA-22-5471,-0.04423075240130628,-0.02427436408137251,-0.007446768880184259,0.027276879185348643,0.04985220357442819,0.0011811698413757609,-0.03526955337889523,-0.03313330999852784,0.02803603352329148,-0.02431060514991865,0.047757719682109075,0.00912122723364059,-0.06687899556659452,-0.002472330041457935,0.0035176571807301825,0.016237227271189706,0.009718215566016992,0.0044971318117573034,-0.00017920113150804288,0.05541562524765958,0.006957396612685092,0.0017087382454696435,-0.05858350418230747,-0.0538013141005278,-0.005880673077544626,0.03669959677698527,0.13033045162334642,0.0017484780382069328,0.014539382195833629,-0.027949299778746405,0.002978103341740131,-0.014354847097007774,-0.01440318422166225,0.01994806633555581,0.11859371099086667,1
TCGA-NC-A5HE,-0.031039092259595478,-0.039952887324582124,-0.0015683126825283477,0.03882932770645666,0.058389008626598495,0.0006046503613931654,-0.09854412067821418,-0.03200040274162488,0.008662958479668074,-0.01007214736492706,0.024196738515193352,0.011206719917928269,-0.04772121855831227,-0.007154630539967148,0.00205278668823528,0.006587248338734034,0.016680155306521973,0.0023982547538213086,-0.0005628678163432953,0.05539008766824638,0.009773381388169237,0.0005715365830332907,-0.03200209706583783,-0.13129638065314525,-0.0015480119769207593,0.047243597506483825,0.10064635568872773,0.0011528052770445035,0.00376609274535247,-0.027716227903500413,0.0007155976418459215,-0.0063961544649724445,-0.019544178478899672,0.00521092748012713,0.056659421678395654,1
TCGA-85-A511,-0.05583118242222754,-0.03938735071011492,-0.0041778641704561656,0.055263187767872896,0.04031415150885953,0.0036346702595535536,-0.03645136581603491,-0.06783714992213688,0.013782361770338154,-0.02177755537464131,0.021126386007526324,0.01197591876283968,-0.03744327043284325,-0.008496175493258387,0.0011357461313822534,0.005630609475130851,0.0791295729055535,0.00145961208653146,-0.001757129714331322,0.03368426769798133,0.017965383203943325,0.0015140257835208554,-0.021578187910549686,-0.042135982465697025,-0.009626718211915707,0.024355983310033004,0.07710557292102914,0.002113968308896794,0.0024021948056503783,-0.02061799056526646,0.0025690236704382016,-0.004356771320770216,-0.01760630148119434,0.010661253527063331,0.036245164235796025,0
TCGA-39-5027,-0.02479885460263332,-0.015297385144243641,-0.024221225219757468,0.03072104602105253,0.13053390299964426,0.0015851062035232024,-0.002572114762515123,-0.04275157643171451,0.013526128169053553,-0.006794262009889717,0.02638801465027123,0.014754277715669,-0.035534447643233935,-0.0008970902460262596,0.004338078370753158,0.013334053234292653,0.0032310779460867005,0.0036651783852603365,-0.013884887119464163,0.04685159598692013,0.0007097642711109679,0.0030116536526134602,-0.04371770882997407,-0.12400046366626284,-0.007114142104234819,0.06168900100435559,0.15976525442173067,0.0010292213360449042,0.013111178065307956,-0.022682207875619628,0.0019842281488842567,-0.010854077690451358,-0.017922145952349533,0.03978738547861037,0.08473188909276033,1
TCGA-34-2600,-0.0824755599827347,-0.013306885682362244,-0.022416115564156847,0.04692874985997717,0.03796422080122437,0.029927543389754716,-0.00855287804810267,-0.06162991321747094,0.017632432618764956,-0.012010942715155447,0.041347826781091924,0.014064617170623172,-0.05934701299009091,-0.004008957585508238,0.0035700902900816997,0.011615701093876954,0.009054856141715492,0.006014189217983038,-0.0029058414368730422,0.026831456709884648,0.003097038227211297,0.0005733234590874921,-0.0277299595456424,-0.016916809966269528,-0.00837317015383064,0.019006696373519906,0.08015782931818025,0.0018065802513427,0.003035646473159248,-0.009719068625478503,0.0017337325013716271,-0.007615025115171073,-0.0992315988730651,0.00043445517239707636,0.06177572411794529,1
TCGA-66-2787,-0.012152024171641053,-0.019068844214049314,-0.0010228971328903984,0.13328108290909954,0.029065967438902277,0.011302141337461108,-0.036974076461344735,-0.06211366197053271,0.01920092485366727,-0.006679726055122773,0.02181726022068145,0.01444739174284462,-0.07107860662804348,-0.0023794600963588787,0.0058757882452739165,0.015396745824599118,0.007316884308684311,0.003121197677251386,-0.0010953070022458806,0.10428376792921777,0.0036216965823013085,0.011563454730989589,-0.047271749757553765,-0.170196620784263,-0.00479212413885368,0.04429574568239963,0.14279528655460427,0.0013548872425073793,0.005404526910572005,-0.017308099798859347,0.0016276694054242298,-0.007675179133541055,-0.010335213294624512,0.044805977700950066,0.05528336169866823,1
TCGA-NC-A5HM,-0.05761407167638603,-0.1095673879986621,-0.000467762490482697,0.04399510164109403,0.06478029063072539,0.005162302217567681,-0.010516391530764743,-0.04495769159875096,0.012298449276875068,-0.008915236363393836,0.022411135050773016,0.0074875667681788246,-0.08324683390382011,-0.002523388616244186,0.0031261660023281066,0.02150820761700129,0.0087298448588863,0.004464160412926491,-0.0015766297998166634,0.02463867265402135,0.002166322111065451,0.0005037612297168152,-0.04599001634922146,-0.03120681392770403,-0.0006588833543008597,0.030013723962809866,0.10086784733379411,0.005498463916228843,0.008064787694222248,-0.020834516493278336,0.009200832892380016,-0.004630538166741008,-0.032123507296796,0.005292861392828641,0.1593725144838864,1
TCGA-21-1071,-0.026855077339805574,-0.03983487227466133,-0.0008399788228135208,0.03633160656176119,0.023228434755219574,0.0007145692945946942,-0.02785882822785929,-0.037408082299094904,0.012494766925301423,-0.019921802235282306,0.02353822470822217,0.01810763229460994,-0.05177850823460142,-0.005029030876226941,0.007464408372976465,0.010246562289225644,0.030383354564946417,0.004231903910602108,-0.01922823502570562,0.065371713173964,0.008818862655511602,0.0036134744581345145,-0.051526776276023555,-0.11977953538039468,-0.0015220676421120315,0.07865009215241633,0.10650582052910952,0.001866608642899013,0.004810555686768645,-0.01952307484507875,0.003784778941788082,-0.004735224507189816,-0.021371513587445167,0.007211064753786182,0.07393123910921519,1
